Date,SWITZERLAND LARGE CAP Large Cap
2008-05-30,950.868
2008-06-30,903.339
2008-07-31,902.601
2008-08-29,876.116
2008-09-30,789.823
2008-10-31,703.321
2008-11-28,639.578
2008-12-31,692.012
2009-01-30,606.838
2009-02-27,538.995
2009-03-31,584.057
2009-04-30,621.555
2009-05-29,680.071
2009-06-30,673.15
2009-07-31,750.624
2009-08-31,799.04
2009-09-30,825.237
2009-10-30,834.739
2009-11-30,846.662
2009-12-31,860.352
2010-01-29,828.664
2010-02-26,849.973
2010-03-31,895.743
2010-04-30,847.817
2010-05-31,757.206
2010-06-30,789.612
2010-07-30,825.947
2010-08-31,847.168
2010-09-30,890.651
2010-10-29,908.711
2010-11-30,871.172
2010-12-31,949.185
2011-01-31,948.859
2011-02-28,983.678
2011-03-31,964.41
2011-04-29,1058.71
2011-05-31,1086.374
2011-06-30,1040.259
2011-07-29,1037.168
2011-08-31,972.528
2011-09-30,864.982
2011-10-31,933.76
2011-11-30,881.883
2011-12-30,898.984
2012-01-31,920.526
2012-02-29,968.767
2012-03-30,989.739
2012-04-30,976.136
2012-05-31,876.163
2012-06-29,930.227
2012-07-31,952.231
2012-08-31,974.148
2012-09-28,1003.53
2012-10-31,1031.538
2012-11-30,1074.437
2012-12-31,1086.881
2013-01-31,1182.304
2013-02-28,1189.996
2013-03-29,1208.832
2013-04-30,1262.046
2013-05-31,1227.071
2013-06-28,1201.485
2013-07-31,1243.236
2013-08-30,1227.413
2013-09-30,1310.807
2013-10-31,1340.414
2013-11-29,1347.435
2013-12-31,1358.668
2014-01-31,1329.329
2014-02-28,1420.558
2014-03-31,1419.087
2014-04-30,1439.385
2014-05-30,1456.751
2014-06-30,1442.632
2014-07-31,1382.606
2014-08-29,1412.528
2014-09-30,1379.521
2014-10-31,1368.857
2014-11-28,1415.483
2014-12-31,1345.409
2015-01-30,1355.391
2015-02-27,1413.712
2015-03-31,1408.411
2015-04-30,1463.423
2015-05-29,1485.306
2015-06-30,1422.371
2015-07-31,1486.859
2015-08-31,1384.177
2015-09-30,1324.533
2015-10-30,1377.291
2015-11-30,1327.896
2015-12-31,1338.559
2016-01-29,1233.221
2016-02-29,1202.186
2016-03-31,1248.472
2016-04-29,1284.446
2016-05-31,1282.995
2016-06-30,1280.122
2016-07-29,1307.875
2016-08-31,1295.885
2016-09-30,1304.994
2016-10-31,1231.455
2016-11-30,1194.078
2016-12-30,1246.479
2017-01-31,1291.605
2017-02-28,1307.677
2017-03-31,1342.298
2017-04-28,1385.935
2017-05-31,1463.295
2017-06-30,1460.534
2017-07-31,1467.689
2017-08-31,1452.541
2017-09-29,1476.337
2017-10-31,1445.376
2017-11-30,1483.087
2017-12-29,1501.35
2018-01-31,1558.329
2018-02-28,1456.939
2018-03-30,1429.452
2018-04-30,1420.543
2018-05-31,1362.428
2018-06-29,1374.968
2018-07-31,1470.84
2018-08-31,1472.862
2018-09-28,1477.851
2018-10-31,1435.309
2018-11-30,1447.633
2018-12-31,1372.227
2019-01-31,1453.916
2019-02-28,1515.176
2019-03-29,1547.596
2019-04-30,1562.386
2019-05-31,1561.119
2019-06-28,1664.725
2019-07-31,1659.974
2019-08-30,1668.422
2019-09-30,1676.593
2019-10-31,1700.396
2019-11-29,1718.347
2019-12-31,1791.812
2020-01-31,1804.615
2020-02-28,1658.292
2020-03-31,1603.226
2020-04-30,1678.604
2020-05-29,1712.643
2020-06-30,1767.708
2020-07-31,1836.107
2020-08-31,1876.615
2020-09-30,1848.653
2020-10-30,1745.251
2020-11-30,1897.891
2020-12-31,1988.684
2021-01-29,1948.012
2021-02-26,1892.97
2021-03-31,1939.082
2021-04-30,2017.229
2021-05-31,2109.258
2021-06-30,2159.791
2021-07-30,2232.668
2021-08-31,2266.854
2021-09-30,2096.086
2021-10-29,2227.421
2021-11-30,2204.216
2021-12-31,2375.328
2022-01-31,2195.63
2022-02-28,2189.417
2022-03-31,2236.542
2022-04-29,2140.137
2022-05-31,2066.95
2022-06-30,1927.662
2022-07-29,2014.216
2022-08-31,1909.479
2022-09-30,1791.28
2022-10-31,1846.169
2022-11-30,1985.369
2022-12-30,1967.546
2023-01-31,2076.76
2023-02-28,1998.778
2023-03-31,2081.338
2023-04-28,2215.532
2023-05-31,2115.498
2023-06-30,2177.944
2023-07-31,2243.845
2023-08-31,2166.136
2023-09-29,2052.664
2023-10-31,1953.229
2023-11-30,2133.496
2023-12-29,2250.589
2024-01-31,2253.296
2024-02-29,2205.617
2024-03-29,2234.829
2024-04-30,2127.484
2024-05-31,2297.468
2024-06-28,2301.88
2024-07-31,2416.522
2024-08-30,2534.051
2024-09-30,2494.347
2024-10-31,2351.343
2024-11-29,2301.813
2024-12-31,2208.33
2025-01-31,2393.662
2025-02-28,2490.322
2025-03-31,2483.473
2025-04-30,2599.423
2025-05-30,2628.716
2025-06-30,2646.436
2025-07-31,2566.927
2025-08-29,2684.563
2025-09-30,2677.06
2025-10-31,2679.497
2025-11-28,2809.853
2025-12-31,2946.243
2026-01-30,3020.815
