Date,SWITZERLAND LARGE CAP Large Cap
2001-07-13,448.519
2001-07-16,449.691
2001-07-17,445.273
2001-07-18,455.089
2001-07-19,462.936
2001-07-20,461.012
2001-07-23,458.244
2001-07-24,450.548
2001-07-25,446.805
2001-07-26,445.647
2001-07-27,449.362
2001-07-30,453.068
2001-07-31,454.739
2001-08-01,461.745
2001-08-02,464.808
2001-08-03,462.974
2001-08-06,461.949
2001-08-07,459.945
2001-08-08,458.936
2001-08-09,454.587
2001-08-10,449.58
2001-08-13,456.28
2001-08-14,462.913
2001-08-15,468.348
2001-08-16,464.889
2001-08-17,463.594
2001-08-20,459.583
2001-08-21,467.381
2001-08-22,466.242
2001-08-23,460.09
2001-08-24,466.039
2001-08-27,467.452
2001-08-28,461.285
2001-08-29,455.631
2001-08-30,450.9
2001-08-31,455.061
2001-09-03,445.481
2001-09-04,445.197
2001-09-05,441.584
2001-09-06,435.291
2001-09-07,431.136
2001-09-10,420.356
2001-09-11,397.57
2001-09-12,406.807
2001-09-13,412.986
2001-09-14,400.831
2001-09-17,416.163
2001-09-18,414.282
2001-09-19,412.115
2001-09-20,395.236
2001-09-21,378.792
2001-09-24,397.535
2001-09-25,412.915
2001-09-26,414.847
2001-09-27,420.686
2001-09-28,431.532
2001-10-01,425.584
2001-10-02,424.795
2001-10-03,424.436
2001-10-04,431.657
2001-10-05,430.029
2001-10-08,431.771
2001-10-09,429.246
2001-10-10,428.797
2001-10-11,433.547
2001-10-12,430.743
2001-10-15,428.975
2001-10-16,428.886
2001-10-17,428.415
2001-10-18,432.208
2001-10-19,428.821
2001-10-22,432.698
2001-10-23,437.22
2001-10-24,437.899
2001-10-25,435.412
2001-10-26,438.374
2001-10-29,435.387
2001-10-30,428.838
2001-10-31,430.784
2001-11-01,434.206
2001-11-02,433.894
2001-11-05,437.351
2001-11-06,438.116
2001-11-07,440.906
2001-11-08,448.672
2001-11-09,445.639
2001-11-12,439.378
2001-11-13,441.916
2001-11-14,445.947
2001-11-15,453.123
2001-11-16,457.748
2001-11-19,459.042
2001-11-20,454.122
2001-11-21,451.621
2001-11-22,455.191
2001-11-23,446.251
2001-11-26,447.9
2001-11-27,445.904
2001-11-28,440.987
2001-11-29,439.985
2001-11-30,438.74
2001-12-03,436.435
2001-12-04,446.949
2001-12-05,451.53
2001-12-06,452.023
2001-12-07,449.471
2001-12-10,441.468
2001-12-11,440.801
2001-12-12,443.744
2001-12-13,441.556
2001-12-14,438.504
2001-12-17,447.173
2001-12-18,444.075
2001-12-19,437.385
2001-12-20,446.307
2001-12-21,446.329
2001-12-24,436.745
2001-12-25,436.745
2001-12-26,436.655
2001-12-27,443.407
2001-12-28,442.774
2001-12-31,447.708
2002-01-01,447.708
2002-01-02,449.744
2002-01-03,448.158
2002-01-04,448.642
2002-01-07,447.888
2002-01-08,441.499
2002-01-09,443.603
2002-01-10,444.631
2002-01-11,448.174
2002-01-14,441.4
2002-01-15,439.405
2002-01-16,434.48
2002-01-17,439.229
2002-01-18,438.166
2002-01-21,434.349
2002-01-22,436.59
2002-01-23,439.05
2002-01-24,442.045
2002-01-25,433.712
2002-01-28,434.596
2002-01-29,429.248
2002-01-30,421.216
2002-01-31,422.057
2002-02-01,420.141
2002-02-04,420.591
2002-02-05,419.043
2002-02-06,417.978
2002-02-07,426.734
2002-02-08,428.837
2002-02-11,432.961
2002-02-12,431.052
2002-02-13,433.98
2002-02-14,437.795
2002-02-15,438.964
2002-02-18,435.581
2002-02-19,428.625
2002-02-20,424.368
2002-02-21,426.049
2002-02-22,426.184
2002-02-25,427.378
2002-02-26,425.017
2002-02-27,429.919
2002-02-28,433.019
2002-03-01,432.335
2002-03-04,439.848
2002-03-05,438.295
2002-03-06,441.428
2002-03-07,447.938
2002-03-08,452.004
2002-03-11,450.061
2002-03-12,446.509
2002-03-13,451.047
2002-03-14,459.629
2002-03-15,461.77
2002-03-18,463.718
2002-03-19,464.174
2002-03-20,464.016
2002-03-21,462.533
2002-03-22,462.842
2002-03-25,461.081
2002-03-26,462.226
2002-03-27,460.572
2002-03-28,461.222
2002-03-29,461.222
2002-04-01,466.562
2002-04-02,468.285
2002-04-03,469.476
2002-04-04,468.901
2002-04-05,465.228
2002-04-08,458.283
2002-04-09,462.028
2002-04-10,465.465
2002-04-11,462.329
2002-04-12,460.051
2002-04-15,461.905
2002-04-16,466.903
2002-04-17,471.4
2002-04-18,473.716
2002-04-19,472.173
2002-04-22,472.743
2002-04-23,472.744
2002-04-24,474.941
2002-04-25,473.035
2002-04-26,468.799
2002-04-29,472.915
2002-04-30,472.847
2002-05-01,477.429
2002-05-02,475.431
2002-05-03,483.417
2002-05-06,482.335
2002-05-07,473.189
2002-05-08,480.493
2002-05-09,480.748
2002-05-10,479.208
2002-05-13,480.54
2002-05-14,478.795
2002-05-15,485.634
2002-05-16,488.244
2002-05-17,491.844
2002-05-20,489.803
2002-05-21,490.204
2002-05-22,492.239
2002-05-23,486.953
2002-05-24,487.539
2002-05-27,488.26
2002-05-28,490.706
2002-05-29,491.574
2002-05-30,490.896
2002-05-31,491.398
2002-06-03,490.357
2002-06-04,482.704
2002-06-05,477.284
2002-06-06,477.749
2002-06-07,470.608
2002-06-10,470.665
2002-06-11,473.404
2002-06-12,460.235
2002-06-13,453.631
2002-06-14,450.258
2002-06-17,461.432
2002-06-18,457.079
2002-06-19,454.069
2002-06-20,444.847
2002-06-21,447.982
2002-06-24,437.31
2002-06-25,448.177
2002-06-26,445.247
2002-06-27,448.599
2002-06-28,472.167
2002-07-01,472.726
2002-07-02,463.699
2002-07-03,449.538
2002-07-04,459.867
2002-07-05,470.837
2002-07-08,474.55
2002-07-09,474.3
2002-07-10,455.905
2002-07-11,438.93
2002-07-12,446.072
2002-07-15,433.674
2002-07-16,425.34
2002-07-17,430.198
2002-07-18,428.097
2002-07-19,406.941
2002-07-22,383.636
2002-07-23,372.634
2002-07-24,375.776
2002-07-25,402.222
2002-07-26,406.672
2002-07-29,419.189
2002-07-30,419.344
2002-07-31,416.346
2002-08-01,410.121
2002-08-02,406.69
2002-08-05,392.428
2002-08-06,404.701
2002-08-07,401.211
2002-08-08,415.339
2002-08-09,422.477
2002-08-12,417.712
2002-08-13,423.714
2002-08-14,425.776
2002-08-15,433.947
2002-08-16,432.542
2002-08-19,439.463
2002-08-20,425.841
2002-08-21,436.716
2002-08-22,433.455
2002-08-23,431.664
2002-08-26,426.502
2002-08-27,435.991
2002-08-28,417.964
2002-08-29,409.285
2002-08-30,415.643
2002-09-02,406.323
2002-09-03,397.649
2002-09-04,400.735
2002-09-05,401.555
2002-09-06,411.231
2002-09-09,404.313
2002-09-10,407.439
2002-09-11,414.947
2002-09-12,403.032
2002-09-13,395.226
2002-09-16,391.667
2002-09-17,385.55
2002-09-18,383.197
2002-09-19,379.338
2002-09-20,380.546
2002-09-23,366.702
2002-09-24,366.616
2002-09-25,371.549
2002-09-26,390.329
2002-09-27,390.665
2002-09-30,388.952
2002-10-01,381.693
2002-10-02,392.166
2002-10-03,388.536
2002-10-04,377.094
2002-10-07,368.256
2002-10-08,359.629
2002-10-09,358.026
2002-10-10,365.743
2002-10-11,384.342
2002-10-14,381.784
2002-10-15,400.154
2002-10-16,394.375
2002-10-17,394.602
2002-10-18,392.147
2002-10-21,389.093
2002-10-22,388.86
2002-10-23,379.966
2002-10-24,389.203
2002-10-25,394.67
2002-10-28,393.337
2002-10-29,382.869
2002-10-30,392.655
2002-10-31,401.06
2002-11-01,398.519
2002-11-04,408.133
2002-11-05,411.539
2002-11-06,407.658
2002-11-07,402.837
2002-11-08,400.18
2002-11-11,395.505
2002-11-12,400.893
2002-11-13,397.869
2002-11-14,404.89
2002-11-15,413.063
2002-11-18,413.203
2002-11-19,411.861
2002-11-20,411.096
2002-11-21,417.613
2002-11-22,417.642
2002-11-25,413.519
2002-11-26,409.874
2002-11-27,414.808
2002-11-28,413.661
2002-11-29,410.682
2002-12-02,413.047
2002-12-03,403.791
2002-12-04,405.67
2002-12-05,401.108
2002-12-06,402.755
2002-12-09,396.653
2002-12-10,401.26
2002-12-11,400.445
2002-12-12,399.792
2002-12-13,400.722
2002-12-16,407.629
2002-12-17,409.704
2002-12-18,401.797
2002-12-19,400.781
2002-12-20,400.854
2002-12-23,398.8
2002-12-24,401.589
2002-12-25,401.589
2002-12-26,402.232
2002-12-27,391.052
2002-12-30,397.468
2002-12-31,400.314
2003-01-01,400.314
2003-01-02,395.029
2003-01-03,419.803
2003-01-06,423.278
2003-01-07,418.752
2003-01-08,415.999
2003-01-09,417.804
2003-01-10,418.515
2003-01-13,422.117
2003-01-14,430.095
2003-01-15,421.049
2003-01-16,417.341
2003-01-17,414.873
2003-01-20,408.021
2003-01-21,405.97
2003-01-22,395.557
2003-01-23,398.171
2003-01-24,394.89
2003-01-27,380.576
2003-01-28,379.822
2003-01-29,384.255
2003-01-30,386.684
2003-01-31,386.898
2003-02-03,391.632
2003-02-04,385.623
2003-02-05,387.749
2003-02-06,376.229
2003-02-07,373.121
2003-02-10,365.496
2003-02-11,372.424
2003-02-12,363.589
2003-02-13,367.073
2003-02-14,376.088
2003-02-17,382.706
2003-02-18,375.908
2003-02-19,367.104
2003-02-20,371.414
2003-02-21,373.113
2003-02-24,367.715
2003-02-25,361.582
2003-02-26,359.489
2003-02-27,360.894
2003-02-28,367.772
2003-03-03,374.106
2003-03-04,363.578
2003-03-05,359.084
2003-03-06,357.378
2003-03-07,353.607
2003-03-10,341.137
2003-03-11,339.26
2003-03-12,334.393
2003-03-13,340.683
2003-03-14,357.158
2003-03-17,364.598
2003-03-18,364.329
2003-03-19,371.447
2003-03-20,374.557
2003-03-21,385.877
2003-03-24,370.557
2003-03-25,375.047
2003-03-26,371.724
2003-03-27,367.831
2003-03-28,370.898
2003-03-31,365.457
2003-04-01,369.457
2003-04-02,375.636
2003-04-03,378.631
2003-04-04,382.941
2003-04-07,388.629
2003-04-08,388.546
2003-04-09,391.493
2003-04-10,385.42
2003-04-11,388.645
2003-04-14,394.449
2003-04-15,402.895
2003-04-16,400.821
2003-04-17,401.432
2003-04-18,401.432
2003-04-21,397.518
2003-04-22,403.501
2003-04-23,407.082
2003-04-24,404.685
2003-04-25,400.995
2003-04-28,406.54
2003-04-29,402.656
2003-04-30,408.701
2003-05-01,413.502
2003-05-02,409.166
2003-05-05,415.567
2003-05-06,423.644
2003-05-07,425.359
2003-05-08,418.978
2003-05-09,419.543
2003-05-12,416.87
2003-05-13,421.399
2003-05-14,422.345
2003-05-15,423.398
2003-05-16,429.426
2003-05-19,424.331
2003-05-20,425.816
2003-05-21,422.669
2003-05-22,432.456
2003-05-23,434.313
2003-05-26,431.815
2003-05-27,436.197
2003-05-28,440.274
2003-05-29,442.916
2003-05-30,435.145
2003-06-02,446.985
2003-06-03,440.522
2003-06-04,441.709
2003-06-05,441.943
2003-06-06,441.329
2003-06-09,445.774
2003-06-10,443.331
2003-06-11,452.095
2003-06-12,453.581
2003-06-13,447.135
2003-06-16,460.476
2003-06-17,463.806
2003-06-18,461.679
2003-06-19,453.5
2003-06-20,454.73
2003-06-23,443.834
2003-06-24,444.788
2003-06-25,445.543
2003-06-26,441.029
2003-06-27,438.717
2003-06-30,435.159
2003-07-01,429.741
2003-07-02,435.115
2003-07-03,439.881
2003-07-04,438.86
2003-07-07,441.266
2003-07-08,436.97
2003-07-09,436.227
2003-07-10,435.194
2003-07-11,437.776
2003-07-14,443.282
2003-07-15,439.493
2003-07-16,438.415
2003-07-17,435.992
2003-07-18,437.497
2003-07-21,438.895
2003-07-22,437.742
2003-07-23,444.348
2003-07-24,450.925
2003-07-25,451.277
2003-07-28,454.048
2003-07-29,453.678
2003-07-30,452.299
2003-07-31,450.353
2003-08-01,449.224
2003-08-04,449.292
2003-08-05,454.129
2003-08-06,450.646
2003-08-07,449.777
2003-08-08,448.491
2003-08-11,447.948
2003-08-12,449.779
2003-08-13,447.669
2003-08-14,450.404
2003-08-15,456.279
2003-08-18,452.235
2003-08-19,450.226
2003-08-20,450.817
2003-08-21,449.471
2003-08-22,448.033
2003-08-25,443.608
2003-08-26,443.103
2003-08-27,444.929
2003-08-28,445.949
2003-08-29,442.465
2003-09-01,450.121
2003-09-02,443.826
2003-09-03,451.386
2003-09-04,453.698
2003-09-05,460.827
2003-09-08,465.645
2003-09-09,463.489
2003-09-10,463.757
2003-09-11,464.387
2003-09-12,466.574
2003-09-15,468.507
2003-09-16,467.595
2003-09-17,473.053
2003-09-18,473.598
2003-09-19,476.13
2003-09-22,469.848
2003-09-23,466.413
2003-09-24,467.24
2003-09-25,465.66
2003-09-26,462.612
2003-09-29,463.131
2003-09-30,463.406
2003-10-01,466.91
2003-10-02,467.428
2003-10-03,474.065
2003-10-06,471.422
2003-10-07,472.912
2003-10-08,475.672
2003-10-09,479.12
2003-10-10,480.585
2003-10-13,481.547
2003-10-14,481.402
2003-10-15,478.855
2003-10-16,482.168
2003-10-17,476.529
2003-10-20,480.141
2003-10-21,480.086
2003-10-22,476.137
2003-10-23,472.373
2003-10-24,474.68
2003-10-27,475.266
2003-10-28,472.341
2003-10-29,471.964
2003-10-30,475.965
2003-10-31,471.777
2003-11-03,473.332
2003-11-04,466.591
2003-11-05,460.543
2003-11-06,461.359
2003-11-07,467.658
2003-11-10,462.89
2003-11-11,467.35
2003-11-12,472.59
2003-11-13,479.494
2003-11-14,488.474
2003-11-17,483.929
2003-11-18,486.286
2003-11-19,483.407
2003-11-20,484.65
2003-11-21,486.536
2003-11-24,487.054
2003-11-25,487.764
2003-11-26,493.329
2003-11-27,494.413
2003-11-28,497.316
2003-12-01,500.852
2003-12-02,506.279
2003-12-03,511.252
2003-12-04,507.713
2003-12-05,507.032
2003-12-08,511.932
2003-12-09,514.514
2003-12-10,512.239
2003-12-11,511.937
2003-12-12,516.766
2003-12-15,519.999
2003-12-16,517.884
2003-12-17,517.18
2003-12-18,522.91
2003-12-19,521.357
2003-12-22,520.907
2003-12-23,522.415
2003-12-24,525.846
2003-12-25,525.846
2003-12-26,524.837
2003-12-29,527.641
2003-12-30,533.74
2003-12-31,537.215
2004-01-01,537.215
2004-01-02,536.088
2004-01-05,547.431
2004-01-06,551.554
2004-01-07,548.022
2004-01-08,550.428
2004-01-09,552.68
2004-01-12,544.485
2004-01-13,548.86
2004-01-14,550.404
2004-01-15,545.896
2004-01-16,541.616
2004-01-19,540.774
2004-01-20,546.839
2004-01-21,552.423
2004-01-22,559.616
2004-01-23,563.658
2004-01-26,557.484
2004-01-27,562.538
2004-01-28,562.263
2004-01-29,552.29
2004-01-30,549.702
2004-02-02,555.145
2004-02-03,556.154
2004-02-04,558.093
2004-02-05,560.279
2004-02-06,570.571
2004-02-09,573.917
2004-02-10,575.629
2004-02-11,573.472
2004-02-12,575.431
2004-02-13,573.037
2004-02-16,574.95
2004-02-17,578.264
2004-02-18,574.518
2004-02-19,570.916
2004-02-20,564.712
2004-02-23,566.757
2004-02-24,566.013
2004-02-25,560.922
2004-02-26,553.438
2004-02-27,555.055
2004-03-01,558.82
2004-03-02,555.865
2004-03-03,548.831
2004-03-04,557.562
2004-03-05,564.217
2004-03-08,559.281
2004-03-09,560.835
2004-03-10,556.134
2004-03-11,543.835
2004-03-12,540.616
2004-03-15,536.339
2004-03-16,542.221
2004-03-17,540.352
2004-03-18,543.062
2004-03-19,542.579
2004-03-22,531.221
2004-03-23,532.862
2004-03-24,528.378
2004-03-25,534.626
2004-03-26,529.785
2004-03-29,535.062
2004-03-30,535.871
2004-03-31,540.296
2004-04-01,552.403
2004-04-02,546.487
2004-04-05,543.025
2004-04-06,541.824
2004-04-07,550.787
2004-04-08,551.833
2004-04-09,551.833
2004-04-12,551.081
2004-04-13,543.529
2004-04-14,541.843
2004-04-15,543.781
2004-04-16,549.219
2004-04-19,551.629
2004-04-20,547.237
2004-04-21,543.222
2004-04-22,541.147
2004-04-23,541.803
2004-04-26,549.753
2004-04-27,553.34
2004-04-28,545.707
2004-04-29,550.981
2004-04-30,550.0
2004-05-03,552.835
2004-05-04,560.94
2004-05-05,569.41
2004-05-06,561.607
2004-05-07,554.602
2004-05-10,536.483
2004-05-11,541.804
2004-05-12,539.614
2004-05-13,543.322
2004-05-14,541.193
2004-05-17,541.508
2004-05-18,543.241
2004-05-19,552.628
2004-05-20,547.266
2004-05-21,544.968
2004-05-24,545.339
2004-05-25,549.251
2004-05-26,550.176
2004-05-27,563.254
2004-05-28,553.054
2004-05-31,553.054
2004-06-01,550.552
2004-06-02,558.219
2004-06-03,559.866
2004-06-04,562.819
2004-06-07,571.454
2004-06-08,569.841
2004-06-09,561.749
2004-06-10,561.21
2004-06-11,556.58
2004-06-14,553.27
2004-06-15,556.024
2004-06-16,555.409
2004-06-17,560.16
2004-06-18,564.516
2004-06-21,564.105
2004-06-22,557.428
2004-06-23,555.739
2004-06-24,562.669
2004-06-25,559.192
2004-06-28,563.133
2004-06-29,554.529
2004-06-30,551.514
2004-07-01,552.624
2004-07-02,559.866
2004-07-05,555.578
2004-07-06,552.226
2004-07-07,555.429
2004-07-08,561.211
2004-07-09,556.9
2004-07-12,556.203
2004-07-13,550.277
2004-07-14,555.85
2004-07-15,546.015
2004-07-16,548.168
2004-07-19,543.204
2004-07-20,546.787
2004-07-21,545.414
2004-07-22,541.053
2004-07-23,534.115
2004-07-26,530.882
2004-07-27,531.326
2004-07-28,531.627
2004-07-29,535.976
2004-07-30,533.13
2004-08-02,532.972
2004-08-03,537.966
2004-08-04,531.842
2004-08-05,530.897
2004-08-06,530.029
2004-08-09,524.885
2004-08-10,529.395
2004-08-11,522.754
2004-08-12,524.243
2004-08-13,527.345
2004-08-16,530.562
2004-08-17,531.209
2004-08-18,523.806
2004-08-19,529.66
2004-08-20,525.89
2004-08-23,525.097
2004-08-24,520.868
2004-08-25,519.362
2004-08-26,524.417
2004-08-27,524.76
2004-08-30,523.955
2004-08-31,525.55
2004-09-01,532.192
2004-09-02,530.695
2004-09-03,531.75
2004-09-06,536.32
2004-09-07,537.82
2004-09-08,538.641
2004-09-09,536.531
2004-09-10,542.988
2004-09-13,544.287
2004-09-14,542.103
2004-09-15,535.916
2004-09-16,534.008
2004-09-17,535.517
2004-09-20,534.891
2004-09-21,546.463
2004-09-22,542.245
2004-09-23,538.384
2004-09-24,534.673
2004-09-27,531.987
2004-09-28,536.932
2004-09-29,539.801
2004-09-30,537.846
2004-10-01,543.665
2004-10-04,543.464
2004-10-05,544.744
2004-10-06,544.105
2004-10-07,537.39
2004-10-08,540.791
2004-10-11,537.14
2004-10-12,529.802
2004-10-13,532.591
2004-10-14,532.954
2004-10-15,534.199
2004-10-18,535.957
2004-10-19,541.498
2004-10-20,541.069
2004-10-21,544.015
2004-10-22,543.138
2004-10-25,542.801
2004-10-26,544.647
2004-10-27,549.04
2004-10-28,553.79
2004-10-29,547.467
2004-11-01,553.307
2004-11-02,557.738
2004-11-03,568.935
2004-11-04,574.766
2004-11-05,583.064
2004-11-08,584.078
2004-11-09,579.234
2004-11-10,584.002
2004-11-11,589.099
2004-11-12,593.394
2004-11-15,591.198
2004-11-16,591.148
2004-11-17,598.697
2004-11-18,596.266
2004-11-19,593.591
2004-11-22,587.137
2004-11-23,585.51
2004-11-24,586.499
2004-11-25,595.958
2004-11-26,595.907
2004-11-29,593.36
2004-11-30,586.271
2004-12-01,590.22
2004-12-02,592.121
2004-12-03,596.622
2004-12-06,593.992
2004-12-07,598.109
2004-12-08,589.363
2004-12-09,589.413
2004-12-10,589.198
2004-12-13,597.328
2004-12-14,599.906
2004-12-15,606.595
2004-12-16,599.14
2004-12-17,592.061
2004-12-20,604.637
2004-12-21,599.639
2004-12-22,605.28
2004-12-23,610.826
2004-12-24,611.709
2004-12-27,614.388
2004-12-28,613.98
2004-12-29,614.462
2004-12-30,616.029
2004-12-31,613.998
2005-01-03,616.383
2005-01-04,606.873
2005-01-05,601.111
2005-01-06,598.695
2005-01-07,591.979
2005-01-10,594.89
2005-01-11,594.823
2005-01-12,597.397
2005-01-13,594.294
2005-01-14,593.376
2005-01-17,597.214
2005-01-18,592.427
2005-01-19,595.262
2005-01-20,588.425
2005-01-21,590.031
2005-01-24,594.453
2005-01-25,590.762
2005-01-26,596.469
2005-01-27,595.778
2005-01-28,591.221
2005-01-31,593.943
2005-02-01,593.996
2005-02-02,594.702
2005-02-03,591.352
2005-02-04,593.621
2005-02-07,590.643
2005-02-08,589.256
2005-02-09,589.503
2005-02-10,595.218
2005-02-11,599.758
2005-02-14,603.78
2005-02-15,605.994
2005-02-16,602.702
2005-02-17,607.627
2005-02-18,610.531
2005-02-21,614.084
2005-02-22,622.386
2005-02-23,616.053
2005-02-24,617.586
2005-02-25,621.775
2005-02-28,626.415
2005-03-01,627.123
2005-03-02,626.27
2005-03-03,624.548
2005-03-04,633.321
2005-03-07,628.879
2005-03-08,634.516
2005-03-09,631.565
2005-03-10,633.665
2005-03-11,638.28
2005-03-14,632.147
2005-03-15,634.804
2005-03-16,635.44
2005-03-17,631.184
2005-03-18,621.591
2005-03-21,617.774
2005-03-22,619.102
2005-03-23,610.854
2005-03-24,609.674
2005-03-25,609.674
2005-03-28,606.06
2005-03-29,609.709
2005-03-30,611.591
2005-03-31,612.366
2005-04-01,611.035
2005-04-04,599.033
2005-04-05,605.367
2005-04-06,611.593
2005-04-07,616.664
2005-04-08,614.19
2005-04-11,619.287
2005-04-12,612.349
2005-04-13,615.219
2005-04-14,610.988
2005-04-15,617.923
2005-04-18,615.165
2005-04-19,622.631
2005-04-20,620.816
2005-04-21,621.479
2005-04-22,623.608
2005-04-25,617.672
2005-04-26,619.035
2005-04-27,612.268
2005-04-28,612.122
2005-04-29,615.582
2005-05-02,615.561
2005-05-03,618.709
2005-05-04,629.829
2005-05-05,626.433
2005-05-06,626.301
2005-05-09,622.732
2005-05-10,616.953
2005-05-11,615.026
2005-05-12,613.229
2005-05-13,609.606
2005-05-16,608.51
2005-05-17,610.044
2005-05-18,615.302
2005-05-19,615.944
2005-05-20,610.866
2005-05-23,615.037
2005-05-24,620.073
2005-05-25,622.847
2005-05-26,623.095
2005-05-27,626.038
2005-05-30,623.687
2005-05-31,617.237
2005-06-01,622.697
2005-06-02,625.153
2005-06-03,623.052
2005-06-06,622.056
2005-06-07,627.259
2005-06-08,628.774
2005-06-09,623.121
2005-06-10,617.649
2005-06-13,615.114
2005-06-14,615.327
2005-06-15,617.03
2005-06-16,615.097
2005-06-17,621.713
2005-06-20,614.478
2005-06-21,621.334
2005-06-22,620.711
2005-06-23,615.679
2005-06-24,612.228
2005-06-27,612.226
2005-06-28,608.693
2005-06-29,612.927
2005-06-30,612.247
2005-07-01,607.768
2005-07-04,605.544
2005-07-05,604.707
2005-07-06,607.74
2005-07-07,605.195
2005-07-08,608.049
2005-07-11,618.937
2005-07-12,622.323
2005-07-13,622.049
2005-07-14,627.697
2005-07-15,625.507
2005-07-18,626.456
2005-07-19,622.715
2005-07-20,627.642
2005-07-21,631.714
2005-07-22,630.779
2005-07-25,629.657
2005-07-26,629.74
2005-07-27,634.206
2005-07-28,643.024
2005-07-29,645.255
2005-08-01,650.337
2005-08-02,657.444
2005-08-03,661.509
2005-08-04,659.474
2005-08-05,655.686
2005-08-08,661.072
2005-08-09,660.833
2005-08-10,668.325
2005-08-11,671.648
2005-08-12,668.986
2005-08-15,664.46
2005-08-16,661.548
2005-08-17,661.793
2005-08-18,651.288
2005-08-19,653.238
2005-08-22,655.378
2005-08-23,647.155
2005-08-24,647.898
2005-08-25,647.234
2005-08-26,646.077
2005-08-29,644.077
2005-08-30,638.889
2005-08-31,650.641
2005-09-01,664.829
2005-09-02,667.667
2005-09-05,666.297
2005-09-06,671.912
2005-09-07,677.761
2005-09-08,675.65
2005-09-09,678.286
2005-09-12,672.486
2005-09-13,667.371
2005-09-14,673.785
2005-09-15,669.444
2005-09-16,673.646
2005-09-19,669.541
2005-09-20,672.979
2005-09-21,669.301
2005-09-22,662.315
2005-09-23,661.832
2005-09-26,666.037
2005-09-27,664.387
2005-09-28,669.813
2005-09-29,665.211
2005-09-30,672.848
2005-10-03,676.277
2005-10-04,681.289
2005-10-05,681.844
2005-10-06,684.563
2005-10-07,683.473
2005-10-10,679.753
2005-10-11,679.506
2005-10-12,677.13
2005-10-13,665.599
2005-10-14,673.328
2005-10-17,671.117
2005-10-18,671.325
2005-10-19,663.123
2005-10-20,671.087
2005-10-21,671.627
2005-10-24,675.897
2005-10-25,684.908
2005-10-26,685.742
2005-10-27,684.712
2005-10-28,678.619
2005-10-31,686.918
2005-11-01,693.446
2005-11-02,701.873
2005-11-03,707.709
2005-11-04,695.542
2005-11-07,699.077
2005-11-08,697.435
2005-11-09,694.259
