Date,JAPAN LARGE GROWTH Large Cap
2001-08-31,718.33
2001-09-03,695.155
2001-09-04,719.674
2001-09-05,697.275
2001-09-06,689.875
2001-09-07,686.627
2001-09-10,663.342
2001-09-11,682.568
2001-09-12,634.521
2001-09-13,650.06
2001-09-14,688.011
2001-09-17,666.054
2001-09-18,685.129
2001-09-19,712.832
2001-09-20,715.681
2001-09-21,694.454
2001-09-24,689.311
2001-09-25,702.091
2001-09-26,688.083
2001-09-27,685.081
2001-09-28,696.683
2001-10-01,705.54
2001-10-02,717.024
2001-10-03,698.921
2001-10-04,718.851
2001-10-05,727.619
2001-10-08,730.139
2001-10-09,706.389
2001-10-10,691.582
2001-10-11,718.651
2001-10-12,741.034
2001-10-15,729.73
2001-10-16,730.919
2001-10-17,749.77
2001-10-18,732.208
2001-10-19,735.091
2001-10-22,731.154
2001-10-23,741.711
2001-10-24,744.486
2001-10-25,748.092
2001-10-26,743.03
2001-10-29,738.83
2001-10-30,725.374
2001-10-31,709.754
2001-11-01,717.621
2001-11-02,718.327
2001-11-05,715.255
2001-11-06,732.408
2001-11-07,706.528
2001-11-08,712.333
2001-11-09,706.575
2001-11-12,699.62
2001-11-13,693.771
2001-11-14,699.009
2001-11-15,724.196
2001-11-16,737.515
2001-11-19,739.833
2001-11-20,731.353
2001-11-21,723.833
2001-11-22,725.167
2001-11-23,721.845
2001-11-26,748.369
2001-11-27,745.802
2001-11-28,729.418
2001-11-29,719.386
2001-11-30,727.329
2001-12-03,706.425
2001-12-04,707.033
2001-12-05,726.258
2001-12-06,736.457
2001-12-07,720.442
2001-12-10,698.383
2001-12-11,689.642
2001-12-12,707.67
2001-12-13,684.413
2001-12-14,673.108
2001-12-17,663.45
2001-12-18,665.219
2001-12-19,669.642
2001-12-20,676.23
2001-12-21,659.253
2001-12-24,657.199
2001-12-25,651.251
2001-12-26,641.592
2001-12-27,652.56
2001-12-28,666.121
2001-12-31,666.832
2002-01-01,666.832
2002-01-02,661.482
2002-01-03,663.617
2002-01-04,689.953
2002-01-07,691.812
2002-01-08,668.467
2002-01-09,661.158
2002-01-10,650.147
2002-01-11,643.772
2002-01-14,645.631
2002-01-15,631.756
2002-01-16,631.567
2002-01-17,629.577
2002-01-18,639.422
2002-01-21,633.073
2002-01-22,610.936
2002-01-23,603.041
2002-01-24,605.605
2002-01-25,611.022
2002-01-28,625.352
2002-01-29,610.531
2002-01-30,600.187
2002-01-31,602.603
2002-02-01,587.642
2002-02-04,584.539
2002-02-05,570.13
2002-02-06,567.156
2002-02-07,584.786
2002-02-08,582.51
2002-02-11,587.697
2002-02-12,607.792
2002-02-13,611.225
2002-02-14,619.031
2002-02-15,613.216
2002-02-18,610.755
2002-02-19,596.108
2002-02-20,590.533
2002-02-21,609.399
2002-02-22,613.978
2002-02-25,610.45
2002-02-26,606.713
2002-02-27,618.363
2002-02-28,626.017
2002-03-01,642.391
2002-03-04,685.937
2002-03-05,687.378
2002-03-06,694.21
2002-03-07,738.318
2002-03-08,745.429
2002-03-11,757.828
2002-03-12,726.564
2002-03-13,703.485
2002-03-14,717.752
2002-03-15,725.161
2002-03-18,702.661
2002-03-19,717.575
2002-03-20,707.394
2002-03-21,704.475
2002-03-22,685.136
2002-03-25,679.031
2002-03-26,676.739
2002-03-27,686.592
2002-03-28,694.216
2002-03-29,680.785
2002-04-01,670.65
2002-04-02,686.626
2002-04-03,701.273
2002-04-04,710.241
2002-04-05,702.453
2002-04-08,709.742
2002-04-09,696.234
2002-04-10,695.092
2002-04-11,688.963
2002-04-12,672.252
2002-04-15,683.253
2002-04-16,696.631
2002-04-17,710.315
2002-04-18,718.64
2002-04-19,708.008
2002-04-22,723.255
2002-04-23,720.078
2002-04-24,717.611
2002-04-25,727.396
2002-04-26,721.408
2002-04-29,720.086
2002-04-30,715.877
2002-05-01,723.613
2002-05-02,718.885
2002-05-03,724.461
2002-05-06,722.186
2002-05-07,707.321
2002-05-08,707.298
2002-05-09,717.854
2002-05-10,715.127
2002-05-13,705.253
2002-05-14,696.237
2002-05-15,716.746
2002-05-16,728.539
2002-05-17,747.233
2002-05-20,756.908
2002-05-21,763.594
2002-05-22,773.21
2002-05-23,770.385
2002-05-24,769.798
2002-05-27,760.437
2002-05-28,761.04
2002-05-29,761.076
2002-05-30,766.512
2002-05-31,762.595
2002-06-03,775.386
2002-06-04,760.87
2002-06-05,754.795
2002-06-06,752.97
2002-06-07,742.386
2002-06-10,735.207
2002-06-11,732.536
2002-06-12,727.469
2002-06-13,716.532
2002-06-14,705.614
2002-06-17,686.83
2002-06-18,699.021
2002-06-19,682.328
2002-06-20,693.26
2002-06-21,685.18
2002-06-24,693.723
2002-06-25,692.8
2002-06-26,681.971
2002-06-27,689.099
2002-06-28,716.47
2002-07-01,713.889
2002-07-02,712.075
2002-07-03,721.858
2002-07-04,709.98
2002-07-05,719.649
2002-07-08,724.731
2002-07-09,740.042
2002-07-10,727.273
2002-07-11,719.276
2002-07-12,722.926
2002-07-15,711.293
2002-07-16,698.591
2002-07-17,698.75
2002-07-18,713.828
2002-07-19,700.245
2002-07-22,695.109
2002-07-23,690.645
2002-07-24,677.178
2002-07-25,671.239
2002-07-26,639.229
2002-07-29,639.811
2002-07-30,663.707
2002-07-31,657.249
2002-08-01,654.645
2002-08-02,651.992
2002-08-05,653.54
2002-08-06,633.378
2002-08-07,657.024
2002-08-08,651.228
2002-08-09,666.385
2002-08-12,659.08
2002-08-13,653.702
2002-08-14,663.919
2002-08-15,664.598
2002-08-16,666.862
2002-08-19,648.043
2002-08-20,649.356
2002-08-21,654.563
2002-08-22,659.425
2002-08-23,662.188
2002-08-26,674.962
2002-08-27,666.906
2002-08-28,658.519
2002-08-29,648.373
2002-08-30,646.299
2002-09-02,641.455
2002-09-03,626.052
2002-09-04,607.866
2002-09-05,621.133
2002-09-06,609.551
2002-09-09,620.559
2002-09-10,617.377
2002-09-11,618.492
2002-09-12,623.738
2002-09-13,607.497
2002-09-16,601.753
2002-09-17,616.775
2002-09-18,616.953
2002-09-19,627.872
2002-09-20,603.949
2002-09-23,601.436
2002-09-24,592.852
2002-09-25,588.551
2002-09-26,601.745
2002-09-27,616.648
2002-09-30,612.176
2002-10-01,595.456
2002-10-02,586.106
2002-10-03,580.246
2002-10-04,589.427
2002-10-07,561.801
2002-10-08,563.468
2002-10-09,555.915
2002-10-10,550.001
2002-10-11,556.831
2002-10-14,556.472
2002-10-15,575.379
2002-10-16,581.411
2002-10-17,581.456
2002-10-18,589.312
2002-10-21,582.997
2002-10-22,562.889
2002-10-23,570.902
2002-10-24,563.508
2002-10-25,575.946
2002-10-28,580.447
2002-10-29,582.362
2002-10-30,586.529
2002-10-31,582.266
2002-11-01,586.293
2002-11-04,585.24
2002-11-05,604.456
2002-11-06,601.533
2002-11-07,601.224
2002-11-08,593.083
2002-11-11,577.168
2002-11-12,573.176
2002-11-13,571.43
2002-11-14,563.406
2002-11-15,577.836
2002-11-18,563.458
2002-11-19,560.765
2002-11-20,563.92
2002-11-21,582.041
2002-11-22,590.685
2002-11-25,598.731
2002-11-26,595.593
2002-11-27,596.228
2002-11-28,612.016
2002-11-29,611.197
2002-12-02,598.192
2002-12-03,602.843
2002-12-04,588.083
2002-12-05,580.339
2002-12-06,584.103
2002-12-09,582.365
2002-12-10,578.932
2002-12-11,577.231
2002-12-12,576.683
2002-12-13,576.812
2002-12-16,568.777
2002-12-17,574.951
2002-12-18,562.578
2002-12-19,567.914
2002-12-20,565.059
2002-12-23,566.752
2002-12-24,574.225
2002-12-25,572.252
2002-12-26,582.322
2002-12-27,583.122
2002-12-30,583.939
2002-12-31,583.226
2003-01-01,583.226
2003-01-02,577.749
2003-01-03,577.821
2003-01-06,592.684
2003-01-07,583.794
2003-01-08,573.962
2003-01-09,575.79
2003-01-10,575.723
2003-01-13,578.603
2003-01-14,589.493
2003-01-15,596.752
2003-01-16,596.162
2003-01-17,598.847
2003-01-20,590.527
2003-01-21,596.312
2003-01-22,590.075
2003-01-23,602.934
2003-01-24,593.792
2003-01-27,577.213
2003-01-28,573.346
2003-01-29,566.118
2003-01-30,560.999
2003-01-31,553.066
2003-02-03,557.554
2003-02-04,563.159
2003-02-05,565.057
2003-02-06,559.208
2003-02-07,555.964
2003-02-10,554.179
2003-02-11,552.468
2003-02-12,562.834
2003-02-13,562.616
2003-02-14,565.804
2003-02-17,568.525
2003-02-18,568.958
2003-02-19,570.44
2003-02-20,570.184
2003-02-21,561.925
2003-02-24,567.206
2003-02-25,555.526
2003-02-26,555.226
2003-02-27,553.254
2003-02-28,548.364
2003-03-03,554.298
2003-03-04,555.638
2003-03-05,555.738
2003-03-06,547.229
2003-03-07,536.877
2003-03-10,529.509
2003-03-11,516.195
2003-03-12,525.345
2003-03-13,515.063
2003-03-14,526.226
2003-03-17,523.227
2003-03-18,526.606
2003-03-19,527.847
2003-03-20,536.428
2003-03-21,530.709
2003-03-24,551.797
2003-03-25,537.404
2003-03-26,546.276
2003-03-27,548.814
2003-03-28,541.031
2003-03-31,525.936
2003-04-01,526.404
2003-04-02,529.195
2003-04-03,525.72
2003-04-04,522.963
2003-04-07,534.193
2003-04-08,528.955
2003-04-09,522.245
2003-04-10,518.623
2003-04-11,500.671
2003-04-14,496.635
2003-04-15,504.615
2003-04-16,504.972
2003-04-17,508.391
2003-04-18,509.664
2003-04-21,511.029
2003-04-22,503.205
2003-04-23,500.541
2003-04-24,510.612
2003-04-25,497.312
2003-04-28,489.173
2003-04-29,489.845
2003-04-30,510.462
2003-05-01,513.423
2003-05-02,514.381
2003-05-05,515.595
2003-05-06,534.314
2003-05-07,543.686
2003-05-08,533.211
2003-05-09,535.709
2003-05-12,542.398
2003-05-13,543.14
2003-05-14,546.881
2003-05-15,538.045
2003-05-16,536.598
2003-05-19,530.182
2003-05-20,531.568
2003-05-21,524.627
2003-05-22,528.853
2003-05-23,540.198
2003-05-26,541.609
2003-05-27,533.889
2003-05-28,532.195
2003-05-29,543.951
2003-05-30,540.346
2003-06-02,555.856
2003-06-03,556.892
2003-06-04,557.785
2003-06-05,569.162
2003-06-06,571.799
2003-06-09,579.419
2003-06-10,574.668
2003-06-11,578.348
2003-06-12,580.737
2003-06-13,585.59
2003-06-16,574.597
2003-06-17,587.417
2003-06-18,591.784
2003-06-19,593.285
2003-06-20,594.939
2003-06-23,598.62
2003-06-24,581.613
2003-06-25,579.465
2003-06-26,572.423
2003-06-27,581.937
2003-06-30,578.474
2003-07-01,592.46
2003-07-02,619.558
2003-07-03,632.871
2003-07-04,626.726
2003-07-07,642.166
2003-07-08,651.987
2003-07-09,653.537
2003-07-10,646.254
2003-07-11,624.186
2003-07-14,634.41
2003-07-15,639.38
2003-07-16,633.194
2003-07-17,614.825
2003-07-18,613.786
2003-07-21,616.014
2003-07-22,609.153
2003-07-23,617.189
2003-07-24,618.462
2003-07-25,621.191
2003-07-28,626.724
2003-07-29,628.31
2003-07-30,607.69
2003-07-31,607.044
2003-08-01,610.626
2003-08-04,600.449
2003-08-05,596.054
2003-08-06,590.841
2003-08-07,591.361
2003-08-08,592.864
2003-08-11,605.271
2003-08-12,609.826
2003-08-13,616.938
2003-08-14,627.471
2003-08-15,623.636
2003-08-18,629.496
2003-08-19,641.319
2003-08-20,654.81
2003-08-21,663.403
2003-08-22,662.516
2003-08-25,656.285
2003-08-26,657.273
2003-08-27,654.873
2003-08-28,651.049
2003-08-29,662.084
2003-09-01,682.346
2003-09-02,685.416
2003-09-03,689.184
2003-09-04,678.189
2003-09-05,678.8
2003-09-08,679.434
2003-09-09,696.254
2003-09-10,686.774
2003-09-11,668.78
2003-09-12,679.005
2003-09-15,678.312
2003-09-16,695.619
2003-09-17,703.824
2003-09-18,713.578
2003-09-19,713.386
2003-09-22,699.748
2003-09-23,702.604
2003-09-24,704.942
2003-09-25,691.683
2003-09-26,690.897
2003-09-29,688.279
2003-09-30,688.367
2003-10-01,700.087
2003-10-02,715.331
2003-10-03,721.0
2003-10-06,723.543
2003-10-07,738.536
2003-10-08,719.873
2003-10-09,723.91
2003-10-10,741.22
2003-10-13,738.67
2003-10-14,745.304
2003-10-15,736.309
2003-10-16,746.693
2003-10-17,745.692
2003-10-20,751.864
2003-10-21,749.407
2003-10-22,742.227
2003-10-23,698.725
2003-10-24,705.5
2003-10-27,714.791
2003-10-28,723.43
2003-10-29,735.408
2003-10-30,728.621
2003-10-31,707.873
2003-11-03,699.757
2003-11-04,729.164
2003-11-05,721.671
2003-11-06,697.38
2003-11-07,710.409
2003-11-10,711.29
2003-11-11,689.732
2003-11-12,691.196
2003-11-13,705.038
2003-11-14,692.242
2003-11-17,669.441
2003-11-18,679.655
2003-11-19,653.749
2003-11-20,671.467
2003-11-21,671.545
2003-11-24,668.994
2003-11-25,674.834
2003-11-26,687.695
2003-11-27,686.988
2003-11-28,683.137
2003-12-01,700.942
2003-12-02,704.209
2003-12-03,701.991
2003-12-04,706.471
2003-12-05,702.839
2003-12-08,682.845
2003-12-09,680.911
2003-12-10,659.529
2003-12-11,666.995
2003-12-12,676.908
2003-12-15,699.44
2003-12-16,684.599
2003-12-17,673.939
2003-12-18,669.896
2003-12-19,682.279
2003-12-22,691.756
2003-12-23,692.11
2003-12-24,692.024
2003-12-25,693.087
2003-12-26,699.146
2003-12-29,706.365
2003-12-30,721.054
2003-12-31,719.473
2004-01-01,719.473
2004-01-02,720.481
2004-01-05,734.692
2004-01-06,730.045
2004-01-07,728.875
2004-01-08,735.118
2004-01-09,742.5
2004-01-12,742.082
2004-01-13,736.425
2004-01-14,740.187
2004-01-15,729.615
2004-01-16,737.195
2004-01-19,743.789
2004-01-20,746.216
2004-01-21,747.568
2004-01-22,753.057
2004-01-23,757.894
2004-01-26,748.263
2004-01-27,749.987
2004-01-28,746.632
2004-01-29,739.773
2004-01-30,736.245
2004-02-02,734.175
2004-02-03,727.74
2004-02-04,710.733
2004-02-05,711.79
2004-02-06,714.444
2004-02-09,710.627
2004-02-10,710.489
2004-02-11,710.489
2004-02-12,714.939
2004-02-13,724.675
2004-02-16,725.753
2004-02-17,733.514
2004-02-18,725.834
2004-02-19,726.923
2004-02-20,715.068
2004-02-23,725.783
2004-02-24,709.508
2004-02-25,704.421
2004-02-26,706.27
2004-02-27,725.756
2004-03-01,745.163
2004-03-02,744.158
2004-03-03,744.527
2004-03-04,742.096
2004-03-05,747.635
2004-03-08,741.291
2004-03-09,747.859
2004-03-10,740.994
2004-03-11,735.303
2004-03-12,724.007
2004-03-15,738.177
2004-03-16,745.491
2004-03-17,763.278
2004-03-18,779.07
2004-03-19,770.518
2004-03-22,764.847
2004-03-23,767.134
2004-03-24,777.409
2004-03-25,788.69
2004-03-26,810.377
2004-03-29,813.416
2004-03-30,810.29
2004-03-31,823.098
2004-04-01,821.557
2004-04-02,823.528
2004-04-05,833.475
2004-04-06,837.408
2004-04-07,841.33
2004-04-08,836.685
2004-04-09,820.799
2004-04-12,832.249
2004-04-13,830.556
2004-04-14,819.063
2004-04-15,801.41
2004-04-16,801.954
2004-04-19,792.837
2004-04-20,813.884
2004-04-21,802.929
2004-04-22,799.052
2004-04-23,812.516
2004-04-26,819.597
2004-04-27,804.064
2004-04-28,802.295
2004-04-29,800.58
2004-04-30,780.593
2004-05-03,780.282
2004-05-04,784.153
2004-05-05,792.886
2004-05-06,772.108
2004-05-07,748.782
2004-05-10,695.123
2004-05-11,696.601
2004-05-12,717.857
2004-05-13,690.785
2004-05-14,688.22
2004-05-17,667.028
2004-05-18,680.739
2004-05-19,708.351
2004-05-20,699.283
2004-05-21,723.666
2004-05-24,722.401
2004-05-25,711.804
2004-05-26,724.639
2004-05-27,731.556
2004-05-28,741.286
2004-05-31,735.659
2004-06-01,742.072
2004-06-02,733.639
2004-06-03,714.22
2004-06-04,715.249
2004-06-07,746.612
2004-06-08,751.002
2004-06-09,746.664
2004-06-10,748.11
2004-06-11,741.294
2004-06-14,731.09
2004-06-15,731.549
2004-06-16,741.406
2004-06-17,742.642
2004-06-18,734.617
2004-06-21,746.271
2004-06-22,740.049
2004-06-23,737.885
2004-06-24,761.425
2004-06-25,759.289
2004-06-28,766.141
2004-06-29,760.935
2004-06-30,755.816
2004-07-01,759.94
2004-07-02,747.08
2004-07-05,732.752
2004-07-06,729.983
2004-07-07,729.681
2004-07-08,722.171
2004-07-09,730.478
2004-07-12,738.099
2004-07-13,732.603
2004-07-14,724.393
2004-07-15,723.35
2004-07-16,727.622
2004-07-19,730.412
2004-07-20,718.493
2004-07-21,718.99
2004-07-22,716.133
2004-07-23,702.335
2004-07-26,700.554
2004-07-27,688.52
2004-07-28,694.436
2004-07-29,684.048
2004-07-30,697.879
2004-08-02,699.179
2004-08-03,695.333
2004-08-04,684.821
2004-08-05,683.006
2004-08-06,685.3
2004-08-09,678.704
2004-08-10,679.86
2004-08-11,687.09
2004-08-12,683.06
2004-08-13,671.829
2004-08-16,665.948
2004-08-17,675.386
2004-08-18,683.317
2004-08-19,695.606
2004-08-20,697.41
2004-08-23,700.487
2004-08-24,703.979
2004-08-25,703.731
2004-08-26,706.303
2004-08-27,711.721
2004-08-30,709.895
2004-08-31,706.135
2004-09-01,710.035
2004-09-02,713.336
2004-09-03,697.739
2004-09-06,710.047
2004-09-07,717.002
2004-09-08,716.499
2004-09-09,706.343
2004-09-10,704.468
2004-09-13,710.472
2004-09-14,715.876
2004-09-15,702.669
2004-09-16,702.664
2004-09-17,696.994
2004-09-20,698.325
2004-09-21,697.12
2004-09-22,690.442
2004-09-23,692.351
2004-09-24,680.296
2004-09-27,676.383
2004-09-28,671.976
2004-09-29,673.507
2004-09-30,687.108
2004-10-01,694.772
2004-10-04,708.552
2004-10-05,707.879
2004-10-06,713.171
2004-10-07,708.578
2004-10-08,716.402
2004-10-11,719.845
2004-10-12,706.683
2004-10-13,704.646
2004-10-14,700.855
2004-10-15,700.242
2004-10-18,696.687
2004-10-19,706.847
2004-10-20,698.113
2004-10-21,697.544
2004-10-22,701.753
2004-10-25,698.549
2004-10-26,699.504
2004-10-27,703.202
2004-10-28,715.84
2004-10-29,711.141
2004-11-01,704.636
2004-11-02,715.984
2004-11-03,716.591
2004-11-04,720.473
2004-11-05,729.489
2004-11-08,724.377
2004-11-09,719.258
2004-11-10,710.912
2004-11-11,706.357
2004-11-12,723.904
2004-11-15,738.434
2004-11-16,736.13
2004-11-17,741.712
2004-11-18,739.943
2004-11-19,750.296
2004-11-22,734.472
2004-11-23,732.202
2004-11-24,735.894
2004-11-25,740.614
2004-11-26,737.172
2004-11-29,748.484
2004-11-30,743.654
2004-12-01,735.124
2004-12-02,745.743
2004-12-03,756.734
2004-12-06,751.04
2004-12-07,740.687
2004-12-08,732.869
2004-12-09,721.021
2004-12-10,713.806
2004-12-13,721.7
2004-12-14,726.848
2004-12-15,738.466
2004-12-16,736.975
2004-12-17,743.057
2004-12-20,745.423
2004-12-21,745.161
2004-12-22,752.826
2004-12-23,756.24
2004-12-24,764.21
2004-12-27,768.336
2004-12-28,773.531
2004-12-29,765.002
2004-12-30,780.763
2004-12-31,785.068
2005-01-03,781.978
2005-01-04,772.472
2005-01-05,768.806
2005-01-06,761.9
2005-01-07,759.278
2005-01-10,762.003
2005-01-11,774.773
2005-01-12,776.974
2005-01-13,771.281
2005-01-14,773.666
2005-01-17,779.251
2005-01-18,772.609
2005-01-19,771.169
2005-01-20,758.513
2005-01-21,754.15
2005-01-24,762.159
2005-01-25,750.435
2005-01-26,763.081
2005-01-27,758.286
2005-01-28,756.415
2005-01-31,759.712
2005-02-01,756.117
2005-02-02,757.945
2005-02-03,749.46
2005-02-04,753.26
2005-02-07,754.957
2005-02-08,747.061
2005-02-09,748.66
2005-02-10,753.35
2005-02-11,752.708
2005-02-14,763.743
2005-02-15,765.885
2005-02-16,759.344
2005-02-17,755.01
2005-02-18,755.767
2005-02-21,758.161
2005-02-22,765.079
2005-02-23,749.674
2005-02-24,749.251
2005-02-25,757.29
2005-02-28,770.525
2005-03-01,769.505
2005-03-02,767.771
2005-03-03,769.818
2005-03-04,775.236
2005-03-07,775.429
2005-03-08,779.334
2005-03-09,786.997
2005-03-10,779.444
2005-03-11,783.344
2005-03-14,772.852
2005-03-15,774.748
2005-03-16,779.462
2005-03-17,771.48
2005-03-18,774.88
2005-03-21,773.626
2005-03-22,772.096
2005-03-23,762.327
2005-03-24,752.953
2005-03-25,757.911
2005-03-28,756.994
2005-03-29,743.16
2005-03-30,741.193
2005-03-31,750.161
2005-04-01,751.377
2005-04-04,742.142
2005-04-05,745.809
2005-04-06,749.085
2005-04-07,751.442
2005-04-08,752.483
2005-04-11,751.467
2005-04-12,741.425
2005-04-13,745.398
2005-04-14,735.528
2005-04-15,727.986
2005-04-18,702.808
2005-04-19,713.966
2005-04-20,718.729
2005-04-21,714.593
2005-04-22,722.822
2005-04-25,725.996
2005-04-26,720.278
2005-04-27,720.583
2005-04-28,718.689
2005-04-29,725.95
2005-05-02,728.001
2005-05-03,727.897
2005-05-04,733.935
2005-05-05,732.811
2005-05-06,744.674
2005-05-09,738.256
2005-05-10,736.09
2005-05-11,732.248
2005-05-12,722.018
2005-05-13,716.638
2005-05-16,711.391
2005-05-17,706.287
2005-05-18,704.734
2005-05-19,718.498
2005-05-20,713.382
2005-05-23,721.602
2005-05-24,722.136
2005-05-25,713.796
2005-05-26,711.94
2005-05-27,718.571
2005-05-30,724.74
2005-05-31,725.285
2005-06-01,725.158
2005-06-02,725.129
2005-06-03,728.386
2005-06-06,732.146
2005-06-07,729.814
2005-06-08,732.463
2005-06-09,718.441
2005-06-10,719.722
2005-06-13,711.945
2005-06-14,714.998
2005-06-15,720.028
2005-06-16,722.503
2005-06-17,729.88
2005-06-20,723.677
2005-06-21,731.083
2005-06-22,731.303
2005-06-23,732.178
2005-06-24,727.476
2005-06-27,719.735
2005-06-28,720.311
2005-06-29,721.706
2005-06-30,719.501
2005-07-01,716.933
2005-07-04,719.571
2005-07-05,717.977
2005-07-06,717.234
2005-07-07,714.798
2005-07-08,712.037
2005-07-11,719.054
2005-07-12,726.175
2005-07-13,716.993
2005-07-14,722.165
2005-07-15,723.125
2005-07-18,726.361
2005-07-19,716.558
2005-07-20,714.084
2005-07-21,732.394
2005-07-22,725.132
2005-07-25,720.023
2005-07-26,714.957
2005-07-27,720.518
2005-07-28,719.968
2005-07-29,724.009
2005-08-01,728.132
2005-08-02,733.615
2005-08-03,738.008
2005-08-04,732.628
2005-08-05,720.346
2005-08-08,723.515
2005-08-09,729.633
2005-08-10,752.479
2005-08-11,767.073
2005-08-12,772.242
2005-08-15,773.101
2005-08-16,776.666
2005-08-17,773.055
2005-08-18,769.762
2005-08-19,768.277
2005-08-22,787.196
2005-08-23,786.193
2005-08-24,786.844
2005-08-25,783.665
2005-08-26,789.761
2005-08-29,773.85
2005-08-30,777.291
2005-08-31,777.835
2005-09-01,788.719
2005-09-02,794.763
2005-09-05,805.129
2005-09-06,798.75
2005-09-07,797.023
2005-09-08,790.357
2005-09-09,808.085
2005-09-12,818.448
2005-09-13,813.034
2005-09-14,815.617
2005-09-15,821.45
2005-09-16,813.574
2005-09-19,814.086
2005-09-20,826.113
2005-09-21,832.262
2005-09-22,824.989
2005-09-23,820.355
2005-09-26,834.898
2005-09-27,825.458
2005-09-28,841.953
2005-09-29,859.013
2005-09-30,853.058
2005-10-03,843.929
2005-10-04,857.085
2005-10-05,855.386
2005-10-06,832.236
2005-10-07,827.879
2005-10-10,824.547
2005-10-11,844.128
2005-10-12,844.077
2005-10-13,842.98
2005-10-14,844.815
2005-10-17,834.339
2005-10-18,825.924
2005-10-19,819.021
2005-10-20,822.93
2005-10-21,823.329
2005-10-24,819.417
2005-10-25,833.932
2005-10-26,830.91
2005-10-27,839.895
2005-10-28,831.916
2005-10-31,841.686
2005-11-01,859.033
2005-11-02,861.693
2005-11-03,859.486
