Date,JAPAN LARGE GROWTH Large Cap
2005-10-31,841.686
2005-11-30,886.644
2005-12-30,978.015
2006-01-31,1035.192
2006-02-28,1021.823
2006-03-31,1045.753
2006-04-28,1070.036
2006-05-31,986.869
2006-06-30,981.277
2006-07-31,978.719
2006-08-31,984.545
2006-09-29,964.329
2006-10-31,975.106
2006-11-30,974.071
2006-12-29,981.066
2007-01-31,984.778
2007-02-28,1009.194
2007-03-30,986.703
2007-04-30,972.823
2007-05-31,1000.0
2007-06-29,997.158
2007-07-31,1008.595
2007-08-31,982.435
2007-09-28,1008.79
2007-10-31,1004.217
2007-11-30,988.944
2007-12-31,953.851
2008-01-31,891.075
2008-02-29,900.647
2008-03-31,858.449
2008-04-30,932.623
2008-05-30,968.787
2008-06-30,899.548
2008-07-31,860.714
2008-08-29,812.85
2008-09-30,707.489
2008-10-31,582.976
2008-11-28,557.766
2008-12-31,604.906
2009-01-30,551.124
2009-02-27,474.573
2009-03-31,482.15
2009-04-30,513.92
2009-05-29,567.621
2009-06-30,575.379
2009-07-31,603.167
2009-08-31,626.751
2009-09-30,629.215
2009-10-30,611.163
2009-11-30,606.448
2009-12-31,623.917
2010-01-29,631.123
2010-02-26,639.388
2010-03-31,672.028
2010-04-30,672.532
2010-05-31,612.553
2010-06-30,597.674
2010-07-30,629.01
2010-08-31,605.286
2010-09-30,647.765
2010-10-29,662.968
2010-11-30,677.954
2010-12-31,724.833
2011-01-31,724.032
2011-02-28,752.874
2011-03-31,691.208
2011-04-29,697.605
2011-05-31,686.038
2011-06-30,687.375
2011-07-29,714.694
2011-08-31,645.806
2011-09-30,624.65
2011-10-31,635.553
2011-11-30,609.168
2011-12-30,604.63
2012-01-31,628.697
2012-02-29,663.889
2012-03-30,677.994
2012-04-30,657.462
2012-05-31,603.078
2012-06-29,630.084
2012-07-31,614.642
2012-08-31,616.831
2012-09-28,627.27
2012-10-31,615.177
2012-11-30,636.426
2012-12-31,664.195
2013-01-31,683.156
2013-02-28,706.404
2013-03-29,747.462
2013-04-30,821.818
2013-05-31,785.41
2013-06-28,802.444
2013-07-31,807.486
2013-08-30,791.853
2013-09-30,857.639
2013-10-31,867.207
2013-11-29,889.125
2013-12-31,902.322
2014-01-31,860.877
2014-02-28,855.53
2014-03-31,846.532
2014-04-30,815.208
2014-05-30,846.792
2014-06-30,885.697
2014-07-31,896.991
2014-08-29,877.956
2014-09-30,883.9
2014-10-31,881.474
2014-11-28,890.468
2014-12-31,875.935
2015-01-30,896.784
2015-02-27,933.726
2015-03-31,957.755
2015-04-30,976.764
2015-05-29,982.514
2015-06-30,971.383
2015-07-31,964.606
2015-08-31,907.984
2015-09-30,842.383
2015-10-30,939.055
2015-11-30,935.773
2015-12-31,936.802
2016-01-29,864.426
2016-02-29,849.793
2016-03-31,887.223
2016-04-29,932.938
2016-05-31,927.587
2016-06-30,925.975
2016-07-29,971.532
2016-08-31,959.881
2016-09-30,987.686
2016-10-31,986.25
2016-11-30,936.491
2016-12-30,935.077
2017-01-31,972.11
2017-02-28,986.182
2017-03-31,994.124
2017-04-28,1008.562
2017-05-31,1066.681
2017-06-30,1069.701
2017-07-31,1094.388
2017-08-31,1096.113
2017-09-29,1110.574
2017-10-31,1175.998
2017-11-30,1215.875
2017-12-29,1213.938
2018-01-31,1278.406
2018-02-28,1271.82
2018-03-30,1247.59
2018-04-30,1236.221
2018-05-31,1248.604
2018-06-29,1214.325
2018-07-31,1216.818
2018-08-31,1239.835
2018-09-28,1271.503
2018-10-31,1136.188
2018-11-30,1158.463
2018-12-31,1069.539
2019-01-31,1126.456
2019-02-28,1154.641
2019-03-29,1164.897
2019-04-30,1197.041
2019-05-31,1156.792
2019-06-28,1199.807
2019-07-31,1214.612
2019-08-30,1205.9
2019-09-30,1241.219
2019-10-31,1297.727
2019-11-29,1303.498
2019-12-31,1332.996
2020-01-31,1335.492
2020-02-28,1211.161
2020-03-31,1169.075
2020-04-30,1238.743
2020-05-29,1328.912
2020-06-30,1355.439
2020-07-31,1372.667
2020-08-31,1448.957
2020-09-30,1489.491
2020-10-30,1470.077
2020-11-30,1698.835
2020-12-31,1755.248
2021-01-29,1709.655
2021-02-26,1688.048
2021-03-31,1664.255
2021-04-30,1641.666
2021-05-31,1656.851
2021-06-30,1653.032
2021-07-30,1637.206
2021-08-31,1717.599
2021-09-30,1756.153
2021-10-29,1716.184
2021-11-30,1706.223
2021-12-31,1749.246
2022-01-31,1545.725
2022-02-28,1504.116
2022-03-31,1504.004
2022-04-29,1331.447
2022-05-31,1362.069
2022-06-30,1220.22
2022-07-29,1324.311
2022-08-31,1273.818
2022-09-30,1132.545
2022-10-31,1177.69
2022-11-30,1289.44
2022-12-30,1265.713
2023-01-31,1365.905
2023-02-28,1295.898
2023-03-31,1381.857
2023-04-28,1378.989
2023-05-31,1419.399
2023-06-30,1457.557
2023-07-31,1474.232
2023-08-31,1401.489
2023-09-29,1313.037
2023-10-31,1265.449
2023-11-30,1403.765
2023-12-29,1484.142
2024-01-31,1537.756
2024-02-29,1598.126
2024-03-29,1624.133
2024-04-30,1521.021
2024-05-31,1548.285
2024-06-28,1557.72
2024-07-31,1624.688
2024-08-30,1651.886
2024-09-30,1639.03
2024-10-31,1589.872
2024-11-29,1591.022
2024-12-31,1570.902
2025-01-31,1585.869
2025-02-28,1511.524
2025-03-31,1489.164
2025-04-30,1583.956
2025-05-30,1674.893
2025-06-30,1746.614
2025-07-31,1691.222
2025-08-29,1754.192
2025-09-30,1800.61
2025-10-31,1956.254
2025-11-28,1881.921
