Date,AUSTRALIA IMI VALUE IMI (Large+Mid+Small Cap)
2003-01-21,313.629
2003-01-22,309.746
2003-01-23,312.145
2003-01-24,313.181
2003-01-27,312.043
2003-01-28,305.422
2003-01-29,305.333
2003-01-30,304.843
2003-01-31,303.855
2003-02-03,302.018
2003-02-04,305.006
2003-02-05,301.899
2003-02-06,297.772
2003-02-07,300.211
2003-02-10,299.868
2003-02-11,297.28
2003-02-12,297.924
2003-02-13,295.847
2003-02-14,292.576
2003-02-17,295.16
2003-02-18,295.877
2003-02-19,297.364
2003-02-20,295.124
2003-02-21,298.728
2003-02-24,305.569
2003-02-25,299.991
2003-02-26,303.448
2003-02-27,299.705
2003-02-28,300.823
2003-03-03,306.085
2003-03-04,306.911
2003-03-05,305.398
2003-03-06,305.497
2003-03-07,302.272
2003-03-10,302.207
2003-03-11,295.629
2003-03-12,289.154
2003-03-13,286.544
2003-03-14,291.963
2003-03-17,290.392
2003-03-18,298.605
2003-03-19,300.449
2003-03-20,302.084
2003-03-21,300.488
2003-03-24,302.937
2003-03-25,305.2
2003-03-26,309.091
2003-03-27,312.605
2003-03-28,312.151
2003-03-31,313.724
2003-04-01,314.121
2003-04-02,310.751
2003-04-03,311.919
2003-04-04,315.659
2003-04-07,318.365
2003-04-08,319.379
2003-04-09,317.271
2003-04-10,322.84
2003-04-11,321.623
2003-04-14,318.859
2003-04-15,322.83
2003-04-16,327.292
2003-04-17,327.384
2003-04-18,327.384
2003-04-21,326.613
2003-04-22,333.608
2003-04-23,335.612
2003-04-24,337.211
2003-04-25,335.794
2003-04-28,334.181
2003-04-29,337.266
2003-04-30,339.249
2003-05-01,342.522
2003-05-02,338.352
2003-05-05,338.219
2003-05-06,339.537
2003-05-07,339.912
2003-05-08,340.899
2003-05-09,341.404
2003-05-12,344.962
2003-05-13,344.563
2003-05-14,344.749
2003-05-15,342.396
2003-05-16,345.226
2003-05-19,348.194
2003-05-20,347.024
2003-05-21,349.027
2003-05-22,352.233
2003-05-23,355.7
2003-05-26,357.871
2003-05-27,356.073
2003-05-28,352.504
2003-05-29,352.439
2003-05-30,354.632
2003-06-02,360.786
2003-06-03,360.59
2003-06-04,365.797
2003-06-05,367.399
2003-06-06,364.767
2003-06-09,363.41
2003-06-10,363.876
2003-06-11,369.405
2003-06-12,371.682
2003-06-13,373.504
2003-06-16,375.462
2003-06-17,379.81
2003-06-18,380.579
2003-06-19,380.038
2003-06-20,379.22
2003-06-23,377.253
2003-06-24,376.154
2003-06-25,379.615
2003-06-26,372.777
2003-06-27,373.916
2003-06-30,373.849
2003-07-01,379.94
2003-07-02,381.2
2003-07-03,385.519
2003-07-04,381.527
2003-07-07,380.563
2003-07-08,368.661
2003-07-09,361.682
2003-07-10,362.829
2003-07-11,365.295
2003-07-14,369.594
2003-07-15,366.031
2003-07-16,369.41
2003-07-17,365.778
2003-07-18,360.627
2003-07-21,364.974
2003-07-22,362.973
2003-07-23,367.97
2003-07-24,372.455
2003-07-25,371.576
2003-07-28,373.652
2003-07-29,373.365
2003-07-30,365.43
2003-07-31,365.433
2003-08-01,368.783
2003-08-04,365.942
2003-08-05,364.172
2003-08-06,365.425
2003-08-07,366.62
2003-08-08,369.243
2003-08-11,371.368
2003-08-12,371.287
2003-08-13,372.657
2003-08-14,371.506
2003-08-15,372.319
2003-08-18,371.996
2003-08-19,369.972
2003-08-20,374.333
2003-08-21,371.636
2003-08-22,369.213
2003-08-25,369.712
2003-08-26,364.585
2003-08-27,362.913
2003-08-28,363.201
2003-08-29,365.912
2003-09-01,364.048
2003-09-02,363.086
2003-09-03,360.933
2003-09-04,362.349
2003-09-05,365.266
2003-09-08,369.805
2003-09-09,375.465
2003-09-10,375.238
2003-09-11,374.883
2003-09-12,377.387
2003-09-15,378.578
2003-09-16,376.276
2003-09-17,378.342
2003-09-18,381.304
2003-09-19,382.299
2003-09-22,385.792
2003-09-23,383.657
2003-09-24,385.119
2003-09-25,384.808
2003-09-26,382.494
2003-09-29,380.946
2003-09-30,383.322
2003-10-01,387.2
2003-10-02,392.221
2003-10-03,391.751
2003-10-06,390.708
2003-10-07,396.021
2003-10-08,399.617
2003-10-09,401.43
2003-10-10,401.554
2003-10-13,401.787
2003-10-14,399.568
2003-10-15,401.272
2003-10-16,402.279
2003-10-17,403.34
2003-10-20,403.469
2003-10-21,408.359
2003-10-22,411.256
2003-10-23,406.211
2003-10-24,406.245
2003-10-27,407.443
2003-10-28,406.033
2003-10-29,408.116
2003-10-30,410.008
2003-10-31,409.694
2003-11-03,404.934
2003-11-04,403.434
2003-11-05,406.018
2003-11-06,403.051
2003-11-07,403.777
2003-11-10,404.733
2003-11-11,402.044
2003-11-12,403.734
2003-11-13,407.071
2003-11-14,405.717
2003-11-17,401.372
2003-11-18,406.084
2003-11-19,409.743
2003-11-20,411.403
2003-11-21,410.673
2003-11-24,408.515
2003-11-25,409.827
2003-11-26,412.766
2003-11-27,410.428
2003-11-28,409.634
2003-12-01,409.391
2003-12-02,413.058
2003-12-03,419.772
2003-12-04,422.471
2003-12-05,423.672
2003-12-08,426.6
2003-12-09,425.055
2003-12-10,424.795
2003-12-11,419.46
2003-12-12,425.743
2003-12-15,428.338
2003-12-16,427.231
2003-12-17,427.752
2003-12-18,423.827
2003-12-19,423.883
2003-12-22,425.103
2003-12-23,427.482
2003-12-24,433.313
2003-12-25,433.313
2003-12-26,432.438
2003-12-29,434.85
2003-12-30,439.001
2003-12-31,442.738
2004-01-01,442.738
2004-01-02,444.442
2004-01-05,447.108
2004-01-06,451.97
2004-01-07,452.488
2004-01-08,457.066
2004-01-09,461.108
2004-01-12,462.384
2004-01-13,463.232
2004-01-14,463.631
2004-01-15,459.456
2004-01-16,455.058
2004-01-19,446.969
2004-01-20,453.723
2004-01-21,457.889
2004-01-22,463.711
2004-01-23,464.057
2004-01-26,462.623
2004-01-27,460.927
2004-01-28,458.128
2004-01-29,448.006
2004-01-30,448.805
2004-02-02,447.279
2004-02-03,451.704
2004-02-04,448.934
2004-02-05,449.978
2004-02-06,453.321
2004-02-09,459.697
2004-02-10,460.012
2004-02-11,462.991
2004-02-12,472.639
2004-02-13,474.408
2004-02-16,474.584
2004-02-17,478.309
2004-02-18,479.498
2004-02-19,476.204
2004-02-20,467.843
2004-02-23,465.199
2004-02-24,468.021
2004-02-25,467.715
2004-02-26,465.25
2004-02-27,468.597
2004-03-01,472.379
2004-03-02,470.608
2004-03-03,456.303
2004-03-04,461.828
2004-03-05,471.463
2004-03-08,471.619
2004-03-09,477.698
2004-03-10,467.765
2004-03-11,461.346
2004-03-12,456.899
2004-03-15,458.214
2004-03-16,468.095
2004-03-17,467.815
2004-03-18,473.485
2004-03-19,473.171
2004-03-22,472.7
2004-03-23,471.577
2004-03-24,469.205
2004-03-25,467.433
2004-03-26,472.785
2004-03-29,471.458
2004-03-30,476.822
2004-03-31,481.088
2004-04-01,487.891
2004-04-02,481.302
2004-04-05,476.135
2004-04-06,481.949
2004-04-07,483.131
2004-04-08,480.137
2004-04-09,480.137
2004-04-12,482.593
2004-04-13,473.078
2004-04-14,458.87
2004-04-15,462.086
2004-04-16,462.609
2004-04-19,464.645
2004-04-20,462.045
2004-04-21,457.257
2004-04-22,453.923
2004-04-23,458.087
2004-04-26,458.761
2004-04-27,457.297
2004-04-28,452.066
2004-04-29,446.082
2004-04-30,446.291
2004-05-03,443.684
2004-05-04,449.814
2004-05-05,451.997
2004-05-06,448.377
2004-05-07,433.491
2004-05-10,422.161
2004-05-11,423.771
2004-05-12,428.409
2004-05-13,422.431
2004-05-14,419.473
2004-05-17,419.887
2004-05-18,420.581
2004-05-19,431.735
2004-05-20,426.178
2004-05-21,435.11
2004-05-24,434.218
2004-05-25,438.303
2004-05-26,441.758
2004-05-27,452.27
2004-05-28,450.817
2004-05-31,451.257
2004-06-01,448.434
2004-06-02,444.16
2004-06-03,438.285
2004-06-04,440.197
2004-06-07,450.191
2004-06-08,447.745
2004-06-09,439.202
2004-06-10,443.374
2004-06-11,441.448
2004-06-14,441.225
2004-06-15,438.165
2004-06-16,439.654
2004-06-17,439.04
2004-06-18,445.103
2004-06-21,448.817
2004-06-22,446.417
2004-06-23,447.828
2004-06-24,456.115
2004-06-25,453.208
2004-06-28,452.911
2004-06-29,447.639
2004-06-30,452.135
2004-07-01,456.657
2004-07-02,462.763
2004-07-05,464.554
2004-07-06,468.287
2004-07-07,475.154
2004-07-08,475.771
2004-07-09,475.073
2004-07-12,478.652
2004-07-13,477.063
2004-07-14,470.744
2004-07-15,468.506
2004-07-16,473.312
2004-07-19,473.789
2004-07-20,467.15
2004-07-21,459.789
2004-07-22,458.536
2004-07-23,452.003
2004-07-26,452.905
2004-07-27,449.222
2004-07-28,446.309
2004-07-29,446.492
2004-07-30,451.451
2004-08-02,455.559
2004-08-03,457.647
2004-08-04,455.852
2004-08-05,454.344
2004-08-06,461.836
2004-08-09,460.969
2004-08-10,460.214
2004-08-11,458.618
2004-08-12,457.565
2004-08-13,457.495
2004-08-16,457.89
2004-08-17,455.079
2004-08-18,454.898
2004-08-19,463.74
2004-08-20,465.515
2004-08-23,464.462
2004-08-24,456.527
2004-08-25,456.231
2004-08-26,454.858
2004-08-27,459.744
2004-08-30,457.27
2004-08-31,461.952
2004-09-01,464.792
2004-09-02,460.605
2004-09-03,455.778
2004-09-06,456.706
2004-09-07,458.673
2004-09-08,458.911
2004-09-09,454.321
2004-09-10,462.167
2004-09-13,461.956
2004-09-14,468.417
2004-09-15,460.981
2004-09-16,463.428
2004-09-17,461.677
2004-09-20,463.754
2004-09-21,464.657
2004-09-22,470.142
2004-09-23,477.06
2004-09-24,474.657
2004-09-27,475.013
2004-09-28,478.538
2004-09-29,478.468
2004-09-30,487.114
2004-10-01,487.653
2004-10-04,486.51
2004-10-05,490.851
2004-10-06,491.334
2004-10-07,492.014
2004-10-08,496.757
2004-10-11,497.995
2004-10-12,498.344
2004-10-13,495.553
2004-10-14,500.191
2004-10-15,502.402
2004-10-18,497.727
2004-10-19,500.987
2004-10-20,505.175
2004-10-21,506.668
2004-10-22,506.849
2004-10-25,509.201
2004-10-26,509.954
2004-10-27,516.546
2004-10-28,520.855
2004-10-29,525.259
2004-11-01,527.903
2004-11-02,525.28
2004-11-03,536.689
2004-11-04,536.974
2004-11-05,540.141
2004-11-08,538.207
2004-11-09,537.818
2004-11-10,539.27
2004-11-11,543.39
2004-11-12,547.278
2004-11-15,552.148
2004-11-16,553.357
2004-11-17,559.618
2004-11-18,556.261
2004-11-19,559.107
2004-11-22,555.748
2004-11-23,560.351
2004-11-24,564.258
2004-11-25,569.578
2004-11-26,566.007
2004-11-29,564.778
2004-11-30,559.123
2004-12-01,555.126
2004-12-02,560.473
2004-12-03,561.254
2004-12-06,563.106
2004-12-07,558.65
2004-12-08,541.314
2004-12-09,538.692
2004-12-10,538.512
2004-12-13,543.764
2004-12-14,546.217
2004-12-15,554.347
2004-12-16,551.538
2004-12-17,554.178
2004-12-20,559.505
2004-12-21,561.317
2004-12-22,564.393
2004-12-23,565.587
2004-12-24,572.115
2004-12-27,576.01
2004-12-28,576.307
2004-12-29,574.139
2004-12-30,578.234
2004-12-31,583.413
2005-01-03,578.166
2005-01-04,573.68
2005-01-05,569.58
2005-01-06,563.851
2005-01-07,566.733
2005-01-10,570.039
2005-01-11,572.487
2005-01-12,576.233
2005-01-13,572.462
2005-01-14,565.619
2005-01-17,565.888
2005-01-18,562.305
2005-01-19,564.04
2005-01-20,563.738
2005-01-21,569.745
2005-01-24,569.521
2005-01-25,567.575
2005-01-26,574.849
2005-01-27,582.776
2005-01-28,581.63
2005-01-31,584.586
2005-02-01,583.826
2005-02-02,589.516
2005-02-03,585.539
2005-02-04,590.292
2005-02-07,593.557
2005-02-08,585.897
2005-02-09,590.493
2005-02-10,608.803
2005-02-11,606.471
2005-02-14,605.062
2005-02-15,600.815
2005-02-16,597.449
2005-02-17,600.175
2005-02-18,599.467
2005-02-21,602.91
2005-02-22,606.476
2005-02-23,592.592
2005-02-24,586.815
2005-02-25,590.905
2005-02-28,601.442
2005-03-01,597.638
2005-03-02,596.672
2005-03-03,598.459
2005-03-04,607.651
2005-03-07,608.908
2005-03-08,615.936
2005-03-09,609.089
2005-03-10,603.668
2005-03-11,604.197
2005-03-14,603.126
2005-03-15,605.489
2005-03-16,612.871
2005-03-17,610.377
2005-03-18,607.632
2005-03-21,604.482
2005-03-22,603.644
2005-03-23,583.595
2005-03-24,579.292
2005-03-25,579.292
2005-03-28,577.228
2005-03-29,573.149
2005-03-30,577.697
2005-03-31,578.767
2005-04-01,581.325
2005-04-04,574.235
2005-04-05,575.379
2005-04-06,573.298
2005-04-07,578.006
2005-04-08,582.764
2005-04-11,583.536
2005-04-12,584.723
2005-04-13,586.923
2005-04-14,577.967
2005-04-15,570.9
2005-04-18,560.633
2005-04-19,569.865
2005-04-20,573.277
2005-04-21,575.34
2005-04-22,582.066
2005-04-25,579.054
2005-04-26,578.945
2005-04-27,579.884
2005-04-28,584.774
2005-04-29,581.719
2005-05-02,582.606
2005-05-03,575.769
2005-05-04,572.56
2005-05-05,575.888
2005-05-06,577.862
2005-05-09,574.358
2005-05-10,577.047
2005-05-11,579.341
2005-05-12,578.91
2005-05-13,574.053
2005-05-16,564.542
2005-05-17,562.275
2005-05-18,567.05
2005-05-19,573.4
2005-05-20,572.61
2005-05-23,582.388
2005-05-24,584.691
2005-05-25,582.989
2005-05-26,582.906
2005-05-27,584.596
2005-05-30,586.29
2005-05-31,578.604
2005-06-01,581.317
2005-06-02,588.181
2005-06-03,590.664
2005-06-06,596.791
2005-06-07,602.132
2005-06-08,606.467
2005-06-09,602.13
2005-06-10,597.973
2005-06-13,597.385
2005-06-14,600.678
2005-06-15,604.193
2005-06-16,608.544
2005-06-17,618.385
2005-06-20,614.833
2005-06-21,615.489
2005-06-22,614.715
2005-06-23,609.522
2005-06-24,602.632
2005-06-27,600.767
2005-06-28,602.971
2005-06-29,597.781
2005-06-30,600.756
2005-07-01,592.293
2005-07-04,593.188
2005-07-05,586.791
2005-07-06,584.393
2005-07-07,576.653
2005-07-08,577.344
2005-07-11,583.977
2005-07-12,592.456
2005-07-13,588.269
2005-07-14,595.85
2005-07-15,593.071
2005-07-18,595.622
2005-07-19,591.492
2005-07-20,595.284
2005-07-21,607.858
2005-07-22,615.256
2005-07-25,611.904
2005-07-26,608.488
2005-07-27,607.829
2005-07-28,605.805
2005-07-29,610.709
2005-08-01,609.893
2005-08-02,613.838
2005-08-03,616.574
2005-08-04,618.358
2005-08-05,615.246
2005-08-08,616.817
2005-08-09,612.591
2005-08-10,616.88
2005-08-11,627.682
2005-08-12,626.581
2005-08-15,621.521
2005-08-16,626.822
2005-08-17,623.516
2005-08-18,613.63
2005-08-19,610.302
2005-08-22,616.649
2005-08-23,613.086
2005-08-24,609.846
2005-08-25,612.522
2005-08-26,614.997
2005-08-29,604.053
2005-08-30,604.357
2005-08-31,610.019
2005-09-01,623.664
2005-09-02,623.053
2005-09-05,627.247
2005-09-06,628.931
2005-09-07,632.948
2005-09-08,637.028
2005-09-09,638.301
2005-09-12,636.686
2005-09-13,635.98
2005-09-14,643.011
2005-09-15,638.195
2005-09-16,643.476
2005-09-19,641.364
2005-09-20,647.939
2005-09-21,648.889
2005-09-22,641.202
2005-09-23,635.549
2005-09-26,641.682
2005-09-27,640.862
2005-09-28,642.982
2005-09-29,649.845
2005-09-30,648.951
2005-10-03,648.56
2005-10-04,651.913
2005-10-05,634.71
2005-10-06,625.369
2005-10-07,622.681
2005-10-10,625.114
2005-10-11,616.446
2005-10-12,624.315
2005-10-13,615.915
2005-10-14,618.752
2005-10-17,621.809
2005-10-18,618.491
2005-10-19,612.129
2005-10-20,618.104
2005-10-21,613.46
2005-10-24,613.574
2005-10-25,619.617
2005-10-26,625.639
2005-10-27,626.213
2005-10-28,615.447
2005-10-31,620.947
2005-11-01,620.53
2005-11-02,615.456
2005-11-03,622.208
2005-11-04,614.626
2005-11-07,615.569
