Date,JAPAN Standard (Large+Mid Cap)
1986-01-31,1606.352
1986-02-28,1800.069
1986-03-31,2186.501
1986-04-30,2269.928
1986-05-30,2255.176
1986-06-30,2484.477
1986-07-31,2813.223
1986-08-29,3069.266
1986-09-30,3146.094
1986-10-31,2726.661
1986-11-28,2907.689
1986-12-31,3121.538
1987-01-30,3623.895
1987-02-27,3689.151
1987-03-31,4093.601
1987-04-30,4737.945
1987-05-29,4729.6
1987-06-30,4379.592
1987-07-31,4226.543
1987-08-31,4753.6
1987-09-30,4585.846
1987-10-30,4242.07
1987-11-30,4411.9
1987-12-31,4469.464
1988-01-29,4710.546
1988-02-29,5066.684
1988-03-31,5448.91
1988-04-29,5506.028
1988-05-31,5257.741
1988-06-30,5059.95
1988-07-29,5292.35
1988-08-31,4892.964
1988-09-30,5104.077
1988-10-31,5530.444
1988-11-30,6022.383
1988-12-30,6057.401
1989-01-31,6075.769
1989-02-28,6193.71
1989-03-31,5977.849
1989-04-28,5968.599
1989-05-31,5630.981
1989-06-30,5379.166
1989-07-31,6093.169
1989-08-31,5673.165
1989-09-29,6035.171
1989-10-31,5877.429
1989-11-30,6177.716
1989-12-29,6166.871
1990-01-31,5796.374
1990-02-28,5197.539
1990-03-30,4190.13
1990-04-30,4243.434
1990-05-31,4851.235
1990-06-29,4625.24
1990-07-31,4563.313
1990-08-31,4119.783
1990-09-28,3446.086
1990-10-31,4282.112
1990-11-30,3768.102
1990-12-31,3945.738
1991-01-31,4058.456
1991-02-28,4570.801
1991-03-29,4287.105
1991-04-30,4394.381
1991-05-31,4374.716
1991-06-28,4060.408
1991-07-31,4186.462
1991-08-30,3955.752
1991-09-30,4301.771
1991-10-31,4488.179
1991-11-29,4171.758
1991-12-31,4304.271
1992-01-31,4105.421
1992-02-28,3763.185
1992-03-31,3355.775
1992-04-30,3149.724
1992-05-29,3402.254
1992-06-30,3091.753
1992-07-31,3056.936
1992-08-31,3599.098
1992-09-30,3513.425
1992-10-30,3350.856
1992-11-30,3438.004
1992-12-31,3387.764
1993-01-29,3377.296
1993-02-26,3524.124
1993-03-31,4020.52
1993-04-30,4735.78
1993-05-31,4866.881
1993-06-30,4800.049
1993-07-30,5104.726
1993-08-31,5216.737
1993-09-30,4969.422
1993-10-29,4947.448
1993-11-30,4126.956
1993-12-31,4258.443
1994-01-31,4946.597
1994-02-28,5173.413
1994-03-31,4952.747
1994-04-29,5164.502
1994-05-31,5278.174
1994-06-30,5539.133
1994-07-29,5340.836
1994-08-31,5377.84
1994-09-30,5245.729
1994-10-31,5390.227
1994-11-30,5119.628
1994-12-30,5179.029
1995-01-31,4877.629
1995-02-28,4642.724
1995-03-31,5070.678
1995-04-28,5318.893
1995-05-31,4989.771
1995-06-30,4752.091
1995-07-31,5131.043
1995-08-31,4925.43
1995-09-29,4967.865
1995-10-31,4690.642
1995-11-30,4968.914
1995-12-29,5223.576
1996-01-31,5155.538
1996-02-29,5064.366
1996-03-29,5243.706
1996-04-30,5542.462
1996-05-31,5257.828
1996-06-28,5286.238
1996-07-31,5050.132
1996-08-30,4825.021
1996-09-30,4992.783
1996-10-31,4658.381
1996-11-29,4747.817
1996-12-31,4420.198
1997-01-31,3939.634
1997-02-28,4032.208
1997-03-31,3899.904
1997-04-30,4041.873
1997-05-30,4488.853
1997-06-30,4824.911
1997-07-31,4678.481
1997-08-29,4273.281
1997-09-30,4209.23
1997-10-31,3817.695
1997-11-28,3583.906
1997-12-31,3379.349
1998-01-30,3681.389
1998-02-27,3701.101
1998-03-31,3449.814
1998-04-30,3436.352
1998-05-29,3247.981
1998-06-30,3294.09
1998-07-31,3251.192
1998-08-31,2880.931
1998-09-30,2802.783
1998-10-30,3273.388
1998-11-30,3423.598
1998-12-31,3556.672
1999-01-29,3583.038
1999-02-26,3504.969
1999-03-31,3991.689
1999-04-30,4158.875
1999-05-31,3925.02
1999-06-30,4297.07
1999-07-30,4726.64
1999-08-31,4694.197
1999-09-30,4979.592
1999-10-29,5193.63
1999-11-30,5416.895
1999-12-31,5753.649
2000-01-31,5505.0
2000-02-29,5362.813
2000-03-31,5805.619
2000-04-28,5369.602
2000-05-31,5096.839
2000-06-30,5447.801
2000-07-31,4820.966
2000-08-31,5133.643
2000-09-29,4879.118
2000-10-31,4596.729
2000-11-30,4406.296
2000-12-29,4138.857
2001-01-31,4089.682
2001-02-28,3905.828
2001-03-30,3792.919
2001-04-30,4050.79
2001-05-31,4041.107
2001-06-29,3800.541
2001-07-31,3517.391
2001-08-31,3429.435
2001-09-28,3111.391
2001-10-31,3104.92
2001-11-30,3138.577
2001-12-31,2926.88
2002-01-31,2697.803
2002-02-28,2809.885
2002-03-29,2973.761
2002-04-30,3146.886
2002-05-31,3343.084
2002-06-28,3168.994
2002-07-31,2948.876
2002-08-30,2917.643
2002-09-30,2789.275
2002-10-31,2595.206
2002-11-29,2700.473
2002-12-31,2630.935
2003-01-31,2524.337
2003-02-28,2539.222
2003-03-31,2427.136
2003-04-30,2408.211
2003-05-30,2525.231
2003-06-30,2711.492
2003-07-31,2821.545
2003-08-29,3118.913
2003-09-30,3305.05
2003-10-31,3456.341
2003-11-28,3349.682
2003-12-31,3582.084
2004-01-30,3646.898
2004-02-27,3636.244
2004-03-31,4125.806
2004-04-30,3902.178
2004-05-31,3765.293
2004-06-30,3968.164
2004-07-30,3732.937
2004-08-31,3760.016
2004-09-30,3672.595
2004-10-29,3768.752
2004-11-30,3950.69
2004-12-31,4153.438
2005-01-31,4056.992
2005-02-28,4140.648
2005-03-31,4056.676
2005-04-29,3952.315
2005-05-31,3916.357
2005-06-30,3912.564
2005-07-29,3951.547
2005-08-31,4226.518
2005-09-30,4664.7
2005-10-31,4608.809
2005-11-30,4805.567
2005-12-30,5217.826
2006-01-31,5480.924
2006-02-28,5434.523
2006-03-31,5573.614
2006-04-28,5735.855
2006-05-31,5379.218
2006-06-30,5319.717
2006-07-31,5290.287
2006-08-31,5369.727
2006-09-29,5283.342
2006-10-31,5375.324
2006-11-30,5413.51
2006-12-29,5548.216
2007-01-31,5595.169
2007-02-28,5820.319
2007-03-30,5745.628
2007-04-30,5633.945
2007-05-31,5725.976
2007-06-29,5708.811
2007-07-31,5699.711
2007-08-31,5532.341
2007-09-28,5662.056
2007-10-31,5640.555
2007-11-30,5537.238
2007-12-31,5318.292
2008-01-31,5075.247
2008-02-29,5110.311
2008-03-31,4906.177
2008-04-30,5262.705
2008-05-30,5395.226
2008-06-30,5027.661
2008-07-31,4856.324
2008-08-29,4663.194
2008-09-30,4142.88
2008-10-31,3530.486
2008-11-28,3486.457
2008-12-31,3770.061
2009-01-30,3513.825
2009-02-27,3078.835
2009-03-31,3145.507
2009-04-30,3448.278
2009-05-29,3803.645
2009-06-30,3870.641
2009-07-31,4036.273
2009-08-31,4195.174
2009-09-30,4124.86
2009-10-30,4021.404
2009-11-30,3980.137
2009-12-31,4011.056
2010-01-29,4087.202
2010-02-26,4133.048
2010-03-31,4341.961
2010-04-30,4335.305
2010-05-31,3984.734
2010-06-30,3904.897
2010-07-30,4044.011
2010-08-31,3951.722
2010-09-30,4134.97
2010-10-29,4219.316
2010-11-30,4308.06
2010-12-31,4636.532
2011-01-31,4642.432
2011-02-28,4854.246
2011-03-31,4411.504
2011-04-29,4427.617
2011-05-31,4355.607
2011-06-30,4419.567
2011-07-29,4576.233
2011-08-31,4204.379
2011-09-30,4137.917
2011-10-31,4127.734
2011-11-30,3945.686
2011-12-30,3978.698
2012-01-31,4158.578
2012-02-29,4368.571
2012-03-30,4430.212
2012-04-30,4288.745
2012-05-31,3905.998
2012-06-29,4107.103
2012-07-31,4009.035
2012-08-31,3980.037
2012-09-28,4075.554
2012-10-31,3999.211
2012-11-30,4094.192
2012-12-31,4311.472
2013-01-31,4469.781
2013-02-28,4589.065
2013-03-29,4816.015
2013-04-30,5238.533
2013-05-31,4942.007
2013-06-28,5028.74
2013-07-31,5059.075
2013-08-30,4950.326
2013-09-30,5366.374
2013-10-31,5366.412
2013-11-29,5446.443
2013-12-31,5490.527
2014-01-31,5278.733
2014-02-28,5250.681
2014-03-31,5190.163
2014-04-30,5056.248
2014-05-30,5261.521
2014-06-30,5537.404
2014-07-31,5569.507
2014-08-29,5448.806
2014-09-30,5416.102
2014-10-31,5345.581
2014-11-28,5362.192
2014-12-31,5286.209
2015-01-30,5409.709
2015-02-27,5738.252
2015-03-31,5832.981
2015-04-30,6039.846
2015-05-29,6119.129
2015-06-30,6015.089
2015-07-31,6043.473
2015-08-31,5692.458
2015-09-30,5311.505
2015-10-30,5847.609
2015-11-30,5789.541
2015-12-31,5809.488
2016-01-29,5331.668
2016-02-29,5185.765
2016-03-31,5439.106
2016-04-29,5692.034
2016-05-31,5632.769
2016-06-30,5495.32
2016-07-29,5851.638
2016-08-31,5874.322
2016-09-30,5976.507
2016-10-31,6055.342
2016-11-30,5909.31
2016-12-30,5967.906
2017-01-31,6190.0
2017-02-28,6259.571
2017-03-31,6244.964
2017-04-28,6310.514
2017-05-31,6501.026
2017-06-30,6571.267
2017-07-31,6704.272
2017-08-31,6701.167
2017-09-29,6840.849
2017-10-31,7156.356
2017-11-30,7370.641
2017-12-29,7423.497
2018-01-31,7763.784
2018-02-28,7647.305
2018-03-30,7496.345
2018-04-30,7546.384
2018-05-31,7472.966
2018-06-29,7286.203
2018-07-31,7315.389
2018-08-31,7331.991
2018-09-28,7564.143
2018-10-31,6924.835
2018-11-30,6952.557
2018-12-31,6489.834
2019-01-31,6885.786
2019-02-28,6884.003
2019-03-29,6934.226
2019-04-30,7030.478
2019-05-31,6752.487
2019-06-28,7006.853
2019-07-31,7016.703
2019-08-30,6946.023
2019-09-30,7237.605
2019-10-31,7588.889
2019-11-29,7631.641
2019-12-31,7792.581
2020-01-31,7686.649
2020-02-28,6984.221
2020-03-31,6496.734
2020-04-30,6846.789
2020-05-29,7252.315
2020-06-30,7252.997
2020-07-31,7137.835
2020-08-31,7681.439
2020-09-30,7766.677
2020-10-30,7642.717
2020-11-30,8597.871
2020-12-31,8954.357
2021-01-29,8864.805
2021-02-26,8999.644
2021-03-31,9106.885
2021-04-30,8968.245
2021-05-31,9109.031
2021-06-30,9084.274
2021-07-30,8969.379
2021-08-31,9245.332
2021-09-30,9511.214
2021-10-29,9191.414
2021-11-30,8965.292
2021-12-31,9136.838
2022-01-31,8673.421
2022-02-28,8577.047
2022-03-31,8547.917
2022-04-29,7795.352
2022-05-31,7923.86
2022-06-30,7300.272
2022-07-29,7716.427
2022-08-31,7519.747
2022-09-30,6751.457
2022-10-31,6951.606
2022-11-30,7624.783
2022-12-30,7646.991
2023-01-31,8122.298
2023-02-28,7810.938
2023-03-31,8134.945
2023-04-28,8164.772
2023-05-31,8317.25
2023-06-30,8659.434
2023-07-31,8920.976
2023-08-31,8705.282
2023-09-29,8533.911
2023-10-31,8149.659
2023-11-30,8847.415
2023-12-29,9235.479
2024-01-31,9662.072
2024-02-29,9952.337
2024-03-29,10266.421
2024-04-30,9768.023
2024-05-31,9900.239
2024-06-28,9831.362
2024-07-31,10401.495
2024-08-30,10454.602
2024-09-30,10408.959
2024-10-31,10003.489
2024-11-29,10069.635
2024-12-31,10036.889
2025-01-31,10194.005
2025-02-28,10056.144
2025-03-31,10087.422
2025-04-30,10615.204
2025-05-30,11045.714
2025-06-30,11236.701
2025-07-31,11079.413
2025-08-29,11850.105
2025-09-30,12155.611
2025-10-31,12568.293
2025-11-28,12481.905
