Date,JAPAN Standard (Large+Mid Cap)
1981-10-30,634.309
1981-11-30,691.967
1981-12-31,703.059
1982-01-29,691.176
1982-02-26,636.048
1982-03-31,574.854
1982-04-30,625.92
1982-05-31,601.84
1982-06-30,565.462
1982-07-30,544.337
1982-08-31,547.336
1982-09-30,526.32
1982-10-29,528.218
1982-11-30,625.981
1982-12-31,696.985
1983-01-31,668.038
1983-02-28,678.942
1983-03-31,706.059
1983-04-29,720.905
1983-05-31,722.438
1983-06-30,745.282
1983-07-29,751.299
1983-08-31,741.9
1983-09-30,800.32
1983-10-31,796.282
1983-11-30,805.983
1983-12-30,867.963
1984-01-31,908.463
1984-02-29,905.623
1984-03-30,1068.906
1984-04-30,1045.459
1984-05-31,916.821
1984-06-29,920.986
1984-07-31,855.832
1984-08-31,929.088
1984-09-28,924.99
1984-10-31,970.483
1984-11-30,976.937
1984-12-31,1014.213
1985-01-31,1008.978
1985-02-28,1041.916
1985-03-29,1101.217
1985-04-30,1063.476
1985-05-31,1100.465
1985-06-28,1150.019
1985-07-31,1155.708
1985-08-30,1183.381
1985-09-30,1308.852
1985-10-31,1350.037
1985-11-29,1370.075
1985-12-31,1451.004
1986-01-31,1491.062
1986-02-28,1670.604
1986-03-31,2028.962
1986-04-30,2106.08
1986-05-30,2092.103
1986-06-30,2304.516
1986-07-31,2609.124
1986-08-29,2846.264
1986-09-30,2917.184
1986-10-31,2527.957
1986-11-28,2695.483
1986-12-31,2893.412
1987-01-30,3358.727
1987-02-27,3418.878
1987-03-31,3793.349
1987-04-30,4390.074
1987-05-29,4381.991
1987-06-30,4057.363
1987-07-31,3915.235
1987-08-31,4403.112
1987-09-30,4247.373
1987-10-30,3928.597
1987-11-30,4085.483
1987-12-31,4138.368
1988-01-29,4361.191
1988-02-29,4690.509
1988-03-31,5043.937
1988-04-29,5096.385
1988-05-31,4866.141
1988-06-30,4682.684
1988-07-29,4897.348
1988-08-31,4527.379
1988-09-30,4722.317
1988-10-31,5116.367
1988-11-30,5571.018
1988-12-30,5602.965
1989-01-31,5619.523
1989-02-28,5728.16
1989-03-31,5528.091
1989-04-28,5519.105
1989-05-31,5206.505
1989-06-30,4973.258
1989-07-31,5632.951
1989-08-31,5244.259
1989-09-29,5578.469
1989-10-31,5432.247
1989-11-30,5709.361
1989-12-29,5698.921
1990-01-31,5356.118
1990-02-28,4802.359
1990-03-30,3871.152
1990-04-30,3920.013
1990-05-31,4481.079
1990-06-29,4271.915
1990-07-31,4214.29
1990-08-31,3804.246
1990-09-28,3181.692
1990-10-31,3953.088
1990-11-30,3478.098
1990-12-31,3641.595
1991-01-31,3745.145
1991-02-28,4217.459
1991-03-29,3955.24
1991-04-30,4053.745
1991-05-31,4035.127
1991-06-28,3744.737
1991-07-31,3860.509
1991-08-30,3647.276
1991-09-30,3965.809
1991-10-31,4137.149
1991-11-29,3844.964
1991-12-31,3966.562
1992-01-31,3782.777
1992-02-28,3466.918
1992-03-31,3091.078
1992-04-30,2900.782
1992-05-29,3132.831
1992-06-30,2846.388
1992-07-31,2813.809
1992-08-31,3312.305
1992-09-30,3232.899
1992-10-30,3082.766
1992-11-30,3162.409
1992-12-31,3115.662
1993-01-29,3105.501
1993-02-26,3239.948
1993-03-31,3695.734
1993-04-30,4352.617
1993-05-31,4472.5
1993-06-30,4410.467
1993-07-30,4689.795
1993-08-31,4792.08
1993-09-30,4564.283
1993-10-29,4543.501
1993-11-30,3789.422
1993-12-31,3909.592
1994-01-31,4540.798
1994-02-28,4748.406
1994-03-31,4545.27
1994-04-29,4739.007
1994-05-31,4842.751
1994-06-30,5081.589
1994-07-29,4899.088
1994-08-31,4932.447
1994-09-30,4810.686
1994-10-31,4942.594
1994-11-30,4693.874
1994-12-30,4747.746
1995-01-31,4470.851
1995-02-28,4254.928
1995-03-31,4646.453
1995-04-28,4873.202
1995-05-31,4570.961
1995-06-30,4352.535
1995-07-31,4698.954
1995-08-31,4510.052
1995-09-29,4548.309
1995-10-31,4293.919
1995-11-30,4548.072
1995-12-29,4780.592
1996-01-31,4717.769
1996-02-29,4633.774
1996-03-29,4797.306
1996-04-30,5070.059
1996-05-31,4809.133
1996-06-28,4834.575
1996-07-31,4618.082
1996-08-30,4411.681
1996-09-30,4564.533
1996-10-31,4258.285
1996-11-29,4339.509
1996-12-31,4039.545
1997-01-31,3599.867
1997-02-28,3683.956
1997-03-31,3562.589
1997-04-30,3691.8
1997-05-30,4099.532
1997-06-30,4405.911
1997-07-31,4271.682
1997-08-29,3901.207
1997-09-30,3842.228
1997-10-31,3484.322
1997-11-28,3270.466
1997-12-31,3083.327
1998-01-30,3358.426
1998-02-27,3375.923
1998-03-31,3146.253
1998-04-30,3133.509
1998-05-29,2961.293
1998-06-30,3002.887
1998-07-31,2963.353
1998-08-31,2625.434
1998-09-30,2553.762
1998-10-30,2982.032
1998-11-30,3118.38
1998-12-31,3239.055
1999-01-29,3262.546
1999-02-26,3190.952
1999-03-31,3633.555
1999-04-30,3785.239
1999-05-31,3571.923
1999-06-30,3910.032
1999-07-30,4300.416
1999-08-31,4270.38
1999-09-30,4529.499
1999-10-29,4723.676
1999-11-30,4926.217
1999-12-31,5231.945
2000-01-31,5005.344
2000-02-29,4875.578
2000-03-31,5277.635
2000-04-28,4880.779
2000-05-31,4632.352
2000-06-30,4950.82
2000-07-31,4380.678
2000-08-31,4664.295
2000-09-29,4432.54
2000-10-31,4175.49
2000-11-30,4002.006
2000-12-29,3758.617
2001-01-31,3713.909
2001-02-28,3546.863
2001-03-30,3441.572
2001-04-30,3675.389
2001-05-31,3666.577
2001-06-29,3448.19
2001-07-31,3191.27
2001-08-31,3111.435
2001-09-28,2820.74
2001-10-31,2814.931
2001-11-30,2845.474
2001-12-31,2653.436
2002-01-31,2445.722
2002-02-28,2547.227
2002-03-29,2693.307
2002-04-30,2850.098
2002-05-31,3027.762
2002-06-28,2869.983
2002-07-31,2670.617
2002-08-30,2642.259
2002-09-30,2524.168
2002-10-31,2348.479
2002-11-29,2443.452
2002-12-31,2380.632
2003-01-31,2284.136
2003-02-28,2297.493
2003-03-31,2193.526
2003-04-30,2176.383
2003-05-30,2281.914
2003-06-30,2450.161
2003-07-31,2549.599
2003-08-29,2818.264
2003-09-30,2985.37
2003-10-31,3122.005
2003-11-28,3025.625
2003-12-31,3235.407
2004-01-30,3293.943
2004-02-27,3284.269
2004-03-31,3725.256
2004-04-30,3523.284
2004-05-31,3399.572
2004-06-30,3582.656
2004-07-30,3370.275
2004-08-31,3394.688
2004-09-30,3315.055
2004-10-29,3401.62
2004-11-30,3565.787
2004-12-31,3748.676
2005-01-31,3661.623
2005-02-28,3737.066
2005-03-31,3659.739
2005-04-29,3565.577
2005-05-31,3533.092
2005-06-30,3529.582
2005-07-29,3564.741
2005-08-31,3812.765
2005-09-30,4206.703
2005-10-31,4156.252
2005-11-30,4333.662
2005-12-30,4705.315
2006-01-31,4942.561
2006-02-28,4900.639
2006-03-31,5024.242
2006-04-28,5170.387
2006-05-31,4848.829
2006-06-30,4795.064
2006-07-31,4768.525
2006-08-31,4840.086
2006-09-29,4760.725
2006-10-31,4843.594
2006-11-30,4877.928
2006-12-29,4999.138
2007-01-31,5041.426
2007-02-28,5244.226
2007-03-30,5174.907
2007-04-30,5074.187
2007-05-31,5156.993
2007-06-29,5141.533
2007-07-31,5133.167
2007-08-31,4982.374
2007-09-28,5097.313
2007-10-31,5077.86
2007-11-30,4984.788
2007-12-31,4787.485
2008-01-31,4568.682
2008-02-29,4600.152
2008-03-31,4413.565
2008-04-30,4734.236
2008-05-30,4853.395
2008-06-30,4522.537
2008-07-31,4368.404
2008-08-29,4194.622
2008-09-30,3724.405
2008-10-31,3173.853
2008-11-28,3134.311
2008-12-31,3389.017
2009-01-30,3158.673
2009-02-27,2767.561
2009-03-31,2825.67
2009-04-30,3097.662
2009-05-29,3416.767
2009-06-30,3476.854
2009-07-31,3625.552
2009-08-31,3768.219
2009-09-30,3703.322
2009-10-30,3610.448
2009-11-30,3573.429
2009-12-31,3600.988
2010-01-29,3669.342
2010-02-26,3710.407
2010-03-31,3895.71
2010-04-30,3889.619
2010-05-31,3575.075
2010-06-30,3503.341
2010-07-30,3628.055
2010-08-31,3545.178
2010-09-30,3707.45
2010-10-29,3783.083
2010-11-30,3862.603
2010-12-31,4156.857
2011-01-31,4162.125
2011-02-28,4351.916
2011-03-31,3952.104
2011-04-29,3966.517
2011-05-31,3901.926
2011-06-30,3959.084
2011-07-29,4099.298
2011-08-31,3766.117
2011-09-30,3704.162
2011-10-31,3695.024
2011-11-30,3531.874
2011-12-30,3561.126
2012-01-31,3722.118
2012-02-29,3909.955
2012-03-30,3962.28
2012-04-30,3835.74
2012-05-31,3493.331
2012-06-29,3672.903
2012-07-31,3585.193
2012-08-31,3559.157
2012-09-28,3641.937
2012-10-31,3573.74
2012-11-30,3658.601
2012-12-31,3852.423
2013-01-31,3993.867
2013-02-28,4100.351
2013-03-29,4300.571
2013-04-30,4677.762
2013-05-31,4412.798
2013-06-28,4489.94
2013-07-31,4517.012
2013-08-30,4419.821
2013-09-30,4789.017
2013-10-31,4788.97
2013-11-29,4860.19
2013-12-31,4898.866
2014-01-31,4709.863
2014-02-28,4684.598
2014-03-31,4624.273
2014-04-30,4504.875
2014-05-30,4687.044
2014-06-30,4932.14
2014-07-31,4960.696
2014-08-29,4852.983
2014-09-30,4818.47
2014-10-31,4755.672
2014-11-28,4770.27
2014-12-31,4701.837
2015-01-30,4811.65
2015-02-27,5103.615
2015-03-31,5181.843
2015-04-30,5365.363
2015-05-29,5435.281
2015-06-30,5342.086
2015-07-31,5367.23
2015-08-31,5055.296
2015-09-30,4711.494
2015-10-30,5186.884
2015-11-30,5135.081
2015-12-31,5151.754
2016-01-29,4727.994
2016-02-29,4598.329
2016-03-31,4815.861
2016-04-29,5039.742
2016-05-31,4987.401
2016-06-30,4864.515
2016-07-29,5179.82
2016-08-31,5199.597
2016-09-30,5282.86
2016-10-31,5352.562
2016-11-30,5223.465
2016-12-30,5274.151
2017-01-31,5470.379
2017-02-28,5531.544
2017-03-31,5511.176
2017-04-28,5568.999
2017-05-31,5736.538
2017-06-30,5797.386
2017-07-31,5914.671
2017-08-31,5911.621
2017-09-29,6027.474
2017-10-31,6305.339
2017-11-30,6493.932
2017-12-29,6539.199
2018-01-31,6838.895
2018-02-28,6735.898
2018-03-30,6593.679
2018-04-30,6637.674
2018-05-31,6572.29
2018-06-29,6406.745
2018-07-31,6432.333
2018-08-31,6446.567
2018-09-28,6642.408
2018-10-31,6080.776
2018-11-30,6104.819
2018-12-31,5696.985
2019-01-31,6044.489
2019-02-28,6042.512
2019-03-29,6076.678
2019-04-30,6160.955
2019-05-31,5916.977
2019-06-28,6138.418
2019-07-31,6146.969
2019-08-30,6084.682
2019-09-30,6330.623
2019-10-31,6637.826
2019-11-29,6675.099
2019-12-31,6814.286
2020-01-31,6721.584
2020-02-28,6106.903
2020-03-31,5670.397
2020-04-30,5976.012
2020-05-29,6329.885
2020-06-30,6328.994
2020-07-31,6228.535
2020-08-31,6702.65
2020-09-30,6768.248
2020-10-30,6660.051
2020-11-30,7492.114
2020-12-31,7801.283
2021-01-29,7723.199
2021-02-26,7840.155
2021-03-31,7923.409
2021-04-30,7802.766
2021-05-31,7924.171
2021-06-30,7901.167
2021-07-30,7801.126
2021-08-31,8040.616
2021-09-30,8261.799
2021-10-29,7983.888
2021-11-30,7787.072
2021-12-31,7934.568
2022-01-31,7532.035
2022-02-28,7447.83
2022-03-31,7410.419
2022-04-29,6757.977
2022-05-31,6868.676
2022-06-30,6326.503
2022-07-29,6687.054
2022-08-31,6516.267
2022-09-30,5841.113
2022-10-31,6014.244
2022-11-30,6596.25
2022-12-30,6613.831
2023-01-31,7024.841
2023-02-28,6755.177
2023-03-31,7022.991
2023-04-28,7048.695
2023-05-31,7179.835
2023-06-30,7473.857
2023-07-31,7699.474
2023-08-31,7512.943
2023-09-29,7355.143
2023-10-31,7023.881
2023-11-30,7624.774
2023-12-29,7957.656
2024-01-31,8325.144
2024-02-29,8574.595
2024-03-29,8833.44
2024-04-30,8404.39
2024-05-31,8517.184
2024-06-28,8456.492
2024-07-31,8946.805
2024-08-30,8992.152
2024-09-30,8940.439
2024-10-31,8592.142
2024-11-29,8648.461
2024-12-31,8618.733
2025-01-31,8753.561
2025-02-28,8634.844
2025-03-31,8647.684
2025-04-30,9099.967
2025-05-30,9468.281
