Date,JAPAN Standard (Large+Mid Cap)
2001-06-05,3982.262
2001-06-06,3974.973
2001-06-07,3996.702
2001-06-08,3983.894
2001-06-11,3923.928
2001-06-12,3828.468
2001-06-13,3827.718
2001-06-14,3837.11
2001-06-15,3793.699
2001-06-18,3765.118
2001-06-19,3751.096
2001-06-20,3744.567
2001-06-21,3800.623
2001-06-22,3832.6
2001-06-25,3808.251
2001-06-26,3819.258
2001-06-27,3791.581
2001-06-28,3738.06
2001-06-29,3800.541
2001-07-02,3784.915
2001-07-03,3794.221
2001-07-04,3757.297
2001-07-05,3715.341
2001-07-06,3632.541
2001-07-09,3619.934
2001-07-10,3656.896
2001-07-11,3626.446
2001-07-12,3692.395
2001-07-13,3655.49
2001-07-16,3644.48
2001-07-17,3598.701
2001-07-18,3549.023
2001-07-19,3558.642
2001-07-20,3570.061
2001-07-23,3448.354
2001-07-24,3498.67
2001-07-25,3539.221
2001-07-26,3537.88
2001-07-27,3519.067
2001-07-30,3440.693
2001-07-31,3517.391
2001-08-01,3549.542
2001-08-02,3658.836
2001-08-03,3622.703
2001-08-06,3614.387
2001-08-07,3637.306
2001-08-08,3630.133
2001-08-09,3539.134
2001-08-10,3558.52
2001-08-13,3502.833
2001-08-14,3612.961
2001-08-15,3656.278
2001-08-16,3589.827
2001-08-17,3571.41
2001-08-20,3520.513
2001-08-21,3557.075
2001-08-22,3592.531
2001-08-23,3538.476
2001-08-24,3531.634
2001-08-27,3557.098
2001-08-28,3532.793
2001-08-29,3490.563
2001-08-30,3434.723
2001-08-31,3429.435
2001-09-03,3345.654
2001-09-04,3430.922
2001-09-05,3357.597
2001-09-06,3349.854
2001-09-07,3349.927
2001-09-10,3250.681
2001-09-11,3320.096
2001-09-12,3090.744
2001-09-13,3132.995
2001-09-14,3260.896
2001-09-17,3115.181
2001-09-18,3158.916
2001-09-19,3242.42
2001-09-20,3224.532
2001-09-21,3116.309
2001-09-24,3093.23
2001-09-25,3127.489
2001-09-26,3072.951
2001-09-27,3042.07
2001-09-28,3111.391
2001-10-01,3146.933
2001-10-02,3199.217
2001-10-03,3140.141
2001-10-04,3211.369
2001-10-05,3209.79
2001-10-08,3220.904
2001-10-09,3136.318
2001-10-10,3097.607
2001-10-11,3171.192
2001-10-12,3238.549
2001-10-15,3206.691
2001-10-16,3216.78
2001-10-17,3251.931
2001-10-18,3188.899
2001-10-19,3194.047
2001-10-22,3184.93
2001-10-23,3228.482
2001-10-24,3239.126
2001-10-25,3266.871
2001-10-26,3223.397
2001-10-29,3183.153
2001-10-30,3152.748
2001-10-31,3104.92
2001-11-01,3129.408
2001-11-02,3128.531
2001-11-05,3138.56
2001-11-06,3186.26
2001-11-07,3095.251
2001-11-08,3140.591
2001-11-09,3114.898
2001-11-12,3076.403
2001-11-13,3016.049
2001-11-14,3015.657
2001-11-15,3077.551
2001-11-16,3089.768
2001-11-19,3127.472
2001-11-20,3134.101
2001-11-21,3134.888
2001-11-22,3123.796
2001-11-23,3109.486
2001-11-26,3177.371
2001-11-27,3165.735
2001-11-28,3104.731
2001-11-29,3100.862
2001-11-30,3138.577
2001-12-03,3051.489
2001-12-04,3037.288
2001-12-05,3097.944
2001-12-06,3117.454
2001-12-07,3059.992
2001-12-10,2981.214
2001-12-11,2960.768
2001-12-12,3035.084
2001-12-13,2954.787
2001-12-14,2931.747
2001-12-17,2868.953
2001-12-18,2884.394
2001-12-19,2893.489
2001-12-20,2916.987
2001-12-21,2875.603
2001-12-24,2866.642
2001-12-25,2855.801
2001-12-26,2826.448
2001-12-27,2870.586
2001-12-28,2923.757
2001-12-31,2926.88
2002-01-01,2926.88
2002-01-02,2903.398
2002-01-03,2912.768
2002-01-04,2995.966
2002-01-07,2995.951
2002-01-08,2907.165
2002-01-09,2888.916
2002-01-10,2850.083
2002-01-11,2835.037
2002-01-14,2843.222
2002-01-15,2790.441
2002-01-16,2791.688
2002-01-17,2779.189
2002-01-18,2824.844
2002-01-21,2820.009
2002-01-22,2725.156
2002-01-23,2701.806
2002-01-24,2714.924
2002-01-25,2733.113
2002-01-28,2780.745
2002-01-29,2717.826
2002-01-30,2684.092
2002-01-31,2697.803
2002-02-01,2643.62
2002-02-04,2624.366
2002-02-05,2562.588
2002-02-06,2556.925
2002-02-07,2612.854
2002-02-08,2620.126
2002-02-11,2643.457
2002-02-12,2720.216
2002-02-13,2736.653
2002-02-14,2756.317
2002-02-15,2746.537
2002-02-18,2747.435
2002-02-19,2662.295
2002-02-20,2646.758
2002-02-21,2727.94
2002-02-22,2747.13
2002-02-25,2735.194
2002-02-26,2712.822
2002-02-27,2775.65
2002-02-28,2809.885
2002-03-01,2876.251
2002-03-04,3047.128
2002-03-05,3031.793
2002-03-06,3052.541
2002-03-07,3204.581
2002-03-08,3211.203
2002-03-11,3262.723
2002-03-12,3163.06
2002-03-13,3084.264
2002-03-14,3131.981
2002-03-15,3159.221
2002-03-18,3074.976
2002-03-19,3142.553
2002-03-20,3096.576
2002-03-21,3083.797
2002-03-22,3005.561
2002-03-25,2986.408
2002-03-26,2984.021
2002-03-27,3013.814
2002-03-28,3041.15
2002-03-29,2973.761
2002-04-01,2940.64
2002-04-02,2993.279
2002-04-03,3051.24
2002-04-04,3082.769
2002-04-05,3073.403
2002-04-08,3080.805
2002-04-09,3033.809
2002-04-10,3063.476
2002-04-11,3025.467
2002-04-12,2976.667
2002-04-15,3020.238
2002-04-16,3063.125
2002-04-17,3108.942
2002-04-18,3145.479
2002-04-19,3114.544
2002-04-22,3170.09
2002-04-23,3174.482
2002-04-24,3164.284
2002-04-25,3196.454
2002-04-26,3171.169
2002-04-29,3165.358
2002-04-30,3146.886
2002-05-01,3182.749
2002-05-02,3169.715
2002-05-03,3194.303
2002-05-06,3184.272
2002-05-07,3139.127
2002-05-08,3149.914
2002-05-09,3176.153
2002-05-10,3180.429
2002-05-13,3149.868
2002-05-14,3118.33
2002-05-15,3192.808
2002-05-16,3231.807
2002-05-17,3301.811
2002-05-20,3325.471
2002-05-21,3355.067
2002-05-22,3392.649
2002-05-23,3381.161
2002-05-24,3402.807
2002-05-27,3379.27
2002-05-28,3382.347
2002-05-29,3370.2
2002-05-30,3389.725
2002-05-31,3343.084
2002-06-03,3387.815
2002-06-04,3338.164
2002-06-05,3312.045
2002-06-06,3299.971
2002-06-07,3271.133
2002-06-10,3248.381
2002-06-11,3242.177
2002-06-12,3221.01
2002-06-13,3176.92
2002-06-14,3134.996
2002-06-17,3047.934
2002-06-18,3093.803
2002-06-19,3020.487
2002-06-20,3064.473
2002-06-21,3046.673
2002-06-24,3080.717
2002-06-25,3075.304
2002-06-26,3042.906
2002-06-27,3063.508
2002-06-28,3168.994
2002-07-01,3163.596
2002-07-02,3164.605
2002-07-03,3216.791
2002-07-04,3175.798
2002-07-05,3204.87
2002-07-08,3222.856
2002-07-09,3286.889
2002-07-10,3241.692
2002-07-11,3213.294
2002-07-12,3225.695
2002-07-15,3185.057
2002-07-16,3138.167
2002-07-17,3135.292
2002-07-18,3189.534
2002-07-19,3144.795
2002-07-22,3129.017
2002-07-23,3109.881
2002-07-24,3075.245
2002-07-25,3038.276
2002-07-26,2903.996
2002-07-29,2899.305
2002-07-30,2975.132
2002-07-31,2948.876
2002-08-01,2937.618
2002-08-02,2930.373
2002-08-05,2933.564
2002-08-06,2838.649
2002-08-07,2933.939
2002-08-08,2923.385
2002-08-09,2994.918
2002-08-12,2963.167
2002-08-13,2943.657
2002-08-14,2997.197
2002-08-15,3004.035
2002-08-16,3003.33
2002-08-19,2925.205
2002-08-20,2918.33
2002-08-21,2938.8
2002-08-22,2955.63
2002-08-23,2967.778
2002-08-26,3024.597
2002-08-27,3000.679
2002-08-28,2964.475
2002-08-29,2920.346
2002-08-30,2917.643
2002-09-02,2894.773
2002-09-03,2833.809
2002-09-04,2759.286
2002-09-05,2807.428
2002-09-06,2771.686
2002-09-09,2809.093
2002-09-10,2801.215
2002-09-11,2801.419
2002-09-12,2817.182
2002-09-13,2762.348
2002-09-16,2736.23
2002-09-17,2800.825
2002-09-18,2810.672
2002-09-19,2870.022
2002-09-20,2765.713
2002-09-23,2754.206
2002-09-24,2723.345
2002-09-25,2699.417
2002-09-26,2750.256
2002-09-27,2806.001
2002-09-30,2789.275
2002-10-01,2716.14
2002-10-02,2675.319
2002-10-03,2645.203
2002-10-04,2667.514
2002-10-07,2550.17
2002-10-08,2554.212
2002-10-09,2516.819
2002-10-10,2495.454
2002-10-11,2522.598
2002-10-14,2520.973
2002-10-15,2593.584
2002-10-16,2617.369
2002-10-17,2617.338
2002-10-18,2636.888
2002-10-21,2624.154
2002-10-22,2540.43
2002-10-23,2567.484
2002-10-24,2546.607
2002-10-25,2588.723
2002-10-28,2595.387
2002-10-29,2595.518
2002-10-30,2612.088
2002-10-31,2595.206
2002-11-01,2613.639
2002-11-04,2608.945
2002-11-05,2680.17
2002-11-06,2671.308
2002-11-07,2677.516
2002-11-08,2652.332
2002-11-11,2589.364
2002-11-12,2580.173
2002-11-13,2564.574
2002-11-14,2523.417
2002-11-15,2576.279
2002-11-18,2516.929
2002-11-19,2500.232
2002-11-20,2515.604
2002-11-21,2565.909
2002-11-22,2595.85
2002-11-25,2641.957
2002-11-26,2626.9
2002-11-27,2640.353
2002-11-28,2698.081
2002-11-29,2700.473
2002-12-02,2650.228
2002-12-03,2656.135
2002-12-04,2597.863
2002-12-05,2562.434
2002-12-06,2578.82
2002-12-09,2570.468
2002-12-10,2569.628
2002-12-11,2560.606
2002-12-12,2563.959
2002-12-13,2565.976
2002-12-16,2536.832
2002-12-17,2558.903
2002-12-18,2501.774
2002-12-19,2530.963
2002-12-20,2528.748
2002-12-23,2536.322
2002-12-24,2563.296
2002-12-25,2554.959
2002-12-26,2601.542
2002-12-27,2619.855
2002-12-30,2634.153
2002-12-31,2630.935
2003-01-01,2630.935
2003-01-02,2606.228
2003-01-03,2606.554
2003-01-06,2674.737
2003-01-07,2627.262
2003-01-08,2583.69
2003-01-09,2592.178
2003-01-10,2586.002
2003-01-13,2598.937
2003-01-14,2640.724
2003-01-15,2674.939
2003-01-16,2675.915
2003-01-17,2688.317
2003-01-20,2653.915
2003-01-21,2678.842
2003-01-22,2655.845
2003-01-23,2714.571
2003-01-24,2690.756
2003-01-27,2630.041
2003-01-28,2610.051
2003-01-29,2572.167
2003-01-30,2548.813
2003-01-31,2524.337
2003-02-03,2559.802
2003-02-04,2588.946
2003-02-05,2592.307
2003-02-06,2577.239
2003-02-07,2564.023
2003-02-10,2555.611
2003-02-11,2547.718
2003-02-12,2592.657
2003-02-13,2591.213
2003-02-14,2610.1
2003-02-17,2625.782
2003-02-18,2631.824
2003-02-19,2632.785
2003-02-20,2628.173
2003-02-21,2591.459
2003-02-24,2614.842
2003-02-25,2562.102
2003-02-26,2564.497
2003-02-27,2552.929
2003-02-28,2539.222
2003-03-03,2565.391
2003-03-04,2570.872
2003-03-05,2570.373
2003-03-06,2542.146
2003-03-07,2498.365
2003-03-10,2463.745
2003-03-11,2408.278
2003-03-12,2439.366
2003-03-13,2399.022
2003-03-14,2425.149
2003-03-17,2402.825
2003-03-18,2415.492
2003-03-19,2420.405
2003-03-20,2462.003
2003-03-21,2435.755
2003-03-24,2526.128
2003-03-25,2473.329
2003-03-26,2512.608
2003-03-27,2523.841
2003-03-28,2491.211
2003-03-31,2427.136
2003-04-01,2435.712
2003-04-02,2445.662
2003-04-03,2423.81
2003-04-04,2415.732
2003-04-07,2458.368
2003-04-08,2434.961
2003-04-09,2413.964
2003-04-10,2409.484
2003-04-11,2347.805
2003-04-14,2329.855
2003-04-15,2365.917
2003-04-16,2361.907
2003-04-17,2376.323
2003-04-18,2380.464
2003-04-21,2386.034
2003-04-22,2358.719
2003-04-23,2352.27
2003-04-24,2382.162
2003-04-25,2329.493
2003-04-28,2302.124
2003-04-29,2305.287
2003-04-30,2408.211
2003-05-01,2426.052
2003-05-02,2430.646
2003-05-05,2436.384
2003-05-06,2504.42
2003-05-07,2542.956
2003-05-08,2510.807
2003-05-09,2524.229
2003-05-12,2547.909
2003-05-13,2551.125
2003-05-14,2568.936
2003-05-15,2533.71
2003-05-16,2526.874
2003-05-19,2491.648
2003-05-20,2496.584
2003-05-21,2470.139
2003-05-22,2487.93
2003-05-23,2535.537
2003-05-26,2539.759
2003-05-27,2502.732
2003-05-28,2492.381
2003-05-29,2535.015
2003-05-30,2525.231
2003-06-02,2576.668
2003-06-03,2576.494
2003-06-04,2582.545
2003-06-05,2637.941
2003-06-06,2642.962
2003-06-09,2676.314
2003-06-10,2669.539
2003-06-11,2686.175
2003-06-12,2689.814
2003-06-13,2708.269
2003-06-16,2674.74
2003-06-17,2712.538
2003-06-18,2727.502
2003-06-19,2729.505
2003-06-20,2742.897
2003-06-23,2773.592
2003-06-24,2703.033
2003-06-25,2708.577
2003-06-26,2681.286
2003-06-27,2723.806
2003-06-30,2711.492
2003-07-01,2774.468
2003-07-02,2874.739
2003-07-03,2935.565
2003-07-04,2911.421
2003-07-07,2971.947
2003-07-08,2999.1
2003-07-09,3028.217
2003-07-10,3002.627
2003-07-11,2910.162
2003-07-14,2943.272
2003-07-15,2949.58
2003-07-16,2914.802
2003-07-17,2835.024
2003-07-18,2842.251
2003-07-21,2852.567
2003-07-22,2827.365
2003-07-23,2869.581
2003-07-24,2880.634
2003-07-25,2890.171
2003-07-28,2911.597
2003-07-29,2906.361
2003-07-30,2831.116
2003-07-31,2821.545
2003-08-01,2841.38
2003-08-04,2803.542
2003-08-05,2788.834
2003-08-06,2769.766
2003-08-07,2781.374
2003-08-08,2782.119
2003-08-11,2834.936
2003-08-12,2850.151
2003-08-13,2888.389
2003-08-14,2939.518
2003-08-15,2934.409
2003-08-18,2964.01
2003-08-19,3008.41
2003-08-20,3073.504
2003-08-21,3109.779
2003-08-22,3104.81
2003-08-25,3085.406
2003-08-26,3093.049
2003-08-27,3083.157
2003-08-28,3069.564
2003-08-29,3118.913
2003-09-01,3205.407
2003-09-02,3222.739
2003-09-03,3246.973
2003-09-04,3213.128
2003-09-05,3211.016
2003-09-08,3217.911
2003-09-09,3286.933
2003-09-10,3256.401
2003-09-11,3186.615
2003-09-12,3239.882
2003-09-15,3236.574
2003-09-16,3328.196
2003-09-17,3363.409
2003-09-18,3409.432
2003-09-19,3420.383
2003-09-22,3375.821
2003-09-23,3389.6
2003-09-24,3389.535
2003-09-25,3315.799
2003-09-26,3314.076
2003-09-29,3301.182
2003-09-30,3305.05
2003-10-01,3378.459
2003-10-02,3463.397
2003-10-03,3501.709
2003-10-06,3500.889
2003-10-07,3564.551
2003-10-08,3486.878
2003-10-09,3512.114
2003-10-10,3586.814
2003-10-13,3574.474
2003-10-14,3611.743
2003-10-15,3575.066
2003-10-16,3624.969
2003-10-17,3624.352
2003-10-20,3631.464
2003-10-21,3622.65
2003-10-22,3576.855
2003-10-23,3381.378
2003-10-24,3413.507
2003-10-27,3469.768
2003-10-28,3511.424
2003-10-29,3569.117
2003-10-30,3546.265
2003-10-31,3456.341
2003-11-03,3416.715
2003-11-04,3565.013
2003-11-05,3533.634
2003-11-06,3436.048
2003-11-07,3487.356
2003-11-10,3494.479
2003-11-11,3387.571
2003-11-12,3379.406
2003-11-13,3441.678
2003-11-14,3397.75
2003-11-17,3271.297
2003-11-18,3304.947
2003-11-19,3206.194
2003-11-20,3276.678
2003-11-21,3280.205
2003-11-24,3267.746
2003-11-25,3296.502
2003-11-26,3362.062
2003-11-27,3374.065
2003-11-28,3349.682
2003-12-01,3423.025
2003-12-02,3452.258
2003-12-03,3447.858
2003-12-04,3478.386
2003-12-05,3470.889
2003-12-08,3405.549
2003-12-09,3410.299
2003-12-10,3325.861
2003-12-11,3361.115
2003-12-12,3407.531
2003-12-15,3496.053
2003-12-16,3433.973
2003-12-17,3391.89
2003-12-18,3388.737
2003-12-19,3440.62
2003-12-22,3479.977
2003-12-23,3481.759
2003-12-24,3476.657
2003-12-25,3479.466
2003-12-26,3500.9
2003-12-29,3529.344
2003-12-30,3589.956
2003-12-31,3582.084
2004-01-01,3582.084
2004-01-02,3587.104
2004-01-05,3671.043
2004-01-06,3657.246
2004-01-07,3642.787
2004-01-08,3657.161
2004-01-09,3681.829
2004-01-12,3679.754
2004-01-13,3659.129
2004-01-14,3669.879
2004-01-15,3622.253
2004-01-16,3650.877
2004-01-19,3682.758
2004-01-20,3695.038
2004-01-21,3692.649
2004-01-22,3718.205
2004-01-23,3741.428
2004-01-26,3707.549
2004-01-27,3711.47
2004-01-28,3699.857
2004-01-29,3661.579
2004-01-30,3646.898
2004-02-02,3661.143
2004-02-03,3638.376
2004-02-04,3558.903
2004-02-05,3574.102
2004-02-06,3586.536
2004-02-09,3562.705
2004-02-10,3567.151
2004-02-11,3567.151
2004-02-12,3595.856
2004-02-13,3630.386
2004-02-16,3634.86
2004-02-17,3658.184
2004-02-18,3631.823
2004-02-19,3623.866
2004-02-20,3570.044
2004-02-23,3626.225
2004-02-24,3562.209
2004-02-25,3535.961
2004-02-26,3548.895
2004-02-27,3636.244
2004-03-01,3730.132
2004-03-02,3720.76
2004-03-03,3718.812
2004-03-04,3703.289
2004-03-05,3735.819
2004-03-08,3702.168
2004-03-09,3745.758
2004-03-10,3718.831
2004-03-11,3691.726
2004-03-12,3640.632
2004-03-15,3706.448
2004-03-16,3747.029
2004-03-17,3835.967
2004-03-18,3917.237
2004-03-19,3877.07
2004-03-22,3849.881
2004-03-23,3858.624
2004-03-24,3926.435
2004-03-25,3987.574
2004-03-26,4068.38
2004-03-29,4079.084
2004-03-30,4057.712
2004-03-31,4125.806
2004-04-01,4120.603
2004-04-02,4121.75
2004-04-05,4145.023
2004-04-06,4150.102
2004-04-07,4175.496
2004-04-08,4161.85
2004-04-09,4100.525
2004-04-12,4148.199
2004-04-13,4137.779
2004-04-14,4076.673
2004-04-15,3994.94
2004-04-16,4010.426
2004-04-19,3960.219
2004-04-20,4050.117
2004-04-21,4008.224
2004-04-22,3997.686
2004-04-23,4040.572
2004-04-26,4068.366
2004-04-27,4003.897
2004-04-28,3999.409
2004-04-29,3990.864
2004-04-30,3902.178
2004-05-03,3900.656
2004-05-04,3920.007
2004-05-05,3963.665
2004-05-06,3860.48
2004-05-07,3740.045
2004-05-10,3500.925
2004-05-11,3512.018
2004-05-12,3633.509
2004-05-13,3508.889
2004-05-14,3500.233
2004-05-17,3401.185
2004-05-18,3466.296
2004-05-19,3603.546
2004-05-20,3572.457
2004-05-21,3677.189
2004-05-24,3677.296
2004-05-25,3634.46
2004-05-26,3695.357
2004-05-27,3725.178
2004-05-28,3769.443
2004-05-31,3765.293
2004-06-01,3794.717
2004-06-02,3762.851
2004-06-03,3676.31
2004-06-04,3682.066
2004-06-07,3830.443
2004-06-08,3855.156
2004-06-09,3848.942
2004-06-10,3873.612
2004-06-11,3839.889
2004-06-14,3803.08
2004-06-15,3811.732
2004-06-16,3870.176
2004-06-17,3881.297
2004-06-18,3847.703
2004-06-21,3912.278
2004-06-22,3885.283
2004-06-23,3885.827
2004-06-24,3986.2
2004-06-25,3974.319
2004-06-28,4009.782
2004-06-29,3991.693
2004-06-30,3968.164
2004-07-01,3997.75
2004-07-02,3936.16
2004-07-05,3857.733
2004-07-06,3837.856
2004-07-07,3832.762
2004-07-08,3807.378
2004-07-09,3859.682
2004-07-12,3906.999
2004-07-13,3894.251
2004-07-14,3844.947
2004-07-15,3838.643
2004-07-16,3865.144
2004-07-19,3879.966
2004-07-20,3837.618
2004-07-21,3822.901
2004-07-22,3804.339
2004-07-23,3745.233
2004-07-26,3733.111
2004-07-27,3667.455
2004-07-28,3689.756
2004-07-29,3657.122
2004-07-30,3732.937
2004-08-02,3744.615
2004-08-03,3725.65
2004-08-04,3663.963
2004-08-05,3663.509
2004-08-06,3678.74
2004-08-09,3643.635
2004-08-10,3640.607
2004-08-11,3683.921
2004-08-12,3665.519
2004-08-13,3609.183
2004-08-16,3570.947
2004-08-17,3613.143
2004-08-18,3644.191
2004-08-19,3693.676
2004-08-20,3702.516
2004-08-23,3709.537
2004-08-24,3719.614
2004-08-25,3738.127
2004-08-26,3764.936
2004-08-27,3790.858
2004-08-30,3776.442
2004-08-31,3760.016
2004-09-01,3783.761
2004-09-02,3793.192
2004-09-03,3717.152
2004-09-06,3787.921
2004-09-07,3818.132
2004-09-08,3821.389
2004-09-09,3766.044
2004-09-10,3759.199
2004-09-13,3774.781
2004-09-14,3803.217
2004-09-15,3737.782
2004-09-16,3733.917
2004-09-17,3703.321
2004-09-20,3710.394
2004-09-21,3702.65
2004-09-22,3677.413
2004-09-23,3687.577
2004-09-24,3634.969
2004-09-27,3610.102
2004-09-28,3590.246
2004-09-29,3602.768
2004-09-30,3672.595
2004-10-01,3713.846
2004-10-04,3766.923
2004-10-05,3769.025
2004-10-06,3792.221
2004-10-07,3773.692
2004-10-08,3821.984
2004-10-11,3840.355
2004-10-12,3774.573
2004-10-13,3759.152
2004-10-14,3727.871
2004-10-15,3728.687
2004-10-18,3709.305
2004-10-19,3758.585
2004-10-20,3718.122
2004-10-21,3716.62
2004-10-22,3733.542
2004-10-25,3709.7
2004-10-26,3707.846
2004-10-27,3723.167
2004-10-28,3788.439
2004-10-29,3768.752
2004-11-01,3748.419
2004-11-02,3804.073
2004-11-03,3807.299
2004-11-04,3836.488
2004-11-05,3884.012
2004-11-08,3859.243
2004-11-09,3843.253
2004-11-10,3802.089
2004-11-11,3775.603
2004-11-12,3862.117
2004-11-15,3933.42
2004-11-16,3929.488
2004-11-17,3951.9
2004-11-18,3934.618
2004-11-19,3983.799
2004-11-22,3898.297
2004-11-23,3886.248
2004-11-24,3916.529
2004-11-25,3944.203
2004-11-26,3925.418
2004-11-29,3977.415
2004-11-30,3950.69
2004-12-01,3904.508
2004-12-02,3961.559
2004-12-03,4009.048
2004-12-06,3974.859
2004-12-07,3931.617
2004-12-08,3886.999
2004-12-09,3833.168
2004-12-10,3795.861
2004-12-13,3840.022
2004-12-14,3858.465
2004-12-15,3920.524
2004-12-16,3911.639
2004-12-17,3943.808
2004-12-20,3954.148
2004-12-21,3949.099
2004-12-22,3987.837
2004-12-23,4005.925
2004-12-24,4052.839
2004-12-27,4072.022
2004-12-28,4088.392
2004-12-29,4047.04
2004-12-30,4130.662
2004-12-31,4153.438
2005-01-03,4137.087
2005-01-04,4090.119
2005-01-05,4073.172
2005-01-06,4040.921
2005-01-07,4034.415
2005-01-10,4048.896
2005-01-11,4109.736
2005-01-12,4133.018
2005-01-13,4100.183
2005-01-14,4111.528
2005-01-17,4140.92
2005-01-18,4100.643
2005-01-19,4100.123
2005-01-20,4031.818
2005-01-21,4022.219
2005-01-24,4063.308
2005-01-25,4005.303
2005-01-26,4079.844
2005-01-27,4051.587
2005-01-28,4037.963
2005-01-31,4056.992
2005-02-01,4034.503
2005-02-02,4053.322
2005-02-03,4010.787
2005-02-04,4037.601
2005-02-07,4037.086
2005-02-08,3990.029
2005-02-09,3999.326
2005-02-10,4025.347
2005-02-11,4021.918
2005-02-14,4074.873
2005-02-15,4092.767
2005-02-16,4055.578
2005-02-17,4040.614
2005-02-18,4053.46
2005-02-21,4064.36
2005-02-22,4099.108
2005-02-23,4027.964
2005-02-24,4027.208
2005-02-25,4070.287
2005-02-28,4140.648
2005-03-01,4139.436
2005-03-02,4142.738
2005-03-03,4149.169
2005-03-04,4178.377
2005-03-07,4174.593
2005-03-08,4189.902
2005-03-09,4233.508
2005-03-10,4201.678
2005-03-11,4221.79
2005-03-14,4162.999
2005-03-15,4175.15
2005-03-16,4205.641
2005-03-17,4162.353
2005-03-18,4182.148
2005-03-21,4175.38
2005-03-22,4175.497
2005-03-23,4116.485
2005-03-24,4074.768
2005-03-25,4095.02
2005-03-28,4099.818
2005-03-29,4017.441
2005-03-30,4002.611
2005-03-31,4056.676
2005-04-01,4059.62
2005-04-04,4012.429
2005-04-05,4033.735
2005-04-06,4050.807
2005-04-07,4064.261
2005-04-08,4066.358
2005-04-11,4056.255
2005-04-12,4004.565
2005-04-13,4027.614
2005-04-14,3970.399
2005-04-15,3938.125
2005-04-18,3803.998
2005-04-19,3868.947
2005-04-20,3890.688
2005-04-21,3857.116
2005-04-22,3916.449
2005-04-25,3934.304
2005-04-26,3910.256
2005-04-27,3911.803
2005-04-28,3912.783
2005-04-29,3952.315
2005-05-02,3949.211
2005-05-03,3948.648
2005-05-04,3981.462
2005-05-05,3975.363
2005-05-06,4033.791
2005-05-09,3999.149
2005-05-10,3992.07
2005-05-11,3973.5
2005-05-12,3923.606
2005-05-13,3888.713
2005-05-16,3852.58
2005-05-17,3821.725
2005-05-18,3810.909
2005-05-19,3873.908
2005-05-20,3849.732
2005-05-23,3896.516
2005-05-24,3900.082
2005-05-25,3856.376
2005-05-26,3840.853
2005-05-27,3875.293
2005-05-30,3909.504
2005-05-31,3916.357
2005-06-01,3914.652
2005-06-02,3911.803
2005-06-03,3936.359
2005-06-06,3958.132
2005-06-07,3942.221
2005-06-08,3961.499
2005-06-09,3893.695
2005-06-10,3901.27
2005-06-13,3862.196
2005-06-14,3876.789
