Date,ITALY SMID GROWTH SMID (Small+Mid Cap)
2019-05-31,965.965
2019-06-28,1069.665
2019-07-31,1045.809
2019-08-30,1028.238
2019-09-30,1028.912
2019-10-31,1067.98
2019-11-29,1132.33
2019-12-31,1135.957
2020-01-31,1100.077
2020-02-28,1021.991
2020-03-31,840.362
2020-04-30,926.978
2020-05-29,986.423
2020-06-30,1027.203
2020-07-31,1102.391
2020-08-31,1139.115
2020-09-30,1151.244
2020-10-30,1098.526
2020-11-30,1281.702
2020-12-31,1377.83
2021-01-29,1316.616
2021-02-26,1388.735
2021-03-31,1381.574
2021-04-30,1441.245
2021-05-31,1566.758
2021-06-30,1567.869
2021-07-30,1597.718
2021-08-31,1634.296
2021-09-30,1557.568
2021-10-29,1640.656
2021-11-30,1563.088
2021-12-31,1647.59
2022-01-31,1458.439
2022-02-28,1394.059
2022-03-31,1400.285
2022-04-29,1312.089
2022-05-31,1314.46
2022-06-30,1147.721
2022-07-29,1235.286
2022-08-31,1144.361
2022-09-30,1060.848
2022-10-31,1138.162
2022-11-30,1273.642
2022-12-30,1303.933
2023-01-31,1414.264
2023-02-28,1384.738
2023-03-31,1403.756
2023-04-28,1420.933
2023-05-31,1322.7
2023-06-30,1396.57
2023-07-31,1429.575
2023-08-31,1359.169
2023-09-29,1234.208
2023-10-31,1162.13
2023-11-30,1288.798
2023-12-29,1402.832
2024-01-31,1381.056
2024-02-29,1438.908
2024-03-29,1483.131
2024-04-30,1442.445
2024-05-31,1538.397
2024-06-28,1476.016
2024-07-31,1490.513
2024-08-30,1534.201
2024-09-30,1538.554
2024-10-31,1447.123
2024-11-29,1404.81
2024-12-31,1403.869
2025-01-31,1547.353
2025-02-28,1558.32
2025-03-31,1548.54
2025-04-30,1630.669
2025-05-30,1809.441
2025-06-30,1829.526
2025-07-31,1804.298
2025-08-29,1904.921
2025-09-30,1980.267
2025-10-31,1978.294
2025-11-28,1971.726
2025-12-31,2011.891
