Date,ITALY SMID GROWTH SMID (Small+Mid Cap)
2010-09-20,497.715
2010-09-21,502.966
2010-09-22,506.02
2010-09-23,501.252
2010-09-24,514.902
2010-09-27,513.845
2010-09-28,517.342
2010-09-29,516.516
2010-09-30,521.403
2010-10-01,524.026
2010-10-04,517.185
2010-10-05,534.163
2010-10-06,538.989
2010-10-07,541.686
2010-10-08,539.817
2010-10-11,542.807
2010-10-12,539.552
2010-10-13,554.583
2010-10-14,556.93
2010-10-15,554.049
2010-10-18,556.458
2010-10-19,545.784
2010-10-20,558.406
2010-10-21,568.048
2010-10-22,565.523
2010-10-25,568.147
2010-10-26,561.26
2010-10-27,554.029
2010-10-28,560.626
2010-10-29,558.84
2010-11-01,554.903
2010-11-02,562.494
2010-11-03,556.22
2010-11-04,573.073
2010-11-05,564.107
2010-11-08,555.858
2010-11-09,561.052
2010-11-10,542.895
2010-11-11,539.215
2010-11-12,535.213
2010-11-15,537.728
2010-11-16,523.868
2010-11-17,530.111
2010-11-18,536.768
2010-11-19,539.851
2010-11-22,531.44
2010-11-23,514.016
2010-11-24,518.5
2010-11-25,519.665
2010-11-26,513.009
2010-11-29,495.798
2010-11-30,488.899
2010-12-01,500.765
2010-12-02,514.715
2010-12-03,524.092
2010-12-06,519.073
2010-12-07,527.313
2010-12-08,526.445
2010-12-09,522.521
2010-12-10,526.92
2010-12-13,537.458
2010-12-14,536.732
2010-12-15,531.654
2010-12-16,527.368
2010-12-17,525.356
2010-12-20,527.695
2010-12-21,531.531
2010-12-22,533.0
2010-12-23,532.426
2010-12-24,534.524
2010-12-27,531.965
2010-12-28,529.951
2010-12-29,532.717
2010-12-30,535.615
2010-12-31,540.999
2011-01-03,541.961
2011-01-04,545.426
2011-01-05,539.544
2011-01-06,539.076
2011-01-07,538.651
2011-01-10,529.838
2011-01-11,541.01
2011-01-12,551.943
2011-01-13,561.371
2011-01-14,563.5
2011-01-17,560.106
2011-01-18,565.031
2011-01-19,562.987
2011-01-20,549.132
2011-01-21,560.191
2011-01-24,560.815
2011-01-25,561.479
2011-01-26,567.7
2011-01-27,572.215
2011-01-28,560.642
2011-01-31,564.6
2011-02-01,574.947
2011-02-02,571.644
2011-02-03,564.689
2011-02-04,565.081
2011-02-07,569.883
2011-02-08,578.731
2011-02-09,578.752
2011-02-10,572.031
2011-02-11,571.158
2011-02-14,570.786
2011-02-15,570.885
2011-02-16,570.625
2011-02-17,571.437
2011-02-18,571.776
2011-02-21,557.846
2011-02-22,556.413
2011-02-23,556.289
2011-02-24,558.378
2011-02-25,562.25
2011-02-28,567.096
2011-03-01,567.416
2011-03-02,571.337
2011-03-03,571.09
2011-03-04,564.307
2011-03-07,580.459
2011-03-08,577.366
2011-03-09,583.693
2011-03-10,569.072
2011-03-11,563.025
2011-03-14,566.417
2011-03-15,559.404
2011-03-16,550.174
2011-03-17,561.602
2011-03-18,571.336
2011-03-21,581.061
2011-03-22,578.922
2011-03-23,577.912
2011-03-24,589.762
2011-03-25,587.781
2011-03-28,590.7
2011-03-29,590.414
2011-03-30,602.351
2011-03-31,602.95
2011-04-01,608.87
2011-04-04,617.568
2011-04-05,619.544
2011-04-06,628.394
2011-04-07,620.855
2011-04-08,633.904
2011-04-11,632.52
2011-04-12,623.918
2011-04-13,628.01
2011-04-14,623.381
2011-04-15,626.161
2011-04-18,603.364
2011-04-19,613.543
2011-04-20,634.374
2011-04-21,642.084
2011-04-22,642.084
2011-04-25,641.622
2011-04-26,652.059
2011-04-27,652.554
2011-04-28,665.692
2011-04-29,668.36
2011-05-02,673.045
2011-05-03,666.508
2011-05-04,659.699
2011-05-05,644.614
2011-05-06,645.258
2011-05-09,631.909
2011-05-10,644.785
2011-05-11,644.207
2011-05-12,635.062
2011-05-13,626.006
2011-05-16,626.304
2011-05-17,613.304
2011-05-18,618.233
2011-05-19,622.014
2011-05-20,612.321
2011-05-23,595.804
2011-05-24,603.927
2011-05-25,607.367
2011-05-26,605.605
2011-05-27,615.149
2011-05-30,622.457
2011-05-31,632.061
2011-06-01,634.449
2011-06-02,629.883
2011-06-03,636.349
2011-06-06,634.62
2011-06-07,637.494
2011-06-08,624.201
2011-06-09,623.745
2011-06-10,612.763
2011-06-13,612.712
2011-06-14,623.022
2011-06-15,606.877
2011-06-16,597.216
2011-06-17,605.574
2011-06-20,600.279
2011-06-21,609.715
2011-06-22,608.611
2011-06-23,582.522
2011-06-24,582.588
2011-06-27,589.861
2011-06-28,595.915
2011-06-29,604.701
2011-06-30,618.738
2011-07-01,622.352
2011-07-04,626.189
2011-07-05,620.723
2011-07-06,604.396
2011-07-07,610.777
2011-07-08,592.567
2011-07-11,562.542
2011-07-12,568.167
2011-07-13,580.774
2011-07-14,573.646
2011-07-15,565.887
2011-07-18,551.09
2011-07-19,563.0
2011-07-20,570.309
2011-07-21,587.904
2011-07-22,592.04
2011-07-25,585.718
2011-07-26,589.425
2011-07-27,576.464
2011-07-28,574.257
2011-07-29,576.336
2011-08-01,556.985
2011-08-02,540.264
2011-08-03,535.954
2011-08-04,512.639
2011-08-05,507.679
2011-08-08,482.312
2011-08-09,490.481
2011-08-10,471.4
2011-08-11,489.897
2011-08-12,504.14
2011-08-15,512.297
2011-08-16,509.264
2011-08-17,514.354
2011-08-18,483.299
2011-08-19,480.756
2011-08-22,485.277
2011-08-23,481.514
2011-08-24,492.115
2011-08-25,491.331
2011-08-26,490.498
2011-08-29,506.872
2011-08-30,504.73
2011-08-31,518.69
2011-09-01,515.054
2011-09-02,499.979
2011-09-05,476.537
2011-09-06,468.679
2011-09-07,483.636
2011-09-08,485.599
2011-09-09,461.605
2011-09-12,447.561
2011-09-13,457.018
2011-09-14,471.151
2011-09-15,486.15
2011-09-16,491.611
2011-09-19,477.042
2011-09-20,486.415
2011-09-21,483.835
2011-09-22,454.979
2011-09-23,454.413
2011-09-26,458.887
2011-09-27,481.149
2011-09-28,480.438
2011-09-29,482.728
2011-09-30,465.752
2011-10-03,458.358
2011-10-04,446.404
2011-10-05,458.032
2011-10-06,475.91
2011-10-07,477.203
2011-10-10,494.984
2011-10-11,492.432
2011-10-12,506.91
2011-10-13,498.925
2011-10-14,511.701
2011-10-17,498.701
2011-10-18,500.977
2011-10-19,507.515
2011-10-20,489.362
2011-10-21,501.85
2011-10-24,508.445
2011-10-25,506.089
2011-10-26,503.063
2011-10-27,531.376
2011-10-28,527.643
2011-10-31,504.829
2011-11-01,473.348
2011-11-02,483.987
2011-11-03,493.238
2011-11-04,483.529
2011-11-07,487.028
2011-11-08,488.879
2011-11-09,467.124
2011-11-10,471.293
2011-11-11,494.304
2011-11-14,479.99
2011-11-15,473.273
2011-11-16,473.223
2011-11-17,464.919
2011-11-18,466.034
2011-11-21,448.133
2011-11-22,445.69
2011-11-23,430.212
2011-11-24,429.417
2011-11-25,425.435
2011-11-28,439.794
2011-11-29,440.578
2011-11-30,461.948
2011-12-01,459.907
2011-12-02,461.529
2011-12-05,473.762
2011-12-06,465.972
2011-12-07,462.445
2011-12-08,446.832
2011-12-09,457.294
2011-12-12,437.694
2011-12-13,434.086
2011-12-14,417.392
2011-12-15,422.109
2011-12-16,423.445
2011-12-19,419.275
2011-12-20,437.634
2011-12-21,430.128
2011-12-22,434.703
2011-12-23,434.579
2011-12-26,434.579
2011-12-27,431.685
2011-12-28,424.817
2011-12-29,425.46
2011-12-30,430.274
2012-01-02,440.718
2012-01-03,450.837
2012-01-04,439.173
2012-01-05,426.907
2012-01-06,423.936
2012-01-09,418.179
2012-01-10,428.39
2012-01-11,423.399
2012-01-12,435.654
2012-01-13,426.604
2012-01-16,435.651
2012-01-17,439.9
2012-01-18,442.653
2012-01-19,453.189
2012-01-20,456.273
2012-01-23,464.42
2012-01-24,460.686
2012-01-25,462.28
2012-01-26,477.046
2012-01-27,474.327
2012-01-30,466.411
2012-01-31,469.384
2012-02-01,486.058
2012-02-02,486.607
2012-02-03,488.748
2012-02-06,485.817
2012-02-07,490.834
2012-02-08,495.272
2012-02-09,498.181
2012-02-10,487.686
2012-02-13,489.054
2012-02-14,489.282
2012-02-15,490.262
2012-02-16,486.48
2012-02-17,499.28
2012-02-20,506.417
2012-02-21,508.833
2012-02-22,503.702
2012-02-23,499.066
2012-02-24,505.768
2012-02-27,497.142
2012-02-28,499.173
2012-02-29,498.028
2012-03-01,507.176
2012-03-02,503.71
2012-03-05,501.554
2012-03-06,481.093
2012-03-07,484.939
2012-03-08,505.238
2012-03-09,494.896
2012-03-12,496.29
2012-03-13,505.811
2012-03-14,506.279
2012-03-15,510.853
2012-03-16,510.979
2012-03-19,515.112
2012-03-20,508.182
2012-03-21,505.042
2012-03-22,497.11
2012-03-23,508.064
2012-03-26,515.921
2012-03-27,517.484
2012-03-28,512.589
2012-03-29,498.018
2012-03-30,502.906
2012-04-02,504.009
2012-04-03,501.808
2012-04-04,479.257
2012-04-05,479.31
2012-04-06,479.31
2012-04-09,479.585
2012-04-10,461.565
2012-04-11,467.514
2012-04-12,482.177
2012-04-13,467.25
2012-04-16,466.183
2012-04-17,481.73
2012-04-18,470.821
2012-04-19,464.513
2012-04-20,466.826
2012-04-23,450.064
2012-04-24,463.299
2012-04-25,471.157
2012-04-26,469.933
2012-04-27,479.784
2012-04-30,475.148
2012-05-01,474.771
2012-05-02,466.297
2012-05-03,467.131
2012-05-04,458.927
2012-05-07,466.676
2012-05-08,452.337
2012-05-09,446.6
2012-05-10,452.707
2012-05-11,459.212
2012-05-14,445.268
2012-05-15,437.817
2012-05-16,431.153
2012-05-17,427.5
2012-05-18,423.163
2012-05-21,433.231
2012-05-22,447.569
2012-05-23,426.117
2012-05-24,429.274
2012-05-25,427.639
2012-05-28,427.493
2012-05-29,436.192
2012-05-30,420.995
2012-05-31,415.458
2012-06-01,404.694
2012-06-04,407.549
2012-06-05,408.621
2012-06-06,421.973
2012-06-07,431.749
2012-06-08,422.173
2012-06-11,418.078
2012-06-12,411.609
2012-06-13,410.194
2012-06-14,412.137
2012-06-15,422.884
2012-06-18,420.643
2012-06-19,431.343
2012-06-20,442.562
2012-06-21,441.426
2012-06-22,433.73
2012-06-25,419.044
2012-06-26,410.818
2012-06-27,415.947
2012-06-28,413.244
2012-06-29,443.618
2012-07-02,440.219
2012-07-03,449.236
2012-07-04,448.053
2012-07-05,440.782
2012-07-06,426.837
2012-07-09,425.425
2012-07-10,428.578
2012-07-11,422.846
2012-07-12,414.47
2012-07-13,420.781
2012-07-16,425.11
2012-07-17,421.38
2012-07-18,423.549
2012-07-19,427.123
2012-07-20,409.256
2012-07-23,395.019
2012-07-24,390.678
2012-07-25,399.337
2012-07-26,419.808
2012-07-27,431.281
2012-07-30,437.678
2012-07-31,434.805
2012-08-01,435.417
2012-08-02,417.213
2012-08-03,443.013
2012-08-06,454.15
2012-08-07,455.921
2012-08-08,453.307
2012-08-09,452.692
2012-08-10,450.65
2012-08-13,449.541
2012-08-14,450.694
2012-08-15,449.249
2012-08-16,455.691
2012-08-17,459.585
2012-08-20,455.223
2012-08-21,469.363
2012-08-22,466.593
2012-08-23,467.507
2012-08-24,462.603
2012-08-27,464.528
2012-08-28,464.949
2012-08-29,464.092
2012-08-30,456.933
2012-08-31,466.888
2012-09-03,474.625
2012-09-04,473.177
2012-09-05,474.891
2012-09-06,490.395
2012-09-07,502.221
2012-09-10,505.057
2012-09-11,508.432
2012-09-12,512.559
2012-09-13,510.072
2012-09-14,533.531
2012-09-17,529.0
2012-09-18,519.916
2012-09-19,522.077
2012-09-20,510.936
2012-09-21,513.708
2012-09-24,511.26
2012-09-25,512.876
2012-09-26,494.297
2012-09-27,496.266
2012-09-28,489.56
2012-10-01,503.209
2012-10-02,507.584
2012-10-03,507.649
2012-10-04,515.558
2012-10-05,525.557
2012-10-08,512.786
2012-10-09,508.539
2012-10-10,507.095
2012-10-11,515.874
2012-10-12,513.65
2012-10-15,513.676
2012-10-16,521.487
2012-10-17,531.054
2012-10-18,528.522
2012-10-19,520.623
2012-10-22,522.2
2012-10-23,509.568
2012-10-24,512.879
2012-10-25,513.232
2012-10-26,513.726
2012-10-29,508.779
2012-10-30,513.755
2012-10-31,511.021
2012-11-01,519.562
2012-11-02,515.712
2012-11-05,508.182
2012-11-06,512.095
2012-11-07,498.613
2012-11-08,491.485
2012-11-09,487.911
2012-11-12,482.605
2012-11-13,482.018
2012-11-14,477.252
2012-11-15,475.03
2012-11-16,465.624
2012-11-19,483.651
2012-11-20,480.677
2012-11-21,484.642
2012-11-22,492.265
2012-11-23,496.944
2012-11-26,494.854
2012-11-27,492.389
2012-11-28,494.237
2012-11-29,508.253
2012-11-30,509.626
2012-12-03,511.81
2012-12-04,513.995
2012-12-05,514.011
2012-12-06,509.444
2012-12-07,505.255
2012-12-10,498.181
2012-12-11,507.554
2012-12-12,511.511
2012-12-13,515.792
2012-12-14,518.037
2012-12-17,523.215
2012-12-18,528.381
2012-12-19,533.415
2012-12-20,535.401
2012-12-21,530.741
2012-12-24,531.567
2012-12-25,531.567
2012-12-26,532.654
2012-12-27,537.364
2012-12-28,535.227
2012-12-31,533.729
2013-01-01,533.729
2013-01-02,548.972
2013-01-03,545.193
2013-01-04,543.783
2013-01-07,545.959
2013-01-08,546.633
2013-01-09,551.761
2013-01-10,561.799
2013-01-11,566.656
2013-01-14,572.976
2013-01-15,570.888
2013-01-16,570.396
2013-01-17,583.96
2013-01-18,582.444
2013-01-21,588.8
2013-01-22,591.132
2013-01-23,590.743
2013-01-24,596.584
2013-01-25,599.946
2013-01-28,605.304
2013-01-29,601.834
2013-01-30,595.819
2013-01-31,597.401
2013-02-01,608.26
2013-02-04,581.391
2013-02-05,579.238
2013-02-06,582.591
2013-02-07,576.689
2013-02-08,586.368
2013-02-11,583.714
2013-02-12,587.193
2013-02-13,589.361
2013-02-14,582.32
2013-02-15,584.885
2013-02-18,582.721
2013-02-19,592.013
2013-02-20,594.113
2013-02-21,574.304
2013-02-22,572.432
2013-02-25,577.791
2013-02-26,558.338
2013-02-27,569.107
2013-02-28,574.446
2013-03-01,566.162
2013-03-04,565.057
2013-03-05,578.517
2013-03-06,573.99
2013-03-07,581.884
2013-03-08,584.493
2013-03-11,587.546
2013-03-12,581.354
2013-03-13,574.347
2013-03-14,580.808
2013-03-15,587.516
2013-03-18,580.755
2013-03-19,573.473
2013-03-20,580.259
2013-03-21,572.126
2013-03-22,580.081
2013-03-25,569.146
2013-03-26,568.137
2013-03-27,561.008
2013-03-28,563.488
2013-03-29,563.488
2013-04-01,563.751
2013-04-02,564.836
2013-04-03,560.514
2013-04-04,555.827
2013-04-05,561.927
2013-04-08,556.006
2013-04-09,560.35
2013-04-10,577.738
2013-04-11,580.684
2013-04-12,573.607
2013-04-15,564.194
2013-04-16,564.38
2013-04-17,553.811
2013-04-18,552.34
2013-04-19,561.071
2013-04-22,563.777
2013-04-23,579.877
2013-04-24,582.089
2013-04-25,589.258
2013-04-26,585.883
2013-04-29,599.011
2013-04-30,598.625
2013-05-01,599.034
2013-05-02,597.314
2013-05-03,603.534
2013-05-06,601.264
2013-05-07,607.882
2013-05-08,623.685
2013-05-09,617.43
2013-05-10,618.354
2013-05-13,619.39
2013-05-14,623.481
2013-05-15,626.859
2013-05-16,629.907
2013-05-17,627.821
2013-05-20,636.123
2013-05-21,634.911
2013-05-22,637.744
2013-05-23,620.124
2013-05-24,625.429
2013-05-27,635.648
2013-05-28,641.444
2013-05-29,638.164
2013-05-30,647.617
2013-05-31,644.164
2013-06-03,648.232
2013-06-04,649.068
2013-06-05,647.301
2013-06-06,640.312
2013-06-07,648.91
2013-06-10,646.865
2013-06-11,641.712
2013-06-12,637.764
2013-06-13,632.584
2013-06-14,638.094
2013-06-17,644.879
2013-06-18,651.103
2013-06-19,650.381
2013-06-20,623.513
2013-06-21,610.363
2013-06-24,601.457
2013-06-25,608.395
2013-06-26,614.091
2013-06-27,621.936
2013-06-28,617.591
2013-07-01,628.837
2013-07-02,625.729
2013-07-03,618.0
2013-07-04,631.695
2013-07-05,624.998
2013-07-08,637.074
2013-07-09,631.973
2013-07-10,638.379
2013-07-11,646.965
2013-07-12,641.673
2013-07-15,654.111
2013-07-16,655.376
2013-07-17,655.729
2013-07-18,667.603
2013-07-19,673.207
2013-07-22,680.571
2013-07-23,683.292
2013-07-24,689.264
2013-07-25,687.657
2013-07-26,687.545
2013-07-29,691.754
2013-07-30,695.813
2013-07-31,692.135
2013-08-01,705.997
2013-08-02,710.655
2013-08-05,716.994
2013-08-06,720.046
2013-08-07,717.56
2013-08-08,731.011
2013-08-09,731.879
2013-08-12,734.55
2013-08-13,735.589
2013-08-14,740.065
2013-08-15,739.229
2013-08-16,742.087
2013-08-19,732.549
2013-08-20,722.674
2013-08-21,717.161
2013-08-22,733.089
2013-08-23,732.01
2013-08-26,715.176
2013-08-27,703.124
2013-08-28,695.548
2013-08-29,700.583
2013-08-30,687.063
2013-09-02,698.976
2013-09-03,696.245
2013-09-04,690.967
2013-09-05,691.857
2013-09-06,697.642
2013-09-09,713.488
2013-09-10,719.772
2013-09-11,729.403
2013-09-12,724.594
2013-09-13,721.962
2013-09-16,732.536
2013-09-17,731.893
2013-09-18,730.666
2013-09-19,747.085
2013-09-20,749.667
2013-09-23,748.846
2013-09-24,752.093
2013-09-25,753.087
2013-09-26,742.361
2013-09-27,740.399
2013-09-30,732.285
2013-10-01,750.32
2013-10-02,752.961
2013-10-03,755.301
2013-10-04,764.749
2013-10-07,764.589
2013-10-08,763.493
2013-10-09,758.415
2013-10-10,767.029
2013-10-11,772.369
2013-10-14,771.664
2013-10-15,766.37
2013-10-16,768.502
2013-10-17,776.195
2013-10-18,782.241
2013-10-21,781.032
2013-10-22,798.502
2013-10-23,783.485
2013-10-24,790.248
2013-10-25,776.144
2013-10-28,771.54
2013-10-29,785.257
2013-10-30,775.695
2013-10-31,772.199
2013-11-01,756.4
2013-11-04,765.963
2013-11-05,759.355
2013-11-06,772.125
2013-11-07,763.278
2013-11-08,766.035
2013-11-11,771.999
2013-11-12,770.318
2013-11-13,755.997
2013-11-14,754.148
2013-11-15,761.072
2013-11-18,779.53
2013-11-19,770.908
2013-11-20,766.977
2013-11-21,768.944
2013-11-22,777.539
2013-11-25,778.253
2013-11-26,783.651
2013-11-27,791.457
2013-11-28,798.854
2013-11-29,796.404
2013-12-02,784.087
2013-12-03,770.762
2013-12-04,767.225
2013-12-05,762.303
2013-12-06,766.641
2013-12-09,779.507
2013-12-10,781.832
2013-12-11,770.333
2013-12-12,760.442
2013-12-13,758.398
2013-12-16,766.008
2013-12-17,758.276
2013-12-18,766.892
2013-12-19,778.209
2013-12-20,784.135
2013-12-23,792.617
2013-12-24,790.333
2013-12-25,790.333
2013-12-26,791.808
2013-12-27,805.754
2013-12-30,810.935
2013-12-31,808.88
2014-01-01,808.88
2014-01-02,811.334
2014-01-03,813.921
2014-01-06,816.905
2014-01-07,818.789
2014-01-08,807.595
2014-01-09,812.819
2014-01-10,823.903
2014-01-13,835.766
2014-01-14,841.019
2014-01-15,845.722
2014-01-16,845.001
2014-01-17,851.568
2014-01-20,848.622
2014-01-21,846.476
2014-01-22,838.393
2014-01-23,840.123
2014-01-24,823.108
2014-01-27,812.342
2014-01-28,827.338
2014-01-29,824.516
2014-01-30,818.529
2014-01-31,813.568
2014-02-03,793.052
2014-02-04,799.376
2014-02-05,806.44
2014-02-06,829.717
2014-02-07,836.068
2014-02-10,841.562
2014-02-11,850.796
2014-02-12,855.929
2014-02-13,859.862
2014-02-14,873.841
2014-02-17,875.279
2014-02-18,877.712
2014-02-19,878.277
2014-02-20,874.519
2014-02-21,877.926
2014-02-24,877.326
2014-02-25,876.971
2014-02-26,875.683
2014-02-27,876.04
2014-02-28,888.721
2014-03-03,857.032
2014-03-04,882.679
2014-03-05,895.881
2014-03-06,907.895
2014-03-07,902.161
2014-03-10,902.179
2014-03-11,901.135
2014-03-12,897.098
2014-03-13,890.648
2014-03-14,879.79
2014-03-17,896.686
2014-03-18,894.703
2014-03-19,891.615
2014-03-20,885.932
2014-03-21,877.162
2014-03-24,863.006
2014-03-25,869.494
2014-03-26,885.531
2014-03-27,887.249
2014-03-28,900.095
2014-03-31,911.47
2014-04-01,932.358
2014-04-02,921.574
2014-04-03,926.735
2014-04-04,937.303
2014-04-07,932.304
2014-04-08,917.759
2014-04-09,924.235
2014-04-10,913.148
2014-04-11,904.951
2014-04-14,897.717
2014-04-15,869.524
2014-04-16,900.083
2014-04-17,907.231
2014-04-18,907.231
2014-04-21,905.165
2014-04-22,920.59
2014-04-23,911.329
2014-04-24,912.32
2014-04-25,901.872
2014-04-28,905.587
2014-04-29,918.108
2014-04-30,914.952
2014-05-01,914.952
2014-05-02,921.308
2014-05-05,915.631
2014-05-06,913.209
2014-05-07,886.248
2014-05-08,893.191
2014-05-09,866.994
2014-05-12,868.147
2014-05-13,855.791
2014-05-14,846.11
2014-05-15,812.281
2014-05-16,820.151
2014-05-19,823.974
2014-05-20,826.425
2014-05-21,831.049
2014-05-22,821.421
2014-05-23,835.846
2014-05-26,866.853
2014-05-27,862.706
2014-05-28,868.993
2014-05-29,866.54
2014-05-30,876.123
2014-06-02,881.429
2014-06-03,874.587
2014-06-04,872.301
2014-06-05,877.575
2014-06-06,886.475
2014-06-09,889.438
2014-06-10,910.288
2014-06-11,873.09
2014-06-12,871.378
2014-06-13,869.063
2014-06-16,889.442
2014-06-17,905.682
2014-06-18,900.821
2014-06-19,886.6
2014-06-20,883.517
2014-06-23,873.925
2014-06-24,856.445
2014-06-25,828.414
2014-06-26,825.386
2014-06-27,823.747
2014-06-30,818.592
2014-07-01,835.891
2014-07-02,837.611
2014-07-03,848.635
2014-07-04,835.334
2014-07-07,826.194
2014-07-08,804.392
2014-07-09,813.305
2014-07-10,790.377
2014-07-11,792.315
2014-07-14,790.338
2014-07-15,784.189
2014-07-16,801.165
2014-07-17,791.948
2014-07-18,793.905
2014-07-21,781.623
2014-07-22,789.295
2014-07-23,785.541
2014-07-24,803.916
2014-07-25,799.501
2014-07-28,792.196
2014-07-29,790.259
2014-07-30,783.642
2014-07-31,767.751
2014-08-01,763.254
2014-08-04,759.595
2014-08-05,741.843
2014-08-06,719.849
2014-08-07,711.331
2014-08-08,712.904
2014-08-11,721.776
2014-08-12,724.708
2014-08-13,724.288
2014-08-14,722.931
2014-08-15,723.066
2014-08-18,729.253
2014-08-19,729.398
2014-08-20,726.2
2014-08-21,737.661
2014-08-22,734.931
2014-08-25,746.92
2014-08-26,759.018
2014-08-27,766.775
2014-08-28,751.142
2014-08-29,753.841
2014-09-01,746.205
2014-09-02,749.549
2014-09-03,762.156
2014-09-04,766.877
2014-09-05,766.523
2014-09-08,759.074
2014-09-09,753.098
2014-09-10,753.788
2014-09-11,755.315
2014-09-12,756.513
2014-09-15,747.294
2014-09-16,743.907
2014-09-17,752.839
2014-09-18,746.838
2014-09-19,738.504
2014-09-22,726.438
2014-09-23,720.143
2014-09-24,722.812
2014-09-25,711.03
2014-09-26,717.71
2014-09-29,709.912
2014-09-30,714.48
2014-10-01,702.753
2014-10-02,682.875
2014-10-03,684.819
2014-10-06,687.513
2014-10-07,679.823
2014-10-08,677.973
2014-10-09,666.13
2014-10-10,653.952
2014-10-13,655.731
2014-10-14,654.878
2014-10-15,635.28
2014-10-16,628.556
2014-10-17,652.927
2014-10-20,647.539
2014-10-21,661.928
2014-10-22,665.716
2014-10-23,668.536
2014-10-24,670.92
2014-10-27,646.642
2014-10-28,658.747
2014-10-29,661.71
2014-10-30,651.994
2014-10-31,661.751
2014-11-03,654.502
2014-11-04,646.839
2014-11-05,654.031
2014-11-06,646.923
2014-11-07,646.909
2014-11-10,650.144
2014-11-11,653.036
2014-11-12,648.846
2014-11-13,656.627
2014-11-14,663.261
2014-11-17,670.185
2014-11-18,681.12
2014-11-19,676.053
2014-11-20,674.662
2014-11-21,684.115
2014-11-24,688.665
2014-11-25,694.25
2014-11-26,695.787
2014-11-27,696.094
2014-11-28,693.869
2014-12-01,687.762
2014-12-02,684.16
2014-12-03,689.292
2014-12-04,680.694
2014-12-05,693.422
2014-12-08,691.858
2014-12-09,680.193
2014-12-10,668.115
2014-12-11,658.931
2014-12-12,649.479
2014-12-15,632.433
2014-12-16,653.615
2014-12-17,641.239
2014-12-18,646.246
2014-12-19,645.96
2014-12-22,647.692
2014-12-23,651.799
2014-12-24,652.495
2014-12-25,652.495
2014-12-26,651.478
2014-12-29,651.024
2014-12-30,648.208
2014-12-31,644.798
2015-01-01,644.798
2015-01-02,645.197
2015-01-05,623.965
2015-01-06,617.512
2015-01-07,609.738
2015-01-08,626.698
2015-01-09,616.927
2015-01-12,618.718
2015-01-13,629.372
2015-01-14,623.508
2015-01-15,620.404
2015-01-16,624.519
2015-01-19,643.86
2015-01-20,649.154
2015-01-21,658.054
2015-01-22,662.218
2015-01-23,662.049
2015-01-26,674.365
2015-01-27,676.487
2015-01-28,671.318
2015-01-29,675.0
2015-01-30,672.171
2015-02-02,678.71
2015-02-03,699.353
2015-02-04,702.968
2015-02-05,705.062
2015-02-06,698.687
2015-02-09,686.267
2015-02-10,698.903
2015-02-11,692.909
2015-02-12,714.617
2015-02-13,714.294
2015-02-16,715.863
2015-02-17,717.551
2015-02-18,725.855
2015-02-19,738.081
2015-02-20,740.418
2015-02-23,750.482
2015-02-24,752.3
2015-02-25,744.853
2015-02-26,746.314
2015-02-27,750.064
2015-03-02,751.641
2015-03-03,736.518
2015-03-04,737.207
2015-03-05,746.781
2015-03-06,742.204
2015-03-09,744.394
2015-03-10,734.095
2015-03-11,743.543
2015-03-12,749.952
2015-03-13,751.35
2015-03-16,760.542
2015-03-17,750.108
2015-03-18,745.787
2015-03-19,755.456
2015-03-20,772.801
2015-03-23,780.465
2015-03-24,788.703
2015-03-25,790.451
2015-03-26,777.807
2015-03-27,776.553
2015-03-30,783.195
2015-03-31,776.112
2015-04-01,782.942
2015-04-02,796.086
2015-04-03,796.086
2015-04-06,807.132
2015-04-07,802.716
2015-04-08,801.254
2015-04-09,803.406
2015-04-10,802.607
2015-04-13,805.625
2015-04-14,806.298
2015-04-15,804.437
2015-04-16,797.188
2015-04-17,784.844
2015-04-20,790.563
2015-04-21,791.108
2015-04-22,789.178
2015-04-23,786.293
2015-04-24,799.842
2015-04-27,817.464
2015-04-28,814.922
2015-04-29,803.761
2015-04-30,801.584
2015-05-01,802.8
2015-05-04,802.159
2015-05-05,793.256
2015-05-06,803.073
2015-05-07,807.872
2015-05-08,817.978
2015-05-11,818.902
2015-05-12,815.099
2015-05-13,826.266
2015-05-14,835.633
2015-05-15,839.002
2015-05-18,837.553
2015-05-19,833.737
2015-05-20,830.594
2015-05-21,832.278
2015-05-22,825.104
2015-05-25,805.71
2015-05-26,800.907
2015-05-27,811.766
2015-05-28,814.196
2015-05-29,809.479
2015-06-01,804.843
2015-06-02,824.896
2015-06-03,837.814
2015-06-04,832.269
2015-06-05,800.203
2015-06-08,800.197
2015-06-09,799.936
2015-06-10,820.987
2015-06-11,816.718
2015-06-12,811.566
2015-06-15,792.388
2015-06-16,795.708
2015-06-17,788.807
2015-06-18,805.498
2015-06-19,807.092
2015-06-22,838.389
2015-06-23,828.733
2015-06-24,826.952
2015-06-25,833.777
2015-06-26,833.757
2015-06-29,796.855
2015-06-30,794.653
2015-07-01,808.324
2015-07-02,796.496
2015-07-03,793.337
2015-07-06,765.434
2015-07-07,737.304
2015-07-08,757.597
2015-07-09,780.472
2015-07-10,808.567
2015-07-13,804.431
2015-07-14,799.102
2015-07-15,802.319
2015-07-16,815.113
2015-07-17,811.499
2015-07-20,823.723
2015-07-21,820.838
2015-07-22,821.348
2015-07-23,829.07
2015-07-24,824.067
2015-07-27,808.637
2015-07-28,818.51
2015-07-29,818.721
2015-07-30,815.097
2015-07-31,829.102
