Date,ITALY SMID GROWTH SMID (Small+Mid Cap)
2002-01-28,326.773
2002-01-29,326.763
2002-01-30,326.156
2002-01-31,327.804
2002-02-01,328.564
2002-02-04,328.894
2002-02-05,325.908
2002-02-06,323.024
2002-02-07,325.16
2002-02-08,326.149
2002-02-11,327.921
2002-02-12,324.911
2002-02-13,323.406
2002-02-14,324.157
2002-02-15,323.79
2002-02-18,321.055
2002-02-19,316.082
2002-02-20,313.369
2002-02-21,315.634
2002-02-22,320.037
2002-02-25,318.739
2002-02-26,317.52
2002-02-27,325.037
2002-02-28,326.459
2002-03-01,329.724
2002-03-04,340.309
2002-03-05,339.098
2002-03-06,344.179
2002-03-07,348.378
2002-03-08,348.725
2002-03-11,347.752
2002-03-12,341.145
2002-03-13,345.522
2002-03-14,349.576
2002-03-15,351.61
2002-03-18,352.681
2002-03-19,357.025
2002-03-20,354.695
2002-03-21,354.677
2002-03-22,355.438
2002-03-25,352.393
2002-03-26,353.487
2002-03-27,354.176
2002-03-28,355.97
2002-03-29,355.97
2002-04-01,358.888
2002-04-02,356.3
2002-04-03,354.907
2002-04-04,352.426
2002-04-05,351.909
2002-04-08,343.795
2002-04-09,345.736
2002-04-10,350.74
2002-04-11,351.262
2002-04-12,351.348
2002-04-15,352.298
2002-04-16,358.854
2002-04-17,362.155
2002-04-18,361.988
2002-04-19,363.226
2002-04-22,363.116
2002-04-23,362.33
2002-04-24,363.704
2002-04-25,364.095
2002-04-26,364.91
2002-04-29,364.263
2002-04-30,362.717
2002-05-01,364.77
2002-05-02,360.403
2002-05-03,361.079
2002-05-06,362.128
2002-05-07,355.152
2002-05-08,359.695
2002-05-09,358.673
2002-05-10,358.421
2002-05-13,360.302
2002-05-14,360.645
2002-05-15,364.733
2002-05-16,366.178
2002-05-17,370.319
2002-05-20,368.644
2002-05-21,366.189
2002-05-22,367.095
2002-05-23,362.227
2002-05-24,359.376
2002-05-27,358.683
2002-05-28,362.318
2002-05-29,364.556
2002-05-30,363.342
2002-05-31,362.321
2002-06-03,359.955
2002-06-04,354.257
2002-06-05,352.527
2002-06-06,353.47
2002-06-07,351.086
2002-06-10,352.851
2002-06-11,359.363
2002-06-12,354.336
2002-06-13,347.86
2002-06-14,341.517
2002-06-17,348.051
2002-06-18,350.103
2002-06-19,350.296
2002-06-20,346.816
2002-06-21,346.871
2002-06-24,343.287
2002-06-25,343.833
2002-06-26,346.968
2002-06-27,345.945
2002-06-28,352.742
2002-07-01,353.176
2002-07-02,343.881
2002-07-03,336.452
2002-07-04,337.363
2002-07-05,343.466
2002-07-08,348.896
2002-07-09,352.305
2002-07-10,343.973
2002-07-11,335.443
2002-07-12,330.907
2002-07-15,326.462
2002-07-16,326.663
2002-07-17,329.806
2002-07-18,332.82
2002-07-19,326.992
2002-07-22,311.524
2002-07-23,300.843
2002-07-24,296.616
2002-07-25,300.683
2002-07-26,302.261
2002-07-29,308.959
2002-07-30,311.701
2002-07-31,310.56
2002-08-01,306.932
2002-08-02,306.215
2002-08-05,298.044
2002-08-06,299.871
2002-08-07,297.733
2002-08-08,303.906
2002-08-09,308.451
2002-08-12,305.877
2002-08-13,308.152
2002-08-14,306.007
2002-08-15,303.728
2002-08-16,312.867
2002-08-19,316.288
2002-08-20,314.144
2002-08-21,318.042
2002-08-22,319.986
2002-08-23,318.742
2002-08-26,316.726
2002-08-27,323.164
2002-08-28,318.486
2002-08-29,312.182
2002-08-30,313.024
2002-09-02,312.381
2002-09-03,306.576
2002-09-04,306.677
2002-09-05,302.948
2002-09-06,306.794
2002-09-09,301.59
2002-09-10,305.625
2002-09-11,308.633
2002-09-12,304.371
2002-09-13,301.375
2002-09-16,298.61
2002-09-17,293.604
2002-09-18,289.737
2002-09-19,288.49
2002-09-20,288.455
2002-09-23,276.169
2002-09-24,273.777
2002-09-25,274.1
2002-09-26,279.5
2002-09-27,279.902
2002-09-30,276.659
2002-10-01,276.307
2002-10-02,278.437
2002-10-03,278.743
2002-10-04,270.578
2002-10-07,267.174
2002-10-08,262.126
2002-10-09,260.505
2002-10-10,262.963
2002-10-11,268.999
2002-10-14,268.665
2002-10-15,281.861
2002-10-16,278.25
2002-10-17,283.741
2002-10-18,284.368
2002-10-21,286.675
2002-10-22,289.181
2002-10-23,283.36
2002-10-24,290.266
2002-10-25,289.96
2002-10-28,292.546
2002-10-29,285.66
2002-10-30,291.599
2002-10-31,298.478
2002-11-01,300.494
2002-11-04,315.296
2002-11-05,317.474
2002-11-06,313.91
2002-11-07,307.705
2002-11-08,307.626
2002-11-11,303.25
2002-11-12,304.59
2002-11-13,304.905
2002-11-14,308.766
2002-11-15,309.925
2002-11-18,313.315
2002-11-19,314.221
2002-11-20,313.015
2002-11-21,317.289
2002-11-22,317.31
2002-11-25,317.013
2002-11-26,317.374
2002-11-27,324.424
2002-11-28,329.322
2002-11-29,330.601
2002-12-02,328.848
2002-12-03,322.517
2002-12-04,324.139
2002-12-05,319.959
2002-12-06,318.676
2002-12-09,313.583
2002-12-10,318.143
2002-12-11,320.29
2002-12-12,321.034
2002-12-13,319.549
2002-12-16,323.04
2002-12-17,324.919
2002-12-18,319.441
2002-12-19,316.095
2002-12-20,319.578
2002-12-23,317.145
2002-12-24,318.468
2002-12-25,318.468
2002-12-26,319.271
2002-12-27,317.33
2002-12-30,320.079
2002-12-31,321.334
2003-01-01,321.334
2003-01-02,325.782
2003-01-03,331.134
2003-01-06,334.042
2003-01-07,329.479
2003-01-08,324.911
2003-01-09,332.097
2003-01-10,333.071
2003-01-13,333.142
2003-01-14,335.663
2003-01-15,331.213
2003-01-16,332.559
2003-01-17,328.178
2003-01-20,326.522
2003-01-21,323.404
2003-01-22,317.911
2003-01-23,320.075
2003-01-24,319.82
2003-01-27,315.149
2003-01-28,312.8
2003-01-29,314.26
2003-01-30,313.907
2003-01-31,314.462
2003-02-03,318.997
2003-02-04,315.287
2003-02-05,317.102
2003-02-06,316.242
2003-02-07,315.381
2003-02-10,310.947
2003-02-11,314.499
2003-02-12,313.774
2003-02-13,316.58
2003-02-14,317.879
2003-02-17,321.354
2003-02-18,324.768
2003-02-19,321.796
2003-02-20,323.528
2003-02-21,327.239
2003-02-24,324.371
2003-02-25,317.479
2003-02-26,315.865
2003-02-27,318.7
2003-02-28,322.806
2003-03-03,324.98
2003-03-04,322.246
2003-03-05,321.243
2003-03-06,315.949
2003-03-07,315.213
2003-03-10,310.574
2003-03-11,309.648
2003-03-12,304.32
2003-03-13,304.254
2003-03-14,311.379
2003-03-17,313.976
2003-03-18,314.466
2003-03-19,315.865
2003-03-20,313.071
2003-03-21,319.516
2003-03-24,315.781
2003-03-25,319.862
2003-03-26,321.037
2003-03-27,318.208
2003-03-28,320.992
2003-03-31,316.727
2003-04-01,317.603
2003-04-02,321.789
2003-04-03,323.19
2003-04-04,322.606
2003-04-07,328.301
2003-04-08,331.615
2003-04-09,330.486
2003-04-10,332.681
2003-04-11,332.495
2003-04-14,334.246
2003-04-15,337.935
2003-04-16,337.181
2003-04-17,343.202
2003-04-18,343.202
2003-04-21,341.723
2003-04-22,346.243
2003-04-23,349.759
2003-04-24,350.763
2003-04-25,347.265
2003-04-28,350.866
2003-04-29,353.177
2003-04-30,358.406
2003-05-01,361.698
2003-05-02,360.386
2003-05-05,364.019
2003-05-06,368.562
2003-05-07,368.599
2003-05-08,366.322
2003-05-09,366.931
2003-05-12,368.724
2003-05-13,369.705
2003-05-14,372.294
2003-05-15,375.547
2003-05-16,377.803
2003-05-19,374.337
2003-05-20,372.521
2003-05-21,369.952
2003-05-22,375.812
2003-05-23,379.318
2003-05-26,381.307
2003-05-27,383.211
2003-05-28,384.415
2003-05-29,388.659
2003-05-30,388.638
2003-06-02,392.183
2003-06-03,388.826
2003-06-04,390.602
2003-06-05,393.288
2003-06-06,394.38
2003-06-09,392.796
2003-06-10,393.101
2003-06-11,399.469
2003-06-12,397.247
2003-06-13,396.286
2003-06-16,403.259
2003-06-17,402.132
2003-06-18,400.617
2003-06-19,397.257
2003-06-20,395.039
2003-06-23,388.228
2003-06-24,388.466
2003-06-25,390.793
2003-06-26,385.874
2003-06-27,385.257
2003-06-30,381.354
2003-07-01,380.473
2003-07-02,380.268
2003-07-03,378.216
2003-07-04,379.984
2003-07-07,382.791
2003-07-08,382.896
2003-07-09,382.208
2003-07-10,380.102
2003-07-11,381.274
2003-07-14,383.536
2003-07-15,381.148
2003-07-16,380.207
2003-07-17,377.961
2003-07-18,380.768
2003-07-21,381.723
2003-07-22,383.552
2003-07-23,387.796
2003-07-24,392.903
2003-07-25,393.303
2003-07-28,395.751
2003-07-29,394.112
2003-07-30,391.486
2003-07-31,388.907
2003-08-01,386.388
2003-08-04,387.002
2003-08-05,387.168
2003-08-06,384.471
2003-08-07,386.055
2003-08-08,384.484
2003-08-11,385.282
2003-08-12,386.04
2003-08-13,387.082
2003-08-14,389.513
2003-08-15,389.236
2003-08-18,388.405
2003-08-19,385.746
2003-08-20,386.635
2003-08-21,383.675
2003-08-22,381.623
2003-08-25,380.128
2003-08-26,377.784
2003-08-27,379.533
2003-08-28,380.543
2003-08-29,382.825
2003-09-01,384.778
2003-09-02,383.39
2003-09-03,388.845
2003-09-04,391.096
2003-09-05,397.382
2003-09-08,403.64
2003-09-09,402.092
2003-09-10,398.86
2003-09-11,398.71
2003-09-12,401.258
2003-09-15,402.302
2003-09-16,403.219
2003-09-17,405.347
2003-09-18,408.991
2003-09-19,411.311
2003-09-22,408.656
2003-09-23,409.621
2003-09-24,409.234
2003-09-25,409.022
2003-09-26,404.425
2003-09-29,405.523
2003-09-30,404.454
2003-10-01,411.629
2003-10-02,414.518
2003-10-03,419.019
2003-10-06,417.977
2003-10-07,421.249
2003-10-08,422.064
2003-10-09,423.171
2003-10-10,424.156
2003-10-13,423.348
2003-10-14,424.723
2003-10-15,426.798
2003-10-16,428.101
2003-10-17,423.717
2003-10-20,423.204
2003-10-21,424.448
2003-10-22,423.794
2003-10-23,422.316
2003-10-24,424.022
2003-10-27,424.315
2003-10-28,423.815
2003-10-29,426.819
2003-10-30,428.475
2003-10-31,428.083
2003-11-03,426.612
2003-11-04,428.486
2003-11-05,425.997
2003-11-06,425.338
2003-11-07,430.648
2003-11-10,432.591
2003-11-11,430.401
2003-11-12,436.365
2003-11-13,439.489
2003-11-14,441.605
2003-11-17,435.298
2003-11-18,441.335
2003-11-19,441.922
2003-11-20,438.88
2003-11-21,439.927
2003-11-24,439.958
2003-11-25,441.887
2003-11-26,445.335
2003-11-27,448.698
2003-11-28,454.49
2003-12-01,458.747
2003-12-02,463.031
2003-12-03,467.438
2003-12-04,469.673
2003-12-05,470.516
2003-12-08,471.685
2003-12-09,467.207
2003-12-10,463.699
2003-12-11,462.807
2003-12-12,463.927
2003-12-15,466.968
2003-12-16,467.218
2003-12-17,469.763
2003-12-18,469.735
2003-12-19,462.815
2003-12-22,453.757
2003-12-23,452.862
2003-12-24,454.138
2003-12-25,454.138
2003-12-26,453.956
2003-12-29,457.305
2003-12-30,460.301
2003-12-31,463.349
2004-01-01,463.349
2004-01-02,468.441
2004-01-05,472.209
2004-01-06,475.519
2004-01-07,465.864
2004-01-08,469.983
2004-01-09,476.794
2004-01-12,475.007
2004-01-13,471.621
2004-01-14,472.575
2004-01-15,471.814
2004-01-16,463.557
2004-01-19,469.683
2004-01-20,475.674
2004-01-21,479.873
2004-01-22,480.447
2004-01-23,484.272
2004-01-26,481.179
2004-01-27,486.405
2004-01-28,484.508
2004-01-29,473.651
2004-01-30,472.05
2004-02-02,471.641
2004-02-03,471.618
2004-02-04,471.898
2004-02-05,472.728
2004-02-06,479.214
2004-02-09,480.786
2004-02-10,481.902
2004-02-11,480.19
2004-02-12,484.424
2004-02-13,480.235
2004-02-16,481.197
2004-02-17,485.641
2004-02-18,487.496
2004-02-19,479.486
2004-02-20,473.744
2004-02-23,474.066
2004-02-24,477.273
2004-02-25,474.35
2004-02-26,470.521
2004-02-27,473.103
2004-03-01,475.725
2004-03-02,469.425
2004-03-03,464.195
2004-03-04,467.24
2004-03-05,477.711
2004-03-08,476.072
2004-03-09,475.088
2004-03-10,467.102
2004-03-11,458.722
2004-03-12,455.636
2004-03-15,445.309
2004-03-16,453.012
2004-03-17,450.779
2004-03-18,451.169
2004-03-19,447.859
2004-03-22,441.642
2004-03-23,440.368
2004-03-24,436.921
2004-03-25,440.959
2004-03-26,436.545
2004-03-29,444.445
2004-03-30,444.669
2004-03-31,449.651
2004-04-01,456.04
2004-04-02,453.465
2004-04-05,451.9
2004-04-06,452.656
2004-04-07,457.693
2004-04-08,456.5
2004-04-09,456.5
2004-04-12,455.218
2004-04-13,453.046
2004-04-14,451.395
2004-04-15,451.155
2004-04-16,454.874
2004-04-19,457.236
2004-04-20,454.491
2004-04-21,451.313
2004-04-22,453.901
2004-04-23,453.76
2004-04-26,456.524
2004-04-27,458.551
2004-04-28,453.016
2004-04-29,453.736
2004-04-30,453.398
2004-05-03,454.686
2004-05-04,456.873
2004-05-05,460.829
2004-05-06,449.817
2004-05-07,443.071
2004-05-10,432.887
2004-05-11,437.045
2004-05-12,435.524
2004-05-13,438.245
2004-05-14,436.738
2004-05-17,434.248
2004-05-18,434.889
2004-05-19,444.902
2004-05-20,438.835
2004-05-21,442.006
2004-05-24,444.479
2004-05-25,448.359
2004-05-26,451.374
2004-05-27,459.844
2004-05-28,459.176
2004-05-31,457.429
2004-06-01,455.674
2004-06-02,458.869
2004-06-03,458.09
2004-06-04,460.327
2004-06-07,466.172
2004-06-08,464.633
2004-06-09,456.671
2004-06-10,458.31
2004-06-11,453.803
2004-06-14,453.631
2004-06-15,457.949
2004-06-16,458.074
2004-06-17,459.655
2004-06-18,461.309
2004-06-21,462.341
2004-06-22,460.385
2004-06-23,462.423
2004-06-24,469.349
2004-06-25,468.857
2004-06-28,475.561
2004-06-29,471.905
2004-06-30,473.387
2004-07-01,471.852
2004-07-02,475.612
2004-07-05,472.945
2004-07-06,468.37
2004-07-07,471.126
2004-07-08,473.688
2004-07-09,474.987
2004-07-12,473.189
2004-07-13,469.99
2004-07-14,469.197
2004-07-15,464.222
2004-07-16,467.988
2004-07-19,465.736
2004-07-20,463.58
2004-07-21,461.257
2004-07-22,457.025
2004-07-23,451.168
2004-07-26,450.021
2004-07-27,450.567
2004-07-28,449.745
2004-07-29,455.477
2004-07-30,456.287
2004-08-02,454.86
2004-08-03,456.141
2004-08-04,451.538
2004-08-05,449.681
2004-08-06,449.868
2004-08-09,445.9
2004-08-10,450.509
2004-08-11,442.593
2004-08-12,442.343
2004-08-13,445.82
2004-08-16,450.152
2004-08-17,450.294
2004-08-18,449.234
2004-08-19,453.045
2004-08-20,451.131
2004-08-23,451.449
2004-08-24,449.416
2004-08-25,448.256
2004-08-26,450.436
2004-08-27,450.979
2004-08-30,450.43
2004-08-31,453.985
2004-09-01,457.903
2004-09-02,459.991
2004-09-03,458.517
2004-09-06,460.655
2004-09-07,458.342
2004-09-08,461.051
2004-09-09,459.042
2004-09-10,465.896
2004-09-13,466.654
2004-09-14,467.25
2004-09-15,462.619
2004-09-16,462.87
2004-09-17,466.113
2004-09-20,463.946
2004-09-21,471.298
2004-09-22,469.567
2004-09-23,470.909
2004-09-24,470.428
2004-09-27,466.692
2004-09-28,468.07
2004-09-29,472.185
2004-09-30,473.954
2004-10-01,477.624
2004-10-04,477.237
2004-10-05,480.166
2004-10-06,480.093
2004-10-07,480.517
2004-10-08,486.508
2004-10-11,485.076
2004-10-12,479.313
2004-10-13,480.128
2004-10-14,483.25
2004-10-15,485.121
2004-10-18,486.782
2004-10-19,487.924
2004-10-20,487.538
2004-10-21,489.184
2004-10-22,490.341
2004-10-25,489.582
2004-10-26,492.581
2004-10-27,496.704
2004-10-28,496.836
2004-10-29,496.228
2004-11-01,500.604
2004-11-02,500.309
2004-11-03,504.786
2004-11-04,506.831
2004-11-05,510.424
2004-11-08,512.823
2004-11-09,512.003
2004-11-10,512.719
2004-11-11,516.262
2004-11-12,517.539
2004-11-15,517.698
2004-11-16,516.426
2004-11-17,525.033
2004-11-18,524.351
2004-11-19,524.751
2004-11-22,524.372
2004-11-23,526.029
2004-11-24,529.076
2004-11-25,535.091
2004-11-26,534.967
2004-11-29,536.228
2004-11-30,534.856
2004-12-01,536.934
2004-12-02,537.496
2004-12-03,541.902
2004-12-06,545.423
2004-12-07,548.84
2004-12-08,541.293
2004-12-09,537.278
2004-12-10,537.805
2004-12-13,544.258
2004-12-14,543.697
2004-12-15,551.855
2004-12-16,546.817
2004-12-17,544.955
2004-12-20,557.06
2004-12-21,557.048
2004-12-22,559.913
2004-12-23,566.801
2004-12-24,568.27
2004-12-27,572.128
2004-12-28,573.267
2004-12-29,573.255
2004-12-30,576.051
2004-12-31,574.467
2005-01-03,570.666
2005-01-04,567.471
2005-01-05,565.266
2005-01-06,564.856
2005-01-07,561.692
2005-01-10,563.878
2005-01-11,556.731
2005-01-12,560.156
2005-01-13,561.032
2005-01-14,561.489
2005-01-17,562.1
2005-01-18,558.838
2005-01-19,562.08
2005-01-20,557.967
2005-01-21,561.305
2005-01-24,561.451
2005-01-25,562.753
2005-01-26,566.404
2005-01-27,562.937
2005-01-28,560.957
2005-01-31,568.071
2005-02-01,570.588
2005-02-02,572.064
2005-02-03,568.129
2005-02-04,571.369
2005-02-07,570.141
2005-02-08,571.553
2005-02-09,572.682
2005-02-10,577.764
2005-02-11,579.528
2005-02-14,585.111
2005-02-15,586.097
2005-02-16,582.171
2005-02-17,586.009
2005-02-18,584.637
2005-02-21,577.875
2005-02-22,579.92
2005-02-23,576.717
2005-02-24,577.751
2005-02-25,584.764
2005-02-28,590.716
2005-03-01,590.117
2005-03-02,584.322
2005-03-03,585.419
2005-03-04,595.515
2005-03-07,593.728
2005-03-08,596.458
2005-03-09,594.881
2005-03-10,592.267
2005-03-11,593.683
2005-03-14,589.655
2005-03-15,587.79
2005-03-16,585.64
2005-03-17,582.693
2005-03-18,586.665
2005-03-21,584.811
2005-03-22,586.105
2005-03-23,575.971
2005-03-24,575.818
2005-03-25,575.818
2005-03-28,571.777
2005-03-29,574.081
2005-03-30,578.864
2005-03-31,583.102
2005-04-01,585.32
2005-04-04,578.612
2005-04-05,579.82
2005-04-06,583.468
2005-04-07,590.977
2005-04-08,588.109
2005-04-11,594.121
2005-04-12,587.928
2005-04-13,591.746
2005-04-14,587.462
2005-04-15,579.833
2005-04-18,574.498
2005-04-19,578.111
2005-04-20,576.335
2005-04-21,582.799
2005-04-22,586.033
2005-04-25,582.631
2005-04-26,578.365
2005-04-27,572.047
2005-04-28,567.08
2005-04-29,569.054
2005-05-02,569.988
2005-05-03,571.058
2005-05-04,576.106
2005-05-05,580.086
2005-05-06,575.242
2005-05-09,577.179
2005-05-10,572.886
2005-05-11,575.718
2005-05-12,575.312
2005-05-13,575.73
2005-05-16,576.709
2005-05-17,571.492
2005-05-18,578.932
2005-05-19,579.232
2005-05-20,575.114
2005-05-23,580.563
2005-05-24,578.29
2005-05-25,580.23
2005-05-26,580.646
2005-05-27,580.655
2005-05-30,578.978
2005-05-31,572.16
2005-06-01,571.362
2005-06-02,575.356
2005-06-03,573.193
2005-06-06,572.777
2005-06-07,574.451
2005-06-08,577.013
2005-06-09,574.135
2005-06-10,571.131
2005-06-13,569.202
2005-06-14,569.121
2005-06-15,571.984
2005-06-16,574.745
2005-06-17,583.144
2005-06-20,577.196
2005-06-21,578.457
2005-06-22,577.015
2005-06-23,573.054
2005-06-24,570.509
2005-06-27,570.35
2005-06-28,570.653
2005-06-29,573.208
2005-06-30,577.668
2005-07-01,573.316
2005-07-04,570.49
2005-07-05,569.765
2005-07-06,571.371
2005-07-07,562.703
2005-07-08,570.442
2005-07-11,579.937
2005-07-12,587.023
2005-07-13,584.933
2005-07-14,586.484
2005-07-15,582.757
2005-07-18,585.573
2005-07-19,588.361
2005-07-20,590.467
2005-07-21,596.235
2005-07-22,597.428
2005-07-25,594.096
2005-07-26,592.005
2005-07-27,595.05
2005-07-28,597.62
2005-07-29,598.391
2005-08-01,603.786
2005-08-02,607.865
2005-08-03,611.744
2005-08-04,609.256
2005-08-05,607.219
2005-08-08,611.936
2005-08-09,612.56
2005-08-10,615.786
2005-08-11,616.041
2005-08-12,613.136
2005-08-15,609.857
2005-08-16,606.348
2005-08-17,601.696
2005-08-18,592.931
2005-08-19,595.872
2005-08-22,602.571
2005-08-23,598.605
2005-08-24,602.996
2005-08-25,601.979
2005-08-26,598.479
2005-08-29,595.494
2005-08-30,591.734
2005-08-31,601.013
2005-09-01,611.205
2005-09-02,616.239
2005-09-05,619.972
2005-09-06,620.954
2005-09-07,620.442
2005-09-08,619.054
2005-09-09,622.487
2005-09-12,617.401
2005-09-13,614.604
2005-09-14,619.052
2005-09-15,614.593
2005-09-16,619.121
2005-09-19,613.615
2005-09-20,618.197
2005-09-21,619.369
2005-09-22,611.738
2005-09-23,609.06
2005-09-26,613.35
2005-09-27,611.663
2005-09-28,617.465
2005-09-29,616.815
2005-09-30,619.737
2005-10-03,615.096
2005-10-04,619.999
2005-10-05,615.296
2005-10-06,618.589
2005-10-07,614.037
2005-10-10,609.667
2005-10-11,603.767
2005-10-12,600.62
2005-10-13,590.036
2005-10-14,599.259
2005-10-17,596.818
2005-10-18,587.723
2005-10-19,579.841
2005-10-20,579.226
2005-10-21,582.633
2005-10-24,585.993
2005-10-25,591.261
2005-10-26,589.749
2005-10-27,584.008
2005-10-28,581.793
2005-10-31,584.523
2005-11-01,588.417
2005-11-02,595.554
2005-11-03,598.566
2005-11-04,586.563
2005-11-07,589.547
2005-11-08,585.791
