Date,AUSTRALIA LARGE VALUE Large Cap
2002-06-10,406.255
2002-06-11,408.009
2002-06-12,408.731
2002-06-13,405.483
2002-06-14,397.665
2002-06-17,396.378
2002-06-18,398.309
2002-06-19,399.457
2002-06-20,401.764
2002-06-21,400.597
2002-06-24,400.164
2002-06-25,395.952
2002-06-26,386.091
2002-06-27,389.363
2002-06-28,388.602
2002-07-01,385.595
2002-07-02,384.7
2002-07-03,375.303
2002-07-04,372.821
2002-07-05,374.645
2002-07-08,382.852
2002-07-09,389.216
2002-07-10,385.223
2002-07-11,376.881
2002-07-12,375.992
2002-07-15,378.066
2002-07-16,376.857
2002-07-17,369.347
2002-07-18,374.44
2002-07-19,367.734
2002-07-22,361.168
2002-07-23,357.43
2002-07-24,341.097
2002-07-25,345.037
2002-07-26,335.359
2002-07-29,341.904
2002-07-30,352.668
2002-07-31,356.202
2002-08-01,354.029
2002-08-02,351.705
2002-08-05,342.548
2002-08-06,337.548
2002-08-07,353.306
2002-08-08,352.756
2002-08-09,353.456
2002-08-12,356.256
2002-08-13,358.355
2002-08-14,357.868
2002-08-15,365.48
2002-08-16,365.328
2002-08-19,363.935
2002-08-20,365.741
2002-08-21,364.085
2002-08-22,365.659
2002-08-23,365.939
2002-08-26,368.483
2002-08-27,370.066
2002-08-28,365.811
2002-08-29,368.521
2002-08-30,365.904
2002-09-02,370.325
2002-09-03,368.764
2002-09-04,362.389
2002-09-05,364.718
2002-09-06,366.432
2002-09-09,371.67
2002-09-10,370.616
2002-09-11,374.103
2002-09-12,375.806
2002-09-13,374.617
2002-09-16,372.192
2002-09-17,374.51
2002-09-18,368.955
2002-09-19,367.543
2002-09-20,363.361
2002-09-23,360.202
2002-09-24,359.579
2002-09-25,355.421
2002-09-26,351.575
2002-09-27,349.168
2002-09-30,342.952
2002-10-01,345.945
2002-10-02,348.418
2002-10-03,350.421
2002-10-04,347.324
2002-10-07,341.437
2002-10-08,337.871
2002-10-09,334.46
2002-10-10,327.261
2002-10-11,331.235
2002-10-14,335.416
2002-10-15,344.711
2002-10-16,342.969
2002-10-17,340.695
2002-10-18,343.213
2002-10-21,344.035
2002-10-22,348.584
2002-10-23,353.154
2002-10-24,353.32
2002-10-25,347.706
2002-10-28,354.956
2002-10-29,350.643
2002-10-30,349.354
2002-10-31,359.212
2002-11-01,352.705
2002-11-04,358.132
2002-11-05,355.544
2002-11-06,354.556
2002-11-07,347.231
2002-11-08,345.558
2002-11-11,337.42
2002-11-12,342.538
2002-11-13,340.035
2002-11-14,343.297
2002-11-15,348.277
2002-11-18,348.486
2002-11-19,344.854
2002-11-20,344.699
2002-11-21,349.326
2002-11-22,352.494
2002-11-25,351.706
2002-11-26,350.48
2002-11-27,345.28
2002-11-28,352.296
2002-11-29,351.465
2002-12-02,352.882
2002-12-03,351.335
2002-12-04,347.56
2002-12-05,350.302
2002-12-06,347.802
2002-12-09,348.46
2002-12-10,342.293
2002-12-11,337.988
2002-12-12,345.672
2002-12-13,343.36
2002-12-16,338.292
2002-12-17,344.122
2002-12-18,340.139
2002-12-19,340.199
2002-12-20,341.786
2002-12-23,344.235
2002-12-24,345.211
2002-12-25,345.211
2002-12-26,345.211
2002-12-27,342.604
2002-12-30,338.97
2002-12-31,338.771
2003-01-01,338.771
2003-01-02,341.409
2003-01-03,344.799
2003-01-06,355.785
2003-01-07,354.221
2003-01-08,353.937
2003-01-09,354.316
2003-01-10,356.794
2003-01-13,357.573
2003-01-14,359.684
2003-01-15,360.189
2003-01-16,358.585
2003-01-17,361.35
2003-01-20,362.446
2003-01-21,358.405
2003-01-22,354.033
2003-01-23,356.215
2003-01-24,357.619
2003-01-27,356.32
2003-01-28,347.055
2003-01-29,345.301
2003-01-30,345.307
2003-01-31,344.021
2003-02-03,343.648
2003-02-04,346.361
2003-02-05,342.381
2003-02-06,335.14
2003-02-07,338.679
2003-02-10,338.026
2003-02-11,334.532
2003-02-12,334.476
2003-02-13,330.431
2003-02-14,324.465
2003-02-17,328.235
2003-02-18,327.788
2003-02-19,328.827
2003-02-20,325.907
2003-02-21,331.689
2003-02-24,341.565
2003-02-25,334.624
2003-02-26,339.157
2003-02-27,332.437
2003-02-28,333.978
2003-03-03,341.175
2003-03-04,341.487
2003-03-05,338.795
2003-03-06,340.246
2003-03-07,336.061
2003-03-10,334.636
2003-03-11,326.566
2003-03-12,319.893
2003-03-13,318.05
2003-03-14,327.772
2003-03-17,326.268
2003-03-18,338.454
2003-03-19,340.188
2003-03-20,341.261
2003-03-21,339.442
2003-03-24,342.27
2003-03-25,344.553
2003-03-26,352.52
2003-03-27,357.073
2003-03-28,355.557
2003-03-31,356.791
2003-04-01,360.862
2003-04-02,356.795
2003-04-03,357.393
2003-04-04,361.253
2003-04-07,365.245
2003-04-08,365.874
2003-04-09,361.119
2003-04-10,367.819
2003-04-11,363.989
2003-04-14,359.633
2003-04-15,366.339
2003-04-16,373.408
2003-04-17,373.762
2003-04-18,373.762
2003-04-21,372.881
2003-04-22,381.765
2003-04-23,385.005
2003-04-24,388.414
2003-04-25,386.782
2003-04-28,384.269
2003-04-29,388.752
2003-04-30,388.266
2003-05-01,392.612
2003-05-02,386.221
2003-05-05,381.467
2003-05-06,382.813
2003-05-07,382.04
2003-05-08,380.516
2003-05-09,380.569
2003-05-12,386.336
2003-05-13,385.216
2003-05-14,385.445
2003-05-15,384.044
2003-05-16,387.633
2003-05-19,389.879
2003-05-20,388.595
2003-05-21,390.591
2003-05-22,394.643
2003-05-23,399.305
2003-05-26,401.526
2003-05-27,400.219
2003-05-28,396.342
2003-05-29,397.154
2003-05-30,400.376
2003-06-02,408.934
2003-06-03,408.086
2003-06-04,415.101
2003-06-05,416.637
2003-06-06,413.984
2003-06-09,412.418
2003-06-10,413.712
2003-06-11,420.812
2003-06-12,422.417
2003-06-13,423.51
2003-06-16,425.586
2003-06-17,430.851
2003-06-18,432.08
2003-06-19,430.768
2003-06-20,428.93
2003-06-23,426.515
2003-06-24,425.465
2003-06-25,429.907
2003-06-26,421.071
2003-06-27,421.685
2003-06-30,421.692
2003-07-01,429.513
2003-07-02,430.604
2003-07-03,436.018
2003-07-04,429.924
2003-07-07,428.811
2003-07-08,412.353
2003-07-09,402.058
2003-07-10,403.564
2003-07-11,406.939
2003-07-14,411.675
2003-07-15,408.156
2003-07-16,411.39
2003-07-17,407.518
2003-07-18,401.029
2003-07-21,405.903
2003-07-22,403.916
2003-07-23,409.592
2003-07-24,414.079
2003-07-25,412.572
2003-07-28,415.017
2003-07-29,414.736
2003-07-30,405.201
2003-07-31,405.603
2003-08-01,408.442
2003-08-04,405.034
2003-08-05,404.043
2003-08-06,405.362
2003-08-07,406.546
2003-08-08,409.956
2003-08-11,412.266
2003-08-12,411.745
2003-08-13,412.09
2003-08-14,410.232
2003-08-15,411.247
2003-08-18,410.212
2003-08-19,406.382
2003-08-20,410.268
2003-08-21,406.569
2003-08-22,403.976
2003-08-25,403.347
2003-08-26,397.723
2003-08-27,397.036
2003-08-28,396.603
2003-08-29,398.845
2003-09-01,395.772
2003-09-02,394.808
2003-09-03,392.06
2003-09-04,393.126
2003-09-05,396.314
2003-09-08,402.768
2003-09-09,407.77
2003-09-10,406.787
2003-09-11,406.976
2003-09-12,410.888
2003-09-15,412.291
2003-09-16,409.214
2003-09-17,411.206
2003-09-18,415.31
2003-09-19,413.066
2003-09-22,418.348
2003-09-23,416.632
2003-09-24,417.542
2003-09-25,417.199
2003-09-26,414.862
2003-09-29,413.195
2003-09-30,415.613
2003-10-01,420.721
2003-10-02,426.624
2003-10-03,425.644
2003-10-06,423.888
2003-10-07,428.63
2003-10-08,433.249
2003-10-09,434.488
2003-10-10,433.103
2003-10-13,432.898
2003-10-14,429.278
2003-10-15,430.893
2003-10-16,430.987
2003-10-17,432.31
2003-10-20,432.48
2003-10-21,436.416
2003-10-22,439.843
2003-10-23,434.929
2003-10-24,434.197
2003-10-27,435.148
2003-10-28,433.298
2003-10-29,435.679
2003-10-30,437.771
2003-10-31,436.4
2003-11-03,430.829
2003-11-04,429.086
2003-11-05,431.796
2003-11-06,426.776
2003-11-07,427.14
2003-11-10,427.451
2003-11-11,424.88
2003-11-12,429.912
2003-11-13,434.316
2003-11-14,431.842
2003-11-17,428.119
2003-11-18,434.94
2003-11-19,440.148
2003-11-20,442.369
2003-11-21,441.902
2003-11-24,439.792
2003-11-25,440.627
2003-11-26,443.167
2003-11-27,439.61
2003-11-28,438.437
2003-12-01,437.444
2003-12-02,440.875
2003-12-03,448.984
2003-12-04,453.953
2003-12-05,454.914
2003-12-08,458.05
2003-12-09,456.719
2003-12-10,455.963
2003-12-11,451.067
2003-12-12,458.413
2003-12-15,460.182
2003-12-16,458.451
2003-12-17,459.191
2003-12-18,453.822
2003-12-19,453.078
2003-12-22,454.467
2003-12-23,457.475
2003-12-24,463.906
2003-12-25,463.906
2003-12-26,462.97
2003-12-29,465.845
2003-12-30,470.364
2003-12-31,474.475
2004-01-01,474.475
2004-01-02,476.697
2004-01-05,479.056
2004-01-06,484.333
2004-01-07,486.452
2004-01-08,492.471
2004-01-09,497.065
2004-01-12,499.015
2004-01-13,499.079
2004-01-14,500.119
2004-01-15,495.268
2004-01-16,489.518
2004-01-19,480.878
2004-01-20,486.23
2004-01-21,490.895
2004-01-22,498.066
2004-01-23,498.575
2004-01-26,497.034
2004-01-27,494.324
2004-01-28,492.363
2004-01-29,482.991
2004-01-30,484.419
2004-02-02,482.241
2004-02-03,487.068
2004-02-04,484.101
2004-02-05,485.346
2004-02-06,488.317
2004-02-09,495.509
2004-02-10,495.638
2004-02-11,499.805
2004-02-12,510.337
2004-02-13,512.271
2004-02-16,511.651
2004-02-17,515.7
2004-02-18,516.019
2004-02-19,510.688
2004-02-20,502.389
2004-02-23,499.657
2004-02-24,502.542
2004-02-25,502.825
2004-02-26,500.843
2004-02-27,504.837
2004-03-01,508.69
2004-03-02,506.354
2004-03-03,490.235
2004-03-04,496.664
2004-03-05,507.328
2004-03-08,509.365
2004-03-09,516.248
2004-03-10,507.079
2004-03-11,500.804
2004-03-12,495.674
2004-03-15,496.326
2004-03-16,507.99
2004-03-17,507.738
2004-03-18,512.93
2004-03-19,512.777
2004-03-22,510.484
2004-03-23,508.456
2004-03-24,506.641
2004-03-25,505.743
2004-03-26,511.319
2004-03-29,509.203
2004-03-30,514.702
2004-03-31,518.887
2004-04-01,526.13
2004-04-02,517.987
2004-04-05,511.483
2004-04-06,518.779
2004-04-07,520.211
2004-04-08,516.929
2004-04-09,516.929
2004-04-12,519.574
2004-04-13,508.53
2004-04-14,492.984
2004-04-15,496.326
2004-04-16,493.568
2004-04-19,495.594
2004-04-20,494.046
2004-04-21,488.633
2004-04-22,486.275
2004-04-23,491.915
2004-04-26,492.779
2004-04-27,490.166
2004-04-28,483.938
2004-04-29,479.707
2004-04-30,480.016
2004-05-03,478.821
2004-05-04,484.908
2004-05-05,487.442
2004-05-06,482.735
2004-05-07,467.045
2004-05-10,455.009
2004-05-11,456.46
2004-05-12,460.465
2004-05-13,453.525
2004-05-14,449.265
2004-05-17,449.591
2004-05-18,451.65
2004-05-19,464.719
2004-05-20,458.34
2004-05-21,468.545
2004-05-24,468.304
2004-05-25,471.468
2004-05-26,474.273
2004-05-27,485.047
2004-05-28,483.517
2004-05-31,483.9
2004-06-01,481.117
2004-06-02,476.583
2004-06-03,470.929
2004-06-04,472.88
2004-06-07,484.685
2004-06-08,481.318
2004-06-09,471.952
2004-06-10,475.548
2004-06-11,473.634
2004-06-14,473.395
2004-06-15,469.7
2004-06-16,470.525
2004-06-17,468.906
2004-06-18,476.279
2004-06-21,481.827
2004-06-22,480.049
2004-06-23,481.489
2004-06-24,491.145
2004-06-25,487.405
2004-06-28,487.023
2004-06-29,481.252
2004-06-30,484.81
2004-07-01,488.95
2004-07-02,495.692
2004-07-05,496.222
2004-07-06,500.211
2004-07-07,506.788
2004-07-08,507.818
2004-07-09,508.11
2004-07-12,511.985
2004-07-13,509.644
2004-07-14,498.995
2004-07-15,493.657
2004-07-16,497.778
2004-07-19,496.958
2004-07-20,487.901
2004-07-21,479.777
2004-07-22,477.124
2004-07-23,469.334
2004-07-26,472.129
2004-07-27,466.451
2004-07-28,462.216
2004-07-29,462.755
2004-07-30,467.128
2004-08-02,471.285
2004-08-03,474.213
2004-08-04,471.258
2004-08-05,469.112
2004-08-06,477.999
2004-08-09,476.54
2004-08-10,475.098
2004-08-11,473.692
2004-08-12,471.844
2004-08-13,471.845
2004-08-16,471.383
2004-08-17,468.204
2004-08-18,466.96
2004-08-19,475.893
2004-08-20,478.099
2004-08-23,478.028
2004-08-24,471.063
2004-08-25,469.273
2004-08-26,466.897
2004-08-27,472.061
2004-08-30,469.822
2004-08-31,474.7
2004-09-01,477.736
2004-09-02,473.457
2004-09-03,469.131
2004-09-06,469.789
2004-09-07,471.35
2004-09-08,471.278
2004-09-09,466.223
2004-09-10,473.024
2004-09-13,472.152
2004-09-14,477.725
2004-09-15,469.891
2004-09-16,472.895
2004-09-17,471.068
2004-09-20,472.602
2004-09-21,473.21
2004-09-22,479.021
2004-09-23,485.739
2004-09-24,484.205
2004-09-27,484.555
2004-09-28,487.794
2004-09-29,486.647
2004-09-30,496.729
2004-10-01,498.342
2004-10-04,496.516
2004-10-05,499.328
2004-10-06,499.503
2004-10-07,499.519
2004-10-08,504.686
2004-10-11,506.632
2004-10-12,506.627
2004-10-13,505.503
2004-10-14,513.06
2004-10-15,514.147
2004-10-18,508.229
2004-10-19,512.544
2004-10-20,517.855
2004-10-21,519.951
2004-10-22,519.616
2004-10-25,522.006
2004-10-26,524.005
2004-10-27,530.874
2004-10-28,533.545
2004-10-29,540.542
2004-11-01,544.651
2004-11-02,541.379
2004-11-03,553.428
2004-11-04,550.186
2004-11-05,552.04
2004-11-08,549.706
2004-11-09,548.129
2004-11-10,550.413
2004-11-11,554.867
2004-11-12,558.589
2004-11-15,565.232
2004-11-16,565.339
2004-11-17,572.266
2004-11-18,568.219
2004-11-19,570.821
2004-11-22,567.009
2004-11-23,571.065
2004-11-24,574.337
2004-11-25,578.608
2004-11-26,574.09
2004-11-29,573.458
2004-11-30,568.734
2004-12-01,563.37
2004-12-02,567.516
2004-12-03,569.393
2004-12-06,570.307
2004-12-07,564.398
2004-12-08,548.24
2004-12-09,545.385
2004-12-10,546.245
2004-12-13,552.106
2004-12-14,555.574
2004-12-15,564.467
2004-12-16,561.303
2004-12-17,563.697
2004-12-20,568.425
2004-12-21,569.878
2004-12-22,572.562
2004-12-23,574.499
2004-12-24,580.881
2004-12-27,584.836
2004-12-28,585.138
2004-12-29,582.588
2004-12-30,586.591
2004-12-31,591.691
2005-01-03,586.37
2005-01-04,581.393
2005-01-05,577.171
2005-01-06,571.391
2005-01-07,574.65
2005-01-10,579.322
2005-01-11,581.432
2005-01-12,585.244
2005-01-13,579.068
2005-01-14,571.707
2005-01-17,570.827
2005-01-18,568.638
2005-01-19,570.914
2005-01-20,570.659
2005-01-21,576.954
2005-01-24,577.311
2005-01-25,574.399
2005-01-26,581.761
2005-01-27,589.542
2005-01-28,589.328
2005-01-31,593.126
2005-02-01,591.606
2005-02-02,598.181
2005-02-03,593.693
2005-02-04,599.9
2005-02-07,603.582
2005-02-08,595.056
2005-02-09,602.902
2005-02-10,629.117
2005-02-11,624.113
2005-02-14,620.428
2005-02-15,617.508
2005-02-16,614.698
2005-02-17,616.251
2005-02-18,616.197
2005-02-21,619.247
2005-02-22,625.583
2005-02-23,611.798
2005-02-24,606.687
2005-02-25,612.313
2005-02-28,621.609
2005-03-01,616.517
2005-03-02,615.944
2005-03-03,617.924
2005-03-04,629.055
2005-03-07,629.603
2005-03-08,636.84
2005-03-09,629.53
2005-03-10,624.35
2005-03-11,623.353
2005-03-14,622.053
2005-03-15,624.919
2005-03-16,633.272
2005-03-17,631.434
2005-03-18,626.881
2005-03-21,623.337
2005-03-22,623.234
2005-03-23,601.201
2005-03-24,596.463
2005-03-25,596.463
2005-03-28,594.338
2005-03-29,589.52
2005-03-30,596.332
2005-03-31,596.528
2005-04-01,598.733
2005-04-04,591.572
2005-04-05,593.595
2005-04-06,592.554
2005-04-07,598.296
2005-04-08,603.069
2005-04-11,604.454
2005-04-12,604.932
2005-04-13,607.188
2005-04-14,598.512
2005-04-15,593.252
2005-04-18,582.365
2005-04-19,591.722
2005-04-20,594.807
2005-04-21,598.811
2005-04-22,605.964
2005-04-25,602.828
2005-04-26,602.496
2005-04-27,605.739
2005-04-28,614.387
2005-04-29,611.011
2005-05-02,612.745
2005-05-03,607.507
2005-05-04,603.483
2005-05-05,606.287
2005-05-06,608.907
2005-05-09,604.637
2005-05-10,606.693
2005-05-11,609.127
2005-05-12,611.002
2005-05-13,607.038
2005-05-16,596.891
2005-05-17,594.136
2005-05-18,599.162
2005-05-19,605.846
2005-05-20,605.177
2005-05-23,615.932
2005-05-24,617.021
2005-05-25,615.581
2005-05-26,617.324
2005-05-27,617.874
2005-05-30,619.119
2005-05-31,608.918
2005-06-01,612.706
2005-06-02,619.133
2005-06-03,620.044
2005-06-06,624.857
2005-06-07,632.084
2005-06-08,637.658
2005-06-09,632.501
2005-06-10,626.853
2005-06-13,626.236
2005-06-14,628.442
2005-06-15,631.571
2005-06-16,634.899
2005-06-17,644.126
2005-06-20,637.483
2005-06-21,638.598
2005-06-22,639.448
2005-06-23,635.207
2005-06-24,626.886
2005-06-27,623.889
2005-06-28,626.794
2005-06-29,620.496
2005-06-30,623.634
2005-07-01,614.715
2005-07-04,614.42
2005-07-05,606.43
2005-07-06,604.335
2005-07-07,596.174
2005-07-08,597.599
2005-07-11,603.947
2005-07-12,613.024
2005-07-13,608.948
2005-07-14,617.367
2005-07-15,615.593
2005-07-18,617.178
2005-07-19,613.414
2005-07-20,616.802
2005-07-21,629.464
2005-07-22,637.228
2005-07-25,632.111
2005-07-26,628.396
2005-07-27,627.195
2005-07-28,624.798
2005-07-29,629.002
2005-08-01,627.307
2005-08-02,629.685
2005-08-03,631.94
2005-08-04,633.516
2005-08-05,630.572
2005-08-08,633.724
2005-08-09,628.227
2005-08-10,630.515
2005-08-11,641.052
2005-08-12,640.277
2005-08-15,634.281
2005-08-16,641.045
2005-08-17,640.063
2005-08-18,629.798
2005-08-19,624.697
2005-08-22,629.173
2005-08-23,624.76
2005-08-24,621.126
2005-08-25,624.633
2005-08-26,627.862
2005-08-29,615.108
2005-08-30,616.084
2005-08-31,621.449
2005-09-01,634.031
2005-09-02,631.21
2005-09-05,636.109
2005-09-06,637.662
2005-09-07,642.238
2005-09-08,646.475
2005-09-09,648.387
2005-09-12,645.325
2005-09-13,644.642
2005-09-14,652.466
2005-09-15,646.741
2005-09-16,652.949
2005-09-19,650.243
2005-09-20,658.255
2005-09-21,660.342
2005-09-22,651.008
2005-09-23,644.34
2005-09-26,651.166
2005-09-27,651.663
2005-09-28,654.429
2005-09-29,660.765
2005-09-30,659.827
2005-10-03,659.526
2005-10-04,663.128
2005-10-05,645.902
2005-10-06,639.097
2005-10-07,633.821
2005-10-10,635.326
2005-10-11,626.15
2005-10-12,635.561
2005-10-13,626.433
2005-10-14,629.329
2005-10-17,634.548
2005-10-18,631.367
2005-10-19,625.168
2005-10-20,633.01
2005-10-21,629.445
2005-10-24,630.03
2005-10-25,634.065
2005-10-26,640.363
2005-10-27,643.946
2005-10-28,633.685
2005-10-31,638.802
2005-11-01,638.609
2005-11-02,633.29
2005-11-03,640.358
2005-11-04,633.414
2005-11-07,635.207
2005-11-08,643.427
2005-11-09,639.7
