Date,ACWI GROWTH Standard (Large+Mid Cap)
2001-08-06,125.28
2001-08-07,125.528
2001-08-08,123.547
2001-08-09,122.857
2001-08-10,123.176
2001-08-13,123.379
2001-08-14,123.896
2001-08-15,123.658
2001-08-16,123.186
2001-08-17,121.22
2001-08-20,121.425
2001-08-21,120.778
2001-08-22,121.663
2001-08-23,121.011
2001-08-24,123.335
2001-08-27,123.154
2001-08-28,121.344
2001-08-29,120.238
2001-08-30,117.799
2001-08-31,117.78
2001-09-03,116.962
2001-09-04,117.239
2001-09-05,116.633
2001-09-06,114.071
2001-09-07,112.724
2001-09-10,112.613
2001-09-11,110.653
2001-09-12,110.446
2001-09-13,110.866
2001-09-14,109.835
2001-09-17,107.347
2001-09-18,106.713
2001-09-19,105.759
2001-09-20,102.527
2001-09-21,99.678
2001-09-24,103.544
2001-09-25,104.883
2001-09-26,104.712
2001-09-27,105.585
2001-09-28,107.536
2001-10-01,107.275
2001-10-02,108.14
2001-10-03,109.474
2001-10-04,110.588
2001-10-05,111.456
2001-10-08,111.211
2001-10-09,110.253
2001-10-10,112.234
2001-10-11,114.002
2001-10-12,114.129
2001-10-15,113.43
2001-10-16,114.202
2001-10-17,113.801
2001-10-18,112.792
2001-10-19,112.824
2001-10-22,114.292
2001-10-23,114.804
2001-10-24,115.512
2001-10-25,115.801
2001-10-26,116.26
2001-10-29,114.083
2001-10-30,112.157
2001-10-31,112.278
2001-11-01,114.526
2001-11-02,114.924
2001-11-05,116.716
2001-11-06,118.298
2001-11-07,118.036
2001-11-08,118.79
2001-11-09,118.515
2001-11-12,117.54
2001-11-13,119.222
2001-11-14,119.989
2001-11-15,120.773
2001-11-16,120.95
2001-11-19,122.135
2001-11-20,120.906
2001-11-21,120.396
2001-11-22,120.811
2001-11-23,121.15
2001-11-26,122.186
2001-11-27,121.212
2001-11-28,119.445
2001-11-29,120.188
2001-11-30,120.987
2001-12-03,120.092
2001-12-04,121.208
2001-12-05,123.399
2001-12-06,123.357
2001-12-07,122.471
2001-12-10,120.739
2001-12-11,120.383
2001-12-12,120.721
2001-12-13,119.178
2001-12-14,119.265
2001-12-17,120.65
2001-12-18,121.256
2001-12-19,121.47
2001-12-20,120.988
2001-12-21,121.397
2001-12-24,120.962
2001-12-25,120.922
2001-12-26,121.074
2001-12-27,122.279
2001-12-28,122.633
2001-12-31,122.072
2002-01-01,122.071
2002-01-02,122.295
2002-01-03,123.06
2002-01-04,123.372
2002-01-07,122.384
2002-01-08,121.636
2002-01-09,121.229
2002-01-10,121.084
2002-01-11,120.741
2002-01-14,120.008
2002-01-15,120.343
2002-01-16,118.91
2002-01-17,119.784
2002-01-18,119.147
2002-01-21,118.98
2002-01-22,118.57
2002-01-23,119.017
2002-01-24,119.258
2002-01-25,118.619
2002-01-28,118.8
2002-01-29,116.63
2002-01-30,116.775
2002-01-31,118.347
2002-02-01,117.935
2002-02-04,116.395
2002-02-05,115.908
2002-02-06,115.52
2002-02-07,115.589
2002-02-08,116.383
2002-02-11,117.65
2002-02-12,117.961
2002-02-13,118.895
2002-02-14,119.25
2002-02-15,118.354
2002-02-18,118.054
2002-02-19,116.282
2002-02-20,116.97
2002-02-21,116.524
2002-02-22,117.062
2002-02-25,118.085
2002-02-26,118.079
2002-02-27,118.791
2002-02-28,118.726
2002-03-01,120.681
2002-03-04,122.74
2002-03-05,121.825
2002-03-06,122.945
2002-03-07,123.456
2002-03-08,123.65
2002-03-11,123.819
2002-03-12,123.128
2002-03-13,122.516
2002-03-14,122.849
2002-03-15,123.812
2002-03-18,123.517
2002-03-19,124.252
2002-03-20,122.692
2002-03-21,122.423
2002-03-22,122.248
2002-03-25,120.87
2002-03-26,121.187
2002-03-27,121.416
2002-03-28,121.942
2002-03-29,121.739
2002-04-01,121.8
2002-04-02,121.185
2002-04-03,120.606
2002-04-04,120.282
2002-04-05,119.921
2002-04-08,119.314
2002-04-09,118.918
2002-04-10,120.274
2002-04-11,118.072
2002-04-12,118.618
2002-04-15,118.389
2002-04-16,120.32
2002-04-17,120.373
2002-04-18,120.474
2002-04-19,120.295
2002-04-22,119.323
2002-04-23,118.789
2002-04-24,118.422
2002-04-25,118.425
2002-04-26,117.31
2002-04-29,116.52
2002-04-30,117.067
2002-05-01,118.092
2002-05-02,117.626
2002-05-03,117.059
2002-05-06,115.823
2002-05-07,114.789
2002-05-08,117.697
2002-05-09,116.531
2002-05-10,115.371
2002-05-13,116.551
2002-05-14,117.702
2002-05-15,117.944
2002-05-16,118.592
2002-05-17,119.915
2002-05-20,118.903
2002-05-21,117.932
2002-05-22,118.308
2002-05-23,118.615
2002-05-24,117.798
2002-05-27,117.631
2002-05-28,117.123
2002-05-29,116.714
2002-05-30,116.507
2002-05-31,116.379
2002-06-03,114.766
2002-06-04,114.292
2002-06-05,114.665
2002-06-06,113.412
2002-06-07,112.499
2002-06-10,112.87
2002-06-11,111.793
2002-06-12,111.66
2002-06-13,110.577
2002-06-14,109.682
2002-06-17,111.86
2002-06-18,112.015
2002-06-19,110.435
2002-06-20,109.324
2002-06-21,107.767
2002-06-24,107.804
2002-06-25,107.13
2002-06-26,107.426
2002-06-27,108.906
2002-06-28,109.609
2002-07-01,108.223
2002-07-02,106.086
2002-07-03,105.811
2002-07-04,106.343
2002-07-05,109.673
2002-07-08,109.226
2002-07-09,107.599
2002-07-10,104.074
2002-07-11,103.249
2002-07-12,103.306
2002-07-15,101.993
2002-07-16,100.835
2002-07-17,102.307
2002-07-18,101.159
2002-07-19,97.688
2002-07-22,94.735
2002-07-23,93.136
2002-07-24,95.458
2002-07-25,96.188
2002-07-26,96.568
2002-07-29,100.669
2002-07-30,101.418
2002-07-31,101.841
2002-08-01,98.956
2002-08-02,98.089
2002-08-05,95.473
2002-08-06,96.968
2002-08-07,98.722
2002-08-08,101.38
2002-08-09,102.204
2002-08-12,101.359
2002-08-13,100.318
2002-08-14,102.445
2002-08-15,103.668
2002-08-16,103.907
2002-08-19,105.368
2002-08-20,104.114
2002-08-21,105.333
2002-08-22,106.559
2002-08-23,104.838
2002-08-26,104.98
2002-08-27,104.46
2002-08-28,102.418
2002-08-29,101.814
2002-08-30,101.929
2002-09-02,101.501
2002-09-03,98.29
2002-09-04,99.14
2002-09-05,98.284
2002-09-06,99.594
2002-09-09,99.984
2002-09-10,100.934
2002-09-11,101.431
2002-09-12,99.294
2002-09-13,98.844
2002-09-16,98.664
2002-09-17,97.625
2002-09-18,96.638
2002-09-19,94.766
2002-09-20,94.504
2002-09-23,92.837
2002-09-24,91.703
2002-09-25,93.322
2002-09-26,95.199
2002-09-27,93.465
2002-09-30,91.845
2002-10-01,94.073
2002-10-02,93.871
2002-10-03,93.062
2002-10-04,91.518
2002-10-07,90.132
2002-10-08,90.785
2002-10-09,89.544
2002-10-10,91.066
2002-10-11,94.108
2002-10-14,94.872
2002-10-15,98.662
2002-10-16,96.987
2002-10-17,98.779
2002-10-18,99.223
2002-10-21,99.928
2002-10-22,98.697
2002-10-23,98.423
2002-10-24,97.745
2002-10-25,99.124
2002-10-28,99.036
2002-10-29,97.633
2002-10-30,98.611
2002-10-31,98.991
2002-11-01,99.665
2002-11-04,101.019
2002-11-05,101.809
2002-11-06,102.119
2002-11-07,100.973
2002-11-08,100.094
2002-11-11,98.475
2002-11-12,98.99
2002-11-13,98.797
2002-11-14,100.425
2002-11-15,100.948
2002-11-18,100.419
2002-11-19,100.03
2002-11-20,100.9
2002-11-21,102.784
2002-11-22,102.541
2002-11-25,102.38
2002-11-26,100.791
2002-11-27,102.709
2002-11-28,103.161
2002-11-29,102.732
2002-12-02,102.496
2002-12-03,101.594
2002-12-04,101.554
2002-12-05,100.465
2002-12-06,100.938
2002-12-09,99.507
2002-12-10,100.15
2002-12-11,100.331
2002-12-12,99.94
2002-12-13,99.093
2002-12-16,100.477
2002-12-17,99.838
2002-12-18,98.52
2002-12-19,98.221
2002-12-20,99.036
2002-12-23,99.35
2002-12-24,99.436
2002-12-25,99.398
2002-12-26,99.241
2002-12-27,97.876
2002-12-30,98.551
2002-12-31,98.787
2003-01-01,98.79
2003-01-02,100.828
2003-01-03,101.052
2003-01-06,102.425
2003-01-07,101.696
2003-01-08,100.356
2003-01-09,101.855
2003-01-10,101.906
2003-01-13,101.906
2003-01-14,102.37
2003-01-15,101.26
2003-01-16,100.94
2003-01-17,99.782
2003-01-20,99.303
2003-01-21,98.415
2003-01-22,97.414
2003-01-23,97.97
2003-01-24,96.243
2003-01-27,94.285
2003-01-28,94.96
2003-01-29,95.436
2003-01-30,94.64
2003-01-31,95.314
2003-02-03,96.038
2003-02-04,94.927
2003-02-05,94.982
2003-02-06,94.106
2003-02-07,93.322
2003-02-10,93.437
2003-02-11,93.412
2003-02-12,92.592
2003-02-13,92.273
2003-02-14,93.622
2003-02-17,94.086
2003-02-18,95.351
2003-02-19,94.691
2003-02-20,94.333
2003-02-21,95.266
2003-02-24,94.204
2003-02-25,93.639
2003-02-26,93.083
2003-02-27,93.597
2003-02-28,94.235
2003-03-03,94.261
2003-03-04,93.096
2003-03-05,93.372
2003-03-06,92.685
2003-03-07,92.77
2003-03-10,91.029
2003-03-11,90.506
2003-03-12,90.227
2003-03-13,92.594
2003-03-14,93.453
2003-03-17,95.816
2003-03-18,96.104
2003-03-19,96.974
2003-03-20,97.23
2003-03-21,99.05
2003-03-24,96.629
2003-03-25,97.53
2003-03-26,97.346
2003-03-27,97.019
2003-03-28,96.599
2003-03-31,94.97
2003-04-01,95.776
2003-04-02,97.744
2003-04-03,97.702
2003-04-04,98.041
2003-04-07,98.86
2003-04-08,98.609
2003-04-09,97.684
2003-04-10,97.738
2003-04-11,97.347
2003-04-14,98.622
2003-04-15,99.52
2003-04-16,98.57
2003-04-17,99.879
2003-04-18,99.949
2003-04-21,99.613
2003-04-22,100.978
2003-04-23,101.435
2003-04-24,101.048
2003-04-25,99.741
2003-04-28,101.061
2003-04-29,101.279
2003-04-30,101.815
2003-05-01,102.083
2003-05-02,102.864
2003-05-05,103.112
2003-05-06,104.324
2003-05-07,103.97
2003-05-08,103.047
2003-05-09,104.245
2003-05-12,105.254
2003-05-13,104.957
2003-05-14,104.811
2003-05-15,105.276
2003-05-16,105.141
2003-05-19,103.135
2003-05-20,103.08
2003-05-21,102.938
2003-05-22,103.834
2003-05-23,103.943
2003-05-26,104.099
2003-05-27,105.179
2003-05-28,105.484
2003-05-29,105.703
2003-05-30,106.154
2003-06-02,106.86
2003-06-03,106.984
2003-06-04,108.262
2003-06-05,108.969
2003-06-06,109.039
2003-06-09,108.274
2003-06-10,108.689
2003-06-11,110.06
2003-06-12,110.278
2003-06-13,109.45
2003-06-16,111.457
2003-06-17,112.231
2003-06-18,112.157
2003-06-19,110.844
2003-06-20,110.766
2003-06-23,108.982
2003-06-24,108.508
2003-06-25,108.462
2003-06-26,108.752
2003-06-27,108.345
2003-06-30,107.863
2003-07-01,108.409
2003-07-02,110.076
2003-07-03,110.008
2003-07-04,109.728
2003-07-07,111.592
2003-07-08,111.831
2003-07-09,111.335
2003-07-10,110.199
2003-07-11,110.709
2003-07-14,111.794
2003-07-15,111.378
2003-07-16,110.821
2003-07-17,109.164
2003-07-18,109.621
2003-07-21,108.749
2003-07-22,109.38
2003-07-23,110.037
2003-07-24,110.133
2003-07-25,111.217
2003-07-28,111.38
2003-07-29,110.838
2003-07-30,110.17
2003-07-31,110.191
2003-08-01,109.324
2003-08-04,109.291
2003-08-05,108.188
2003-08-06,107.644
2003-08-07,108.449
2003-08-08,108.703
2003-08-11,109.362
2003-08-12,110.065
2003-08-13,109.96
2003-08-14,110.668
2003-08-15,110.77
2003-08-18,111.625
2003-08-19,111.811
2003-08-20,111.88
2003-08-21,112.011
2003-08-22,111.43
2003-08-25,111.333
2003-08-26,111.217
2003-08-27,111.558
2003-08-28,112.106
2003-08-29,112.658
2003-09-01,113.355
2003-09-02,114.012
2003-09-03,114.759
2003-09-04,115.131
2003-09-05,115.047
2003-09-08,116.291
2003-09-09,115.905
2003-09-10,114.669
2003-09-11,114.883
2003-09-12,115.281
2003-09-15,115.058
2003-09-16,116.422
2003-09-17,116.584
2003-09-18,117.758
2003-09-19,117.466
2003-09-22,116.125
2003-09-23,116.776
2003-09-24,115.392
2003-09-25,114.582
2003-09-26,113.701
2003-09-29,114.396
2003-09-30,113.321
2003-10-01,115.57
2003-10-02,116.18
2003-10-03,117.674
2003-10-06,117.934
2003-10-07,118.586
2003-10-08,118.117
2003-10-09,118.951
2003-10-10,119.41
2003-10-13,120.047
2003-10-14,120.35
2003-10-15,120.197
2003-10-16,120.83
2003-10-17,119.786
2003-10-20,120.344
2003-10-21,120.883
2003-10-22,119.373
2003-10-23,118.332
2003-10-24,118.037
2003-10-27,118.531
2003-10-28,120.151
2003-10-29,120.398
2003-10-30,120.425
2003-10-31,120.185
2003-11-03,120.753
2003-11-04,120.657
2003-11-05,120.35
2003-11-06,120.464
2003-11-07,120.731
2003-11-10,120.038
2003-11-11,119.533
2003-11-12,121.037
2003-11-13,121.732
2003-11-14,121.373
2003-11-17,119.836
2003-11-18,119.788
2003-11-19,119.792
2003-11-20,119.272
2003-11-21,119.418
2003-11-24,120.818
2003-11-25,120.903
2003-11-26,121.681
2003-11-27,121.739
2003-11-28,121.864
2003-12-01,123.48
2003-12-02,123.398
2003-12-03,123.354
2003-12-04,123.548
2003-12-05,122.765
2003-12-08,122.879
2003-12-09,122.186
2003-12-10,121.592
2003-12-11,122.454
2003-12-12,123.11
2003-12-15,123.156
2003-12-16,123.066
2003-12-17,123.031
2003-12-18,124.217
2003-12-19,124.173
2003-12-22,124.566
2003-12-23,125.075
2003-12-24,125.263
2003-12-25,125.281
2003-12-26,125.515
2003-12-29,126.811
2003-12-30,127.329
2003-12-31,127.788
2004-01-01,127.792
2004-01-02,128.053
2004-01-05,129.885
2004-01-06,130.306
2004-01-07,130.281
2004-01-08,131.333
2004-01-09,131.292
2004-01-12,131.448
2004-01-13,131.029
2004-01-14,131.563
2004-01-15,130.971
2004-01-16,131.435
2004-01-19,131.652
2004-01-20,132.204
2004-01-21,132.857
2004-01-22,132.982
2004-01-23,132.91
2004-01-26,133.317
2004-01-27,132.726
2004-01-28,131.535
2004-01-29,130.632
2004-01-30,130.524
2004-02-02,130.947
2004-02-03,131.394
2004-02-04,130.128
2004-02-05,130.412
2004-02-06,132.226
2004-02-09,132.471
2004-02-10,132.99
2004-02-11,133.537
2004-02-12,133.823
2004-02-13,133.341
2004-02-16,133.369
2004-02-17,134.807
2004-02-18,134.441
2004-02-19,133.86
2004-02-20,132.865
2004-02-23,132.45
2004-02-24,132.207
2004-02-25,132.228
2004-02-26,132.093
2004-02-27,132.299
2004-03-01,133.938
2004-03-02,133.117
2004-03-03,132.329
2004-03-04,133.028
2004-03-05,133.829
2004-03-08,132.83
2004-03-09,132.281
2004-03-10,130.333
2004-03-11,128.226
2004-03-12,128.858
2004-03-15,127.279
2004-03-16,128.368
2004-03-17,129.554
2004-03-18,129.694
2004-03-19,128.905
2004-03-22,127.302
2004-03-23,126.963
2004-03-24,126.801
2004-03-25,128.64
2004-03-26,128.707
2004-03-29,130.371
2004-03-30,130.725
2004-03-31,131.131
2004-04-01,132.347
2004-04-02,133.309
2004-04-05,133.817
2004-04-06,133.462
2004-04-07,133.529
2004-04-08,133.328
2004-04-09,133.073
2004-04-12,133.678
2004-04-13,132.446
2004-04-14,131.585
2004-04-15,131.332
2004-04-16,132.014
2004-04-19,132.314
2004-04-20,131.156
2004-04-21,130.894
2004-04-22,131.927
2004-04-23,132.572
2004-04-26,132.395
2004-04-27,132.263
2004-04-28,130.049
2004-04-29,129.306
2004-04-30,128.146
2004-05-03,128.811
2004-05-04,129.772
2004-05-05,130.376
2004-05-06,128.839
2004-05-07,127.276
2004-05-10,124.419
2004-05-11,125.368
2004-05-12,125.708
2004-05-13,125.253
2004-05-14,124.642
2004-05-17,123.312
2004-05-18,124.34
2004-05-19,125.799
2004-05-20,125.014
2004-05-21,125.964
2004-05-24,126.161
2004-05-25,127.287
2004-05-26,128.004
2004-05-27,129.53
2004-05-28,129.353
2004-05-31,129.378
2004-06-01,129.241
2004-06-02,129.446
2004-06-03,128.344
2004-06-04,129.044
2004-06-07,131.488
2004-06-08,131.756
2004-06-09,130.273
2004-06-10,130.541
2004-06-11,130.043
2004-06-14,128.764
2004-06-15,129.476
2004-06-16,129.84
2004-06-17,129.778
2004-06-18,130.049
2004-06-21,129.748
2004-06-22,129.587
2004-06-23,130.309
2004-06-24,131.001
2004-06-25,130.647
2004-06-28,130.966
2004-06-29,130.729
2004-06-30,130.977
2004-07-01,130.137
2004-07-02,129.785
2004-07-05,129.381
2004-07-06,128.306
2004-07-07,128.789
2004-07-08,128.156
2004-07-09,128.472
2004-07-12,128.404
2004-07-13,128.204
2004-07-14,127.826
2004-07-15,127.017
2004-07-16,126.91
2004-07-19,126.534
2004-07-20,126.946
2004-07-21,125.78
2004-07-22,125.588
2004-07-23,123.941
2004-07-26,123.295
2004-07-27,123.756
2004-07-28,123.669
2004-07-29,124.38
2004-07-30,124.842
2004-08-02,125.046
2004-08-03,124.602
2004-08-04,123.965
2004-08-05,122.818
2004-08-06,121.464
2004-08-09,120.988
2004-08-10,122.312
2004-08-11,121.455
2004-08-12,120.58
2004-08-13,120.858
2004-08-16,121.87
2004-08-17,122.405
2004-08-18,123.431
2004-08-19,123.883
2004-08-20,124.084
2004-08-23,124.218
2004-08-24,123.877
2004-08-25,124.582
2004-08-26,124.924
2004-08-27,125.38
2004-08-30,124.604
2004-08-31,124.763
2004-09-01,125.459
2004-09-02,126.36
2004-09-03,125.423
2004-09-06,125.91
2004-09-07,126.372
2004-09-08,126.318
2004-09-09,126.273
2004-09-10,127.366
2004-09-13,127.996
2004-09-14,128.414
2004-09-15,127.058
2004-09-16,127.268
2004-09-17,127.686
2004-09-20,127.319
2004-09-21,128.23
2004-09-22,126.898
2004-09-23,126.762
2004-09-24,126.467
2004-09-27,125.695
2004-09-28,126.241
2004-09-29,126.981
2004-09-30,127.474
2004-10-01,129.379
2004-10-04,130.018
2004-10-05,130.083
2004-10-06,130.5
2004-10-07,129.479
2004-10-08,129.111
2004-10-11,129.115
2004-10-12,128.029
2004-10-13,127.591
2004-10-14,126.878
2004-10-15,127.339
2004-10-18,127.859
2004-10-19,127.994
2004-10-20,127.924
2004-10-21,128.469
2004-10-22,127.645
2004-10-25,127.22
2004-10-26,128.34
2004-10-27,130.058
2004-10-28,130.616
2004-10-29,130.549
2004-11-01,130.806
2004-11-02,131.421
2004-11-03,132.906
2004-11-04,134.011
2004-11-05,134.997
2004-11-08,134.788
2004-11-09,134.572
2004-11-10,134.366
2004-11-11,135.276
2004-11-12,136.629
2004-11-15,137.197
2004-11-16,136.567
2004-11-17,137.812
2004-11-18,137.758
2004-11-19,136.814
2004-11-22,136.608
2004-11-23,136.717
2004-11-24,137.482
2004-11-25,138.122
2004-11-26,138.043
2004-11-29,138.217
2004-11-30,137.437
2004-12-01,138.984
2004-12-02,139.426
2004-12-03,139.863
2004-12-06,139.651
2004-12-07,138.705
2004-12-08,138.165
2004-12-09,137.969
2004-12-10,137.565
2004-12-13,138.739
2004-12-14,139.315
2004-12-15,140.125
2004-12-16,139.768
2004-12-17,138.757
2004-12-20,139.364
2004-12-21,139.929
2004-12-22,140.59
2004-12-23,141.085
2004-12-24,141.483
2004-12-27,141.594
2004-12-28,142.315
2004-12-29,142.213
2004-12-30,142.749
2004-12-31,142.716
2005-01-03,141.835
2005-01-04,140.045
2005-01-05,139.169
2005-01-06,138.903
2005-01-07,138.821
2005-01-10,139.367
2005-01-11,139.081
2005-01-12,139.677
2005-01-13,138.774
2005-01-14,139.101
2005-01-17,139.443
2005-01-18,139.633
2005-01-19,139.019
2005-01-20,137.664
2005-01-21,137.251
2005-01-24,137.104
2005-01-25,137.247
2005-01-26,138.505
2005-01-27,138.602
2005-01-28,138.164
2005-01-31,139.141
2005-02-01,139.608
2005-02-02,140.136
2005-02-03,139.382
2005-02-04,140.624
2005-02-07,140.473
2005-02-08,140.25
2005-02-09,139.617
2005-02-10,140.292
2005-02-11,141.248
2005-02-14,141.98
2005-02-15,142.464
2005-02-16,142.157
2005-02-17,141.833
2005-02-18,142.111
2005-02-21,142.293
2005-02-22,141.698
2005-02-23,141.288
2005-02-24,141.945
2005-02-25,143.21
2005-02-28,143.145
2005-03-01,143.64
2005-03-02,143.315
2005-03-03,143.489
2005-03-04,144.9
2005-03-07,145.129
2005-03-08,145.052
2005-03-09,144.48
2005-03-10,144.109
2005-03-11,143.778
2005-03-14,143.444
2005-03-15,142.955
2005-03-16,142.375
2005-03-17,142.237
2005-03-18,141.926
2005-03-21,141.164
2005-03-22,140.778
2005-03-23,139.682
2005-03-24,139.597
2005-03-25,139.694
2005-03-28,139.581
2005-03-29,138.787
2005-03-30,139.84
2005-03-31,140.065
2005-04-01,139.704
2005-04-04,139.088
2005-04-05,140.026
2005-04-06,140.318
2005-04-07,141.222
2005-04-08,140.628
2005-04-11,140.751
2005-04-12,140.539
2005-04-13,140.043
2005-04-14,138.589
2005-04-15,137.015
2005-04-18,136.031
2005-04-19,137.179
2005-04-20,136.435
2005-04-21,137.994
2005-04-22,137.823
2005-04-25,138.252
2005-04-26,137.417
2005-04-27,137.063
2005-04-28,136.084
2005-04-29,136.995
2005-05-02,137.328
2005-05-03,137.649
2005-05-04,139.197
2005-05-05,139.357
2005-05-06,139.574
2005-05-09,139.72
2005-05-10,138.85
2005-05-11,138.756
2005-05-12,137.989
2005-05-13,137.623
2005-05-16,137.968
2005-05-17,138.362
2005-05-18,139.62
2005-05-19,140.456
2005-05-20,140.115
2005-05-23,140.906
2005-05-24,141.079
2005-05-25,140.607
2005-05-26,141.221
2005-05-27,141.578
2005-05-30,141.771
2005-05-31,140.773
2005-06-01,141.721
2005-06-02,142.151
2005-06-03,141.707
2005-06-06,141.785
2005-06-07,142.066
2005-06-08,142.096
2005-06-09,141.846
2005-06-10,141.549
2005-06-13,141.487
2005-06-14,141.746
2005-06-15,142.158
2005-06-16,142.705
2005-06-17,143.715
2005-06-20,143.392
2005-06-21,143.575
2005-06-22,143.712
2005-06-23,142.648
2005-06-24,141.685
2005-06-27,141.324
2005-06-28,142.202
2005-06-29,142.166
2005-06-30,141.635
2005-07-01,141.472
2005-07-04,141.361
2005-07-05,141.944
2005-07-06,141.856
2005-07-07,141.38
2005-07-08,142.803
2005-07-11,144.372
2005-07-12,145.245
2005-07-13,144.904
2005-07-14,145.454
2005-07-15,145.225
2005-07-18,144.978
2005-07-19,145.519
2005-07-20,146.04
2005-07-21,146.466
2005-07-22,146.76
2005-07-25,146.252
2005-07-26,146.169
2005-07-27,146.922
2005-07-28,147.938
2005-07-29,147.784
2005-08-01,148.424
2005-08-02,149.585
2005-08-03,150.113
2005-08-04,149.48
2005-08-05,148.36
2005-08-08,148.533
2005-08-09,149.306
2005-08-10,150.084
2005-08-11,151.085
2005-08-12,150.611
2005-08-15,150.6
2005-08-16,149.388
2005-08-17,149.17
2005-08-18,148.239
2005-08-19,148.541
2005-08-22,149.591
2005-08-23,148.974
2005-08-24,148.428
2005-08-25,148.405
2005-08-26,147.909
2005-08-29,147.917
2005-08-30,147.516
2005-08-31,149.103
2005-09-01,150.465
2005-09-02,150.64
2005-09-05,150.95
2005-09-06,152.047
2005-09-07,152.326
2005-09-08,151.771
2005-09-09,152.978
2005-09-12,152.836
2005-09-13,151.834
2005-09-14,151.823
2005-09-15,151.604
2005-09-16,152.224
2005-09-19,151.754
2005-09-20,151.5
2005-09-21,150.785
2005-09-22,150.489
2005-09-23,150.302
2005-09-26,151.055
2005-09-27,150.576
2005-09-28,151.274
2005-09-29,152.329
2005-09-30,153.043
2005-10-03,152.653
2005-10-04,152.487
2005-10-05,150.552
2005-10-06,149.416
2005-10-07,149.444
2005-10-10,148.987
2005-10-11,149.064
2005-10-12,148.156
2005-10-13,147.084
2005-10-14,148.216
2005-10-17,148.144
2005-10-18,146.833
2005-10-19,147.214
2005-10-20,146.409
2005-10-21,146.646
2005-10-24,148.09
2005-10-25,148.484
2005-10-26,148.107
2005-10-27,146.917
2005-10-28,147.747
2005-10-31,149.449
2005-11-01,149.72
2005-11-02,151.31
2005-11-03,152.331
2005-11-04,151.797
2005-11-07,152.124
2005-11-08,151.798
