Date,ACWI GROWTH Standard (Large+Mid Cap)
2001-07-16,82.162
2001-07-17,82.332
2001-07-18,82.271
2001-07-19,83.241
2001-07-20,82.91
2001-07-23,81.671
2001-07-24,81.052
2001-07-25,81.6
2001-07-26,81.964
2001-07-27,82.381
2001-07-30,82.51
2001-07-31,83.49
2001-08-01,84.042
2001-08-02,84.745
2001-08-03,84.23
2001-08-06,83.458
2001-08-07,83.623
2001-08-08,82.302
2001-08-09,81.842
2001-08-10,82.054
2001-08-13,82.187
2001-08-14,82.531
2001-08-15,82.37
2001-08-16,82.056
2001-08-17,80.745
2001-08-20,80.881
2001-08-21,80.45
2001-08-22,81.039
2001-08-23,80.605
2001-08-24,82.152
2001-08-27,82.031
2001-08-28,80.825
2001-08-29,80.088
2001-08-30,78.461
2001-08-31,78.448
2001-09-03,77.902
2001-09-04,78.087
2001-09-05,77.683
2001-09-06,75.976
2001-09-07,75.079
2001-09-10,75.005
2001-09-11,73.699
2001-09-12,73.561
2001-09-13,73.841
2001-09-14,73.154
2001-09-17,71.494
2001-09-18,71.072
2001-09-19,70.435
2001-09-20,68.283
2001-09-21,66.386
2001-09-24,68.96
2001-09-25,69.844
2001-09-26,69.725
2001-09-27,70.306
2001-09-28,71.605
2001-10-01,71.431
2001-10-02,72.008
2001-10-03,72.893
2001-10-04,73.635
2001-10-05,74.212
2001-10-08,74.049
2001-10-09,73.411
2001-10-10,74.729
2001-10-11,75.905
2001-10-12,75.99
2001-10-15,75.525
2001-10-16,76.039
2001-10-17,75.77
2001-10-18,75.098
2001-10-19,75.119
2001-10-22,76.096
2001-10-23,76.437
2001-10-24,76.908
2001-10-25,77.1
2001-10-26,77.407
2001-10-29,75.956
2001-10-30,74.674
2001-10-31,74.753
2001-11-01,76.25
2001-11-02,76.516
2001-11-05,77.708
2001-11-06,78.761
2001-11-07,78.585
2001-11-08,79.086
2001-11-09,78.903
2001-11-12,78.253
2001-11-13,79.372
2001-11-14,79.88
2001-11-15,80.402
2001-11-16,80.518
2001-11-19,81.307
2001-11-20,80.488
2001-11-21,80.149
2001-11-22,80.424
2001-11-23,80.65
2001-11-26,81.339
2001-11-27,80.691
2001-11-28,79.513
2001-11-29,80.007
2001-11-30,80.539
2001-12-03,79.943
2001-12-04,80.686
2001-12-05,82.14
2001-12-06,82.112
2001-12-07,81.523
2001-12-10,80.37
2001-12-11,80.133
2001-12-12,80.356
2001-12-13,79.329
2001-12-14,79.387
2001-12-17,80.309
2001-12-18,80.712
2001-12-19,80.854
2001-12-20,80.529
2001-12-21,80.801
2001-12-24,80.511
2001-12-25,80.484
2001-12-26,80.585
2001-12-27,81.382
2001-12-28,81.617
2001-12-31,81.244
2002-01-01,81.243
2002-01-02,81.389
2002-01-03,81.898
2002-01-04,82.106
2002-01-07,81.449
2002-01-08,80.946
2002-01-09,80.675
2002-01-10,80.579
2002-01-11,80.349
2002-01-14,79.862
2002-01-15,80.085
2002-01-16,79.129
2002-01-17,79.711
2002-01-18,79.287
2002-01-21,79.176
2002-01-22,78.902
2002-01-23,79.2
2002-01-24,79.36
2002-01-25,78.935
2002-01-28,79.056
2002-01-29,77.611
2002-01-30,77.707
2002-01-31,78.752
2002-02-01,78.478
2002-02-04,77.454
2002-02-05,77.129
2002-02-06,76.87
2002-02-07,76.916
2002-02-08,77.444
2002-02-11,78.286
2002-02-12,78.493
2002-02-13,79.111
2002-02-14,79.345
2002-02-15,78.749
2002-02-18,78.549
2002-02-19,77.37
2002-02-20,77.827
2002-02-21,77.53
2002-02-22,77.888
2002-02-25,78.568
2002-02-26,78.563
2002-02-27,79.03
2002-02-28,78.987
2002-03-01,80.288
2002-03-04,81.657
2002-03-05,81.048
2002-03-06,81.789
2002-03-07,82.129
2002-03-08,82.258
2002-03-11,82.37
2002-03-12,81.91
2002-03-13,81.497
2002-03-14,81.719
2002-03-15,82.359
2002-03-18,82.162
2002-03-19,82.65
2002-03-20,81.612
2002-03-21,81.433
2002-03-22,81.313
2002-03-25,80.396
2002-03-26,80.595
2002-03-27,80.747
2002-03-28,81.097
2002-03-29,80.961
2002-04-01,81.003
2002-04-02,80.593
2002-04-03,80.206
2002-04-04,79.991
2002-04-05,79.75
2002-04-08,79.342
2002-04-09,79.078
2002-04-10,79.979
2002-04-11,78.514
2002-04-12,78.876
2002-04-15,78.724
2002-04-16,80.007
2002-04-17,80.035
2002-04-18,80.102
2002-04-19,79.983
2002-04-22,79.332
2002-04-23,78.977
2002-04-24,78.733
2002-04-25,78.735
2002-04-26,77.992
2002-04-29,77.465
2002-04-30,77.828
2002-05-01,78.509
2002-05-02,78.198
2002-05-03,77.821
2002-05-06,76.998
2002-05-07,76.31
2002-05-08,78.241
2002-05-09,77.464
2002-05-10,76.692
2002-05-13,77.474
2002-05-14,78.239
2002-05-15,78.397
2002-05-16,78.828
2002-05-17,79.693
2002-05-20,79.013
2002-05-21,78.368
2002-05-22,78.615
2002-05-23,78.819
2002-05-24,78.275
2002-05-27,78.164
2002-05-28,77.826
2002-05-29,77.553
2002-05-30,77.415
2002-05-31,77.33
2002-06-03,76.256
2002-06-04,75.94
2002-06-05,76.184
2002-06-06,75.35
2002-06-07,74.742
2002-06-10,74.989
2002-06-11,74.273
2002-06-12,74.183
2002-06-13,73.463
2002-06-14,72.867
2002-06-17,74.314
2002-06-18,74.417
2002-06-19,73.366
2002-06-20,72.628
2002-06-21,71.593
2002-06-24,71.618
2002-06-25,71.17
2002-06-26,71.357
2002-06-27,72.339
2002-06-28,72.806
2002-07-01,71.885
2002-07-02,70.464
2002-07-03,70.281
2002-07-04,70.634
2002-07-05,72.846
2002-07-08,72.548
2002-07-09,71.467
2002-07-10,69.125
2002-07-11,68.576
2002-07-12,68.614
2002-07-15,67.742
2002-07-16,66.973
2002-07-17,67.948
2002-07-18,67.185
2002-07-19,64.88
2002-07-22,62.918
2002-07-23,61.856
2002-07-24,63.398
2002-07-25,63.882
2002-07-26,64.135
2002-07-29,66.858
2002-07-30,67.354
2002-07-31,67.635
2002-08-01,65.718
2002-08-02,65.139
2002-08-05,63.401
2002-08-06,64.394
2002-08-07,65.557
2002-08-08,67.322
2002-08-09,67.869
2002-08-12,67.307
2002-08-13,66.615
2002-08-14,68.025
2002-08-15,68.836
2002-08-16,68.993
2002-08-19,69.963
2002-08-20,69.131
2002-08-21,69.938
2002-08-22,70.752
2002-08-23,69.61
2002-08-26,69.704
2002-08-27,69.358
2002-08-28,68.001
2002-08-29,67.6
2002-08-30,67.675
2002-09-02,67.39
2002-09-03,65.258
2002-09-04,65.819
2002-09-05,65.25
2002-09-06,66.12
2002-09-09,66.378
2002-09-10,67.009
2002-09-11,67.338
2002-09-12,65.914
2002-09-13,65.616
2002-09-16,65.496
2002-09-17,64.806
2002-09-18,64.15
2002-09-19,62.907
2002-09-20,62.733
2002-09-23,61.626
2002-09-24,60.873
2002-09-25,61.94
2002-09-26,63.185
2002-09-27,62.034
2002-09-30,60.959
2002-10-01,62.437
2002-10-02,62.301
2002-10-03,61.764
2002-10-04,60.739
2002-10-07,59.82
2002-10-08,60.252
2002-10-09,59.428
2002-10-10,60.437
2002-10-11,62.456
2002-10-14,62.962
2002-10-15,65.478
2002-10-16,64.364
2002-10-17,65.553
2002-10-18,65.848
2002-10-21,66.315
2002-10-22,65.498
2002-10-23,65.316
2002-10-24,64.866
2002-10-25,65.781
2002-10-28,65.722
2002-10-29,64.79
2002-10-30,65.438
2002-10-31,65.689
2002-11-01,66.136
2002-11-04,67.034
2002-11-05,67.558
2002-11-06,67.762
2002-11-07,67.002
2002-11-08,66.417
2002-11-11,65.342
2002-11-12,65.684
2002-11-13,65.552
2002-11-14,66.633
2002-11-15,66.977
2002-11-18,66.627
2002-11-19,66.368
2002-11-20,66.944
2002-11-21,68.193
2002-11-22,68.032
2002-11-25,67.924
2002-11-26,66.868
2002-11-27,68.14
2002-11-28,68.44
2002-11-29,68.155
2002-12-02,67.998
2002-12-03,67.399
2002-12-04,67.369
2002-12-05,66.646
2002-12-06,66.96
2002-12-09,66.01
2002-12-10,66.437
2002-12-11,66.556
2002-12-12,66.296
2002-12-13,65.734
2002-12-16,66.648
2002-12-17,66.225
2002-12-18,65.35
2002-12-19,65.146
2002-12-20,65.687
2002-12-23,65.896
2002-12-24,65.952
2002-12-25,65.927
2002-12-26,65.823
2002-12-27,64.911
2002-12-30,65.358
2002-12-31,65.512
2003-01-01,65.515
2003-01-02,66.865
2003-01-03,67.014
2003-01-06,67.924
2003-01-07,67.441
2003-01-08,66.552
2003-01-09,67.546
2003-01-10,67.579
2003-01-13,67.578
2003-01-14,67.885
2003-01-15,67.146
2003-01-16,66.934
2003-01-17,66.166
2003-01-20,65.848
2003-01-21,65.26
2003-01-22,64.594
2003-01-23,64.962
2003-01-24,63.815
2003-01-27,62.516
2003-01-28,62.964
2003-01-29,63.278
2003-01-30,62.75
2003-01-31,63.196
2003-02-03,63.677
2003-02-04,62.94
2003-02-05,62.977
2003-02-06,62.394
2003-02-07,61.874
2003-02-10,61.951
2003-02-11,61.931
2003-02-12,61.385
2003-02-13,61.172
2003-02-14,62.066
2003-02-17,62.374
2003-02-18,63.212
2003-02-19,62.771
2003-02-20,62.533
2003-02-21,63.152
2003-02-24,62.447
2003-02-25,62.073
2003-02-26,61.698
2003-02-27,62.039
2003-02-28,62.461
2003-03-03,62.477
2003-03-04,61.705
2003-03-05,61.883
2003-03-06,61.428
2003-03-07,61.477
2003-03-10,60.324
2003-03-11,59.976
2003-03-12,59.784
2003-03-13,61.352
2003-03-14,61.922
2003-03-17,63.486
2003-03-18,63.678
2003-03-19,64.253
2003-03-20,64.422
2003-03-21,65.628
2003-03-24,64.023
2003-03-25,64.621
2003-03-26,64.494
2003-03-27,64.276
2003-03-28,63.993
2003-03-31,62.914
2003-04-01,63.448
2003-04-02,64.749
2003-04-03,64.721
2003-04-04,64.945
2003-04-07,65.487
2003-04-08,65.32
2003-04-09,64.7
2003-04-10,64.735
2003-04-11,64.474
2003-04-14,65.319
2003-04-15,65.912
2003-04-16,65.282
2003-04-17,66.148
2003-04-18,66.194
2003-04-21,65.971
2003-04-22,66.873
2003-04-23,67.174
2003-04-24,66.912
2003-04-25,66.046
2003-04-28,66.918
2003-04-29,67.06
2003-04-30,67.413
2003-05-01,67.59
2003-05-02,68.105
2003-05-05,68.269
2003-05-06,69.07
2003-05-07,68.834
2003-05-08,68.222
2003-05-09,69.011
2003-05-12,69.679
2003-05-13,69.48
2003-05-14,69.379
2003-05-15,69.686
2003-05-16,69.584
2003-05-19,68.254
2003-05-20,68.216
2003-05-21,68.121
2003-05-22,68.714
2003-05-23,68.785
2003-05-26,68.889
2003-05-27,69.603
2003-05-28,69.804
2003-05-29,69.947
2003-05-30,70.245
2003-06-02,70.711
2003-06-03,70.793
2003-06-04,71.635
2003-06-05,72.101
2003-06-06,72.146
2003-06-09,71.64
2003-06-10,71.914
2003-06-11,72.818
2003-06-12,72.961
2003-06-13,72.413
2003-06-16,73.741
2003-06-17,74.253
2003-06-18,74.203
2003-06-19,73.334
2003-06-20,73.282
2003-06-23,72.1
2003-06-24,71.787
2003-06-25,71.756
2003-06-26,71.947
2003-06-27,71.678
2003-06-30,71.359
2003-07-01,71.719
2003-07-02,72.822
2003-07-03,72.776
2003-07-04,72.59
2003-07-07,73.824
2003-07-08,73.982
2003-07-09,73.654
2003-07-10,72.901
2003-07-11,73.238
2003-07-14,73.956
2003-07-15,73.681
2003-07-16,73.31
2003-07-17,72.214
2003-07-18,72.516
2003-07-21,71.939
2003-07-22,72.356
2003-07-23,72.791
2003-07-24,72.854
2003-07-25,73.569
2003-07-28,73.677
2003-07-29,73.317
2003-07-30,72.875
2003-07-31,72.889
2003-08-01,72.315
2003-08-04,72.293
2003-08-05,71.563
2003-08-06,71.203
2003-08-07,71.734
2003-08-08,71.902
2003-08-11,72.337
2003-08-12,72.802
2003-08-13,72.727
2003-08-14,73.196
2003-08-15,73.261
2003-08-18,73.825
2003-08-19,73.948
2003-08-20,73.993
2003-08-21,74.079
2003-08-22,73.695
2003-08-25,73.631
2003-08-26,73.554
2003-08-27,73.778
2003-08-28,74.141
2003-08-29,74.506
2003-09-01,74.966
2003-09-02,75.399
2003-09-03,75.891
2003-09-04,76.135
2003-09-05,76.08
2003-09-08,76.902
2003-09-09,76.647
2003-09-10,75.828
2003-09-11,75.968
2003-09-12,76.231
2003-09-15,76.084
2003-09-16,76.986
2003-09-17,77.093
2003-09-18,77.869
2003-09-19,77.676
2003-09-22,76.789
2003-09-23,77.219
2003-09-24,76.304
2003-09-25,75.767
2003-09-26,75.183
2003-09-29,75.642
2003-09-30,74.932
2003-10-01,76.418
2003-10-02,76.821
2003-10-03,77.808
2003-10-06,77.981
2003-10-07,78.412
2003-10-08,78.102
2003-10-09,78.653
2003-10-10,78.955
2003-10-13,79.376
2003-10-14,79.577
2003-10-15,79.47
2003-10-16,79.888
2003-10-17,79.198
2003-10-20,79.567
2003-10-21,79.924
2003-10-22,78.924
2003-10-23,78.235
2003-10-24,78.04
2003-10-27,78.366
2003-10-28,79.438
2003-10-29,79.6
2003-10-30,79.617
2003-10-31,79.458
2003-11-03,79.833
2003-11-04,79.77
2003-11-05,79.566
2003-11-06,79.64
2003-11-07,79.816
2003-11-10,79.356
2003-11-11,79.022
2003-11-12,80.012
2003-11-13,80.471
2003-11-14,80.231
2003-11-17,79.215
2003-11-18,79.183
2003-11-19,79.185
2003-11-20,78.839
2003-11-21,78.935
2003-11-24,79.86
2003-11-25,79.916
2003-11-26,80.43
2003-11-27,80.468
2003-11-28,80.55
2003-12-01,81.618
2003-12-02,81.563
2003-12-03,81.534
2003-12-04,81.661
2003-12-05,81.143
2003-12-08,81.219
2003-12-09,80.761
2003-12-10,80.366
2003-12-11,80.936
2003-12-12,81.369
2003-12-15,81.399
2003-12-16,81.339
2003-12-17,81.316
2003-12-18,82.1
2003-12-19,82.07
2003-12-22,82.33
2003-12-23,82.666
2003-12-24,82.79
2003-12-25,82.802
2003-12-26,82.957
2003-12-29,83.813
2003-12-30,84.154
2003-12-31,84.458
2004-01-01,84.46
2004-01-02,84.633
2004-01-05,85.843
2004-01-06,86.122
2004-01-07,86.105
2004-01-08,86.8
2004-01-09,86.773
2004-01-12,86.876
2004-01-13,86.598
2004-01-14,86.95
2004-01-15,86.559
2004-01-16,86.866
2004-01-19,87.007
2004-01-20,87.373
2004-01-21,87.802
2004-01-22,87.885
2004-01-23,87.835
2004-01-26,88.104
2004-01-27,87.713
2004-01-28,86.926
2004-01-29,86.328
2004-01-30,86.257
2004-02-02,86.536
2004-02-03,86.832
2004-02-04,85.994
2004-02-05,86.181
2004-02-06,87.379
2004-02-09,87.54
2004-02-10,87.883
2004-02-11,88.238
2004-02-12,88.425
2004-02-13,88.106
2004-02-16,88.125
2004-02-17,89.075
2004-02-18,88.832
2004-02-19,88.447
2004-02-20,87.789
2004-02-23,87.515
2004-02-24,87.354
2004-02-25,87.367
2004-02-26,87.278
2004-02-27,87.409
2004-03-01,88.492
2004-03-02,87.949
2004-03-03,87.427
2004-03-04,87.889
2004-03-05,88.418
2004-03-08,87.758
2004-03-09,87.394
2004-03-10,86.106
2004-03-11,84.711
2004-03-12,85.129
2004-03-15,84.086
2004-03-16,84.805
2004-03-17,85.587
2004-03-18,85.679
2004-03-19,85.158
2004-03-22,84.097
2004-03-23,83.872
2004-03-24,83.763
2004-03-25,84.979
2004-03-26,85.019
2004-03-29,86.117
2004-03-30,86.35
2004-03-31,86.618
2004-04-01,87.42
2004-04-02,88.056
2004-04-05,88.391
2004-04-06,88.157
2004-04-07,88.201
2004-04-08,88.066
2004-04-09,87.898
2004-04-12,88.298
2004-04-13,87.48
2004-04-14,86.911
2004-04-15,86.744
2004-04-16,87.19
2004-04-19,87.387
2004-04-20,86.622
2004-04-21,86.447
2004-04-22,87.128
2004-04-23,87.553
2004-04-26,87.433
2004-04-27,87.345
2004-04-28,85.878
2004-04-29,85.385
2004-04-30,84.616
2004-05-03,85.054
2004-05-04,85.689
2004-05-05,86.086
2004-05-06,85.068
2004-05-07,84.033
2004-05-10,82.147
2004-05-11,82.772
2004-05-12,82.991
2004-05-13,82.689
2004-05-14,82.28
2004-05-17,81.401
2004-05-18,82.079
2004-05-19,83.04
2004-05-20,82.521
2004-05-21,83.148
2004-05-24,83.264
2004-05-25,84.007
2004-05-26,84.479
2004-05-27,85.486
2004-05-28,85.368
2004-05-31,85.384
2004-06-01,85.293
2004-06-02,85.428
2004-06-03,84.699
2004-06-04,85.159
2004-06-07,86.772
2004-06-08,86.947
2004-06-09,85.967
2004-06-10,86.144
2004-06-11,85.814
2004-06-14,84.968
2004-06-15,85.436
2004-06-16,85.677
2004-06-17,85.635
2004-06-18,85.814
2004-06-21,85.613
2004-06-22,85.507
2004-06-23,85.983
2004-06-24,86.44
2004-06-25,86.206
2004-06-28,86.416
2004-06-29,86.26
2004-06-30,86.422
2004-07-01,85.867
2004-07-02,85.635
2004-07-05,85.368
2004-07-06,84.659
2004-07-07,84.977
2004-07-08,84.56
2004-07-09,84.768
2004-07-12,84.722
2004-07-13,84.589
2004-07-14,84.34
2004-07-15,83.806
2004-07-16,83.735
2004-07-19,83.487
2004-07-20,83.758
2004-07-21,82.986
2004-07-22,82.859
2004-07-23,81.774
2004-07-26,81.348
2004-07-27,81.652
2004-07-28,81.594
2004-07-29,82.062
2004-07-30,82.365
2004-08-02,82.499
2004-08-03,82.206
2004-08-04,81.785
2004-08-05,81.027
2004-08-06,80.133
2004-08-09,79.819
2004-08-10,80.692
2004-08-11,80.121
2004-08-12,79.542
2004-08-13,79.724
2004-08-16,80.39
2004-08-17,80.743
2004-08-18,81.418
2004-08-19,81.716
2004-08-20,81.848
2004-08-23,81.934
2004-08-24,81.708
2004-08-25,82.173
2004-08-26,82.398
2004-08-27,82.699
2004-08-30,82.184
2004-08-31,82.288
2004-09-01,82.746
2004-09-02,83.34
2004-09-03,82.722
2004-09-06,83.043
2004-09-07,83.347
2004-09-08,83.31
2004-09-09,83.28
2004-09-10,84.001
2004-09-13,84.415
2004-09-14,84.691
2004-09-15,83.796
2004-09-16,83.935
2004-09-17,84.21
2004-09-20,83.968
2004-09-21,84.568
2004-09-22,83.69
2004-09-23,83.6
2004-09-24,83.405
2004-09-27,82.895
2004-09-28,83.254
2004-09-29,83.742
2004-09-30,84.067
2004-10-01,85.323
2004-10-04,85.744
2004-10-05,85.787
2004-10-06,86.062
2004-10-07,85.388
2004-10-08,85.146
2004-10-11,85.148
2004-10-12,84.431
2004-10-13,84.141
2004-10-14,83.671
2004-10-15,83.975
2004-10-18,84.317
2004-10-19,84.406
2004-10-20,84.359
2004-10-21,84.718
2004-10-22,84.174
2004-10-25,83.894
2004-10-26,84.628
2004-10-27,85.765
2004-10-28,86.131
2004-10-29,86.087
2004-11-01,86.256
2004-11-02,86.662
2004-11-03,87.64
2004-11-04,88.368
2004-11-05,89.018
2004-11-08,88.879
2004-11-09,88.732
2004-11-10,88.595
2004-11-11,89.195
2004-11-12,90.082
2004-11-15,90.455
2004-11-16,90.039
2004-11-17,90.859
2004-11-18,90.822
2004-11-19,90.199
2004-11-22,90.059
2004-11-23,90.131
2004-11-24,90.632
2004-11-25,91.053
2004-11-26,91.001
2004-11-29,91.113
2004-11-30,90.598
2004-12-01,91.617
2004-12-02,91.908
2004-12-03,92.196
2004-12-06,92.055
2004-12-07,91.431
2004-12-08,91.073
2004-12-09,90.943
2004-12-10,90.677
2004-12-13,91.45
2004-12-14,91.83
2004-12-15,92.362
2004-12-16,92.126
2004-12-17,91.459
2004-12-20,91.859
2004-12-21,92.231
2004-12-22,92.667
2004-12-23,92.993
2004-12-24,93.256
2004-12-27,93.328
2004-12-28,93.803
2004-12-29,93.736
2004-12-30,94.088
2004-12-31,94.066
2005-01-03,93.485
2005-01-04,92.306
2005-01-05,91.727
2005-01-06,91.552
2005-01-07,91.498
2005-01-10,91.858
2005-01-11,91.669
2005-01-12,92.06
2005-01-13,91.465
2005-01-14,91.68
2005-01-17,91.906
2005-01-18,92.031
2005-01-19,91.624
2005-01-20,90.729
2005-01-21,90.457
2005-01-24,90.36
2005-01-25,90.454
2005-01-26,91.283
2005-01-27,91.347
2005-01-28,91.055
2005-01-31,91.699
2005-02-01,92.007
2005-02-02,92.354
2005-02-03,91.856
2005-02-04,92.671
2005-02-07,92.57
2005-02-08,92.422
2005-02-09,92.001
2005-02-10,92.445
2005-02-11,93.071
2005-02-14,93.553
2005-02-15,93.869
2005-02-16,93.667
2005-02-17,93.452
2005-02-18,93.635
2005-02-21,93.755
2005-02-22,93.363
2005-02-23,93.091
2005-02-24,93.523
2005-02-25,94.356
2005-02-28,94.31
2005-03-01,94.636
2005-03-02,94.419
2005-03-03,94.53
2005-03-04,95.452
2005-03-07,95.603
2005-03-08,95.551
2005-03-09,95.173
2005-03-10,94.928
2005-03-11,94.708
2005-03-14,94.487
2005-03-15,94.164
2005-03-16,93.781
2005-03-17,93.69
2005-03-18,93.485
2005-03-21,92.983
2005-03-22,92.728
2005-03-23,92.005
2005-03-24,91.949
2005-03-25,92.013
2005-03-28,91.935
2005-03-29,91.411
2005-03-30,92.103
2005-03-31,92.251
2005-04-01,92.012
2005-04-04,91.606
2005-04-05,92.224
2005-04-06,92.416
2005-04-07,93.01
2005-04-08,92.615
2005-04-11,92.695
2005-04-12,92.555
2005-04-13,92.227
2005-04-14,91.268
2005-04-15,90.23
2005-04-18,89.577
2005-04-19,90.333
2005-04-20,89.841
2005-04-21,90.868
2005-04-22,90.749
2005-04-25,91.031
2005-04-26,90.481
2005-04-27,90.242
2005-04-28,89.595
2005-04-29,90.191
2005-05-02,90.409
2005-05-03,90.619
2005-05-04,91.634
2005-05-05,91.738
2005-05-06,91.88
2005-05-09,91.976
2005-05-10,91.403
2005-05-11,91.334
2005-05-12,90.825
2005-05-13,90.578
2005-05-16,90.803
2005-05-17,91.06
2005-05-18,91.885
2005-05-19,92.433
2005-05-20,92.209
2005-05-23,92.722
2005-05-24,92.832
2005-05-25,92.521
2005-05-26,92.924
2005-05-27,93.157
2005-05-30,93.284
2005-05-31,92.626
2005-06-01,93.248
2005-06-02,93.53
2005-06-03,93.235
2005-06-06,93.286
2005-06-07,93.466
2005-06-08,93.483
2005-06-09,93.318
2005-06-10,93.122
2005-06-13,93.078
2005-06-14,93.248
2005-06-15,93.519
2005-06-16,93.879
2005-06-17,94.543
2005-06-20,94.331
2005-06-21,94.451
2005-06-22,94.54
2005-06-23,93.84
2005-06-24,93.206
2005-06-27,92.968
2005-06-28,93.545
2005-06-29,93.519
2005-06-30,93.17
2005-07-01,93.062
2005-07-04,92.989
2005-07-05,93.371
2005-07-06,93.312
2005-07-07,92.999
2005-07-08,93.934
2005-07-11,94.966
2005-07-12,95.541
2005-07-13,95.314
2005-07-14,95.676
2005-07-15,95.525
2005-07-18,95.363
2005-07-19,95.718
2005-07-20,96.058
2005-07-21,96.338
2005-07-22,96.531
2005-07-25,96.197
2005-07-26,96.143
2005-07-27,96.637
2005-07-28,97.305
2005-07-29,97.204
2005-08-01,97.624
2005-08-02,98.388
2005-08-03,98.733
2005-08-04,98.317
2005-08-05,97.58
2005-08-08,97.693
2005-08-09,98.2
2005-08-10,98.71
2005-08-11,99.366
2005-08-12,99.054
2005-08-15,99.043
2005-08-16,98.246
2005-08-17,98.1
2005-08-18,97.487
2005-08-19,97.683
2005-08-22,98.373
2005-08-23,97.967
2005-08-24,97.607
2005-08-25,97.591
2005-08-26,97.265
2005-08-29,97.269
2005-08-30,97.004
2005-08-31,98.046
2005-09-01,98.941
2005-09-02,99.055
2005-09-05,99.257
2005-09-06,99.978
2005-09-07,100.159
2005-09-08,99.793
2005-09-09,100.587
2005-09-12,100.493
2005-09-13,99.833
2005-09-14,99.826
2005-09-15,99.681
2005-09-16,100.089
2005-09-19,99.78
2005-09-20,99.612
2005-09-21,99.142
2005-09-22,98.948
2005-09-23,98.825
2005-09-26,99.319
2005-09-27,99.003
2005-09-28,99.46
2005-09-29,100.153
2005-09-30,100.623
2005-10-03,100.366
2005-10-04,100.257
2005-10-05,98.983
2005-10-06,98.236
2005-10-07,98.254
2005-10-10,97.953
2005-10-11,98.004
2005-10-12,97.406
2005-10-13,96.701
2005-10-14,97.445
2005-10-17,97.397
2005-10-18,96.535
2005-10-19,96.783
2005-10-20,96.253
2005-10-21,96.409
2005-10-24,97.358
2005-10-25,97.617
2005-10-26,97.369
2005-10-27,96.586
2005-10-28,97.132
2005-10-31,98.251
2005-11-01,98.428
2005-11-02,99.474
2005-11-03,100.144
2005-11-04,99.792
2005-11-07,100.006
2005-11-08,99.789
