Date,PORTUGAL Standard (Large+Mid Cap)
1997-06-30,146.777
1997-07-31,147.92
1997-08-29,138.645
1997-09-30,157.38
1997-10-31,152.292
1997-11-28,159.124
1997-12-31,163.254
1998-01-30,180.105
1998-02-27,199.813
1998-03-31,216.579
1998-04-30,233.332
1998-05-29,228.35
1998-06-30,211.409
1998-07-31,228.895
1998-08-31,197.636
1998-09-30,179.936
1998-10-30,209.607
1998-11-30,202.729
1998-12-31,208.084
1999-01-29,216.344
1999-02-26,201.668
1999-03-31,188.059
1999-04-30,176.396
1999-05-31,180.181
1999-06-30,170.505
1999-07-30,174.557
1999-08-31,169.779
1999-09-30,166.966
1999-10-29,170.199
1999-11-30,171.845
1999-12-31,189.608
2000-01-31,187.595
2000-02-29,209.216
2000-03-31,193.33
2000-04-28,176.589
2000-05-31,175.604
2000-06-30,185.892
2000-07-31,181.903
2000-08-31,175.501
2000-09-29,172.952
2000-10-31,156.257
2000-11-30,157.368
2000-12-29,170.085
2001-01-31,180.776
2001-02-28,169.717
2001-03-30,154.26
2001-04-30,154.705
2001-05-31,139.588
2001-06-29,129.874
2001-07-31,134.677
2001-08-31,130.057
2001-09-28,129.646
2001-10-31,134.179
2001-11-30,132.912
2001-12-31,132.748
2002-01-31,124.113
2002-02-28,121.511
2002-03-29,127.587
2002-04-30,128.666
2002-05-31,129.97
2002-06-28,128.498
2002-07-31,112.711
2002-08-30,112.729
2002-09-30,90.909
2002-10-31,100.793
2002-11-29,113.738
2002-12-31,114.469
2003-01-31,112.615
2003-02-28,103.766
2003-03-31,107.765
2003-04-30,114.977
2003-05-30,126.317
2003-06-30,126.178
2003-07-31,122.091
2003-08-29,125.107
2003-09-30,136.384
2003-10-31,139.825
2003-11-28,152.152
2003-12-31,163.734
2004-01-30,167.455
2004-02-27,182.409
2004-03-31,178.84
2004-04-30,176.878
2004-05-31,172.718
2004-06-30,177.52
2004-07-30,169.292
2004-08-31,170.689
2004-09-30,181.26
2004-10-29,186.776
2004-11-30,197.024
2004-12-31,204.17
2005-01-31,205.94
2005-02-28,205.37
2005-03-31,198.331
2005-04-29,193.817
2005-05-31,185.22
2005-06-30,180.388
2005-07-29,182.594
2005-08-31,189.119
2005-09-30,190.747
2005-10-31,184.195
2005-11-30,187.397
2005-12-30,200.345
2006-01-31,208.557
2006-02-28,222.707
2006-03-31,242.922
2006-04-28,251.131
2006-05-31,241.549
2006-06-30,244.082
2006-07-31,247.445
2006-08-31,254.916
2006-09-29,261.574
2006-10-31,268.208
2006-11-30,282.128
2006-12-29,295.248
2007-01-31,299.622
2007-02-28,307.499
2007-03-30,308.743
2007-04-30,334.882
2007-05-31,358.541
2007-06-29,363.207
2007-07-31,365.012
2007-08-31,344.816
2007-09-28,340.818
2007-10-31,378.111
2007-11-30,379.401
2007-12-31,366.101
2008-01-31,325.933
2008-02-29,318.642
2008-03-31,317.937
2008-04-30,330.675
2008-05-30,323.069
2008-06-30,273.22
2008-07-31,263.726
2008-08-29,244.785
2008-09-30,222.506
2008-10-31,164.098
2008-11-28,160.205
2008-12-31,175.162
2009-01-30,164.992
2009-02-27,151.791
2009-03-31,161.441
2009-04-30,177.676
2009-05-29,205.087
2009-06-30,203.786
2009-07-31,210.6
2009-08-31,225.97
2009-09-30,244.863
2009-10-30,245.005
2009-11-30,248.478
2009-12-31,245.944
2010-01-29,220.785
2010-02-26,207.537
2010-03-31,220.712
2010-04-30,201.224
2010-05-31,183.252
2010-06-30,182.163
2010-07-30,202.054
2010-08-31,198.349
2010-09-30,219.57
2010-10-29,239.783
2010-11-30,205.6
2010-12-31,218.123
2011-01-31,230.586
2011-02-28,236.504
2011-03-31,237.113
2011-04-29,246.795
2011-05-31,243.092
2011-06-30,237.794
2011-07-29,225.503
2011-08-31,211.23
2011-09-30,185.479
2011-10-31,192.447
2011-11-30,175.65
2011-12-30,167.839
2012-01-31,161.932
2012-02-29,171.518
2012-03-30,170.587
2012-04-30,163.238
2012-05-31,132.682
2012-06-29,139.25
2012-07-31,135.204
2012-08-31,148.41
2012-09-28,157.373
2012-10-31,162.694
2012-11-30,158.679
2012-12-31,173.767
2013-01-31,192.069
2013-02-28,175.913
2013-03-29,173.199
2013-04-30,192.06
2013-05-31,181.253
2013-06-28,172.014
2013-07-31,179.862
2013-08-30,181.764
2013-09-30,190.43
2013-10-31,191.541
2013-11-29,197.902
2013-12-31,192.861
2014-01-31,187.991
2014-02-28,208.101
2014-03-31,211.616
2014-04-30,214.539
2014-05-30,211.448
2014-06-30,206.156
2014-07-31,173.538
2014-08-29,170.916
2014-09-30,154.715
2014-10-31,141.409
2014-11-28,133.129
2014-12-31,119.108
2015-01-30,117.989
2015-02-27,130.06
2015-03-31,127.762
2015-04-30,141.486
2015-05-29,135.098
2015-06-30,130.317
2015-07-31,130.192
2015-08-31,120.492
2015-09-30,115.267
2015-10-30,122.415
2015-11-30,114.394
2015-12-31,120.148
2016-01-29,117.065
2016-02-29,108.42
2016-03-31,124.036
2016-04-29,128.151
2016-05-31,123.368
2016-06-30,120.615
2016-07-29,127.57
2016-08-31,127.865
2016-09-30,128.196
2016-10-31,126.536
2016-11-30,117.613
2016-12-30,124.457
2017-01-31,123.645
2017-02-28,125.514
2017-03-31,134.723
2017-04-28,134.975
2017-05-31,147.526
2017-06-30,138.885
2017-07-31,146.409
2017-08-31,153.79
2017-09-29,157.189
2017-10-31,154.248
2017-11-30,157.0
2017-12-29,154.098
2018-01-31,160.992
2018-02-28,153.792
2018-03-30,158.865
2018-04-30,160.635
2018-05-31,160.104
2018-06-29,160.755
2018-07-31,168.729
2018-08-31,165.114
2018-09-28,159.87
2018-10-31,144.207
2018-11-30,139.678
2018-12-31,137.001
2019-01-31,143.841
2019-02-28,148.295
2019-03-29,151.019
2019-04-30,153.585
2019-05-31,147.184
2019-06-28,153.424
2019-07-31,152.683
2019-08-30,150.134
2019-09-30,155.935
2019-10-31,163.145
2019-11-29,161.699
2019-12-31,169.464
2020-01-31,177.473
2020-02-28,165.48
2020-03-31,147.249
2020-04-30,149.293
2020-05-29,164.26
2020-06-30,165.112
2020-07-31,168.384
2020-08-31,168.429
2020-09-30,159.505
2020-10-30,155.171
2020-11-30,175.428
2020-12-31,193.897
2021-01-29,190.114
2021-02-26,182.666
2021-03-31,185.61
2021-04-30,187.984
2021-05-31,198.344
2021-06-30,183.988
2021-07-30,182.608
2021-08-31,195.385
2021-09-30,190.663
2021-10-29,203.555
2021-11-30,191.152
2021-12-31,194.194
2022-01-31,186.455
2022-02-28,186.172
2022-03-31,198.699
2022-04-29,186.363
2022-05-31,196.02
2022-06-30,186.569
2022-07-29,195.355
2022-08-31,188.476
2022-09-30,165.988
2022-10-31,172.18
2022-11-30,187.236
2022-12-30,194.586
2023-01-31,194.548
2023-02-28,188.688
2023-03-31,201.261
2023-04-28,209.486
2023-05-31,189.197
2023-06-30,199.11
2023-07-31,198.848
2023-08-31,194.39
2023-09-29,182.043
2023-10-31,183.18
2023-11-30,200.173
2023-12-29,209.249
2024-01-31,190.984
2024-02-29,178.096
2024-03-29,171.84
2024-04-30,184.859
2024-05-31,199.831
2024-06-28,186.369
2024-07-31,192.198
2024-08-30,196.413
2024-09-30,202.615
2024-10-31,177.523
2024-11-29,167.044
2024-12-31,156.592
2025-01-31,155.999
2025-02-28,158.72
2025-03-31,161.846
2025-04-30,175.5
2025-05-30,185.26
2025-06-30,200.301
2025-07-31,202.802
2025-08-29,205.779
