Date,PORTUGAL Standard (Large+Mid Cap)
1997-06-30,155.2
1997-07-31,156.46
1997-08-29,146.703
1997-09-30,166.58
1997-10-31,161.25
1997-11-28,168.537
1997-12-31,172.963
1998-01-30,190.867
1998-02-27,211.804
1998-03-31,229.634
1998-04-30,247.454
1998-05-29,242.234
1998-06-30,224.325
1998-07-31,242.943
1998-08-31,209.831
1998-09-30,191.108
1998-10-30,222.691
1998-11-30,215.453
1998-12-31,221.214
1999-01-29,230.063
1999-02-26,214.52
1999-03-31,200.119
1999-04-30,187.783
1999-05-31,191.889
1999-06-30,181.659
1999-07-30,186.053
1999-08-31,181.038
1999-09-30,178.117
1999-10-29,181.643
1999-11-30,183.473
1999-12-31,202.512
2000-01-31,200.436
2000-02-29,223.611
2000-03-31,206.705
2000-04-28,188.876
2000-05-31,187.893
2000-06-30,198.974
2000-07-31,194.776
2000-08-31,187.989
2000-09-29,185.328
2000-10-31,167.504
2000-11-30,168.762
2000-12-29,182.473
2001-01-31,193.944
2001-02-28,182.079
2001-03-30,165.496
2001-04-30,166.266
2001-05-31,150.434
2001-06-29,139.965
2001-07-31,145.142
2001-08-31,140.162
2001-09-28,139.719
2001-10-31,144.605
2001-11-30,143.239
2001-12-31,143.063
2002-01-31,133.756
2002-02-28,130.952
2002-03-29,137.5
2002-04-30,139.124
2002-05-31,140.657
2002-06-28,139.407
2002-07-31,122.28
2002-08-30,122.299
2002-09-30,98.627
2002-10-31,109.35
2002-11-29,123.394
2002-12-31,124.187
2003-01-31,122.175
2003-02-28,112.576
2003-03-31,117.185
2003-04-30,125.523
2003-05-30,137.903
2003-06-30,138.113
2003-07-31,133.639
2003-08-29,136.941
2003-09-30,149.285
2003-10-31,153.051
2003-11-28,166.544
2003-12-31,179.222
2004-01-30,183.294
2004-02-27,199.663
2004-03-31,195.756
2004-04-30,194.835
2004-05-31,190.322
2004-06-30,195.688
2004-07-30,186.618
2004-08-31,188.158
2004-09-30,199.81
2004-10-29,205.891
2004-11-30,217.316
2004-12-31,225.198
2005-01-31,227.15
2005-02-28,226.522
2005-03-31,218.758
2005-04-29,214.701
2005-05-31,206.0
2005-06-30,200.626
2005-07-29,203.079
2005-08-31,210.337
2005-09-30,212.147
2005-10-31,205.005
2005-11-30,208.569
2005-12-30,222.981
2006-01-31,232.12
2006-02-28,247.869
2006-03-31,270.368
2006-04-28,280.265
2006-05-31,270.524
2006-06-30,273.361
2006-07-31,277.128
2006-08-31,285.494
2006-09-29,292.951
2006-10-31,300.381
2006-11-30,316.129
2006-12-29,330.83
2007-01-31,335.731
2007-02-28,344.558
2007-03-30,345.952
2007-04-30,376.174
2007-05-31,403.69
2007-06-29,409.261
2007-07-31,411.294
2007-08-31,388.537
2007-09-28,384.032
2007-10-31,426.055
2007-11-30,427.69
2007-12-31,412.697
2008-01-31,367.417
2008-02-29,359.197
2008-03-31,358.403
2008-04-30,374.449
2008-05-30,366.899
2008-06-30,310.434
2008-07-31,299.647
2008-08-29,278.127
2008-09-30,252.812
2008-10-31,186.45
2008-11-28,182.025
2008-12-31,199.02
2009-01-30,187.465
2009-02-27,172.466
2009-03-31,183.499
2009-04-30,203.003
2009-05-29,235.017
2009-06-30,233.633
2009-07-31,241.445
2009-08-31,259.066
2009-09-30,280.725
2009-10-30,280.91
2009-11-30,284.893
2009-12-31,281.988
2010-01-29,253.141
2010-02-26,237.951
2010-03-31,253.057
2010-04-30,231.089
2010-05-31,211.992
2010-06-30,210.732
2010-07-30,233.742
2010-08-31,229.456
2010-09-30,254.039
2010-10-29,277.426
2010-11-30,237.896
2010-12-31,252.467
2011-01-31,266.893
2011-02-28,273.742
2011-03-31,274.447
2011-04-29,285.835
2011-05-31,284.776
2011-06-30,278.667
2011-07-29,264.263
2011-08-31,247.537
2011-09-30,217.359
2011-10-31,225.526
2011-11-30,205.842
2011-12-30,197.065
2012-01-31,190.13
2012-02-29,201.385
2012-03-30,200.291
2012-04-30,191.848
2012-05-31,157.735
2012-06-29,165.543
2012-07-31,160.733
2012-08-31,176.433
2012-09-28,187.181
2012-10-31,193.51
2012-11-30,188.735
2012-12-31,206.871
2013-01-31,228.661
2013-02-28,209.426
2013-03-29,206.195
2013-04-30,228.65
2013-05-31,218.123
2013-06-28,207.005
2013-07-31,216.449
2013-08-30,218.738
2013-09-30,229.34
2013-10-31,230.678
2013-11-29,238.34
2013-12-31,232.269
2014-01-31,226.403
2014-02-28,250.623
2014-03-31,254.855
2014-04-30,258.376
2014-05-30,256.566
2014-06-30,250.145
2014-07-31,210.567
2014-08-29,207.385
2014-09-30,187.891
2014-10-31,171.731
2014-11-28,161.676
2014-12-31,144.648
2015-01-30,143.289
2015-02-27,157.949
2015-03-31,155.158
2015-04-30,171.825
2015-05-29,165.244
2015-06-30,159.397
2015-07-31,159.244
2015-08-31,147.379
2015-09-30,141.172
2015-10-30,149.926
2015-11-30,140.102
2015-12-31,147.361
2016-01-29,143.58
2016-02-29,132.977
2016-03-31,152.13
2016-04-29,157.178
2016-05-31,152.589
2016-06-30,149.185
2016-07-29,157.786
2016-08-31,158.151
2016-09-30,158.839
2016-10-31,156.783
2016-11-30,145.727
2016-12-30,154.207
2017-01-31,153.201
2017-02-28,155.517
2017-03-31,166.927
2017-04-28,167.24
2017-05-31,184.536
2017-06-30,173.727
2017-07-31,183.139
2017-08-31,192.372
2017-09-29,196.945
2017-10-31,193.26
2017-11-30,196.708
2017-12-29,193.071
2018-01-31,201.709
2018-02-28,192.688
2018-03-30,199.044
2018-04-30,202.438
2018-05-31,202.57
2018-06-29,203.393
2018-07-31,213.483
2018-08-31,208.909
2018-09-28,202.624
2018-10-31,182.773
2018-11-30,177.033
2018-12-31,173.639
2019-01-31,182.309
2019-02-28,187.954
2019-03-29,191.407
2019-04-30,194.659
2019-05-31,188.392
2019-06-28,196.38
2019-07-31,195.431
2019-08-30,192.169
2019-09-30,199.995
2019-10-31,209.243
2019-11-29,207.389
2019-12-31,217.347
2020-01-31,227.618
2020-02-28,212.237
2020-03-31,188.855
2020-04-30,191.477
2020-05-29,212.522
2020-06-30,213.625
2020-07-31,217.997
2020-08-31,218.055
2020-09-30,206.502
2020-10-30,200.891
2020-11-30,227.116
2020-12-31,251.128
2021-01-29,246.228
2021-02-26,236.582
2021-03-31,240.396
2021-04-30,244.9
2021-05-31,259.126
2021-06-30,240.371
2021-07-30,238.568
2021-08-31,255.26
2021-09-30,249.363
2021-10-29,266.225
2021-11-30,250.002
2021-12-31,253.981
2022-01-31,243.86
2022-02-28,243.49
2022-03-31,259.874
2022-04-29,244.834
2022-05-31,258.287
2022-06-30,245.834
2022-07-29,257.411
2022-08-31,248.347
2022-09-30,218.938
2022-10-31,227.105
2022-11-30,246.962
2022-12-30,256.657
2023-01-31,256.608
2023-02-28,248.878
2023-03-31,265.462
2023-04-28,277.506
2023-05-31,251.205
2023-06-30,264.366
2023-07-31,264.02
2023-08-31,258.391
2023-09-29,241.978
2023-10-31,243.49
2023-11-30,266.078
2023-12-29,278.142
2024-01-31,253.863
2024-02-29,236.732
2024-03-29,228.416
2024-04-30,245.721
2024-05-31,267.625
2024-06-28,249.594
2024-07-31,257.401
2024-08-30,263.335
2024-09-30,271.651
2024-10-31,238.009
2024-11-29,223.96
2024-12-31,209.947
2025-01-31,209.152
2025-02-28,212.799
2025-03-31,216.99
2025-04-30,235.298
2025-05-30,250.695
2025-06-30,271.049
2025-07-31,274.434
2025-08-29,278.791
2025-09-30,288.591
2025-10-31,303.124
2025-11-28,289.061
2025-12-31,290.592
2026-01-30,314.847
