Date,NEW ZEALAND SMID VALUE SMID (Small+Mid Cap)
2002-11-29,278.989
2002-12-31,300.791
2003-01-31,323.61
2003-02-28,324.426
2003-03-31,324.121
2003-04-30,324.119
2003-05-30,342.691
2003-06-30,367.541
2003-07-31,362.703
2003-08-29,372.497
2003-09-30,389.387
2003-10-31,416.482
2003-11-28,427.731
2003-12-31,460.755
2004-01-30,466.128
2004-02-27,481.979
2004-03-31,507.579
2004-04-30,486.863
2004-05-31,475.835
2004-06-30,494.673
2004-07-30,515.318
2004-08-31,533.861
2004-09-30,574.477
2004-10-29,574.151
2004-11-30,635.545
2004-12-31,645.203
2005-01-31,642.306
2005-02-28,669.285
2005-03-31,616.015
2005-04-29,603.823
2005-05-31,600.495
2005-06-30,645.872
2005-07-29,658.31
2005-08-31,670.949
2005-09-30,691.265
2005-10-31,675.185
2005-11-30,680.475
2005-12-30,664.338
2006-01-31,671.819
2006-02-28,670.795
2006-03-31,674.161
2006-04-28,711.423
2006-05-31,717.572
2006-06-30,705.306
2006-07-31,707.138
2006-08-31,728.713
2006-09-29,761.142
2006-10-31,802.574
2006-11-30,835.129
2006-12-29,899.912
2007-01-31,895.004
2007-02-28,894.837
2007-03-30,949.63
2007-04-30,981.022
2007-05-31,1000.0
2007-06-29,1068.267
2007-07-31,1040.535
2007-08-31,918.483
2007-09-28,1031.612
2007-10-31,1052.32
2007-11-30,1006.636
2007-12-31,1014.311
2008-01-31,951.141
2008-02-29,941.765
2008-03-31,888.575
2008-04-30,889.712
2008-05-30,925.055
2008-06-30,809.978
2008-07-31,810.868
2008-08-29,735.272
2008-09-30,631.181
2008-10-31,490.676
2008-11-28,460.195
2008-12-31,479.794
2009-01-30,445.862
2009-02-27,395.773
2009-03-31,459.283
2009-04-30,514.658
2009-05-29,563.34
2009-06-30,583.475
2009-07-31,632.606
2009-08-31,674.586
2009-09-30,721.402
2009-10-30,712.966
2009-11-30,687.03
2009-12-31,715.772
2010-01-29,682.953
2010-02-26,673.219
2010-03-31,688.497
2010-04-30,715.535
2010-05-31,611.612
2010-06-30,614.632
2010-07-30,663.604
2010-08-31,655.783
2010-09-30,716.937
2010-10-29,768.643
2010-11-30,759.133
2010-12-31,798.479
2011-01-31,806.395
2011-02-28,779.008
2011-03-31,797.024
2011-04-29,869.27
2011-05-31,918.392
2011-06-30,898.028
2011-07-29,961.914
2011-08-31,947.714
2011-09-30,866.386
2011-10-31,912.881
2011-11-30,882.287
2011-12-30,889.048
2012-01-31,972.676
2012-02-29,999.177
2012-03-30,1067.381
2012-04-30,1081.901
2012-05-31,968.231
2012-06-29,994.32
2012-07-31,1052.273
2012-08-31,1072.684
2012-09-28,1153.861
2012-10-31,1171.977
2012-11-30,1205.995
2012-12-31,1235.697
2013-01-31,1357.241
2013-02-28,1328.872
2013-03-29,1334.778
2013-04-30,1418.171
2013-05-31,1259.525
2013-06-28,1190.844
2013-07-31,1247.066
2013-08-30,1242.074
2013-09-30,1390.716
2013-10-31,1425.607
2013-11-29,1339.04
2013-12-31,1360.613
2014-01-31,1344.905
2014-02-28,1446.492
2014-03-31,1533.15
2014-04-30,1610.809
2014-05-30,1573.768
2014-06-30,1608.899
2014-07-31,1587.563
2014-08-29,1589.168
2014-09-30,1529.209
2014-10-31,1602.677
2014-11-28,1626.372
2014-12-31,1644.29
2015-01-30,1613.938
2015-02-27,1694.687
2015-03-31,1654.836
2015-04-30,1654.83
2015-05-29,1539.242
2015-06-30,1426.4
2015-07-31,1440.586
2015-08-31,1346.005
2015-09-30,1328.615
2015-10-30,1514.261
2015-11-30,1494.615
2015-12-31,1564.241
2016-01-29,1450.4
2016-02-29,1486.177
2016-03-31,1715.365
2016-04-29,1780.212
2016-05-31,1748.489
2016-06-30,1796.941
2016-07-29,1933.958
2016-08-31,1992.419
2016-09-30,1988.729
2016-10-31,1867.293
2016-11-30,1837.235
2016-12-30,1791.84
2017-01-31,1917.121
2017-02-28,1894.517
2017-03-31,1844.671
2017-04-28,1862.709
2017-05-31,1946.733
2017-06-30,2064.117
2017-07-31,2114.833
2017-08-31,2034.603
2017-09-29,2043.877
2017-10-31,1928.64
2017-11-30,1919.251
2017-12-29,2044.623
2018-01-31,2111.135
2018-02-28,1920.403
2018-03-30,1933.643
2018-04-30,1951.509
2018-05-31,2011.04
2018-06-29,1991.499
2018-07-31,2024.509
2018-08-31,1990.902
2018-09-28,2052.736
2018-10-31,1922.711
2018-11-30,2071.85
2018-12-31,2018.627
2019-01-31,2101.59
2019-02-28,2062.717
2019-03-29,2220.535
2019-04-30,2162.911
2019-05-31,2182.489
2019-06-28,2405.123
2019-07-31,2334.635
2019-08-30,2320.046
2019-09-30,2368.751
2019-10-31,2327.539
2019-11-29,2357.335
2019-12-31,2479.634
2020-01-31,2464.906
2020-02-28,2178.983
2020-03-31,1617.575
2020-04-30,1883.391
2020-05-29,1922.797
2020-06-30,2050.202
2020-07-31,2156.371
2020-08-31,2245.835
2020-09-30,2278.097
2020-10-30,2316.781
2020-11-30,2733.088
2020-12-31,2992.138
2021-01-29,3023.153
2021-02-26,2873.63
2021-03-31,2833.451
2021-04-30,2893.577
2021-05-31,2909.504
2021-06-30,2843.459
2021-07-30,2807.522
2021-08-31,2925.154
2021-09-30,2858.266
2021-10-29,2922.647
2021-11-30,2642.564
2021-12-31,2726.575
2022-01-31,2393.111
2022-02-28,2546.491
2022-03-31,2671.553
2022-04-29,2502.926
2022-05-31,2400.331
2022-06-30,2255.622
2022-07-29,2408.832
2022-08-31,2429.267
2022-09-30,2144.433
2022-10-31,2244.331
2022-11-30,2377.148
2022-12-30,2440.339
2023-01-31,2553.04
2023-02-28,2426.781
2023-03-31,2480.692
2023-04-28,2487.44
2023-05-31,2439.589
2023-06-30,2496.668
2023-07-31,2566.676
2023-08-31,2360.463
2023-09-29,2354.43
2023-10-31,2198.095
2023-11-30,2430.441
2023-12-29,2598.014
2024-01-31,2504.427
2024-02-29,2360.522
2024-03-29,2323.933
2024-04-30,2211.214
2024-05-31,2185.843
2024-06-28,2115.998
2024-07-31,2128.137
2024-08-30,2160.573
2024-09-30,2125.838
2024-10-31,2009.606
2024-11-29,2066.432
2024-12-31,1978.367
2025-01-31,1964.994
2025-02-28,1826.222
2025-03-31,1799.957
2025-04-30,1795.438
2025-05-30,1836.898
2025-06-30,1921.933
2025-07-31,1869.382
