Date,NEW ZEALAND SMID VALUE SMID (Small+Mid Cap)
2002-11-07,261.242
2002-11-08,261.855
2002-11-11,259.35
2002-11-12,260.568
2002-11-13,263.58
2002-11-14,265.325
2002-11-15,264.432
2002-11-18,264.674
2002-11-19,263.027
2002-11-20,262.359
2002-11-21,262.6
2002-11-22,263.099
2002-11-25,260.699
2002-11-26,259.924
2002-11-27,257.565
2002-11-28,261.324
2002-11-29,263.735
2002-12-02,264.263
2002-12-03,263.993
2002-12-04,264.105
2002-12-05,264.77
2002-12-06,264.44
2002-12-09,264.414
2002-12-10,264.111
2002-12-11,265.688
2002-12-12,268.138
2002-12-13,272.318
2002-12-16,272.364
2002-12-17,277.008
2002-12-18,274.473
2002-12-19,274.433
2002-12-20,275.544
2002-12-23,279.08
2002-12-24,280.006
2002-12-25,280.006
2002-12-26,280.304
2002-12-27,281.219
2002-12-30,284.956
2002-12-31,284.627
2003-01-01,284.627
2003-01-02,284.954
2003-01-03,286.34
2003-01-06,294.397
2003-01-07,296.504
2003-01-08,295.515
2003-01-09,296.003
2003-01-10,300.593
2003-01-13,303.704
2003-01-14,302.436
2003-01-15,306.389
2003-01-16,308.969
2003-01-17,313.162
2003-01-20,312.428
2003-01-21,306.591
2003-01-22,304.04
2003-01-23,307.975
2003-01-24,313.148
2003-01-27,312.812
2003-01-28,309.726
2003-01-29,311.079
2003-01-30,307.429
2003-01-31,306.221
2003-02-03,305.754
2003-02-04,312.223
2003-02-05,312.598
2003-02-06,312.683
2003-02-07,309.699
2003-02-10,315.105
2003-02-11,312.711
2003-02-12,309.468
2003-02-13,308.058
2003-02-14,305.964
2003-02-17,310.316
2003-02-18,307.81
2003-02-19,310.709
2003-02-20,309.991
2003-02-21,309.985
2003-02-24,311.568
2003-02-25,309.501
2003-02-26,308.6
2003-02-27,307.119
2003-02-28,307.519
2003-03-03,312.998
2003-03-04,314.481
2003-03-05,318.275
2003-03-06,315.919
2003-03-07,313.238
2003-03-10,311.746
2003-03-11,305.87
2003-03-12,304.323
2003-03-13,300.22
2003-03-14,305.082
2003-03-17,304.859
2003-03-18,305.596
2003-03-19,303.487
2003-03-20,304.019
2003-03-21,302.025
2003-03-24,307.138
2003-03-25,304.007
2003-03-26,303.672
2003-03-27,306.047
2003-03-28,304.777
2003-03-31,308.727
2003-04-01,305.984
2003-04-02,304.36
2003-04-03,303.947
2003-04-04,301.399
2003-04-07,300.598
2003-04-08,299.092
2003-04-09,299.669
2003-04-10,298.523
2003-04-11,298.382
2003-04-14,299.558
2003-04-15,304.614
2003-04-16,305.1
2003-04-17,305.414
2003-04-18,305.414
2003-04-21,304.427
2003-04-22,305.676
2003-04-23,305.881
2003-04-24,306.769
2003-04-25,305.719
2003-04-28,305.525
2003-04-29,305.182
2003-04-30,308.725
2003-05-01,310.087
2003-05-02,307.082
2003-05-05,310.009
2003-05-06,313.747
2003-05-07,311.861
2003-05-08,314.223
2003-05-09,314.159
2003-05-12,315.529
2003-05-13,316.871
2003-05-14,317.747
2003-05-15,318.419
2003-05-16,325.85
2003-05-19,327.879
2003-05-20,325.887
2003-05-21,317.389
2003-05-22,320.16
2003-05-23,321.034
2003-05-26,324.211
2003-05-27,327.12
2003-05-28,321.883
2003-05-29,324.536
2003-05-30,326.415
2003-06-02,328.139
2003-06-03,329.971
2003-06-04,332.115
2003-06-05,336.151
2003-06-06,336.666
2003-06-09,336.882
2003-06-10,338.031
2003-06-11,336.542
2003-06-12,335.664
2003-06-13,336.675
2003-06-16,338.821
2003-06-17,341.534
2003-06-18,342.978
2003-06-19,344.546
2003-06-20,346.494
2003-06-23,346.111
2003-06-24,344.149
2003-06-25,345.261
2003-06-26,343.093
2003-06-27,341.736
2003-06-30,350.925
2003-07-01,352.846
2003-07-02,353.974
2003-07-03,356.009
2003-07-04,355.341
2003-07-07,355.922
2003-07-08,351.533
2003-07-09,341.759
2003-07-10,342.986
2003-07-11,344.646
2003-07-14,345.363
2003-07-15,340.371
2003-07-16,340.251
2003-07-17,337.563
2003-07-18,330.238
2003-07-21,334.685
2003-07-22,334.283
2003-07-23,340.987
2003-07-24,350.393
2003-07-25,351.256
2003-07-28,353.76
2003-07-29,354.303
2003-07-30,347.73
2003-07-31,346.306
2003-08-01,352.03
2003-08-04,350.538
2003-08-05,348.316
2003-08-06,347.268
2003-08-07,347.651
2003-08-08,354.425
2003-08-11,359.125
2003-08-12,358.765
2003-08-13,359.661
2003-08-14,358.935
2003-08-15,360.457
2003-08-18,361.135
2003-08-19,360.459
2003-08-20,361.113
2003-08-21,355.145
2003-08-22,355.064
2003-08-25,356.846
2003-08-26,354.027
2003-08-27,349.554
2003-08-28,351.028
2003-08-29,355.866
2003-09-01,355.134
2003-09-02,348.47
2003-09-03,346.805
2003-09-04,344.933
2003-09-05,349.933
2003-09-08,351.679
2003-09-09,356.974
2003-09-10,355.224
2003-09-11,355.425
2003-09-12,355.177
2003-09-15,359.162
2003-09-16,357.643
2003-09-17,356.499
2003-09-18,360.487
2003-09-19,362.357
2003-09-22,367.807
2003-09-23,365.659
2003-09-24,366.797
2003-09-25,368.648
2003-09-26,366.17
2003-09-29,365.123
2003-09-30,372.848
2003-10-01,375.215
2003-10-02,378.386
2003-10-03,378.727
2003-10-06,378.724
2003-10-07,380.369
2003-10-08,380.059
2003-10-09,382.448
2003-10-10,380.508
2003-10-13,378.302
2003-10-14,377.224
2003-10-15,378.69
2003-10-16,380.869
2003-10-17,384.539
2003-10-20,385.226
2003-10-21,389.182
2003-10-22,390.561
2003-10-23,390.583
2003-10-24,391.973
2003-10-27,392.455
2003-10-28,395.714
2003-10-29,398.95
2003-10-30,400.009
2003-10-31,399.767
2003-11-03,400.111
2003-11-04,399.465
2003-11-05,402.944
2003-11-06,396.187
2003-11-07,395.781
2003-11-10,400.721
2003-11-11,407.061
2003-11-12,404.922
2003-11-13,406.766
2003-11-14,406.09
2003-11-17,404.993
2003-11-18,408.748
2003-11-19,413.656
2003-11-20,418.801
2003-11-21,413.908
2003-11-24,411.408
2003-11-25,409.662
2003-11-26,414.772
2003-11-27,409.95
2003-11-28,410.564
2003-12-01,414.007
2003-12-02,418.354
2003-12-03,419.294
2003-12-04,418.804
2003-12-05,416.164
2003-12-08,416.189
2003-12-09,416.811
2003-12-10,417.957
2003-12-11,414.861
2003-12-12,420.091
2003-12-15,423.172
2003-12-16,424.863
2003-12-17,423.31
2003-12-18,423.78
2003-12-19,421.716
2003-12-22,423.313
2003-12-23,423.949
2003-12-24,430.541
2003-12-25,430.541
2003-12-26,430.973
2003-12-29,431.89
2003-12-30,442.054
2003-12-31,443.23
2004-01-01,443.23
2004-01-02,444.31
2004-01-05,451.914
2004-01-06,457.675
2004-01-07,457.338
2004-01-08,454.964
2004-01-09,462.809
2004-01-12,465.046
2004-01-13,466.338
2004-01-14,462.602
2004-01-15,458.69
2004-01-16,453.972
2004-01-19,448.619
2004-01-20,458.903
2004-01-21,466.213
2004-01-22,467.166
2004-01-23,470.363
2004-01-26,467.089
2004-01-27,473.101
2004-01-28,470.465
2004-01-29,455.696
2004-01-30,448.398
2004-02-02,447.249
2004-02-03,451.974
2004-02-04,451.998
2004-02-05,457.304
2004-02-06,459.096
2004-02-09,464.094
2004-02-10,469.941
2004-02-11,465.553
2004-02-12,466.803
2004-02-13,471.939
2004-02-16,474.617
2004-02-17,473.619
2004-02-18,474.232
2004-02-19,469.01
2004-02-20,459.512
2004-02-23,456.524
2004-02-24,461.142
2004-02-25,464.426
2004-02-26,460.912
2004-02-27,464.117
2004-03-01,467.908
2004-03-02,469.095
2004-03-03,462.797
2004-03-04,463.158
2004-03-05,467.062
2004-03-08,467.871
2004-03-09,472.715
2004-03-10,459.672
2004-03-11,444.785
2004-03-12,445.623
2004-03-15,441.88
2004-03-16,451.711
2004-03-17,451.012
2004-03-18,458.084
2004-03-19,460.145
2004-03-22,465.518
2004-03-23,469.468
2004-03-24,467.231
2004-03-25,466.821
2004-03-26,476.913
2004-03-29,477.842
2004-03-30,485.095
2004-03-31,490.918
2004-04-01,493.129
2004-04-02,489.864
2004-04-05,484.276
2004-04-06,496.175
2004-04-07,498.756
2004-04-08,497.788
2004-04-09,497.788
2004-04-12,500.51
2004-04-13,493.828
2004-04-14,480.64
2004-04-15,485.722
2004-04-16,489.063
2004-04-19,492.658
2004-04-20,486.659
2004-04-21,479.423
2004-04-22,472.831
2004-04-23,476.055
2004-04-26,474.929
2004-04-27,476.479
2004-04-28,472.487
2004-04-29,468.471
2004-04-30,470.954
2004-05-03,468.068
2004-05-04,474.478
2004-05-05,473.127
2004-05-06,468.855
2004-05-07,453.531
2004-05-10,438.653
2004-05-11,434.076
2004-05-12,442.655
2004-05-13,435.021
2004-05-14,437.38
2004-05-17,440.974
2004-05-18,439.161
2004-05-19,451.772
2004-05-20,444.837
2004-05-21,447.007
2004-05-24,446.257
2004-05-25,445.474
2004-05-26,449.236
2004-05-27,464.089
2004-05-28,459.173
2004-05-31,460.381
2004-06-01,462.615
2004-06-02,458.593
2004-06-03,459.34
2004-06-04,456.05
2004-06-07,462.97
2004-06-08,463.093
2004-06-09,456.206
2004-06-10,463.246
2004-06-11,460.228
2004-06-14,457.687
2004-06-15,456.304
2004-06-16,456.63
2004-06-17,454.428
2004-06-18,459.121
2004-06-21,459.78
2004-06-22,462.945
2004-06-23,464.971
2004-06-24,470.831
2004-06-25,475.322
2004-06-28,479.046
2004-06-29,471.232
2004-06-30,480.03
2004-07-01,483.846
2004-07-02,489.127
2004-07-05,488.499
2004-07-06,492.173
2004-07-07,500.98
2004-07-08,500.929
2004-07-09,501.14
2004-07-12,503.936
2004-07-13,501.654
2004-07-14,496.496
2004-07-15,493.582
2004-07-16,502.87
2004-07-19,505.698
2004-07-20,506.339
2004-07-21,492.966
2004-07-22,496.45
2004-07-23,490.516
2004-07-26,492.176
2004-07-27,490.448
2004-07-28,488.686
2004-07-29,493.324
2004-07-30,500.064
2004-08-02,502.209
2004-08-03,507.215
2004-08-04,508.114
2004-08-05,507.262
2004-08-06,509.248
2004-08-09,509.34
2004-08-10,511.369
2004-08-11,515.72
2004-08-12,525.916
2004-08-13,532.218
2004-08-16,532.59
2004-08-17,528.985
2004-08-18,526.666
2004-08-19,531.619
2004-08-20,533.551
2004-08-23,530.892
2004-08-24,518.964
2004-08-25,515.268
2004-08-26,513.59
2004-08-27,515.974
2004-08-30,516.161
2004-08-31,518.666
2004-09-01,518.108
2004-09-02,508.142
2004-09-03,508.757
2004-09-06,512.813
2004-09-07,514.053
2004-09-08,514.167
2004-09-09,525.375
2004-09-10,536.41
2004-09-13,527.811
2004-09-14,532.629
2004-09-15,527.748
2004-09-16,530.371
2004-09-17,527.721
2004-09-20,530.272
2004-09-21,538.042
2004-09-22,538.535
2004-09-23,543.529
2004-09-24,544.543
2004-09-27,543.353
2004-09-28,548.772
2004-09-29,548.657
2004-09-30,558.639
2004-10-01,558.326
2004-10-04,555.671
2004-10-05,559.33
2004-10-06,561.918
2004-10-07,563.547
2004-10-08,570.09
2004-10-11,573.315
2004-10-12,568.943
2004-10-13,562.979
2004-10-14,568.921
2004-10-15,567.285
2004-10-18,565.979
2004-10-19,564.495
2004-10-20,564.245
2004-10-21,561.892
2004-10-22,561.225
2004-10-25,567.127
2004-10-26,563.269
2004-10-27,564.51
2004-10-28,559.135
2004-10-29,560.149
2004-11-01,564.147
2004-11-02,568.803
2004-11-03,570.794
2004-11-04,574.353
2004-11-05,572.612
2004-11-08,572.904
2004-11-09,580.236
2004-11-10,573.568
2004-11-11,576.085
2004-11-12,584.461
2004-11-15,591.796
2004-11-16,591.301
2004-11-17,594.098
2004-11-18,592.515
2004-11-19,601.726
2004-11-22,601.068
2004-11-23,604.498
2004-11-24,605.7
2004-11-25,617.536
2004-11-26,619.237
2004-11-29,619.423
2004-11-30,620.658
2004-12-01,621.051
2004-12-02,624.565
2004-12-03,624.527
2004-12-06,622.751
2004-12-07,619.203
2004-12-08,601.585
2004-12-09,598.545
2004-12-10,598.204
2004-12-13,605.703
2004-12-14,605.726
2004-12-15,612.711
2004-12-16,606.444
2004-12-17,606.893
2004-12-20,612.226
2004-12-21,607.363
2004-12-22,612.89
2004-12-23,612.577
2004-12-24,616.941
2004-12-27,619.005
2004-12-28,620.941
2004-12-29,619.053
2004-12-30,622.31
2004-12-31,631.094
2005-01-03,623.624
2005-01-04,616.284
2005-01-05,617.425
2005-01-06,611.405
2005-01-07,611.905
2005-01-10,608.219
2005-01-11,611.974
2005-01-12,614.909
2005-01-13,614.013
2005-01-14,607.602
2005-01-17,603.473
2005-01-18,606.296
2005-01-19,611.555
2005-01-20,611.681
2005-01-21,621.903
2005-01-24,626.136
2005-01-25,626.306
2005-01-26,636.204
2005-01-27,633.878
2005-01-28,632.528
2005-01-31,628.261
2005-02-01,631.282
2005-02-02,627.865
2005-02-03,622.59
2005-02-04,627.037
2005-02-07,625.778
2005-02-08,621.596
2005-02-09,630.894
2005-02-10,638.046
2005-02-11,638.305
2005-02-14,644.004
2005-02-15,641.654
2005-02-16,640.359
2005-02-17,642.187
2005-02-18,644.26
2005-02-21,649.687
2005-02-22,653.032
2005-02-23,646.61
2005-02-24,644.813
2005-02-25,640.975
2005-02-28,655.33
2005-03-01,649.513
2005-03-02,650.264
2005-03-03,652.054
2005-03-04,660.706
2005-03-07,659.645
2005-03-08,665.993
2005-03-09,661.1
2005-03-10,657.066
2005-03-11,651.892
2005-03-14,649.316
2005-03-15,654.579
2005-03-16,658.999
2005-03-17,650.6
2005-03-18,649.276
2005-03-21,646.324
2005-03-22,644.731
2005-03-23,626.26
2005-03-24,614.117
2005-03-25,614.117
2005-03-28,608.365
2005-03-29,603.193
2005-03-30,601.485
2005-03-31,604.795
2005-04-01,598.495
2005-04-04,592.893
2005-04-05,596.9
2005-04-06,603.173
2005-04-07,606.364
2005-04-08,606.867
2005-04-11,609.036
2005-04-12,608.822
2005-04-13,611.875
2005-04-14,607.938
2005-04-15,595.942
2005-04-18,578.053
2005-04-19,585.999
2005-04-20,585.495
2005-04-21,583.82
2005-04-22,586.881
2005-04-25,584.075
2005-04-26,581.022
2005-04-27,584.797
2005-04-28,588.652
2005-04-29,593.331
2005-05-02,594.393
2005-05-03,594.814
2005-05-04,595.099
2005-05-05,590.425
2005-05-06,587.768
2005-05-09,580.929
2005-05-10,588.149
2005-05-11,587.143
2005-05-12,580.842
2005-05-13,579.262
2005-05-16,573.972
2005-05-17,577.605
2005-05-18,580.238
2005-05-19,582.871
2005-05-20,582.705
2005-05-23,593.349
2005-05-24,598.208
2005-05-25,599.242
2005-05-26,591.581
2005-05-27,597.184
2005-05-30,598.392
2005-05-31,590.369
2005-06-01,579.062
2005-06-02,586.152
2005-06-03,590.843
2005-06-06,596.691
2005-06-07,600.666
2005-06-08,605.884
2005-06-09,605.177
2005-06-10,600.696
2005-06-13,597.461
2005-06-14,604.653
2005-06-15,609.783
2005-06-16,619.571
2005-06-17,625.693
2005-06-20,620.977
2005-06-21,621.782
2005-06-22,621.145
2005-06-23,614.729
2005-06-24,606.587
2005-06-27,619.323
2005-06-28,618.811
2005-06-29,624.566
2005-06-30,636.938
2005-07-01,620.558
2005-07-04,615.631
2005-07-05,611.647
2005-07-06,613.004
2005-07-07,608.904
2005-07-08,607.01
2005-07-11,615.222
2005-07-12,625.721
2005-07-13,616.949
2005-07-14,620.205
2005-07-15,617.954
2005-07-18,626.604
2005-07-19,620.036
2005-07-20,621.361
2005-07-21,629.682
2005-07-22,631.917
2005-07-25,630.754
2005-07-26,633.274
2005-07-27,637.537
2005-07-28,644.411
2005-07-29,649.203
2005-08-01,652.622
2005-08-02,652.869
2005-08-03,657.896
2005-08-04,656.071
2005-08-05,652.306
2005-08-08,654.448
2005-08-09,652.5
2005-08-10,655.861
2005-08-11,664.402
2005-08-12,667.401
2005-08-15,664.711
2005-08-16,666.503
2005-08-17,677.625
2005-08-18,671.311
2005-08-19,668.335
2005-08-22,675.007
2005-08-23,673.172
2005-08-24,673.284
2005-08-25,669.889
2005-08-26,666.72
2005-08-29,661.886
2005-08-30,658.477
2005-08-31,662.175
2005-09-01,674.57
2005-09-02,677.181
2005-09-05,680.636
2005-09-06,674.786
2005-09-07,675.041
2005-09-08,677.486
2005-09-09,681.813
2005-09-12,676.786
2005-09-13,675.39
2005-09-14,690.074
2005-09-15,689.314
2005-09-16,690.227
2005-09-19,684.013
2005-09-20,682.493
2005-09-21,682.24
2005-09-22,671.947
2005-09-23,664.768
2005-09-26,665.151
2005-09-27,666.653
2005-09-28,671.462
2005-09-29,674.747
2005-09-30,683.085
2005-10-03,682.664
2005-10-04,689.898
2005-10-05,686.757
2005-10-06,680.223
2005-10-07,682.23
2005-10-10,685.173
2005-10-11,681.13
2005-10-12,688.58
2005-10-13,669.32
2005-10-14,675.916
2005-10-17,679.482
2005-10-18,673.16
2005-10-19,667.829
2005-10-20,669.4
2005-10-21,660.604
2005-10-24,661.028
2005-10-25,670.421
2005-10-26,672.169
2005-10-27,671.284
2005-10-28,671.107
2005-10-31,667.497
2005-11-01,666.403
2005-11-02,658.564
2005-11-03,659.017
2005-11-04,651.728
2005-11-07,649.914
