Date,SWITZERLAND SMALL CAP Small Cap
2001-06-28,90.081
2001-06-29,90.576
2001-07-02,90.14
2001-07-03,89.818
2001-07-04,89.813
2001-07-05,88.592
2001-07-06,88.362
2001-07-09,89.073
2001-07-10,89.631
2001-07-11,89.95
2001-07-12,88.688
2001-07-13,88.062
2001-07-16,88.344
2001-07-17,87.2
2001-07-18,88.989
2001-07-19,89.213
2001-07-20,89.576
2001-07-23,88.895
2001-07-24,88.637
2001-07-25,88.405
2001-07-26,87.49
2001-07-27,87.198
2001-07-30,87.19
2001-07-31,87.476
2001-08-01,88.666
2001-08-02,89.181
2001-08-03,89.788
2001-08-06,88.964
2001-08-07,88.412
2001-08-08,88.194
2001-08-09,88.439
2001-08-10,88.798
2001-08-13,88.656
2001-08-14,88.9
2001-08-15,90.127
2001-08-16,89.752
2001-08-17,89.709
2001-08-20,88.96
2001-08-21,88.745
2001-08-22,89.204
2001-08-23,88.772
2001-08-24,88.921
2001-08-27,88.374
2001-08-28,88.783
2001-08-29,87.992
2001-08-30,87.738
2001-08-31,87.341
2001-09-03,86.027
2001-09-04,84.703
2001-09-05,84.49
2001-09-06,84.114
2001-09-07,84.099
2001-09-10,81.893
2001-09-11,80.12
2001-09-12,79.538
2001-09-13,79.955
2001-09-14,79.918
2001-09-17,80.144
2001-09-18,80.344
2001-09-19,80.738
2001-09-20,77.944
2001-09-21,75.765
2001-09-24,74.883
2001-09-25,75.312
2001-09-26,74.945
2001-09-27,73.903
2001-09-28,73.677
2001-10-01,73.942
2001-10-02,72.799
2001-10-03,69.46
2001-10-04,70.282
2001-10-05,70.557
2001-10-08,70.148
2001-10-09,71.115
2001-10-10,70.954
2001-10-11,72.023
2001-10-12,72.516
2001-10-15,72.473
2001-10-16,74.096
2001-10-17,74.958
2001-10-18,73.321
2001-10-19,72.21
2001-10-22,72.031
2001-10-23,73.271
2001-10-24,74.588
2001-10-25,74.843
2001-10-26,74.707
2001-10-29,74.881
2001-10-30,74.33
2001-10-31,73.842
2001-11-01,74.042
2001-11-02,74.151
2001-11-05,73.718
2001-11-06,73.859
2001-11-07,73.957
2001-11-08,74.273
2001-11-09,74.919
2001-11-12,74.919
2001-11-13,75.56
2001-11-14,77.0
2001-11-15,78.318
2001-11-16,79.257
2001-11-19,81.604
2001-11-20,81.775
2001-11-21,80.889
2001-11-22,80.796
2001-11-23,79.541
2001-11-26,79.563
2001-11-27,80.209
2001-11-28,80.362
2001-11-29,78.937
2001-11-30,79.502
2001-12-03,79.084
2001-12-04,79.132
2001-12-05,79.269
2001-12-06,80.428
2001-12-07,81.482
2001-12-10,80.527
2001-12-11,80.872
2001-12-12,81.61
2001-12-13,80.546
2001-12-14,81.286
2001-12-17,81.724
2001-12-18,81.099
2001-12-19,79.307
2001-12-20,79.273
2001-12-21,78.444
2001-12-24,76.76
2001-12-25,76.76
2001-12-26,76.744
2001-12-27,79.65
2001-12-28,80.539
2001-12-31,81.436
2002-01-01,81.436
2002-01-02,82.222
2002-01-03,82.369
2002-01-04,83.201
2002-01-07,83.78
2002-01-08,82.991
2002-01-09,83.75
2002-01-10,83.613
2002-01-11,84.124
2002-01-14,82.516
2002-01-15,81.758
2002-01-16,80.923
2002-01-17,80.557
2002-01-18,80.265
2002-01-21,80.049
2002-01-22,79.781
2002-01-23,80.64
2002-01-24,80.876
2002-01-25,79.732
2002-01-28,78.393
2002-01-29,77.356
2002-01-30,77.374
2002-01-31,78.1
2002-02-01,77.706
2002-02-04,77.255
2002-02-05,76.766
2002-02-06,75.706
2002-02-07,75.757
2002-02-08,76.197
2002-02-11,76.979
2002-02-12,76.612
2002-02-13,76.69
2002-02-14,77.008
2002-02-15,77.585
2002-02-18,76.545
2002-02-19,75.492
2002-02-20,75.581
2002-02-21,76.895
2002-02-22,76.289
2002-02-25,76.329
2002-02-26,76.538
2002-02-27,76.911
2002-02-28,78.0
2002-03-01,78.193
2002-03-04,79.585
2002-03-05,79.205
2002-03-06,80.084
2002-03-07,82.44
2002-03-08,83.12
2002-03-11,82.703
2002-03-12,82.321
2002-03-13,82.408
2002-03-14,84.039
2002-03-15,84.262
2002-03-18,84.502
2002-03-19,84.293
2002-03-20,84.672
2002-03-21,84.69
2002-03-22,85.338
2002-03-25,84.968
2002-03-26,85.123
2002-03-27,84.878
2002-03-28,85.453
2002-03-29,85.453
2002-04-01,86.442
2002-04-02,86.074
2002-04-03,87.413
2002-04-04,87.41
2002-04-05,87.086
2002-04-08,86.208
2002-04-09,86.757
2002-04-10,86.745
2002-04-11,86.769
2002-04-12,84.744
2002-04-15,83.875
2002-04-16,85.264
2002-04-17,87.123
2002-04-18,87.118
2002-04-19,86.751
2002-04-22,86.013
2002-04-23,86.358
2002-04-24,87.018
2002-04-25,86.941
2002-04-26,86.947
2002-04-29,86.674
2002-04-30,86.122
2002-05-01,86.956
2002-05-02,86.461
2002-05-03,87.535
2002-05-06,87.208
2002-05-07,85.822
2002-05-08,86.901
2002-05-09,87.202
2002-05-10,87.615
2002-05-13,87.016
2002-05-14,86.49
2002-05-15,87.763
2002-05-16,88.726
2002-05-17,90.725
2002-05-20,90.932
2002-05-21,90.016
2002-05-22,90.12
2002-05-23,88.63
2002-05-24,88.675
2002-05-27,88.568
2002-05-28,89.165
2002-05-29,88.952
2002-05-30,89.261
2002-05-31,89.07
2002-06-03,88.677
2002-06-04,88.178
2002-06-05,87.944
2002-06-06,88.103
2002-06-07,86.998
2002-06-10,87.625
2002-06-11,87.712
2002-06-12,85.908
2002-06-13,85.672
2002-06-14,84.265
2002-06-17,84.376
2002-06-18,84.896
2002-06-19,85.484
2002-06-20,85.624
2002-06-21,84.993
2002-06-24,84.542
2002-06-25,85.929
2002-06-26,85.261
2002-06-27,85.536
2002-06-28,87.275
2002-07-01,86.794
2002-07-02,84.398
2002-07-03,83.131
2002-07-04,83.546
2002-07-05,84.333
2002-07-08,85.41
2002-07-09,85.155
2002-07-10,83.442
2002-07-11,81.079
2002-07-12,81.385
2002-07-15,80.191
2002-07-16,80.109
2002-07-17,80.577
2002-07-18,81.984
2002-07-19,80.471
2002-07-22,77.777
2002-07-23,74.909
2002-07-24,71.345
2002-07-25,73.532
2002-07-26,74.39
2002-07-29,74.472
2002-07-30,75.929
2002-07-31,75.825
2002-08-01,75.823
2002-08-02,74.558
2002-08-05,72.061
2002-08-06,70.19
2002-08-07,70.027
2002-08-08,69.138
2002-08-09,69.851
2002-08-12,69.302
2002-08-13,69.139
2002-08-14,70.168
2002-08-15,71.29
2002-08-16,71.525
2002-08-19,72.345
2002-08-20,71.843
2002-08-21,71.981
2002-08-22,72.368
2002-08-23,73.526
2002-08-26,73.737
2002-08-27,74.576
2002-08-28,73.733
2002-08-29,72.329
2002-08-30,71.88
2002-09-02,71.123
2002-09-03,72.103
2002-09-04,71.128
2002-09-05,70.322
2002-09-06,70.141
2002-09-09,69.698
2002-09-10,69.208
2002-09-11,68.804
2002-09-12,67.868
2002-09-13,66.155
2002-09-16,65.683
2002-09-17,64.794
2002-09-18,64.378
2002-09-19,62.466
2002-09-20,62.686
2002-09-23,61.466
2002-09-24,59.586
2002-09-25,60.348
2002-09-26,62.002
2002-09-27,62.983
2002-09-30,64.032
2002-10-01,62.372
2002-10-02,61.793
2002-10-03,61.111
2002-10-04,59.802
2002-10-07,58.169
2002-10-08,57.146
2002-10-09,57.142
2002-10-10,56.294
2002-10-11,58.682
2002-10-14,58.272
2002-10-15,60.699
2002-10-16,60.864
2002-10-17,62.004
2002-10-18,62.735
2002-10-21,62.661
2002-10-22,62.664
2002-10-23,63.047
2002-10-24,63.061
2002-10-25,63.431
2002-10-28,64.604
2002-10-29,62.771
2002-10-30,64.577
2002-10-31,65.667
2002-11-01,66.539
2002-11-04,67.186
2002-11-05,67.468
2002-11-06,67.695
2002-11-07,67.805
2002-11-08,67.249
2002-11-11,66.458
2002-11-12,66.404
2002-11-13,66.019
2002-11-14,66.113
2002-11-15,67.035
2002-11-18,67.608
2002-11-19,67.459
2002-11-20,66.297
2002-11-21,67.039
2002-11-22,67.616
2002-11-25,67.243
2002-11-26,66.8
2002-11-27,67.698
2002-11-28,68.196
2002-11-29,68.209
2002-12-02,69.495
2002-12-03,69.058
2002-12-04,68.184
2002-12-05,67.764
2002-12-06,68.115
2002-12-09,66.821
2002-12-10,67.175
2002-12-11,67.575
2002-12-12,67.581
2002-12-13,67.692
2002-12-16,67.085
2002-12-17,68.313
2002-12-18,67.905
2002-12-19,67.304
2002-12-20,67.898
2002-12-23,67.871
2002-12-24,68.345
2002-12-25,68.345
2002-12-26,68.455
2002-12-27,67.842
2002-12-30,67.915
2002-12-31,68.401
2003-01-01,68.401
2003-01-02,67.498
2003-01-03,69.01
2003-01-06,69.89
2003-01-07,69.257
2003-01-08,68.518
2003-01-09,68.827
2003-01-10,68.95
2003-01-13,68.849
2003-01-14,68.78
2003-01-15,68.017
2003-01-16,67.423
2003-01-17,67.697
2003-01-20,67.429
2003-01-21,67.441
2003-01-22,66.285
2003-01-23,65.692
2003-01-24,65.741
2003-01-27,63.424
2003-01-28,62.461
2003-01-29,62.107
2003-01-30,61.647
2003-01-31,62.061
2003-02-03,63.144
2003-02-04,63.651
2003-02-05,63.088
2003-02-06,62.623
2003-02-07,62.537
2003-02-10,61.882
2003-02-11,61.955
2003-02-12,61.276
2003-02-13,62.023
2003-02-14,62.48
2003-02-17,62.574
2003-02-18,62.793
2003-02-19,62.914
2003-02-20,64.089
2003-02-21,63.802
2003-02-24,62.805
2003-02-25,61.917
2003-02-26,61.727
2003-02-27,60.79
2003-02-28,61.848
2003-03-03,63.117
2003-03-04,62.754
2003-03-05,62.081
2003-03-06,61.766
2003-03-07,62.34
2003-03-10,60.744
2003-03-11,60.828
2003-03-12,60.261
2003-03-13,60.089
2003-03-14,60.333
2003-03-17,60.483
2003-03-18,60.621
2003-03-19,61.743
2003-03-20,62.492
2003-03-21,63.132
2003-03-24,62.963
2003-03-25,63.396
2003-03-26,63.42
2003-03-27,63.159
2003-03-28,64.149
2003-03-31,65.163
2003-04-01,65.227
2003-04-02,65.518
2003-04-03,65.66
2003-04-04,66.072
2003-04-07,66.574
2003-04-08,66.412
2003-04-09,67.045
2003-04-10,67.327
2003-04-11,67.336
2003-04-14,67.731
2003-04-15,68.205
2003-04-16,68.795
2003-04-17,69.392
2003-04-18,69.392
2003-04-21,68.715
2003-04-22,70.061
2003-04-23,70.874
2003-04-24,70.937
2003-04-25,70.752
2003-04-28,71.084
2003-04-29,71.925
2003-04-30,72.896
2003-05-01,73.753
2003-05-02,73.387
2003-05-05,74.482
2003-05-06,75.235
2003-05-07,75.288
2003-05-08,75.075
2003-05-09,74.934
2003-05-12,75.05
2003-05-13,75.494
2003-05-14,76.026
2003-05-15,76.215
2003-05-16,77.151
2003-05-19,76.457
2003-05-20,77.747
2003-05-21,77.555
2003-05-22,78.473
2003-05-23,78.842
2003-05-26,78.92
2003-05-27,79.523
2003-05-28,79.684
2003-05-29,80.162
2003-05-30,79.944
2003-06-02,82.394
2003-06-03,81.376
2003-06-04,81.95
2003-06-05,82.453
2003-06-06,82.241
2003-06-09,83.07
2003-06-10,82.143
2003-06-11,83.752
2003-06-12,82.941
2003-06-13,82.428
2003-06-16,82.741
2003-06-17,83.215
2003-06-18,82.326
2003-06-19,81.502
2003-06-20,80.918
2003-06-23,80.47
2003-06-24,79.256
2003-06-25,80.149
2003-06-26,79.126
2003-06-27,79.046
2003-06-30,78.729
2003-07-01,78.35
2003-07-02,79.137
2003-07-03,79.312
2003-07-04,78.769
2003-07-07,79.474
2003-07-08,79.469
2003-07-09,79.93
2003-07-10,80.036
2003-07-11,79.835
2003-07-14,81.3
2003-07-15,81.317
2003-07-16,81.975
2003-07-17,81.291
2003-07-18,81.799
2003-07-21,81.869
2003-07-22,81.534
2003-07-23,82.37
2003-07-24,83.738
2003-07-25,84.383
2003-07-28,84.753
2003-07-29,84.925
2003-07-30,83.801
2003-07-31,83.717
2003-08-01,84.451
2003-08-04,85.072
2003-08-05,85.726
2003-08-06,84.896
2003-08-07,84.684
2003-08-08,84.366
2003-08-11,84.025
2003-08-12,84.403
2003-08-13,84.604
2003-08-14,85.118
2003-08-15,85.92
2003-08-18,85.395
2003-08-19,85.764
2003-08-20,85.389
2003-08-21,85.762
2003-08-22,85.551
2003-08-25,85.156
2003-08-26,84.96
2003-08-27,85.559
2003-08-28,86.573
2003-08-29,87.979
2003-09-01,88.463
2003-09-02,88.774
2003-09-03,90.293
2003-09-04,90.725
2003-09-05,91.761
2003-09-08,92.503
2003-09-09,92.412
2003-09-10,93.01
2003-09-11,93.445
2003-09-12,94.347
2003-09-15,94.739
2003-09-16,94.665
2003-09-17,95.54
2003-09-18,95.536
2003-09-19,96.448
2003-09-22,96.183
2003-09-23,95.689
2003-09-24,95.563
2003-09-25,94.882
2003-09-26,94.197
2003-09-29,95.301
2003-09-30,96.024
2003-10-01,96.766
2003-10-02,97.811
2003-10-03,98.321
2003-10-06,98.696
2003-10-07,99.225
2003-10-08,100.795
2003-10-09,101.84
2003-10-10,102.594
2003-10-13,102.84
2003-10-14,103.975
2003-10-15,103.638
2003-10-16,104.183
2003-10-17,102.737
2003-10-20,103.759
2003-10-21,103.726
2003-10-22,104.801
2003-10-23,103.441
2003-10-24,104.457
2003-10-27,104.642
2003-10-28,104.768
2003-10-29,105.689
2003-10-30,107.012
2003-10-31,106.61
2003-11-03,106.236
2003-11-04,105.839
2003-11-05,105.03
2003-11-06,105.461
2003-11-07,107.426
2003-11-10,107.02
2003-11-11,106.857
2003-11-12,107.595
2003-11-13,107.778
2003-11-14,108.917
2003-11-17,107.395
2003-11-18,108.116
2003-11-19,107.825
2003-11-20,107.226
2003-11-21,107.897
2003-11-24,106.83
2003-11-25,108.378
2003-11-26,110.65
2003-11-27,110.683
2003-11-28,112.605
2003-12-01,112.522
2003-12-02,113.622
2003-12-03,113.235
2003-12-04,113.714
2003-12-05,114.75
2003-12-08,114.82
2003-12-09,114.538
2003-12-10,113.589
2003-12-11,113.206
2003-12-12,114.748
2003-12-15,115.172
2003-12-16,115.065
2003-12-17,114.89
2003-12-18,115.576
2003-12-19,114.712
2003-12-22,115.887
2003-12-23,115.799
2003-12-24,116.56
2003-12-25,116.56
2003-12-26,116.336
2003-12-29,116.58
2003-12-30,117.617
2003-12-31,118.382
2004-01-01,118.382
2004-01-02,118.134
2004-01-05,120.339
2004-01-06,121.183
2004-01-07,120.246
2004-01-08,122.426
2004-01-09,123.517
2004-01-12,123.214
2004-01-13,123.616
2004-01-14,123.5
2004-01-15,123.112
2004-01-16,122.612
2004-01-19,123.649
2004-01-20,125.44
2004-01-21,125.66
2004-01-22,127.654
2004-01-23,128.52
2004-01-26,127.05
2004-01-27,127.62
2004-01-28,127.828
2004-01-29,124.881
2004-01-30,125.829
2004-02-02,126.465
2004-02-03,127.518
2004-02-04,126.922
2004-02-05,127.877
2004-02-06,130.437
2004-02-09,131.116
2004-02-10,130.913
2004-02-11,130.825
2004-02-12,132.903
2004-02-13,132.417
2004-02-16,133.106
2004-02-17,134.438
2004-02-18,134.123
2004-02-19,133.25
2004-02-20,131.902
2004-02-23,131.974
2004-02-24,132.148
2004-02-25,130.256
2004-02-26,128.898
2004-02-27,128.633
2004-03-01,129.175
2004-03-02,127.36
2004-03-03,127.015
2004-03-04,128.668
2004-03-05,131.524
2004-03-08,130.959
2004-03-09,130.236
2004-03-10,127.856
2004-03-11,125.338
2004-03-12,124.751
2004-03-15,122.819
2004-03-16,123.206
2004-03-17,123.235
2004-03-18,124.243
2004-03-19,123.511
2004-03-22,121.718
2004-03-23,122.31
2004-03-24,121.035
2004-03-25,122.401
2004-03-26,122.059
2004-03-29,121.878
2004-03-30,121.255
2004-03-31,122.943
2004-04-01,124.281
2004-04-02,122.406
2004-04-05,121.443
2004-04-06,121.869
2004-04-07,124.258
2004-04-08,124.528
2004-04-09,124.528
2004-04-12,124.358
2004-04-13,122.616
2004-04-14,122.1
2004-04-15,121.245
2004-04-16,122.794
2004-04-19,122.851
2004-04-20,121.983
2004-04-21,120.347
2004-04-22,120.802
2004-04-23,121.168
2004-04-26,122.944
2004-04-27,124.193
2004-04-28,122.49
2004-04-29,122.529
2004-04-30,122.233
2004-05-03,122.318
2004-05-04,123.285
2004-05-05,123.401
2004-05-06,121.243
2004-05-07,119.85
2004-05-10,115.988
2004-05-11,116.327
2004-05-12,117.493
2004-05-13,117.078
2004-05-14,117.068
2004-05-17,116.659
2004-05-18,117.007
2004-05-19,119.904
2004-05-20,118.741
2004-05-21,119.671
2004-05-24,120.334
2004-05-25,122.019
2004-05-26,122.59
2004-05-27,125.162
2004-05-28,124.218
2004-05-31,124.218
2004-06-01,124.274
2004-06-02,125.835
2004-06-03,126.257
2004-06-04,127.846
2004-06-07,129.903
2004-06-08,129.669
2004-06-09,127.991
2004-06-10,128.798
2004-06-11,127.714
2004-06-14,127.667
2004-06-15,127.363
2004-06-16,127.014
2004-06-17,128.451
2004-06-18,129.17
2004-06-21,128.617
2004-06-22,128.09
2004-06-23,128.137
2004-06-24,129.322
2004-06-25,128.598
2004-06-28,129.627
2004-06-29,127.797
2004-06-30,127.796
2004-07-01,127.744
2004-07-02,130.072
2004-07-05,128.664
2004-07-06,127.903
2004-07-07,128.632
2004-07-08,128.834
2004-07-09,128.275
2004-07-12,127.742
2004-07-13,126.173
2004-07-14,125.996
2004-07-15,125.118
2004-07-16,126.662
2004-07-19,125.345
2004-07-20,124.281
2004-07-21,123.759
2004-07-22,122.522
2004-07-23,121.416
2004-07-26,120.937
2004-07-27,119.201
2004-07-28,118.963
2004-07-29,120.643
2004-07-30,120.007
2004-08-02,120.236
2004-08-03,121.084
2004-08-04,120.147
2004-08-05,119.994
2004-08-06,119.471
2004-08-09,117.78
2004-08-10,118.586
2004-08-11,116.131
2004-08-12,115.903
2004-08-13,117.037
2004-08-16,117.824
2004-08-17,118.337
2004-08-18,118.81
2004-08-19,119.897
2004-08-20,119.294
2004-08-23,119.312
2004-08-24,118.914
2004-08-25,118.611
2004-08-26,118.945
2004-08-27,118.382
2004-08-30,118.922
2004-08-31,119.361
2004-09-01,120.375
2004-09-02,120.294
2004-09-03,119.369
2004-09-06,119.815
2004-09-07,120.353
2004-09-08,120.04
2004-09-09,120.02
2004-09-10,122.387
2004-09-13,122.671
2004-09-14,122.58
2004-09-15,120.835
2004-09-16,121.073
2004-09-17,122.026
2004-09-20,121.535
2004-09-21,122.989
2004-09-22,121.987
2004-09-23,120.833
2004-09-24,121.019
2004-09-27,120.529
2004-09-28,121.238
2004-09-29,122.216
2004-09-30,123.769
2004-10-01,123.882
2004-10-04,123.565
2004-10-05,123.755
2004-10-06,123.871
2004-10-07,123.461
2004-10-08,124.363
2004-10-11,123.231
2004-10-12,121.558
2004-10-13,121.506
2004-10-14,122.283
2004-10-15,122.925
2004-10-18,122.671
2004-10-19,123.345
2004-10-20,123.884
2004-10-21,123.788
2004-10-22,124.471
2004-10-25,125.06
2004-10-26,125.316
2004-10-27,126.567
2004-10-28,127.699
2004-10-29,126.716
2004-11-01,127.61
2004-11-02,127.544
2004-11-03,129.684
2004-11-04,130.916
2004-11-05,132.096
2004-11-08,129.318
2004-11-09,128.826
2004-11-10,129.602
2004-11-11,131.492
2004-11-12,133.272
2004-11-15,133.276
2004-11-16,133.283
2004-11-17,134.971
2004-11-18,135.037
2004-11-19,135.996
2004-11-22,134.632
2004-11-23,135.577
2004-11-24,137.031
2004-11-25,138.928
2004-11-26,138.785
2004-11-29,138.878
2004-11-30,138.576
2004-12-01,138.036
2004-12-02,137.234
2004-12-03,138.287
2004-12-06,138.016
2004-12-07,138.211
2004-12-08,136.294
2004-12-09,135.897
2004-12-10,135.453
2004-12-13,136.697
2004-12-14,136.533
2004-12-15,138.615
2004-12-16,136.809
2004-12-17,136.531
2004-12-20,138.902
2004-12-21,137.875
2004-12-22,138.334
2004-12-23,139.514
2004-12-24,139.716
2004-12-27,140.777
2004-12-28,140.428
2004-12-29,141.268
2004-12-30,142.141
2004-12-31,141.673
2005-01-03,141.601
2005-01-04,140.191
2005-01-05,139.726
2005-01-06,139.028
2005-01-07,138.907
2005-01-10,140.323
2005-01-11,140.498
2005-01-12,141.815
2005-01-13,140.791
2005-01-14,140.489
2005-01-17,142.698
2005-01-18,142.199
2005-01-19,143.571
2005-01-20,142.523
2005-01-21,142.699
2005-01-24,143.163
2005-01-25,142.318
2005-01-26,144.127
2005-01-27,143.852
2005-01-28,143.401
2005-01-31,144.641
2005-02-01,144.923
2005-02-02,145.17
2005-02-03,144.299
2005-02-04,144.97
2005-02-07,144.391
2005-02-08,143.922
2005-02-09,144.362
2005-02-10,146.185
2005-02-11,147.526
2005-02-14,148.611
2005-02-15,149.07
2005-02-16,149.193
2005-02-17,150.504
2005-02-18,150.751
2005-02-21,151.003
2005-02-22,152.375
2005-02-23,151.689
2005-02-24,151.669
2005-02-25,152.991
2005-02-28,154.099
2005-03-01,153.555
2005-03-02,153.273
2005-03-03,153.461
2005-03-04,154.779
2005-03-07,153.985
2005-03-08,156.486
2005-03-09,156.996
2005-03-10,157.576
2005-03-11,158.598
2005-03-14,157.43
2005-03-15,156.984
2005-03-16,157.919
2005-03-17,156.591
2005-03-18,155.042
2005-03-21,152.89
2005-03-22,152.77
2005-03-23,149.759
2005-03-24,150.221
2005-03-25,150.221
2005-03-28,149.33
2005-03-29,148.934
2005-03-30,150.656
2005-03-31,151.847
2005-04-01,151.841
2005-04-04,149.241
2005-04-05,150.016
2005-04-06,150.348
2005-04-07,151.827
2005-04-08,151.872
2005-04-11,153.099
2005-04-12,152.242
2005-04-13,153.13
2005-04-14,151.84
2005-04-15,152.489
2005-04-18,151.05
2005-04-19,152.131
2005-04-20,152.865
2005-04-21,152.697
2005-04-22,152.917
2005-04-25,151.381
2005-04-26,151.319
2005-04-27,149.417
2005-04-28,148.339
2005-04-29,148.189
2005-05-02,148.1
2005-05-03,148.116
2005-05-04,149.061
2005-05-05,148.258
2005-05-06,148.045
2005-05-09,147.855
2005-05-10,148.489
2005-05-11,147.444
2005-05-12,146.997
2005-05-13,146.413
2005-05-16,146.15
2005-05-17,146.443
2005-05-18,147.095
2005-05-19,147.437
2005-05-20,146.258
2005-05-23,146.411
2005-05-24,146.949
2005-05-25,146.793
2005-05-26,146.536
2005-05-27,146.638
2005-05-30,145.996
2005-05-31,145.04
2005-06-01,144.9
2005-06-02,145.064
2005-06-03,145.259
2005-06-06,145.29
2005-06-07,146.173
2005-06-08,146.952
2005-06-09,145.41
2005-06-10,144.775
2005-06-13,145.082
2005-06-14,145.547
2005-06-15,145.866
2005-06-16,146.184
2005-06-17,147.139
2005-06-20,146.065
2005-06-21,146.561
2005-06-22,146.902
2005-06-23,146.634
2005-06-24,146.809
2005-06-27,146.605
2005-06-28,146.031
2005-06-29,145.797
2005-06-30,146.585
2005-07-01,146.024
2005-07-04,145.572
2005-07-05,146.334
2005-07-06,147.394
2005-07-07,146.921
2005-07-08,148.755
2005-07-11,151.933
2005-07-12,153.606
2005-07-13,154.55
2005-07-14,155.973
2005-07-15,155.005
2005-07-18,155.462
2005-07-19,154.573
2005-07-20,154.245
2005-07-21,155.903
2005-07-22,156.034
2005-07-25,154.319
2005-07-26,154.809
2005-07-27,156.159
2005-07-28,157.032
2005-07-29,157.792
2005-08-01,159.264
2005-08-02,160.009
2005-08-03,161.215
2005-08-04,162.351
2005-08-05,161.281
2005-08-08,162.427
2005-08-09,162.975
2005-08-10,163.72
2005-08-11,163.672
2005-08-12,163.847
2005-08-15,163.355
2005-08-16,163.696
2005-08-17,163.228
2005-08-18,161.079
2005-08-19,162.377
2005-08-22,164.081
2005-08-23,162.685
2005-08-24,162.549
2005-08-25,162.429
2005-08-26,164.127
2005-08-29,163.201
2005-08-30,162.543
2005-08-31,165.582
2005-09-01,169.884
2005-09-02,171.457
2005-09-05,169.894
2005-09-06,170.613
2005-09-07,171.573
2005-09-08,171.286
2005-09-09,171.848
2005-09-12,171.885
2005-09-13,170.187
2005-09-14,170.529
2005-09-15,168.825
2005-09-16,168.649
2005-09-19,167.604
2005-09-20,168.687
2005-09-21,168.524
2005-09-22,166.132
2005-09-23,164.862
2005-09-26,164.614
2005-09-27,164.009
2005-09-28,165.15
2005-09-29,164.93
2005-09-30,167.979
2005-10-03,167.351
2005-10-04,168.144
2005-10-05,168.416
2005-10-06,169.562
2005-10-07,166.959
2005-10-10,166.228
2005-10-11,165.528
2005-10-12,164.706
2005-10-13,160.457
2005-10-14,162.455
2005-10-17,161.554
2005-10-18,159.823
2005-10-19,157.356
2005-10-20,158.54
2005-10-21,158.062
2005-10-24,158.897
2005-10-25,160.764
2005-10-26,160.185
2005-10-27,159.412
2005-10-28,158.555
2005-10-31,158.663
2005-11-01,159.162
2005-11-02,161.285
2005-11-03,161.679
2005-11-04,158.842
2005-11-07,158.872
2005-11-08,158.956
2005-11-09,158.434
