Date,SINGAPORE IMI GROWTH IMI (Large+Mid+Small Cap)
2003-01-09,319.232
2003-01-10,323.149
2003-01-13,331.917
2003-01-14,335.801
2003-01-15,332.31
2003-01-16,330.677
2003-01-17,327.458
2003-01-20,325.845
2003-01-21,325.33
2003-01-22,327.418
2003-01-23,326.35
2003-01-24,323.531
2003-01-27,316.743
2003-01-28,317.396
2003-01-29,310.578
2003-01-30,307.618
2003-01-31,307.789
2003-02-03,307.307
2003-02-04,308.95
2003-02-05,306.918
2003-02-06,306.865
2003-02-07,305.047
2003-02-10,301.928
2003-02-11,304.359
2003-02-12,303.483
2003-02-13,299.106
2003-02-14,300.053
2003-02-17,307.563
2003-02-18,306.627
2003-02-19,310.787
2003-02-20,310.697
2003-02-21,311.432
2003-02-24,312.656
2003-02-25,309.247
2003-02-26,308.904
2003-02-27,305.352
2003-02-28,305.626
2003-03-03,308.453
2003-03-04,305.462
2003-03-05,304.626
2003-03-06,300.053
2003-03-07,296.466
2003-03-10,293.786
2003-03-11,294.545
2003-03-12,297.449
2003-03-13,296.681
2003-03-14,299.453
2003-03-17,294.282
2003-03-18,303.391
2003-03-19,305.148
2003-03-20,314.979
2003-03-21,319.257
2003-03-24,312.66
2003-03-25,314.522
2003-03-26,317.729
2003-03-27,314.965
2003-03-28,314.082
2003-03-31,304.322
2003-04-01,303.78
2003-04-02,305.819
2003-04-03,306.1
2003-04-04,309.641
2003-04-07,314.185
2003-04-08,308.98
2003-04-09,303.3
2003-04-10,305.874
2003-04-11,307.252
2003-04-14,301.261
2003-04-15,303.08
2003-04-16,305.074
2003-04-17,305.651
2003-04-18,305.651
2003-04-21,303.192
2003-04-22,302.033
2003-04-23,299.429
2003-04-24,294.383
2003-04-25,289.902
2003-04-28,295.786
2003-04-29,305.731
2003-04-30,305.768
2003-05-01,307.005
2003-05-02,308.604
2003-05-05,317.159
2003-05-06,318.758
2003-05-07,319.386
2003-05-08,319.858
2003-05-09,318.615
2003-05-12,325.341
2003-05-13,323.172
2003-05-14,321.429
2003-05-15,323.911
2003-05-16,318.462
2003-05-19,314.162
2003-05-20,315.826
2003-05-21,315.161
2003-05-22,319.667
2003-05-23,323.183
2003-05-26,326.592
2003-05-27,324.911
2003-05-28,328.777
2003-05-29,329.237
2003-05-30,328.009
2003-06-02,335.821
2003-06-03,336.291
2003-06-04,342.106
2003-06-05,351.284
2003-06-06,351.239
2003-06-09,353.56
2003-06-10,351.404
2003-06-11,351.927
2003-06-12,360.506
2003-06-13,362.788
2003-06-16,360.065
2003-06-17,365.921
2003-06-18,363.677
2003-06-19,371.027
2003-06-20,371.777
2003-06-23,363.996
2003-06-24,357.09
2003-06-25,357.821
2003-06-26,351.087
2003-06-27,357.156
2003-06-30,349.327
2003-07-01,352.125
2003-07-02,357.293
2003-07-03,361.284
2003-07-04,361.758
2003-07-07,367.043
2003-07-08,367.666
2003-07-09,369.288
2003-07-10,367.163
2003-07-11,373.596
2003-07-14,379.432
2003-07-15,380.488
2003-07-16,381.73
2003-07-17,378.337
2003-07-18,376.928
2003-07-21,375.138
2003-07-22,370.655
2003-07-23,371.656
2003-07-24,372.472
2003-07-25,375.567
2003-07-28,380.416
2003-07-29,378.463
2003-07-30,377.278
2003-07-31,372.045
2003-08-01,372.383
2003-08-04,368.257
2003-08-05,360.47
2003-08-06,362.576
2003-08-07,368.522
2003-08-08,367.91
2003-08-11,372.536
2003-08-12,374.566
2003-08-13,379.49
2003-08-14,382.398
2003-08-15,382.744
2003-08-18,389.548
2003-08-19,387.707
2003-08-20,386.79
2003-08-21,391.581
2003-08-22,391.752
2003-08-25,385.088
2003-08-26,377.669
2003-08-27,378.94
2003-08-28,380.644
2003-08-29,380.002
2003-09-01,381.288
2003-09-02,378.184
2003-09-03,381.582
2003-09-04,381.72
2003-09-05,383.359
2003-09-08,382.267
2003-09-09,372.26
2003-09-10,371.843
2003-09-11,377.381
2003-09-12,375.972
2003-09-15,376.946
2003-09-16,378.543
2003-09-17,381.691
2003-09-18,382.225
2003-09-19,383.288
2003-09-22,385.914
2003-09-23,386.845
2003-09-24,395.238
2003-09-25,395.135
2003-09-26,394.012
2003-09-29,393.744
2003-09-30,393.624
2003-10-01,392.929
2003-10-02,395.478
2003-10-03,400.239
2003-10-06,411.044
2003-10-07,413.657
2003-10-08,415.97
2003-10-09,415.382
2003-10-10,417.632
2003-10-13,418.794
2003-10-14,410.553
2003-10-15,416.428
2003-10-16,418.962
2003-10-17,422.784
2003-10-20,422.201
2003-10-21,424.678
2003-10-22,423.107
2003-10-23,412.303
2003-10-24,412.721
2003-10-27,406.766
2003-10-28,413.374
2003-10-29,414.042
2003-10-30,411.31
2003-10-31,410.849
2003-11-03,415.143
2003-11-04,419.879
2003-11-05,418.221
2003-11-06,414.989
2003-11-07,415.187
2003-11-10,410.605
2003-11-11,399.844
2003-11-12,405.426
2003-11-13,412.543
2003-11-14,409.498
2003-11-17,399.081
2003-11-18,402.679
2003-11-19,398.134
2003-11-20,396.162
2003-11-21,394.549
2003-11-24,397.837
2003-11-25,397.837
2003-11-26,400.186
2003-11-27,402.298
2003-11-28,407.878
2003-12-01,414.408
2003-12-02,413.059
2003-12-03,416.775
2003-12-04,413.124
2003-12-05,414.381
2003-12-08,412.915
2003-12-09,409.451
2003-12-10,409.06
2003-12-11,412.308
2003-12-12,415.372
2003-12-15,419.784
2003-12-16,416.015
2003-12-17,413.511
2003-12-18,409.842
2003-12-19,409.304
2003-12-22,412.237
2003-12-23,412.099
2003-12-24,414.557
2003-12-25,414.557
2003-12-26,416.294
2003-12-29,420.164
2003-12-30,425.647
2003-12-31,426.218
2004-01-01,426.218
2004-01-02,431.992
2004-01-05,437.552
2004-01-06,439.437
2004-01-07,445.851
2004-01-08,448.484
2004-01-09,449.088
2004-01-12,446.672
2004-01-13,451.935
2004-01-14,453.398
2004-01-15,445.127
2004-01-16,447.319
2004-01-19,450.065
2004-01-20,451.752
2004-01-21,460.976
2004-01-22,462.711
2004-01-23,462.019
2004-01-26,463.451
2004-01-27,464.826
2004-01-28,456.538
2004-01-29,448.056
2004-01-30,451.164
2004-02-02,451.477
2004-02-03,447.834
2004-02-04,443.328
2004-02-05,443.084
2004-02-06,446.895
2004-02-09,459.524
2004-02-10,453.168
2004-02-11,454.043
2004-02-12,454.609
2004-02-13,453.908
2004-02-16,454.243
2004-02-17,461.313
2004-02-18,460.604
2004-02-19,457.394
2004-02-20,456.393
2004-02-23,453.692
2004-02-24,452.454
2004-02-25,448.285
2004-02-26,448.808
2004-02-27,446.663
2004-03-01,446.037
2004-03-02,443.494
2004-03-03,438.31
2004-03-04,440.245
2004-03-05,441.504
2004-03-08,440.36
2004-03-09,439.797
2004-03-10,434.262
2004-03-11,428.366
2004-03-12,426.536
2004-03-15,428.381
2004-03-16,429.573
2004-03-17,430.956
2004-03-18,432.362
2004-03-19,431.846
2004-03-22,423.889
2004-03-23,428.339
2004-03-24,432.201
2004-03-25,432.452
2004-03-26,429.229
2004-03-29,433.078
2004-03-30,436.543
2004-03-31,442.094
2004-04-01,446.003
2004-04-02,447.285
2004-04-05,449.102
2004-04-06,444.895
2004-04-07,449.327
2004-04-08,454.428
2004-04-09,454.428
2004-04-12,456.599
2004-04-13,455.362
2004-04-14,446.477
2004-04-15,440.606
2004-04-16,443.18
2004-04-19,439.764
2004-04-20,441.364
2004-04-21,436.026
2004-04-22,438.262
2004-04-23,438.584
2004-04-26,432.578
2004-04-27,432.559
2004-04-28,430.627
2004-04-29,423.053
2004-04-30,432.828
2004-05-03,429.881
2004-05-04,439.328
2004-05-05,445.041
2004-05-06,445.474
2004-05-07,436.581
2004-05-10,417.612
2004-05-11,421.147
2004-05-12,422.564
2004-05-13,416.727
2004-05-14,411.769
2004-05-17,400.054
2004-05-18,404.015
2004-05-19,416.803
2004-05-20,409.078
2004-05-21,417.316
2004-05-24,417.999
2004-05-25,415.647
2004-05-26,419.511
2004-05-27,423.111
2004-05-28,427.417
2004-05-31,427.079
2004-06-01,425.792
2004-06-02,424.828
2004-06-03,421.883
2004-06-04,424.821
2004-06-07,433.929
2004-06-08,431.973
2004-06-09,434.534
2004-06-10,433.278
2004-06-11,430.925
2004-06-14,428.569
2004-06-15,431.624
2004-06-16,434.009
2004-06-17,427.971
2004-06-18,422.969
2004-06-21,420.413
2004-06-22,419.734
2004-06-23,421.709
2004-06-24,424.711
2004-06-25,426.364
2004-06-28,428.555
2004-06-29,428.122
2004-06-30,427.664
2004-07-01,431.092
2004-07-02,431.63
2004-07-05,434.411
2004-07-06,434.456
2004-07-07,438.818
2004-07-08,436.093
2004-07-09,440.767
2004-07-12,445.414
2004-07-13,445.028
2004-07-14,442.339
2004-07-15,441.872
2004-07-16,442.642
2004-07-19,444.026
2004-07-20,438.628
2004-07-21,439.459
2004-07-22,435.591
2004-07-23,429.064
2004-07-26,430.523
2004-07-27,434.114
2004-07-28,433.143
2004-07-29,437.242
2004-07-30,439.268
2004-08-02,440.628
2004-08-03,444.656
2004-08-04,443.883
2004-08-05,449.815
2004-08-06,446.377
2004-08-09,446.517
2004-08-10,442.176
2004-08-11,440.579
2004-08-12,439.695
2004-08-13,435.152
2004-08-16,437.333
2004-08-17,438.806
2004-08-18,440.366
2004-08-19,447.352
2004-08-20,443.683
2004-08-23,446.399
2004-08-24,446.383
2004-08-25,448.439
2004-08-26,448.671
2004-08-27,448.143
2004-08-30,444.618
2004-08-31,448.395
2004-09-01,451.754
2004-09-02,456.668
2004-09-03,455.539
2004-09-06,455.957
2004-09-07,462.367
2004-09-08,461.213
2004-09-09,462.777
2004-09-10,463.916
2004-09-13,469.655
2004-09-14,474.375
2004-09-15,475.7
2004-09-16,471.629
2004-09-17,473.514
2004-09-20,470.671
2004-09-21,473.348
2004-09-22,470.799
2004-09-23,471.03
2004-09-24,469.801
2004-09-27,471.794
2004-09-28,469.858
2004-09-29,469.307
2004-09-30,473.834
2004-10-01,473.328
2004-10-04,482.16
2004-10-05,480.964
2004-10-06,479.705
2004-10-07,477.785
2004-10-08,479.405
2004-10-11,476.972
2004-10-12,469.942
2004-10-13,470.226
2004-10-14,466.13
2004-10-15,470.286
2004-10-18,466.462
2004-10-19,472.739
2004-10-20,467.258
2004-10-21,471.45
2004-10-22,473.021
2004-10-25,470.747
2004-10-26,471.68
2004-10-27,471.747
2004-10-28,479.913
2004-10-29,476.668
2004-11-01,472.714
2004-11-02,477.637
2004-11-03,482.566
2004-11-04,483.547
2004-11-05,483.141
2004-11-08,481.424
2004-11-09,481.15
2004-11-10,481.757
2004-11-11,482.358
2004-11-12,488.667
2004-11-15,488.594
2004-11-16,486.61
2004-11-17,491.228
2004-11-18,484.843
2004-11-19,487.842
2004-11-22,483.706
2004-11-23,488.546
2004-11-24,491.214
2004-11-25,489.005
2004-11-26,485.861
2004-11-29,489.15
2004-11-30,487.031
2004-12-01,489.825
2004-12-02,493.652
2004-12-03,494.084
2004-12-06,488.53
2004-12-07,484.814
2004-12-08,480.991
2004-12-09,475.937
2004-12-10,477.541
2004-12-13,478.911
2004-12-14,483.4
2004-12-15,490.901
2004-12-16,486.119
2004-12-17,489.016
2004-12-20,491.366
2004-12-21,493.694
2004-12-22,491.227
2004-12-23,492.249
2004-12-24,493.747
2004-12-27,493.649
2004-12-28,496.282
2004-12-29,495.053
2004-12-30,497.457
2004-12-31,499.929
2005-01-03,499.572
2005-01-04,496.48
2005-01-05,497.194
2005-01-06,500.803
2005-01-07,499.187
2005-01-10,499.065
2005-01-11,503.104
2005-01-12,503.029
2005-01-13,507.599
2005-01-14,505.459
2005-01-17,508.171
2005-01-18,503.613
2005-01-19,507.965
2005-01-20,505.252
2005-01-21,505.433
2005-01-24,505.083
2005-01-25,500.385
2005-01-26,506.944
2005-01-27,504.284
2005-01-28,508.051
2005-01-31,511.086
2005-02-01,509.795
2005-02-02,511.63
2005-02-03,510.122
2005-02-04,509.766
2005-02-07,511.074
2005-02-08,511.167
2005-02-09,511.0
2005-02-10,510.637
2005-02-11,514.136
2005-02-14,519.93
2005-02-15,521.811
2005-02-16,518.511
2005-02-17,519.215
2005-02-18,523.031
2005-02-21,523.212
2005-02-22,522.426
2005-02-23,518.191
2005-02-24,520.774
2005-02-25,517.655
2005-02-28,516.444
2005-03-01,515.502
2005-03-02,518.022
2005-03-03,518.73
2005-03-04,519.323
2005-03-07,522.306
2005-03-08,523.125
2005-03-09,528.114
2005-03-10,525.404
2005-03-11,524.42
2005-03-14,523.781
2005-03-15,521.676
2005-03-16,526.695
2005-03-17,524.125
2005-03-18,527.603
2005-03-21,527.124
2005-03-22,523.977
2005-03-23,512.691
2005-03-24,512.731
2005-03-25,512.731
2005-03-28,508.535
2005-03-29,502.034
2005-03-30,502.169
2005-03-31,505.356
2005-04-01,502.246
2005-04-04,501.265
2005-04-05,505.215
2005-04-06,507.28
2005-04-07,514.021
2005-04-08,516.097
2005-04-11,519.604
2005-04-12,515.003
2005-04-13,516.5
2005-04-14,510.614
2005-04-15,505.071
2005-04-18,495.726
2005-04-19,503.661
2005-04-20,505.23
2005-04-21,507.296
2005-04-22,507.69
2005-04-25,510.536
2005-04-26,512.579
2005-04-27,512.743
2005-04-28,512.93
2005-04-29,511.897
2005-05-02,510.825
2005-05-03,514.366
2005-05-04,516.784
2005-05-05,518.841
2005-05-06,521.726
2005-05-09,518.323
2005-05-10,518.532
2005-05-11,519.02
2005-05-12,517.85
2005-05-13,516.719
2005-05-16,515.161
2005-05-17,514.566
2005-05-18,514.561
2005-05-19,516.704
2005-05-20,515.414
2005-05-23,516.343
2005-05-24,520.996
2005-05-25,515.738
2005-05-26,513.339
2005-05-27,514.05
2005-05-30,517.019
2005-05-31,515.369
2005-06-01,515.587
2005-06-02,519.253
2005-06-03,521.017
2005-06-06,524.315
2005-06-07,526.462
2005-06-08,525.563
2005-06-09,526.346
2005-06-10,526.7
2005-06-13,524.231
2005-06-14,521.143
2005-06-15,526.34
2005-06-16,527.527
2005-06-17,529.369
2005-06-20,527.215
2005-06-21,529.533
2005-06-22,535.357
2005-06-23,538.942
2005-06-24,538.383
2005-06-27,533.145
2005-06-28,531.812
2005-06-29,532.13
2005-06-30,533.249
2005-07-01,532.107
2005-07-04,532.968
2005-07-05,534.692
2005-07-06,538.415
2005-07-07,532.47
2005-07-08,533.167
2005-07-11,543.013
2005-07-12,544.599
2005-07-13,539.673
2005-07-14,540.912
2005-07-15,540.484
2005-07-18,539.455
2005-07-19,543.135
2005-07-20,548.506
2005-07-21,561.272
2005-07-22,563.975
2005-07-25,561.6
2005-07-26,562.48
2005-07-27,565.55
2005-07-28,567.232
2005-07-29,567.213
2005-08-01,571.276
2005-08-02,576.493
2005-08-03,574.493
2005-08-04,572.551
2005-08-05,567.674
2005-08-08,573.607
2005-08-09,572.941
2005-08-10,572.171
2005-08-11,562.201
2005-08-12,561.905
2005-08-15,554.069
2005-08-16,561.871
2005-08-17,555.301
2005-08-18,553.759
2005-08-19,554.622
2005-08-22,560.629
2005-08-23,554.4
2005-08-24,551.567
2005-08-25,553.344
2005-08-26,553.41
2005-08-29,547.25
2005-08-30,544.664
2005-08-31,543.397
2005-09-01,553.014
2005-09-02,555.246
2005-09-05,551.387
2005-09-06,547.062
2005-09-07,549.029
2005-09-08,550.743
2005-09-09,553.724
2005-09-12,558.959
2005-09-13,554.905
2005-09-14,558.238
2005-09-15,558.455
2005-09-16,556.128
2005-09-19,549.86
2005-09-20,554.754
2005-09-21,551.629
2005-09-22,549.973
2005-09-23,548.257
2005-09-26,551.812
2005-09-27,548.29
2005-09-28,546.346
2005-09-29,548.084
2005-09-30,549.691
2005-10-03,546.219
2005-10-04,551.928
2005-10-05,552.615
2005-10-06,547.386
2005-10-07,549.527
2005-10-10,558.944
2005-10-11,556.21
2005-10-12,549.135
2005-10-13,547.777
2005-10-14,544.781
2005-10-17,540.222
2005-10-18,537.368
2005-10-19,521.178
2005-10-20,523.095
2005-10-21,526.377
2005-10-24,522.84
2005-10-25,524.636
2005-10-26,525.706
2005-10-27,521.545
2005-10-28,517.465
2005-10-31,523.504
2005-11-01,523.474
2005-11-02,529.585
2005-11-03,528.924
2005-11-04,528.958
2005-11-07,527.444
