Date,SINGAPORE IMI GROWTH IMI (Large+Mid+Small Cap)
2005-10-31,523.412
2005-11-30,543.33
2005-12-30,565.669
2006-01-31,604.158
2006-02-28,630.196
2006-03-31,655.437
2006-04-28,689.643
2006-05-31,625.342
2006-06-30,638.414
2006-07-31,639.55
2006-08-31,662.275
2006-09-29,670.008
2006-10-31,721.996
2006-11-30,783.076
2006-12-29,828.867
2007-01-31,878.331
2007-02-28,871.427
2007-03-30,925.503
2007-04-30,972.845
2007-05-31,1000.0
2007-06-29,1045.456
2007-07-31,1051.363
2007-08-31,1037.808
2007-09-28,1179.956
2007-10-31,1257.206
2007-11-30,1172.626
2007-12-31,1168.004
2008-01-31,1001.721
2008-02-29,1041.337
2008-03-31,1009.366
2008-04-30,1069.469
2008-05-30,1107.396
2008-06-30,1016.151
2008-07-31,967.328
2008-08-29,867.967
2008-09-30,715.587
2008-10-31,508.001
2008-11-28,496.298
2008-12-31,533.55
2009-01-30,508.099
2009-02-27,460.099
2009-03-31,501.807
2009-04-30,594.812
2009-05-29,743.543
2009-06-30,726.958
2009-07-31,852.32
2009-08-31,847.212
2009-09-30,893.327
2009-10-30,887.991
2009-11-30,914.063
2009-12-31,975.952
2010-01-29,915.637
2010-02-26,920.812
2010-03-31,963.833
2010-04-30,1006.42
2010-05-31,917.307
2010-06-30,952.034
2010-07-30,1036.314
2010-08-31,1031.438
2010-09-30,1126.065
2010-10-29,1190.6
2010-11-30,1165.303
2010-12-31,1243.948
2011-01-31,1209.053
2011-02-28,1150.486
2011-03-31,1213.254
2011-04-29,1281.107
2011-05-31,1236.271
2011-06-30,1207.816
2011-07-29,1245.022
2011-08-31,1110.837
2011-09-30,931.837
2011-10-31,1062.363
2011-11-30,965.314
2011-12-30,953.104
2012-01-31,1083.324
2012-02-29,1125.085
2012-03-30,1113.357
2012-04-30,1111.594
2012-05-31,984.149
2012-06-29,1043.213
2012-07-31,1113.308
2012-08-31,1124.975
2012-09-28,1166.148
2012-10-31,1154.593
2012-11-30,1167.73
2012-12-31,1204.299
2013-01-31,1232.089
2013-02-28,1231.916
2013-03-29,1241.141
2013-04-30,1247.527
2013-05-31,1191.321
2013-06-28,1136.706
2013-07-31,1168.747
2013-08-30,1108.393
2013-09-30,1201.44
2013-10-31,1204.628
2013-11-29,1181.664
2013-12-31,1168.947
2014-01-31,1087.122
2014-02-28,1125.14
2014-03-31,1150.529
2014-04-30,1196.908
2014-05-30,1215.74
2014-06-30,1221.229
2014-07-31,1261.598
2014-08-29,1232.314
2014-09-30,1175.526
2014-10-31,1163.257
2014-11-28,1162.092
2014-12-31,1147.192
2015-01-30,1119.243
2015-02-27,1106.697
2015-03-31,1096.946
2015-04-30,1190.79
2015-05-29,1126.135
2015-06-30,1109.071
2015-07-31,1056.837
2015-08-31,934.124
2015-09-30,892.037
2015-10-30,975.972
2015-11-30,930.241
2015-12-31,941.381
2016-01-29,855.212
2016-02-29,887.415
2016-03-31,984.327
2016-04-29,990.798
2016-05-31,961.142
2016-06-30,1005.888
2016-07-29,1027.802
2016-08-31,1011.219
2016-09-30,1023.366
2016-10-31,976.809
2016-11-30,963.243
2016-12-30,942.27
2017-01-31,1020.056
2017-02-28,1045.293
2017-03-31,1057.707
2017-04-28,1066.926
2017-05-31,1076.746
2017-06-30,1081.75
2017-07-31,1132.239
2017-08-31,1119.753
2017-09-29,1113.599
2017-10-31,1163.076
2017-11-30,1196.648
2017-12-29,1211.619
2018-01-31,1300.376
2018-02-28,1305.225
2018-03-30,1290.81
2018-04-30,1357.565
2018-05-31,1295.972
2018-06-29,1203.127
2018-07-31,1217.106
2018-08-31,1181.071
2018-09-28,1210.594
2018-10-31,1098.107
2018-11-30,1144.264
2018-12-31,1131.456
2019-01-31,1206.842
2019-02-28,1203.031
2019-03-29,1212.535
2019-04-30,1277.186
2019-05-31,1164.135
2019-06-28,1277.707
2019-07-31,1271.319
2019-08-30,1211.732
2019-09-30,1233.725
2019-10-31,1296.474
2019-11-29,1287.834
2019-12-31,1328.021
2020-01-31,1285.572
2020-02-28,1202.989
2020-03-31,962.945
2020-04-30,1049.533
2020-05-29,1038.659
2020-06-30,1076.616
2020-07-31,1114.829
2020-08-31,1123.225
2020-09-30,1106.176
2020-10-30,1061.3
2020-11-30,1203.686
2020-12-31,1238.661
2021-01-29,1256.023
2021-02-26,1272.689
2021-03-31,1318.199
2021-04-30,1358.186
2021-05-31,1348.046
2021-06-30,1320.609
2021-07-30,1338.026
2021-08-31,1325.838
2021-09-30,1305.185
2021-10-29,1355.249
2021-11-30,1262.149
2021-12-31,1221.124
2022-01-31,1132.624
2022-02-28,1118.991
2022-03-31,1082.711
2022-04-29,972.174
2022-05-31,946.804
2022-06-30,864.997
2022-07-29,922.032
2022-08-31,883.635
2022-09-30,825.852
2022-10-31,800.32
2022-11-30,899.35
2022-12-30,885.744
2023-01-31,974.281
2023-02-28,916.556
2023-03-31,985.359
2023-04-28,968.264
2023-05-31,885.901
2023-06-30,910.731
2023-07-31,981.85
2023-08-31,876.234
2023-09-29,871.143
2023-10-31,817.21
2023-11-30,837.59
2023-12-29,899.703
2024-01-31,854.316
2024-02-29,881.603
2024-03-29,928.994
2024-04-30,969.105
2024-05-31,1018.284
2024-06-28,1013.876
2024-07-31,1031.357
2024-08-30,1090.299
2024-09-30,1197.053
2024-10-31,1173.293
2024-11-29,1281.625
2024-12-31,1262.837
2025-01-31,1326.535
2025-02-28,1359.377
2025-03-31,1382.468
2025-04-30,1420.764
2025-05-30,1539.905
2025-06-30,1567.062
2025-07-31,1608.596
2025-08-29,1760.816
2025-09-30,1773.428
