Date,FINLAND LARGE VALUE Large Cap
2002-11-18,389.403
2002-11-19,390.696
2002-11-20,387.511
2002-11-21,407.055
2002-11-22,404.24
2002-11-25,412.539
2002-11-26,406.482
2002-11-27,426.131
2002-11-28,443.186
2002-11-29,454.174
2002-12-02,453.923
2002-12-03,433.127
2002-12-04,415.74
2002-12-05,412.997
2002-12-06,416.031
2002-12-09,410.236
2002-12-10,410.26
2002-12-11,413.74
2002-12-12,403.793
2002-12-13,404.721
2002-12-16,409.567
2002-12-17,411.552
2002-12-18,409.127
2002-12-19,390.521
2002-12-20,393.761
2002-12-23,380.001
2002-12-24,381.574
2002-12-25,381.574
2002-12-26,382.536
2002-12-27,378.542
2002-12-30,389.952
2002-12-31,391.481
2003-01-01,391.481
2003-01-02,410.03
2003-01-03,411.789
2003-01-06,414.319
2003-01-07,402.625
2003-01-08,390.282
2003-01-09,391.311
2003-01-10,393.662
2003-01-13,412.877
2003-01-14,421.4
2003-01-15,418.196
2003-01-16,434.583
2003-01-17,426.044
2003-01-20,436.11
2003-01-21,420.977
2003-01-22,419.201
2003-01-23,413.69
2003-01-24,411.428
2003-01-27,393.838
2003-01-28,385.353
2003-01-29,384.385
2003-01-30,361.245
2003-01-31,349.865
2003-02-03,361.022
2003-02-04,373.143
2003-02-05,369.862
2003-02-06,368.339
2003-02-07,369.538
2003-02-10,369.013
2003-02-11,366.213
2003-02-12,365.007
2003-02-13,363.38
2003-02-14,362.188
2003-02-17,371.816
2003-02-18,373.707
2003-02-19,378.767
2003-02-20,371.495
2003-02-21,364.364
2003-02-24,374.54
2003-02-25,360.796
2003-02-26,360.919
2003-02-27,357.038
2003-02-28,363.669
2003-03-03,367.976
2003-03-04,364.344
2003-03-05,356.562
2003-03-06,352.112
2003-03-07,347.117
2003-03-10,350.477
2003-03-11,356.239
2003-03-12,349.824
2003-03-13,350.261
2003-03-14,364.378
2003-03-17,377.004
2003-03-18,392.72
2003-03-19,388.38
2003-03-20,378.353
2003-03-21,387.419
2003-03-24,379.452
2003-03-25,379.343
2003-03-26,372.258
2003-03-27,376.636
2003-03-28,370.801
2003-03-31,353.682
2003-04-01,356.687
2003-04-02,371.266
2003-04-03,368.585
2003-04-04,360.765
2003-04-07,368.936
2003-04-08,360.112
2003-04-09,365.023
2003-04-10,366.123
2003-04-11,370.01
2003-04-14,364.196
2003-04-15,363.782
2003-04-16,380.424
2003-04-17,383.937
2003-04-18,383.937
2003-04-21,382.282
2003-04-22,382.546
2003-04-23,405.056
2003-04-24,401.088
2003-04-25,397.267
2003-04-28,405.789
2003-04-29,418.474
2003-04-30,416.941
2003-05-01,420.77
2003-05-02,421.353
2003-05-05,424.829
2003-05-06,439.441
2003-05-07,435.967
2003-05-08,422.56
2003-05-09,426.57
2003-05-12,419.865
2003-05-13,413.474
2003-05-14,408.698
2003-05-15,412.522
2003-05-16,403.711
2003-05-19,415.543
2003-05-20,407.182
2003-05-21,404.717
2003-05-22,407.765
2003-05-23,406.874
2003-05-26,409.705
2003-05-27,405.307
2003-05-28,412.959
2003-05-29,416.02
2003-05-30,399.261
2003-06-02,418.892
2003-06-03,419.684
2003-06-04,418.358
2003-06-05,427.157
2003-06-06,435.62
2003-06-09,430.317
2003-06-10,434.669
2003-06-11,448.658
2003-06-12,437.355
2003-06-13,436.741
2003-06-16,438.888
2003-06-17,449.569
2003-06-18,446.664
2003-06-19,448.657
2003-06-20,446.257
2003-06-23,440.033
2003-06-24,418.369
2003-06-25,414.435
2003-06-26,419.76
2003-06-27,429.014
2003-06-30,428.587
2003-07-01,415.883
2003-07-02,422.309
2003-07-03,435.807
2003-07-04,456.456
2003-07-07,487.758
2003-07-08,480.992
2003-07-09,475.647
2003-07-10,464.717
2003-07-11,469.149
2003-07-14,475.92
2003-07-15,470.373
2003-07-16,472.726
2003-07-17,472.727
2003-07-18,488.146
2003-07-21,492.479
2003-07-22,474.708
2003-07-23,479.767
2003-07-24,482.829
2003-07-25,486.932
2003-07-28,482.514
2003-07-29,478.753
2003-07-30,476.13
2003-07-31,482.679
2003-08-01,474.823
2003-08-04,469.69
2003-08-05,475.286
2003-08-06,471.223
2003-08-07,459.422
2003-08-08,464.353
2003-08-11,469.193
2003-08-12,476.183
2003-08-13,470.263
2003-08-14,483.411
2003-08-15,486.521
2003-08-18,491.019
2003-08-19,500.589
2003-08-20,505.514
2003-08-21,515.13
2003-08-22,505.662
2003-08-25,496.328
2003-08-26,474.197
2003-08-27,490.204
2003-08-28,486.978
2003-08-29,499.458
2003-09-01,511.812
2003-09-02,502.19
2003-09-03,504.54
2003-09-04,489.548
2003-09-05,496.701
2003-09-08,515.158
2003-09-09,497.652
2003-09-10,482.469
2003-09-11,491.283
2003-09-12,500.669
2003-09-15,497.003
2003-09-16,502.212
2003-09-17,502.143
2003-09-18,488.141
2003-09-19,480.987
2003-09-22,471.087
2003-09-23,481.025
2003-09-24,486.576
2003-09-25,475.041
2003-09-26,473.963
2003-09-29,477.913
2003-09-30,474.835
2003-10-01,466.864
2003-10-02,468.09
2003-10-03,480.366
2003-10-06,474.227
2003-10-07,470.902
2003-10-08,480.657
2003-10-09,494.26
2003-10-10,492.638
2003-10-13,495.827
2003-10-14,490.458
2003-10-15,500.824
2003-10-16,498.343
2003-10-17,497.125
2003-10-20,495.275
2003-10-21,494.843
2003-10-22,485.599
2003-10-23,501.897
2003-10-24,496.152
2003-10-27,495.86
2003-10-28,499.39
2003-10-29,511.712
2003-10-30,521.356
2003-10-31,521.711
2003-11-03,525.846
2003-11-04,514.823
2003-11-05,505.318
2003-11-06,506.955
2003-11-07,508.773
2003-11-10,518.555
2003-11-11,510.99
2003-11-12,521.736
2003-11-13,527.143
2003-11-14,532.711
2003-11-17,517.723
2003-11-18,512.319
2003-11-19,503.55
2003-11-20,507.389
2003-11-21,513.956
2003-11-24,513.495
2003-11-25,504.414
2003-11-26,503.965
2003-11-27,513.448
2003-11-28,516.347
2003-12-01,506.115
2003-12-02,515.954
2003-12-03,516.429
2003-12-04,515.371
2003-12-05,528.103
2003-12-08,535.18
2003-12-09,531.736
2003-12-10,524.833
2003-12-11,515.212
2003-12-12,526.782
2003-12-15,522.905
2003-12-16,510.889
2003-12-17,498.176
2003-12-18,496.925
2003-12-19,495.628
2003-12-22,491.209
2003-12-23,509.729
2003-12-24,511.165
2003-12-25,511.165
2003-12-26,510.96
2003-12-29,512.356
2003-12-30,513.323
2003-12-31,516.724
2004-01-01,516.724
2004-01-02,534.467
2004-01-05,541.944
2004-01-06,545.194
2004-01-07,534.121
2004-01-08,528.976
2004-01-09,527.193
2004-01-12,532.773
2004-01-13,524.751
2004-01-14,526.402
2004-01-15,525.478
2004-01-16,525.797
2004-01-19,527.364
2004-01-20,501.421
2004-01-21,483.296
2004-01-22,500.55
2004-01-23,496.219
2004-01-26,490.502
2004-01-27,501.082
2004-01-28,500.228
2004-01-29,493.048
2004-01-30,497.96
2004-02-02,486.751
2004-02-03,486.935
2004-02-04,488.784
2004-02-05,490.614
2004-02-06,486.177
2004-02-09,490.655
2004-02-10,495.13
2004-02-11,495.887
2004-02-12,508.583
2004-02-13,504.311
2004-02-16,501.152
2004-02-17,508.051
2004-02-18,508.23
2004-02-19,523.215
2004-02-20,522.236
2004-02-23,525.11
2004-02-24,525.842
2004-02-25,518.166
2004-02-26,510.682
2004-02-27,509.478
2004-03-01,520.323
2004-03-02,528.822
2004-03-03,530.082
2004-03-04,528.191
2004-03-05,526.466
2004-03-08,530.303
2004-03-09,525.481
2004-03-10,512.021
2004-03-11,500.423
2004-03-12,496.122
2004-03-15,493.285
2004-03-16,490.492
2004-03-17,487.417
2004-03-18,488.995
2004-03-19,490.27
2004-03-22,488.311
2004-03-23,496.609
2004-03-24,498.816
2004-03-25,494.373
2004-03-26,483.626
2004-03-29,494.401
2004-03-30,491.283
2004-03-31,498.05
2004-04-01,513.875
2004-04-02,514.643
2004-04-05,510.183
2004-04-06,513.112
2004-04-07,522.084
2004-04-08,518.838
2004-04-09,518.838
2004-04-12,517.381
2004-04-13,515.665
2004-04-14,511.08
2004-04-15,503.952
2004-04-16,501.403
2004-04-19,502.313
2004-04-20,507.007
2004-04-21,497.188
2004-04-22,523.086
2004-04-23,526.514
2004-04-26,531.581
2004-04-27,548.383
2004-04-28,534.369
2004-04-29,537.891
2004-04-30,533.75
2004-05-03,529.442
2004-05-04,534.287
2004-05-05,536.579
2004-05-06,514.335
2004-05-07,518.493
2004-05-10,500.679
2004-05-11,517.747
2004-05-12,510.436
2004-05-13,504.583
2004-05-14,498.781
2004-05-17,500.956
2004-05-18,502.725
2004-05-19,511.032
2004-05-20,506.488
2004-05-21,508.471
2004-05-24,520.327
2004-05-25,504.903
2004-05-26,496.787
2004-05-27,501.87
2004-05-28,513.758
2004-05-31,507.475
2004-06-01,500.801
2004-06-02,501.843
2004-06-03,500.486
2004-06-04,511.916
2004-06-07,524.387
2004-06-08,522.142
2004-06-09,519.449
2004-06-10,516.589
2004-06-11,519.874
2004-06-14,513.506
2004-06-15,516.199
2004-06-16,509.765
2004-06-17,508.066
2004-06-18,515.462
2004-06-21,517.357
2004-06-22,512.762
2004-06-23,516.194
2004-06-24,522.664
2004-06-25,520.947
2004-06-28,525.164
2004-06-29,519.588
2004-06-30,527.756
2004-07-01,531.783
2004-07-02,528.304
2004-07-05,525.439
2004-07-06,520.367
2004-07-07,520.079
2004-07-08,526.367
2004-07-09,526.617
2004-07-12,524.336
2004-07-13,519.453
2004-07-14,514.398
2004-07-15,467.907
2004-07-16,464.802
2004-07-19,458.744
2004-07-20,462.262
2004-07-21,463.288
2004-07-22,453.2
2004-07-23,446.824
2004-07-26,449.497
2004-07-27,451.375
2004-07-28,442.295
2004-07-29,452.436
2004-07-30,450.991
2004-08-02,448.642
2004-08-03,456.369
2004-08-04,448.665
2004-08-05,450.364
2004-08-06,439.529
2004-08-09,437.052
2004-08-10,444.831
2004-08-11,437.875
2004-08-12,432.435
2004-08-13,439.308
2004-08-16,445.085
2004-08-17,452.55
2004-08-18,453.353
2004-08-19,458.971
2004-08-20,452.41
2004-08-23,456.372
2004-08-24,453.059
2004-08-25,451.194
2004-08-26,459.003
2004-08-27,455.349
2004-08-30,454.093
2004-08-31,451.462
2004-09-01,455.075
2004-09-02,463.151
2004-09-03,466.334
2004-09-06,471.206
2004-09-07,472.6
2004-09-08,476.827
2004-09-09,498.988
2004-09-10,504.65
2004-09-13,507.278
2004-09-14,504.122
2004-09-15,495.373
2004-09-16,501.591
2004-09-17,507.261
2004-09-20,510.441
2004-09-21,512.974
2004-09-22,508.016
2004-09-23,503.688
2004-09-24,504.1
2004-09-27,501.514
2004-09-28,498.767
2004-09-29,504.864
2004-09-30,508.708
2004-10-01,526.935
2004-10-04,527.471
2004-10-05,526.588
2004-10-06,525.886
2004-10-07,525.126
2004-10-08,522.872
2004-10-11,519.93
2004-10-12,510.046
2004-10-13,519.477
2004-10-14,527.578
2004-10-15,540.282
2004-10-18,536.867
2004-10-19,553.189
2004-10-20,542.806
2004-10-21,547.171
2004-10-22,551.928
2004-10-25,545.455
2004-10-26,543.221
2004-10-27,553.7
2004-10-28,555.826
2004-10-29,559.596
2004-11-01,566.648
2004-11-02,568.64
2004-11-03,573.982
2004-11-04,573.586
2004-11-05,581.98
2004-11-08,577.698
2004-11-09,579.784
2004-11-10,587.484
2004-11-11,596.281
2004-11-12,597.607
2004-11-15,594.826
2004-11-16,590.095
2004-11-17,603.608
2004-11-18,603.449
2004-11-19,598.278
2004-11-22,592.834
2004-11-23,588.397
2004-11-24,594.627
2004-11-25,602.46
2004-11-26,604.472
2004-11-29,605.456
2004-11-30,601.367
2004-12-01,598.51
2004-12-02,593.072
2004-12-03,594.126
2004-12-06,596.614
2004-12-07,604.013
2004-12-08,586.184
2004-12-09,586.666
2004-12-10,591.721
2004-12-13,587.682
2004-12-14,588.148
2004-12-15,588.703
2004-12-16,586.566
2004-12-17,579.698
2004-12-20,595.424
2004-12-21,598.532
2004-12-22,601.218
2004-12-23,604.372
2004-12-24,605.939
2004-12-27,609.0
2004-12-28,599.112
2004-12-29,593.817
2004-12-30,599.534
2004-12-31,597.885
2005-01-03,592.798
2005-01-04,585.218
2005-01-05,582.657
2005-01-06,578.07
2005-01-07,568.702
2005-01-10,572.752
2005-01-11,575.01
2005-01-12,572.493
2005-01-13,572.725
2005-01-14,571.842
2005-01-17,578.166
2005-01-18,575.176
2005-01-19,576.483
2005-01-20,562.204
2005-01-21,568.822
2005-01-24,571.287
2005-01-25,563.935
2005-01-26,561.637
2005-01-27,564.281
2005-01-28,555.804
2005-01-31,568.479
2005-02-01,573.527
2005-02-02,578.204
2005-02-03,577.499
2005-02-04,570.974
2005-02-07,573.175
2005-02-08,573.357
2005-02-09,577.009
2005-02-10,580.258
2005-02-11,586.652
2005-02-14,587.272
2005-02-15,593.111
2005-02-16,596.342
2005-02-17,598.557
2005-02-18,603.21
2005-02-21,595.224
2005-02-22,603.707
2005-02-23,595.589
2005-02-24,599.282
2005-02-25,600.096
2005-02-28,603.684
2005-03-01,605.137
2005-03-02,603.446
2005-03-03,616.242
2005-03-04,632.221
2005-03-07,625.864
2005-03-08,621.962
2005-03-09,627.079
2005-03-10,625.011
2005-03-11,634.038
2005-03-14,622.999
2005-03-15,626.517
2005-03-16,624.579
2005-03-17,624.319
2005-03-18,622.265
2005-03-21,613.76
2005-03-22,605.237
2005-03-23,595.788
2005-03-24,598.063
2005-03-25,598.063
2005-03-28,593.866
2005-03-29,596.349
2005-03-30,595.484
2005-03-31,593.935
2005-04-01,588.154
2005-04-04,575.232
2005-04-05,582.073
2005-04-06,593.473
2005-04-07,604.715
2005-04-08,604.459
2005-04-11,602.566
2005-04-12,597.395
2005-04-13,601.159
2005-04-14,589.521
2005-04-15,581.491
2005-04-18,577.58
2005-04-19,579.921
2005-04-20,584.31
2005-04-21,574.607
2005-04-22,579.933
2005-04-25,574.639
2005-04-26,579.021
2005-04-27,574.052
2005-04-28,574.31
2005-04-29,570.862
2005-05-02,572.618
2005-05-03,570.604
2005-05-04,563.72
2005-05-05,563.045
2005-05-06,571.816
2005-05-09,572.743
2005-05-10,569.32
2005-05-11,565.015
2005-05-12,560.669
2005-05-13,556.778
2005-05-16,557.501
2005-05-17,559.692
2005-05-18,575.599
2005-05-19,576.364
2005-05-20,567.543
2005-05-23,572.958
2005-05-24,570.41
2005-05-25,569.937
2005-05-26,567.888
2005-05-27,576.097
2005-05-30,571.617
2005-05-31,563.806
2005-06-01,572.593
2005-06-02,568.794
2005-06-03,567.076
2005-06-06,566.68
2005-06-07,573.244
2005-06-08,570.599
2005-06-09,558.424
2005-06-10,559.358
2005-06-13,555.983
2005-06-14,565.709
2005-06-15,563.291
2005-06-16,564.63
2005-06-17,574.536
2005-06-20,566.06
2005-06-21,566.407
2005-06-22,570.982
2005-06-23,562.376
2005-06-24,564.079
2005-06-27,554.621
2005-06-28,559.765
2005-06-29,564.292
2005-06-30,562.689
2005-07-01,567.494
2005-07-04,569.273
2005-07-05,564.641
2005-07-06,568.231
2005-07-07,560.033
2005-07-08,565.11
2005-07-11,565.878
2005-07-12,568.373
2005-07-13,562.674
2005-07-14,551.443
2005-07-15,561.043
2005-07-18,557.567
2005-07-19,570.614
2005-07-20,573.144
2005-07-21,584.166
2005-07-22,580.865
2005-07-25,588.214
2005-07-26,575.023
2005-07-27,585.155
2005-07-28,590.287
2005-07-29,591.607
2005-08-01,592.26
2005-08-02,590.789
2005-08-03,599.401
2005-08-04,599.814
2005-08-05,602.238
2005-08-08,602.536
2005-08-09,602.032
2005-08-10,612.966
2005-08-11,616.457
2005-08-12,615.701
2005-08-15,606.984
2005-08-16,600.015
2005-08-17,592.857
2005-08-18,589.221
2005-08-19,603.413
2005-08-22,609.38
2005-08-23,606.581
2005-08-24,602.565
2005-08-25,600.832
2005-08-26,600.412
2005-08-29,594.825
2005-08-30,598.471
2005-08-31,612.974
2005-09-01,621.49
2005-09-02,628.338
2005-09-05,626.318
2005-09-06,622.621
2005-09-07,621.257
2005-09-08,617.386
2005-09-09,621.623
2005-09-12,617.132
2005-09-13,625.333
2005-09-14,628.268
2005-09-15,620.878
2005-09-16,630.685
2005-09-19,634.155
2005-09-20,635.206
2005-09-21,630.643
2005-09-22,623.103
2005-09-23,622.564
2005-09-26,624.565
2005-09-27,620.951
2005-09-28,619.272
2005-09-29,617.965
2005-09-30,622.878
2005-10-03,614.24
2005-10-04,610.671
2005-10-05,602.609
2005-10-06,602.964
2005-10-07,597.9
2005-10-10,601.412
2005-10-11,595.504
2005-10-12,594.09
2005-10-13,576.223
2005-10-14,586.972
2005-10-17,582.075
2005-10-18,580.01
2005-10-19,570.187
2005-10-20,564.398
2005-10-21,556.016
2005-10-24,564.275
2005-10-25,572.961
2005-10-26,574.007
2005-10-27,569.268
2005-10-28,571.373
2005-10-31,576.135
2005-11-01,573.784
2005-11-02,572.557
2005-11-03,575.307
2005-11-04,569.54
2005-11-07,566.387
2005-11-08,564.637
2005-11-09,568.555
