Date,NETHERLANDS LARGE GROWTH Large Cap
2023-03-31,3359.747
2023-04-28,3251.935
2023-05-31,3333.78
2023-06-30,3465.909
2023-07-31,3535.016
2023-08-31,3136.84
2023-09-29,2877.995
2023-10-31,2863.961
2023-11-30,3284.291
2023-12-29,3535.425
2024-01-31,3903.358
2024-02-29,4182.812
2024-03-29,4299.283
2024-04-30,4013.101
2024-05-31,4256.957
2024-06-28,4514.249
2024-07-31,4112.178
2024-08-30,4130.049
2024-09-30,3973.871
2024-10-31,3414.564
2024-11-29,3429.141
2024-12-31,3451.1
2025-01-31,3665.353
2025-02-28,3555.991
2025-03-31,3327.731
2025-04-30,3457.37
2025-05-30,3801.572
