Date,NETHERLANDS LARGE GROWTH Large Cap
2001-12-12,648.213
2001-12-13,633.365
2001-12-14,631.144
2001-12-17,650.534
2001-12-18,647.916
2001-12-19,647.594
2001-12-20,636.907
2001-12-21,643.096
2001-12-24,637.136
2001-12-25,637.136
2001-12-26,637.68
2001-12-27,655.919
2001-12-28,655.304
2001-12-31,661.695
2002-01-01,661.695
2002-01-02,663.423
2002-01-03,671.272
2002-01-04,658.887
2002-01-07,653.172
2002-01-08,644.679
2002-01-09,646.133
2002-01-10,641.402
2002-01-11,647.515
2002-01-14,635.716
2002-01-15,640.687
2002-01-16,625.687
2002-01-17,632.216
2002-01-18,627.572
2002-01-21,622.767
2002-01-22,625.518
2002-01-23,621.794
2002-01-24,633.655
2002-01-25,622.33
2002-01-28,625.652
2002-01-29,624.982
2002-01-30,613.971
2002-01-31,616.58
2002-02-01,613.625
2002-02-04,613.355
2002-02-05,604.386
2002-02-06,594.978
2002-02-07,599.396
2002-02-08,598.979
2002-02-11,611.186
2002-02-12,611.101
2002-02-13,614.739
2002-02-14,625.142
2002-02-15,620.824
2002-02-18,612.79
2002-02-19,603.62
2002-02-20,598.236
2002-02-21,600.743
2002-02-22,591.558
2002-02-25,596.544
2002-02-26,597.122
2002-02-27,596.93
2002-02-28,601.267
2002-03-01,605.854
2002-03-04,626.517
2002-03-05,630.961
2002-03-06,635.439
2002-03-07,646.44
2002-03-08,645.616
2002-03-11,645.104
2002-03-12,636.542
2002-03-13,631.351
2002-03-14,639.569
2002-03-15,651.146
2002-03-18,656.365
2002-03-19,662.082
2002-03-20,652.305
2002-03-21,650.642
2002-03-22,653.902
2002-03-25,650.896
2002-03-26,653.447
2002-03-27,652.235
2002-03-28,664.5
2002-03-29,664.5
2002-04-01,669.946
2002-04-02,671.826
2002-04-03,672.224
2002-04-04,662.957
2002-04-05,650.242
2002-04-08,637.664
2002-04-09,640.691
2002-04-10,645.872
2002-04-11,639.729
2002-04-12,638.392
2002-04-15,644.138
2002-04-16,662.402
2002-04-17,672.718
2002-04-18,670.387
2002-04-19,670.936
2002-04-22,667.123
2002-04-23,672.845
2002-04-24,669.658
2002-04-25,663.915
2002-04-26,659.981
2002-04-29,660.943
2002-04-30,662.034
2002-05-01,665.781
2002-05-02,652.07
2002-05-03,641.059
2002-05-06,646.393
2002-05-07,634.197
2002-05-08,646.577
2002-05-09,645.193
2002-05-10,637.606
2002-05-13,639.578
2002-05-14,646.606
2002-05-15,652.833
2002-05-16,652.16
2002-05-17,657.559
2002-05-20,653.663
2002-05-21,643.487
2002-05-22,643.374
2002-05-23,645.957
2002-05-24,645.854
2002-05-27,643.553
2002-05-28,646.773
2002-05-29,646.75
2002-05-30,632.517
2002-05-31,636.269
2002-06-03,628.333
2002-06-04,609.748
2002-06-05,605.62
2002-06-06,614.637
2002-06-07,592.787
2002-06-10,596.499
2002-06-11,611.566
2002-06-12,594.885
2002-06-13,585.041
2002-06-14,568.645
2002-06-17,587.722
2002-06-18,592.659
2002-06-19,586.38
2002-06-20,573.844
2002-06-21,569.098
2002-06-24,555.621
2002-06-25,571.023
2002-06-26,567.705
2002-06-27,574.208
2002-06-28,608.365
2002-07-01,604.302
2002-07-02,576.006
2002-07-03,550.167
2002-07-04,571.57
2002-07-05,593.073
2002-07-08,595.403
2002-07-09,594.008
2002-07-10,567.175
2002-07-11,544.903
2002-07-12,540.832
2002-07-15,516.914
2002-07-16,518.458
2002-07-17,542.363
2002-07-18,552.798
2002-07-19,532.106
2002-07-22,504.02
2002-07-23,481.152
2002-07-24,458.394
2002-07-25,478.091
2002-07-26,476.495
2002-07-29,507.358
2002-07-30,502.428
2002-07-31,513.05
2002-08-01,485.89
2002-08-02,472.37
2002-08-05,453.651
2002-08-06,467.491
2002-08-07,470.493
2002-08-08,488.369
2002-08-09,500.398
2002-08-12,488.351
2002-08-13,495.754
2002-08-14,481.147
2002-08-15,503.72
2002-08-16,509.039
2002-08-19,531.691
2002-08-20,526.009
2002-08-21,526.785
2002-08-22,542.366
2002-08-23,534.542
2002-08-26,516.865
2002-08-27,542.327
2002-08-28,518.045
2002-08-29,501.286
2002-08-30,504.822
2002-09-02,496.213
2002-09-03,480.224
2002-09-04,478.431
2002-09-05,470.266
2002-09-06,483.507
2002-09-09,464.252
2002-09-10,476.269
2002-09-11,494.655
2002-09-12,466.523
2002-09-13,459.755
2002-09-16,447.34
2002-09-17,441.789
2002-09-18,423.587
2002-09-19,416.393
2002-09-20,406.725
2002-09-23,388.116
2002-09-24,394.936
2002-09-25,403.672
2002-09-26,428.37
2002-09-27,423.408
2002-09-30,405.634
2002-10-01,413.512
2002-10-02,433.479
2002-10-03,429.293
2002-10-04,416.733
2002-10-07,410.248
2002-10-08,397.138
2002-10-09,398.628
2002-10-10,408.106
2002-10-11,425.334
2002-10-14,420.14
2002-10-15,449.436
2002-10-16,430.851
2002-10-17,439.415
2002-10-18,444.275
2002-10-21,445.477
2002-10-22,449.389
2002-10-23,430.051
2002-10-24,441.343
2002-10-25,437.709
2002-10-28,454.145
2002-10-29,431.26
2002-10-30,449.91
2002-10-31,459.74
2002-11-01,456.813
2002-11-04,468.995
2002-11-05,477.521
2002-11-06,467.979
2002-11-07,452.319
2002-11-08,442.436
2002-11-11,436.838
2002-11-12,437.541
2002-11-13,435.22
2002-11-14,447.807
2002-11-15,454.988
2002-11-18,463.433
2002-11-19,466.399
2002-11-20,461.643
2002-11-21,484.199
2002-11-22,489.858
2002-11-25,488.161
2002-11-26,473.516
2002-11-27,486.795
2002-11-28,491.068
2002-11-29,492.97
2002-12-02,492.342
2002-12-03,479.772
2002-12-04,474.934
2002-12-05,468.668
2002-12-06,473.5
2002-12-09,462.728
2002-12-10,466.521
2002-12-11,472.548
2002-12-12,469.584
2002-12-13,463.633
2002-12-16,476.897
2002-12-17,470.303
2002-12-18,455.846
2002-12-19,458.299
2002-12-20,467.529
2002-12-23,471.644
2002-12-24,467.739
2002-12-25,467.739
2002-12-26,468.919
2002-12-27,462.012
2002-12-30,465.906
2002-12-31,470.994
2003-01-01,470.994
2003-01-02,484.321
2003-01-03,481.476
2003-01-06,483.572
2003-01-07,481.228
2003-01-08,473.094
2003-01-09,481.708
2003-01-10,485.902
2003-01-13,490.174
2003-01-14,490.386
2003-01-15,483.092
2003-01-16,479.626
2003-01-17,468.542
2003-01-20,461.971
2003-01-21,457.991
2003-01-22,449.08
2003-01-23,441.278
2003-01-24,444.195
2003-01-27,431.636
2003-01-28,434.983
2003-01-29,427.471
2003-01-30,437.396
2003-01-31,440.771
2003-02-03,442.212
2003-02-04,429.654
2003-02-05,437.958
2003-02-06,429.177
2003-02-07,420.743
2003-02-10,408.679
2003-02-11,420.193
2003-02-12,411.571
2003-02-13,417.634
2003-02-14,431.638
2003-02-17,438.798
2003-02-18,440.885
2003-02-19,432.366
2003-02-20,431.055
2003-02-21,433.775
2003-02-24,423.96
2003-02-25,409.912
2003-02-26,414.984
2003-02-27,421.816
2003-02-28,430.451
2003-03-03,432.936
2003-03-04,423.21
2003-03-05,422.59
2003-03-06,414.952
2003-03-07,400.848
2003-03-10,389.312
2003-03-11,391.866
2003-03-12,377.914
2003-03-13,405.454
2003-03-14,422.077
2003-03-17,436.947
2003-03-18,432.907
2003-03-19,436.378
2003-03-20,436.393
2003-03-21,451.396
2003-03-24,425.148
2003-03-25,439.559
2003-03-26,437.668
2003-03-27,433.727
2003-03-28,437.781
2003-03-31,427.989
2003-04-01,429.701
2003-04-02,443.21
2003-04-03,442.152
2003-04-04,443.579
2003-04-07,462.714
2003-04-08,454.864
2003-04-09,455.24
2003-04-10,452.189
2003-04-11,457.211
2003-04-14,463.029
2003-04-15,474.326
2003-04-16,472.18
2003-04-17,478.515
2003-04-18,478.515
2003-04-21,476.453
2003-04-22,481.857
2003-04-23,483.236
2003-04-24,472.382
2003-04-25,465.457
2003-04-28,480.69
2003-04-29,475.035
2003-04-30,481.129
2003-05-01,485.548
2003-05-02,463.093
2003-05-05,476.396
2003-05-06,484.994
2003-05-07,479.171
2003-05-08,475.159
2003-05-09,478.576
2003-05-12,482.815
2003-05-13,482.35
2003-05-14,475.741
2003-05-15,469.889
2003-05-16,471.317
2003-05-19,464.748
2003-05-20,466.66
2003-05-21,461.417
2003-05-22,463.936
2003-05-23,462.972
2003-05-26,465.804
2003-05-27,467.194
2003-05-28,472.508
2003-05-29,475.014
2003-05-30,475.597
2003-06-02,484.925
2003-06-03,479.575
2003-06-04,488.138
2003-06-05,496.778
2003-06-06,503.262
2003-06-09,494.341
2003-06-10,488.986
2003-06-11,501.061
2003-06-12,500.951
2003-06-13,491.61
2003-06-16,503.695
2003-06-17,502.363
2003-06-18,504.884
2003-06-19,499.29
2003-06-20,504.411
2003-06-23,464.492
2003-06-24,454.173
2003-06-25,466.496
2003-06-26,461.225
2003-06-27,466.687
2003-06-30,459.984
2003-07-01,453.918
2003-07-02,462.985
2003-07-03,466.443
2003-07-04,460.328
2003-07-07,474.855
2003-07-08,474.099
2003-07-09,470.88
2003-07-10,469.845
2003-07-11,472.98
2003-07-14,479.432
2003-07-15,476.565
2003-07-16,475.644
2003-07-17,464.948
2003-07-18,474.077
2003-07-21,475.124
2003-07-22,483.271
2003-07-23,484.81
2003-07-24,492.891
2003-07-25,493.173
2003-07-28,494.311
2003-07-29,490.149
2003-07-30,491.31
2003-07-31,493.522
2003-08-01,489.052
2003-08-04,489.165
2003-08-05,492.192
2003-08-06,487.55
2003-08-07,491.521
2003-08-08,497.086
2003-08-11,497.356
2003-08-12,496.989
2003-08-13,499.061
2003-08-14,504.342
2003-08-15,508.167
2003-08-18,508.505
2003-08-19,503.851
2003-08-20,504.559
2003-08-21,504.316
2003-08-22,507.618
2003-08-25,503.402
2003-08-26,497.557
2003-08-27,502.164
2003-08-28,502.374
2003-08-29,510.374
2003-09-01,522.52
2003-09-02,514.915
2003-09-03,515.016
2003-09-04,517.936
2003-09-05,522.224
2003-09-08,528.079
2003-09-09,526.277
2003-09-10,520.518
2003-09-11,523.019
2003-09-12,524.492
2003-09-15,532.817
2003-09-16,533.579
2003-09-17,539.8
2003-09-18,542.909
2003-09-19,537.776
2003-09-22,532.471
2003-09-23,526.152
2003-09-24,528.787
2003-09-25,522.46
2003-09-26,514.728
2003-09-29,516.156
2003-09-30,509.024
2003-10-01,521.955
2003-10-02,526.519
2003-10-03,535.218
2003-10-06,532.029
2003-10-07,533.848
2003-10-08,532.148
2003-10-09,542.643
2003-10-10,542.728
2003-10-13,546.298
2003-10-14,541.335
2003-10-15,548.209
2003-10-16,543.336
2003-10-17,544.58
2003-10-20,529.158
2003-10-21,536.925
2003-10-22,531.461
2003-10-23,526.491
2003-10-24,526.924
2003-10-27,531.139
2003-10-28,533.695
2003-10-29,536.119
2003-10-30,540.411
2003-10-31,540.951
2003-11-03,546.729
2003-11-04,545.076
2003-11-05,543.789
2003-11-06,550.01
2003-11-07,556.572
2003-11-10,552.954
2003-11-11,549.702
2003-11-12,556.126
2003-11-13,560.493
2003-11-14,562.971
2003-11-17,547.899
2003-11-18,551.944
2003-11-19,550.593
2003-11-20,550.278
2003-11-21,548.373
2003-11-24,555.358
2003-11-25,558.75
2003-11-26,558.826
2003-11-27,561.786
2003-11-28,562.553
2003-12-01,571.832
2003-12-02,576.074
2003-12-03,577.069
2003-12-04,574.962
2003-12-05,570.017
2003-12-08,566.962
2003-12-09,567.694
2003-12-10,561.541
2003-12-11,560.769
2003-12-12,565.903
2003-12-15,569.143
2003-12-16,565.258
2003-12-17,564.47
2003-12-18,565.917
2003-12-19,570.346
2003-12-22,572.624
2003-12-23,570.279
2003-12-24,574.258
2003-12-25,574.258
2003-12-26,574.028
2003-12-29,580.561
2003-12-30,584.263
2003-12-31,589.219
2004-01-01,589.219
2004-01-02,598.56
2004-01-05,603.77
2004-01-06,603.955
2004-01-07,599.133
2004-01-08,614.654
2004-01-09,620.677
2004-01-12,614.768
2004-01-13,613.524
2004-01-14,614.309
2004-01-15,613.107
2004-01-16,615.767
2004-01-19,614.726
2004-01-20,621.085
2004-01-21,626.215
2004-01-22,627.945
2004-01-23,625.711
2004-01-26,616.535
2004-01-27,617.808
2004-01-28,619.688
2004-01-29,604.418
2004-01-30,607.057
2004-02-02,610.316
2004-02-03,611.788
2004-02-04,610.484
2004-02-05,616.447
2004-02-06,629.59
2004-02-09,629.438
2004-02-10,636.698
2004-02-11,638.049
2004-02-12,653.32
2004-02-13,649.366
2004-02-16,652.681
2004-02-17,656.045
2004-02-18,663.229
2004-02-19,663.121
2004-02-20,654.068
2004-02-23,643.207
2004-02-24,638.084
2004-02-25,636.147
2004-02-26,630.562
2004-02-27,631.97
2004-03-01,638.714
2004-03-02,636.079
2004-03-03,622.481
2004-03-04,622.978
2004-03-05,633.61
2004-03-08,632.185
2004-03-09,626.767
2004-03-10,616.083
2004-03-11,602.317
2004-03-12,598.599
2004-03-15,588.364
2004-03-16,595.667
2004-03-17,602.122
2004-03-18,596.409
2004-03-19,599.145
2004-03-22,587.015
2004-03-23,584.243
2004-03-24,573.962
2004-03-25,586.07
2004-03-26,587.346
2004-03-29,600.709
2004-03-30,602.039
2004-03-31,607.279
2004-04-01,613.428
2004-04-02,615.96
2004-04-05,612.865
2004-04-06,607.195
2004-04-07,615.233
2004-04-08,615.053
2004-04-09,615.053
2004-04-12,613.325
2004-04-13,600.813
2004-04-14,596.587
2004-04-15,598.011
2004-04-16,606.676
2004-04-19,608.617
2004-04-20,608.489
2004-04-21,609.026
2004-04-22,614.51
2004-04-23,612.212
2004-04-26,611.579
2004-04-27,614.768
2004-04-28,589.599
2004-04-29,589.202
2004-04-30,583.268
2004-05-03,590.533
2004-05-04,600.452
2004-05-05,604.515
2004-05-06,589.68
2004-05-07,582.77
2004-05-10,566.091
2004-05-11,567.087
2004-05-12,562.858
2004-05-13,561.439
2004-05-14,560.615
2004-05-17,566.697
2004-05-18,568.956
2004-05-19,575.474
2004-05-20,569.396
2004-05-21,572.057
2004-05-24,574.21
2004-05-25,575.156
2004-05-26,574.978
2004-05-27,580.95
2004-05-28,586.483
2004-05-31,587.334
2004-06-01,578.842
2004-06-02,584.199
2004-06-03,588.738
2004-06-04,590.739
2004-06-07,598.108
2004-06-08,595.07
2004-06-09,586.874
2004-06-10,587.083
2004-06-11,585.823
2004-06-14,585.902
2004-06-15,588.905
2004-06-16,590.98
2004-06-17,595.148
2004-06-18,599.115
2004-06-21,599.214
2004-06-22,592.418
2004-06-23,591.417
2004-06-24,595.618
2004-06-25,593.681
2004-06-28,603.66
2004-06-29,601.442
2004-06-30,602.327
2004-07-01,603.312
2004-07-02,603.551
2004-07-05,596.66
2004-07-06,593.389
2004-07-07,595.073
2004-07-08,596.047
2004-07-09,590.267
2004-07-12,587.294
2004-07-13,579.94
2004-07-14,584.094
2004-07-15,580.509
2004-07-16,584.788
2004-07-19,580.317
2004-07-20,577.432
2004-07-21,571.734
2004-07-22,567.433
2004-07-23,562.901
2004-07-26,559.6
2004-07-27,561.761
2004-07-28,547.688
2004-07-29,559.969
2004-07-30,556.59
2004-08-02,549.055
2004-08-03,551.839
2004-08-04,545.683
2004-08-05,547.098
2004-08-06,541.806
2004-08-09,539.852
2004-08-10,544.828
2004-08-11,532.593
2004-08-12,533.029
2004-08-13,535.745
2004-08-16,538.832
2004-08-17,542.209
2004-08-18,537.15
2004-08-19,542.586
2004-08-20,536.469
2004-08-23,540.423
2004-08-24,536.766
2004-08-25,534.273
2004-08-26,529.85
2004-08-27,529.188
2004-08-30,527.687
2004-08-31,528.606
2004-09-01,533.786
2004-09-02,531.865
2004-09-03,529.968
2004-09-06,535.851
2004-09-07,538.576
2004-09-08,537.651
2004-09-09,535.169
2004-09-10,543.528
2004-09-13,546.372
2004-09-14,544.922
2004-09-15,533.586
2004-09-16,533.646
2004-09-17,535.209
2004-09-20,520.744
2004-09-21,529.351
2004-09-22,522.357
2004-09-23,522.332
2004-09-24,519.038
2004-09-27,516.142
2004-09-28,519.402
2004-09-29,521.361
2004-09-30,519.67
2004-10-01,527.313
2004-10-04,530.029
2004-10-05,532.31
2004-10-06,533.724
2004-10-07,531.484
2004-10-08,532.899
2004-10-11,530.181
2004-10-12,520.626
2004-10-13,523.31
2004-10-14,527.461
2004-10-15,531.152
2004-10-18,529.685
2004-10-19,532.116
2004-10-20,529.69
2004-10-21,530.113
2004-10-22,529.044
2004-10-25,526.368
2004-10-26,531.801
2004-10-27,537.776
2004-10-28,540.488
2004-10-29,540.409
2004-11-01,544.386
2004-11-02,549.617
2004-11-03,556.28
2004-11-04,556.819
2004-11-05,564.431
2004-11-08,568.413
2004-11-09,563.767
2004-11-10,567.589
2004-11-11,573.017
2004-11-12,574.734
2004-11-15,573.3
2004-11-16,571.822
2004-11-17,577.482
2004-11-18,572.956
2004-11-19,570.539
2004-11-22,565.163
2004-11-23,569.066
2004-11-24,575.59
2004-11-25,582.04
2004-11-26,584.208
2004-11-29,583.526
2004-11-30,577.33
2004-12-01,584.859
2004-12-02,588.621
2004-12-03,589.157
2004-12-06,585.707
2004-12-07,586.404
2004-12-08,582.946
2004-12-09,579.2
2004-12-10,580.339
2004-12-13,591.321
2004-12-14,590.14
2004-12-15,594.213
2004-12-16,592.973
2004-12-17,587.639
2004-12-20,595.945
2004-12-21,593.371
2004-12-22,596.62
2004-12-23,603.457
2004-12-24,608.467
2004-12-27,611.01
2004-12-28,611.138
2004-12-29,608.469
2004-12-30,609.924
2004-12-31,610.596
2005-01-03,613.713
2005-01-04,609.847
2005-01-05,603.39
2005-01-06,599.068
2005-01-07,595.694
2005-01-10,595.143
2005-01-11,597.614
2005-01-12,599.891
2005-01-13,600.258
2005-01-14,599.821
2005-01-17,600.879
2005-01-18,596.078
2005-01-19,596.557
2005-01-20,590.988
2005-01-21,595.423
2005-01-24,596.613
2005-01-25,595.932
2005-01-26,604.766
2005-01-27,604.759
2005-01-28,604.478
2005-01-31,611.107
2005-02-01,615.321
2005-02-02,625.298
2005-02-03,622.633
2005-02-04,630.15
2005-02-07,628.663
2005-02-08,623.633
2005-02-09,619.018
2005-02-10,619.421
2005-02-11,621.486
2005-02-14,625.412
2005-02-15,627.812
2005-02-16,624.525
2005-02-17,627.22
2005-02-18,632.904
2005-02-21,631.109
2005-02-22,630.729
2005-02-23,626.954
2005-02-24,625.005
2005-02-25,631.586
2005-02-28,631.809
2005-03-01,635.327
2005-03-02,632.132
2005-03-03,629.78
2005-03-04,636.809
2005-03-07,638.812
2005-03-08,640.321
2005-03-09,641.676
2005-03-10,642.146
2005-03-11,642.735
2005-03-14,638.369
2005-03-15,639.242
2005-03-16,635.829
2005-03-17,636.38
2005-03-18,634.404
2005-03-21,628.19
2005-03-22,627.82
2005-03-23,623.506
2005-03-24,631.081
2005-03-25,631.081
2005-03-28,626.652
2005-03-29,629.098
2005-03-30,633.871
2005-03-31,632.813
2005-04-01,628.384
2005-04-04,618.667
2005-04-05,625.219
2005-04-06,630.482
2005-04-07,630.328
2005-04-08,630.803
2005-04-11,632.536
2005-04-12,627.103
2005-04-13,628.665
2005-04-14,623.074
2005-04-15,625.724
2005-04-18,616.552
2005-04-19,618.257
2005-04-20,614.589
2005-04-21,619.226
2005-04-22,617.201
2005-04-25,612.601
2005-04-26,606.006
2005-04-27,598.627
2005-04-28,594.053
2005-04-29,592.007
2005-05-02,588.436
2005-05-03,594.227
2005-05-04,601.92
2005-05-05,605.986
2005-05-06,610.889
2005-05-09,614.767
2005-05-10,616.48
2005-05-11,612.519
2005-05-12,608.646
2005-05-13,606.769
2005-05-16,605.346
2005-05-17,606.728
2005-05-18,610.739
2005-05-19,610.65
2005-05-20,615.215
2005-05-23,622.245
2005-05-24,619.465
2005-05-25,622.442
2005-05-26,622.178
2005-05-27,623.423
2005-05-30,621.942
2005-05-31,606.179
2005-06-01,610.8
2005-06-02,611.474
2005-06-03,614.456
2005-06-06,607.961
2005-06-07,613.085
2005-06-08,613.477
2005-06-09,606.951
2005-06-10,604.352
2005-06-13,600.18
2005-06-14,601.482
2005-06-15,604.148
2005-06-16,603.103
2005-06-17,609.418
2005-06-20,600.342
2005-06-21,608.277
2005-06-22,609.91
2005-06-23,604.795
2005-06-24,602.08
2005-06-27,599.102
2005-06-28,597.943
2005-06-29,600.103
2005-06-30,600.537
2005-07-01,598.675
2005-07-04,595.967
2005-07-05,595.562
2005-07-06,598.212
2005-07-07,589.002
2005-07-08,595.88
2005-07-11,607.28
2005-07-12,611.372
2005-07-13,607.351
2005-07-14,608.416
2005-07-15,608.099
2005-07-18,613.204
2005-07-19,620.608
2005-07-20,620.33
2005-07-21,622.074
2005-07-22,618.669
2005-07-25,613.702
2005-07-26,614.294
2005-07-27,613.605
2005-07-28,619.362
2005-07-29,621.273
2005-08-01,627.799
2005-08-02,626.981
2005-08-03,628.006
2005-08-04,638.324
2005-08-05,638.483
2005-08-08,636.848
2005-08-09,638.447
2005-08-10,648.889
2005-08-11,649.951
2005-08-12,645.799
2005-08-15,641.55
2005-08-16,639.954
2005-08-17,637.205
2005-08-18,627.983
2005-08-19,630.821
2005-08-22,640.912
2005-08-23,634.446
2005-08-24,633.544
2005-08-25,629.127
2005-08-26,629.834
2005-08-29,628.976
2005-08-30,625.304
2005-08-31,632.27
2005-09-01,641.354
2005-09-02,649.144
2005-09-05,650.071
2005-09-06,652.02
2005-09-07,645.055
2005-09-08,645.269
2005-09-09,643.752
2005-09-12,639.468
2005-09-13,636.669
2005-09-14,638.425
2005-09-15,633.413
2005-09-16,637.916
2005-09-19,638.465
2005-09-20,641.911
2005-09-21,634.946
2005-09-22,629.951
2005-09-23,628.47
2005-09-26,633.628
2005-09-27,627.595
2005-09-28,632.514
2005-09-29,628.65
2005-09-30,632.241
2005-10-03,632.59
2005-10-04,642.192
2005-10-05,639.11
2005-10-06,636.156
2005-10-07,634.332
2005-10-10,632.79
2005-10-11,634.357
2005-10-12,627.31
2005-10-13,621.005
2005-10-14,631.544
2005-10-17,630.385
2005-10-18,623.823
2005-10-19,612.825
2005-10-20,619.409
2005-10-21,614.618
2005-10-24,617.627
2005-10-25,620.008
2005-10-26,619.606
2005-10-27,611.393
2005-10-28,610.284
2005-10-31,612.089
2005-11-01,614.05
2005-11-02,620.412
2005-11-03,609.603
2005-11-04,598.025
2005-11-07,601.966
2005-11-08,602.58
2005-11-09,615.902
