Date,EM (EMERGING MARKETS) SMALL VALUE Small Cap
2003-05-20,218.762
2003-05-21,219.093
2003-05-22,220.974
2003-05-23,225.099
2003-05-26,229.039
2003-05-27,228.235
2003-05-28,230.142
2003-05-29,231.192
2003-05-30,232.289
2003-06-02,235.298
2003-06-03,235.046
2003-06-04,235.608
2003-06-05,237.681
2003-06-06,238.244
2003-06-09,239.796
2003-06-10,240.043
2003-06-11,240.967
2003-06-12,243.927
2003-06-13,245.169
2003-06-16,247.151
2003-06-17,249.761
2003-06-18,249.275
2003-06-19,250.431
2003-06-20,249.975
2003-06-23,246.549
2003-06-24,245.813
2003-06-25,248.084
2003-06-26,246.652
2003-06-27,247.921
2003-06-30,248.381
2003-07-01,251.759
2003-07-02,254.883
2003-07-03,255.317
2003-07-04,257.012
2003-07-07,259.676
2003-07-08,258.882
2003-07-09,260.318
2003-07-10,260.144
2003-07-11,259.045
2003-07-14,262.088
2003-07-15,261.108
2003-07-16,261.2
2003-07-17,259.007
2003-07-18,257.622
2003-07-21,256.217
2003-07-22,256.087
2003-07-23,256.258
2003-07-24,258.299
2003-07-25,259.978
2003-07-28,262.537
2003-07-29,261.491
2003-07-30,260.839
2003-07-31,261.232
2003-08-01,262.145
2003-08-04,261.536
2003-08-05,260.247
2003-08-06,259.275
2003-08-07,261.911
2003-08-08,261.541
2003-08-11,262.677
2003-08-12,264.186
2003-08-13,267.559
2003-08-14,269.346
2003-08-15,269.894
2003-08-18,273.201
2003-08-19,272.852
2003-08-20,273.258
2003-08-21,275.746
2003-08-22,276.683
2003-08-25,276.188
2003-08-26,276.357
2003-08-27,276.578
2003-08-28,274.972
2003-08-29,278.049
2003-09-01,280.392
2003-09-02,281.552
2003-09-03,282.209
2003-09-04,281.703
2003-09-05,281.561
2003-09-08,280.5
2003-09-09,279.384
2003-09-10,278.43
2003-09-11,279.482
2003-09-12,280.63
2003-09-15,279.879
2003-09-16,281.406
2003-09-17,282.72
2003-09-18,281.908
2003-09-19,282.103
2003-09-22,280.185
2003-09-23,282.417
2003-09-24,283.77
2003-09-25,282.134
2003-09-26,280.667
2003-09-29,280.577
2003-09-30,281.531
2003-10-01,282.682
2003-10-02,285.694
2003-10-03,287.833
2003-10-06,291.015
2003-10-07,292.674
2003-10-08,294.052
2003-10-09,298.133
2003-10-10,300.677
2003-10-13,302.62
2003-10-14,301.609
2003-10-15,302.657
2003-10-16,305.842
2003-10-17,304.346
2003-10-20,306.082
2003-10-21,306.36
2003-10-22,306.19
2003-10-23,301.369
2003-10-24,302.041
2003-10-27,303.163
2003-10-28,305.992
2003-10-29,307.039
2003-10-30,309.23
2003-10-31,309.095
2003-11-03,314.399
2003-11-04,314.975
2003-11-05,317.616
2003-11-06,314.894
2003-11-07,317.376
2003-11-10,316.949
2003-11-11,315.487
2003-11-12,317.261
2003-11-13,320.645
2003-11-14,322.233
2003-11-17,319.64
2003-11-18,319.443
2003-11-19,314.624
2003-11-20,312.886
2003-11-21,313.475
2003-11-24,311.246
2003-11-25,313.687
2003-11-26,316.666
2003-11-27,316.53
2003-11-28,320.491
2003-12-01,326.179
2003-12-02,327.55
2003-12-03,329.295
2003-12-04,329.787
2003-12-05,329.235
2003-12-08,328.786
2003-12-09,331.83
2003-12-10,330.545
2003-12-11,331.21
2003-12-12,332.619
2003-12-15,335.988
2003-12-16,334.267
2003-12-17,332.595
2003-12-18,333.723
2003-12-19,333.536
2003-12-22,334.458
2003-12-23,335.057
2003-12-24,336.52
2003-12-25,336.173
2003-12-26,337.133
2003-12-29,339.786
2003-12-30,343.476
2003-12-31,344.535
2004-01-01,344.809
2004-01-02,350.292
2004-01-05,358.779
2004-01-06,357.007
2004-01-07,356.282
2004-01-08,358.208
2004-01-09,359.424
2004-01-12,358.554
2004-01-13,358.595
2004-01-14,357.673
2004-01-15,354.674
2004-01-16,354.987
2004-01-19,356.172
2004-01-20,358.365
2004-01-21,356.449
2004-01-22,355.758
2004-01-23,357.323
2004-01-26,357.574
2004-01-27,360.289
2004-01-28,360.072
2004-01-29,354.692
2004-01-30,354.806
2004-02-02,355.185
2004-02-03,355.262
2004-02-04,355.462
2004-02-05,355.668
2004-02-06,359.339
2004-02-09,364.616
2004-02-10,367.225
2004-02-11,369.254
2004-02-12,370.648
2004-02-13,374.342
2004-02-16,375.237
2004-02-17,377.916
2004-02-18,378.896
2004-02-19,377.005
2004-02-20,375.438
2004-02-23,374.877
2004-02-24,373.866
2004-02-25,374.282
2004-02-26,374.045
2004-02-27,376.675
2004-03-01,380.672
2004-03-02,382.755
2004-03-03,379.116
2004-03-04,382.344
2004-03-05,384.976
2004-03-08,383.665
2004-03-09,384.659
2004-03-10,380.517
2004-03-11,377.323
2004-03-12,374.081
2004-03-15,373.098
2004-03-16,372.344
2004-03-17,374.302
2004-03-18,377.907
2004-03-19,378.588
2004-03-22,370.616
2004-03-23,365.957
2004-03-24,364.873
2004-03-25,362.644
2004-03-26,363.48
2004-03-29,369.802
2004-03-30,373.346
2004-03-31,376.62
2004-04-01,379.469
2004-04-02,381.961
2004-04-05,385.499
2004-04-06,385.97
2004-04-07,386.347
2004-04-08,386.486
2004-04-09,385.353
2004-04-12,388.817
2004-04-13,387.198
2004-04-14,383.46
2004-04-15,380.607
2004-04-16,382.48
2004-04-19,382.173
2004-04-20,382.532
2004-04-21,379.2
2004-04-22,376.083
2004-04-23,378.574
2004-04-26,376.756
2004-04-27,374.677
2004-04-28,369.277
2004-04-29,359.04
2004-04-30,353.914
2004-05-03,350.43
2004-05-04,355.733
2004-05-05,352.675
2004-05-06,347.719
2004-05-07,344.124
2004-05-10,328.048
2004-05-11,330.14
2004-05-12,334.891
2004-05-13,330.683
2004-05-14,325.959
2004-05-17,312.7
2004-05-18,315.503
2004-05-19,327.516
2004-05-20,323.566
2004-05-21,329.277
2004-05-24,332.294
2004-05-25,331.666
2004-05-26,333.744
2004-05-27,338.06
2004-05-28,340.983
2004-05-31,338.663
2004-06-01,338.205
2004-06-02,337.527
2004-06-03,331.483
2004-06-04,333.007
2004-06-07,340.144
2004-06-08,339.798
2004-06-09,339.037
2004-06-10,338.503
2004-06-11,334.171
2004-06-14,327.519
2004-06-15,329.944
2004-06-16,329.324
2004-06-17,329.453
2004-06-18,327.93
2004-06-21,328.127
2004-06-22,327.423
2004-06-23,329.198
2004-06-24,333.365
2004-06-25,335.309
2004-06-28,335.709
2004-06-29,336.404
2004-06-30,339.934
2004-07-01,341.813
2004-07-02,341.51
2004-07-05,340.438
2004-07-06,340.298
2004-07-07,342.471
2004-07-08,340.567
2004-07-09,341.951
2004-07-12,342.947
2004-07-13,342.54
2004-07-14,340.583
2004-07-15,339.229
2004-07-16,341.845
2004-07-19,342.831
2004-07-20,339.269
2004-07-21,339.7
2004-07-22,338.118
2004-07-23,336.623
2004-07-26,334.638
2004-07-27,333.948
2004-07-28,334.722
2004-07-29,334.996
2004-07-30,337.293
2004-08-02,335.19
2004-08-03,335.231
2004-08-04,333.743
2004-08-05,336.736
2004-08-06,336.584
2004-08-09,337.836
2004-08-10,337.863
2004-08-11,335.604
2004-08-12,334.336
2004-08-13,335.48
2004-08-16,334.838
2004-08-17,336.379
2004-08-18,337.132
2004-08-19,340.791
2004-08-20,341.881
2004-08-23,341.479
2004-08-24,342.667
2004-08-25,343.978
2004-08-26,348.601
2004-08-27,348.492
2004-08-30,349.186
2004-08-31,351.484
2004-09-01,355.123
2004-09-02,357.918
2004-09-03,357.555
2004-09-06,358.833
2004-09-07,360.227
2004-09-08,362.266
2004-09-09,363.598
2004-09-10,365.383
2004-09-13,367.661
2004-09-14,369.336
2004-09-15,368.879
2004-09-16,371.79
2004-09-17,371.32
2004-09-20,374.069
2004-09-21,375.178
2004-09-22,373.343
2004-09-23,373.0
2004-09-24,372.764
2004-09-27,371.907
2004-09-28,371.835
2004-09-29,372.059
2004-09-30,373.616
2004-10-01,377.718
2004-10-04,384.358
2004-10-05,383.763
2004-10-06,382.964
2004-10-07,383.597
2004-10-08,386.316
2004-10-11,387.524
2004-10-12,382.73
2004-10-13,381.093
2004-10-14,377.892
2004-10-15,378.61
2004-10-18,379.459
2004-10-19,381.358
2004-10-20,378.252
2004-10-21,378.696
2004-10-22,379.127
2004-10-25,376.712
2004-10-26,376.902
2004-10-27,380.169
2004-10-28,384.246
2004-10-29,384.856
2004-11-01,385.339
2004-11-02,388.401
2004-11-03,394.965
2004-11-04,396.145
2004-11-05,399.343
2004-11-08,398.714
2004-11-09,400.055
2004-11-10,402.469
2004-11-11,403.066
2004-11-12,407.059
2004-11-15,408.503
2004-11-16,408.877
2004-11-17,415.668
2004-11-18,414.666
2004-11-19,414.705
2004-11-22,412.4
2004-11-23,415.761
2004-11-24,420.124
2004-11-25,422.424
2004-11-26,422.939
2004-11-29,426.177
2004-11-30,428.111
2004-12-01,430.313
2004-12-02,432.969
2004-12-03,432.165
2004-12-06,434.1
2004-12-07,431.73
2004-12-08,427.459
2004-12-09,426.138
2004-12-10,423.16
2004-12-13,425.807
2004-12-14,428.578
2004-12-15,432.291
2004-12-16,434.235
2004-12-17,434.131
2004-12-20,436.09
2004-12-21,437.349
2004-12-22,438.676
2004-12-23,439.842
2004-12-24,441.965
2004-12-27,443.742
2004-12-28,445.083
2004-12-29,447.525
2004-12-30,450.694
2004-12-31,454.771
2005-01-03,455.185
2005-01-04,449.939
2005-01-05,445.448
2005-01-06,441.779
2005-01-07,442.014
2005-01-10,442.416
2005-01-11,444.428
2005-01-12,442.621
2005-01-13,445.125
2005-01-14,445.717
2005-01-17,447.454
2005-01-18,445.798
2005-01-19,447.966
2005-01-20,443.785
2005-01-21,444.575
2005-01-24,445.488
2005-01-25,444.63
2005-01-26,448.046
2005-01-27,449.263
2005-01-28,452.512
2005-01-31,457.442
2005-02-01,455.745
2005-02-02,458.672
2005-02-03,460.568
2005-02-04,463.486
2005-02-07,465.023
2005-02-08,463.445
2005-02-09,464.321
2005-02-10,464.327
2005-02-11,466.737
2005-02-14,471.905
2005-02-15,472.473
2005-02-16,473.789
2005-02-17,475.526
2005-02-18,478.707
2005-02-21,481.708
2005-02-22,482.971
2005-02-23,483.94
2005-02-24,487.332
2005-02-25,489.069
2005-02-28,495.216
2005-03-01,495.944
2005-03-02,495.919
2005-03-03,497.858
2005-03-04,500.868
2005-03-07,503.1
2005-03-08,501.623
2005-03-09,503.474
2005-03-10,501.618
2005-03-11,504.256
2005-03-14,499.586
2005-03-15,490.368
2005-03-16,488.796
2005-03-17,484.124
2005-03-18,482.793
2005-03-21,480.484
2005-03-22,477.795
2005-03-23,469.992
2005-03-24,466.926
2005-03-25,469.696
2005-03-28,467.257
2005-03-29,459.545
2005-03-30,460.127
2005-03-31,466.242
2005-04-01,471.879
2005-04-04,467.49
2005-04-05,467.119
2005-04-06,469.638
2005-04-07,471.324
2005-04-08,470.932
2005-04-11,469.164
2005-04-12,468.295
2005-04-13,471.438
2005-04-14,463.156
2005-04-15,457.741
2005-04-18,448.229
2005-04-19,454.667
2005-04-20,455.916
2005-04-21,458.05
2005-04-22,460.264
2005-04-25,460.195
2005-04-26,460.81
2005-04-27,457.452
2005-04-28,453.462
2005-04-29,454.055
2005-05-02,454.839
2005-05-03,455.815
2005-05-04,462.09
2005-05-05,465.904
2005-05-06,467.551
2005-05-09,465.336
2005-05-10,462.93
2005-05-11,460.102
2005-05-12,458.323
2005-05-13,456.93
2005-05-16,454.182
2005-05-17,453.153
2005-05-18,455.306
2005-05-19,459.476
2005-05-20,457.233
2005-05-23,455.996
2005-05-24,457.022
2005-05-25,456.154
2005-05-26,456.919
2005-05-27,461.831
2005-05-30,463.189
2005-05-31,461.768
2005-06-01,461.466
2005-06-02,465.98
2005-06-03,470.535
2005-06-06,472.279
2005-06-07,472.133
2005-06-08,474.556
2005-06-09,472.68
2005-06-10,474.935
2005-06-13,473.622
2005-06-14,473.259
2005-06-15,476.768
2005-06-16,478.186
2005-06-17,480.913
2005-06-20,479.744
2005-06-21,479.784
2005-06-22,483.662
2005-06-23,483.929
2005-06-24,484.01
2005-06-27,482.419
2005-06-28,480.772
2005-06-29,480.76
2005-06-30,481.534
2005-07-01,483.564
2005-07-04,481.558
2005-07-05,478.38
2005-07-06,479.846
2005-07-07,476.223
2005-07-08,476.474
2005-07-11,484.73
2005-07-12,490.53
2005-07-13,491.364
2005-07-14,495.863
2005-07-15,494.539
2005-07-18,495.547
2005-07-19,496.883
2005-07-20,498.377
2005-07-21,499.779
2005-07-22,502.682
2005-07-25,502.364
2005-07-26,499.75
2005-07-27,501.325
2005-07-28,505.278
2005-07-29,506.766
2005-08-01,508.317
2005-08-02,512.671
2005-08-03,516.816
2005-08-04,517.474
2005-08-05,515.971
2005-08-08,513.545
2005-08-09,516.63
2005-08-10,520.2
2005-08-11,519.099
2005-08-12,519.53
2005-08-15,517.939
2005-08-16,516.558
2005-08-17,516.857
2005-08-18,511.728
2005-08-19,509.648
2005-08-22,515.219
2005-08-23,514.233
2005-08-24,510.459
2005-08-25,510.814
2005-08-26,509.879
2005-08-29,504.695
2005-08-30,505.849
2005-08-31,508.044
2005-09-01,513.018
2005-09-02,517.876
2005-09-05,519.756
2005-09-06,519.673
2005-09-07,521.433
2005-09-08,522.106
2005-09-09,524.149
2005-09-12,525.325
2005-09-13,524.75
2005-09-14,526.665
2005-09-15,527.307
2005-09-16,528.389
2005-09-19,529.235
2005-09-20,533.514
2005-09-21,532.945
2005-09-22,530.738
2005-09-23,528.009
2005-09-26,531.427
2005-09-27,531.832
2005-09-28,534.24
2005-09-29,539.147
2005-09-30,543.482
2005-10-03,543.273
2005-10-04,545.828
2005-10-05,542.356
2005-10-06,534.472
2005-10-07,535.406
2005-10-10,538.335
2005-10-11,539.263
2005-10-12,534.601
2005-10-13,526.647
2005-10-14,525.09
2005-10-17,521.551
2005-10-18,519.579
2005-10-19,510.715
2005-10-20,509.92
2005-10-21,512.043
2005-10-24,512.483
2005-10-25,511.999
2005-10-26,511.257
2005-10-27,508.034
2005-10-28,504.832
2005-10-31,513.029
2005-11-01,518.352
2005-11-02,523.018
2005-11-03,523.979
2005-11-04,521.74
2005-11-07,521.956
2005-11-08,523.841
