Date,ITALY GROWTH Standard (Large+Mid Cap)
2020-12-31,2366.907
2021-01-29,2217.686
2021-02-26,2307.78
2021-03-31,2345.672
2021-04-30,2402.632
2021-05-31,2585.809
2021-06-30,2549.331
2021-07-30,2579.798
2021-08-31,2624.021
2021-09-30,2560.343
2021-10-29,2697.143
2021-11-30,2574.13
2021-12-31,2706.942
2022-01-31,2412.71
2022-02-28,2288.199
2022-03-31,2308.429
2022-04-29,2195.64
2022-05-31,2168.827
2022-06-30,1936.034
2022-07-29,2125.183
2022-08-31,1968.202
2022-09-30,1867.641
2022-10-31,1982.774
2022-11-30,2216.333
2022-12-30,2243.816
2023-01-31,2473.852
2023-02-28,2452.772
2023-03-31,2500.427
2023-04-28,2555.178
2023-05-31,2439.141
2023-06-30,2665.164
2023-07-31,2703.672
2023-08-31,2603.979
2023-09-29,2394.17
2023-10-31,2316.061
2023-11-30,2629.813
2023-12-29,2668.779
2024-01-31,2714.615
2024-02-29,3051.863
2024-03-29,3182.083
2024-04-30,3109.613
2024-05-31,3224.905
2024-06-28,3106.669
2024-07-31,3230.976
2024-08-30,3507.688
2024-09-30,3486.624
2024-10-31,3423.327
2024-11-29,3148.261
2024-12-31,3121.875
2025-01-31,3339.497
2025-02-28,3486.384
2025-03-31,3319.389
2025-04-30,3537.44
2025-05-30,3826.439
2025-06-30,3872.925
2025-07-31,3860.248
2025-08-29,4111.068
2025-09-30,4223.532
2025-10-31,3965.804
2025-11-28,3948.542
2025-12-31,4020.506
2026-01-30,4117.897
