Date,ITALY GROWTH Standard (Large+Mid Cap)
1993-11-30,596.36
1993-12-31,666.176
1994-01-31,727.53
1994-02-28,704.038
1994-03-31,813.36
1994-04-29,867.772
1994-05-31,801.329
1994-06-30,736.5
1994-07-29,785.785
1994-08-31,786.058
1994-09-30,791.633
1994-10-31,759.573
1994-11-30,708.919
1994-12-30,720.292
1995-01-31,751.775
1995-02-28,681.875
1995-03-31,651.388
1995-04-28,719.315
1995-05-31,723.517
1995-06-30,719.62
1995-07-31,781.474
1995-08-31,767.557
1995-09-29,763.575
1995-10-31,754.818
1995-11-30,731.624
1995-12-29,790.785
1996-01-31,819.056
1996-02-29,816.688
1996-03-29,779.514
1996-04-30,878.318
1996-05-31,859.002
1996-06-28,869.518
1996-07-31,813.928
1996-08-30,792.278
1996-09-30,869.339
1996-10-31,814.686
1996-11-29,890.305
1996-12-31,876.251
1997-01-31,958.678
1997-02-28,843.743
1997-03-31,867.203
1997-04-30,884.899
1997-05-30,863.949
1997-06-30,945.011
1997-07-31,994.386
1997-08-29,964.602
1997-09-30,1093.015
1997-10-31,1022.357
1997-11-28,1057.774
1997-12-31,1130.006
1998-01-30,1196.007
1998-02-27,1213.032
1998-03-31,1395.027
1998-04-30,1387.192
1998-05-29,1440.627
1998-06-30,1404.741
1998-07-31,1544.545
1998-08-31,1363.955
1998-09-30,1261.625
1998-10-30,1356.329
1998-11-30,1489.265
1998-12-31,1639.925
1999-01-29,1624.863
1999-02-26,1591.229
1999-03-31,1601.206
1999-04-30,1535.322
1999-05-31,1463.318
1999-06-30,1439.648
1999-07-30,1379.974
1999-08-31,1419.977
1999-09-30,1407.374
1999-10-29,1387.464
1999-11-30,1561.185
1999-12-31,2034.228
2000-01-31,2051.994
2000-02-29,2405.66
2000-03-31,2137.301
2000-04-28,1891.104
2000-05-31,1955.016
2000-06-30,2026.783
2000-07-31,1925.799
2000-08-31,1838.838
2000-09-29,1734.736
2000-10-31,1796.405
2000-11-30,1782.114
2000-12-29,1769.871
2001-01-31,1809.477
2001-02-28,1558.86
2001-03-30,1470.696
2001-04-30,1562.201
2001-05-31,1355.183
2001-06-29,1290.317
2001-07-31,1331.195
2001-08-31,1255.064
2001-09-28,1071.775
2001-10-31,1142.733
2001-11-30,1183.963
2001-12-31,1185.193
2002-01-31,1097.898
2002-02-28,1091.315
2002-03-29,1133.184
2002-04-30,1104.268
2002-05-31,1081.099
2002-06-28,1056.765
2002-07-31,991.781
2002-08-30,992.994
2002-09-30,846.164
2002-10-31,975.007
2002-11-29,1068.816
2002-12-31,1019.205
2003-01-31,1007.764
2003-02-28,1053.342
2003-03-31,956.358
2003-04-30,1103.928
2003-05-30,1211.386
2003-06-30,1197.322
2003-07-31,1196.152
2003-08-29,1136.303
2003-09-30,1183.353
2003-10-31,1247.979
2003-11-28,1348.279
2003-12-31,1401.911
2004-01-30,1433.457
2004-02-27,1416.684
2004-03-31,1324.452
2004-04-30,1340.649
2004-05-31,1360.765
2004-06-30,1415.259
2004-07-30,1360.734
2004-08-31,1335.689
2004-09-30,1400.854
2004-10-29,1496.459
2004-11-30,1601.647
2004-12-31,1751.366
2005-01-31,1720.052
2005-02-28,1761.449
2005-03-31,1746.396
2005-04-29,1674.362
2005-05-31,1647.722
2005-06-30,1649.57
2005-07-29,1706.423
2005-08-31,1680.595
2005-09-30,1722.442
2005-10-31,1608.94
2005-11-30,1629.883
2005-12-30,1708.361
2006-01-31,1790.071
2006-02-28,1852.757
2006-03-31,1899.673
2006-04-28,1976.389
2006-05-31,1937.404
2006-06-30,1940.336
2006-07-31,1939.565
2006-08-31,2065.105
2006-09-29,2057.583
2006-10-31,2124.889
2006-11-30,2230.929
2006-12-29,2291.563
2007-01-31,2298.434
2007-02-28,2281.854
2007-03-30,2324.299
2007-04-30,2527.775
2007-05-31,2468.633
2007-06-29,2394.941
2007-07-31,2343.159
2007-08-31,2340.602
2007-09-28,2427.944
2007-10-31,2554.409
2007-11-30,2482.977
2007-12-31,2444.713
2008-01-31,2201.155
2008-02-29,2198.999
2008-03-31,2261.763
2008-04-30,2299.579
2008-05-30,2223.937
2008-06-30,1982.889
2008-07-31,1899.181
2008-08-29,1829.671
2008-09-30,1657.144
2008-10-31,1179.688
2008-11-28,1092.767
2008-12-31,1195.061
2009-01-30,983.075
2009-02-27,806.23
2009-03-31,905.308
2009-04-30,1070.307
2009-05-29,1218.329
2009-06-30,1169.485
2009-07-31,1273.162
2009-08-31,1319.58
2009-09-30,1424.152
2009-10-30,1412.629
2009-11-30,1459.836
2009-12-31,1512.036
2010-01-29,1410.663
2010-02-26,1326.581
2010-03-31,1431.183
2010-04-30,1329.285
2010-05-31,1160.545
2010-06-30,1126.649
2010-07-30,1296.161
2010-08-31,1174.879
2010-09-30,1348.552
2010-10-29,1465.842
2010-11-30,1306.517
2010-12-31,1468.089
2011-01-31,1600.512
2011-02-28,1633.121
2011-03-31,1643.221
2011-04-29,1768.207
2011-05-31,1651.927
2011-06-30,1570.458
2011-07-29,1485.465
2011-08-31,1234.365
2011-09-30,1019.273
2011-10-31,1165.486
2011-11-30,1139.423
2011-12-30,1071.551
2012-01-31,1153.655
2012-02-29,1215.182
2012-03-30,1195.781
2012-04-30,1115.326
2012-05-31,916.352
2012-06-29,984.328
2012-07-31,1003.188
2012-08-31,1053.945
2012-09-28,1064.588
2012-10-31,1082.062
2012-11-30,1091.863
2012-12-31,1104.509
2013-01-31,1142.498
2013-02-28,1056.535
2013-03-29,1049.842
2013-04-30,1124.445
2013-05-31,1158.041
2013-06-28,1030.697
2013-07-31,1164.276
2013-08-30,1159.362
2013-09-30,1243.429
2013-10-31,1354.153
2013-11-29,1326.655
2013-12-31,1337.983
2014-01-31,1359.721
2014-02-28,1439.642
2014-03-31,1566.018
2014-04-30,1575.109
2014-05-30,1543.374
2014-06-30,1466.783
2014-07-31,1383.071
2014-08-29,1360.934
2014-09-30,1351.775
2014-10-31,1259.611
2014-11-28,1288.732
2014-12-31,1195.238
2015-01-30,1194.918
2015-02-27,1345.682
2015-03-31,1367.87
2015-04-30,1393.366
2015-05-29,1440.091
2015-06-30,1417.753
2015-07-31,1495.985
2015-08-31,1410.101
2015-09-30,1359.825
2015-10-30,1420.652
2015-11-30,1361.504
2015-12-31,1328.175
2016-01-29,1078.957
2016-02-29,994.916
2016-03-31,1065.494
2016-04-29,1087.65
2016-05-31,1035.526
2016-06-30,871.169
2016-07-29,943.12
2016-08-31,982.889
2016-09-30,950.36
2016-10-31,998.305
2016-11-30,991.433
2016-12-30,1067.93
2017-01-31,1085.066
2017-02-28,1092.179
2017-03-31,1150.987
2017-04-28,1197.39
2017-05-31,1249.831
2017-06-30,1247.178
2017-07-31,1349.62
2017-08-31,1414.042
2017-09-29,1488.639
2017-10-31,1512.372
2017-11-30,1470.014
2017-12-29,1478.093
2018-01-31,1643.823
2018-02-28,1528.114
2018-03-30,1496.058
2018-04-30,1544.177
2018-05-31,1504.763
2018-06-29,1455.4
2018-07-31,1462.268
2018-08-31,1386.128
2018-09-28,1402.188
2018-10-31,1227.75
2018-11-30,1200.714
2018-12-31,1122.126
2019-01-31,1287.568
2019-02-28,1283.238
2019-03-29,1301.691
2019-04-30,1355.876
2019-05-31,1267.114
2019-06-28,1423.241
2019-07-31,1395.809
2019-08-30,1363.311
2019-09-30,1342.744
2019-10-31,1424.447
2019-11-29,1470.832
2019-12-31,1468.743
2020-01-31,1463.685
2020-02-28,1348.756
2020-03-31,1202.753
2020-04-30,1278.875
2020-05-29,1344.572
2020-06-30,1398.942
2020-07-31,1469.262
2020-08-31,1530.118
2020-09-30,1521.338
2020-10-30,1462.865
2020-11-30,1715.441
2020-12-31,1848.805
2021-01-29,1732.248
2021-02-26,1802.62
2021-03-31,1832.218
2021-04-30,1876.3
2021-05-31,2017.437
2021-06-30,1988.977
2021-07-30,2012.747
2021-08-31,2047.25
2021-09-30,1997.569
2021-10-29,2104.299
2021-11-30,2007.106
2021-12-31,2110.662
2022-01-31,1881.243
2022-02-28,1784.159
2022-03-31,1799.933
2022-04-29,1709.526
2022-05-31,1684.901
2022-06-30,1504.051
2022-07-29,1650.995
2022-08-31,1529.041
2022-09-30,1450.918
2022-10-31,1540.361
2022-11-30,1721.529
2022-12-30,1742.877
2023-01-31,1921.557
2023-02-28,1905.182
2023-03-31,1942.198
2023-04-28,1983.23
2023-05-31,1889.464
2023-06-30,2064.551
2023-07-31,2094.381
2023-08-31,2017.154
2023-09-29,1854.627
2023-10-31,1794.12
2023-11-30,2036.812
2023-12-29,2066.991
2024-01-31,2102.491
2024-02-29,2363.693
2024-03-29,2464.549
2024-04-30,2400.096
2024-05-31,2486.345
2024-06-28,2395.188
2024-07-31,2491.026
2024-08-30,2704.366
2024-09-30,2688.126
2024-10-31,2639.325
2024-11-29,2420.788
2024-12-31,2400.499
2025-01-31,2567.835
2025-02-28,2680.781
2025-03-31,2552.373
2025-04-30,2716.906
2025-05-30,2935.049
