Date,ITALY GROWTH Standard (Large+Mid Cap)
2003-02-26,1026.448
2003-02-27,1044.474
2003-02-28,1053.342
2003-03-03,1066.103
2003-03-04,1042.89
2003-03-05,1025.019
2003-03-06,988.069
2003-03-07,976.072
2003-03-10,956.715
2003-03-11,960.858
2003-03-12,896.173
2003-03-13,921.935
2003-03-14,952.323
2003-03-17,967.98
2003-03-18,948.222
2003-03-19,960.388
2003-03-20,949.542
2003-03-21,973.884
2003-03-24,956.943
2003-03-25,975.595
2003-03-26,981.76
2003-03-27,967.0
2003-03-28,974.41
2003-03-31,956.358
2003-04-01,959.615
2003-04-02,977.821
2003-04-03,981.574
2003-04-04,978.05
2003-04-07,996.039
2003-04-08,1009.029
2003-04-09,1004.154
2003-04-10,1017.89
2003-04-11,1014.893
2003-04-14,1021.071
2003-04-15,1035.738
2003-04-16,1025.576
2003-04-17,1048.515
2003-04-18,1048.515
2003-04-21,1043.995
2003-04-22,1064.692
2003-04-23,1076.473
2003-04-24,1078.729
2003-04-25,1062.312
2003-04-28,1084.175
2003-04-29,1086.857
2003-04-30,1103.928
2003-05-01,1114.067
2003-05-02,1105.389
2003-05-05,1113.863
2003-05-06,1133.326
2003-05-07,1124.863
2003-05-08,1122.147
2003-05-09,1124.292
2003-05-12,1136.304
2003-05-13,1134.235
2003-05-14,1135.239
2003-05-15,1139.376
2003-05-16,1143.182
2003-05-19,1135.245
2003-05-20,1133.923
2003-05-21,1131.119
2003-05-22,1143.42
2003-05-23,1162.004
2003-05-26,1172.522
2003-05-27,1195.772
2003-05-28,1196.901
2003-05-29,1212.597
2003-05-30,1211.386
2003-06-02,1222.775
2003-06-03,1205.835
2003-06-04,1203.011
2003-06-05,1216.704
2003-06-06,1212.159
2003-06-09,1209.282
2003-06-10,1213.48
2003-06-11,1235.289
2003-06-12,1236.209
2003-06-13,1231.352
2003-06-16,1256.377
2003-06-17,1261.469
2003-06-18,1263.09
2003-06-19,1250.5
2003-06-20,1251.184
2003-06-23,1223.09
2003-06-24,1230.46
2003-06-25,1240.524
2003-06-26,1215.953
2003-06-27,1216.399
2003-06-30,1197.322
2003-07-01,1185.899
2003-07-02,1189.513
2003-07-03,1182.624
2003-07-04,1180.135
2003-07-07,1194.236
2003-07-08,1191.348
2003-07-09,1186.039
2003-07-10,1181.655
2003-07-11,1185.651
2003-07-14,1196.238
2003-07-15,1193.416
2003-07-16,1187.701
2003-07-17,1177.686
2003-07-18,1183.679
2003-07-21,1184.68
2003-07-22,1189.042
2003-07-23,1197.324
2003-07-24,1214.669
2003-07-25,1208.734
2003-07-28,1216.364
2003-07-29,1204.558
2003-07-30,1195.237
2003-07-31,1196.152
2003-08-01,1184.507
2003-08-04,1185.644
2003-08-05,1186.603
2003-08-06,1179.417
2003-08-07,1179.72
2003-08-08,1174.553
2003-08-11,1181.265
2003-08-12,1186.535
2003-08-13,1190.349
2003-08-14,1197.364
2003-08-15,1196.513
2003-08-18,1195.219
2003-08-19,1183.784
2003-08-20,1180.606
2003-08-21,1158.484
2003-08-22,1149.663
2003-08-25,1141.763
2003-08-26,1129.599
2003-08-27,1136.649
2003-08-28,1137.012
2003-08-29,1136.303
2003-09-01,1151.657
2003-09-02,1146.165
2003-09-03,1161.397
2003-09-04,1161.503
2003-09-05,1170.802
2003-09-08,1191.825
2003-09-09,1191.037
2003-09-10,1184.796
2003-09-11,1178.206
2003-09-12,1187.818
2003-09-15,1190.778
2003-09-16,1191.867
2003-09-17,1198.386
2003-09-18,1220.974
2003-09-19,1228.337
2003-09-22,1211.514
2003-09-23,1208.306
2003-09-24,1204.609
2003-09-25,1198.411
2003-09-26,1188.238
2003-09-29,1190.911
2003-09-30,1183.353
2003-10-01,1202.587
2003-10-02,1192.453
2003-10-03,1217.398
2003-10-06,1212.983
2003-10-07,1219.945
2003-10-08,1222.681
2003-10-09,1230.424
2003-10-10,1226.442
2003-10-13,1226.8
2003-10-14,1231.629
2003-10-15,1242.676
2003-10-16,1249.619
2003-10-17,1234.071
2003-10-20,1240.14
2003-10-21,1242.192
2003-10-22,1233.759
2003-10-23,1226.479
2003-10-24,1234.289
2003-10-27,1233.716
2003-10-28,1229.804
2003-10-29,1238.382
2003-10-30,1247.665
2003-10-31,1247.979
2003-11-03,1248.921
2003-11-04,1256.46
2003-11-05,1252.246
2003-11-06,1251.724
2003-11-07,1273.075
2003-11-10,1274.4
2003-11-11,1264.34
2003-11-12,1284.302
2003-11-13,1305.156
2003-11-14,1313.501
2003-11-17,1291.897
2003-11-18,1311.866
2003-11-19,1313.687
2003-11-20,1306.333
2003-11-21,1308.395
2003-11-24,1316.713
2003-11-25,1320.227
2003-11-26,1334.643
2003-11-27,1336.059
2003-11-28,1348.279
2003-12-01,1362.297
2003-12-02,1381.492
2003-12-03,1396.101
2003-12-04,1405.344
2003-12-05,1401.477
2003-12-08,1404.94
2003-12-09,1397.1
2003-12-10,1388.052
2003-12-11,1389.653
2003-12-12,1392.722
2003-12-15,1409.044
2003-12-16,1407.866
2003-12-17,1415.166
2003-12-18,1421.1
2003-12-19,1400.042
2003-12-22,1377.863
2003-12-23,1379.518
2003-12-24,1383.406
2003-12-25,1383.406
2003-12-26,1382.851
2003-12-29,1392.47
2003-12-30,1392.686
2003-12-31,1401.911
2004-01-01,1401.911
2004-01-02,1418.474
2004-01-05,1432.733
2004-01-06,1446.681
2004-01-07,1414.482
2004-01-08,1438.264
2004-01-09,1458.468
2004-01-12,1448.413
2004-01-13,1434.254
2004-01-14,1443.032
2004-01-15,1441.43
2004-01-16,1427.293
2004-01-19,1439.986
2004-01-20,1454.981
2004-01-21,1466.185
2004-01-22,1478.848
2004-01-23,1477.025
2004-01-26,1464.099
2004-01-27,1482.97
2004-01-28,1480.716
2004-01-29,1443.585
2004-01-30,1433.457
2004-02-02,1438.001
2004-02-03,1437.517
2004-02-04,1435.743
2004-02-05,1433.962
2004-02-06,1449.065
2004-02-09,1462.201
2004-02-10,1464.715
2004-02-11,1457.855
2004-02-12,1478.216
2004-02-13,1455.618
2004-02-16,1462.064
2004-02-17,1473.627
2004-02-18,1468.772
2004-02-19,1454.218
2004-02-20,1429.064
2004-02-23,1432.669
2004-02-24,1433.803
2004-02-25,1421.311
2004-02-26,1410.312
2004-02-27,1416.684
2004-03-01,1423.804
2004-03-02,1406.301
2004-03-03,1383.984
2004-03-04,1397.7
2004-03-05,1431.532
2004-03-08,1426.062
2004-03-09,1424.116
2004-03-10,1400.992
2004-03-11,1376.836
2004-03-12,1362.524
2004-03-15,1324.134
2004-03-16,1342.255
2004-03-17,1337.58
2004-03-18,1334.997
2004-03-19,1324.475
2004-03-22,1311.312
2004-03-23,1308.57
2004-03-24,1295.518
2004-03-25,1315.096
2004-03-26,1301.909
2004-03-29,1321.484
2004-03-30,1319.65
2004-03-31,1324.452
2004-04-01,1347.608
2004-04-02,1348.878
2004-04-05,1347.132
2004-04-06,1347.876
2004-04-07,1363.359
2004-04-08,1354.103
2004-04-09,1354.103
2004-04-12,1350.3
2004-04-13,1351.04
2004-04-14,1346.037
2004-04-15,1338.789
2004-04-16,1352.146
2004-04-19,1352.874
2004-04-20,1349.074
2004-04-21,1338.024
2004-04-22,1343.685
2004-04-23,1342.787
2004-04-26,1352.179
2004-04-27,1358.317
2004-04-28,1339.154
2004-04-29,1341.222
2004-04-30,1340.649
2004-05-03,1345.601
2004-05-04,1355.342
2004-05-05,1364.873
2004-05-06,1328.982
2004-05-07,1313.124
2004-05-10,1280.684
2004-05-11,1294.669
2004-05-12,1294.003
2004-05-13,1303.094
2004-05-14,1296.272
2004-05-17,1293.488
2004-05-18,1298.392
2004-05-19,1329.984
2004-05-20,1315.228
2004-05-21,1325.265
2004-05-24,1329.518
2004-05-25,1333.566
2004-05-26,1345.681
2004-05-27,1370.836
2004-05-28,1360.894
2004-05-31,1360.765
2004-06-01,1353.663
2004-06-02,1363.318
2004-06-03,1356.67
2004-06-04,1367.937
2004-06-07,1388.346
2004-06-08,1385.604
2004-06-09,1368.098
2004-06-10,1377.678
2004-06-11,1366.567
2004-06-14,1366.099
2004-06-15,1377.531
2004-06-16,1372.696
2004-06-17,1375.911
2004-06-18,1388.058
2004-06-21,1387.806
2004-06-22,1381.316
2004-06-23,1390.663
2004-06-24,1407.925
2004-06-25,1407.716
2004-06-28,1421.868
2004-06-29,1412.619
2004-06-30,1415.259
2004-07-01,1403.692
2004-07-02,1418.859
2004-07-05,1413.406
2004-07-06,1401.84
2004-07-07,1413.634
2004-07-08,1420.236
2004-07-09,1423.128
2004-07-12,1419.793
2004-07-13,1413.336
2004-07-14,1411.359
2004-07-15,1400.625
2004-07-16,1406.762
2004-07-19,1399.792
2004-07-20,1396.073
2004-07-21,1385.402
2004-07-22,1373.145
2004-07-23,1354.671
2004-07-26,1345.425
2004-07-27,1349.574
2004-07-28,1345.02
2004-07-29,1361.152
2004-07-30,1360.734
2004-08-02,1354.755
2004-08-03,1360.825
2004-08-04,1345.548
2004-08-05,1336.04
2004-08-06,1335.963
2004-08-09,1322.166
2004-08-10,1333.904
2004-08-11,1310.29
2004-08-12,1305.493
2004-08-13,1317.343
2004-08-16,1329.199
2004-08-17,1330.094
2004-08-18,1326.277
2004-08-19,1334.132
2004-08-20,1324.979
2004-08-23,1327.161
2004-08-24,1321.449
2004-08-25,1324.769
2004-08-26,1330.489
2004-08-27,1329.455
2004-08-30,1326.974
2004-08-31,1335.689
2004-09-01,1347.089
2004-09-02,1355.957
2004-09-03,1357.904
2004-09-06,1363.007
2004-09-07,1358.925
2004-09-08,1364.388
2004-09-09,1363.472
2004-09-10,1381.171
2004-09-13,1386.377
2004-09-14,1386.029
2004-09-15,1368.979
2004-09-16,1369.414
2004-09-17,1379.434
2004-09-20,1374.567
2004-09-21,1391.282
2004-09-22,1386.456
2004-09-23,1389.57
2004-09-24,1385.411
2004-09-27,1378.796
2004-09-28,1385.117
2004-09-29,1395.491
2004-09-30,1400.854
2004-10-01,1418.488
2004-10-04,1412.731
2004-10-05,1422.348
2004-10-06,1419.549
2004-10-07,1421.613
2004-10-08,1439.824
2004-10-11,1437.273
2004-10-12,1423.294
2004-10-13,1428.234
2004-10-14,1437.564
2004-10-15,1443.043
2004-10-18,1444.782
2004-10-19,1455.076
2004-10-20,1458.95
2004-10-21,1462.828
2004-10-22,1468.748
2004-10-25,1473.908
2004-10-26,1477.032
2004-10-27,1491.234
2004-10-28,1496.462
2004-10-29,1496.459
2004-11-01,1513.777
2004-11-02,1512.457
2004-11-03,1523.949
2004-11-04,1537.028
2004-11-05,1544.751
2004-11-08,1559.408
2004-11-09,1547.03
2004-11-10,1551.325
2004-11-11,1558.086
2004-11-12,1562.519
2004-11-15,1566.116
2004-11-16,1563.855
2004-11-17,1587.236
2004-11-18,1583.295
2004-11-19,1587.126
2004-11-22,1574.589
2004-11-23,1578.117
2004-11-24,1589.732
2004-11-25,1603.482
2004-11-26,1603.804
2004-11-29,1603.782
2004-11-30,1601.647
2004-12-01,1623.895
2004-12-02,1630.142
2004-12-03,1643.931
2004-12-06,1659.476
2004-12-07,1675.738
2004-12-08,1665.169
2004-12-09,1653.25
2004-12-10,1658.765
2004-12-13,1674.788
2004-12-14,1679.332
2004-12-15,1692.31
2004-12-16,1681.002
2004-12-17,1675.769
2004-12-20,1706.689
2004-12-21,1705.272
2004-12-22,1719.502
2004-12-23,1735.584
2004-12-24,1740.083
2004-12-27,1749.265
2004-12-28,1749.498
2004-12-29,1748.751
2004-12-30,1756.197
2004-12-31,1751.366
2005-01-03,1741.018
2005-01-04,1724.555
2005-01-05,1722.568
2005-01-06,1714.002
2005-01-07,1702.053
2005-01-10,1707.528
2005-01-11,1695.157
2005-01-12,1712.948
2005-01-13,1708.391
2005-01-14,1708.279
2005-01-17,1712.028
2005-01-18,1701.792
2005-01-19,1714.956
2005-01-20,1697.728
2005-01-21,1704.585
2005-01-24,1701.429
2005-01-25,1700.494
2005-01-26,1712.522
2005-01-27,1706.001
2005-01-28,1701.054
2005-01-31,1720.052
2005-02-01,1723.322
2005-02-02,1739.555
2005-02-03,1729.444
2005-02-04,1744.119
2005-02-07,1733.028
2005-02-08,1738.666
2005-02-09,1740.774
2005-02-10,1752.542
2005-02-11,1759.788
2005-02-14,1769.343
2005-02-15,1767.32
2005-02-16,1759.102
2005-02-17,1765.825
2005-02-18,1751.918
2005-02-21,1728.665
2005-02-22,1742.762
2005-02-23,1736.539
2005-02-24,1730.289
2005-02-25,1745.13
2005-02-28,1761.449
2005-03-01,1757.44
2005-03-02,1738.019
2005-03-03,1734.129
2005-03-04,1766.223
2005-03-07,1762.328
2005-03-08,1765.869
2005-03-09,1763.64
2005-03-10,1762.095
2005-03-11,1769.903
2005-03-14,1761.161
2005-03-15,1764.615
2005-03-16,1758.183
2005-03-17,1755.341
2005-03-18,1758.926
2005-03-21,1748.173
2005-03-22,1753.231
2005-03-23,1725.928
2005-03-24,1736.631
2005-03-25,1736.631
2005-03-28,1724.443
2005-03-29,1729.48
2005-03-30,1738.987
2005-03-31,1746.396
2005-04-01,1747.896
2005-04-04,1718.086
2005-04-05,1722.086
2005-04-06,1727.396
2005-04-07,1746.471
2005-04-08,1743.14
2005-04-11,1765.488
2005-04-12,1743.571
2005-04-13,1749.699
2005-04-14,1736.271
2005-04-15,1713.363
2005-04-18,1692.153
2005-04-19,1700.563
2005-04-20,1703.339
2005-04-21,1715.147
2005-04-22,1719.404
2005-04-25,1707.143
2005-04-26,1701.054
2005-04-27,1680.063
2005-04-28,1671.734
2005-04-29,1674.362
2005-05-02,1679.991
2005-05-03,1687.331
2005-05-04,1698.66
2005-05-05,1701.454
2005-05-06,1682.83
2005-05-09,1677.1
2005-05-10,1666.991
2005-05-11,1663.557
2005-05-12,1656.99
2005-05-13,1651.442
2005-05-16,1649.593
2005-05-17,1637.137
2005-05-18,1654.846
2005-05-19,1651.803
2005-05-20,1642.196
2005-05-23,1665.464
2005-05-24,1656.913
2005-05-25,1663.265
2005-05-26,1669.68
2005-05-27,1671.63
2005-05-30,1671.425
2005-05-31,1647.722
2005-06-01,1653.063
2005-06-02,1660.004
2005-06-03,1651.476
2005-06-06,1643.893
2005-06-07,1653.717
2005-06-08,1661.277
2005-06-09,1651.57
2005-06-10,1648.872
2005-06-13,1643.932
2005-06-14,1645.37
2005-06-15,1652.313
2005-06-16,1656.211
2005-06-17,1675.233
2005-06-20,1652.31
2005-06-21,1660.768
2005-06-22,1657.971
2005-06-23,1641.153
2005-06-24,1629.033
2005-06-27,1622.347
