Date,NORWAY SMALL VALUE Small Cap
2004-01-30,333.038
2004-02-27,357.421
2004-03-31,340.566
2004-04-30,332.909
2004-05-31,350.538
2004-06-30,375.34
2004-07-30,371.186
2004-08-31,380.488
2004-09-30,427.426
2004-10-29,436.826
2004-11-30,527.088
2004-12-31,552.663
2005-01-31,543.563
2005-02-28,594.898
2005-03-31,570.86
2005-04-29,532.01
2005-05-31,546.715
2005-06-30,576.516
2005-07-29,633.531
2005-08-31,664.466
2005-09-30,667.14
2005-10-31,619.76
2005-11-30,622.705
2005-12-30,659.192
2006-01-31,700.041
2006-02-28,712.687
2006-03-31,766.955
2006-04-28,803.462
2006-05-31,771.275
2006-06-30,755.203
2006-07-31,758.558
2006-08-31,773.705
2006-09-29,749.569
2006-10-31,794.197
2006-11-30,839.237
2006-12-29,858.924
2007-01-31,898.544
2007-02-28,911.747
2007-03-30,957.149
2007-04-30,988.364
2007-05-31,1000.0
2007-06-29,1004.678
2007-07-31,982.61
2007-08-31,960.306
2007-09-28,994.499
2007-10-31,1030.959
2007-11-30,942.507
2007-12-31,963.592
2008-01-31,810.568
2008-02-29,870.596
2008-03-31,865.983
2008-04-30,912.897
2008-05-30,942.456
2008-06-30,905.542
2008-07-31,853.642
2008-08-29,818.644
2008-09-30,557.698
2008-10-31,357.157
2008-11-28,328.727
2008-12-31,321.549
2009-01-30,344.852
2009-02-27,330.887
2009-03-31,358.806
2009-04-30,443.041
2009-05-29,503.925
2009-06-30,523.152
2009-07-31,569.983
2009-08-31,597.202
2009-09-30,666.314
2009-10-30,697.094
2009-11-30,738.101
2009-12-31,759.371
2010-01-29,784.37
2010-02-26,747.903
2010-03-31,818.116
2010-04-30,839.553
2010-05-31,656.604
2010-06-30,602.023
2010-07-30,680.312
2010-08-31,636.166
2010-09-30,760.695
2010-10-29,835.71
2010-11-30,782.51
2010-12-31,934.09
2011-01-31,943.928
2011-02-28,985.585
2011-03-31,988.909
2011-04-29,1035.018
2011-05-31,928.881
2011-06-30,858.227
2011-07-29,824.286
2011-08-31,733.336
2011-09-30,584.045
2011-10-31,681.177
2011-11-30,634.024
2011-12-30,617.037
2012-01-31,676.682
2012-02-29,723.439
2012-03-30,698.999
2012-04-30,695.527
2012-05-31,582.138
2012-06-29,631.641
2012-07-31,652.21
2012-08-31,686.131
2012-09-28,721.628
2012-10-31,728.988
2012-11-30,722.291
2012-12-31,757.288
2013-01-31,797.27
2013-02-28,763.109
2013-03-29,733.755
2013-04-30,725.205
2013-05-31,758.448
2013-06-28,694.213
2013-07-31,784.359
2013-08-30,745.924
2013-09-30,742.967
2013-10-31,768.212
2013-11-29,741.689
2013-12-31,754.902
2014-01-31,705.724
2014-02-28,780.252
2014-03-31,786.616
2014-04-30,794.602
2014-05-30,798.442
2014-06-30,802.024
2014-07-31,757.773
2014-08-29,750.465
2014-09-30,703.48
2014-10-31,646.611
2014-11-28,592.893
2014-12-31,563.347
2015-01-30,525.142
2015-02-27,562.325
2015-03-31,522.95
2015-04-30,585.984
2015-05-29,572.642
2015-06-30,555.751
2015-07-31,534.814
2015-08-31,495.358
2015-09-30,493.227
2015-10-30,514.855
2015-11-30,522.435
2015-12-31,478.758
2016-01-29,439.086
2016-02-29,448.632
2016-03-31,495.701
2016-04-29,539.764
2016-05-31,533.484
2016-06-30,521.299
2016-07-29,534.812
2016-08-31,534.915
2016-09-30,569.915
2016-10-31,587.849
2016-11-30,597.449
2016-12-30,637.839
2017-01-31,661.75
2017-02-28,666.18
2017-03-31,648.894
2017-04-28,664.215
2017-05-31,644.394
2017-06-30,641.965
2017-07-31,712.036
2017-08-31,736.205
2017-09-29,755.018
2017-10-31,738.105
2017-11-30,702.625
2017-12-29,729.744
2018-01-31,785.526
2018-02-28,783.034
2018-03-30,764.443
2018-04-30,858.896
2018-05-31,883.117
2018-06-29,891.775
2018-07-31,921.465
2018-08-31,904.849
2018-09-28,953.673
2018-10-31,879.675
2018-11-30,803.776
2018-12-31,727.279
2019-01-31,799.174
2019-02-28,815.23
2019-03-29,813.161
2019-04-30,831.962
2019-05-31,764.394
2019-06-28,800.868
2019-07-31,748.154
2019-08-30,706.989
2019-09-30,735.312
2019-10-31,742.821
2019-11-29,770.216
2019-12-31,844.642
2020-01-31,770.369
2020-02-28,666.326
2020-03-31,418.907
2020-04-30,496.11
2020-05-29,537.619
2020-06-30,549.857
2020-07-31,589.15
2020-08-31,625.183
2020-09-30,578.469
2020-10-30,533.366
2020-11-30,709.101
2020-12-31,771.055
2021-01-29,767.014
2021-02-26,819.617
2021-03-31,877.997
2021-04-30,918.536
2021-05-31,941.624
2021-06-30,905.864
2021-07-30,893.082
2021-08-31,899.011
2021-09-30,912.849
2021-10-29,991.24
2021-11-30,891.236
2021-12-31,960.062
2022-01-31,960.773
2022-02-28,983.056
2022-03-31,1047.295
2022-04-29,976.926
2022-05-31,997.115
2022-06-30,823.98
2022-07-29,907.986
2022-08-31,867.162
2022-09-30,702.307
2022-10-31,792.262
2022-11-30,882.517
2022-12-30,895.103
2023-01-31,928.5
2023-02-28,939.2
2023-03-31,861.263
2023-04-28,875.479
2023-05-31,818.189
2023-06-30,843.422
2023-07-31,924.696
2023-08-31,887.381
2023-09-29,899.668
2023-10-31,878.987
2023-11-30,909.418
2023-12-29,990.016
2024-01-31,991.248
2024-02-29,1000.241
2024-03-29,1008.425
2024-04-30,1069.767
2024-05-31,1219.526
2024-06-28,1177.079
2024-07-31,1169.956
2024-08-30,1174.779
2024-09-30,1178.834
2024-10-31,1117.75
2024-11-29,1092.855
2024-12-31,1060.955
2025-01-31,1138.974
2025-02-28,1086.467
2025-03-31,1155.389
2025-04-30,1145.858
2025-05-30,1233.948
2025-06-30,1294.047
2025-07-31,1337.07
2025-08-29,1399.137
2025-09-30,1402.894
2025-10-31,1391.424
2025-11-28,1387.165
2025-12-31,1475.042
2026-01-30,1600.106
