Date,NORWAY SMALL VALUE Small Cap
2003-01-17,204.66
2003-01-20,205.773
2003-01-21,202.526
2003-01-22,198.916
2003-01-23,197.695
2003-01-24,200.953
2003-01-27,195.692
2003-01-28,192.159
2003-01-29,189.829
2003-01-30,190.594
2003-01-31,189.734
2003-02-03,188.698
2003-02-04,189.069
2003-02-05,188.709
2003-02-06,186.385
2003-02-07,185.935
2003-02-10,183.43
2003-02-11,183.558
2003-02-12,183.759
2003-02-13,180.445
2003-02-14,180.661
2003-02-17,180.255
2003-02-18,179.183
2003-02-19,178.452
2003-02-20,175.876
2003-02-21,176.28
2003-02-24,172.969
2003-02-25,168.627
2003-02-26,168.643
2003-02-27,166.182
2003-02-28,171.013
2003-03-03,174.723
2003-03-04,173.506
2003-03-05,173.856
2003-03-06,171.944
2003-03-07,168.61
2003-03-10,168.937
2003-03-11,169.657
2003-03-12,172.125
2003-03-13,174.19
2003-03-14,177.09
2003-03-17,174.631
2003-03-18,174.138
2003-03-19,176.29
2003-03-20,175.568
2003-03-21,175.281
2003-03-24,174.84
2003-03-25,177.23
2003-03-26,176.489
2003-03-27,175.673
2003-03-28,175.915
2003-03-31,176.494
2003-04-01,176.448
2003-04-02,178.017
2003-04-03,179.692
2003-04-04,181.319
2003-04-07,188.924
2003-04-08,187.66
2003-04-09,189.142
2003-04-10,189.924
2003-04-11,186.862
2003-04-14,187.186
2003-04-15,189.09
2003-04-16,193.426
2003-04-17,193.811
2003-04-18,193.811
2003-04-21,193.776
2003-04-22,190.875
2003-04-23,195.878
2003-04-24,197.941
2003-04-25,196.996
2003-04-28,200.509
2003-04-29,206.623
2003-04-30,208.681
2003-05-01,209.994
2003-05-02,206.944
2003-05-05,209.756
2003-05-06,214.635
2003-05-07,218.563
2003-05-08,216.425
2003-05-09,221.232
2003-05-12,222.756
2003-05-13,221.603
2003-05-14,225.317
2003-05-15,225.4
2003-05-16,228.343
2003-05-19,226.79
2003-05-20,224.455
2003-05-21,224.76
2003-05-22,227.521
2003-05-23,230.156
2003-05-26,229.186
2003-05-27,227.157
2003-05-28,227.846
2003-05-29,229.468
2003-05-30,231.608
2003-06-02,234.531
2003-06-03,231.803
2003-06-04,233.225
2003-06-05,232.758
2003-06-06,234.849
2003-06-09,235.287
2003-06-10,230.422
2003-06-11,233.169
2003-06-12,230.971
2003-06-13,229.533
2003-06-16,231.947
2003-06-17,237.865
2003-06-18,237.096
2003-06-19,237.257
2003-06-20,235.578
2003-06-23,232.68
2003-06-24,230.958
2003-06-25,230.904
2003-06-26,228.936
2003-06-27,230.249
2003-06-30,229.737
2003-07-01,231.186
2003-07-02,235.256
2003-07-03,236.258
2003-07-04,236.708
2003-07-07,239.685
2003-07-08,237.074
2003-07-09,235.377
2003-07-10,232.555
2003-07-11,235.201
2003-07-14,237.639
2003-07-15,238.076
2003-07-16,239.58
2003-07-17,235.474
2003-07-18,237.917
2003-07-21,240.62
2003-07-22,238.452
2003-07-23,242.394
2003-07-24,245.729
2003-07-25,248.552
2003-07-28,247.271
2003-07-29,247.424
2003-07-30,243.805
2003-07-31,245.388
2003-08-01,246.231
2003-08-04,249.493
2003-08-05,249.117
2003-08-06,246.103
2003-08-07,243.272
2003-08-08,243.867
2003-08-11,243.179
2003-08-12,242.885
2003-08-13,242.649
2003-08-14,242.347
2003-08-15,242.521
2003-08-18,242.101
2003-08-19,241.965
2003-08-20,241.652
2003-08-21,243.894
2003-08-22,243.705
2003-08-25,241.685
2003-08-26,237.875
2003-08-27,237.23
2003-08-28,240.191
2003-08-29,245.327
2003-09-01,247.389
2003-09-02,245.346
2003-09-03,249.809
2003-09-04,252.928
2003-09-05,255.211
2003-09-08,257.733
2003-09-09,257.915
2003-09-10,255.142
2003-09-11,254.895
2003-09-12,256.423
2003-09-15,258.706
2003-09-16,256.713
2003-09-17,259.21
2003-09-18,255.691
2003-09-19,256.965
2003-09-22,252.656
2003-09-23,256.35
2003-09-24,257.617
2003-09-25,251.708
2003-09-26,247.205
2003-09-29,250.667
2003-09-30,245.881
2003-10-01,247.558
2003-10-02,249.451
2003-10-03,252.544
2003-10-06,254.206
2003-10-07,253.878
2003-10-08,255.81
2003-10-09,255.882
2003-10-10,259.719
2003-10-13,259.882
2003-10-14,260.356
2003-10-15,261.423
2003-10-16,261.796
2003-10-17,261.234
2003-10-20,257.694
2003-10-21,260.345
2003-10-22,262.275
2003-10-23,261.212
2003-10-24,264.509
2003-10-27,266.731
2003-10-28,268.067
2003-10-29,269.194
2003-10-30,275.001
2003-10-31,276.785
2003-11-03,273.603
2003-11-04,274.171
2003-11-05,273.008
2003-11-06,275.006
2003-11-07,279.172
2003-11-10,277.156
2003-11-11,274.509
2003-11-12,280.504
2003-11-13,281.686
2003-11-14,285.42
2003-11-17,281.788
2003-11-18,282.776
2003-11-19,282.042
2003-11-20,282.754
2003-11-21,284.771
2003-11-24,284.217
2003-11-25,285.156
2003-11-26,288.623
2003-11-27,289.746
2003-11-28,290.168
2003-12-01,291.027
2003-12-02,293.8
2003-12-03,294.587
2003-12-04,295.76
2003-12-05,300.691
2003-12-08,300.856
2003-12-09,303.436
2003-12-10,303.174
2003-12-11,300.683
2003-12-12,303.375
2003-12-15,308.394
2003-12-16,307.273
2003-12-17,307.355
2003-12-18,310.233
2003-12-19,311.349
2003-12-22,310.656
2003-12-23,311.744
2003-12-24,310.904
2003-12-25,310.904
2003-12-26,310.465
2003-12-29,316.134
2003-12-30,315.705
2003-12-31,318.811
2004-01-01,318.811
2004-01-02,323.894
2004-01-05,324.138
2004-01-06,322.538
2004-01-07,324.323
2004-01-08,326.384
2004-01-09,332.353
2004-01-12,338.422
2004-01-13,341.054
2004-01-14,343.662
2004-01-15,337.394
2004-01-16,334.601
2004-01-19,339.633
2004-01-20,344.567
2004-01-21,346.478
2004-01-22,348.979
2004-01-23,346.249
2004-01-26,343.752
2004-01-27,347.622
2004-01-28,340.772
2004-01-29,329.336
2004-01-30,333.038
2004-02-02,333.552
2004-02-03,332.303
2004-02-04,332.223
2004-02-05,333.176
2004-02-06,336.457
2004-02-09,344.971
2004-02-10,338.98
2004-02-11,341.181
2004-02-12,347.679
2004-02-13,344.581
2004-02-16,344.683
2004-02-17,350.722
2004-02-18,355.1
2004-02-19,354.258
2004-02-20,354.694
2004-02-23,359.614
2004-02-24,354.416
2004-02-25,350.528
2004-02-26,352.461
2004-02-27,357.421
2004-03-01,360.794
2004-03-02,361.769
2004-03-03,356.374
2004-03-04,357.04
2004-03-05,365.689
2004-03-08,370.19
2004-03-09,372.182
2004-03-10,364.12
2004-03-11,356.061
2004-03-12,359.747
2004-03-15,351.171
2004-03-16,353.497
2004-03-17,352.585
2004-03-18,351.828
2004-03-19,348.819
2004-03-22,334.547
2004-03-23,338.399
2004-03-24,335.567
2004-03-25,336.046
2004-03-26,334.194
2004-03-29,337.821
2004-03-30,336.1
2004-03-31,340.566
2004-04-01,345.273
2004-04-02,343.612
2004-04-05,345.666
2004-04-06,344.361
2004-04-07,350.105
2004-04-08,348.635
2004-04-09,348.635
2004-04-12,345.655
2004-04-13,349.184
2004-04-14,343.136
2004-04-15,345.324
2004-04-16,344.888
2004-04-19,344.301
2004-04-20,348.165
2004-04-21,344.722
2004-04-22,343.859
2004-04-23,344.871
2004-04-26,344.216
2004-04-27,346.282
2004-04-28,340.725
2004-04-29,338.132
2004-04-30,332.909
2004-05-03,330.597
2004-05-04,334.389
2004-05-05,338.135
2004-05-06,335.833
2004-05-07,327.144
2004-05-10,314.784
2004-05-11,316.0
2004-05-12,318.322
2004-05-13,322.132
2004-05-14,323.456
2004-05-17,324.814
2004-05-18,323.413
2004-05-19,329.67
2004-05-20,327.553
2004-05-21,331.09
2004-05-24,333.801
2004-05-25,337.613
2004-05-26,339.744
2004-05-27,346.533
2004-05-28,350.538
2004-05-31,350.538
2004-06-01,353.427
2004-06-02,356.262
2004-06-03,355.699
2004-06-04,356.014
2004-06-07,359.809
2004-06-08,360.316
2004-06-09,357.758
2004-06-10,351.276
2004-06-11,349.298
2004-06-14,349.333
2004-06-15,349.744
2004-06-16,353.47
2004-06-17,355.635
2004-06-18,364.084
2004-06-21,361.809
2004-06-22,361.688
2004-06-23,363.056
2004-06-24,368.332
2004-06-25,372.828
2004-06-28,377.438
2004-06-29,373.858
2004-06-30,375.34
2004-07-01,375.355
2004-07-02,374.285
2004-07-05,373.643
2004-07-06,374.638
2004-07-07,377.12
2004-07-08,378.478
2004-07-09,377.248
2004-07-12,377.867
2004-07-13,372.41
2004-07-14,371.666
2004-07-15,371.992
2004-07-16,376.358
2004-07-19,370.429
2004-07-20,367.667
2004-07-21,367.306
2004-07-22,365.387
2004-07-23,363.818
2004-07-26,363.841
2004-07-27,363.33
2004-07-28,366.188
2004-07-29,369.651
2004-07-30,371.186
2004-08-02,372.225
2004-08-03,369.517
2004-08-04,370.538
2004-08-05,367.537
2004-08-06,367.203
2004-08-09,366.636
2004-08-10,370.882
2004-08-11,365.388
2004-08-12,366.6
2004-08-13,374.15
2004-08-16,377.282
2004-08-17,378.78
2004-08-18,375.585
2004-08-19,383.737
2004-08-20,384.46
2004-08-23,382.962
2004-08-24,380.683
2004-08-25,379.252
2004-08-26,380.191
2004-08-27,380.601
2004-08-30,380.543
2004-08-31,380.488
2004-09-01,385.827
2004-09-02,389.221
2004-09-03,388.193
2004-09-06,392.224
2004-09-07,392.365
2004-09-08,393.482
2004-09-09,395.59
2004-09-10,399.71
2004-09-13,396.222
2004-09-14,395.869
2004-09-15,392.135
2004-09-16,395.286
2004-09-17,396.623
2004-09-20,397.773
2004-09-21,403.367
2004-09-22,409.531
2004-09-23,414.349
2004-09-24,417.219
2004-09-27,419.755
2004-09-28,420.952
2004-09-29,422.767
2004-09-30,427.426
2004-10-01,433.025
2004-10-04,436.403
2004-10-05,439.649
2004-10-06,439.849
2004-10-07,443.635
2004-10-08,445.058
2004-10-11,446.021
2004-10-12,438.21
2004-10-13,436.007
2004-10-14,433.38
2004-10-15,434.83
2004-10-18,437.665
2004-10-19,438.389
2004-10-20,435.089
2004-10-21,443.029
2004-10-22,447.568
2004-10-25,443.459
2004-10-26,440.37
2004-10-27,441.809
2004-10-28,436.032
2004-10-29,436.826
2004-11-01,443.898
2004-11-02,441.742
2004-11-03,453.338
2004-11-04,456.757
2004-11-05,462.418
2004-11-08,465.243
2004-11-09,466.172
2004-11-10,465.851
2004-11-11,472.358
2004-11-12,477.123
2004-11-15,484.868
2004-11-16,482.208
2004-11-17,488.222
2004-11-18,490.372
2004-11-19,494.441
2004-11-22,494.968
2004-11-23,504.16
2004-11-24,509.036
2004-11-25,518.231
2004-11-26,518.903
2004-11-29,529.759
2004-11-30,527.088
2004-12-01,529.752
2004-12-02,524.658
2004-12-03,525.649
2004-12-06,531.568
2004-12-07,537.872
2004-12-08,520.521
2004-12-09,515.418
2004-12-10,516.133
2004-12-13,521.496
2004-12-14,522.58
2004-12-15,534.461
2004-12-16,531.282
2004-12-17,527.521
2004-12-20,536.501
2004-12-21,533.54
2004-12-22,534.252
2004-12-23,542.813
2004-12-24,543.89
2004-12-27,548.91
2004-12-28,545.779
2004-12-29,548.679
2004-12-30,552.694
2004-12-31,552.663
2005-01-03,551.677
2005-01-04,540.774
2005-01-05,533.654
2005-01-06,528.402
2005-01-07,526.36
2005-01-10,534.327
2005-01-11,538.613
2005-01-12,544.387
2005-01-13,542.323
2005-01-14,540.496
2005-01-17,545.693
2005-01-18,547.007
2005-01-19,549.093
2005-01-20,539.813
2005-01-21,546.576
2005-01-24,548.196
2005-01-25,549.78
2005-01-26,547.851
2005-01-27,547.046
2005-01-28,546.85
2005-01-31,543.563
2005-02-01,547.574
2005-02-02,552.54
2005-02-03,554.386
2005-02-04,553.088
2005-02-07,549.808
2005-02-08,543.632
2005-02-09,543.211
2005-02-10,542.071
2005-02-11,545.914
2005-02-14,554.313
2005-02-15,556.304
2005-02-16,561.739
2005-02-17,564.393
2005-02-18,568.612
2005-02-21,572.299
2005-02-22,575.965
2005-02-23,581.77
2005-02-24,586.458
2005-02-25,586.67
2005-02-28,594.898
2005-03-01,590.04
2005-03-02,580.862
2005-03-03,589.121
2005-03-04,602.834
2005-03-07,608.258
2005-03-08,612.629
2005-03-09,609.542
2005-03-10,607.615
2005-03-11,611.156
2005-03-14,605.065
2005-03-15,605.093
2005-03-16,603.527
2005-03-17,606.388
2005-03-18,601.507
2005-03-21,594.299
2005-03-22,586.094
2005-03-23,576.717
2005-03-24,572.942
2005-03-25,572.942
2005-03-28,568.475
2005-03-29,566.872
2005-03-30,568.496
2005-03-31,570.86
2005-04-01,581.189
2005-04-04,575.742
2005-04-05,578.652
2005-04-06,581.219
2005-04-07,588.48
2005-04-08,588.4
2005-04-11,587.058
2005-04-12,584.465
2005-04-13,587.194
2005-04-14,576.374
2005-04-15,569.031
2005-04-18,557.765
2005-04-19,560.796
2005-04-20,564.976
2005-04-21,558.046
2005-04-22,562.105
2005-04-25,557.902
2005-04-26,555.408
2005-04-27,543.951
2005-04-28,529.328
2005-04-29,532.01
2005-05-02,528.23
2005-05-03,533.044
2005-05-04,523.216
2005-05-05,522.665
2005-05-06,532.698
2005-05-09,538.512
2005-05-10,541.379
2005-05-11,538.831
2005-05-12,530.537
2005-05-13,526.819
2005-05-16,525.439
2005-05-17,525.652
2005-05-18,530.619
2005-05-19,529.854
2005-05-20,528.256
2005-05-23,529.283
2005-05-24,530.684
2005-05-25,536.46
2005-05-26,546.031
2005-05-27,551.674
2005-05-30,549.196
2005-05-31,546.715
2005-06-01,547.262
2005-06-02,545.326
2005-06-03,547.178
2005-06-06,550.526
2005-06-07,556.725
2005-06-08,558.417
2005-06-09,554.585
2005-06-10,557.607
2005-06-13,557.922
2005-06-14,558.233
2005-06-15,559.483
2005-06-16,558.87
2005-06-17,563.174
2005-06-20,566.719
2005-06-21,566.234
2005-06-22,568.15
2005-06-23,570.103
2005-06-24,577.957
2005-06-27,572.849
2005-06-28,572.711
2005-06-29,578.405
2005-06-30,576.516
2005-07-01,582.012
2005-07-04,580.772
2005-07-05,583.618
2005-07-06,587.521
2005-07-07,579.381
2005-07-08,591.861
2005-07-11,600.253
2005-07-12,602.074
2005-07-13,598.122
2005-07-14,593.551
2005-07-15,587.548
2005-07-18,589.869
2005-07-19,585.697
2005-07-20,590.997
2005-07-21,598.032
2005-07-22,602.637
2005-07-25,610.428
2005-07-26,608.308
2005-07-27,613.238
2005-07-28,623.156
2005-07-29,633.531
2005-08-01,639.996
2005-08-02,637.206
2005-08-03,642.602
2005-08-04,639.505
2005-08-05,635.92
2005-08-08,639.596
2005-08-09,642.051
2005-08-10,652.601
2005-08-11,656.982
2005-08-12,655.415
2005-08-15,645.335
2005-08-16,639.344
2005-08-17,638.638
2005-08-18,630.315
2005-08-19,631.873
2005-08-22,642.423
2005-08-23,638.805
2005-08-24,638.726
2005-08-25,641.381
2005-08-26,646.128
2005-08-29,645.636
2005-08-30,646.661
2005-08-31,664.466
2005-09-01,688.3
2005-09-02,689.236
2005-09-05,682.861
2005-09-06,685.487
2005-09-07,684.244
2005-09-08,676.745
2005-09-09,679.652
2005-09-12,670.957
2005-09-13,667.678
2005-09-14,668.166
2005-09-15,670.302
2005-09-16,675.663
2005-09-19,676.288
2005-09-20,681.426
2005-09-21,680.751
2005-09-22,677.375
2005-09-23,673.223
2005-09-26,666.836
2005-09-27,663.512
2005-09-28,659.021
2005-09-29,660.502
2005-09-30,667.14
2005-10-03,662.737
2005-10-04,659.347
2005-10-05,658.099
2005-10-06,640.352
2005-10-07,637.023
2005-10-10,637.901
2005-10-11,637.494
2005-10-12,637.618
2005-10-13,607.327
2005-10-14,608.382
2005-10-17,609.305
2005-10-18,591.52
2005-10-19,573.422
2005-10-20,588.811
2005-10-21,583.04
2005-10-24,602.605
2005-10-25,610.725
2005-10-26,619.398
2005-10-27,615.346
2005-10-28,611.736
2005-10-31,619.76
2005-11-01,616.595
2005-11-02,619.376
2005-11-03,632.046
2005-11-04,622.092
2005-11-07,622.441
2005-11-08,616.375
2005-11-09,618.908
