Date,SINGAPORE LARGE CAP Large Cap
2002-02-12,403.064
2002-02-13,403.196
2002-02-14,410.923
2002-02-15,407.964
2002-02-18,404.904
2002-02-19,401.489
2002-02-20,397.445
2002-02-21,397.64
2002-02-22,385.347
2002-02-25,381.248
2002-02-26,384.638
2002-02-27,388.205
2002-02-28,392.463
2002-03-01,392.396
2002-03-04,414.609
2002-03-05,417.034
2002-03-06,411.896
2002-03-07,414.112
2002-03-08,415.484
2002-03-11,416.996
2002-03-12,411.791
2002-03-13,409.914
2002-03-14,410.396
2002-03-15,410.379
2002-03-18,408.481
2002-03-19,415.123
2002-03-20,414.038
2002-03-21,412.558
2002-03-22,413.446
2002-03-25,411.994
2002-03-26,408.712
2002-03-27,411.51
2002-03-28,413.793
2002-03-29,413.793
2002-04-01,409.194
2002-04-02,410.681
2002-04-03,406.203
2002-04-04,406.24
2002-04-05,407.566
2002-04-08,405.769
2002-04-09,402.532
2002-04-10,394.965
2002-04-11,399.196
2002-04-12,402.828
2002-04-15,404.884
2002-04-16,408.321
2002-04-17,409.557
2002-04-18,405.171
2002-04-19,402.014
2002-04-22,401.14
2002-04-23,403.418
2002-04-24,401.135
2002-04-25,400.871
2002-04-26,402.767
2002-04-29,398.479
2002-04-30,400.702
2002-05-01,401.133
2002-05-02,402.481
2002-05-03,405.704
2002-05-06,400.854
2002-05-07,399.945
2002-05-08,402.863
2002-05-09,401.572
2002-05-10,404.567
2002-05-13,403.949
2002-05-14,404.741
2002-05-15,406.744
2002-05-16,405.218
2002-05-17,408.104
2002-05-20,406.468
2002-05-21,409.895
2002-05-22,413.335
2002-05-23,405.512
2002-05-24,409.086
2002-05-27,409.382
2002-05-28,406.906
2002-05-29,400.343
2002-05-30,401.528
2002-05-31,401.326
2002-06-03,400.967
2002-06-04,392.927
2002-06-05,390.895
2002-06-06,390.112
2002-06-07,392.975
2002-06-10,397.827
2002-06-11,394.649
2002-06-12,392.597
2002-06-13,391.896
2002-06-14,381.3
2002-06-17,378.846
2002-06-18,378.198
2002-06-19,370.571
2002-06-20,375.602
2002-06-21,368.626
2002-06-24,366.003
2002-06-25,368.786
2002-06-26,363.597
2002-06-27,362.553
2002-06-28,367.849
2002-07-01,365.498
2002-07-02,366.282
2002-07-03,376.039
2002-07-04,380.607
2002-07-05,391.613
2002-07-08,389.676
2002-07-09,396.233
2002-07-10,394.607
2002-07-11,390.29
2002-07-12,392.735
2002-07-15,395.096
2002-07-16,388.238
2002-07-17,386.445
2002-07-18,384.951
2002-07-19,382.815
2002-07-22,377.026
2002-07-23,382.236
2002-07-24,373.761
2002-07-25,371.551
2002-07-26,362.535
2002-07-29,363.881
2002-07-30,367.281
2002-07-31,364.866
2002-08-01,367.721
2002-08-02,367.824
2002-08-05,360.336
2002-08-06,350.042
2002-08-07,358.736
2002-08-08,357.37
2002-08-09,357.988
2002-08-12,362.861
2002-08-13,376.634
2002-08-14,378.59
2002-08-15,380.082
2002-08-16,377.485
2002-08-19,382.232
2002-08-20,381.26
2002-08-21,381.94
2002-08-22,383.121
2002-08-23,378.467
2002-08-26,373.453
2002-08-27,373.463
2002-08-28,372.96
2002-08-29,365.638
2002-08-30,367.562
2002-09-02,361.31
2002-09-03,361.826
2002-09-04,361.847
2002-09-05,359.475
2002-09-06,357.919
2002-09-09,352.479
2002-09-10,358.068
2002-09-11,358.286
2002-09-12,353.605
2002-09-13,351.9
2002-09-16,354.712
2002-09-17,359.279
2002-09-18,352.075
2002-09-19,357.014
2002-09-20,351.451
2002-09-23,350.133
2002-09-24,338.302
2002-09-25,325.3
2002-09-26,330.639
2002-09-27,335.805
2002-09-30,329.575
2002-10-01,328.862
2002-10-02,327.584
2002-10-03,326.122
2002-10-04,331.948
2002-10-07,334.987
2002-10-08,341.633
2002-10-09,334.556
2002-10-10,328.766
2002-10-11,334.119
2002-10-14,335.883
2002-10-15,350.699
2002-10-16,354.29
2002-10-17,362.946
2002-10-18,358.427
2002-10-21,360.794
2002-10-22,362.44
2002-10-23,361.517
2002-10-24,359.496
2002-10-25,366.866
2002-10-28,367.739
2002-10-29,360.061
2002-10-30,362.893
2002-10-31,365.254
2002-11-01,353.33
2002-11-04,353.661
2002-11-05,356.285
2002-11-06,357.611
2002-11-07,351.4
2002-11-08,352.809
2002-11-11,347.321
2002-11-12,347.317
2002-11-13,344.926
2002-11-14,343.213
2002-11-15,350.677
2002-11-18,344.572
2002-11-19,342.503
2002-11-20,336.435
2002-11-21,341.49
2002-11-22,348.294
2002-11-25,345.679
2002-11-26,340.139
2002-11-27,338.576
2002-11-28,340.596
2002-11-29,336.294
2002-12-02,337.039
2002-12-03,334.478
2002-12-04,331.495
2002-12-05,330.954
2002-12-06,332.536
2002-12-09,327.201
2002-12-10,332.187
2002-12-11,334.55
2002-12-12,337.927
2002-12-13,337.2
2002-12-16,335.962
2002-12-17,330.613
2002-12-18,328.921
2002-12-19,334.53
2002-12-20,328.321
2002-12-23,328.66
2002-12-24,329.452
2002-12-25,329.452
2002-12-26,328.36
2002-12-27,330.927
2002-12-30,329.017
2002-12-31,332.407
2003-01-01,332.407
2003-01-02,328.724
2003-01-03,327.359
2003-01-06,326.305
2003-01-07,321.034
2003-01-08,326.393
2003-01-09,328.681
2003-01-10,330.709
2003-01-13,340.993
2003-01-14,348.847
2003-01-15,342.336
2003-01-16,341.352
2003-01-17,337.573
2003-01-20,338.475
2003-01-21,337.689
2003-01-22,339.488
2003-01-23,337.748
2003-01-24,336.283
2003-01-27,329.245
2003-01-28,331.975
2003-01-29,320.909
2003-01-30,317.923
2003-01-31,314.783
2003-02-03,314.286
2003-02-04,314.619
2003-02-05,313.187
2003-02-06,312.148
2003-02-07,311.104
2003-02-10,308.815
2003-02-11,312.184
2003-02-12,311.279
2003-02-13,303.649
2003-02-14,306.819
2003-02-17,313.679
2003-02-18,312.895
2003-02-19,318.703
2003-02-20,319.548
2003-02-21,320.734
2003-02-24,318.782
2003-02-25,313.551
2003-02-26,312.43
2003-02-27,308.069
2003-02-28,307.104
2003-03-03,307.775
2003-03-04,304.683
2003-03-05,304.363
2003-03-06,296.341
2003-03-07,291.126
2003-03-10,288.434
2003-03-11,288.857
2003-03-12,291.658
2003-03-13,290.923
2003-03-14,296.115
2003-03-17,291.24
2003-03-18,300.77
2003-03-19,302.362
2003-03-20,311.837
2003-03-21,316.542
2003-03-24,309.388
2003-03-25,312.784
2003-03-26,314.943
2003-03-27,312.518
2003-03-28,313.322
2003-03-31,301.342
2003-04-01,303.722
2003-04-02,309.851
2003-04-03,308.248
2003-04-04,310.55
2003-04-07,313.979
2003-04-08,307.93
2003-04-09,301.248
2003-04-10,302.621
2003-04-11,305.002
2003-04-14,300.979
2003-04-15,303.433
2003-04-16,302.835
2003-04-17,302.176
2003-04-18,302.176
2003-04-21,299.073
2003-04-22,299.164
2003-04-23,296.155
2003-04-24,289.779
2003-04-25,284.042
2003-04-28,290.703
2003-04-29,303.37
2003-04-30,302.176
2003-05-01,303.406
2003-05-02,306.738
2003-05-05,316.977
2003-05-06,316.785
2003-05-07,314.381
2003-05-08,316.373
2003-05-09,312.929
2003-05-12,320.011
2003-05-13,318.725
2003-05-14,317.094
2003-05-15,319.559
2003-05-16,316.225
2003-05-19,313.067
2003-05-20,314.191
2003-05-21,311.253
2003-05-22,316.738
2003-05-23,319.29
2003-05-26,324.051
2003-05-27,321.392
2003-05-28,323.34
2003-05-29,326.673
2003-05-30,327.29
2003-06-02,336.932
2003-06-03,337.352
2003-06-04,344.204
2003-06-05,352.045
2003-06-06,353.247
2003-06-09,353.981
2003-06-10,350.342
2003-06-11,354.707
2003-06-12,362.94
2003-06-13,365.014
2003-06-16,362.131
2003-06-17,371.062
2003-06-18,367.968
2003-06-19,377.804
2003-06-20,375.448
2003-06-23,367.277
2003-06-24,357.465
2003-06-25,355.908
2003-06-26,351.424
2003-06-27,357.33
2003-06-30,346.133
2003-07-01,347.788
2003-07-02,353.946
2003-07-03,354.807
2003-07-04,356.877
2003-07-07,360.686
2003-07-08,360.874
2003-07-09,363.322
2003-07-10,361.381
2003-07-11,370.251
2003-07-14,377.253
2003-07-15,381.303
2003-07-16,383.531
2003-07-17,382.626
2003-07-18,379.151
2003-07-21,379.177
2003-07-22,371.88
2003-07-23,375.224
2003-07-24,374.867
2003-07-25,377.242
2003-07-28,382.456
2003-07-29,381.006
2003-07-30,378.426
2003-07-31,372.99
2003-08-01,374.309
2003-08-04,366.469
2003-08-05,357.882
2003-08-06,359.609
2003-08-07,368.656
2003-08-08,367.777
2003-08-11,371.734
2003-08-12,374.764
2003-08-13,386.388
2003-08-14,391.643
2003-08-15,389.343
2003-08-18,396.621
2003-08-19,393.877
2003-08-20,394.836
2003-08-21,404.442
2003-08-22,405.104
2003-08-25,400.847
2003-08-26,390.4
2003-08-27,388.528
2003-08-28,388.599
2003-08-29,387.993
2003-09-01,391.335
2003-09-02,387.4
2003-09-03,389.392
2003-09-04,390.515
2003-09-05,391.757
2003-09-08,393.745
2003-09-09,381.748
2003-09-10,377.283
2003-09-11,386.089
2003-09-12,382.587
2003-09-15,380.986
2003-09-16,383.394
2003-09-17,387.111
2003-09-18,386.076
2003-09-19,385.355
2003-09-22,386.573
2003-09-23,388.724
2003-09-24,400.155
2003-09-25,399.847
2003-09-26,399.797
2003-09-29,398.987
2003-09-30,400.747
2003-10-01,402.092
2003-10-02,406.479
2003-10-03,414.205
2003-10-06,425.434
2003-10-07,428.605
2003-10-08,433.5
2003-10-09,432.363
2003-10-10,434.391
2003-10-13,433.472
2003-10-14,422.943
2003-10-15,426.073
2003-10-16,426.765
2003-10-17,434.344
2003-10-20,436.169
2003-10-21,439.48
2003-10-22,436.737
2003-10-23,425.313
2003-10-24,425.752
2003-10-27,417.845
2003-10-28,424.144
2003-10-29,424.927
2003-10-30,424.074
2003-10-31,424.735
2003-11-03,433.275
2003-11-04,443.505
2003-11-05,437.597
2003-11-06,436.722
2003-11-07,435.55
2003-11-10,428.331
2003-11-11,419.309
2003-11-12,425.868
2003-11-13,434.618
2003-11-14,434.575
2003-11-17,420.738
2003-11-18,423.786
2003-11-19,416.249
2003-11-20,410.855
2003-11-21,408.956
2003-11-24,410.531
2003-11-25,410.531
2003-11-26,416.865
2003-11-27,418.798
2003-11-28,422.492
2003-12-01,429.612
2003-12-02,428.802
2003-12-03,430.959
2003-12-04,426.067
2003-12-05,428.859
2003-12-08,426.848
2003-12-09,425.77
2003-12-10,426.283
2003-12-11,429.366
2003-12-12,432.078
2003-12-15,437.521
2003-12-16,432.965
2003-12-17,429.209
2003-12-18,426.392
2003-12-19,424.428
2003-12-22,429.439
2003-12-23,430.109
2003-12-24,431.524
2003-12-25,431.524
2003-12-26,432.008
2003-12-29,434.7
2003-12-30,440.812
2003-12-31,442.364
2004-01-01,442.364
2004-01-02,447.845
2004-01-05,455.98
2004-01-06,456.179
2004-01-07,454.917
2004-01-08,457.164
2004-01-09,459.933
2004-01-12,456.35
2004-01-13,459.38
2004-01-14,456.421
2004-01-15,447.385
2004-01-16,447.278
2004-01-19,449.816
2004-01-20,455.038
2004-01-21,464.92
2004-01-22,466.789
2004-01-23,466.073
2004-01-26,469.132
2004-01-27,473.161
2004-01-28,463.957
2004-01-29,454.195
2004-01-30,460.51
2004-02-02,460.823
2004-02-03,461.177
2004-02-04,456.941
2004-02-05,454.351
2004-02-06,462.137
2004-02-09,477.196
2004-02-10,473.825
2004-02-11,476.518
2004-02-12,473.17
2004-02-13,475.454
2004-02-16,474.98
2004-02-17,482.849
2004-02-18,483.074
2004-02-19,479.712
2004-02-20,477.252
2004-02-23,473.143
2004-02-24,473.486
2004-02-25,469.277
2004-02-26,470.917
2004-02-27,471.091
2004-03-01,470.991
2004-03-02,468.228
2004-03-03,461.573
2004-03-04,464.618
2004-03-05,464.374
2004-03-08,464.186
2004-03-09,467.141
2004-03-10,461.561
2004-03-11,456.762
2004-03-12,450.505
2004-03-15,452.7
2004-03-16,450.505
2004-03-17,452.18
2004-03-18,455.074
2004-03-19,455.463
2004-03-22,447.943
2004-03-23,450.177
2004-03-24,454.381
2004-03-25,454.18
2004-03-26,450.403
2004-03-29,453.656
2004-03-30,457.901
2004-03-31,464.835
2004-04-01,467.749
2004-04-02,468.23
2004-04-05,467.431
2004-04-06,462.968
2004-04-07,464.27
2004-04-08,468.176
2004-04-09,468.176
2004-04-12,471.215
2004-04-13,469.382
2004-04-14,459.248
2004-04-15,453.792
2004-04-16,457.896
2004-04-19,454.003
2004-04-20,457.105
2004-04-21,454.213
2004-04-22,459.198
2004-04-23,460.05
2004-04-26,455.099
2004-04-27,454.643
2004-04-28,454.539
2004-04-29,445.695
2004-04-30,458.64
2004-05-03,456.815
2004-05-04,465.014
2004-05-05,475.906
2004-05-06,474.235
2004-05-07,462.171
2004-05-10,445.463
2004-05-11,449.379
2004-05-12,449.881
2004-05-13,442.768
2004-05-14,432.514
2004-05-17,420.325
2004-05-18,425.025
2004-05-19,440.854
2004-05-20,432.994
2004-05-21,440.788
2004-05-24,441.661
2004-05-25,438.51
2004-05-26,440.452
2004-05-27,442.866
2004-05-28,446.301
2004-05-31,447.551
2004-06-01,447.975
2004-06-02,446.937
2004-06-03,443.413
2004-06-04,445.219
2004-06-07,453.949
2004-06-08,453.503
2004-06-09,452.535
2004-06-10,454.441
2004-06-11,451.72
2004-06-14,448.016
2004-06-15,451.141
2004-06-16,454.682
2004-06-17,449.33
2004-06-18,444.516
2004-06-21,441.01
2004-06-22,439.814
2004-06-23,440.968
2004-06-24,445.825
2004-06-25,448.479
2004-06-28,450.26
2004-06-29,451.912
2004-06-30,452.487
2004-07-01,455.926
2004-07-02,453.598
2004-07-05,457.811
2004-07-06,458.689
2004-07-07,462.507
2004-07-08,459.174
2004-07-09,462.617
2004-07-12,468.858
2004-07-13,469.421
2004-07-14,471.183
2004-07-15,469.399
2004-07-16,470.972
2004-07-19,475.391
2004-07-20,468.956
2004-07-21,467.583
2004-07-22,465.865
2004-07-23,459.569
2004-07-26,461.501
2004-07-27,463.413
2004-07-28,464.202
2004-07-29,471.237
2004-07-30,470.412
2004-08-02,470.66
2004-08-03,474.417
2004-08-04,469.813
2004-08-05,476.914
2004-08-06,474.608
2004-08-09,474.76
2004-08-10,468.333
2004-08-11,469.14
2004-08-12,469.78
2004-08-13,465.497
2004-08-16,470.206
2004-08-17,472.271
2004-08-18,475.591
2004-08-19,479.28
2004-08-20,475.739
2004-08-23,476.804
2004-08-24,477.294
2004-08-25,478.964
2004-08-26,479.891
2004-08-27,479.521
2004-08-30,476.554
2004-08-31,480.818
2004-09-01,484.254
2004-09-02,491.31
2004-09-03,490.169
2004-09-06,489.636
2004-09-07,498.578
2004-09-08,497.162
2004-09-09,499.178
2004-09-10,500.074
2004-09-13,505.252
2004-09-14,511.745
2004-09-15,515.702
2004-09-16,510.647
2004-09-17,508.295
2004-09-20,503.332
2004-09-21,505.155
2004-09-22,503.155
2004-09-23,501.975
2004-09-24,498.955
2004-09-27,499.702
2004-09-28,496.007
2004-09-29,496.747
2004-09-30,502.806
2004-10-01,500.9
2004-10-04,506.611
2004-10-05,506.281
2004-10-06,504.73
2004-10-07,500.72
2004-10-08,502.048
2004-10-11,499.65
2004-10-12,492.502
2004-10-13,492.795
2004-10-14,488.077
2004-10-15,492.628
2004-10-18,488.758
2004-10-19,495.562
2004-10-20,491.048
2004-10-21,495.72
2004-10-22,493.723
2004-10-25,493.548
2004-10-26,495.423
2004-10-27,495.853
2004-10-28,505.857
2004-10-29,504.322
2004-11-01,503.055
2004-11-02,506.363
2004-11-03,512.474
2004-11-04,511.421
2004-11-05,510.931
2004-11-08,509.86
2004-11-09,508.526
2004-11-10,511.745
2004-11-11,512.393
2004-11-12,515.061
2004-11-15,514.983
2004-11-16,514.87
2004-11-17,517.703
2004-11-18,511.161
2004-11-19,514.716
2004-11-22,510.592
2004-11-23,511.791
2004-11-24,514.52
2004-11-25,511.759
2004-11-26,510.063
2004-11-29,515.258
2004-11-30,511.514
2004-12-01,515.539
2004-12-02,519.114
2004-12-03,520.14
2004-12-06,511.6
2004-12-07,510.388
2004-12-08,507.348
2004-12-09,499.291
2004-12-10,501.686
2004-12-13,505.781
2004-12-14,511.138
2004-12-15,516.8
2004-12-16,513.462
2004-12-17,517.906
2004-12-20,518.904
2004-12-21,520.375
2004-12-22,519.879
2004-12-23,520.127
2004-12-24,520.01
2004-12-27,515.605
2004-12-28,518.538
2004-12-29,517.255
2004-12-30,518.383
2004-12-31,520.352
2005-01-03,516.92
2005-01-04,515.711
2005-01-05,515.891
2005-01-06,518.5
2005-01-07,517.376
2005-01-10,520.131
2005-01-11,523.885
2005-01-12,523.376
2005-01-13,525.846
2005-01-14,520.268
2005-01-17,523.653
2005-01-18,519.561
2005-01-19,524.672
2005-01-20,520.414
2005-01-21,520.605
2005-01-24,520.798
2005-01-25,517.565
2005-01-26,526.074
2005-01-27,523.049
2005-01-28,527.2
2005-01-31,528.476
2005-02-01,523.866
2005-02-02,527.929
2005-02-03,527.626
2005-02-04,529.594
2005-02-07,528.852
2005-02-08,532.977
2005-02-09,532.799
2005-02-10,532.412
2005-02-11,537.382
2005-02-14,543.789
2005-02-15,542.148
2005-02-16,535.146
2005-02-17,539.193
2005-02-18,539.882
2005-02-21,537.659
2005-02-22,537.891
2005-02-23,534.564
2005-02-24,537.401
2005-02-25,529.178
2005-02-28,526.238
2005-03-01,526.846
2005-03-02,532.03
2005-03-03,533.407
2005-03-04,532.105
2005-03-07,535.021
2005-03-08,538.039
2005-03-09,543.176
2005-03-10,538.562
2005-03-11,536.16
2005-03-14,534.241
2005-03-15,534.523
2005-03-16,536.568
2005-03-17,532.703
2005-03-18,534.584
2005-03-21,535.723
2005-03-22,537.542
2005-03-23,526.551
2005-03-24,526.231
2005-03-25,526.231
2005-03-28,522.103
2005-03-29,518.999
2005-03-30,519.466
2005-03-31,524.275
2005-04-01,520.149
2005-04-04,520.444
2005-04-05,522.281
2005-04-06,524.555
2005-04-07,529.868
2005-04-08,529.365
2005-04-11,532.054
2005-04-12,527.889
2005-04-13,528.214
2005-04-14,521.453
2005-04-15,519.108
2005-04-18,509.573
2005-04-19,516.244
2005-04-20,517.966
2005-04-21,519.874
2005-04-22,518.775
2005-04-25,521.128
2005-04-26,523.428
2005-04-27,521.84
2005-04-28,520.728
2005-04-29,517.4
2005-05-02,516.295
2005-05-03,520.493
2005-05-04,521.539
2005-05-05,525.382
2005-05-06,525.73
2005-05-09,524.683
2005-05-10,522.731
2005-05-11,525.458
2005-05-12,523.717
2005-05-13,523.598
2005-05-16,522.819
2005-05-17,524.412
2005-05-18,524.598
2005-05-19,526.583
2005-05-20,528.029
2005-05-23,529.0
2005-05-24,530.023
2005-05-25,524.358
2005-05-26,519.44
2005-05-27,518.47
2005-05-30,523.061
2005-05-31,517.225
2005-06-01,517.932
2005-06-02,522.541
2005-06-03,524.058
2005-06-06,525.915
2005-06-07,527.208
2005-06-08,524.942
2005-06-09,523.076
2005-06-10,524.637
2005-06-13,522.667
2005-06-14,520.664
2005-06-15,527.311
2005-06-16,523.59
2005-06-17,528.689
2005-06-20,523.819
2005-06-21,523.74
2005-06-22,526.314
2005-06-23,529.95
2005-06-24,527.958
2005-06-27,523.081
2005-06-28,518.589
2005-06-29,519.788
2005-06-30,523.46
2005-07-01,520.085
2005-07-04,521.656
2005-07-05,520.206
2005-07-06,520.731
2005-07-07,512.093
2005-07-08,513.474
2005-07-11,522.176
2005-07-12,523.761
2005-07-13,520.73
2005-07-14,526.693
2005-07-15,529.895
2005-07-18,528.395
2005-07-19,539.782
2005-07-20,546.027
2005-07-21,556.093
2005-07-22,558.576
2005-07-25,553.163
2005-07-26,554.79
2005-07-27,558.829
2005-07-28,560.443
2005-07-29,566.798
2005-08-01,570.065
2005-08-02,574.139
2005-08-03,571.862
2005-08-04,569.57
2005-08-05,567.554
2005-08-08,571.618
2005-08-09,570.944
2005-08-10,568.838
2005-08-11,560.155
2005-08-12,559.19
2005-08-15,551.283
2005-08-16,560.2
2005-08-17,550.876
2005-08-18,550.1
2005-08-19,549.221
2005-08-22,555.592
2005-08-23,550.148
2005-08-24,546.476
2005-08-25,547.918
2005-08-26,550.168
2005-08-29,544.565
2005-08-30,542.077
2005-08-31,541.391
2005-09-01,548.951
2005-09-02,551.722
2005-09-05,550.572
2005-09-06,543.841
2005-09-07,546.86
2005-09-08,551.644
2005-09-09,552.494
2005-09-12,556.866
2005-09-13,549.368
2005-09-14,551.412
2005-09-15,551.208
2005-09-16,546.999
2005-09-19,543.5
2005-09-20,546.005
2005-09-21,542.386
2005-09-22,540.108
2005-09-23,539.69
2005-09-26,542.533
2005-09-27,537.88
2005-09-28,536.719
2005-09-29,537.21
2005-09-30,538.131
2005-10-03,535.214
2005-10-04,539.004
2005-10-05,541.245
2005-10-06,537.33
2005-10-07,539.092
2005-10-10,549.324
2005-10-11,553.925
2005-10-12,547.815
2005-10-13,549.185
2005-10-14,545.704
2005-10-17,542.283
2005-10-18,540.061
2005-10-19,523.125
2005-10-20,526.333
2005-10-21,528.409
2005-10-24,522.576
2005-10-25,524.505
2005-10-26,524.169
2005-10-27,519.092
2005-10-28,515.346
2005-10-31,519.992
2005-11-01,519.961
2005-11-02,529.841
2005-11-03,529.17
2005-11-04,526.957
2005-11-07,525.116
2005-11-08,530.912
2005-11-09,532.182
