Date,AUSTRALIA SMID VALUE SMID (Small+Mid Cap)
2002-07-11,236.571
2002-07-12,236.818
2002-07-15,237.144
2002-07-16,235.499
2002-07-17,230.212
2002-07-18,231.758
2002-07-19,230.895
2002-07-22,230.251
2002-07-23,226.837
2002-07-24,221.838
2002-07-25,224.514
2002-07-26,222.96
2002-07-29,225.442
2002-07-30,227.965
2002-07-31,226.844
2002-08-01,223.415
2002-08-02,222.881
2002-08-05,218.452
2002-08-06,215.411
2002-08-07,220.429
2002-08-08,221.621
2002-08-09,223.808
2002-08-12,226.33
2002-08-13,226.998
2002-08-14,227.129
2002-08-15,229.78
2002-08-16,232.054
2002-08-19,230.197
2002-08-20,233.707
2002-08-21,232.11
2002-08-22,232.705
2002-08-23,233.111
2002-08-26,233.739
2002-08-27,237.516
2002-08-28,236.889
2002-08-29,236.137
2002-08-30,237.122
2002-09-02,237.777
2002-09-03,236.711
2002-09-04,233.552
2002-09-05,232.975
2002-09-06,233.704
2002-09-09,235.334
2002-09-10,233.814
2002-09-11,235.298
2002-09-12,236.623
2002-09-13,236.046
2002-09-16,235.181
2002-09-17,236.867
2002-09-18,236.345
2002-09-19,235.348
2002-09-20,233.106
2002-09-23,231.21
2002-09-24,230.388
2002-09-25,228.001
2002-09-26,228.199
2002-09-27,229.972
2002-09-30,229.249
2002-10-01,228.417
2002-10-02,229.563
2002-10-03,230.359
2002-10-04,229.808
2002-10-07,229.194
2002-10-08,229.398
2002-10-09,229.071
2002-10-10,228.872
2002-10-11,230.879
2002-10-14,229.854
2002-10-15,231.111
2002-10-16,231.315
2002-10-17,231.568
2002-10-18,230.564
2002-10-21,231.425
2002-10-22,230.799
2002-10-23,231.834
2002-10-24,232.22
2002-10-25,232.168
2002-10-28,235.131
2002-10-29,233.031
2002-10-30,231.449
2002-10-31,233.821
2002-11-01,234.672
2002-11-04,237.429
2002-11-05,237.971
2002-11-06,238.386
2002-11-07,240.046
2002-11-08,238.555
2002-11-11,233.783
2002-11-12,234.507
2002-11-13,233.338
2002-11-14,233.986
2002-11-15,234.537
2002-11-18,235.14
2002-11-19,234.637
2002-11-20,234.958
2002-11-21,238.723
2002-11-22,239.498
2002-11-25,237.295
2002-11-26,237.498
2002-11-27,235.764
2002-11-28,239.284
2002-11-29,240.532
2002-12-02,240.789
2002-12-03,239.809
2002-12-04,236.973
2002-12-05,237.998
2002-12-06,237.802
2002-12-09,239.183
2002-12-10,237.845
2002-12-11,236.613
2002-12-12,238.692
2002-12-13,239.577
2002-12-16,239.959
2002-12-17,241.006
2002-12-18,239.789
2002-12-19,240.882
2002-12-20,240.767
2002-12-23,242.365
2002-12-24,243.151
2002-12-25,243.151
2002-12-26,243.151
2002-12-27,242.669
2002-12-30,242.82
2002-12-31,244.248
2003-01-01,244.248
2003-01-02,245.138
2003-01-03,247.988
2003-01-06,254.541
2003-01-07,254.793
2003-01-08,253.301
2003-01-09,254.694
2003-01-10,256.656
2003-01-13,256.224
2003-01-14,257.822
2003-01-15,258.329
2003-01-16,257.949
2003-01-17,259.301
2003-01-20,260.39
2003-01-21,259.125
2003-01-22,255.869
2003-01-23,258.264
2003-01-24,258.958
2003-01-27,258.017
2003-01-28,253.803
2003-01-29,254.954
2003-01-30,254.13
2003-01-31,253.43
2003-02-03,250.635
2003-02-04,253.622
2003-02-05,251.374
2003-02-06,249.835
2003-02-07,251.292
2003-02-10,251.202
2003-02-11,249.463
2003-02-12,250.582
2003-02-13,250.107
2003-02-14,249.058
2003-02-17,250.586
2003-02-18,252.113
2003-02-19,253.828
2003-02-20,252.244
2003-02-21,253.993
2003-02-24,258.129
2003-02-25,253.936
2003-02-26,256.365
2003-02-27,255.072
2003-02-28,255.801
2003-03-03,259.277
2003-03-04,260.427
2003-03-05,259.888
2003-03-06,258.976
2003-03-07,256.683
2003-03-10,257.634
2003-03-11,252.61
2003-03-12,246.72
2003-03-13,243.717
2003-03-14,245.563
2003-03-17,244.048
2003-03-18,248.749
2003-03-19,250.549
2003-03-20,252.493
2003-03-21,251.17
2003-03-24,253.172
2003-03-25,255.266
2003-03-26,255.857
2003-03-27,258.36
2003-03-28,258.727
2003-03-31,260.447
2003-04-01,257.979
2003-04-02,255.362
2003-04-03,256.897
2003-04-04,260.305
2003-04-07,261.842
2003-04-08,263.09
2003-04-09,263.164
2003-04-10,267.505
2003-04-11,268.386
2003-04-14,266.996
2003-04-15,268.659
2003-04-16,270.874
2003-04-17,270.765
2003-04-18,270.765
2003-04-21,270.127
2003-04-22,275.242
2003-04-23,276.189
2003-04-24,276.332
2003-04-25,275.171
2003-04-28,274.336
2003-04-29,276.172
2003-04-30,279.862
2003-05-01,282.114
2003-05-02,279.88
2003-05-05,283.187
2003-05-06,284.395
2003-05-07,285.597
2003-05-08,288.381
2003-05-09,289.194
2003-05-12,290.849
2003-05-13,291.027
2003-05-14,291.168
2003-05-15,288.243
2003-05-16,290.309
2003-05-19,293.631
2003-05-20,292.626
2003-05-21,294.501
2003-05-22,296.854
2003-05-23,299.183
2003-05-26,301.175
2003-05-27,299.12
2003-05-28,296.019
2003-05-29,295.29
2003-05-30,296.556
2003-06-02,300.044
2003-06-03,300.523
2003-06-04,303.709
2003-06-05,305.33
2003-06-06,302.801
2003-06-09,301.701
2003-06-10,301.31
2003-06-11,305.059
2003-06-12,307.945
2003-06-13,310.452
2003-06-16,312.226
2003-06-17,315.5
2003-06-18,315.775
2003-06-19,316.036
2003-06-20,316.28
2003-06-23,314.832
2003-06-24,313.72
2003-06-25,316.068
2003-06-26,311.49
2003-06-27,313.129
2003-06-30,312.988
2003-07-01,317.116
2003-07-02,318.51
2003-07-03,321.572
2003-07-04,319.852
2003-07-07,319.07
2003-07-08,312.197
2003-07-09,308.824
2003-07-10,309.568
2003-07-11,311.027
2003-07-14,314.74
2003-07-15,311.247
2003-07-16,314.668
2003-07-17,311.398
2003-07-18,307.784
2003-07-21,311.453
2003-07-22,309.499
2003-07-23,313.641
2003-07-24,317.983
2003-07-25,317.777
2003-07-28,319.41
2003-07-29,319.124
2003-07-30,313.084
2003-07-31,312.677
2003-08-01,316.446
2003-08-04,314.277
2003-08-05,311.762
2003-08-06,312.909
2003-08-07,314.077
2003-08-08,315.81
2003-08-11,317.677
2003-08-12,318.051
2003-08-13,320.429
2003-08-14,320.042
2003-08-15,320.621
2003-08-18,321.038
2003-08-19,320.928
2003-08-20,325.637
2003-08-21,324.051
2003-08-22,321.88
2003-08-25,323.516
2003-08-26,319.061
2003-08-27,316.442
2003-08-28,317.452
2003-08-29,320.553
2003-09-01,319.968
2003-09-02,319.04
2003-09-03,317.56
2003-09-04,319.283
2003-09-05,321.83
2003-09-08,324.28
2003-09-09,330.422
2003-09-10,330.968
2003-09-11,330.073
2003-09-12,331.065
2003-09-15,332.002
2003-09-16,330.562
2003-09-17,332.635
2003-09-18,334.342
2003-09-19,338.595
2003-09-22,340.157
2003-09-23,337.667
2003-09-24,339.642
2003-09-25,339.373
2003-09-26,337.156
2003-09-29,335.78
2003-09-30,338.036
2003-10-01,340.544
2003-10-02,344.508
2003-10-03,344.568
2003-10-06,344.281
2003-10-07,349.995
2003-10-08,352.438
2003-10-09,354.771
2003-10-10,356.415
2003-10-13,357.084
2003-10-14,356.354
2003-10-15,358.092
2003-10-16,359.988
2003-10-17,360.75
2003-10-20,360.833
2003-10-21,366.526
2003-10-22,368.792
2003-10-23,363.781
2003-10-24,364.588
2003-10-27,365.996
2003-10-28,365.078
2003-10-29,366.776
2003-10-30,368.394
2003-10-31,369.274
2003-11-03,365.549
2003-11-04,364.359
2003-11-05,366.737
2003-11-06,366.157
2003-11-07,367.271
2003-11-10,368.926
2003-11-11,366.174
2003-11-12,364.078
2003-11-13,366.135
2003-11-14,366.07
2003-11-17,361.14
2003-11-18,363.384
2003-11-19,365.227
2003-11-20,366.222
2003-11-21,365.219
2003-11-24,363.064
2003-11-25,364.87
2003-11-26,368.175
2003-11-27,367.251
2003-11-28,366.897
2003-12-01,367.754
2003-12-02,371.765
2003-12-03,376.425
2003-12-04,375.792
2003-12-05,377.345
2003-12-08,379.962
2003-12-09,378.107
2003-12-10,378.575
2003-12-11,372.601
2003-12-12,377.318
2003-12-15,381.122
2003-12-16,380.931
2003-12-17,381.13
2003-12-18,379.329
2003-12-19,380.549
2003-12-22,381.52
2003-12-23,382.979
2003-12-24,387.92
2003-12-25,387.92
2003-12-26,387.137
2003-12-29,388.865
2003-12-30,392.468
2003-12-31,395.651
2004-01-01,395.651
2004-01-02,396.591
2004-01-05,399.707
2004-01-06,403.955
2004-01-07,402.106
2004-01-08,404.556
2004-01-09,407.78
2004-01-12,408.06
2004-01-13,410.066
2004-01-14,409.52
2004-01-15,406.343
2004-01-16,403.944
2004-01-19,396.672
2004-01-20,405.494
2004-01-21,408.921
2004-01-22,412.749
2004-01-23,412.853
2004-01-26,411.578
2004-01-27,411.38
2004-01-28,407.346
2004-01-29,396.122
2004-01-30,395.991
2004-02-02,395.429
2004-02-03,399.258
2004-02-04,396.779
2004-02-05,397.527
2004-02-06,401.419
2004-02-09,406.585
2004-02-10,407.176
2004-02-11,408.397
2004-02-12,416.734
2004-02-13,418.261
2004-02-16,419.612
2004-02-17,422.857
2004-02-18,425.32
2004-02-19,425.021
2004-02-20,416.579
2004-02-23,414.066
2004-02-24,416.794
2004-02-25,415.622
2004-02-26,412.448
2004-02-27,414.839
2004-03-01,418.513
2004-03-02,417.572
2004-03-03,405.946
2004-03-04,410.142
2004-03-05,418.255
2004-03-08,415.662
2004-03-09,420.555
2004-03-10,409.52
2004-03-11,402.898
2004-03-12,399.457
2004-03-15,401.742
2004-03-16,408.998
2004-03-17,408.676
2004-03-18,415.04
2004-03-19,414.492
2004-03-22,416.678
2004-03-23,416.871
2004-03-24,413.696
2004-03-25,410.658
2004-03-26,415.672
2004-03-29,415.5
2004-03-30,420.658
2004-03-31,425.036
2004-04-01,431.183
2004-04-02,426.876
2004-04-05,423.67
2004-04-06,427.308
2004-04-07,428.125
2004-04-08,425.555
2004-04-09,425.555
2004-04-12,427.732
2004-04-13,420.465
2004-04-14,408.233
2004-04-15,411.259
2004-04-16,416.56
2004-04-19,418.606
2004-04-20,414.478
2004-04-21,410.61
2004-04-22,405.861
2004-04-23,407.869
2004-04-26,408.266
2004-04-27,408.475
2004-04-28,404.708
2004-04-29,396.185
2004-04-30,396.249
2004-05-03,391.592
2004-05-04,397.771
2004-05-05,399.438
2004-05-06,397.408
2004-05-07,383.724
2004-05-10,373.447
2004-05-11,375.285
2004-05-12,380.835
2004-05-13,376.27
2004-05-14,375.213
2004-05-17,375.753
2004-05-18,374.468
2004-05-19,382.817
2004-05-20,378.466
2004-05-21,385.53
2004-05-24,383.696
2004-05-25,389.105
2004-05-26,393.493
2004-05-27,403.598
2004-05-28,402.261
2004-05-31,402.783
2004-06-01,399.924
2004-06-02,396.043
2004-06-03,389.905
2004-06-04,391.75
2004-06-07,399.169
2004-06-08,398.006
2004-06-09,390.662
2004-06-10,395.588
2004-06-11,393.66
2004-06-14,393.461
2004-06-15,391.297
2004-06-16,393.684
2004-06-17,394.451
2004-06-18,398.67
2004-06-21,399.838
2004-06-22,396.604
2004-06-23,397.965
2004-06-24,404.308
2004-06-25,402.569
2004-06-28,402.392
2004-06-29,397.85
2004-06-30,403.602
2004-07-01,408.614
2004-07-02,413.797
2004-07-05,417.151
2004-07-06,420.502
2004-07-07,427.626
2004-07-08,427.711
2004-07-09,425.774
2004-07-12,428.922
2004-07-13,428.308
2004-07-14,427.56
2004-07-15,429.287
2004-07-16,434.886
2004-07-19,437.001
2004-07-20,433.529
2004-07-21,427.25
2004-07-22,427.774
2004-07-23,422.95
2004-07-26,421.416
2004-07-27,420.34
2004-07-28,419.164
2004-07-29,418.887
2004-07-30,424.521
2004-08-02,428.504
2004-08-03,429.487
2004-08-04,429.201
2004-08-05,428.532
2004-08-06,434.125
2004-08-09,434.03
2004-08-10,434.165
2004-08-11,432.351
2004-08-12,432.331
2004-08-13,432.17
2004-08-16,433.656
2004-08-17,431.355
2004-08-18,432.527
2004-08-19,441.115
2004-08-20,442.315
2004-08-23,440.03
2004-08-24,430.981
2004-08-25,432.592
2004-08-26,432.517
2004-08-27,436.973
2004-08-30,434.236
2004-08-31,438.597
2004-09-01,441.136
2004-09-02,437.129
2004-09-03,431.695
2004-09-06,432.972
2004-09-07,435.458
2004-09-08,436.107
2004-09-09,432.205
2004-09-10,441.345
2004-09-13,442.027
2004-09-14,449.596
2004-09-15,442.794
2004-09-16,444.459
2004-09-17,442.835
2004-09-20,445.615
2004-09-21,446.904
2004-09-22,451.876
2004-09-23,458.971
2004-09-24,455.43
2004-09-27,455.79
2004-09-28,459.653
2004-09-29,461.025
2004-09-30,467.628
2004-10-01,466.724
2004-10-04,466.511
2004-10-05,472.843
2004-10-06,473.729
2004-10-07,475.284
2004-10-08,479.397
2004-10-11,479.718
2004-10-12,480.512
2004-10-13,475.642
2004-10-14,476.5
2004-10-15,480.109
2004-10-18,477.082
2004-10-19,478.954
2004-10-20,481.651
2004-10-21,482.356
2004-10-22,483.19
2004-10-25,485.459
2004-10-26,484.617
2004-10-27,490.762
2004-10-28,497.088
2004-10-29,498.132
2004-11-01,498.875
2004-11-02,497.115
2004-11-03,507.544
2004-11-04,512.298
2004-11-05,517.084
2004-11-08,515.683
2004-11-09,516.801
2004-11-10,517.174
2004-11-11,520.811
2004-11-12,524.853
2004-11-15,527.406
2004-11-16,529.982
2004-11-17,535.315
2004-11-18,532.875
2004-11-19,535.981
2004-11-22,533.237
2004-11-23,538.452
2004-11-24,543.09
2004-11-25,549.636
2004-11-26,547.3
2004-11-29,545.347
2004-11-30,538.616
2004-12-01,536.919
2004-12-02,544.209
2004-12-03,543.171
2004-12-06,546.56
2004-12-07,544.542
2004-12-08,525.401
2004-12-09,523.186
2004-12-10,521.287
2004-12-13,525.489
2004-12-14,526.228
2004-12-15,533.031
2004-12-16,530.834
2004-12-17,533.855
2004-12-20,540.13
2004-12-21,542.518
2004-12-22,546.217
2004-12-23,546.174
2004-12-24,552.888
2004-12-27,556.652
2004-12-28,556.939
2004-12-29,555.42
2004-12-30,559.627
2004-12-31,564.89
2005-01-03,559.81
2005-01-04,556.15
2005-01-05,552.281
2005-01-06,546.686
2005-01-07,548.938
2005-01-10,550.025
2005-01-11,552.992
2005-01-12,556.6
2005-01-13,556.724
2005-01-14,550.773
2005-01-17,552.886
2005-01-18,547.092
2005-01-19,547.944
2005-01-20,547.567
2005-01-21,553.059
2005-01-24,551.903
2005-01-25,551.526
2005-01-26,558.595
2005-01-27,566.684
2005-01-28,564.053
2005-01-31,565.627
2005-02-01,566.094
2005-02-02,570.317
2005-02-03,567.194
2005-02-04,569.58
2005-02-07,572.149
2005-02-08,565.955
2005-02-09,565.262
2005-02-10,570.646
2005-02-11,572.649
2005-02-14,574.926
2005-02-15,568.578
2005-02-16,564.345
2005-02-17,568.94
2005-02-18,567.182
2005-02-21,571.224
2005-02-22,570.317
2005-02-23,556.399
2005-02-24,549.608
2005-02-25,551.199
2005-02-28,563.626
2005-03-01,561.994
2005-03-02,560.381
2005-03-03,561.834
2005-03-04,567.731
2005-03-07,570.162
2005-03-08,576.792
2005-03-09,570.767
2005-03-10,564.981
2005-03-11,568.055
2005-03-14,567.376
2005-03-15,568.882
2005-03-16,574.593
2005-03-17,571.021
2005-03-18,571.31
2005-03-21,568.84
2005-03-22,566.782
2005-03-23,550.28
2005-03-24,546.754
2005-03-25,546.754
2005-03-28,544.806
2005-03-29,542.032
2005-03-30,542.614
2005-03-31,545.201
2005-04-01,548.362
2005-04-04,541.429
2005-04-05,541.035
2005-04-06,537.143
2005-04-07,540.023
2005-04-08,544.735
2005-04-11,544.432
2005-04-12,546.852
2005-04-13,548.946
2005-04-14,539.538
2005-04-15,529.355
2005-04-18,520.215
2005-04-19,529.185
2005-04-20,533.155
2005-04-21,531.823
2005-04-22,537.773
2005-04-25,534.991
2005-04-26,535.271
2005-04-27,532.19
2005-04-28,530.506
2005-04-29,528.022
2005-05-02,527.438
2005-05-03,517.806
2005-05-04,516.045
2005-05-05,520.283
2005-05-06,521.113
2005-05-09,518.97
2005-05-10,522.766
2005-05-11,524.806
2005-05-12,520.311
2005-05-13,513.897
2005-05-16,505.542
2005-05-17,504.139
2005-05-18,508.457
2005-05-19,514.195
2005-05-20,513.194
2005-05-23,521.223
2005-05-24,525.638
2005-05-25,523.486
2005-05-26,520.214
2005-05-27,523.912
2005-05-30,526.401
2005-05-31,523.209
2005-06-01,524.146
2005-06-02,531.642
2005-06-03,536.627
2005-06-06,544.8
2005-06-07,547.045
2005-06-08,549.335
2005-06-09,546.367
2005-06-10,544.659
2005-06-13,544.123
2005-06-14,549.13
2005-06-15,553.227
2005-06-16,559.177
2005-06-17,569.895
2005-06-20,571.248
2005-06-21,571.173
2005-06-22,567.856
2005-06-23,561.234
2005-06-24,556.681
2005-06-27,556.632
2005-06-28,557.7
2005-06-29,554.328
2005-06-30,557.006
2005-07-01,549.372
2005-07-04,552.14
2005-07-05,548.342
2005-07-06,545.494
2005-07-07,538.517
2005-07-08,538.041
2005-07-11,545.039
2005-07-12,552.466
2005-07-13,548.156
2005-07-14,554.312
2005-07-15,549.973
2005-07-18,554.027
2005-07-19,549.369
2005-07-20,553.755
2005-07-21,566.032
2005-07-22,572.759
2005-07-25,572.251
2005-07-26,569.352
2005-07-27,569.564
2005-07-28,568.156
2005-07-29,574.111
2005-08-01,574.7
2005-08-02,581.085
2005-08-03,584.553
2005-08-04,586.646
2005-08-05,583.303
2005-08-08,582.345
2005-08-09,580.191
2005-08-10,587.603
2005-08-11,598.693
2005-08-12,597.089
2005-08-15,593.575
2005-08-16,596.507
2005-08-17,589.588
2005-08-18,580.424
2005-08-19,579.926
2005-08-22,589.135
2005-08-23,586.954
2005-08-24,584.377
2005-08-25,585.709
2005-08-26,586.964
2005-08-29,579.013
2005-08-30,578.252
2005-08-31,584.313
2005-09-01,599.459
2005-09-02,602.335
2005-09-05,605.367
2005-09-06,607.235
2005-09-07,610.32
2005-09-08,614.098
2005-09-09,614.349
2005-09-12,615.04
2005-09-13,614.306
2005-09-14,619.994
2005-09-15,616.677
2005-09-16,620.424
2005-09-19,619.279
2005-09-20,623.5
2005-09-21,622.638
2005-09-22,617.651
2005-09-23,613.676
2005-09-26,618.636
2005-09-27,615.743
2005-09-28,616.815
2005-09-29,624.427
2005-09-30,623.614
2005-10-03,623.087
2005-10-04,626.001
2005-10-05,609.051
2005-10-06,595.802
2005-10-07,597.245
2005-10-10,601.115
2005-10-11,593.361
2005-10-12,598.689
2005-10-13,591.548
2005-10-14,594.256
2005-10-17,593.856
2005-10-18,590.364
2005-10-19,583.824
2005-10-20,586.772
2005-10-21,580.479
2005-10-24,579.846
2005-10-25,588.989
2005-10-26,594.499
2005-10-27,590.307
2005-10-28,578.879
2005-10-31,584.914
2005-11-01,584.149
2005-11-02,579.526
2005-11-03,585.693
2005-11-04,577.199
2005-11-07,576.789
