Date,ACWI Standard (Large+Mid Cap)
2001-07-13,88.217
2001-07-16,87.658
2001-07-17,87.684
2001-07-18,87.519
2001-07-19,88.173
2001-07-20,87.892
2001-07-23,86.791
2001-07-24,85.95
2001-07-25,86.537
2001-07-26,87.099
2001-07-27,87.544
2001-07-30,87.685
2001-07-31,88.447
2001-08-01,88.954
2001-08-02,89.584
2001-08-03,89.105
2001-08-06,88.385
2001-08-07,88.547
2001-08-08,87.393
2001-08-09,86.944
2001-08-10,87.249
2001-08-13,87.337
2001-08-14,87.742
2001-08-15,87.748
2001-08-16,87.483
2001-08-17,86.292
2001-08-20,86.351
2001-08-21,86.178
2001-08-22,86.735
2001-08-23,86.326
2001-08-24,87.589
2001-08-27,87.439
2001-08-28,86.364
2001-08-29,85.697
2001-08-30,84.211
2001-08-31,84.352
2001-09-03,83.78
2001-09-04,84.006
2001-09-05,83.376
2001-09-06,81.811
2001-09-07,80.68
2001-09-10,80.383
2001-09-11,79.103
2001-09-12,78.658
2001-09-13,79.028
2001-09-14,78.293
2001-09-17,76.244
2001-09-18,75.952
2001-09-19,75.243
2001-09-20,72.918
2001-09-21,71.02
2001-09-24,73.589
2001-09-25,74.432
2001-09-26,74.406
2001-09-27,75.032
2001-09-28,76.625
2001-10-01,76.291
2001-10-02,77.079
2001-10-03,77.88
2001-10-04,78.644
2001-10-05,78.754
2001-10-08,78.372
2001-10-09,77.932
2001-10-10,79.196
2001-10-11,80.226
2001-10-12,80.132
2001-10-15,79.55
2001-10-16,80.159
2001-10-17,79.961
2001-10-18,78.963
2001-10-19,78.666
2001-10-22,79.495
2001-10-23,79.929
2001-10-24,80.129
2001-10-25,80.38
2001-10-26,80.917
2001-10-29,79.542
2001-10-30,78.214
2001-10-31,78.242
2001-11-01,79.536
2001-11-02,79.678
2001-11-05,80.726
2001-11-06,81.52
2001-11-07,81.433
2001-11-08,82.027
2001-11-09,81.854
2001-11-12,81.178
2001-11-13,82.309
2001-11-14,82.589
2001-11-15,82.884
2001-11-16,83.044
2001-11-19,83.835
2001-11-20,83.242
2001-11-21,82.806
2001-11-22,83.084
2001-11-23,83.423
2001-11-26,83.979
2001-11-27,83.426
2001-11-28,82.19
2001-11-29,82.6
2001-11-30,83.031
2001-12-03,82.227
2001-12-04,83.173
2001-12-05,85.101
2001-12-06,85.274
2001-12-07,84.565
2001-12-10,83.16
2001-12-11,82.96
2001-12-12,83.159
2001-12-13,81.826
2001-12-14,81.782
2001-12-17,82.728
2001-12-18,83.057
2001-12-19,83.068
2001-12-20,82.56
2001-12-21,82.752
2001-12-24,82.578
2001-12-25,82.572
2001-12-26,82.753
2001-12-27,83.75
2001-12-28,84.121
2001-12-31,83.791
2002-01-01,83.792
2002-01-02,84.125
2002-01-03,85.035
2002-01-04,85.57
2002-01-07,85.05
2002-01-08,84.405
2002-01-09,84.08
2002-01-10,83.817
2002-01-11,83.395
2002-01-14,82.687
2002-01-15,82.973
2002-01-16,81.75
2002-01-17,82.408
2002-01-18,81.99
2002-01-21,81.897
2002-01-22,81.333
2002-01-23,81.823
2002-01-24,82.221
2002-01-25,81.927
2002-01-28,82.142
2002-01-29,80.407
2002-01-30,80.423
2002-01-31,81.478
2002-02-01,81.072
2002-02-04,79.762
2002-02-05,79.131
2002-02-06,78.652
2002-02-07,78.808
2002-02-08,79.595
2002-02-11,80.63
2002-02-12,80.563
2002-02-13,81.156
2002-02-14,81.439
2002-02-15,80.75
2002-02-18,80.563
2002-02-19,79.139
2002-02-20,79.433
2002-02-21,79.136
2002-02-22,79.434
2002-02-25,80.381
2002-02-26,80.446
2002-02-27,80.935
2002-02-28,80.855
2002-03-01,82.341
2002-03-04,84.383
2002-03-05,83.981
2002-03-06,84.927
2002-03-07,85.368
2002-03-08,85.655
2002-03-11,85.827
2002-03-12,85.186
2002-03-13,84.601
2002-03-14,84.857
2002-03-15,85.679
2002-03-18,85.592
2002-03-19,86.05
2002-03-20,85.034
2002-03-21,84.933
2002-03-22,84.634
2002-03-25,83.63
2002-03-26,83.892
2002-03-27,84.177
2002-03-28,84.632
2002-03-29,84.477
2002-04-01,84.581
2002-04-02,84.197
2002-04-03,83.818
2002-04-04,83.703
2002-04-05,83.513
2002-04-08,83.112
2002-04-09,82.741
2002-04-10,83.568
2002-04-11,82.102
2002-04-12,82.337
2002-04-15,82.314
2002-04-16,83.95
2002-04-17,84.24
2002-04-18,84.17
2002-04-19,84.15
2002-04-22,83.365
2002-04-23,82.994
2002-04-24,82.66
2002-04-25,82.561
2002-04-26,81.767
2002-04-29,81.216
2002-04-30,81.77
2002-05-01,82.331
2002-05-02,82.131
2002-05-03,81.82
2002-05-06,80.866
2002-05-07,80.263
2002-05-08,82.44
2002-05-09,81.728
2002-05-10,80.847
2002-05-13,81.747
2002-05-14,82.704
2002-05-15,83.013
2002-05-16,83.388
2002-05-17,84.115
2002-05-20,83.412
2002-05-21,82.792
2002-05-22,83.035
2002-05-23,83.344
2002-05-24,82.933
2002-05-27,82.829
2002-05-28,82.47
2002-05-29,82.119
2002-05-30,81.83
2002-05-31,81.833
2002-06-03,80.718
2002-06-04,80.313
2002-06-05,80.332
2002-06-06,79.492
2002-06-07,78.99
2002-06-10,79.117
2002-06-11,78.479
2002-06-12,78.315
2002-06-13,77.505
2002-06-14,76.74
2002-06-17,78.371
2002-06-18,78.519
2002-06-19,77.35
2002-06-20,76.539
2002-06-21,75.759
2002-06-24,75.608
2002-06-25,75.225
2002-06-26,74.829
2002-06-27,75.781
2002-06-28,76.809
2002-07-01,75.913
2002-07-02,74.336
2002-07-03,73.982
2002-07-04,74.342
2002-07-05,76.659
2002-07-08,76.423
2002-07-09,75.464
2002-07-10,73.209
2002-07-11,72.591
2002-07-12,72.486
2002-07-15,71.49
2002-07-16,70.758
2002-07-17,71.595
2002-07-18,70.988
2002-07-19,68.582
2002-07-22,66.109
2002-07-23,64.457
2002-07-24,65.97
2002-07-25,66.452
2002-07-26,66.668
2002-07-29,69.561
2002-07-30,70.063
2002-07-31,70.351
2002-08-01,68.358
2002-08-02,67.515
2002-08-05,65.561
2002-08-06,66.702
2002-08-07,67.671
2002-08-08,69.604
2002-08-09,70.275
2002-08-12,69.668
2002-08-13,68.998
2002-08-14,70.346
2002-08-15,71.304
2002-08-16,71.45
2002-08-19,72.629
2002-08-20,71.775
2002-08-21,72.645
2002-08-22,73.515
2002-08-23,72.3
2002-08-26,72.578
2002-08-27,72.461
2002-08-28,70.862
2002-08-29,70.464
2002-08-30,70.507
2002-09-02,70.184
2002-09-03,67.795
2002-09-04,68.281
2002-09-05,67.615
2002-09-06,68.601
2002-09-09,68.766
2002-09-10,69.414
2002-09-11,69.791
2002-09-12,68.253
2002-09-13,67.84
2002-09-16,67.636
2002-09-17,66.864
2002-09-18,66.092
2002-09-19,64.837
2002-09-20,64.699
2002-09-23,63.516
2002-09-24,62.496
2002-09-25,63.503
2002-09-26,65.004
2002-09-27,63.926
2002-09-30,62.75
2002-10-01,64.203
2002-10-02,63.771
2002-10-03,63.11
2002-10-04,61.924
2002-10-07,60.719
2002-10-08,60.938
2002-10-09,59.894
2002-10-10,61.307
2002-10-11,63.596
2002-10-14,63.735
2002-10-15,66.69
2002-10-16,65.566
2002-10-17,66.893
2002-10-18,67.105
2002-10-21,67.772
2002-10-22,67.069
2002-10-23,66.886
2002-10-24,66.695
2002-10-25,67.38
2002-10-28,67.464
2002-10-29,66.313
2002-10-30,67.146
2002-10-31,67.353
2002-11-01,67.914
2002-11-04,68.975
2002-11-05,69.595
2002-11-06,69.735
2002-11-07,68.702
2002-11-08,68.155
2002-11-11,66.974
2002-11-12,67.493
2002-11-13,67.223
2002-11-14,68.358
2002-11-15,68.949
2002-11-18,68.664
2002-11-19,68.396
2002-11-20,69.012
2002-11-21,70.591
2002-11-22,70.551
2002-11-25,70.522
2002-11-26,69.251
2002-11-27,70.731
2002-11-28,71.156
2002-11-29,71.013
2002-12-02,70.893
2002-12-03,69.934
2002-12-04,69.551
2002-12-05,68.795
2002-12-06,69.115
2002-12-09,67.812
2002-12-10,68.403
2002-12-11,68.588
2002-12-12,68.364
2002-12-13,67.716
2002-12-16,69.001
2002-12-17,68.655
2002-12-18,67.593
2002-12-19,67.3
2002-12-20,68.002
2002-12-23,68.152
2002-12-24,68.051
2002-12-25,68.03
2002-12-26,68.027
2002-12-27,66.971
2002-12-30,67.373
2002-12-31,67.605
2003-01-01,67.606
2003-01-02,69.2
2003-01-03,69.464
2003-01-06,70.766
2003-01-07,70.144
2003-01-08,69.132
2003-01-09,70.174
2003-01-10,70.371
2003-01-13,70.429
2003-01-14,70.925
2003-01-15,70.161
2003-01-16,69.95
2003-01-17,69.082
2003-01-20,68.747
2003-01-21,67.993
2003-01-22,67.247
2003-01-23,67.75
2003-01-24,66.494
2003-01-27,65.074
2003-01-28,65.512
2003-01-29,65.803
2003-01-30,65.197
2003-01-31,65.615
2003-02-03,66.21
2003-02-04,65.385
2003-02-05,65.451
2003-02-06,64.745
2003-02-07,64.15
2003-02-10,64.176
2003-02-11,64.189
2003-02-12,63.558
2003-02-13,63.495
2003-02-14,64.466
2003-02-17,64.849
2003-02-18,65.675
2003-02-19,65.11
2003-02-20,64.782
2003-02-21,65.317
2003-02-24,64.478
2003-02-25,63.983
2003-02-26,63.496
2003-02-27,63.941
2003-02-28,64.438
2003-03-03,64.46
2003-03-04,63.596
2003-03-05,63.852
2003-03-06,63.285
2003-03-07,63.186
2003-03-10,61.79
2003-03-11,61.356
2003-03-12,60.941
2003-03-13,62.736
2003-03-14,63.425
2003-03-17,65.012
2003-03-18,65.298
2003-03-19,65.807
2003-03-20,66.012
2003-03-21,67.264
2003-03-24,65.505
2003-03-25,66.07
2003-03-26,65.971
2003-03-27,65.676
2003-03-28,65.385
2003-03-31,64.16
2003-04-01,64.835
2003-04-02,66.241
2003-04-03,66.122
2003-04-04,66.425
2003-04-07,67.144
2003-04-08,66.807
2003-04-09,66.224
2003-04-10,66.329
2003-04-11,66.125
2003-04-14,67.04
2003-04-15,67.736
2003-04-16,67.247
2003-04-17,68.084
2003-04-18,68.119
2003-04-21,67.945
2003-04-22,69.011
2003-04-23,69.589
2003-04-24,69.11
2003-04-25,68.178
2003-04-28,69.216
2003-04-29,69.401
2003-04-30,69.847
2003-05-01,69.989
2003-05-02,70.638
2003-05-05,70.802
2003-05-06,71.684
2003-05-07,71.381
2003-05-08,70.617
2003-05-09,71.465
2003-05-12,72.208
2003-05-13,72.1
2003-05-14,72.07
2003-05-15,72.492
2003-05-16,72.593
2003-05-19,71.089
2003-05-20,71.077
2003-05-21,71.096
2003-05-22,71.776
2003-05-23,72.048
2003-05-26,72.154
2003-05-27,72.962
2003-05-28,73.252
2003-05-29,73.432
2003-05-30,73.863
2003-06-02,74.556
2003-06-03,74.575
2003-06-04,75.442
2003-06-05,75.95
2003-06-06,76.103
2003-06-09,75.482
2003-06-10,75.802
2003-06-11,76.874
2003-06-12,77.084
2003-06-13,76.529
2003-06-16,77.854
2003-06-17,78.239
2003-06-18,78.069
2003-06-19,77.081
2003-06-20,77.154
2003-06-23,76.03
2003-06-24,75.759
2003-06-25,75.676
2003-06-26,75.801
2003-06-27,75.51
2003-06-30,75.246
2003-07-01,75.572
2003-07-02,76.607
2003-07-03,76.584
2003-07-04,76.419
2003-07-07,77.653
2003-07-08,77.732
2003-07-09,77.404
2003-07-10,76.567
2003-07-11,76.942
2003-07-14,77.664
2003-07-15,77.24
2003-07-16,76.723
2003-07-17,75.724
2003-07-18,76.278
2003-07-21,75.682
2003-07-22,76.174
2003-07-23,76.471
2003-07-24,76.668
2003-07-25,77.417
2003-07-28,77.606
2003-07-29,77.206
2003-07-30,76.789
2003-07-31,76.892
2003-08-01,76.32
2003-08-04,76.32
2003-08-05,75.647
2003-08-06,75.381
2003-08-07,75.868
2003-08-08,76.109
2003-08-11,76.507
2003-08-12,77.045
2003-08-13,77.012
2003-08-14,77.626
2003-08-15,77.684
2003-08-18,78.213
2003-08-19,78.339
2003-08-20,78.414
2003-08-21,78.571
2003-08-22,78.018
2003-08-25,77.903
2003-08-26,77.776
2003-08-27,77.954
2003-08-28,78.311
2003-08-29,78.69
2003-09-01,79.165
2003-09-02,79.659
2003-09-03,80.226
2003-09-04,80.367
2003-09-05,80.254
2003-09-08,80.993
2003-09-09,80.667
2003-09-10,79.849
2003-09-11,79.975
2003-09-12,80.278
2003-09-15,80.133
2003-09-16,81.014
2003-09-17,81.154
2003-09-18,82.046
2003-09-19,81.9
2003-09-22,81.055
2003-09-23,81.313
2003-09-24,80.514
2003-09-25,79.947
2003-09-26,79.368
2003-09-29,79.766
2003-09-30,79.168
2003-10-01,80.77
2003-10-02,81.234
2003-10-03,82.173
2003-10-06,82.422
2003-10-07,82.84
2003-10-08,82.526
2003-10-09,83.11
2003-10-10,83.358
2003-10-13,83.822
2003-10-14,84.035
2003-10-15,83.95
2003-10-16,84.303
2003-10-17,83.651
2003-10-20,83.97
2003-10-21,84.124
2003-10-22,83.158
2003-10-23,82.545
2003-10-24,82.465
2003-10-27,82.791
2003-10-28,83.724
2003-10-29,84.026
2003-10-30,84.11
2003-10-31,83.948
2003-11-03,84.353
2003-11-04,84.404
2003-11-05,84.151
2003-11-06,84.155
2003-11-07,84.426
2003-11-10,84.033
2003-11-11,83.617
2003-11-12,84.494
2003-11-13,84.916
2003-11-14,84.697
2003-11-17,83.623
2003-11-18,83.511
2003-11-19,83.532
2003-11-20,83.231
2003-11-21,83.411
2003-11-24,84.184
2003-11-25,84.449
2003-11-26,85.05
2003-11-27,85.129
2003-11-28,85.205
2003-12-01,86.303
2003-12-02,86.407
2003-12-03,86.526
2003-12-04,86.649
2003-12-05,86.266
2003-12-08,86.5
2003-12-09,86.274
2003-12-10,85.903
2003-12-11,86.451
2003-12-12,86.957
2003-12-15,87.045
2003-12-16,87.108
2003-12-17,87.156
2003-12-18,87.963
2003-12-19,88.095
2003-12-22,88.45
2003-12-23,88.739
2003-12-24,88.826
2003-12-25,88.832
2003-12-26,88.972
2003-12-29,89.837
2003-12-30,90.231
2003-12-31,90.582
2004-01-01,90.585
2004-01-02,90.808
2004-01-05,92.071
2004-01-06,92.264
2004-01-07,92.077
2004-01-08,92.71
2004-01-09,92.547
2004-01-12,92.645
2004-01-13,92.367
2004-01-14,92.761
2004-01-15,92.463
2004-01-16,92.711
2004-01-19,92.84
2004-01-20,93.237
2004-01-21,93.854
2004-01-22,93.956
2004-01-23,93.814
2004-01-26,94.012
2004-01-27,93.675
2004-01-28,92.968
2004-01-29,92.263
2004-01-30,92.112
2004-02-02,92.39
2004-02-03,92.573
2004-02-04,91.78
2004-02-05,92.011
2004-02-06,93.144
2004-02-09,93.377
2004-02-10,93.703
2004-02-11,94.288
2004-02-12,94.489
2004-02-13,94.208
2004-02-16,94.293
2004-02-17,95.205
2004-02-18,94.932
2004-02-19,94.635
2004-02-20,93.898
2004-02-23,93.852
2004-02-24,93.598
2004-02-25,93.604
2004-02-26,93.506
2004-02-27,93.779
2004-03-01,94.891
2004-03-02,94.401
2004-03-03,93.912
2004-03-04,94.344
2004-03-05,95.041
2004-03-08,94.473
2004-03-09,94.104
2004-03-10,92.691
2004-03-11,91.136
2004-03-12,91.52
2004-03-15,90.513
2004-03-16,91.318
2004-03-17,92.224
2004-03-18,92.376
2004-03-19,91.823
2004-03-22,90.603
2004-03-23,90.453
2004-03-24,90.228
2004-03-25,91.376
2004-03-26,91.456
2004-03-29,92.593
2004-03-30,92.904
2004-03-31,93.243
2004-04-01,94.058
2004-04-02,94.488
2004-04-05,94.833
2004-04-06,94.749
2004-04-07,94.7
2004-04-08,94.597
2004-04-09,94.445
2004-04-12,94.805
2004-04-13,93.862
2004-04-14,93.108
2004-04-15,92.932
2004-04-16,93.6
2004-04-19,93.623
2004-04-20,92.946
2004-04-21,92.684
2004-04-22,93.455
2004-04-23,93.678
2004-04-26,93.651
2004-04-27,93.666
2004-04-28,92.289
2004-04-29,91.729
2004-04-30,91.053
2004-05-03,91.569
2004-05-04,92.263
2004-05-05,92.656
2004-05-06,91.568
2004-05-07,90.14
2004-05-10,87.978
2004-05-11,88.604
2004-05-12,88.979
2004-05-13,88.706
2004-05-14,88.446
2004-05-17,87.493
2004-05-18,88.146
2004-05-19,89.183
2004-05-20,88.671
2004-05-21,89.37
2004-05-24,89.55
2004-05-25,90.412
2004-05-26,90.888
2004-05-27,91.877
2004-05-28,91.722
2004-05-31,91.76
2004-06-01,91.684
2004-06-02,91.97
2004-06-03,91.285
2004-06-04,91.78
2004-06-07,93.434
2004-06-08,93.524
2004-06-09,92.568
2004-06-10,92.875
2004-06-11,92.506
2004-06-14,91.625
2004-06-15,92.163
2004-06-16,92.508
2004-06-17,92.61
2004-06-18,92.891
2004-06-21,92.775
2004-06-22,92.618
2004-06-23,93.175
2004-06-24,93.694
2004-06-25,93.308
2004-06-28,93.624
2004-06-29,93.403
2004-06-30,93.576
2004-07-01,93.086
2004-07-02,92.915
2004-07-05,92.661
2004-07-06,92.105
2004-07-07,92.423
2004-07-08,92.056
2004-07-09,92.337
2004-07-12,92.435
2004-07-13,92.291
2004-07-14,92.058
2004-07-15,91.492
2004-07-16,91.624
2004-07-19,91.516
2004-07-20,91.642
2004-07-21,90.876
2004-07-22,90.622
2004-07-23,89.678
2004-07-26,89.324
2004-07-27,89.644
2004-07-28,89.765
2004-07-29,90.308
2004-07-30,90.581
2004-08-02,90.778
2004-08-03,90.636
2004-08-04,90.208
2004-08-05,89.472
2004-08-06,88.648
2004-08-09,88.405
2004-08-10,89.275
2004-08-11,88.795
2004-08-12,88.188
2004-08-13,88.339
2004-08-16,89.119
2004-08-17,89.355
2004-08-18,89.988
2004-08-19,90.259
2004-08-20,90.499
2004-08-23,90.465
2004-08-24,90.299
2004-08-25,90.792
2004-08-26,91.067
2004-08-27,91.359
2004-08-30,90.899
2004-08-31,91.133
2004-09-01,91.582
2004-09-02,92.207
2004-09-03,91.735
2004-09-06,92.077
2004-09-07,92.513
2004-09-08,92.399
2004-09-09,92.299
2004-09-10,92.951
2004-09-13,93.271
2004-09-14,93.5
2004-09-15,92.611
2004-09-16,92.924
2004-09-17,93.252
2004-09-20,92.94
2004-09-21,93.68
2004-09-22,92.745
2004-09-23,92.486
2004-09-24,92.421
2004-09-27,91.925
2004-09-28,92.366
2004-09-29,92.747
2004-09-30,93.025
2004-10-01,94.358
2004-10-04,94.737
2004-10-05,94.863
2004-10-06,95.246
2004-10-07,94.665
2004-10-08,94.604
2004-10-11,94.636
2004-10-12,93.901
2004-10-13,93.423
2004-10-14,93.002
2004-10-15,93.376
2004-10-18,93.573
2004-10-19,93.506
2004-10-20,93.343
2004-10-21,93.673
2004-10-22,93.286
2004-10-25,93.018
2004-10-26,93.829
2004-10-27,94.866
2004-10-28,95.276
2004-10-29,95.299
2004-11-01,95.562
2004-11-02,95.875
2004-11-03,96.926
2004-11-04,97.92
2004-11-05,98.505
2004-11-08,98.41
2004-11-09,98.26
2004-11-10,98.233
2004-11-11,98.879
2004-11-12,99.838
2004-11-15,100.032
2004-11-16,99.579
2004-11-17,100.409
2004-11-18,100.319
2004-11-19,99.801
2004-11-22,99.7
2004-11-23,99.858
2004-11-24,100.364
2004-11-25,100.882
2004-11-26,100.888
2004-11-29,100.901
2004-11-30,100.493
2004-12-01,101.543
2004-12-02,101.708
2004-12-03,101.977
2004-12-06,101.856
2004-12-07,101.198
2004-12-08,100.742
2004-12-09,100.604
2004-12-10,100.452
2004-12-13,101.466
2004-12-14,101.804
2004-12-15,102.507
2004-12-16,102.162
2004-12-17,101.584
2004-12-20,102.21
2004-12-21,102.571
2004-12-22,103.048
2004-12-23,103.426
2004-12-24,103.723
2004-12-27,103.726
2004-12-28,104.151
2004-12-29,104.02
2004-12-30,104.401
2004-12-31,104.381
2005-01-03,103.726
2005-01-04,102.562
2005-01-05,101.933
2005-01-06,101.858
2005-01-07,101.681
2005-01-10,102.052
2005-01-11,101.819
2005-01-12,102.234
2005-01-13,101.662
2005-01-14,101.885
2005-01-17,102.099
2005-01-18,102.342
2005-01-19,101.934
2005-01-20,101.006
2005-01-21,100.784
2005-01-24,100.817
2005-01-25,100.846
2005-01-26,101.686
2005-01-27,101.699
2005-01-28,101.341
2005-01-31,102.167
2005-02-01,102.642
2005-02-02,103.063
2005-02-03,102.625
2005-02-04,103.595
2005-02-07,103.468
2005-02-08,103.272
2005-02-09,102.903
2005-02-10,103.492
2005-02-11,104.138
2005-02-14,104.67
2005-02-15,105.004
2005-02-16,104.798
2005-02-17,104.635
2005-02-18,104.801
2005-02-21,104.831
2005-02-22,104.327
2005-02-23,104.155
2005-02-24,104.628
2005-02-25,105.669
2005-02-28,105.707
2005-03-01,105.969
2005-03-02,105.756
2005-03-03,105.85
2005-03-04,107.047
2005-03-07,107.063
2005-03-08,107.121
2005-03-09,106.521
2005-03-10,106.278
2005-03-11,106.174
2005-03-14,106.032
2005-03-15,105.698
2005-03-16,105.235
2005-03-17,105.108
2005-03-18,104.969
2005-03-21,104.323
2005-03-22,103.904
2005-03-23,102.975
2005-03-24,102.875
2005-03-25,102.945
2005-03-28,102.845
2005-03-29,102.314
2005-03-30,103.048
2005-03-31,103.378
2005-04-01,103.204
2005-04-04,102.67
2005-04-05,103.249
2005-04-06,103.586
2005-04-07,104.204
2005-04-08,103.711
2005-04-11,103.869
2005-04-12,103.732
2005-04-13,103.359
2005-04-14,102.235
2005-04-15,101.014
2005-04-18,100.348
2005-04-19,101.228
2005-04-20,100.581
2005-04-21,101.566
2005-04-22,101.608
2005-04-25,102.002
2005-04-26,101.371
2005-04-27,101.115
2005-04-28,100.338
2005-04-29,101.097
2005-05-02,101.313
2005-05-03,101.482
2005-05-04,102.662
2005-05-05,102.74
2005-05-06,102.796
2005-05-09,102.907
2005-05-10,102.224
2005-05-11,102.128
2005-05-12,101.388
2005-05-13,100.841
2005-05-16,101.031
2005-05-17,101.379
2005-05-18,102.333
2005-05-19,102.941
2005-05-20,102.633
2005-05-23,103.21
2005-05-24,103.275
2005-05-25,102.949
2005-05-26,103.308
2005-05-27,103.59
2005-05-30,103.727
2005-05-31,102.985
2005-06-01,103.697
2005-06-02,103.919
2005-06-03,103.622
2005-06-06,103.698
2005-06-07,103.956
2005-06-08,104.024
2005-06-09,103.768
2005-06-10,103.723
2005-06-13,103.675
2005-06-14,103.923
2005-06-15,104.255
2005-06-16,104.682
2005-06-17,105.551
2005-06-20,105.243
2005-06-21,105.311
2005-06-22,105.446
2005-06-23,104.764
2005-06-24,104.109
2005-06-27,103.868
2005-06-28,104.466
2005-06-29,104.447
2005-06-30,104.026
2005-07-01,103.987
2005-07-04,103.935
2005-07-05,104.291
2005-07-06,104.163
2005-07-07,103.722
2005-07-08,104.722
2005-07-11,105.819
2005-07-12,106.367
2005-07-13,106.199
2005-07-14,106.593
2005-07-15,106.395
2005-07-18,106.152
2005-07-19,106.406
2005-07-20,106.693
2005-07-21,106.974
2005-07-22,107.267
2005-07-25,106.977
2005-07-26,106.849
2005-07-27,107.355
2005-07-28,108.008
2005-07-29,107.873
2005-08-01,108.258
2005-08-02,109.114
2005-08-03,109.496
2005-08-04,108.948
2005-08-05,108.036
2005-08-08,108.217
2005-08-09,108.778
2005-08-10,109.511
2005-08-11,110.244
2005-08-12,109.902
2005-08-15,109.846
2005-08-16,109.042
2005-08-17,108.841
2005-08-18,108.078
2005-08-19,108.295
2005-08-22,109.046
2005-08-23,108.564
2005-08-24,108.146
2005-08-25,108.157
2005-08-26,107.786
2005-08-29,107.749
2005-08-30,107.471
2005-08-31,108.692
2005-09-01,109.794
2005-09-02,109.966
2005-09-05,110.197
2005-09-06,110.98
2005-09-07,111.167
2005-09-08,110.757
2005-09-09,111.654
2005-09-12,111.443
2005-09-13,110.733
2005-09-14,110.847
2005-09-15,110.76
2005-09-16,111.362
2005-09-19,111.053
2005-09-20,110.984
2005-09-21,110.431
2005-09-22,110.138
2005-09-23,109.979
2005-09-26,110.631
2005-09-27,110.355
2005-09-28,110.92
2005-09-29,111.687
2005-09-30,111.963
2005-10-03,111.663
2005-10-04,111.324
2005-10-05,109.879
2005-10-06,109.099
2005-10-07,109.133
2005-10-10,108.695
2005-10-11,108.786
2005-10-12,108.158
2005-10-13,107.256
2005-10-14,108.068
2005-10-17,108.09
2005-10-18,107.01
2005-10-19,107.184
2005-10-20,106.528
2005-10-21,106.617
2005-10-24,107.764
2005-10-25,108.107
2005-10-26,107.981
2005-10-27,107.257
2005-10-28,107.857
2005-10-31,108.947
2005-11-01,109.127
2005-11-02,110.179
2005-11-03,110.842
2005-11-04,110.339
2005-11-07,110.538
2005-11-08,110.331
2005-11-09,110.313
