Date,ACWI Standard (Large+Mid Cap)
1999-04-30,377.429
1999-05-31,364.092
1999-06-30,382.219
1999-07-30,380.657
1999-08-31,380.2
1999-09-30,376.101
1999-10-29,395.149
1999-11-30,407.427
1999-12-31,441.369
2000-01-31,417.56
2000-02-29,418.978
2000-03-31,446.521
2000-04-28,426.492
2000-05-31,415.424
2000-06-30,429.505
2000-07-31,416.89
2000-08-31,429.85
2000-09-29,406.241
2000-10-31,398.293
2000-11-30,373.618
2000-12-29,379.859
2001-01-31,389.463
2001-02-28,356.694
2001-03-30,332.683
2001-04-30,356.915
2001-05-31,352.936
2001-06-29,342.123
2001-07-31,336.731
2001-08-31,321.256
2001-09-28,291.911
2001-10-31,298.114
2001-11-30,316.448
2001-12-31,319.414
2002-01-31,310.662
2002-02-28,308.38
2002-03-29,322.306
2002-04-30,312.098
2002-05-31,312.539
2002-06-28,293.466
2002-07-31,268.855
2002-08-30,269.55
2002-09-30,239.985
2002-10-31,257.657
2002-11-29,271.751
2002-12-31,258.795
2003-01-31,251.242
2003-02-28,246.839
2003-03-31,245.906
2003-04-30,267.866
2003-05-30,283.454
2003-06-30,288.898
2003-07-31,295.309
2003-08-29,302.319
2003-09-30,304.25
2003-10-31,322.707
2003-11-28,327.651
2003-12-31,348.427
2004-01-30,354.398
2004-02-27,360.938
2004-03-31,359.016
2004-04-30,350.775
2004-05-31,353.734
2004-06-30,360.883
2004-07-30,349.435
2004-08-31,351.704
2004-09-30,359.114
2004-10-29,367.976
2004-11-30,388.189
2004-12-31,403.32
2005-01-31,394.851
2005-02-28,408.714
2005-03-31,399.872
2005-04-29,391.319
2005-05-31,398.919
2005-06-30,403.128
2005-07-29,418.142
2005-08-31,421.512
2005-09-30,434.312
2005-10-31,422.695
2005-11-30,438.304
2005-12-30,449.192
2006-01-31,471.404
2006-02-28,470.903
2006-03-31,481.011
2006-04-28,497.265
2006-05-31,478.081
2006-06-30,478.069
2006-07-31,481.45
2006-08-31,494.175
2006-09-29,500.069
2006-10-31,518.923
2006-11-30,533.849
2006-12-29,545.897
2007-01-31,551.446
2007-02-28,548.758
2007-03-30,559.995
2007-04-30,585.165
2007-05-31,603.106
2007-06-29,601.549
2007-07-31,592.502
2007-08-31,591.114
2007-09-28,623.033
2007-10-31,647.465
2007-11-30,619.103
2007-12-31,612.413
2008-01-31,562.395
2008-02-29,564.249
2008-03-31,556.222
2008-04-30,587.659
2008-05-30,597.511
2008-06-30,548.646
2008-07-31,534.571
2008-08-29,523.283
2008-09-30,458.091
2008-10-31,367.432
2008-11-28,343.526
2008-12-31,356.146
2009-01-30,325.827
2009-02-27,294.126
2009-03-31,318.515
2009-04-30,356.406
2009-05-29,392.341
2009-06-30,390.299
2009-07-31,424.793
2009-08-31,440.163
2009-09-30,460.498
2009-10-30,453.475
2009-11-30,472.328
2009-12-31,482.248
2010-01-29,461.501
2010-02-26,467.551
2010-03-31,497.86
2010-04-30,498.957
2010-05-31,452.092
2010-06-30,438.323
2010-07-30,474.128
2010-08-31,457.742
2010-09-30,501.694
2010-10-29,519.928
2010-11-30,508.574
2010-12-31,545.967
2011-01-31,554.659
2011-02-28,571.038
2011-03-31,570.705
2011-04-29,594.383
2011-05-31,582.162
2011-06-30,573.215
2011-07-29,564.067
2011-08-31,523.094
2011-09-30,473.898
2011-10-31,524.799
2011-11-30,509.351
2011-12-30,508.497
2012-01-31,538.206
2012-02-29,565.556
2012-03-30,569.589
2012-04-30,563.444
2012-05-31,513.431
2012-06-29,539.044
2012-07-31,546.601
2012-08-31,558.76
2012-09-28,576.593
2012-10-31,572.898
2012-11-30,580.501
2012-12-31,593.931
2013-01-31,621.463
2013-02-28,621.648
2013-03-29,633.311
2013-04-30,651.829
2013-05-31,650.589
2013-06-28,631.838
2013-07-31,662.288
2013-08-30,648.768
2013-09-30,682.529
2013-10-31,710.114
2013-11-29,720.471
2013-12-31,733.149
2014-01-31,703.986
2014-02-28,738.346
2014-03-31,742.022
2014-04-30,749.478
2014-05-30,766.069
2014-06-30,780.825
2014-07-31,771.591
2014-08-29,788.952
2014-09-30,763.672
2014-10-31,769.223
2014-11-28,782.419
2014-12-31,767.647
2015-01-30,755.817
2015-02-27,798.24
2015-03-31,786.348
2015-04-30,809.55
2015-05-29,809.123
2015-06-30,790.433
2015-07-31,797.585
2015-08-31,743.233
2015-09-30,716.636
2015-10-30,773.071
2015-11-30,767.031
2015-12-31,753.521
2016-01-29,708.253
2016-02-29,703.775
2016-03-31,756.416
2016-04-29,768.028
2016-05-31,769.647
2016-06-30,765.393
2016-07-29,798.609
2016-08-31,801.684
2016-09-30,806.945
2016-10-31,793.442
2016-11-30,799.861
2016-12-30,817.457
2017-01-31,839.984
2017-02-28,863.922
2017-03-31,875.067
2017-04-28,889.109
2017-05-31,909.529
2017-06-30,914.042
2017-07-31,939.919
2017-08-31,943.98
2017-09-29,962.57
2017-10-31,982.78
2017-11-30,1002.254
2017-12-29,1018.75
2018-01-31,1076.436
2018-02-28,1031.645
2018-03-30,1010.179
2018-04-30,1020.396
2018-05-31,1022.55
2018-06-29,1017.42
2018-07-31,1048.433
2018-08-31,1057.14
2018-09-28,1062.174
2018-10-31,982.809
2018-11-30,997.649
2018-12-31,927.784
2019-01-31,1001.327
2019-02-28,1028.564
2019-03-29,1042.139
2019-04-30,1077.879
2019-05-31,1014.838
2019-06-28,1081.763
2019-07-31,1085.305
2019-08-30,1060.055
2019-09-30,1082.847
2019-10-31,1112.762
2019-11-29,1140.402
2019-12-31,1181.036
2020-01-31,1168.287
2020-02-28,1074.377
2020-03-31,929.983
2020-04-30,1030.078
2020-05-29,1075.501
2020-06-30,1110.334
2020-07-31,1169.501
2020-08-31,1241.522
2020-09-30,1201.951
2020-10-30,1173.026
2020-11-30,1318.051
2020-12-31,1379.732
2021-01-29,1373.79
2021-02-26,1406.021
2021-03-31,1444.322
2021-04-30,1508.068
2021-05-31,1532.348
2021-06-30,1553.045
2021-07-30,1564.196
2021-08-31,1603.834
2021-09-30,1538.267
2021-10-29,1617.18
2021-11-30,1578.729
2021-12-31,1642.385
2022-01-31,1562.03
2022-02-28,1522.155
2022-03-31,1556.022
2022-04-29,1432.057
2022-05-31,1434.751
2022-06-30,1314.398
2022-07-29,1406.65
2022-08-31,1355.413
2022-09-30,1226.229
2022-10-31,1300.542
2022-11-30,1402.013
2022-12-30,1347.4
2023-01-31,1444.316
2023-02-28,1403.429
2023-03-31,1447.675
2023-04-28,1469.17
2023-05-31,1454.482
2023-06-30,1539.573
2023-07-31,1596.392
2023-08-31,1552.417
2023-09-29,1488.774
2023-10-31,1444.344
2023-11-30,1578.339
2023-12-29,1654.705
2024-01-31,1664.763
2024-02-29,1736.815
2024-03-29,1792.307
2024-04-30,1733.939
2024-05-31,1805.457
2024-06-28,1846.32
2024-07-31,1876.606
2024-08-30,1924.907
2024-09-30,1970.353
2024-10-31,1926.776
2024-11-29,1999.475
2024-12-31,1952.804
2025-01-31,2018.787
2025-02-28,2007.191
2025-03-31,1928.98
2025-04-30,1947.837
2025-05-30,2061.073
2025-06-30,2154.502
2025-07-31,2184.266
