Date,BELGIUM IMI VALUE IMI (Large+Mid+Small Cap)
2020-07-31,731.15
2020-08-31,773.837
2020-09-30,734.313
2020-10-30,695.599
2020-11-30,885.266
2020-12-31,918.149
2021-01-29,879.836
2021-02-26,867.203
2021-03-31,907.105
2021-04-30,972.688
2021-11-30,933.934
2021-12-31,999.16
2022-01-31,967.704
2022-02-28,943.887
2022-03-31,948.812
2022-04-29,902.078
2022-05-31,886.49
2022-06-30,820.296
2022-07-29,811.588
2022-08-31,752.59
2022-09-30,699.403
2022-10-31,743.198
2022-11-30,813.313
2022-12-30,855.117
2023-01-31,913.559
2023-02-28,908.847
2023-03-31,915.537
2023-04-28,935.437
2023-05-31,845.561
2023-06-30,871.54
2023-07-31,927.317
2023-08-31,869.064
2023-09-29,820.791
2023-10-31,774.325
2023-11-30,855.586
2023-12-29,930.24
2024-01-31,888.341
2024-02-29,868.361
2024-03-29,904.416
2024-04-30,908.587
2024-05-31,947.868
2024-06-28,887.226
2024-07-31,923.138
2024-08-30,939.16
2024-09-30,977.733
2024-10-31,890.936
2024-11-29,853.502
2024-12-31,830.84
2025-01-31,847.668
2025-02-28,919.549
2025-03-31,964.379
2025-04-30,1031.297
2025-05-30,1108.816
2021-05-31,1038.105
2021-06-30,1009.931
2021-07-30,994.05
2021-08-31,997.643
2021-09-30,958.504
2021-10-29,997.03
