Date,BELGIUM IMI VALUE IMI (Large+Mid+Small Cap)
2008-12-31,273.887
2009-01-30,260.521
2009-02-27,222.908
2009-03-31,246.898
2009-04-30,285.375
2009-05-29,329.587
2009-06-30,318.116
2009-07-31,346.894
2009-08-31,389.818
2009-09-30,421.966
2009-10-30,403.261
2009-11-30,411.993
2009-12-31,401.778
2010-01-29,394.924
2010-02-26,389.569
2010-03-31,407.195
2010-04-30,388.388
2010-05-31,343.586
2010-06-30,330.858
2010-07-30,371.551
2010-08-31,349.863
2010-09-30,393.545
2010-10-29,405.697
2010-11-30,354.528
2010-12-31,375.221
2011-01-31,402.319
2011-02-28,417.903
2011-03-31,422.872
2011-04-29,463.193
2011-05-31,447.676
2011-06-30,438.002
2011-07-29,408.018
2011-08-31,372.698
2011-09-30,320.146
2011-10-31,335.59
2011-11-30,299.079
2011-12-30,286.29
2012-01-31,313.147
2012-02-29,334.86
2012-03-30,337.24
2012-04-30,316.518
2012-05-31,276.52
2012-06-29,296.371
2012-07-31,296.096
2012-08-31,309.963
2012-09-28,327.709
2012-10-31,330.782
2012-11-30,346.369
2012-12-31,368.63
2013-01-31,401.092
2013-02-28,386.867
2013-03-29,377.078
2013-04-30,404.149
2013-05-31,406.962
2013-06-28,391.46
2013-07-31,421.612
2013-08-30,413.179
2013-09-30,437.049
2013-10-31,454.265
2013-11-29,450.766
2013-12-31,460.839
2014-01-31,463.976
2014-02-28,498.017
2014-03-31,497.702
2014-04-30,500.477
2014-05-30,501.342
2014-06-30,491.68
2014-07-31,475.441
2014-08-29,478.102
2014-09-30,460.387
2014-10-31,462.541
2014-11-28,480.853
2014-12-31,469.497
2015-01-30,473.66
2015-02-27,496.792
2015-03-31,479.196
2015-04-30,489.648
2015-05-29,492.207
2015-06-30,482.9
2015-07-31,508.2
2015-08-31,483.827
2015-09-30,475.643
2015-10-30,505.514
2015-11-30,498.531
2015-12-31,514.851
2016-01-29,478.769
2016-02-29,468.998
2016-03-31,495.727
2016-04-29,509.256
2016-05-31,521.663
2016-06-30,483.106
2016-07-29,507.802
2016-08-31,527.233
2016-09-30,539.146
2016-10-31,535.23
2016-11-30,524.086
2016-12-30,542.918
2017-01-31,555.308
2017-02-28,542.785
2017-03-31,573.781
2017-04-28,599.417
2017-05-31,631.313
2017-06-30,628.985
2017-07-31,668.301
2017-08-31,673.278
2017-09-29,691.163
2017-10-31,682.478
2017-11-30,679.782
2017-12-29,687.962
2018-01-31,746.587
2018-02-28,724.511
2018-03-30,695.07
2018-04-30,701.83
2018-05-31,664.34
2018-06-29,649.991
2018-07-31,672.222
2018-08-31,649.701
2018-09-28,653.845
2018-10-31,613.177
2018-11-30,623.191
2018-12-31,589.886
2019-01-31,620.466
2019-02-28,640.566
2019-03-29,640.602
2019-04-30,667.313
2019-05-31,634.401
2019-06-28,660.237
2019-07-31,662.368
2019-08-30,645.655
2019-09-30,675.359
2019-10-31,711.535
2019-11-29,734.016
2019-12-31,751.699
2020-01-31,721.853
2020-02-28,644.93
2020-03-31,544.328
2020-04-30,571.207
2020-05-29,578.93
2020-06-30,603.931
2020-07-31,637.557
2020-08-31,674.628
2020-09-30,640.159
2020-10-30,606.217
2020-11-30,770.411
2020-12-31,798.638
2021-01-29,765.08
2021-02-26,754.071
2021-03-31,788.767
2021-04-30,845.562
2021-05-31,899.456
2021-06-30,874.067
2021-07-30,860.238
2021-08-31,863.239
2021-09-30,829.373
2021-10-29,862.538
2021-11-30,806.679
2021-12-31,862.504
2022-01-31,835.159
2022-02-28,814.604
2022-03-31,818.854
2022-04-29,778.193
2022-05-31,759.087
2022-06-30,700.577
2022-07-29,693.009
2022-08-31,642.631
2022-09-30,597.012
2022-10-31,633.799
2022-11-30,692.953
2022-12-30,728.403
2023-01-31,777.932
2023-02-28,773.919
2023-03-31,779.616
2023-04-28,795.657
2023-05-31,714.163
2023-06-30,735.575
2023-07-31,782.637
2023-08-31,733.295
2023-09-29,692.407
2023-10-31,652.416
2023-11-30,719.826
2023-12-29,782.142
2024-01-31,746.522
2024-02-29,729.732
2024-03-29,760.031
2024-04-30,761.985
2024-05-31,788.647
2024-06-28,736.56
2024-07-31,766.374
2024-08-30,779.485
2024-09-30,811.433
2024-10-31,739.399
2024-11-29,707.542
2024-12-31,688.022
2025-01-31,701.675
2025-02-28,761.176
2025-03-31,798.136
2025-04-30,853.304
2025-05-30,910.187
2025-06-30,934.035
2025-07-31,902.132
2025-08-29,956.344
2025-09-30,942.982
2025-10-31,944.24
2025-11-28,968.747
2025-12-31,1002.628
