Date,BELGIUM IMI VALUE IMI (Large+Mid+Small Cap)
2002-05-16,355.062
2002-05-17,356.412
2002-05-20,354.897
2002-05-21,354.106
2002-05-22,354.893
2002-05-23,355.797
2002-05-24,346.85
2002-05-27,345.915
2002-05-28,349.065
2002-05-29,356.401
2002-05-30,355.777
2002-05-31,354.641
2002-06-03,352.864
2002-06-04,346.654
2002-06-05,341.455
2002-06-06,347.854
2002-06-07,348.032
2002-06-10,347.294
2002-06-11,347.477
2002-06-12,338.588
2002-06-13,329.092
2002-06-14,324.528
2002-06-17,336.165
2002-06-18,335.425
2002-06-19,333.19
2002-06-20,327.504
2002-06-21,330.485
2002-06-24,324.199
2002-06-25,330.735
2002-06-26,334.721
2002-06-27,335.92
2002-06-28,348.913
2002-07-01,347.59
2002-07-02,336.321
2002-07-03,325.057
2002-07-04,333.1
2002-07-05,344.592
2002-07-08,348.974
2002-07-09,347.85
2002-07-10,331.319
2002-07-11,315.579
2002-07-12,317.942
2002-07-15,312.374
2002-07-16,309.289
2002-07-17,314.59
2002-07-18,320.978
2002-07-19,308.13
2002-07-22,288.563
2002-07-23,272.412
2002-07-24,268.327
2002-07-25,285.246
2002-07-26,281.409
2002-07-29,297.091
2002-07-30,300.112
2002-07-31,299.023
2002-08-01,283.565
2002-08-02,279.856
2002-08-05,271.646
2002-08-06,273.305
2002-08-07,278.621
2002-08-08,287.473
2002-08-09,292.914
2002-08-12,290.728
2002-08-13,288.724
2002-08-14,284.976
2002-08-15,294.748
2002-08-16,296.092
2002-08-19,304.206
2002-08-20,297.916
2002-08-21,302.21
2002-08-22,311.748
2002-08-23,311.887
2002-08-26,309.156
2002-08-27,323.085
2002-08-28,309.34
2002-08-29,301.556
2002-08-30,303.959
2002-09-02,301.686
2002-09-03,295.545
2002-09-04,296.089
2002-09-05,291.355
2002-09-06,297.151
2002-09-09,292.08
2002-09-10,298.023
2002-09-11,305.382
2002-09-12,297.503
2002-09-13,289.728
2002-09-16,285.62
2002-09-17,282.361
2002-09-18,268.072
2002-09-19,264.488
2002-09-20,261.971
2002-09-23,250.93
2002-09-24,243.376
2002-09-25,250.529
2002-09-26,261.411
2002-09-27,258.376
2002-09-30,248.976
2002-10-01,252.835
2002-10-02,260.481
2002-10-03,256.346
2002-10-04,248.302
2002-10-07,247.08
2002-10-08,238.492
2002-10-09,237.273
2002-10-10,243.582
2002-10-11,260.012
2002-10-14,261.156
2002-10-15,277.024
2002-10-16,275.879
2002-10-17,278.02
2002-10-18,277.182
2002-10-21,276.976
2002-10-22,281.641
2002-10-23,271.362
2002-10-24,271.804
2002-10-25,269.435
2002-10-28,274.605
2002-10-29,266.78
2002-10-30,271.518
2002-10-31,275.999
2002-11-01,277.226
2002-11-04,285.717
2002-11-05,291.435
2002-11-06,287.608
2002-11-07,286.025
2002-11-08,283.254
2002-11-11,280.642
2002-11-12,278.948
2002-11-13,277.224
2002-11-14,285.703
2002-11-15,289.187
2002-11-18,292.658
2002-11-19,293.614
2002-11-20,291.648
2002-11-21,298.337
2002-11-22,293.867
2002-11-25,291.96
2002-11-26,283.558
2002-11-27,289.396
2002-11-28,289.922
2002-11-29,290.065
2002-12-02,289.734
2002-12-03,283.575
2002-12-04,279.29
2002-12-05,276.086
2002-12-06,282.488
2002-12-09,274.99
2002-12-10,279.367
2002-12-11,283.063
2002-12-12,281.371
2002-12-13,278.176
2002-12-16,285.443
2002-12-17,289.4
2002-12-18,284.698
2002-12-19,281.375
2002-12-20,282.599
2002-12-23,287.774
2002-12-24,289.515
2002-12-25,289.515
2002-12-26,290.245
2002-12-27,285.315
2002-12-30,288.782
2002-12-31,294.898
2003-01-01,294.898
2003-01-02,299.787
2003-01-03,296.658
2003-01-06,299.513
2003-01-07,295.974
2003-01-08,288.162
2003-01-09,292.956
2003-01-10,290.934
2003-01-13,295.024
2003-01-14,296.1
2003-01-15,297.098
2003-01-16,294.481
2003-01-17,291.069
2003-01-20,288.492
2003-01-21,285.076
2003-01-22,279.973
2003-01-23,280.79
2003-01-24,281.595
2003-01-27,273.398
2003-01-28,273.626
2003-01-29,271.425
2003-01-30,273.732
2003-01-31,280.009
2003-02-03,281.862
2003-02-04,277.971
2003-02-05,278.72
2003-02-06,272.883
2003-02-07,269.534
2003-02-10,264.624
2003-02-11,271.351
2003-02-12,266.652
2003-02-13,267.455
2003-02-14,271.523
2003-02-17,275.115
2003-02-18,278.051
2003-02-19,274.057
2003-02-20,272.613
2003-02-21,271.763
2003-02-24,262.269
2003-02-25,254.194
2003-02-26,247.443
2003-02-27,246.613
2003-02-28,253.505
2003-03-03,255.912
2003-03-04,251.305
2003-03-05,248.673
2003-03-06,244.259
2003-03-07,237.554
2003-03-10,229.992
2003-03-11,224.226
2003-03-12,218.503
2003-03-13,239.083
2003-03-14,254.2
2003-03-17,261.311
2003-03-18,251.62
2003-03-19,252.944
2003-03-20,253.223
2003-03-21,260.92
2003-03-24,251.351
2003-03-25,254.43
2003-03-26,256.428
2003-03-27,251.514
2003-03-28,252.042
2003-03-31,248.506
2003-04-01,249.87
2003-04-02,257.079
2003-04-03,261.364
2003-04-04,265.508
2003-04-07,275.538
2003-04-08,270.507
2003-04-09,272.353
2003-04-10,271.806
2003-04-11,271.971
2003-04-14,277.072
2003-04-15,285.373
2003-04-16,286.421
2003-04-17,287.564
2003-04-18,287.564
2003-04-21,286.324
2003-04-22,289.648
2003-04-23,293.85
2003-04-24,286.577
2003-04-25,283.447
2003-04-28,287.345
2003-04-29,287.108
2003-04-30,292.493
2003-05-01,295.18
2003-05-02,292.974
2003-05-05,298.796
2003-05-06,305.589
2003-05-07,307.642
2003-05-08,304.358
2003-05-09,309.48
2003-05-12,312.95
2003-05-13,310.36
2003-05-14,312.081
2003-05-15,311.959
2003-05-16,318.013
2003-05-19,309.658
2003-05-20,313.524
2003-05-21,309.114
2003-05-22,312.802
2003-05-23,315.592
2003-05-26,318.053
2003-05-27,318.235
2003-05-28,316.764
2003-05-29,320.866
2003-05-30,325.135
2003-06-02,326.294
2003-06-03,326.889
2003-06-04,328.817
2003-06-05,331.854
2003-06-06,334.608
2003-06-09,331.718
2003-06-10,333.399
2003-06-11,340.102
2003-06-12,340.297
2003-06-13,336.893
2003-06-16,342.435
2003-06-17,341.762
2003-06-18,340.03
2003-06-19,333.58
2003-06-20,335.546
2003-06-23,329.576
2003-06-24,326.818
2003-06-25,329.407
2003-06-26,323.786
2003-06-27,324.649
2003-06-30,324.491
2003-07-01,319.822
2003-07-02,323.783
2003-07-03,323.744
2003-07-04,320.174
2003-07-07,325.905
2003-07-08,327.152
2003-07-09,325.623
2003-07-10,323.31
2003-07-11,326.993
2003-07-14,330.817
2003-07-15,327.672
2003-07-16,323.299
2003-07-17,324.077
2003-07-18,325.442
2003-07-21,324.651
2003-07-22,327.012
2003-07-23,328.104
2003-07-24,332.976
2003-07-25,332.289
2003-07-28,334.945
2003-07-29,334.638
2003-07-30,333.914
2003-07-31,334.839
2003-08-01,334.02
2003-08-04,335.959
2003-08-05,337.77
2003-08-06,334.193
2003-08-07,336.656
2003-08-08,334.245
2003-08-11,334.964
2003-08-12,335.474
2003-08-13,334.366
2003-08-14,337.24
2003-08-15,340.76
2003-08-18,339.309
2003-08-19,342.216
2003-08-20,339.5
2003-08-21,337.105
2003-08-22,333.441
2003-08-25,334.19
2003-08-26,330.215
2003-08-27,330.962
2003-08-28,326.62
2003-08-29,323.345
2003-09-01,328.152
2003-09-02,323.726
2003-09-03,328.993
2003-09-04,330.51
2003-09-05,333.485
2003-09-08,338.51
2003-09-09,339.063
2003-09-10,336.082
2003-09-11,337.231
2003-09-12,340.914
2003-09-15,342.884
2003-09-16,342.309
2003-09-17,344.218
2003-09-18,345.13
2003-09-19,345.046
2003-09-22,348.07
2003-09-23,345.625
2003-09-24,344.666
2003-09-25,345.556
2003-09-26,342.297
2003-09-29,342.983
2003-09-30,342.068
2003-10-01,348.668
2003-10-02,349.093
2003-10-03,352.059
2003-10-06,353.309
2003-10-07,356.358
2003-10-08,356.909
2003-10-09,356.894
2003-10-10,358.851
2003-10-13,358.84
2003-10-14,357.891
2003-10-15,360.428
2003-10-16,360.967
2003-10-17,358.539
2003-10-20,360.716
2003-10-21,361.14
2003-10-22,360.677
2003-10-23,356.697
2003-10-24,356.541
2003-10-27,358.086
2003-10-28,357.363
2003-10-29,355.813
2003-10-30,359.561
2003-10-31,362.809
2003-11-03,359.614
2003-11-04,359.813
2003-11-05,360.434
2003-11-06,360.48
2003-11-07,364.636
2003-11-10,365.293
2003-11-11,364.923
2003-11-12,367.279
2003-11-13,369.523
2003-11-14,374.058
2003-11-17,367.961
2003-11-18,370.116
2003-11-19,369.43
2003-11-20,367.881
2003-11-21,369.854
2003-11-24,370.426
2003-11-25,370.489
2003-11-26,372.81
2003-11-27,373.967
2003-11-28,375.694
2003-12-01,378.157
2003-12-02,382.885
2003-12-03,386.376
2003-12-04,384.538
2003-12-05,385.793
2003-12-08,385.494
2003-12-09,386.219
2003-12-10,385.992
2003-12-11,382.827
2003-12-12,385.391
2003-12-15,386.844
2003-12-16,387.09
2003-12-17,388.414
2003-12-18,391.684
2003-12-19,391.633
2003-12-22,394.844
2003-12-23,396.855
2003-12-24,397.301
2003-12-25,397.301
2003-12-26,397.141
2003-12-29,400.766
2003-12-30,403.837
2003-12-31,407.393
2004-01-01,407.393
2004-01-02,411.448
2004-01-05,416.313
2004-01-06,421.404
2004-01-07,421.695
2004-01-08,426.619
2004-01-09,430.361
2004-01-12,429.097
2004-01-13,429.962
2004-01-14,430.891
2004-01-15,431.392
2004-01-16,427.99
2004-01-19,427.346
2004-01-20,431.502
2004-01-21,436.092
2004-01-22,440.101
2004-01-23,438.57
2004-01-26,434.583
2004-01-27,436.785
2004-01-28,437.507
2004-01-29,426.273
2004-01-30,428.564
2004-02-02,433.238
2004-02-03,435.384
2004-02-04,432.595
2004-02-05,436.721
2004-02-06,442.507
2004-02-09,444.451
2004-02-10,443.659
2004-02-11,444.811
2004-02-12,451.447
2004-02-13,448.621
2004-02-16,451.741
2004-02-17,456.914
2004-02-18,460.233
2004-02-19,457.587
2004-02-20,450.809
2004-02-23,453.246
2004-02-24,454.486
2004-02-25,449.222
2004-02-26,444.093
2004-02-27,445.692
2004-03-01,447.038
2004-03-02,443.772
2004-03-03,434.893
2004-03-04,442.048
2004-03-05,450.899
2004-03-08,449.145
2004-03-09,444.801
2004-03-10,437.865
2004-03-11,426.463
2004-03-12,426.115
2004-03-15,418.328
2004-03-16,422.512
2004-03-17,424.541
2004-03-18,424.401
2004-03-19,421.46
2004-03-22,414.781
2004-03-23,413.992
2004-03-24,409.802
2004-03-25,412.977
2004-03-26,413.328
2004-03-29,416.611
2004-03-30,417.622
2004-03-31,422.472
2004-04-01,431.784
2004-04-02,428.433
2004-04-05,425.437
2004-04-06,428.234
2004-04-07,432.62
2004-04-08,432.927
2004-04-09,432.927
2004-04-12,431.711
2004-04-13,430.685
2004-04-14,427.166
2004-04-15,426.473
2004-04-16,433.127
2004-04-19,430.964
2004-04-20,430.338
2004-04-21,428.048
2004-04-22,429.073
2004-04-23,429.987
2004-04-26,429.698
2004-04-27,428.575
2004-04-28,421.663
2004-04-29,421.245
2004-04-30,421.707
2004-05-03,423.948
2004-05-04,427.949
2004-05-05,429.914
2004-05-06,421.247
2004-05-07,413.293
2004-05-10,400.729
2004-05-11,405.101
2004-05-12,405.804
2004-05-13,406.86
2004-05-14,408.856
2004-05-17,407.92
2004-05-18,411.366
2004-05-19,419.103
2004-05-20,415.531
2004-05-21,418.443
2004-05-24,418.594
2004-05-25,419.983
2004-05-26,423.192
2004-05-27,433.018
2004-05-28,429.586
2004-05-31,429.771
2004-06-01,427.767
2004-06-02,431.877
2004-06-03,436.089
2004-06-04,438.752
2004-06-07,444.067
2004-06-08,443.056
2004-06-09,436.433
2004-06-10,437.355
2004-06-11,432.764
2004-06-14,433.733
2004-06-15,434.684
2004-06-16,433.981
2004-06-17,436.766
2004-06-18,441.469
2004-06-21,439.52
2004-06-22,437.134
2004-06-23,436.266
2004-06-24,439.5
2004-06-25,437.914
2004-06-28,441.078
2004-06-29,438.06
2004-06-30,441.824
2004-07-01,441.294
2004-07-02,444.558
2004-07-05,441.24
2004-07-06,437.558
2004-07-07,443.866
2004-07-08,444.591
2004-07-09,446.867
2004-07-12,446.189
2004-07-13,448.172
2004-07-14,449.256
2004-07-15,445.328
2004-07-16,447.969
2004-07-19,442.606
2004-07-20,444.636
2004-07-21,443.285
2004-07-22,437.212
2004-07-23,430.082
2004-07-26,429.297
2004-07-27,432.142
2004-07-28,431.81
2004-07-29,439.609
2004-07-30,435.99
2004-08-02,436.778
2004-08-03,441.665
2004-08-04,438.787
2004-08-05,442.801
2004-08-06,444.569
2004-08-09,439.569
2004-08-10,445.377
2004-08-11,438.176
2004-08-12,439.776
2004-08-13,441.174
2004-08-16,445.104
2004-08-17,446.423
2004-08-18,444.102
2004-08-19,447.921
2004-08-20,446.591
2004-08-23,446.782
2004-08-24,444.408
2004-08-25,447.037
2004-08-26,451.87
2004-08-27,451.829
2004-08-30,451.351
2004-08-31,454.835
2004-09-01,460.698
2004-09-02,461.605
2004-09-03,462.87
2004-09-06,463.767
2004-09-07,464.269
2004-09-08,466.596
2004-09-09,466.74
2004-09-10,472.713
2004-09-13,471.86
2004-09-14,473.181
2004-09-15,471.718
2004-09-16,472.075
2004-09-17,476.848
2004-09-20,474.479
2004-09-21,481.354
2004-09-22,478.453
2004-09-23,476.543
2004-09-24,477.393
2004-09-27,478.471
2004-09-28,480.154
2004-09-29,485.636
2004-09-30,489.296
2004-10-01,495.122
2004-10-04,496.752
2004-10-05,500.238
2004-10-06,502.876
2004-10-07,502.281
2004-10-08,505.662
2004-10-11,504.154
2004-10-12,495.832
2004-10-13,499.541
2004-10-14,503.246
2004-10-15,504.897
2004-10-18,508.225
2004-10-19,510.956
2004-10-20,511.299
2004-10-21,513.035
2004-10-22,514.748
2004-10-25,514.12
2004-10-26,513.923
2004-10-27,518.944
2004-10-28,522.729
2004-10-29,521.948
2004-11-01,526.936
2004-11-02,528.946
2004-11-03,536.054
2004-11-04,537.146
2004-11-05,540.751
2004-11-08,541.572
2004-11-09,541.237
2004-11-10,545.563
2004-11-11,549.017
2004-11-12,549.291
2004-11-15,547.125
2004-11-16,544.694
2004-11-17,548.227
2004-11-18,547.487
2004-11-19,554.443
2004-11-22,555.475
2004-11-23,556.552
2004-11-24,561.991
2004-11-25,566.421
2004-11-26,569.761
2004-11-29,567.351
2004-11-30,565.165
2004-12-01,573.894
2004-12-02,575.198
2004-12-03,578.828
2004-12-06,581.208
2004-12-07,583.845
2004-12-08,575.655
2004-12-09,573.368
2004-12-10,573.478
2004-12-13,580.733
2004-12-14,581.615
2004-12-15,589.029
2004-12-16,585.807
2004-12-17,578.366
2004-12-20,588.074
2004-12-21,587.192
2004-12-22,591.204
2004-12-23,595.942
2004-12-24,596.37
2004-12-27,600.123
2004-12-28,598.795
2004-12-29,597.945
2004-12-30,599.377
2004-12-31,597.436
2005-01-03,598.225
2005-01-04,595.14
2005-01-05,590.825
2005-01-06,591.153
2005-01-07,588.212
2005-01-10,591.798
2005-01-11,589.846
2005-01-12,593.719
2005-01-13,587.811
2005-01-14,584.813
2005-01-17,587.967
2005-01-18,585.254
2005-01-19,585.488
2005-01-20,581.289
2005-01-21,586.711
2005-01-24,587.234
2005-01-25,588.777
2005-01-26,592.65
2005-01-27,590.819
2005-01-28,584.791
2005-01-31,587.653
2005-02-01,587.603
2005-02-02,593.628
2005-02-03,595.182
2005-02-04,598.315
2005-02-07,595.12
2005-02-08,593.161
2005-02-09,595.597
2005-02-10,599.432
2005-02-11,605.936
2005-02-14,608.404
2005-02-15,614.775
2005-02-16,613.858
2005-02-17,616.583
2005-02-18,616.281
2005-02-21,611.364
2005-02-22,614.782
2005-02-23,607.962
2005-02-24,608.053
2005-02-25,610.988
2005-02-28,621.633
2005-03-01,620.536
2005-03-02,615.481
2005-03-03,614.069
2005-03-04,626.438
2005-03-07,630.413
2005-03-08,640.037
2005-03-09,639.554
2005-03-10,634.669
2005-03-11,638.225
2005-03-14,631.259
2005-03-15,631.992
2005-03-16,632.258
2005-03-17,630.042
2005-03-18,629.808
2005-03-21,627.279
2005-03-22,625.272
2005-03-23,611.858
2005-03-24,620.924
2005-03-25,620.924
2005-03-28,616.566
2005-03-29,617.481
2005-03-30,620.519
2005-03-31,621.554
2005-04-01,620.786
2005-04-04,610.849
2005-04-05,613.881
2005-04-06,620.934
2005-04-07,624.878
2005-04-08,623.897
2005-04-11,629.249
2005-04-12,621.718
2005-04-13,627.702
2005-04-14,617.037
2005-04-15,619.041
2005-04-18,608.864
2005-04-19,614.118
2005-04-20,611.215
2005-04-21,613.356
2005-04-22,617.576
2005-04-25,617.253
2005-04-26,616.646
2005-04-27,605.827
2005-04-28,600.059
2005-04-29,602.741
2005-05-02,603.577
2005-05-03,606.35
2005-05-04,614.852
2005-05-05,618.31
2005-05-06,614.001
2005-05-09,611.592
2005-05-10,611.396
2005-05-11,607.144
2005-05-12,603.724
2005-05-13,596.614
2005-05-16,594.499
2005-05-17,594.513
2005-05-18,603.186
2005-05-19,606.577
2005-05-20,602.523
2005-05-23,605.851
2005-05-24,605.406
2005-05-25,606.945
2005-05-26,604.64
2005-05-27,608.889
2005-05-30,606.862
2005-05-31,600.873
2005-06-01,601.46
2005-06-02,603.002
2005-06-03,604.534
2005-06-06,601.041
2005-06-07,601.575
2005-06-08,601.735
2005-06-09,600.111
2005-06-10,599.545
2005-06-13,595.202
2005-06-14,596.943
2005-06-15,601.298
2005-06-16,602.957
2005-06-17,607.098
2005-06-20,598.481
2005-06-21,603.02
2005-06-22,608.093
2005-06-23,602.742
2005-06-24,598.708
2005-06-27,595.63
2005-06-28,593.839
2005-06-29,598.875
2005-06-30,602.255
2005-07-01,598.401
2005-07-04,594.653
2005-07-05,592.394
2005-07-06,593.886
2005-07-07,588.991
2005-07-08,591.542
2005-07-11,604.325
2005-07-12,608.926
2005-07-13,607.006
2005-07-14,612.344
2005-07-15,608.762
2005-07-18,607.633
2005-07-19,611.673
2005-07-20,612.05
2005-07-21,621.754
2005-07-22,617.106
2005-07-25,614.559
2005-07-26,615.307
2005-07-27,618.725
2005-07-28,623.854
2005-07-29,626.793
2005-08-01,631.115
2005-08-02,634.2
2005-08-03,644.581
2005-08-04,643.707
2005-08-05,639.442
2005-08-08,641.965
2005-08-09,650.554
2005-08-10,656.708
2005-08-11,656.813
2005-08-12,652.525
2005-08-15,647.551
2005-08-16,646.709
2005-08-17,644.922
2005-08-18,632.415
2005-08-19,634.614
2005-08-22,639.409
2005-08-23,631.965
2005-08-24,631.932
2005-08-25,633.863
2005-08-26,632.056
2005-08-29,630.11
2005-08-30,626.731
2005-08-31,634.424
2005-09-01,643.003
2005-09-02,644.935
2005-09-05,647.242
2005-09-06,650.098
2005-09-07,651.33
2005-09-08,647.109
2005-09-09,650.023
2005-09-12,645.088
2005-09-13,642.002
2005-09-14,645.758
2005-09-15,641.563
2005-09-16,643.578
2005-09-19,641.581
2005-09-20,645.55
2005-09-21,646.207
2005-09-22,642.509
2005-09-23,640.204
2005-09-26,645.81
2005-09-27,641.845
2005-09-28,646.977
2005-09-29,642.92
2005-09-30,647.297
2005-10-03,643.467
2005-10-04,649.851
2005-10-05,648.285
2005-10-06,652.137
2005-10-07,650.081
2005-10-10,646.499
2005-10-11,643.989
2005-10-12,644.279
2005-10-13,634.735
2005-10-14,645.123
2005-10-17,639.593
2005-10-18,633.244
2005-10-19,628.057
2005-10-20,631.072
2005-10-21,630.021
2005-10-24,633.924
2005-10-25,640.708
2005-10-26,639.771
2005-10-27,636.186
2005-10-28,630.971
2005-10-31,632.678
2005-11-01,634.895
2005-11-02,640.25
2005-11-03,642.938
2005-11-04,633.046
2005-11-07,636.66
