Date,SPAIN SMALL CAP Small Cap
2003-02-13,117.967
2003-02-14,118.01
2003-02-17,118.291
2003-02-18,119.357
2003-02-19,118.411
2003-02-20,119.583
2003-02-21,119.658
2003-02-24,118.741
2003-02-25,116.898
2003-02-26,116.956
2003-02-27,117.648
2003-02-28,118.438
2003-03-03,119.858
2003-03-04,119.084
2003-03-05,120.366
2003-03-06,119.837
2003-03-07,119.991
2003-03-10,119.583
2003-03-11,119.08
2003-03-12,118.159
2003-03-13,117.702
2003-03-14,119.043
2003-03-17,118.611
2003-03-18,118.918
2003-03-19,119.604
2003-03-20,119.777
2003-03-21,121.449
2003-03-24,120.644
2003-03-25,121.528
2003-03-26,121.025
2003-03-27,121.185
2003-03-28,120.822
2003-03-31,122.161
2003-04-01,122.326
2003-04-02,123.111
2003-04-03,123.323
2003-04-04,124.029
2003-04-07,125.497
2003-04-08,125.615
2003-04-09,126.437
2003-04-10,128.075
2003-04-11,126.852
2003-04-14,126.521
2003-04-15,126.468
2003-04-16,127.335
2003-04-17,127.519
2003-04-18,127.519
2003-04-21,126.969
2003-04-22,128.339
2003-04-23,129.249
2003-04-24,129.803
2003-04-25,128.572
2003-04-28,130.016
2003-04-29,130.388
2003-04-30,132.719
2003-05-01,133.938
2003-05-02,133.355
2003-05-05,134.577
2003-05-06,137.574
2003-05-07,137.51
2003-05-08,139.02
2003-05-09,139.246
2003-05-12,140.332
2003-05-13,139.706
2003-05-14,138.888
2003-05-15,139.123
2003-05-16,140.592
2003-05-19,140.718
2003-05-20,140.101
2003-05-21,139.916
2003-05-22,142.57
2003-05-23,144.426
2003-05-26,145.612
2003-05-27,145.772
2003-05-28,145.367
2003-05-29,147.244
2003-05-30,147.224
2003-06-02,148.288
2003-06-03,148.306
2003-06-04,149.966
2003-06-05,152.909
2003-06-06,153.266
2003-06-09,153.122
2003-06-10,152.508
2003-06-11,155.335
2003-06-12,155.537
2003-06-13,156.466
2003-06-16,157.554
2003-06-17,157.684
2003-06-18,155.836
2003-06-19,154.103
2003-06-20,154.709
2003-06-23,152.066
2003-06-24,151.395
2003-06-25,153.4
2003-06-26,151.806
2003-06-27,153.101
2003-06-30,153.955
2003-07-01,154.61
2003-07-02,155.657
2003-07-03,155.919
2003-07-04,155.773
2003-07-07,155.87
2003-07-08,155.59
2003-07-09,156.114
2003-07-10,155.872
2003-07-11,156.024
2003-07-14,157.111
2003-07-15,156.577
2003-07-16,156.6
2003-07-17,157.235
2003-07-18,155.532
2003-07-21,156.261
2003-07-22,157.993
2003-07-23,159.125
2003-07-24,161.452
2003-07-25,160.701
2003-07-28,161.894
2003-07-29,161.266
2003-07-30,159.665
2003-07-31,158.872
2003-08-01,158.739
2003-08-04,159.614
2003-08-05,160.341
2003-08-06,159.31
2003-08-07,159.978
2003-08-08,158.438
2003-08-11,158.969
2003-08-12,158.641
2003-08-13,158.5
2003-08-14,158.624
2003-08-15,158.512
2003-08-18,157.633
2003-08-19,157.235
2003-08-20,158.588
2003-08-21,157.035
2003-08-22,155.401
2003-08-25,156.239
2003-08-26,155.603
2003-08-27,155.615
2003-08-28,157.005
2003-08-29,157.957
2003-09-01,158.786
2003-09-02,157.908
2003-09-03,160.131
2003-09-04,160.318
2003-09-05,161.456
2003-09-08,164.398
2003-09-09,164.655
2003-09-10,163.309
2003-09-11,163.17
2003-09-12,165.013
2003-09-15,165.257
2003-09-16,164.27
2003-09-17,165.665
2003-09-18,166.232
2003-09-19,166.38
2003-09-22,164.888
2003-09-23,164.908
2003-09-24,165.031
2003-09-25,165.265
2003-09-26,163.185
2003-09-29,163.41
2003-09-30,164.538
2003-10-01,166.647
2003-10-02,167.239
2003-10-03,167.69
2003-10-06,168.612
2003-10-07,169.92
2003-10-08,171.036
2003-10-09,170.592
2003-10-10,171.41
2003-10-13,170.617
2003-10-14,170.348
2003-10-15,170.098
2003-10-16,170.59
2003-10-17,169.143
2003-10-20,170.49
2003-10-21,171.113
2003-10-22,171.264
2003-10-23,170.679
2003-10-24,171.434
2003-10-27,171.226
2003-10-28,171.663
2003-10-29,172.733
2003-10-30,173.455
2003-10-31,173.535
2003-11-03,172.185
2003-11-04,172.849
2003-11-05,172.755
2003-11-06,172.254
2003-11-07,174.622
2003-11-10,174.479
2003-11-11,174.617
2003-11-12,177.896
2003-11-13,179.432
2003-11-14,181.763
2003-11-17,178.791
2003-11-18,180.37
2003-11-19,180.243
2003-11-20,179.602
2003-11-21,180.665
2003-11-24,181.236
2003-11-25,182.427
2003-11-26,183.806
2003-11-27,184.135
2003-11-28,184.961
2003-12-01,185.877
2003-12-02,188.155
2003-12-03,188.412
2003-12-04,187.142
2003-12-05,188.716
2003-12-08,189.905
2003-12-09,190.064
2003-12-10,190.464
2003-12-11,189.52
2003-12-12,191.873
2003-12-15,192.51
2003-12-16,193.416
2003-12-17,195.323
2003-12-18,195.302
2003-12-19,195.047
2003-12-22,197.103
2003-12-23,197.071
2003-12-24,197.627
2003-12-25,197.627
2003-12-26,197.547
2003-12-29,197.688
2003-12-30,197.691
2003-12-31,199.001
2004-01-01,199.001
2004-01-02,201.857
2004-01-05,203.953
2004-01-06,205.176
2004-01-07,205.324
2004-01-08,207.875
2004-01-09,209.795
2004-01-12,209.651
2004-01-13,210.965
2004-01-14,210.738
2004-01-15,211.137
2004-01-16,208.876
2004-01-19,209.71
2004-01-20,213.192
2004-01-21,213.843
2004-01-22,214.158
2004-01-23,213.372
2004-01-26,211.079
2004-01-27,213.771
2004-01-28,214.185
2004-01-29,210.913
2004-01-30,211.106
2004-02-02,211.236
2004-02-03,212.594
2004-02-04,211.285
2004-02-05,213.645
2004-02-06,216.963
2004-02-09,218.566
2004-02-10,219.941
2004-02-11,220.171
2004-02-12,224.028
2004-02-13,224.149
2004-02-16,225.289
2004-02-17,227.551
2004-02-18,228.001
2004-02-19,225.815
2004-02-20,223.804
2004-02-23,223.673
2004-02-24,223.234
2004-02-25,221.701
2004-02-26,220.164
2004-02-27,222.188
2004-03-01,223.021
2004-03-02,220.029
2004-03-03,216.584
2004-03-04,217.967
2004-03-05,222.895
2004-03-08,222.21
2004-03-09,222.598
2004-03-10,219.177
2004-03-11,216.148
2004-03-12,213.098
2004-03-15,206.588
2004-03-16,211.035
2004-03-17,210.937
2004-03-18,211.938
2004-03-19,211.031
2004-03-22,208.056
2004-03-23,207.069
2004-03-24,205.462
2004-03-25,208.572
2004-03-26,206.416
2004-03-29,208.364
2004-03-30,208.538
2004-03-31,210.814
2004-04-01,214.232
2004-04-02,212.393
2004-04-05,211.233
2004-04-06,211.724
2004-04-07,214.397
2004-04-08,214.781
2004-04-09,214.781
2004-04-12,214.178
2004-04-13,212.405
2004-04-14,210.549
2004-04-15,211.425
2004-04-16,214.568
2004-04-19,213.578
2004-04-20,211.884
2004-04-21,208.731
2004-04-22,209.831
2004-04-23,209.75
2004-04-26,211.257
2004-04-27,212.283
2004-04-28,210.3
2004-04-29,209.882
2004-04-30,209.931
2004-05-03,210.567
2004-05-04,212.38
2004-05-05,212.684
2004-05-06,209.565
2004-05-07,206.114
2004-05-10,199.667
2004-05-11,200.014
2004-05-12,200.238
2004-05-13,198.585
2004-05-14,197.491
2004-05-17,196.267
2004-05-18,196.991
2004-05-19,201.621
2004-05-20,198.766
2004-05-21,200.4
2004-05-24,201.736
2004-05-25,202.98
2004-05-26,204.703
2004-05-27,208.052
2004-05-28,206.491
2004-05-31,206.236
2004-06-01,204.805
2004-06-02,205.786
2004-06-03,206.328
2004-06-04,207.785
2004-06-07,209.638
2004-06-08,209.962
2004-06-09,206.32
2004-06-10,206.037
2004-06-11,205.131
2004-06-14,205.957
2004-06-15,205.409
2004-06-16,205.461
2004-06-17,205.887
2004-06-18,206.996
2004-06-21,206.541
2004-06-22,206.45
2004-06-23,206.744
2004-06-24,207.855
2004-06-25,206.942
2004-06-28,209.477
2004-06-29,208.344
2004-06-30,209.699
2004-07-01,210.116
2004-07-02,212.778
2004-07-05,212.399
2004-07-06,211.756
2004-07-07,214.706
2004-07-08,215.768
2004-07-09,216.377
2004-07-12,216.297
2004-07-13,215.054
2004-07-14,215.495
2004-07-15,215.614
2004-07-16,217.237
2004-07-19,217.499
2004-07-20,216.629
2004-07-21,213.812
2004-07-22,214.356
2004-07-23,211.262
2004-07-26,211.32
2004-07-27,209.395
2004-07-28,208.598
2004-07-29,211.395
2004-07-30,210.879
2004-08-02,208.576
2004-08-03,210.832
2004-08-04,209.705
2004-08-05,209.535
2004-08-06,211.635
2004-08-09,210.901
2004-08-10,212.768
2004-08-11,210.504
2004-08-12,210.669
2004-08-13,211.719
2004-08-16,211.565
2004-08-17,212.569
2004-08-18,211.706
2004-08-19,213.437
2004-08-20,212.857
2004-08-23,211.864
2004-08-24,211.147
2004-08-25,210.222
2004-08-26,210.912
2004-08-27,210.451
2004-08-30,211.277
2004-08-31,212.366
2004-09-01,212.981
2004-09-02,213.608
2004-09-03,212.835
2004-09-06,214.476
2004-09-07,214.589
2004-09-08,215.312
2004-09-09,215.13
2004-09-10,217.597
2004-09-13,218.415
2004-09-14,218.987
2004-09-15,215.739
2004-09-16,215.912
2004-09-17,216.475
2004-09-20,216.165
2004-09-21,219.849
2004-09-22,219.044
2004-09-23,219.314
2004-09-24,222.488
2004-09-27,223.575
2004-09-28,223.374
2004-09-29,224.502
2004-09-30,226.838
2004-10-01,228.315
2004-10-04,226.994
2004-10-05,227.525
2004-10-06,227.149
2004-10-07,226.55
2004-10-08,228.178
2004-10-11,227.437
2004-10-12,226.106
2004-10-13,225.59
2004-10-14,227.772
2004-10-15,230.328
2004-10-18,231.05
2004-10-19,231.649
2004-10-20,233.933
2004-10-21,235.475
2004-10-22,235.888
2004-10-25,237.991
2004-10-26,239.21
2004-10-27,240.534
2004-10-28,241.419
2004-10-29,240.251
2004-11-01,240.714
2004-11-02,240.914
2004-11-03,242.923
2004-11-04,245.012
2004-11-05,246.891
2004-11-08,247.881
2004-11-09,247.416
2004-11-10,251.24
2004-11-11,253.017
2004-11-12,253.108
2004-11-15,250.012
2004-11-16,251.767
2004-11-17,254.583
2004-11-18,253.985
2004-11-19,256.003
2004-11-22,256.669
2004-11-23,258.902
2004-11-24,261.564
2004-11-25,263.855
2004-11-26,263.058
2004-11-29,262.864
2004-11-30,262.881
2004-12-01,262.956
2004-12-02,265.973
2004-12-03,268.461
2004-12-06,269.585
2004-12-07,270.094
2004-12-08,266.865
2004-12-09,264.98
2004-12-10,264.855
2004-12-13,266.21
2004-12-14,268.361
2004-12-15,272.722
2004-12-16,272.544
2004-12-17,273.586
2004-12-20,278.053
2004-12-21,275.846
2004-12-22,277.399
2004-12-23,279.49
2004-12-24,280.215
2004-12-27,280.21
2004-12-28,280.486
2004-12-29,280.742
2004-12-30,282.122
2004-12-31,281.346
2005-01-03,282.742
2005-01-04,279.839
2005-01-05,276.126
2005-01-06,273.952
2005-01-07,275.579
2005-01-10,278.36
2005-01-11,279.631
2005-01-12,283.111
2005-01-13,284.917
2005-01-14,281.549
2005-01-17,282.303
2005-01-18,282.379
2005-01-19,284.303
2005-01-20,281.352
2005-01-21,284.688
2005-01-24,284.543
2005-01-25,284.522
2005-01-26,290.2
2005-01-27,291.374
2005-01-28,292.414
2005-01-31,295.332
2005-02-01,296.128
2005-02-02,299.19
2005-02-03,298.132
2005-02-04,300.534
2005-02-07,301.067
2005-02-08,299.636
2005-02-09,301.195
2005-02-10,304.324
2005-02-11,308.267
2005-02-14,313.908
2005-02-15,312.014
2005-02-16,314.084
2005-02-17,316.97
2005-02-18,315.845
2005-02-21,314.668
2005-02-22,314.299
2005-02-23,314.645
2005-02-24,317.528
2005-02-25,318.256
2005-02-28,319.977
2005-03-01,320.62
2005-03-02,320.59
2005-03-03,319.131
2005-03-04,322.119
2005-03-07,320.686
2005-03-08,324.866
2005-03-09,324.591
2005-03-10,321.756
2005-03-11,324.039
2005-03-14,321.787
2005-03-15,322.038
2005-03-16,321.712
2005-03-17,321.575
2005-03-18,319.453
2005-03-21,318.784
2005-03-22,320.213
2005-03-23,316.043
2005-03-24,318.074
2005-03-25,318.074
2005-03-28,315.842
2005-03-29,321.174
2005-03-30,320.974
2005-03-31,317.76
2005-04-01,321.183
2005-04-04,318.846
2005-04-05,320.953
2005-04-06,319.267
2005-04-07,324.236
2005-04-08,323.255
2005-04-11,324.59
2005-04-12,317.867
2005-04-13,318.888
2005-04-14,315.241
2005-04-15,310.402
2005-04-18,308.663
2005-04-19,316.926
2005-04-20,318.347
2005-04-21,319.181
2005-04-22,319.371
2005-04-25,317.818
2005-04-26,316.061
2005-04-27,313.348
2005-04-28,313.313
2005-04-29,311.491
2005-05-02,312.235
2005-05-03,314.849
2005-05-04,316.348
2005-05-05,317.228
2005-05-06,316.471
2005-05-09,317.388
2005-05-10,319.522
2005-05-11,318.843
2005-05-12,323.663
2005-05-13,323.195
2005-05-16,321.829
2005-05-17,320.455
2005-05-18,324.113
2005-05-19,324.124
2005-05-20,321.487
2005-05-23,321.949
2005-05-24,321.468
2005-05-25,323.274
2005-05-26,323.437
2005-05-27,322.735
2005-05-30,323.124
2005-05-31,319.262
2005-06-01,320.065
2005-06-02,322.49
2005-06-03,321.711
2005-06-06,322.114
2005-06-07,325.068
2005-06-08,325.972
2005-06-09,322.578
2005-06-10,322.406
2005-06-13,322.304
2005-06-14,325.743
2005-06-15,325.489
2005-06-16,326.687
2005-06-17,330.753
2005-06-20,326.105
2005-06-21,328.744
2005-06-22,328.664
2005-06-23,328.403
2005-06-24,327.431
2005-06-27,327.004
2005-06-28,327.276
2005-06-29,327.569
2005-06-30,325.733
2005-07-01,327.982
2005-07-04,328.845
2005-07-05,329.74
2005-07-06,329.227
2005-07-07,325.856
2005-07-08,329.381
2005-07-11,336.977
2005-07-12,341.266
2005-07-13,339.967
2005-07-14,338.158
2005-07-15,335.573
2005-07-18,334.862
2005-07-19,331.086
2005-07-20,333.936
2005-07-21,335.884
2005-07-22,337.211
2005-07-25,334.177
2005-07-26,330.978
2005-07-27,334.296
2005-07-28,336.615
2005-07-29,339.33
2005-08-01,342.388
2005-08-02,343.942
2005-08-03,347.937
2005-08-04,351.16
2005-08-05,349.091
2005-08-08,351.598
2005-08-09,351.085
2005-08-10,353.462
2005-08-11,354.045
2005-08-12,353.288
2005-08-15,352.33
2005-08-16,349.691
2005-08-17,347.596
2005-08-18,343.005
2005-08-19,342.976
2005-08-22,345.826
2005-08-23,343.974
2005-08-24,344.545
2005-08-25,341.634
2005-08-26,342.212
2005-08-29,339.394
2005-08-30,338.63
2005-08-31,343.3
2005-09-01,353.022
2005-09-02,354.156
2005-09-05,354.416
2005-09-06,354.111
2005-09-07,354.467
2005-09-08,354.23
2005-09-09,357.465
2005-09-12,353.413
2005-09-13,351.549
2005-09-14,355.398
2005-09-15,355.863
2005-09-16,360.371
2005-09-19,357.788
2005-09-20,362.094
2005-09-21,361.476
2005-09-22,360.261
2005-09-23,359.744
2005-09-26,361.69
2005-09-27,360.145
2005-09-28,360.932
2005-09-29,361.181
2005-09-30,365.595
2005-10-03,360.405
2005-10-04,360.159
2005-10-05,358.308
2005-10-06,361.246
2005-10-07,360.22
2005-10-10,361.142
2005-10-11,360.599
2005-10-12,361.642
2005-10-13,351.469
2005-10-14,355.914
2005-10-17,353.493
2005-10-18,347.017
2005-10-19,340.582
2005-10-20,341.173
2005-10-21,340.148
2005-10-24,344.194
2005-10-25,348.545
2005-10-26,348.367
2005-10-27,348.116
2005-10-28,347.716
2005-10-31,346.067
2005-11-01,347.924
2005-11-02,348.227
2005-11-03,346.313
2005-11-04,339.598
2005-11-07,340.084
2005-11-08,339.143
2005-11-09,338.065
