Date,HONG KONG GROWTH Standard (Large+Mid Cap)
1987-09-30,1917.568
1987-10-30,1065.697
1987-11-30,1064.907
1987-12-31,1178.456
1988-01-29,1214.299
1988-02-29,1237.977
1988-03-31,1322.476
1988-04-29,1356.261
1988-05-31,1322.794
1988-06-30,1447.754
1988-07-29,1483.381
1988-08-31,1355.15
1988-09-30,1374.713
1988-10-31,1486.858
1988-11-30,1522.976
1988-12-30,1549.917
1989-01-31,1694.052
1989-02-28,1672.792
1989-03-31,1654.211
1989-04-28,1724.089
1989-05-31,1515.909
1989-06-30,1245.365
1989-07-31,1410.896
1989-08-31,1352.233
1989-09-29,1508.328
1989-10-31,1477.93
1989-11-30,1496.645
1989-12-29,1524.36
1990-01-31,1479.436
1990-02-28,1629.102
1990-03-30,1671.081
1990-04-30,1678.256
1990-05-31,1809.487
1990-06-29,1903.623
1990-07-31,2000.022
1990-08-31,1795.403
1990-09-28,1598.1
1990-10-31,1768.573
1990-11-30,1799.579
1990-12-31,1839.833
1991-01-31,1967.251
1991-02-28,2133.373
1991-03-29,2303.93
1991-04-30,2261.673
1991-05-31,2336.885
1991-06-28,2299.885
1991-07-31,2478.24
1991-08-30,2471.793
1991-09-30,2425.821
1991-10-31,2422.752
1991-11-29,2518.276
1991-12-31,2616.451
1992-01-31,2844.867
1992-02-28,3053.772
1992-03-31,3066.411
1992-04-30,3291.217
1992-05-29,3708.333
1992-06-30,3684.567
1992-07-31,3491.184
1992-08-31,3272.971
1992-09-30,3171.932
1992-10-30,3603.411
1992-11-30,3329.423
1992-12-31,3163.839
1993-01-29,3274.597
1993-02-26,3588.352
1993-03-31,3645.546
1993-04-30,3840.471
1993-05-31,4129.201
1993-06-30,4034.628
1993-07-30,3986.181
1993-08-31,4309.67
1993-09-30,4342.08
1993-10-29,5201.44
1993-11-30,5023.946
1993-12-31,6021.063
1994-01-31,5753.434
1994-02-28,5150.883
1994-03-31,4510.783
1994-04-29,4700.678
1994-05-31,4967.207
1994-06-30,4614.357
1994-07-29,4848.701
1994-08-31,5074.328
1994-09-30,4845.372
1994-10-31,4928.085
1994-11-30,4469.45
1994-12-30,4395.804
1995-01-31,3885.621
1995-02-28,4348.307
1995-03-31,4582.143
1995-04-28,4483.42
1995-05-31,5043.365
1995-06-30,4847.543
1995-07-31,4928.376
1995-08-31,4811.478
1995-09-29,5041.058
1995-10-31,5075.84
1995-11-30,5059.293
1995-12-29,5223.425
1996-01-31,5648.73
1996-02-29,5704.7
1996-03-29,5752.398
1996-04-30,5695.906
1996-05-31,5782.461
1996-06-28,5659.854
1996-07-31,5398.56
1996-08-30,5523.19
1996-09-30,5936.01
1996-10-31,6191.758
1996-11-29,6435.364
1996-12-31,6407.19
1997-01-31,6409.087
1997-02-28,6414.714
1997-03-31,6163.328
1997-04-30,6312.572
1997-05-30,7188.097
1997-06-30,7927.726
1997-07-31,8462.361
1997-08-29,7094.286
1997-09-30,7766.412
1997-10-31,5658.942
1997-11-28,5592.09
1997-12-31,5724.56
1998-01-30,5148.783
1998-02-27,5980.749
1998-03-31,5956.116
1998-04-30,5345.402
1998-05-29,4866.002
1998-06-30,4742.146
1998-07-31,4519.165
1998-08-31,4317.591
1998-09-30,5019.237
1998-10-30,5878.115
1998-11-30,5697.066
1998-12-31,5494.302
1999-01-29,5273.373
1999-02-26,5355.487
1999-03-31,6165.151
1999-04-30,7593.912
1999-05-31,6963.738
1999-06-30,7604.736
1999-07-30,7476.525
1999-08-31,7579.538
1999-09-30,7283.902
1999-10-29,7801.158
1999-11-30,9072.992
1999-12-31,9946.365
2000-01-31,9236.901
2000-02-29,10381.573
2000-03-31,10479.474
2000-04-28,9041.712
2000-05-31,8183.003
2000-06-30,8707.91
2000-07-31,9242.176
2000-08-31,8676.597
2000-09-29,7798.979
2000-10-31,7277.26
2000-11-30,7021.554
2000-12-29,7358.128
2001-01-31,7491.81
2001-02-28,6975.454
2001-03-30,6275.675
2001-04-30,6471.435
2001-05-31,6357.368
2001-06-29,5917.281
2001-07-31,5901.606
2001-08-31,5429.226
2001-09-28,4832.489
2001-10-31,5041.881
2001-11-30,5620.237
2001-12-31,5646.993
2002-01-31,5678.358
2002-02-28,5852.282
2002-03-29,6200.313
2002-04-30,6383.721
2002-05-31,6324.886
2002-06-28,6070.29
2002-07-31,5899.404
2002-08-30,5736.4
2002-09-30,5579.029
2002-10-31,5680.833
2002-11-29,5880.576
2002-12-31,5658.964
2003-01-31,5694.286
2003-02-28,5730.871
2003-03-31,5715.697
2003-04-30,5722.933
2003-05-30,6096.852
2003-06-30,6260.425
2003-07-31,6566.622
2003-08-29,7194.56
2003-09-30,7704.73
2003-10-31,8083.934
2003-11-28,8289.655
2003-12-31,8456.078
2004-01-30,9041.198
2004-02-27,9421.459
2004-03-31,8810.0
2004-04-30,8414.481
2004-05-31,8508.165
2004-06-30,8468.289
2004-07-30,8560.121
2004-08-31,8927.357
2004-09-30,9205.195
2004-10-29,9241.696
2004-11-30,9852.735
2004-12-31,10104.652
2005-01-31,9763.99
2005-02-28,10176.872
2005-03-31,9854.669
2005-04-29,10259.532
2005-05-31,10232.891
2005-06-30,10553.812
2005-07-29,11059.157
2005-08-31,10839.184
2005-09-30,11245.678
2005-10-31,10507.558
2005-11-30,10840.87
2005-12-30,10930.818
2006-01-31,11670.33
2006-02-28,11549.337
2006-03-31,11679.551
2006-04-28,12441.609
2006-05-31,11807.193
2006-06-30,11713.468
2006-07-31,11874.168
2006-08-31,12411.153
2006-09-29,12727.742
2006-10-31,13032.238
2006-11-30,13716.23
2006-12-29,14607.752
2007-01-31,14597.491
2007-02-28,14243.139
2007-03-30,14402.452
2007-04-30,14734.961
2007-05-31,15115.275
2007-06-29,15607.195
2007-07-31,16728.631
2007-08-31,17137.817
2007-09-28,20622.606
2007-10-31,22680.739
2007-11-30,21965.369
2007-12-31,21660.65
2008-01-31,18106.9
2008-02-29,17769.45
2008-03-31,16137.368
2008-04-30,17869.507
2008-05-30,17034.402
2008-06-30,14698.404
2008-07-31,14532.193
2008-08-29,13365.093
2008-09-30,10510.683
2008-10-31,8558.357
2008-11-28,8017.788
2008-12-31,8302.095
2009-01-30,8454.781
2009-02-27,7961.7
2009-03-31,8484.075
2009-04-30,10121.782
2009-05-29,11810.108
2009-06-30,11524.695
2009-07-31,13377.14
2009-08-31,12341.535
2009-09-30,13696.664
2009-10-30,14151.626
2009-11-30,13917.118
2009-12-31,14191.176
2010-01-29,13142.466
2010-02-26,13661.064
2010-03-31,14593.162
2010-04-30,14186.484
2010-05-31,13109.876
2010-06-30,13581.919
2010-07-30,14467.088
2010-08-31,14386.103
2010-09-30,16467.725
2010-10-29,16822.583
2010-11-30,17119.507
2010-12-31,17059.682
2011-01-31,17390.394
2011-02-28,17032.618
2011-03-31,17042.354
2011-04-29,17705.611
2011-05-31,17595.384
2011-06-30,16783.175
2011-07-29,17128.057
2011-08-31,16102.588
2011-09-30,13260.341
2011-10-31,15243.304
2011-11-30,14052.21
2011-12-30,14275.416
2012-01-31,15566.003
2012-02-29,16917.923
2012-03-30,16338.627
2012-04-30,16279.85
2012-05-31,14598.353
2012-06-29,15044.817
2012-07-31,15341.723
2012-08-31,15414.19
2012-09-28,16405.315
2012-10-31,17005.755
2012-11-30,17525.373
2012-12-31,17654.497
2013-01-31,18495.175
2013-02-28,18673.708
2013-03-29,18775.573
2013-04-30,19108.528
2013-05-31,19104.409
2013-06-28,18091.275
2013-07-31,19003.995
2013-08-30,18617.58
2013-09-30,19855.616
2013-10-31,20658.634
2013-11-29,20940.008
2013-12-31,21307.536
2014-01-31,20112.676
2014-02-28,21062.228
2014-03-31,20064.241
2014-04-30,20490.978
2014-05-30,21232.489
2014-06-30,21371.503
2014-07-31,22629.195
2014-08-29,22029.923
2014-09-30,20035.322
2014-10-31,21708.277
2014-11-28,21677.446
2014-12-31,20350.462
2015-01-30,21201.147
2015-02-27,21280.251
2015-03-31,21804.115
2015-04-30,24516.089
2015-05-29,24252.415
2015-06-30,23246.596
2015-07-31,22305.37
2015-08-31,19402.676
2015-09-30,18613.24
2015-10-30,20895.765
2015-11-30,20827.147
2015-12-31,20918.003
2016-01-29,18936.144
2016-02-29,18518.408
2016-03-31,20500.0
2016-04-29,21158.663
2016-05-31,20863.555
2016-06-30,21291.712
2016-07-29,22446.332
2016-08-31,22375.199
2016-09-30,23364.209
2016-10-31,23011.874
2016-11-30,22675.638
2016-12-30,20940.251
2017-01-31,22355.504
2017-02-28,22644.476
2017-03-31,23489.021
2017-04-28,24563.766
2017-05-31,25551.099
2017-06-30,26018.991
2017-07-31,27089.311
2017-08-31,27230.843
2017-09-29,27326.146
2017-10-31,27538.893
2017-11-30,29089.696
2017-12-29,30285.236
2018-01-31,31654.746
2018-02-28,30701.836
2018-03-30,29968.524
2018-04-30,31078.284
2018-05-31,31315.946
2018-06-29,29595.337
2018-07-31,29717.063
2018-08-31,29131.957
2018-09-28,29123.687
2018-10-31,25544.779
2018-11-30,27791.166
2018-12-31,28149.841
2019-01-31,30380.39
2019-02-28,32928.589
2019-03-29,33259.95
2019-04-30,33931.399
2019-05-31,31555.397
2019-06-28,34867.87
2019-07-31,33790.793
2019-08-30,31333.593
2019-09-30,30647.113
2019-10-31,32349.157
2019-11-29,32248.677
2019-12-31,33583.865
2020-01-31,32248.464
2020-02-28,31601.101
2020-03-31,28308.21
2020-04-30,30159.143
2020-05-29,28315.831
2020-06-30,32332.448
2020-07-31,32762.495
2020-08-31,36077.14
2020-09-30,34445.543
2020-10-30,33876.069
2020-11-30,37675.581
2020-12-31,41567.956
2021-01-29,43053.822
2021-02-26,43825.031
2021-03-31,43108.285
2021-04-30,44807.908
2021-05-31,45330.274
2021-06-30,44094.867
2021-07-30,43021.193
2021-08-31,43454.096
2021-09-30,41371.327
2021-10-29,40726.712
2021-11-30,38394.203
2021-12-31,37926.946
2022-01-31,37456.925
2022-02-28,36273.196
2022-03-31,36203.449
2022-04-29,33546.427
2022-05-31,34456.297
2022-06-30,36334.522
2022-07-29,34271.071
2022-08-31,32825.798
2022-09-30,28676.831
2022-10-31,24617.211
2022-11-30,33504.454
2022-12-30,36254.765
2023-01-31,37562.001
2023-02-28,34424.792
2023-03-31,35451.492
2023-04-28,35333.254
2023-05-31,31577.515
2023-06-30,33315.937
2023-07-31,34370.498
2023-08-31,31574.402
2023-09-29,29286.632
2023-10-31,29467.624
2023-11-30,29512.897
2023-12-29,30069.938
2024-01-31,26780.539
2024-02-29,27826.699
2024-03-29,25202.276
2024-04-30,27265.492
2024-05-31,28394.214
2024-06-28,26320.87
2024-07-31,25888.322
2024-08-30,26928.608
2024-09-30,33823.89
2024-10-31,31456.591
2024-11-29,30009.362
2024-12-31,29739.778
2025-01-31,29302.032
2025-02-28,31863.748
2025-03-31,31030.962
2025-04-30,30354.53
2025-05-30,34181.422
2025-06-30,35901.71
2025-07-31,37767.017
2025-08-29,39414.908
2025-09-30,39657.099
2025-10-31,39094.596
2025-11-28,39456.25
2025-12-31,38841.917
