Date,HONG KONG GROWTH Standard (Large+Mid Cap)
2002-04-02,6088.955
2002-04-03,6095.547
2002-04-04,6080.026
2002-04-05,6080.026
2002-04-08,6076.974
2002-04-09,6066.059
2002-04-10,6011.176
2002-04-11,6085.164
2002-04-12,6067.991
2002-04-15,6108.487
2002-04-16,6096.186
2002-04-17,6199.396
2002-04-18,6218.937
2002-04-19,6266.586
2002-04-22,6257.408
2002-04-23,6348.534
2002-04-24,6359.279
2002-04-25,6325.862
2002-04-26,6339.056
2002-04-29,6330.131
2002-04-30,6383.721
2002-05-01,6383.885
2002-05-02,6498.415
2002-05-03,6529.645
2002-05-06,6496.486
2002-05-07,6561.647
2002-05-08,6529.102
2002-05-09,6550.542
2002-05-10,6553.214
2002-05-13,6547.18
2002-05-14,6551.565
2002-05-15,6596.934
2002-05-16,6606.756
2002-05-17,6604.816
2002-05-20,6604.689
2002-05-21,6543.782
2002-05-22,6528.76
2002-05-23,6487.994
2002-05-24,6479.002
2002-05-27,6449.879
2002-05-28,6433.142
2002-05-29,6406.79
2002-05-30,6395.136
2002-05-31,6324.886
2002-06-03,6330.593
2002-06-04,6334.679
2002-06-05,6375.344
2002-06-06,6348.705
2002-06-07,6340.094
2002-06-10,6393.786
2002-06-11,6328.118
2002-06-12,6279.854
2002-06-13,6266.117
2002-06-14,6167.063
2002-06-17,6101.5
2002-06-18,6097.578
2002-06-19,5993.69
2002-06-20,6084.074
2002-06-21,6034.052
2002-06-24,6070.001
2002-06-25,6075.775
2002-06-26,5935.871
2002-06-27,6044.262
2002-06-28,6070.29
2002-07-01,6070.407
2002-07-02,6007.492
2002-07-03,6108.343
2002-07-04,6221.22
2002-07-05,6226.525
2002-07-08,6188.259
2002-07-09,6189.884
2002-07-10,6196.336
2002-07-11,6061.956
2002-07-12,6087.163
2002-07-15,6080.31
2002-07-16,5989.958
2002-07-17,5921.274
2002-07-18,5943.356
2002-07-19,5882.965
2002-07-22,5812.449
2002-07-23,5955.049
2002-07-24,5824.111
2002-07-25,5753.772
2002-07-26,5664.131
2002-07-29,5753.168
2002-07-30,5847.596
2002-07-31,5899.404
2002-08-01,5860.191
2002-08-02,5798.657
2002-08-05,5695.625
2002-08-06,5595.101
2002-08-07,5723.351
2002-08-08,5717.705
2002-08-09,5734.279
2002-08-12,5664.542
2002-08-13,5728.396
2002-08-14,5670.583
2002-08-15,5772.448
2002-08-16,5808.042
2002-08-19,5795.306
2002-08-20,5841.693
2002-08-21,5881.794
2002-08-22,5903.464
2002-08-23,5860.451
2002-08-26,5852.23
2002-08-27,5811.969
2002-08-28,5787.091
2002-08-29,5752.903
2002-08-30,5736.4
2002-09-02,5692.172
2002-09-03,5664.262
2002-09-04,5739.18
2002-09-05,5698.257
2002-09-06,5710.011
2002-09-09,5691.234
2002-09-10,5769.554
2002-09-11,5757.734
2002-09-12,5812.695
2002-09-13,5691.168
2002-09-16,5646.184
2002-09-17,5750.294
2002-09-18,5668.062
2002-09-19,5674.532
2002-09-20,5641.891
2002-09-23,5615.671
2002-09-24,5607.1
2002-09-25,5596.855
2002-09-26,5642.964
2002-09-27,5654.309
2002-09-30,5579.029
2002-10-01,5579.172
2002-10-02,5558.347
2002-10-03,5520.066
2002-10-04,5554.881
2002-10-07,5524.075
2002-10-08,5543.201
2002-10-09,5579.941
2002-10-10,5490.157
2002-10-11,5510.109
2002-10-14,5510.18
2002-10-15,5644.173
2002-10-16,5677.467
2002-10-17,5725.706
2002-10-18,5697.509
2002-10-21,5677.631
2002-10-22,5672.19
2002-10-23,5777.193
2002-10-24,5751.167
2002-10-25,5760.594
2002-10-28,5808.02
2002-10-29,5738.994
2002-10-30,5745.271
2002-10-31,5680.833
2002-11-01,5636.744
2002-11-04,5783.284
2002-11-05,5760.743
2002-11-06,5808.241
2002-11-07,5834.677
2002-11-08,5766.656
2002-11-11,5717.924
2002-11-12,5736.157
2002-11-13,5719.207
2002-11-14,5779.097
2002-11-15,5863.183
2002-11-18,5822.302
2002-11-19,5874.589
2002-11-20,5880.555
2002-11-21,5881.97
2002-11-22,5886.827
2002-11-25,5904.811
2002-11-26,5879.571
2002-11-27,5881.286
2002-11-28,5916.859
2002-11-29,5880.576
2002-12-02,5944.18
2002-12-03,5939.838
2002-12-04,5909.204
2002-12-05,5901.946
2002-12-06,5881.315
2002-12-09,5817.371
2002-12-10,5821.361
2002-12-11,5793.241
2002-12-12,5811.697
2002-12-13,5795.945
2002-12-16,5781.03
2002-12-17,5784.091
2002-12-18,5729.889
2002-12-19,5739.492
2002-12-20,5753.574
2002-12-23,5736.009
2002-12-24,5738.934
2002-12-25,5738.934
2002-12-26,5739.007
2002-12-27,5688.757
2002-12-30,5629.281
2002-12-31,5658.964
2003-01-01,5658.964
2003-01-02,5658.744
2003-01-03,5737.114
2003-01-06,5763.024
2003-01-07,5752.009
2003-01-08,5773.256
2003-01-09,5766.322
2003-01-10,5805.776
2003-01-13,5845.697
2003-01-14,5840.363
2003-01-15,5896.913
2003-01-16,5871.064
2003-01-17,5810.453
2003-01-20,5774.181
2003-01-21,5776.802
2003-01-22,5800.685
2003-01-23,5812.464
2003-01-24,5754.919
2003-01-27,5694.478
2003-01-28,5729.477
2003-01-29,5673.507
2003-01-30,5694.213
2003-01-31,5694.286
2003-02-03,5694.213
2003-02-04,5696.745
2003-02-05,5675.105
2003-02-06,5660.219
2003-02-07,5705.138
2003-02-10,5709.731
2003-02-11,5673.105
2003-02-12,5722.682
2003-02-13,5648.373
2003-02-14,5645.668
2003-02-17,5733.494
2003-02-18,5722.876
2003-02-19,5731.16
2003-02-20,5724.595
2003-02-21,5688.854
2003-02-24,5712.264
2003-02-25,5706.564
2003-02-26,5713.209
2003-02-27,5707.186
2003-02-28,5730.871
2003-03-03,5804.33
2003-03-04,5798.011
2003-03-05,5795.946
2003-03-06,5728.792
2003-03-07,5724.486
2003-03-10,5725.047
2003-03-11,5769.715
2003-03-12,5752.724
2003-03-13,5709.817
2003-03-14,5783.922
2003-03-17,5735.589
2003-03-18,5778.659
2003-03-19,5855.048
2003-03-20,5879.395
2003-03-21,5895.486
2003-03-24,5900.82
2003-03-25,5901.271
2003-03-26,5889.505
2003-03-27,5778.728
2003-03-28,5807.117
2003-03-31,5715.697
2003-04-01,5687.248
2003-04-02,5747.07
2003-04-03,5719.027
2003-04-04,5819.83
2003-04-07,5850.738
2003-04-08,5789.138
2003-04-09,5700.039
2003-04-10,5700.845
2003-04-11,5705.996
2003-04-14,5627.895
2003-04-15,5663.613
2003-04-16,5692.693
2003-04-17,5656.085
2003-04-18,5656.085
2003-04-21,5656.013
2003-04-22,5649.679
2003-04-23,5602.907
2003-04-24,5605.603
2003-04-25,5581.503
2003-04-28,5606.451
2003-04-29,5778.275
2003-04-30,5722.933
2003-05-01,5723.006
2003-05-02,5804.422
2003-05-05,5838.252
2003-05-06,5800.298
2003-05-07,5820.915
2003-05-08,5820.915
2003-05-09,5879.131
2003-05-12,5919.479
2003-05-13,5901.807
2003-05-14,5903.84
2003-05-15,5915.839
2003-05-16,5907.008
2003-05-19,5932.261
2003-05-20,5944.402
2003-05-21,5963.462
2003-05-22,5998.509
2003-05-23,6048.37
2003-05-26,6112.566
2003-05-27,6093.832
2003-05-28,6111.5
2003-05-29,6118.336
2003-05-30,6096.852
2003-06-02,6197.992
2003-06-03,6189.898
2003-06-04,6189.739
2003-06-05,6159.861
2003-06-06,6203.993
2003-06-09,6247.898
2003-06-10,6307.083
2003-06-11,6298.033
2003-06-12,6308.408
2003-06-13,6351.788
2003-06-16,6313.872
2003-06-17,6392.057
2003-06-18,6369.6
2003-06-19,6384.6
2003-06-20,6390.969
2003-06-23,6278.894
2003-06-24,6194.744
2003-06-25,6216.675
2003-06-26,6231.905
2003-06-27,6281.884
2003-06-30,6260.425
2003-07-01,6260.184
2003-07-02,6303.318
2003-07-03,6294.231
2003-07-04,6284.633
2003-07-07,6436.338
2003-07-08,6462.552
2003-07-09,6511.666
2003-07-10,6476.544
2003-07-11,6432.194
2003-07-14,6547.74
2003-07-15,6501.202
2003-07-16,6521.223
2003-07-17,6492.331
2003-07-18,6509.009
2003-07-21,6485.029
2003-07-22,6463.101
2003-07-23,6417.924
2003-07-24,6413.289
2003-07-25,6433.612
2003-07-28,6523.247
2003-07-29,6539.974
2003-07-30,6544.797
2003-07-31,6566.622
2003-08-01,6603.464
2003-08-04,6561.958
2003-08-05,6576.184
2003-08-06,6459.638
2003-08-07,6467.211
2003-08-08,6498.4
2003-08-11,6569.451
2003-08-12,6639.779
2003-08-13,6717.862
2003-08-14,6766.959
2003-08-15,6758.475
2003-08-18,6834.714
2003-08-19,6851.392
2003-08-20,6883.371
2003-08-21,7001.877
2003-08-22,7059.95
2003-08-25,7062.927
2003-08-26,7071.242
2003-08-27,7061.451
2003-08-28,7103.088
2003-08-29,7194.56
2003-09-01,7224.879
2003-09-02,7263.721
2003-09-03,7366.699
2003-09-04,7396.56
2003-09-05,7380.08
2003-09-08,7353.252
2003-09-09,7291.673
2003-09-10,7155.072
2003-09-11,7238.788
2003-09-12,7238.696
2003-09-15,7330.549
2003-09-16,7356.328
2003-09-17,7395.063
2003-09-18,7364.324
2003-09-19,7306.036
2003-09-22,7307.2
2003-09-23,7463.257
2003-09-24,7699.112
2003-09-25,7694.55
2003-09-26,7705.897
2003-09-29,7616.991
2003-09-30,7704.73
2003-10-01,7710.554
2003-10-02,7938.529
2003-10-03,7948.72
2003-10-06,8049.919
2003-10-07,7998.243
2003-10-08,7888.537
2003-10-09,7909.054
2003-10-10,7941.506
2003-10-13,7963.777
2003-10-14,7906.828
2003-10-15,8061.256
2003-10-16,8101.735
2003-10-17,8122.104
2003-10-20,8187.921
2003-10-21,8253.539
2003-10-22,8205.588
2003-10-23,7901.095
2003-10-24,7893.585
2003-10-27,7965.547
2003-10-28,8114.754
2003-10-29,8096.818
2003-10-30,8069.762
2003-10-31,8083.934
2003-11-03,8142.276
2003-11-04,8235.94
2003-11-05,8256.63
2003-11-06,8156.298
2003-11-07,8212.258
2003-11-10,8165.471
2003-11-11,8085.445
2003-11-12,7996.565
2003-11-13,8138.703
2003-11-14,8163.752
2003-11-17,8017.923
2003-11-18,8080.415
2003-11-19,8001.376
2003-11-20,8002.204
2003-11-21,8000.396
2003-11-24,7983.015
2003-11-25,8083.785
2003-11-26,8146.024
2003-11-27,8162.396
2003-11-28,8289.655
2003-12-01,8406.038
2003-12-02,8419.389
2003-12-03,8419.253
2003-12-04,8443.684
2003-12-05,8412.178
2003-12-08,8319.074
2003-12-09,8419.924
2003-12-10,8432.863
2003-12-11,8595.807
2003-12-12,8583.171
2003-12-15,8528.894
2003-12-16,8277.052
2003-12-17,8183.965
2003-12-18,8178.204
2003-12-19,8263.8
2003-12-22,8330.187
2003-12-23,8335.574
2003-12-24,8346.172
2003-12-25,8346.172
2003-12-26,8345.688
2003-12-29,8326.938
2003-12-30,8400.736
2003-12-31,8456.078
2004-01-01,8456.078
2004-01-02,8586.11
2004-01-05,8702.037
2004-01-06,8817.909
2004-01-07,8806.058
2004-01-08,8757.619
2004-01-09,8894.209
2004-01-12,8906.867
2004-01-13,8935.274
2004-01-14,8957.924
2004-01-15,8866.929
2004-01-16,8847.105
2004-01-19,8904.993
2004-01-20,9094.893
2004-01-21,9253.938
2004-01-22,9254.653
2004-01-23,9254.891
2004-01-26,9373.91
2004-01-27,9400.974
2004-01-28,9152.161
2004-01-29,9001.73
2004-01-30,9041.198
2004-02-02,8838.233
2004-02-03,8925.08
2004-02-04,8924.751
2004-02-05,8896.98
2004-02-06,9093.219
2004-02-09,9301.154
2004-02-10,9247.707
2004-02-11,9220.407
2004-02-12,9292.128
2004-02-13,9369.664
2004-02-16,9444.702
2004-02-17,9444.02
2004-02-18,9488.007
2004-02-19,9444.27
2004-02-20,9382.381
2004-02-23,9315.23
2004-02-24,9339.242
2004-02-25,9217.798
2004-02-26,9277.74
2004-02-27,9421.459
2004-03-01,9433.462
2004-03-02,9295.371
2004-03-03,9162.113
2004-03-04,9173.542
2004-03-05,9204.486
2004-03-08,9221.903
2004-03-09,9085.425
2004-03-10,8981.749
2004-03-11,8834.763
2004-03-12,8788.893
2004-03-15,8800.364
2004-03-16,8811.511
2004-03-17,8869.972
2004-03-18,8828.727
2004-03-19,8864.838
2004-03-22,8738.083
2004-03-23,8784.738
2004-03-24,8841.805
2004-03-25,8680.303
2004-03-26,8708.783
2004-03-29,8652.98
2004-03-30,8819.243
2004-03-31,8810.0
2004-04-01,8842.913
2004-04-02,8933.112
2004-04-05,8931.564
2004-04-06,9053.14
2004-04-07,9072.332
2004-04-08,9077.043
2004-04-09,9077.043
2004-04-12,9076.752
2004-04-13,9182.453
2004-04-14,8966.015
2004-04-15,8765.334
2004-04-16,8783.874
2004-04-19,8797.241
2004-04-20,8746.277
2004-04-21,8620.214
2004-04-22,8570.069
2004-04-23,8756.166
2004-04-26,8566.655
2004-04-27,8576.709
2004-04-28,8556.778
2004-04-29,8409.764
2004-04-30,8414.481
2004-05-03,8424.571
2004-05-04,8586.263
2004-05-05,8483.849
2004-05-06,8494.752
2004-05-07,8415.733
2004-05-10,8068.0
2004-05-11,8101.943
2004-05-12,8188.298
2004-05-13,8011.626
2004-05-14,7898.306
2004-05-17,7580.952
2004-05-18,7627.718
2004-05-19,8009.517
2004-05-20,7901.186
2004-05-21,8120.15
2004-05-24,8203.402
2004-05-25,8207.188
2004-05-26,8206.661
2004-05-27,8356.947
2004-05-28,8449.705
2004-05-31,8508.165
2004-06-01,8448.606
2004-06-02,8454.738
2004-06-03,8254.205
2004-06-04,8302.087
2004-06-07,8544.807
2004-06-08,8549.601
2004-06-09,8531.717
2004-06-10,8597.229
2004-06-11,8558.437
2004-06-14,8360.307
2004-06-15,8328.783
2004-06-16,8395.525
2004-06-17,8336.046
2004-06-18,8202.606
2004-06-21,8166.34
2004-06-22,8166.026
2004-06-23,8137.157
2004-06-24,8333.666
2004-06-25,8368.645
2004-06-28,8391.722
2004-06-29,8332.09
2004-06-30,8468.289
2004-07-01,8468.452
2004-07-02,8454.104
2004-07-05,8475.588
2004-07-06,8516.145
2004-07-07,8552.676
2004-07-08,8438.828
2004-07-09,8473.668
2004-07-12,8502.623
2004-07-13,8392.833
2004-07-14,8305.43
2004-07-15,8299.631
2004-07-16,8381.845
2004-07-19,8441.452
2004-07-20,8430.68
2004-07-21,8634.464
2004-07-22,8586.481
2004-07-23,8603.184
2004-07-26,8575.378
2004-07-27,8562.719
2004-07-28,8584.216
2004-07-29,8516.389
2004-07-30,8560.121
2004-08-02,8502.142
2004-08-03,8527.884
2004-08-04,8475.495
2004-08-05,8648.898
2004-08-06,8603.237
2004-08-09,8585.342
2004-08-10,8542.609
2004-08-11,8488.769
2004-08-12,8536.22
2004-08-13,8486.106
2004-08-16,8352.103
2004-08-17,8372.518
2004-08-18,8415.969
2004-08-19,8577.756
2004-08-20,8557.539
2004-08-23,8626.392
2004-08-24,8722.645
2004-08-25,8879.654
2004-08-26,8924.567
2004-08-27,8861.592
2004-08-30,8902.321
2004-08-31,8927.357
2004-09-01,9075.964
2004-09-02,9070.706
2004-09-03,9012.591
2004-09-06,9126.343
2004-09-07,9198.678
2004-09-08,9162.025
2004-09-09,9116.687
2004-09-10,9104.906
2004-09-13,9246.749
2004-09-14,9253.321
2004-09-15,9220.427
2004-09-16,9331.529
2004-09-17,9353.145
2004-09-20,9349.862
2004-09-21,9409.56
2004-09-22,9393.854
2004-09-23,9348.029
2004-09-24,9155.326
2004-09-27,9129.127
2004-09-28,9080.508
2004-09-29,9081.148
2004-09-30,9205.195
2004-10-01,9206.081
2004-10-04,9371.099
2004-10-05,9412.16
2004-10-06,9358.154
2004-10-07,9381.304
2004-10-08,9337.759
2004-10-11,9326.42
2004-10-12,9287.418
2004-10-13,9254.551
2004-10-14,9178.97
2004-10-15,9219.126
2004-10-18,9204.029
2004-10-19,9290.095
2004-10-20,9172.354
2004-10-21,9135.459
2004-10-22,9133.758
2004-10-25,9022.362
2004-10-26,9028.097
2004-10-27,9054.383
2004-10-28,9273.378
2004-10-29,9241.696
2004-11-01,9277.801
2004-11-02,9445.553
2004-11-03,9558.172
2004-11-04,9518.387
2004-11-05,9639.618
2004-11-08,9659.152
2004-11-09,9659.405
2004-11-10,9740.647
2004-11-11,9658.545
2004-11-12,9736.839
2004-11-15,9803.965
2004-11-16,9712.353
2004-11-17,9773.622
2004-11-18,9788.382
2004-11-19,9810.906
2004-11-22,9780.59
2004-11-23,9899.245
2004-11-24,9860.639
2004-11-25,9850.348
2004-11-26,9871.065
2004-11-29,9898.276
2004-11-30,9852.735
2004-12-01,9896.853
2004-12-02,9960.191
2004-12-03,9948.967
2004-12-06,9983.19
2004-12-07,10013.652
2004-12-08,9909.145
2004-12-09,9868.36
2004-12-10,9796.676
2004-12-13,9819.663
2004-12-14,9916.062
2004-12-15,9952.023
2004-12-16,9935.323
2004-12-17,9975.641
2004-12-20,10062.317
2004-12-21,10016.671
2004-12-22,9967.608
2004-12-23,10052.168
2004-12-24,10030.725
2004-12-27,10030.725
2004-12-28,10076.445
2004-12-29,10099.792
2004-12-30,10064.591
2004-12-31,10104.652
2005-01-03,10122.132
2005-01-04,10000.265
2005-01-05,9774.725
2005-01-06,9729.768
2005-01-07,9659.166
2005-01-10,9657.657
2005-01-11,9619.751
2005-01-12,9673.369
2005-01-13,9702.368
2005-01-14,9648.528
2005-01-17,9733.8
2005-01-18,9745.964
2005-01-19,9762.191
2005-01-20,9657.602
2005-01-21,9596.885
2005-01-24,9547.022
2005-01-25,9641.721
2005-01-26,9715.939
2005-01-27,9676.808
2005-01-28,9711.68
2005-01-31,9763.99
2005-02-01,9671.98
2005-02-02,9685.555
2005-02-03,9689.893
2005-02-04,9722.773
2005-02-07,9857.402
2005-02-08,9851.488
2005-02-09,9851.488
2005-02-10,9851.488
2005-02-11,9851.172
2005-02-14,9902.717
2005-02-15,9888.586
2005-02-16,9926.012
2005-02-17,9850.744
2005-02-18,9959.286
2005-02-21,10009.296
2005-02-22,9984.086
2005-02-23,9902.457
2005-02-24,10075.096
2005-02-25,10171.121
2005-02-28,10176.872
2005-03-01,10148.902
2005-03-02,10063.562
2005-03-03,10079.332
2005-03-04,9946.098
2005-03-07,9969.276
2005-03-08,10012.764
2005-03-09,10095.557
2005-03-10,10038.67
2005-03-11,10049.233
2005-03-14,10015.399
2005-03-15,9915.505
2005-03-16,9989.326
2005-03-17,9977.705
2005-03-18,10001.95
2005-03-21,10030.126
2005-03-22,10008.966
2005-03-23,9888.37
2005-03-24,9903.604
2005-03-25,9903.604
2005-03-28,9903.604
2005-03-29,9795.903
2005-03-30,9792.973
2005-03-31,9854.669
2005-04-01,9904.07
2005-04-04,9960.814
2005-04-05,9960.431
2005-04-06,9946.132
2005-04-07,9992.361
2005-04-08,10054.598
2005-04-11,10024.272
2005-04-12,10041.297
2005-04-13,10121.656
2005-04-14,10117.937
2005-04-15,10011.635
2005-04-18,9825.957
2005-04-19,9894.233
2005-04-20,9944.618
2005-04-21,10025.422
2005-04-22,10080.952
2005-04-25,10133.445
2005-04-26,10247.522
2005-04-27,10230.062
2005-04-28,10255.673
2005-04-29,10259.532
2005-05-02,10258.217
2005-05-03,10263.008
2005-05-04,10289.531
2005-05-05,10358.368
2005-05-06,10330.462
2005-05-09,10380.779
2005-05-10,10345.096
2005-05-11,10274.542
2005-05-12,10316.477
2005-05-13,10263.641
2005-05-16,10262.325
2005-05-17,10146.205
2005-05-18,10138.454
2005-05-19,10164.85
2005-05-20,10156.264
2005-05-23,10135.92
2005-05-24,10200.875
2005-05-25,10106.237
2005-05-26,10098.749
2005-05-27,10211.069
2005-05-30,10252.961
2005-05-31,10232.891
2005-06-01,10237.203
2005-06-02,10186.844
2005-06-03,10181.04
2005-06-06,10209.637
2005-06-07,10196.733
2005-06-08,10234.247
2005-06-09,10270.913
2005-06-10,10288.438
2005-06-13,10274.011
