Date,SINGAPORE IMI VALUE IMI (Large+Mid+Small Cap)
2001-10-15,239.363
2001-10-16,241.337
2001-10-17,243.878
2001-10-18,237.849
2001-10-19,234.624
2001-10-22,234.805
2001-10-23,237.252
2001-10-24,241.296
2001-10-25,239.924
2001-10-26,239.743
2001-10-29,235.912
2001-10-30,235.846
2001-10-31,232.961
2001-11-01,229.335
2001-11-02,228.323
2001-11-05,228.836
2001-11-06,228.044
2001-11-07,226.658
2001-11-08,228.286
2001-11-09,231.416
2001-11-12,233.623
2001-11-13,231.257
2001-11-14,231.257
2001-11-15,240.188
2001-11-16,237.884
2001-11-19,242.829
2001-11-20,243.159
2001-11-21,246.029
2001-11-22,243.601
2001-11-23,244.619
2001-11-26,247.897
2001-11-27,252.095
2001-11-28,248.439
2001-11-29,245.543
2001-11-30,249.177
2001-12-03,252.416
2001-12-04,262.497
2001-12-05,270.725
2001-12-06,275.945
2001-12-07,279.814
2001-12-10,276.853
2001-12-11,273.991
2001-12-12,273.845
2001-12-13,269.344
2001-12-14,265.838
2001-12-17,265.613
2001-12-18,270.554
2001-12-19,272.817
2001-12-20,271.602
2001-12-21,269.966
2001-12-24,269.735
2001-12-25,269.714
2001-12-26,269.149
2001-12-27,273.327
2001-12-28,275.908
2001-12-31,276.129
2002-01-01,276.129
2002-01-02,276.465
2002-01-03,281.864
2002-01-04,287.013
2002-01-07,289.218
2002-01-08,290.036
2002-01-09,287.344
2002-01-10,291.301
2002-01-11,292.119
2002-01-14,297.27
2002-01-15,293.044
2002-01-16,288.652
2002-01-17,285.723
2002-01-18,281.855
2002-01-21,283.945
2002-01-22,282.22
2002-01-23,282.441
2002-01-24,282.226
2002-01-25,293.302
2002-01-28,300.22
2002-01-29,299.706
2002-01-30,295.98
2002-01-31,302.28
2002-02-01,302.459
2002-02-04,299.202
2002-02-05,293.37
2002-02-06,297.096
2002-02-07,293.447
2002-02-08,295.659
2002-02-11,297.034
2002-02-12,297.288
2002-02-13,297.383
2002-02-14,305.596
2002-02-15,305.341
2002-02-18,303.405
2002-02-19,300.353
2002-02-20,296.712
2002-02-21,295.937
2002-02-22,289.338
2002-02-25,284.998
2002-02-26,287.42
2002-02-27,291.377
2002-02-28,293.516
2002-03-01,294.971
2002-03-04,309.015
2002-03-05,310.586
2002-03-06,308.978
2002-03-07,309.315
2002-03-08,309.986
2002-03-11,311.716
2002-03-12,307.353
2002-03-13,307.886
2002-03-14,308.041
2002-03-15,308.365
2002-03-18,309.376
2002-03-19,313.584
2002-03-20,311.083
2002-03-21,310.979
2002-03-22,310.77
2002-03-25,309.674
2002-03-26,306.529
2002-03-27,307.446
2002-03-28,309.12
2002-03-29,309.12
2002-04-01,305.553
2002-04-02,306.098
2002-04-03,304.021
2002-04-04,302.862
2002-04-05,303.672
2002-04-08,300.975
2002-04-09,299.033
2002-04-10,293.455
2002-04-11,296.289
2002-04-12,300.252
2002-04-15,301.657
2002-04-16,304.215
2002-04-17,305.755
2002-04-18,302.884
2002-04-19,300.39
2002-04-22,301.409
2002-04-23,303.415
2002-04-24,303.174
2002-04-25,303.646
2002-04-26,305.15
2002-04-29,301.147
2002-04-30,302.745
2002-05-01,303.087
2002-05-02,305.026
2002-05-03,307.14
2002-05-06,303.87
2002-05-07,302.502
2002-05-08,304.623
2002-05-09,305.318
2002-05-10,306.159
2002-05-13,306.876
2002-05-14,307.845
2002-05-15,309.533
2002-05-16,309.03
2002-05-17,311.627
2002-05-20,311.081
2002-05-21,312.47
2002-05-22,312.445
2002-05-23,307.924
2002-05-24,309.636
2002-05-27,309.813
2002-05-28,308.112
2002-05-29,303.967
2002-05-30,305.399
2002-05-31,302.638
2002-06-03,301.622
2002-06-04,296.097
2002-06-05,294.461
2002-06-06,293.704
2002-06-07,295.349
2002-06-10,299.197
2002-06-11,297.592
2002-06-12,295.848
2002-06-13,295.379
2002-06-14,287.863
2002-06-17,285.648
2002-06-18,285.483
2002-06-19,278.759
2002-06-20,282.202
2002-06-21,278.065
2002-06-24,276.181
2002-06-25,277.758
2002-06-26,273.225
2002-06-27,272.372
2002-06-28,276.341
2002-07-01,275.492
2002-07-02,275.719
2002-07-03,284.509
2002-07-04,287.832
2002-07-05,296.12
2002-07-08,293.784
2002-07-09,298.031
2002-07-10,295.903
2002-07-11,292.583
2002-07-12,293.08
2002-07-15,294.735
2002-07-16,289.42
2002-07-17,290.117
2002-07-18,289.6
2002-07-19,288.005
2002-07-22,285.816
2002-07-23,288.963
2002-07-24,283.148
2002-07-25,281.739
2002-07-26,274.34
2002-07-29,275.19
2002-07-30,277.457
2002-07-31,276.06
2002-08-01,278.119
2002-08-02,278.672
2002-08-05,274.484
2002-08-06,271.255
2002-08-07,278.835
2002-08-08,278.251
2002-08-09,278.725
2002-08-12,281.507
2002-08-13,290.544
2002-08-14,290.317
2002-08-15,294.132
2002-08-16,291.379
2002-08-19,295.501
2002-08-20,293.954
2002-08-21,293.934
2002-08-22,293.639
2002-08-23,289.967
2002-08-26,285.918
2002-08-27,286.41
2002-08-28,285.89
2002-08-29,280.686
2002-08-30,282.268
2002-09-02,277.495
2002-09-03,279.206
2002-09-04,277.903
2002-09-05,277.633
2002-09-06,276.947
2002-09-09,273.282
2002-09-10,277.847
2002-09-11,277.637
2002-09-12,275.391
2002-09-13,274.001
2002-09-16,275.464
2002-09-17,278.638
2002-09-18,273.91
2002-09-19,275.707
2002-09-20,270.942
2002-09-23,268.7
2002-09-24,259.869
2002-09-25,250.189
2002-09-26,254.586
2002-09-27,259.165
2002-09-30,255.437
2002-10-01,254.51
2002-10-02,253.348
2002-10-03,252.34
2002-10-04,257.369
2002-10-07,259.11
2002-10-08,263.518
2002-10-09,257.746
2002-10-10,254.053
2002-10-11,256.738
2002-10-14,258.921
2002-10-15,268.765
2002-10-16,270.633
2002-10-17,277.697
2002-10-18,274.173
2002-10-21,274.974
2002-10-22,275.962
2002-10-23,275.377
2002-10-24,274.4
2002-10-25,280.384
2002-10-28,280.574
2002-10-29,275.995
2002-10-30,276.857
2002-10-31,279.002
2002-11-01,271.549
2002-11-04,271.8
2002-11-05,271.047
2002-11-06,271.54
2002-11-07,266.681
2002-11-08,268.488
2002-11-11,262.944
2002-11-12,264.201
2002-11-13,261.41
2002-11-14,260.457
2002-11-15,265.654
2002-11-18,260.491
2002-11-19,260.49
2002-11-20,257.877
2002-11-21,261.166
2002-11-22,266.062
2002-11-25,265.347
2002-11-26,261.277
2002-11-27,260.533
2002-11-28,261.331
2002-11-29,257.159
2002-12-02,258.783
2002-12-03,256.054
2002-12-04,252.799
2002-12-05,253.473
2002-12-06,254.666
2002-12-09,250.294
2002-12-10,254.462
2002-12-11,256.324
2002-12-12,258.225
2002-12-13,257.738
2002-12-16,256.865
2002-12-17,253.181
2002-12-18,251.566
2002-12-19,255.019
2002-12-20,250.802
2002-12-23,251.384
2002-12-24,251.612
2002-12-25,251.612
2002-12-26,250.528
2002-12-27,253.233
2002-12-30,251.593
2002-12-31,254.695
2003-01-01,254.733
2003-01-02,251.577
2003-01-03,250.561
2003-01-06,250.068
2003-01-07,247.428
2003-01-08,250.671
2003-01-09,252.231
2003-01-10,254.219
2003-01-13,263.015
2003-01-14,267.962
2003-01-15,265.413
2003-01-16,264.056
2003-01-17,261.285
2003-01-20,261.183
2003-01-21,261.536
2003-01-22,261.855
2003-01-23,262.217
2003-01-24,261.58
2003-01-27,255.35
2003-01-28,258.02
2003-01-29,250.115
2003-01-30,247.498
2003-01-31,244.539
2003-02-03,244.16
2003-02-04,246.067
2003-02-05,245.765
2003-02-06,245.132
2003-02-07,244.706
2003-02-10,242.537
2003-02-11,245.608
2003-02-12,244.908
2003-02-13,239.85
2003-02-14,241.363
2003-02-17,245.928
2003-02-18,245.655
2003-02-19,250.319
2003-02-20,252.066
2003-02-21,253.086
2003-02-24,250.632
2003-02-25,246.466
2003-02-26,245.568
2003-02-27,243.028
2003-02-28,242.376
2003-03-03,243.091
2003-03-04,241.173
2003-03-05,241.173
2003-03-06,235.304
2003-03-07,231.269
2003-03-10,228.477
2003-03-11,228.581
2003-03-12,231.376
2003-03-13,230.713
2003-03-14,233.863
2003-03-17,230.532
2003-03-18,237.394
2003-03-19,238.187
2003-03-20,241.66
2003-03-21,244.982
2003-03-24,240.433
2003-03-25,243.348
2003-03-26,244.491
2003-03-27,243.029
2003-03-28,244.395
2003-03-31,236.09
2003-04-01,239.785
2003-04-02,244.833
2003-04-03,243.092
2003-04-04,245.322
2003-04-07,248.27
2003-04-08,244.304
2003-04-09,239.851
2003-04-10,241.304
2003-04-11,242.16
2003-04-14,240.428
2003-04-15,241.906
2003-04-16,241.521
2003-04-17,240.617
2003-04-18,240.617
2003-04-21,238.057
2003-04-22,238.069
2003-04-23,236.041
2003-04-24,230.97
2003-04-25,227.513
2003-04-28,231.28
2003-04-29,240.321
2003-04-30,239.223
2003-05-01,240.18
2003-05-02,243.828
2003-05-05,250.638
2003-05-06,250.355
2003-05-07,248.219
2003-05-08,250.811
2003-05-09,248.43
2003-05-12,253.239
2003-05-13,251.856
2003-05-14,251.856
2003-05-15,253.781
2003-05-16,253.346
2003-05-19,251.451
2003-05-20,252.447
2003-05-21,250.074
2003-05-22,255.263
2003-05-23,258.715
2003-05-26,263.534
2003-05-27,260.204
2003-05-28,261.483
2003-05-29,263.376
2003-05-30,265.524
2003-06-02,273.606
2003-06-03,272.797
2003-06-04,278.396
2003-06-05,283.258
2003-06-06,285.011
2003-06-09,285.806
2003-06-10,283.92
2003-06-11,285.48
2003-06-12,290.928
2003-06-13,291.542
2003-06-16,288.568
2003-06-17,295.432
2003-06-18,294.158
2003-06-19,300.766
2003-06-20,298.739
2003-06-23,292.302
2003-06-24,287.22
2003-06-25,286.247
2003-06-26,282.736
2003-06-27,286.37
2003-06-30,278.432
2003-07-01,280.42
2003-07-02,284.75
2003-07-03,284.185
2003-07-04,285.709
2003-07-07,289.681
2003-07-08,290.518
2003-07-09,294.034
2003-07-10,293.156
2003-07-11,298.668
2003-07-14,304.771
2003-07-15,308.341
2003-07-16,308.9
2003-07-17,307.133
2003-07-18,305.991
2003-07-21,306.193
2003-07-22,300.523
2003-07-23,303.353
2003-07-24,302.588
2003-07-25,305.346
2003-07-28,309.544
2003-07-29,308.307
2003-07-30,306.321
2003-07-31,302.421
2003-08-01,303.757
2003-08-04,299.314
2003-08-05,291.514
2003-08-06,291.009
2003-08-07,298.458
2003-08-08,298.105
2003-08-11,301.727
2003-08-12,303.982
2003-08-13,312.554
2003-08-14,316.942
2003-08-15,316.277
2003-08-18,320.876
2003-08-19,319.851
2003-08-20,320.908
2003-08-21,327.857
2003-08-22,328.15
2003-08-25,326.362
2003-08-26,317.148
2003-08-27,315.97
2003-08-28,315.261
2003-08-29,318.126
2003-09-01,321.377
2003-09-02,318.289
2003-09-03,318.978
2003-09-04,320.14
2003-09-05,322.244
2003-09-08,325.261
2003-09-09,317.033
2003-09-10,313.979
2003-09-11,320.094
2003-09-12,318.242
2003-09-15,314.42
2003-09-16,316.97
2003-09-17,321.034
2003-09-18,322.766
2003-09-19,320.071
2003-09-22,319.571
2003-09-23,320.361
2003-09-24,329.392
2003-09-25,328.388
2003-09-26,327.983
2003-09-29,329.001
2003-09-30,330.611
2003-10-01,331.387
2003-10-02,336.08
2003-10-03,344.092
2003-10-06,354.771
2003-10-07,356.865
2003-10-08,360.205
2003-10-09,361.648
2003-10-10,362.546
2003-10-13,363.257
2003-10-14,354.255
2003-10-15,356.201
2003-10-16,357.723
2003-10-17,362.347
2003-10-20,363.856
2003-10-21,367.403
2003-10-22,364.655
2003-10-23,354.766
2003-10-24,355.131
2003-10-27,350.355
2003-10-28,354.806
2003-10-29,354.234
2003-10-30,353.303
2003-10-31,352.978
2003-11-03,361.617
2003-11-04,368.464
2003-11-05,365.671
2003-11-06,363.405
2003-11-07,364.455
2003-11-10,358.508
2003-11-11,349.847
2003-11-12,355.347
2003-11-13,363.469
2003-11-14,363.1
2003-11-17,352.303
2003-11-18,354.705
2003-11-19,347.711
2003-11-20,341.425
2003-11-21,339.265
2003-11-24,341.039
2003-11-25,341.039
2003-11-26,346.905
2003-11-27,347.585
2003-11-28,352.288
2003-12-01,356.593
2003-12-02,355.275
2003-12-03,357.307
2003-12-04,356.738
2003-12-05,355.493
2003-12-08,355.681
2003-12-09,356.6
2003-12-10,355.376
2003-12-11,356.142
2003-12-12,358.295
2003-12-15,362.282
2003-12-16,360.001
2003-12-17,356.303
2003-12-18,356.66
2003-12-19,355.435
2003-12-22,357.077
2003-12-23,357.998
2003-12-24,359.107
2003-12-25,359.107
2003-12-26,359.814
2003-12-29,363.499
2003-12-30,367.587
2003-12-31,369.251
2004-01-01,369.274
2004-01-02,374.826
2004-01-05,382.096
2004-01-06,379.347
2004-01-07,379.626
2004-01-08,380.696
2004-01-09,383.821
2004-01-12,379.371
2004-01-13,383.112
2004-01-14,383.826
2004-01-15,376.056
2004-01-16,375.449
2004-01-19,376.376
2004-01-20,382.003
2004-01-21,388.005
2004-01-22,389.553
2004-01-23,388.96
2004-01-26,391.317
2004-01-27,391.312
2004-01-28,384.291
2004-01-29,380.304
2004-01-30,385.954
2004-02-02,386.214
2004-02-03,386.527
2004-02-04,385.709
2004-02-05,384.622
2004-02-06,392.163
2004-02-09,400.879
2004-02-10,402.162
2004-02-11,402.817
2004-02-12,398.668
2004-02-13,400.133
2004-02-16,397.766
2004-02-17,402.98
2004-02-18,403.217
2004-02-19,402.067
2004-02-20,401.649
2004-02-23,400.502
2004-02-24,400.471
2004-02-25,399.1
2004-02-26,399.675
2004-02-27,402.285
2004-03-01,403.516
2004-03-02,401.575
2004-03-03,397.627
2004-03-04,399.313
2004-03-05,400.388
2004-03-08,399.437
2004-03-09,400.694
2004-03-10,397.506
2004-03-11,393.913
2004-03-12,390.123
2004-03-15,390.775
2004-03-16,390.033
2004-03-17,392.189
2004-03-18,394.806
2004-03-19,394.745
2004-03-22,392.534
2004-03-23,393.112
2004-03-24,395.076
2004-03-25,393.285
2004-03-26,392.939
2004-03-29,394.27
2004-03-30,398.547
2004-03-31,401.742
2004-04-01,407.205
2004-04-02,407.642
2004-04-05,409.282
2004-04-06,406.882
2004-04-07,407.625
2004-04-08,409.112
2004-04-09,409.112
2004-04-12,410.667
2004-04-13,409.194
2004-04-14,401.894
2004-04-15,398.568
2004-04-16,401.994
2004-04-19,399.239
2004-04-20,400.863
2004-04-21,398.86
2004-04-22,400.774
2004-04-23,402.676
2004-04-26,399.821
2004-04-27,399.75
2004-04-28,400.324
2004-04-29,388.344
2004-04-30,392.871
2004-05-03,393.194
2004-05-04,400.242
2004-05-05,408.458
2004-05-06,404.608
2004-05-07,398.366
2004-05-10,384.65
2004-05-11,386.975
2004-05-12,387.279
2004-05-13,379.967
2004-05-14,373.455
2004-05-17,361.152
2004-05-18,365.388
2004-05-19,378.819
2004-05-20,373.409
2004-05-21,380.328
2004-05-24,382.794
2004-05-25,379.77
2004-05-26,382.181
2004-05-27,386.302
2004-05-28,385.026
2004-05-31,387.122
2004-06-01,387.019
2004-06-02,386.128
2004-06-03,381.331
2004-06-04,383.145
2004-06-07,390.162
2004-06-08,391.019
2004-06-09,389.686
2004-06-10,391.867
2004-06-11,389.849
2004-06-14,386.232
2004-06-15,388.474
2004-06-16,390.224
2004-06-17,387.075
2004-06-18,384.643
2004-06-21,382.188
2004-06-22,382.587
2004-06-23,383.7
2004-06-24,387.764
2004-06-25,389.816
2004-06-28,392.419
2004-06-29,394.766
2004-06-30,395.589
2004-07-01,397.898
2004-07-02,396.279
2004-07-05,398.532
2004-07-06,401.541
2004-07-07,402.83
2004-07-08,399.309
2004-07-09,400.507
2004-07-12,402.282
2004-07-13,402.259
2004-07-14,402.039
2004-07-15,400.601
2004-07-16,403.279
2004-07-19,406.797
2004-07-20,402.016
2004-07-21,401.017
2004-07-22,398.994
2004-07-23,394.349
2004-07-26,396.322
2004-07-27,397.008
2004-07-28,398.68
2004-07-29,403.705
2004-07-30,403.993
2004-08-02,403.254
2004-08-03,408.052
2004-08-04,405.107
2004-08-05,410.855
2004-08-06,409.4
2004-08-09,409.531
2004-08-10,406.063
2004-08-11,403.203
2004-08-12,404.408
2004-08-13,402.575
2004-08-16,402.661
2004-08-17,404.423
2004-08-18,407.639
2004-08-19,410.805
2004-08-20,408.749
2004-08-23,409.234
2004-08-24,410.998
2004-08-25,413.793
2004-08-26,414.23
2004-08-27,413.796
2004-08-30,411.497
2004-08-31,414.453
2004-09-01,419.989
2004-09-02,423.658
2004-09-03,420.403
2004-09-06,418.956
2004-09-07,425.914
2004-09-08,425.431
2004-09-09,424.052
2004-09-10,427.028
2004-09-13,430.855
2004-09-14,434.764
2004-09-15,437.08
2004-09-16,436.55
2004-09-17,435.809
2004-09-20,432.133
2004-09-21,434.421
2004-09-22,433.056
2004-09-23,432.339
2004-09-24,430.911
2004-09-27,430.964
2004-09-28,428.224
2004-09-29,429.313
2004-09-30,433.431
2004-10-01,432.594
2004-10-04,434.842
2004-10-05,435.636
2004-10-06,435.914
2004-10-07,434.571
2004-10-08,436.781
2004-10-11,434.085
2004-10-12,427.946
2004-10-13,427.826
2004-10-14,424.663
2004-10-15,427.374
2004-10-18,425.63
2004-10-19,430.129
2004-10-20,428.051
2004-10-21,431.654
2004-10-22,430.233
2004-10-25,428.883
2004-10-26,431.106
2004-10-27,431.337
2004-10-28,436.811
2004-10-29,434.844
2004-11-01,436.418
2004-11-02,438.834
2004-11-03,443.263
2004-11-04,444.206
2004-11-05,448.204
2004-11-08,447.066
2004-11-09,446.508
2004-11-10,447.829
2004-11-11,448.393
2004-11-12,447.915
2004-11-15,447.848
2004-11-16,446.45
2004-11-17,449.427
2004-11-18,445.888
2004-11-19,448.856
2004-11-22,446.706
2004-11-23,449.278
2004-11-24,450.372
2004-11-25,452.241
2004-11-26,450.559
2004-11-29,454.951
2004-11-30,451.61
2004-12-01,454.291
2004-12-02,459.19
2004-12-03,460.411
2004-12-06,455.93
2004-12-07,452.942
2004-12-08,450.098
2004-12-09,443.698
2004-12-10,445.618
2004-12-13,448.308
2004-12-14,451.436
2004-12-15,458.49
2004-12-16,456.085
2004-12-17,458.944
2004-12-20,460.102
2004-12-21,461.699
2004-12-22,461.73
2004-12-23,462.303
2004-12-24,462.222
2004-12-27,459.361
2004-12-28,462.447
2004-12-29,462.004
2004-12-30,463.546
2004-12-31,465.577
2005-01-03,464.23
2005-01-04,463.003
2005-01-05,464.35
2005-01-06,466.377
2005-01-07,466.019
2005-01-10,468.624
2005-01-11,470.512
2005-01-12,471.185
2005-01-13,474.731
2005-01-14,468.61
2005-01-17,473.511
2005-01-18,475.064
2005-01-19,478.563
2005-01-20,474.395
2005-01-21,474.568
2005-01-24,472.627
2005-01-25,470.137
2005-01-26,475.905
2005-01-27,471.837
2005-01-28,473.334
2005-01-31,474.918
2005-02-01,470.671
2005-02-02,475.361
2005-02-03,474.225
2005-02-04,477.185
2005-02-07,475.827
2005-02-08,479.193
2005-02-09,479.034
2005-02-10,478.687
2005-02-11,480.824
2005-02-14,488.119
2005-02-15,486.209
2005-02-16,482.099
2005-02-17,485.836
2005-02-18,486.65
2005-02-21,484.216
2005-02-22,482.202
2005-02-23,479.691
2005-02-24,480.383
2005-02-25,475.236
2005-02-28,475.535
2005-03-01,475.455
2005-03-02,478.862
2005-03-03,479.916
2005-03-04,480.564
2005-03-07,482.695
2005-03-08,486.011
2005-03-09,492.904
2005-03-10,489.345
2005-03-11,489.53
2005-03-14,487.393
2005-03-15,487.089
2005-03-16,488.372
2005-03-17,486.798
2005-03-18,487.525
2005-03-21,489.868
2005-03-22,490.408
2005-03-23,482.211
2005-03-24,481.932
2005-03-25,481.932
2005-03-28,478.433
2005-03-29,476.1
2005-03-30,474.776
2005-03-31,480.227
2005-04-01,478.49
2005-04-04,479.496
2005-04-05,479.749
2005-04-06,481.809
2005-04-07,484.987
2005-04-08,485.993
2005-04-11,487.446
2005-04-12,488.333
2005-04-13,489.213
2005-04-14,483.049
2005-04-15,479.848
2005-04-18,469.053
2005-04-19,475.556
2005-04-20,476.318
2005-04-21,478.191
2005-04-22,477.874
2005-04-25,478.277
2005-04-26,479.675
2005-04-27,477.896
2005-04-28,477.402
2005-04-29,476.913
2005-05-02,475.897
2005-05-03,478.909
2005-05-04,482.476
2005-05-05,484.564
2005-05-06,487.186
2005-05-09,488.559
2005-05-10,487.289
2005-05-11,490.849
2005-05-12,488.244
2005-05-13,486.096
2005-05-16,483.46
2005-05-17,483.445
2005-05-18,484.573
2005-05-19,486.516
2005-05-20,486.695
2005-05-23,487.587
2005-05-24,488.527
2005-05-25,485.451
2005-05-26,481.647
2005-05-27,481.987
2005-05-30,485.659
2005-05-31,481.501
2005-06-01,481.268
2005-06-02,484.67
2005-06-03,486.717
2005-06-06,489.483
2005-06-07,489.487
2005-06-08,488.568
2005-06-09,486.324
2005-06-10,490.01
2005-06-13,486.476
2005-06-14,485.513
2005-06-15,489.611
2005-06-16,486.171
2005-06-17,490.965
2005-06-20,484.641
2005-06-21,484.672
2005-06-22,484.386
2005-06-23,488.409
2005-06-24,486.302
2005-06-27,482.558
2005-06-28,479.205
2005-06-29,478.223
2005-06-30,480.998
2005-07-01,479.022
2005-07-04,481.009
2005-07-05,479.231
2005-07-06,481.163
2005-07-07,475.008
2005-07-08,475.504
2005-07-11,482.644
2005-07-12,485.676
2005-07-13,486.382
2005-07-14,491.715
2005-07-15,493.999
2005-07-18,493.373
2005-07-19,509.983
2005-07-20,513.569
2005-07-21,521.923
2005-07-22,525.931
2005-07-25,519.525
2005-07-26,519.935
2005-07-27,522.237
2005-07-28,526.031
2005-07-29,532.584
2005-08-01,537.042
2005-08-02,541.582
2005-08-03,538.864
2005-08-04,537.146
2005-08-05,535.326
2005-08-08,536.67
2005-08-09,536.044
2005-08-10,535.056
2005-08-11,528.902
2005-08-12,527.601
2005-08-15,519.191
2005-08-16,526.43
2005-08-17,519.979
2005-08-18,518.332
2005-08-19,516.472
2005-08-22,520.475
2005-08-23,518.704
2005-08-24,515.871
2005-08-25,516.779
2005-08-26,520.52
2005-08-29,514.339
2005-08-30,512.835
2005-08-31,515.808
2005-09-01,520.685
2005-09-02,522.728
2005-09-05,522.809
2005-09-06,520.713
2005-09-07,521.548
2005-09-08,522.515
2005-09-09,524.568
2005-09-12,528.912
2005-09-13,522.56
2005-09-14,524.429
2005-09-15,525.862
2005-09-16,521.936
2005-09-19,522.139
2005-09-20,524.207
2005-09-21,522.921
2005-09-22,519.417
2005-09-23,519.173
2005-09-26,522.462
2005-09-27,518.75
2005-09-28,517.253
2005-09-29,518.286
2005-09-30,519.606
2005-10-03,516.98
2005-10-04,521.697
2005-10-05,524.846
2005-10-06,521.006
2005-10-07,523.897
2005-10-10,532.507
2005-10-11,537.789
2005-10-12,531.571
2005-10-13,532.402
2005-10-14,529.744
2005-10-17,525.142
2005-10-18,522.588
2005-10-19,506.882
2005-10-20,509.486
2005-10-21,512.461
2005-10-24,508.29
2005-10-25,510.893
2005-10-26,510.36
2005-10-27,504.408
2005-10-28,502.409
2005-10-31,506.797
2005-11-01,506.767
2005-11-02,515.983
2005-11-03,515.336
2005-11-04,516.279
2005-11-07,514.449
