Date,JAPAN IMI GROWTH IMI (Large+Mid+Small Cap)
2002-03-04,640.736
2002-03-05,641.051
2002-03-06,646.838
2002-03-07,685.193
2002-03-08,690.922
2002-03-11,703.067
2002-03-12,678.236
2002-03-13,657.197
2002-03-14,668.37
2002-03-15,675.098
2002-03-18,656.612
2002-03-19,669.028
2002-03-20,660.977
2002-03-21,658.256
2002-03-22,641.385
2002-03-25,635.981
2002-03-26,634.715
2002-03-27,643.768
2002-03-28,648.338
2002-03-29,637.497
2002-04-01,628.376
2002-04-02,640.661
2002-04-03,653.684
2002-04-04,662.177
2002-04-05,657.97
2002-04-08,664.068
2002-04-09,652.724
2002-04-10,653.291
2002-04-11,647.059
2002-04-12,633.898
2002-04-15,643.22
2002-04-16,654.898
2002-04-17,666.197
2002-04-18,673.614
2002-04-19,665.522
2002-04-22,678.832
2002-04-23,677.045
2002-04-24,675.139
2002-04-25,683.925
2002-04-26,678.817
2002-04-29,677.566
2002-04-30,672.39
2002-05-01,680.334
2002-05-02,676.829
2002-05-03,682.068
2002-05-06,679.951
2002-05-07,666.259
2002-05-08,666.293
2002-05-09,675.072
2002-05-10,674.169
2002-05-13,665.858
2002-05-14,657.49
2002-05-15,674.299
2002-05-16,684.853
2002-05-17,701.175
2002-05-20,709.405
2002-05-21,717.207
2002-05-22,725.669
2002-05-23,723.394
2002-05-24,723.922
2002-05-27,717.069
2002-05-28,718.515
2002-05-29,717.946
2002-05-30,723.284
2002-05-31,719.225
2002-06-03,729.648
2002-06-04,717.249
2002-06-05,712.62
2002-06-06,710.415
2002-06-07,701.358
2002-06-10,695.491
2002-06-11,693.126
2002-06-12,687.688
2002-06-13,678.005
2002-06-14,669.505
2002-06-17,651.471
2002-06-18,662.023
2002-06-19,647.072
2002-06-20,657.096
2002-06-21,651.465
2002-06-24,659.273
2002-06-25,658.969
2002-06-26,650.718
2002-06-27,655.302
2002-06-28,678.147
2002-07-01,677.352
2002-07-02,676.032
2002-07-03,686.143
2002-07-04,676.015
2002-07-05,683.695
2002-07-08,689.008
2002-07-09,703.371
2002-07-10,692.533
2002-07-11,685.773
2002-07-12,688.764
2002-07-15,679.194
2002-07-16,668.416
2002-07-17,667.573
2002-07-18,681.035
2002-07-19,669.665
2002-07-22,663.428
2002-07-23,659.56
2002-07-24,650.184
2002-07-25,644.261
2002-07-26,614.373
2002-07-29,612.776
2002-07-30,631.671
2002-07-31,626.221
2002-08-01,622.692
2002-08-02,619.335
2002-08-05,619.732
2002-08-06,599.516
2002-08-07,620.297
2002-08-08,615.508
2002-08-09,630.345
2002-08-12,623.255
2002-08-13,618.67
2002-08-14,630.02
2002-08-15,631.088
2002-08-16,633.148
2002-08-19,616.218
2002-08-20,616.827
2002-08-21,620.937
2002-08-22,624.671
2002-08-23,627.831
2002-08-26,639.268
2002-08-27,633.265
2002-08-28,625.824
2002-08-29,615.535
2002-08-30,615.035
2002-09-02,610.327
2002-09-03,597.106
2002-09-04,580.409
2002-09-05,591.106
2002-09-06,580.667
2002-09-09,590.098
2002-09-10,587.12
2002-09-11,588.253
2002-09-12,592.551
2002-09-13,578.921
2002-09-16,573.448
2002-09-17,587.0
2002-09-18,587.331
2002-09-19,596.466
2002-09-20,575.167
2002-09-23,572.774
2002-09-24,565.858
2002-09-25,562.055
2002-09-26,572.427
2002-09-27,584.642
2002-09-30,581.32
2002-10-01,565.402
2002-10-02,556.434
2002-10-03,550.45
2002-10-04,556.268
2002-10-07,530.274
2002-10-08,531.511
2002-10-09,523.984
2002-10-10,518.301
2002-10-11,524.934
2002-10-14,524.595
2002-10-15,541.796
2002-10-16,546.902
2002-10-17,546.942
2002-10-18,553.459
2002-10-21,549.842
2002-10-22,531.369
2002-10-23,537.426
2002-10-24,530.393
2002-10-25,541.306
2002-10-28,545.198
2002-10-29,547.261
2002-10-30,550.53
2002-10-31,546.731
2002-11-01,549.463
2002-11-04,548.477
2002-11-05,566.67
2002-11-06,564.326
2002-11-07,565.099
2002-11-08,558.52
2002-11-11,544.052
2002-11-12,541.189
2002-11-13,538.434
2002-11-14,529.897
2002-11-15,541.259
2002-11-18,527.65
2002-11-19,523.673
2002-11-20,526.291
2002-11-21,541.586
2002-11-22,550.21
2002-11-25,559.366
2002-11-26,556.2
2002-11-27,557.73
2002-11-28,571.383
2002-11-29,572.143
2002-12-02,560.519
2002-12-03,563.8
2002-12-04,550.486
2002-12-05,543.762
2002-12-06,546.345
2002-12-09,544.538
2002-12-10,542.172
2002-12-11,540.44
2002-12-12,540.042
2002-12-13,541.315
2002-12-16,532.275
2002-12-17,537.612
2002-12-18,525.747
2002-12-19,531.335
2002-12-20,529.329
2002-12-23,530.913
2002-12-24,536.479
2002-12-25,535.118
2002-12-26,545.406
2002-12-27,547.992
2002-12-30,549.436
2002-12-31,548.757
2003-01-01,548.757
2003-01-02,543.604
2003-01-03,543.672
2003-01-06,557.983
2003-01-07,549.03
2003-01-08,540.265
2003-01-09,542.014
2003-01-10,541.367
2003-01-13,544.075
2003-01-14,554.322
2003-01-15,560.6
2003-01-16,560.145
2003-01-17,562.402
2003-01-20,555.724
2003-01-21,560.63
2003-01-22,554.734
2003-01-23,566.375
2003-01-24,560.11
2003-01-27,546.229
2003-01-28,542.408
2003-01-29,535.073
2003-01-30,529.8
2003-01-31,523.359
2003-02-03,528.579
2003-02-04,534.732
2003-02-05,536.864
2003-02-06,532.615
2003-02-07,529.536
2003-02-10,527.549
2003-02-11,525.92
2003-02-12,535.352
2003-02-13,535.464
2003-02-14,538.162
2003-02-17,541.119
2003-02-18,543.171
2003-02-19,543.985
2003-02-20,543.495
2003-02-21,535.722
2003-02-24,540.125
2003-02-25,529.686
2003-02-26,529.842
2003-02-27,527.909
2003-02-28,524.617
2003-03-03,530.211
2003-03-04,531.493
2003-03-05,531.686
2003-03-06,525.161
2003-03-07,515.549
2003-03-10,507.575
2003-03-11,496.31
2003-03-12,503.364
2003-03-13,495.277
2003-03-14,502.68
2003-03-17,498.615
2003-03-18,501.993
2003-03-19,502.122
2003-03-20,510.016
2003-03-21,504.578
2003-03-24,524.277
2003-03-25,513.525
2003-03-26,522.015
2003-03-27,524.566
2003-03-28,518.059
2003-03-31,505.832
2003-04-01,506.864
2003-04-02,509.393
2003-04-03,505.934
2003-04-04,504.725
2003-04-07,513.911
2003-04-08,509.857
2003-04-09,504.779
2003-04-10,502.864
2003-04-11,489.474
2003-04-14,486.508
2003-04-15,493.779
2003-04-16,494.657
2003-04-17,497.995
2003-04-18,499.313
2003-04-21,500.587
2003-04-22,493.757
2003-04-23,491.522
2003-04-24,498.661
2003-04-25,487.804
2003-04-28,481.52
2003-04-29,482.185
2003-04-30,499.953
2003-05-01,504.259
2003-05-02,505.089
2003-05-05,506.282
2003-05-06,521.769
2003-05-07,530.334
2003-05-08,521.768
2003-05-09,524.581
2003-05-12,530.212
2003-05-13,531.245
2003-05-14,534.493
2003-05-15,526.948
2003-05-16,526.985
2003-05-19,519.712
2003-05-20,521.058
2003-05-21,515.449
2003-05-22,518.727
2003-05-23,528.806
2003-05-26,530.091
2003-05-27,522.809
2003-05-28,521.044
2003-05-29,531.303
2003-05-30,527.394
2003-06-02,539.953
2003-06-03,540.418
2003-06-04,540.607
2003-06-05,550.839
2003-06-06,552.107
2003-06-09,558.598
2003-06-10,555.856
2003-06-11,559.265
2003-06-12,560.352
2003-06-13,564.988
2003-06-16,557.132
2003-06-17,565.963
2003-06-18,569.356
2003-06-19,570.19
2003-06-20,572.714
2003-06-23,577.144
2003-06-24,563.093
2003-06-25,564.26
2003-06-26,557.508
2003-06-27,566.682
2003-06-30,564.233
2003-07-01,577.131
2003-07-02,598.907
2003-07-03,608.085
2003-07-04,603.812
2003-07-07,616.331
2003-07-08,623.581
2003-07-09,626.539
2003-07-10,621.391
2003-07-11,602.313
2003-07-14,611.454
2003-07-15,615.685
2003-07-16,609.161
2003-07-17,592.918
2003-07-18,592.47
2003-07-21,594.62
2003-07-22,588.221
2003-07-23,597.57
2003-07-24,599.064
2003-07-25,600.782
2003-07-28,606.289
2003-07-29,607.032
2003-07-30,590.443
2003-07-31,588.06
2003-08-01,591.856
2003-08-04,583.509
2003-08-05,579.07
2003-08-06,574.539
2003-08-07,576.649
2003-08-08,577.32
2003-08-11,588.696
2003-08-12,593.599
2003-08-13,600.369
2003-08-14,609.405
2003-08-15,606.901
2003-08-18,613.261
2003-08-19,623.088
2003-08-20,635.902
2003-08-21,643.636
2003-08-22,642.713
2003-08-25,639.002
2003-08-26,639.928
2003-08-27,636.812
2003-08-28,633.906
2003-08-29,644.948
2003-09-01,663.732
2003-09-02,666.355
2003-09-03,669.564
2003-09-04,660.45
2003-09-05,659.542
2003-09-08,661.538
2003-09-09,676.408
2003-09-10,668.614
2003-09-11,653.173
2003-09-12,662.809
2003-09-15,662.132
2003-09-16,676.905
2003-09-17,683.499
2003-09-18,693.498
2003-09-19,696.473
2003-09-22,686.502
2003-09-23,689.304
2003-09-24,689.495
2003-09-25,677.73
2003-09-26,677.522
2003-09-29,676.354
2003-09-30,677.825
2003-10-01,689.037
2003-10-02,704.149
2003-10-03,709.995
2003-10-06,711.048
2003-10-07,724.618
2003-10-08,709.52
2003-10-09,713.258
2003-10-10,729.191
2003-10-13,726.682
2003-10-14,733.585
2003-10-15,728.061
2003-10-16,740.018
2003-10-17,742.498
2003-10-20,747.044
2003-10-21,742.828
2003-10-22,736.313
2003-10-23,693.783
2003-10-24,701.342
2003-10-27,712.743
2003-10-28,720.614
2003-10-29,733.546
2003-10-30,729.349
2003-10-31,711.644
2003-11-03,703.485
2003-11-04,732.244
2003-11-05,723.784
2003-11-06,701.992
2003-11-07,711.429
2003-11-10,713.674
2003-11-11,691.098
2003-11-12,689.084
2003-11-13,701.594
2003-11-14,689.199
2003-11-17,661.571
2003-11-18,669.652
2003-11-19,647.951
2003-11-20,663.399
2003-11-21,664.424
2003-11-24,661.9
2003-11-25,668.835
2003-11-26,682.993
2003-11-27,682.543
2003-11-28,676.913
2003-12-01,692.998
2003-12-02,697.656
2003-12-03,696.188
2003-12-04,699.303
2003-12-05,696.445
2003-12-08,678.337
2003-12-09,676.457
2003-12-10,657.292
2003-12-11,663.675
2003-12-12,673.224
2003-12-15,693.896
2003-12-16,680.924
2003-12-17,671.541
2003-12-18,667.647
2003-12-19,677.899
2003-12-22,686.439
2003-12-23,686.791
2003-12-24,687.515
2003-12-25,689.443
2003-12-26,695.464
2003-12-29,703.466
2003-12-30,716.592
2003-12-31,715.021
2004-01-01,715.021
2004-01-02,716.023
2004-01-05,730.601
2004-01-06,726.569
2004-01-07,726.489
2004-01-08,732.652
2004-01-09,738.77
2004-01-12,738.354
2004-01-13,733.329
2004-01-14,737.286
2004-01-15,727.639
2004-01-16,733.674
2004-01-19,739.996
2004-01-20,742.948
2004-01-21,744.103
2004-01-22,748.512
2004-01-23,752.593
2004-01-26,744.365
2004-01-27,745.456
2004-01-28,741.143
2004-01-29,732.593
2004-01-30,731.773
2004-02-02,732.598
2004-02-03,726.675
2004-02-04,709.647
2004-02-05,710.472
2004-02-06,713.787
2004-02-09,710.037
2004-02-10,709.308
2004-02-11,709.308
2004-02-12,713.851
2004-02-13,721.555
2004-02-16,723.155
2004-02-17,729.571
2004-02-18,723.056
2004-02-19,721.517
2004-02-20,709.523
2004-02-23,720.039
2004-02-24,706.155
2004-02-25,701.192
2004-02-26,703.02
2004-02-27,721.636
2004-03-01,740.668
2004-03-02,738.806
2004-03-03,739.682
2004-03-04,738.752
2004-03-05,742.775
2004-03-08,736.684
2004-03-09,743.63
2004-03-10,738.826
2004-03-11,735.307
2004-03-12,725.209
2004-03-15,738.909
2004-03-16,747.538
2004-03-17,765.823
2004-03-18,780.204
2004-03-19,772.93
2004-03-22,769.205
2004-03-23,770.393
2004-03-24,781.057
2004-03-25,792.853
2004-03-26,811.92
2004-03-29,816.526
2004-03-30,813.518
2004-03-31,828.992
2004-04-01,831.267
2004-04-02,833.921
2004-04-05,840.685
2004-04-06,841.762
2004-04-07,846.509
2004-04-08,843.015
2004-04-09,827.426
2004-04-12,841.134
2004-04-13,840.417
2004-04-14,829.584
2004-04-15,811.527
2004-04-16,813.707
2004-04-19,802.412
2004-04-20,821.375
2004-04-21,813.011
2004-04-22,809.436
2004-04-23,820.907
2004-04-26,827.539
2004-04-27,813.096
2004-04-28,811.975
2004-04-29,810.24
2004-04-30,792.317
2004-05-03,792.013
2004-05-04,795.942
2004-05-05,804.807
2004-05-06,783.932
2004-05-07,758.905
2004-05-10,702.044
2004-05-11,703.273
2004-05-12,726.342
2004-05-13,700.136
2004-05-14,695.428
2004-05-17,671.006
2004-05-18,685.33
2004-05-19,715.47
2004-05-20,708.052
2004-05-21,731.198
2004-05-24,730.546
2004-05-25,722.133
2004-05-26,735.375
2004-05-27,740.65
2004-05-28,751.718
2004-05-31,747.247
2004-06-01,755.323
2004-06-02,747.539
2004-06-03,728.517
2004-06-04,729.871
2004-06-07,759.436
2004-06-08,764.388
2004-06-09,762.717
2004-06-10,765.54
2004-06-11,759.511
2004-06-14,751.823
2004-06-15,752.046
2004-06-16,762.872
2004-06-17,766.165
2004-06-18,759.098
2004-06-21,770.122
2004-06-22,763.512
2004-06-23,762.438
2004-06-24,784.831
2004-06-25,783.159
2004-06-28,791.89
2004-06-29,788.041
2004-06-30,784.741
2004-07-01,789.623
2004-07-02,777.789
2004-07-05,761.728
2004-07-06,756.179
2004-07-07,756.298
2004-07-08,748.882
2004-07-09,759.472
2004-07-12,768.679
2004-07-13,762.763
2004-07-14,752.051
2004-07-15,748.174
2004-07-16,754.994
2004-07-19,757.889
2004-07-20,746.526
2004-07-21,745.976
2004-07-22,741.869
2004-07-23,729.543
2004-07-26,724.968
2004-07-27,710.165
2004-07-28,716.087
2004-07-29,704.352
2004-07-30,719.111
2004-08-02,720.177
2004-08-03,714.88
2004-08-04,703.302
2004-08-05,703.53
2004-08-06,706.839
2004-08-09,700.17
2004-08-10,703.03
2004-08-11,709.738
2004-08-12,707.135
2004-08-13,695.616
2004-08-16,688.726
2004-08-17,696.331
2004-08-18,702.725
2004-08-19,714.745
2004-08-20,717.422
2004-08-23,720.363
2004-08-24,721.877
2004-08-25,723.097
2004-08-26,727.046
2004-08-27,732.27
2004-08-30,730.451
2004-08-31,726.935
2004-09-01,731.982
2004-09-02,735.397
2004-09-03,720.576
2004-09-06,732.474
2004-09-07,738.563
2004-09-08,738.159
2004-09-09,727.8
2004-09-10,725.791
2004-09-13,730.553
2004-09-14,735.949
2004-09-15,721.651
2004-09-16,721.596
2004-09-17,715.512
2004-09-20,716.879
2004-09-21,714.258
2004-09-22,707.723
2004-09-23,709.679
2004-09-24,698.69
2004-09-27,694.144
2004-09-28,688.947
2004-09-29,691.221
2004-09-30,704.918
2004-10-01,712.898
2004-10-04,725.12
2004-10-05,724.652
2004-10-06,729.816
2004-10-07,726.613
2004-10-08,734.599
2004-10-11,738.13
2004-10-12,725.326
2004-10-13,722.778
2004-10-14,716.937
2004-10-15,717.059
2004-10-18,713.391
2004-10-19,723.847
2004-10-20,715.048
2004-10-21,714.272
2004-10-22,718.608
2004-10-25,714.89
2004-10-26,714.665
2004-10-27,717.984
2004-10-28,730.204
2004-10-29,725.403
2004-11-01,718.755
2004-11-02,730.623
2004-11-03,731.232
2004-11-04,736.17
2004-11-05,745.393
2004-11-08,740.447
2004-11-09,736.876
2004-11-10,728.852
2004-11-11,723.838
2004-11-12,740.926
2004-11-15,755.699
2004-11-16,753.546
2004-11-17,759.392
2004-11-18,757.153
2004-11-19,767.058
2004-11-22,751.319
2004-11-23,749.004
2004-11-24,754.481
2004-11-25,759.197
2004-11-26,755.353
2004-11-29,766.129
2004-11-30,761.513
2004-12-01,752.726
2004-12-02,762.597
2004-12-03,772.197
2004-12-06,767.091
2004-12-07,757.923
2004-12-08,747.513
2004-12-09,735.616
2004-12-10,728.66
2004-12-13,734.992
2004-12-14,738.641
2004-12-15,750.503
2004-12-16,749.061
2004-12-17,755.557
2004-12-20,759.039
2004-12-21,758.947
2004-12-22,766.963
2004-12-23,770.442
2004-12-24,778.519
2004-12-27,782.752
2004-12-28,787.807
2004-12-29,780.461
2004-12-30,796.244
2004-12-31,800.635
2005-01-03,797.483
2005-01-04,788.299
2005-01-05,785.46
2005-01-06,779.088
2005-01-07,778.065
2005-01-10,780.858
2005-01-11,794.0
2005-01-12,798.087
2005-01-13,792.994
2005-01-14,795.749
2005-01-17,803.627
2005-01-18,796.489
2005-01-19,795.696
2005-01-20,782.555
2005-01-21,779.508
2005-01-24,788.451
2005-01-25,777.513
2005-01-26,790.872
2005-01-27,786.238
2005-01-28,783.425
2005-01-31,788.145
2005-02-01,784.116
2005-02-02,787.508
2005-02-03,779.375
2005-02-04,783.459
2005-02-07,784.681
2005-02-08,775.253
2005-02-09,775.821
2005-02-10,779.832
2005-02-11,779.167
2005-02-14,789.291
2005-02-15,791.345
2005-02-16,782.826
2005-02-17,778.998
2005-02-18,779.451
2005-02-21,782.669
2005-02-22,789.598
2005-02-23,775.773
2005-02-24,775.946
2005-02-25,784.501
2005-02-28,798.523
2005-03-01,798.754
2005-03-02,797.816
2005-03-03,799.428
2005-03-04,805.046
2005-03-07,804.056
2005-03-08,807.301
2005-03-09,815.056
2005-03-10,808.103
2005-03-11,813.034
2005-03-14,803.111
2005-03-15,805.099
2005-03-16,810.009
2005-03-17,802.55
2005-03-18,806.552
2005-03-21,805.247
2005-03-22,805.119
2005-03-23,793.644
2005-03-24,785.692
2005-03-25,789.121
2005-03-28,788.47
2005-03-29,773.862
2005-03-30,770.353
2005-03-31,781.475
2005-04-01,782.518
2005-04-04,772.803
2005-04-05,776.223
2005-04-06,778.861
2005-04-07,781.32
2005-04-08,782.736
2005-04-11,781.365
2005-04-12,771.214
2005-04-13,775.905
2005-04-14,764.941
2005-04-15,757.316
2005-04-18,730.302
2005-04-19,743.708
2005-04-20,748.946
2005-04-21,743.47
2005-04-22,755.675
2005-04-25,758.55
2005-04-26,753.519
2005-04-27,753.656
2005-04-28,752.619
2005-04-29,760.223
2005-05-02,761.697
2005-05-03,761.589
2005-05-04,767.908
2005-05-05,766.732
2005-05-06,777.428
2005-05-09,772.153
2005-05-10,769.888
2005-05-11,766.185
2005-05-12,755.842
2005-05-13,749.436
2005-05-16,742.342
2005-05-17,734.491
2005-05-18,733.63
2005-05-19,746.785
2005-05-20,741.487
2005-05-23,750.074
2005-05-24,749.852
2005-05-25,739.979
2005-05-26,736.992
2005-05-27,743.567
2005-05-30,750.641
2005-05-31,753.495
2005-06-01,752.657
2005-06-02,752.783
2005-06-03,757.07
2005-06-06,761.436
2005-06-07,759.394
2005-06-08,762.33
2005-06-09,748.402
2005-06-10,750.384
2005-06-13,742.332
2005-06-14,744.709
2005-06-15,749.899
2005-06-16,752.91
2005-06-17,760.826
2005-06-20,756.356
2005-06-21,763.11
2005-06-22,763.366
2005-06-23,764.102
2005-06-24,760.091
2005-06-27,752.556
2005-06-28,755.14
2005-06-29,755.968
2005-06-30,752.877
2005-07-01,750.047
2005-07-04,753.312
2005-07-05,750.776
2005-07-06,749.9
2005-07-07,747.461
2005-07-08,744.315
2005-07-11,751.532
2005-07-12,758.946
2005-07-13,750.115
2005-07-14,754.673
2005-07-15,755.312
2005-07-18,758.692
2005-07-19,749.17
2005-07-20,746.727
2005-07-21,766.134
2005-07-22,758.844
2005-07-25,755.18
2005-07-26,750.258
2005-07-27,755.694
2005-07-28,755.653
2005-07-29,759.748
2005-08-01,763.562
2005-08-02,768.007
2005-08-03,770.592
2005-08-04,764.209
2005-08-05,750.018
2005-08-08,753.837
2005-08-09,761.507
2005-08-10,784.336
2005-08-11,798.77
2005-08-12,803.119
2005-08-15,804.639
2005-08-16,809.227
2005-08-17,806.03
2005-08-18,802.7
2005-08-19,800.167
2005-08-22,818.842
2005-08-23,817.728
2005-08-24,817.249
2005-08-25,814.168
2005-08-26,820.796
2005-08-29,805.397
2005-08-30,807.658
2005-08-31,808.55
2005-09-01,820.766
2005-09-02,826.932
2005-09-05,837.218
2005-09-06,829.737
2005-09-07,826.836
2005-09-08,819.197
2005-09-09,836.481
2005-09-12,846.482
2005-09-13,841.855
2005-09-14,845.835
2005-09-15,852.208
2005-09-16,844.751
2005-09-19,845.283
2005-09-20,856.748
2005-09-21,861.497
2005-09-22,854.93
2005-09-23,850.127
2005-09-26,865.386
2005-09-27,854.856
2005-09-28,869.89
2005-09-29,885.226
2005-09-30,879.731
2005-10-03,870.676
2005-10-04,882.535
2005-10-05,879.91
2005-10-06,858.42
2005-10-07,854.683
2005-10-10,851.243
2005-10-11,870.417
2005-10-12,871.311
2005-10-13,868.709
2005-10-14,871.193
2005-10-17,862.15
2005-10-18,852.812
2005-10-19,845.918
2005-10-20,850.65
2005-10-21,851.152
2005-10-24,848.945
2005-10-25,864.01
2005-10-26,862.718
2005-10-27,875.035
2005-10-28,868.226
2005-10-31,878.551
2005-11-01,895.023
2005-11-02,895.965
2005-11-03,893.67
2005-11-04,900.278
2005-11-07,905.047
