Date,JAPAN IMI GROWTH IMI (Large+Mid+Small Cap)
2021-08-31,1726.533
2021-09-30,1760.008
2021-10-29,1709.586
2021-11-30,1680.101
2021-12-31,1705.888
2022-01-31,1512.404
2022-02-28,1489.378
2022-03-31,1477.365
2022-04-29,1316.583
2022-05-31,1340.712
2022-06-30,1218.122
2022-07-29,1312.169
2022-08-31,1273.13
2022-09-30,1144.109
2022-10-31,1175.65
2022-11-30,1288.046
2022-12-30,1271.42
2023-01-31,1356.492
2023-02-28,1290.597
2023-03-31,1367.111
2023-04-28,1364.367
2023-05-31,1396.605
2023-06-30,1422.515
2023-07-31,1447.52
2023-08-31,1391.402
2023-09-29,1311.962
2023-10-31,1258.23
2023-11-30,1389.452
2023-12-29,1470.078
2024-01-31,1507.159
2024-02-29,1553.996
2024-03-29,1577.429
2024-04-30,1474.665
2024-05-31,1490.828
2024-06-28,1495.492
2024-07-31,1576.025
2024-08-30,1610.507
2024-09-30,1616.463
2024-10-31,1546.572
2024-11-29,1548.772
2024-12-31,1528.47
2025-01-31,1545.169
2025-02-28,1494.098
2025-03-31,1484.868
2025-04-30,1580.41
2025-05-30,1657.397
2025-06-30,1731.528
2025-07-31,1680.35
2025-08-29,1755.764
