Date,PORTUGAL LARGE CAP Large Cap
2008-07-31,793.196
2008-08-29,751.341
2008-09-30,659.369
2008-10-31,489.594
2008-11-28,492.467
2008-12-31,538.98
2009-01-30,516.906
2009-02-27,483.648
2009-03-31,497.03
2009-04-30,543.358
2009-05-29,630.533
2009-06-30,631.519
2009-07-31,634.449
2009-08-31,679.921
2009-09-30,722.661
2009-10-30,732.304
2009-11-30,765.977
2009-12-31,755.265
2010-01-29,666.657
2010-02-26,647.715
2010-03-31,694.323
2010-04-30,629.642
2010-05-31,620.769
2010-06-30,609.823
2010-07-30,668.152
2010-08-31,668.337
2010-09-30,746.334
2010-10-29,819.698
2010-11-30,709.682
2010-12-31,738.389
2011-01-31,800.012
2011-02-28,802.119
2011-03-31,813.024
2011-04-29,855.02
2011-05-31,845.863
2011-06-30,832.136
2011-07-29,777.014
2011-08-31,735.397
2011-09-30,665.144
2011-10-31,693.177
2011-11-30,621.02
2011-12-30,580.96
2012-01-31,578.964
2012-02-29,599.657
2012-03-30,581.175
2012-04-30,565.75
2012-05-31,443.915
2012-06-29,492.323
2012-07-31,495.049
2012-08-31,538.249
2012-09-28,598.028
2012-10-31,589.435
2012-11-30,555.743
2012-12-31,616.319
2013-01-31,652.849
2013-02-28,613.703
2013-03-29,627.171
2013-04-30,675.25
2013-05-31,685.225
2013-06-28,658.413
2013-07-31,719.463
2013-08-30,731.603
2013-09-30,747.084
2013-10-31,757.152
2013-11-29,761.987
2013-12-31,745.413
2014-01-31,735.799
2014-02-28,828.62
2014-03-31,872.966
2014-04-30,897.307
2014-05-30,925.647
2014-06-30,971.174
2014-07-31,919.926
2014-08-29,940.665
2014-09-30,855.752
2014-10-31,812.157
2014-11-28,743.857
2014-12-31,676.78
2015-01-30,674.067
2015-02-27,716.017
2015-03-31,670.749
2015-04-30,759.596
2015-05-29,736.14
2015-06-30,722.444
2015-07-31,711.935
2015-08-31,660.876
2015-09-30,669.841
2015-10-30,700.647
2015-11-30,646.572
2015-12-31,700.021
2016-01-29,675.446
2016-02-29,602.354
2016-03-31,691.217
2016-04-29,689.846
2016-05-31,686.996
2016-06-30,630.41
2016-07-29,706.902
2016-08-31,689.599
2016-09-30,692.117
2016-10-31,680.088
2016-11-30,596.051
2016-12-30,628.945
2017-01-31,598.548
2017-02-28,639.1
2017-03-31,699.696
2017-04-28,679.853
2017-05-31,805.257
2017-06-30,714.22
2017-07-31,773.627
2017-08-31,838.632
2017-09-29,823.563
2017-10-31,780.46
2017-11-30,768.043
2017-12-29,757.727
2018-01-31,770.833
2018-02-28,734.409
2018-03-30,830.665
2018-04-30,863.212
2018-05-31,908.279
2018-06-29,922.033
2018-07-31,948.195
2018-08-31,909.376
2018-09-28,857.364
2018-10-31,816.889
2018-11-30,811.841
2018-12-31,809.567
2019-01-31,850.191
2019-02-28,852.965
2019-03-29,914.117
2019-04-30,879.569
2019-05-31,894.292
2019-06-28,937.189
2019-07-31,910.528
2019-08-30,932.32
2019-09-30,956.254
2019-10-31,1013.742
2019-11-29,996.454
2019-12-31,1068.063
2020-01-31,1234.565
2020-02-28,1141.474
2020-03-31,988.377
2020-04-30,1038.406
2020-05-29,1213.166
2020-06-30,1232.777
2020-07-31,1339.162
2020-08-31,1340.802
2020-09-30,1300.114
2020-10-30,1302.857
2020-11-30,1412.531
2020-12-31,1667.308
2021-01-29,1660.658
2021-02-26,1522.495
2021-03-31,1512.721
2021-04-30,1527.082
2021-05-31,1575.185
2021-06-30,1480.221
2021-07-30,1465.062
2021-08-31,1584.824
2021-09-30,1504.495
2021-10-29,1641.703
2021-11-30,1552.778
2021-12-31,1552.018
2022-01-31,1393.508
2022-02-28,1427.914
2022-03-31,1472.026
2022-04-29,1416.617
2022-05-31,1491.613
2022-06-30,1403.352
2022-07-29,1525.067
2022-08-31,1445.471
2022-09-30,1282.946
2022-10-31,1296.885
2022-11-30,1385.85
2022-12-30,1433.167
2023-01-31,1423.217
2023-02-28,1423.797
2023-03-31,1548.679
2023-04-28,1595.263
2023-05-31,1414.11
2023-06-30,1421.193
2023-07-31,1363.695
2023-08-31,1322.718
2023-09-29,1200.902
2023-10-31,1199.397
2023-11-30,1367.348
2023-12-29,1462.831
2024-01-31,1268.342
2024-02-29,1105.291
2024-03-29,1086.5
2024-04-30,1064.083
2024-05-31,1220.003
2024-06-28,1112.144
2024-07-31,1223.376
2024-08-30,1253.552
2024-09-30,1367.565
2024-10-31,1137.466
2024-11-29,1033.662
2024-12-31,916.087
2025-01-31,884.83
2025-02-28,891.798
