Date,KOKUSAI INDEX (WORLD ex JP) LARGE GROWTH Large Cap
2001-10-17,642.016
2001-10-18,635.948
2001-10-19,634.263
2001-10-22,644.764
2001-10-23,647.931
2001-10-24,651.696
2001-10-25,654.436
2001-10-26,658.746
2001-10-29,642.961
2001-10-30,630.849
2001-10-31,633.626
2001-11-01,647.564
2001-11-02,649.036
2001-11-05,660.99
2001-11-06,669.669
2001-11-07,670.632
2001-11-08,675.396
2001-11-09,672.921
2001-11-12,668.58
2001-11-13,682.924
2001-11-14,686.495
2001-11-15,689.03
2001-11-16,689.0
2001-11-19,696.193
2001-11-20,686.738
2001-11-21,682.796
2001-11-22,686.146
2001-11-23,689.189
2001-11-26,695.588
2001-11-27,690.465
2001-11-28,679.584
2001-11-29,684.081
2001-11-30,687.255
2001-12-03,680.046
2001-12-04,691.262
2001-12-05,710.421
2001-12-06,710.345
2001-12-07,703.427
2001-12-10,689.827
2001-12-11,690.416
2001-12-12,690.804
2001-12-13,677.614
2001-12-14,678.936
2001-12-17,690.567
2001-12-18,692.518
2001-12-19,690.186
2001-12-20,682.349
2001-12-21,686.99
2001-12-24,683.945
2001-12-25,683.945
2001-12-26,686.039
2001-12-27,694.396
2001-12-28,696.097
2001-12-31,691.983
2002-01-01,691.983
2002-01-02,695.977
2002-01-03,705.374
2002-01-04,705.706
2002-01-07,699.085
2002-01-08,696.066
2002-01-09,693.83
2002-01-10,692.198
2002-01-11,688.908
2002-01-14,681.372
2002-01-15,684.611
2002-01-16,672.396
2002-01-17,679.554
2002-01-18,672.672
2002-01-21,670.694
2002-01-22,666.324
2002-01-23,670.071
2002-01-24,673.577
2002-01-25,668.683
2002-01-28,668.599
2002-01-29,653.409
2002-01-30,655.2
2002-01-31,663.827
2002-02-01,660.348
2002-02-04,647.634
2002-02-05,643.07
2002-02-06,638.776
2002-02-07,638.469
2002-02-08,645.685
2002-02-11,656.122
2002-02-12,652.53
2002-02-13,657.865
2002-02-14,657.742
2002-02-15,649.663
2002-02-18,647.736
2002-02-19,635.545
2002-02-20,639.5
2002-02-21,632.157
2002-02-22,632.594
2002-02-25,642.22
2002-02-26,642.109
2002-02-27,644.846
2002-02-28,642.61
2002-03-01,655.354
2002-03-04,669.135
2002-03-05,666.335
2002-03-06,673.659
2002-03-07,674.88
2002-03-08,680.512
2002-03-11,678.489
2002-03-12,672.335
2002-03-13,667.554
2002-03-14,669.211
2002-03-15,676.335
2002-03-18,677.821
2002-03-19,679.094
2002-03-20,668.457
2002-03-21,668.716
2002-03-22,667.6
2002-03-25,657.828
2002-03-26,659.786
2002-03-27,659.959
2002-03-28,664.19
2002-03-29,664.19
2002-04-01,667.044
2002-04-02,658.858
2002-04-03,653.974
2002-04-04,652.91
2002-04-05,649.921
2002-04-08,645.277
2002-04-09,641.557
2002-04-10,648.423
2002-04-11,632.91
2002-04-12,637.209
2002-04-15,635.7
2002-04-16,650.292
2002-04-17,650.744
2002-04-18,648.436
2002-04-19,647.842
2002-04-22,637.851
2002-04-23,633.323
2002-04-24,630.015
2002-04-25,628.813
2002-04-26,619.365
2002-04-29,615.671
2002-04-30,619.77
2002-05-01,623.771
2002-05-02,617.698
2002-05-03,610.625
2002-05-06,603.014
2002-05-07,598.466
2002-05-08,623.424
2002-05-09,614.47
2002-05-10,603.975
2002-05-13,613.454
2002-05-14,625.567
2002-05-15,626.954
2002-05-16,629.841
2002-05-17,636.902
2002-05-20,629.381
2002-05-21,620.894
2002-05-22,621.09
2002-05-23,623.703
2002-05-24,618.068
2002-05-27,617.514
2002-05-28,614.13
2002-05-29,610.085
2002-05-30,607.327
2002-05-31,607.224
2002-06-03,596.391
2002-06-04,594.798
2002-06-05,597.536
2002-06-06,590.449
2002-06-07,584.632
2002-06-10,587.131
2002-06-11,581.409
2002-06-12,580.43
2002-06-13,574.153
2002-06-14,569.752
2002-06-17,587.043
2002-06-18,585.694
2002-06-19,576.975
2002-06-20,568.687
2002-06-21,560.303
2002-06-24,560.682
2002-06-25,556.474
2002-06-26,557.384
2002-06-27,566.507
2002-06-28,569.563
2002-07-01,560.343
2002-07-02,546.086
2002-07-03,545.169
2002-07-04,549.673
2002-07-05,570.483
2002-07-08,566.228
2002-07-09,555.807
2002-07-10,536.477
2002-07-11,534.944
2002-07-12,535.142
2002-07-15,528.544
2002-07-16,523.151
2002-07-17,531.379
2002-07-18,523.766
2002-07-19,502.961
2002-07-22,484.463
2002-07-23,471.246
2002-07-24,488.562
2002-07-25,490.88
2002-07-26,496.797
2002-07-29,522.745
2002-07-30,524.009
2002-07-31,525.314
2002-08-01,508.534
2002-08-02,502.232
2002-08-05,485.015
2002-08-06,498.369
2002-08-07,505.47
2002-08-08,522.923
2002-08-09,525.959
2002-08-12,520.81
2002-08-13,515.507
2002-08-14,527.859
2002-08-15,536.582
2002-08-16,538.847
2002-08-19,550.617
2002-08-20,542.502
2002-08-21,549.479
2002-08-22,556.588
2002-08-23,545.387
2002-08-26,545.489
2002-08-27,541.763
2002-08-28,529.049
2002-08-29,527.075
2002-08-30,526.579
2002-09-02,523.881
2002-09-03,504.642
2002-09-04,512.55
2002-09-05,505.801
2002-09-06,515.87
2002-09-09,517.27
2002-09-10,523.578
2002-09-11,526.76
2002-09-12,512.062
2002-09-13,510.922
2002-09-16,510.118
2002-09-17,502.091
2002-09-18,496.532
2002-09-19,484.395
2002-09-20,485.125
2002-09-23,474.688
2002-09-24,469.006
2002-09-25,480.051
2002-09-26,490.518
2002-09-27,479.374
2002-09-30,469.29
2002-10-01,484.07
2002-10-02,482.833
2002-10-03,478.565
2002-10-04,468.085
2002-10-07,460.689
2002-10-08,464.901
2002-10-09,457.166
2002-10-10,469.879
2002-10-11,489.587
2002-10-14,491.437
2002-10-15,515.535
2002-10-16,502.027
2002-10-17,513.222
2002-10-18,515.162
2002-10-21,519.757
2002-10-22,515.802
2002-10-23,513.249
2002-10-24,510.911
2002-10-25,518.238
2002-10-28,516.869
2002-10-29,508.572
2002-10-30,514.295
2002-10-31,515.82
2002-11-01,519.307
2002-11-04,528.479
2002-11-05,532.355
2002-11-06,533.658
2002-11-07,525.27
2002-11-08,520.088
2002-11-11,511.378
2002-11-12,518.182
2002-11-13,517.804
2002-11-14,530.244
2002-11-15,532.454
2002-11-18,529.362
2002-11-19,526.441
2002-11-20,532.471
2002-11-21,543.747
2002-11-22,541.598
2002-11-25,539.853
2002-11-26,529.396
2002-11-27,542.192
2002-11-28,543.712
2002-11-29,541.051
2002-12-02,541.304
2002-12-03,532.554
2002-12-04,532.252
2002-12-05,525.325
2002-12-06,527.509
2002-12-09,516.185
2002-12-10,522.086
2002-12-11,523.239
2002-12-12,520.962
2002-12-13,514.124
2002-12-16,524.812
2002-12-17,520.677
2002-12-18,512.215
2002-12-19,508.873
2002-12-20,513.894
2002-12-23,516.005
2002-12-24,515.106
2002-12-25,515.106
2002-12-26,512.758
2002-12-27,503.737
2002-12-30,507.529
2002-12-31,509.274
2003-01-01,509.274
2003-01-02,523.029
2003-01-03,525.585
2003-01-06,532.963
2003-01-07,530.033
2003-01-08,522.678
2003-01-09,532.325
2003-01-10,533.669
2003-01-13,533.483
2003-01-14,537.517
2003-01-15,529.287
2003-01-16,526.603
2003-01-17,517.564
2003-01-20,515.461
2003-01-21,510.76
2003-01-22,505.911
2003-01-23,510.386
2003-01-24,499.085
2003-01-27,488.632
2003-01-28,492.206
2003-01-29,496.261
2003-01-30,490.36
2003-01-31,493.362
2003-02-03,496.842
2003-02-04,489.01
2003-02-05,489.639
2003-02-06,484.64
2003-02-07,479.576
2003-02-10,480.514
2003-02-11,481.821
2003-02-12,476.04
2003-02-13,475.57
2003-02-14,484.851
2003-02-17,487.245
2003-02-18,495.26
2003-02-19,490.072
2003-02-20,487.752
2003-02-21,493.262
2003-02-24,485.882
2003-02-25,483.346
2003-02-26,479.494
2003-02-27,482.691
2003-02-28,487.598
2003-03-03,486.029
2003-03-04,478.442
2003-03-05,480.888
2003-03-06,477.784
2003-03-07,478.339
2003-03-10,467.676
2003-03-11,465.579
2003-03-12,463.923
2003-03-13,480.747
2003-03-14,485.243
2003-03-17,501.482
2003-03-18,503.141
2003-03-19,507.82
2003-03-20,508.547
2003-03-21,520.029
2003-03-24,502.234
2003-03-25,508.758
2003-03-26,506.523
2003-03-27,504.039
2003-03-28,501.731
2003-03-31,492.625
2003-04-01,497.572
2003-04-02,511.122
2003-04-03,510.677
2003-04-04,512.848
2003-04-07,516.811
2003-04-08,514.747
2003-04-09,510.281
2003-04-10,510.393
2003-04-11,509.526
2003-04-14,518.124
2003-04-15,522.629
2003-04-16,518.841
2003-04-17,526.527
2003-04-18,526.527
2003-04-21,524.691
2003-04-22,533.771
2003-04-23,536.696
2003-04-24,532.038
2003-04-25,525.726
2003-04-28,535.097
2003-04-29,536.073
2003-04-30,536.701
2003-05-01,538.465
2003-05-02,543.381
2003-05-05,545.3
2003-05-06,551.565
2003-05-07,547.102
2003-05-08,541.461
2003-05-09,549.48
2003-05-12,555.2
2003-05-13,553.73
2003-05-14,552.072
2003-05-15,556.286
2003-05-16,556.415
2003-05-19,543.467
2003-05-20,542.967
2003-05-21,542.106
2003-05-22,547.194
2003-05-23,546.106
2003-05-26,546.363
2003-05-27,554.637
2003-05-28,557.55
2003-05-29,558.695
2003-05-30,561.033
2003-06-02,564.386
2003-06-03,565.865
2003-06-04,572.417
2003-06-05,574.239
2003-06-06,574.121
2003-06-09,569.593
2003-06-10,572.606
2003-06-11,580.433
2003-06-12,581.019
2003-06-13,576.054
2003-06-16,589.514
2003-06-17,592.815
2003-06-18,592.826
2003-06-19,584.483
2003-06-20,584.021
2003-06-23,573.282
2003-06-24,572.486
2003-06-25,570.712
2003-06-26,573.371
2003-06-27,569.545
2003-06-30,567.372
2003-07-01,568.885
2003-07-02,576.194
2003-07-03,574.329
2003-07-04,573.112
2003-07-07,583.091
2003-07-08,583.043
2003-07-09,579.963
2003-07-10,574.568
2003-07-11,579.83
2003-07-14,584.813
2003-07-15,581.65
2003-07-16,579.478
2003-07-17,570.789
2003-07-18,574.025
2003-07-21,568.625
2003-07-22,573.1
2003-07-23,576.956
2003-07-24,577.289
2003-07-25,583.491
2003-07-28,583.61
2003-07-29,580.443
2003-07-30,579.098
2003-07-31,579.243
2003-08-01,573.404
2003-08-04,574.402
2003-08-05,568.28
2003-08-06,565.854
2003-08-07,570.05
2003-08-08,571.52
2003-08-11,573.839
2003-08-12,578.157
2003-08-13,576.178
2003-08-14,579.318
2003-08-15,579.949
2003-08-18,583.922
2003-08-19,583.92
2003-08-20,582.488
2003-08-21,581.889
2003-08-22,578.86
2003-08-25,578.987
2003-08-26,579.187
2003-08-27,580.958
2003-08-28,584.029
2003-08-29,585.69
2003-09-01,587.958
2003-09-02,591.565
2003-09-03,595.412
2003-09-04,598.346
2003-09-05,597.477
2003-09-08,604.259
2003-09-09,600.555
2003-09-10,594.778
2003-09-11,597.77
2003-09-12,598.909
2003-09-15,597.937
2003-09-16,604.819
2003-09-17,604.828
2003-09-18,611.051
2003-09-19,609.273
2003-09-22,602.418
2003-09-23,605.82
2003-09-24,596.302
2003-09-25,593.38
2003-09-26,589.173
2003-09-29,593.671
2003-09-30,587.035
2003-10-01,599.498
2003-10-02,601.043
2003-10-03,609.023
2003-10-06,609.5
2003-10-07,612.038
2003-10-08,610.273
2003-10-09,614.774
2003-10-10,614.946
2003-10-13,618.975
2003-10-14,620.484
2003-10-15,620.164
2003-10-16,622.391
2003-10-17,616.616
2003-10-20,619.46
2003-10-21,622.592
2003-10-22,614.227
2003-10-23,613.036
2003-10-24,610.68
2003-10-27,612.855
2003-10-28,620.882
2003-10-29,620.674
2003-10-30,621.192
2003-10-31,621.367
2003-11-03,625.242
2003-11-04,621.67
2003-11-05,620.139
2003-11-06,623.405
2003-11-07,623.2
2003-11-10,619.248
2003-11-11,618.861
2003-11-12,627.448
2003-11-13,629.729
2003-11-14,629.438
2003-11-17,623.439
2003-11-18,621.252
2003-11-19,624.465
2003-11-20,620.029
2003-11-21,621.066
2003-11-24,629.813
2003-11-25,629.014
2003-11-26,632.051
2003-11-27,632.532
2003-11-28,633.17
2003-12-01,640.541
2003-12-02,639.117
2003-12-03,639.122
2003-12-04,640.38
2003-12-05,636.133
2003-12-08,638.658
2003-12-09,634.518
2003-12-10,633.434
2003-12-11,637.715
2003-12-12,640.13
2003-12-15,638.31
2003-12-16,639.87
2003-12-17,640.719
2003-12-18,647.418
2003-12-19,646.046
2003-12-22,647.078
2003-12-23,649.695
2003-12-24,650.547
2003-12-25,650.547
2003-12-26,651.343
2003-12-29,658.303
2003-12-30,659.681
2003-12-31,662.445
2004-01-01,662.445
2004-01-02,663.106
2004-01-05,672.087
2004-01-06,675.041
2004-01-07,675.67
2004-01-08,681.028
2004-01-09,679.506
2004-01-12,680.278
2004-01-13,678.102
2004-01-14,681.027
2004-01-15,678.317
2004-01-16,680.269
2004-01-19,680.615
2004-01-20,682.651
2004-01-21,686.614
2004-01-22,688.186
2004-01-23,687.726
2004-01-26,691.142
2004-01-27,686.541
2004-01-28,679.448
2004-01-29,675.99
2004-01-30,675.684
2004-02-02,678.502
2004-02-03,682.15
2004-02-04,676.944
2004-02-05,678.338
2004-02-06,688.214
2004-02-09,689.159
2004-02-10,692.665
2004-02-11,695.647
2004-02-12,695.686
2004-02-13,692.324
2004-02-16,692.491
2004-02-17,699.401
2004-02-18,697.783
2004-02-19,694.895
2004-02-20,690.779
2004-02-23,688.04
2004-02-24,688.324
2004-02-25,689.22
2004-02-26,687.565
2004-02-27,686.818
2004-03-01,693.837
2004-03-02,688.297
2004-03-03,684.368
2004-03-04,688.441
2004-03-05,692.37
2004-03-08,687.406
2004-03-09,684.193
2004-03-10,674.307
2004-03-11,662.595
2004-03-12,667.286
2004-03-15,657.254
2004-03-16,662.886
2004-03-17,667.628
2004-03-18,666.221
2004-03-19,661.842
2004-03-22,653.329
2004-03-23,651.591
2004-03-24,649.492
2004-03-25,659.65
2004-03-26,657.573
2004-03-29,666.752
2004-03-30,668.973
2004-03-31,669.493
2004-04-01,676.228
2004-04-02,681.59
2004-04-05,683.706
2004-04-06,680.299
2004-04-07,679.434
2004-04-08,678.7
2004-04-09,678.7
2004-04-12,681.232
2004-04-13,674.169
2004-04-14,671.504
2004-04-15,672.112
2004-04-16,675.81
2004-04-19,678.7
2004-04-20,669.511
2004-04-21,669.436
2004-04-22,675.843
2004-04-23,677.851
2004-04-26,676.568
2004-04-27,677.683
2004-04-28,665.827
2004-04-29,663.36
2004-04-30,659.181
2004-05-03,663.11
2004-05-04,667.928
2004-05-05,671.295
2004-05-06,664.961
2004-05-07,658.766
2004-05-10,648.83
2004-05-11,653.64
2004-05-12,653.075
2004-05-13,652.789
2004-05-14,650.308
2004-05-17,645.775
2004-05-18,649.866
2004-05-19,653.778
2004-05-20,650.757
2004-05-21,652.771
2004-05-24,653.011
2004-05-25,660.972
2004-05-26,663.341
2004-05-27,671.444
2004-05-28,668.712
2004-05-31,669.492
2004-06-01,668.459
2004-06-02,671.044
2004-06-03,667.517
2004-06-04,671.533
2004-06-07,681.625
2004-06-08,682.8
2004-06-09,675.317
2004-06-10,676.668
2004-06-11,675.314
2004-06-14,669.529
2004-06-15,673.322
2004-06-16,674.16
2004-06-17,673.465
2004-06-18,675.637
2004-06-21,672.653
2004-06-22,671.951
2004-06-23,676.296
2004-06-24,677.149
2004-06-25,673.601
2004-06-28,675.059
2004-06-29,674.224
2004-06-30,675.538
2004-07-01,670.348
2004-07-02,670.039
2004-07-05,669.143
2004-07-06,663.407
2004-07-07,666.18
2004-07-08,663.851
2004-07-09,663.932
2004-07-12,663.325
2004-07-13,662.579
2004-07-14,661.371
2004-07-15,656.292
2004-07-16,654.535
2004-07-19,651.99
2004-07-20,655.974
2004-07-21,649.075
2004-07-22,649.016
2004-07-23,640.51
2004-07-26,637.808
2004-07-27,641.939
2004-07-28,640.881
2004-07-29,645.831
2004-07-30,646.65
2004-08-02,648.291
2004-08-03,646.102
2004-08-04,644.132
2004-08-05,637.024
2004-08-06,629.203
2004-08-09,626.949
2004-08-10,634.726
2004-08-11,629.571
2004-08-12,624.683
2004-08-13,627.344
2004-08-16,633.841
2004-08-17,636.034
2004-08-18,640.888
2004-08-19,641.468
2004-08-20,642.333
2004-08-23,643.206
2004-08-24,640.869
2004-08-25,644.89
2004-08-26,645.893
2004-08-27,648.016
2004-08-30,643.485
2004-08-31,644.604
2004-09-01,647.503
2004-09-02,652.299
2004-09-03,648.588
2004-09-06,650.055
2004-09-07,651.878
2004-09-08,651.279
2004-09-09,651.466
2004-09-10,657.407
2004-09-13,659.815
2004-09-14,661.429
2004-09-15,655.212
2004-09-16,655.81
2004-09-17,658.66
2004-09-20,655.592
2004-09-21,660.306
2004-09-22,653.178
2004-09-23,652.492
2004-09-24,651.469
2004-09-27,647.832
2004-09-28,651.458
2004-09-29,656.023
2004-09-30,656.841
2004-10-01,666.443
2004-10-04,667.568
2004-10-05,668.385
2004-10-06,670.309
2004-10-07,663.832
2004-10-08,660.778
2004-10-11,661.01
2004-10-12,656.898
2004-10-13,655.117
2004-10-14,651.507
2004-10-15,654.522
2004-10-18,658.273
2004-10-19,657.872
2004-10-20,658.464
2004-10-21,660.797
2004-10-22,654.448
2004-10-25,652.121
2004-10-26,659.264
2004-10-27,668.998
2004-10-28,670.895
2004-10-29,670.387
2004-11-01,672.056
2004-11-02,674.43
2004-11-03,682.662
2004-11-04,688.728
2004-11-05,693.272
2004-11-08,693.192
2004-11-09,692.054
2004-11-10,690.852
2004-11-11,696.761
2004-11-12,702.383
2004-11-15,704.071
2004-11-16,700.305
2004-11-17,706.22
2004-11-18,705.846
2004-11-19,698.402
2004-11-22,698.855
2004-11-23,699.012
2004-11-24,702.244
2004-11-25,705.376
2004-11-26,705.081
2004-11-29,704.618
2004-11-30,699.722
2004-12-01,710.464
2004-12-02,713.103
2004-12-03,714.473
2004-12-06,713.875
2004-12-07,709.577
2004-12-08,708.299
2004-12-09,709.599
2004-12-10,707.984
2004-12-13,714.434
2004-12-14,716.457
2004-12-15,718.627
2004-12-16,716.411
2004-12-17,711.28
2004-12-20,715.057
2004-12-21,717.788
2004-12-22,720.694
2004-12-23,722.889
2004-12-24,724.264
2004-12-27,724.127
2004-12-28,727.621
2004-12-29,727.142
2004-12-30,728.597
2004-12-31,727.418
2005-01-03,723.405
2005-01-04,714.058
2005-01-05,710.456
2005-01-06,710.202
2005-01-07,710.16
2005-01-10,713.141
2005-01-11,709.881
2005-01-12,712.933
2005-01-13,707.207
2005-01-14,708.509
2005-01-17,709.646
2005-01-18,711.317
2005-01-19,707.616
2005-01-20,700.455
2005-01-21,698.31
2005-01-24,696.12
2005-01-25,698.099
2005-01-26,703.362
2005-01-27,704.032
2005-01-28,702.285
2005-01-31,706.894
2005-02-01,710.162
2005-02-02,712.489
2005-02-03,708.795
2005-02-04,714.86
2005-02-07,713.408
2005-02-08,712.407
2005-02-09,708.635
2005-02-10,712.3
2005-02-11,717.716
2005-02-14,719.815
2005-02-15,722.547
2005-02-16,721.437
2005-02-17,719.3
2005-02-18,719.434
2005-02-21,720.494
2005-02-22,715.712
2005-02-23,715.422
2005-02-24,718.062
2005-02-25,723.669
2005-02-28,721.621
2005-03-01,725.477
2005-03-02,724.295
2005-03-03,724.545
2005-03-04,731.599
2005-03-07,732.436
2005-03-08,731.891
2005-03-09,727.992
2005-03-10,728.015
2005-03-11,724.887
2005-03-14,724.597
2005-03-15,722.079
2005-03-16,718.306
2005-03-17,718.698
2005-03-18,716.466
2005-03-21,712.327
2005-03-22,709.878
2005-03-23,706.433
2005-03-24,706.108
2005-03-25,706.108
2005-03-28,705.658
2005-03-29,703.564
2005-03-30,710.222
2005-03-31,709.038
2005-04-01,705.363
2005-04-04,703.761
2005-04-05,709.059
2005-04-06,709.839
2005-04-07,714.785
2005-04-08,711.205
2005-04-11,712.18
2005-04-12,711.72
2005-04-13,708.195
2005-04-14,702.169
2005-04-15,695.007
2005-04-18,692.476
2005-04-19,697.173
2005-04-20,692.355
2005-04-21,702.701
2005-04-22,699.446
2005-04-25,701.625
2005-04-26,697.089
2005-04-27,696.455
2005-04-28,692.405
2005-04-29,696.989
2005-05-02,698.718
2005-05-03,701.089
2005-05-04,709.618
2005-05-05,709.333
2005-05-06,709.24
2005-05-09,710.658
2005-05-10,705.852
2005-05-11,706.605
2005-05-12,703.661
2005-05-13,702.033
2005-05-16,704.84
2005-05-17,708.181
2005-05-18,714.809
2005-05-19,717.419
2005-05-20,715.981
2005-05-23,719.449
2005-05-24,720.467
2005-05-25,718.337
2005-05-26,721.968
2005-05-27,723.177
2005-05-30,723.461
2005-05-31,717.707
2005-06-01,724.066
2005-06-02,726.083
2005-06-03,721.794
2005-06-06,722.074
2005-06-07,724.217
2005-06-08,723.575
2005-06-09,723.507
2005-06-10,720.871
2005-06-13,721.352
2005-06-14,722.45
2005-06-15,723.414
2005-06-16,725.15
2005-06-17,729.92
2005-06-20,729.395
2005-06-21,730.548
2005-06-22,730.479
2005-06-23,724.347
2005-06-24,719.437
2005-06-27,718.0
2005-06-28,723.357
2005-06-29,722.37
2005-06-30,718.7
2005-07-01,717.568
2005-07-04,717.281
2005-07-05,720.898
2005-07-06,720.028
2005-07-07,717.296
2005-07-08,726.549
2005-07-11,733.707
2005-07-12,736.949
2005-07-13,736.316
2005-07-14,739.468
2005-07-15,738.373
2005-07-18,736.434
2005-07-19,740.178
2005-07-20,742.813
2005-07-21,742.809
2005-07-22,744.315
2005-07-25,742.445
2005-07-26,742.16
2005-07-27,746.448
2005-07-28,751.692
2005-07-29,750.06
2005-08-01,752.6
2005-08-02,759.488
2005-08-03,762.565
2005-08-04,758.967
2005-08-05,754.556
2005-08-08,755.944
2005-08-09,760.324
2005-08-10,761.205
2005-08-11,765.533
2005-08-12,762.103
2005-08-15,761.744
2005-08-16,754.211
2005-08-17,753.632
2005-08-18,749.17
2005-08-19,751.229
2005-08-22,754.138
2005-08-23,750.26
2005-08-24,746.693
2005-08-25,746.914
2005-08-26,743.469
2005-08-29,745.988
2005-08-30,743.074
2005-08-31,751.141
2005-09-01,757.064
2005-09-02,757.514
2005-09-05,757.586
2005-09-06,765.434
2005-09-07,767.037
2005-09-08,763.818
2005-09-09,768.334
2005-09-12,765.589
2005-09-13,760.49
2005-09-14,759.358
2005-09-15,757.552
2005-09-16,762.271
2005-09-19,759.901
2005-09-20,756.749
2005-09-21,751.427
2005-09-22,751.354
2005-09-23,751.162
2005-09-26,753.25
2005-09-27,751.514
2005-09-28,753.634
2005-09-29,757.195
2005-09-30,761.269
2005-10-03,759.58
2005-10-04,756.796
2005-10-05,746.68
2005-10-06,744.003
2005-10-07,743.925
2005-10-10,741.963
2005-10-11,739.788
2005-10-12,736.554
2005-10-13,732.599
2005-10-14,738.93
2005-10-17,739.234
2005-10-18,733.87
2005-10-19,738.957
2005-10-20,734.266
2005-10-21,734.215
2005-10-24,742.531
2005-10-25,742.463
2005-10-26,740.842
2005-10-27,733.952
2005-10-28,739.911
2005-10-31,747.737
2005-11-01,746.228
2005-11-02,753.167
2005-11-03,759.159
2005-11-04,756.024
