Date,AUSTRIA GROWTH Standard (Large+Mid Cap)
1986-06-30,327.901
1986-07-31,337.801
1986-08-29,365.351
1986-09-30,358.884
1986-10-31,337.685
1986-11-28,362.849
1986-12-31,368.804
1987-01-30,328.987
1987-02-27,335.831
1987-03-31,326.422
1987-04-30,321.502
1987-05-29,291.346
1987-06-30,303.666
1987-07-31,354.476
1987-08-31,349.235
1987-09-30,370.459
1987-10-30,319.571
1987-11-30,315.652
1987-12-31,321.263
1988-01-29,275.514
1988-02-29,281.859
1988-03-31,292.612
1988-04-29,300.592
1988-05-31,281.838
1988-06-30,276.065
1988-07-29,284.551
1988-08-31,288.489
1988-09-30,299.865
1988-10-31,345.394
1988-11-30,352.619
1988-12-30,342.95
1989-01-31,344.639
1989-02-28,369.909
1989-03-31,399.213
1989-04-28,419.977
1989-05-31,422.488
1989-06-30,468.505
1989-07-31,504.901
1989-08-31,570.175
1989-09-29,672.939
1989-10-31,612.245
1989-11-30,591.536
1989-12-29,748.231
1990-01-31,860.973
1990-02-28,933.972
1990-03-30,917.263
1990-04-30,797.896
1990-05-31,797.531
1990-06-29,854.231
1990-07-31,991.453
1990-08-31,847.53
1990-09-28,665.689
1990-10-31,773.705
1990-11-30,796.825
1990-12-31,783.613
1991-01-31,763.507
1991-02-28,866.88
1991-03-29,792.942
1991-04-30,793.274
1991-05-31,762.078
1991-06-28,678.262
1991-07-31,669.903
1991-08-30,662.724
1991-09-30,676.405
1991-10-31,611.407
1991-11-29,687.017
1991-12-31,698.23
1992-01-31,718.518
1992-02-28,762.241
1992-03-31,732.901
1992-04-30,723.084
1992-05-29,739.344
1992-06-30,765.279
1992-07-31,724.31
1992-08-31,684.398
1992-09-30,740.744
1992-10-30,716.147
1992-11-30,675.485
1992-12-31,718.535
1993-01-29,694.389
1993-02-26,713.076
1993-03-31,711.201
1993-04-30,687.85
1993-05-31,694.137
1993-06-30,660.705
1993-07-30,667.572
1993-08-31,719.117
1993-09-30,702.361
1993-10-29,760.885
1993-11-30,737.676
1993-12-31,808.373
1994-01-31,787.829
1994-02-28,793.779
1994-03-31,748.497
1994-04-29,724.485
1994-05-31,700.503
1994-06-30,765.493
1994-07-29,726.554
1994-08-31,747.329
1994-09-30,715.461
1994-10-31,669.491
1994-11-30,669.348
1994-12-30,696.744
1995-01-31,663.251
1995-02-28,685.808
1995-03-31,694.362
1995-04-28,697.341
1995-05-31,751.395
1995-06-30,776.758
1995-07-31,780.256
1995-08-31,708.185
1995-09-29,718.744
1995-10-31,686.157
1995-11-30,658.601
1995-12-29,683.101
1996-01-31,713.861
1996-02-29,707.035
1996-03-29,691.453
1996-04-30,690.137
1996-05-31,732.565
1996-06-28,672.678
1996-07-31,664.497
1996-08-30,669.973
1996-09-30,639.881
1996-10-31,634.748
1996-11-29,652.711
1996-12-31,656.11
1997-01-31,628.527
1997-02-28,624.906
1997-03-31,629.108
1997-04-30,598.622
1997-05-30,652.811
1997-06-30,669.624
1997-07-31,714.926
1997-08-29,650.84
1997-09-30,729.304
1997-10-31,662.055
1997-11-28,610.231
1997-12-31,624.373
1998-01-30,609.693
1998-02-27,627.179
1998-03-31,667.356
1998-04-30,714.648
1998-05-29,710.332
1998-06-30,672.47
1998-07-31,712.416
1998-08-31,628.036
1998-09-30,583.961
1998-10-30,627.631
1998-11-30,591.412
1998-12-31,600.842
1999-01-29,582.593
1999-02-26,593.123
1999-03-31,565.833
1999-04-30,579.134
1999-05-31,521.171
1999-06-30,555.678
1999-07-30,564.193
1999-08-31,544.792
1999-09-30,523.54
1999-10-29,506.297
1999-11-30,459.411
1999-12-31,496.317
2000-01-31,456.686
2000-02-29,453.44
2000-03-31,447.93
2000-04-28,416.423
2000-05-31,429.193
2000-06-30,443.686
2000-07-31,429.962
2000-08-31,419.662
2000-09-29,420.879
2000-10-31,374.069
2000-11-30,371.956
2000-12-29,425.029
2001-01-31,425.241
2001-02-28,479.732
2001-03-30,463.306
2001-04-30,468.792
2001-05-31,405.28
2001-06-29,399.344
2001-07-31,430.626
2001-08-31,432.674
2001-09-28,410.931
2001-10-31,355.639
2001-11-30,375.64
2001-12-31,382.664
2002-01-31,381.115
2002-02-28,389.008
2002-03-29,429.223
2002-04-30,465.33
2002-05-31,451.111
2002-06-28,443.974
2002-07-31,425.146
2002-08-30,410.066
2002-09-30,382.183
2002-10-31,366.346
2002-11-29,374.203
2002-12-31,433.579
2003-01-31,439.113
2003-02-28,443.927
2003-03-31,450.924
2003-04-30,474.423
2003-05-30,506.552
2003-06-30,515.055
2003-07-31,505.8
2003-08-29,495.08
2003-09-30,514.651
2003-10-31,521.866
2003-11-28,566.506
2003-12-31,614.501
2004-01-30,665.857
2004-02-27,705.888
2004-03-31,729.725
2004-04-30,742.117
2004-05-31,743.946
2004-06-30,786.43
2004-07-30,790.231
2004-08-31,760.892
2004-09-30,779.911
2004-10-29,834.84
2004-11-30,932.428
2004-12-31,1001.69
2005-01-31,965.298
2005-02-28,1037.003
2005-03-31,1008.46
2005-04-29,976.508
2005-05-31,982.612
2005-06-30,1009.653
2005-07-29,1043.48
2005-08-31,1113.438
2005-09-30,1086.942
2005-10-31,1072.428
2005-11-30,1112.098
2005-12-30,1143.715
2006-01-31,1228.018
2006-02-28,1255.263
2006-03-31,1257.129
2006-04-28,1314.538
2006-05-31,1256.479
2006-06-30,1237.624
2006-07-31,1216.669
2006-08-31,1278.005
2006-09-29,1314.544
2006-10-31,1377.136
2006-11-30,1455.112
2006-12-29,1572.605
2007-01-31,1581.645
2007-02-28,1507.811
2007-03-30,1605.622
2007-04-30,1676.295
2007-05-31,1713.228
2007-06-29,1716.235
2007-07-31,1686.521
2007-08-31,1652.406
2007-09-28,1680.872
2007-10-31,1822.123
2007-11-30,1694.947
2007-12-31,1658.904
2008-01-31,1418.859
2008-02-29,1455.862
2008-03-31,1504.008
2008-04-30,1688.101
2008-05-30,1727.681
2008-06-30,1616.152
2008-07-31,1458.117
2008-08-29,1371.323
2008-09-30,978.935
2008-10-31,621.608
2008-11-28,578.643
2008-12-31,621.988
2009-01-30,519.364
2009-02-27,413.91
2009-03-31,539.252
2009-04-30,622.139
2009-05-29,748.458
2009-06-30,715.28
2009-07-31,691.027
2009-08-31,732.317
2009-09-30,739.473
2009-10-30,675.063
2009-11-30,665.568
2009-12-31,614.592
2010-01-29,566.776
2010-02-26,540.132
2010-03-31,568.534
2010-04-30,587.493
2010-05-31,499.114
2010-06-30,465.15
2010-07-30,548.65
2010-08-31,532.736
2010-09-30,610.789
2010-10-29,654.608
2010-11-30,595.035
2010-12-31,695.123
2011-01-31,701.641
2011-02-28,706.362
2011-03-31,724.978
2011-04-29,749.734
2011-05-31,741.109
2011-06-30,777.576
2011-07-29,722.773
2011-08-31,570.968
2011-09-30,425.988
2011-10-31,426.928
2011-11-30,358.14
2011-12-30,363.398
2012-01-31,400.477
2012-02-29,434.161
2012-03-30,434.949
2012-04-30,420.096
2012-05-31,332.807
2012-06-29,325.567
2012-07-31,325.307
2012-08-31,315.81
2012-09-28,339.857
2012-10-31,366.253
2012-11-30,380.272
2012-12-31,398.506
2013-01-31,414.248
2013-02-28,415.465
2013-03-29,379.673
2013-04-30,400.506
2013-05-31,384.27
2013-06-28,338.452
2013-07-31,367.972
2013-08-30,384.001
2013-09-30,393.425
2013-10-31,421.678
2013-11-29,425.754
2013-12-31,414.712
2014-01-31,412.617
2014-02-28,434.757
2014-03-31,427.33
2014-04-30,423.918
2014-05-30,424.891
2014-06-30,402.812
2014-07-31,344.454
2014-08-29,342.577
2014-09-30,318.268
2014-10-31,326.656
2014-11-28,355.384
2014-12-31,324.122
2015-01-30,307.906
2015-02-27,352.879
2015-03-31,345.591
2015-04-30,370.858
2015-05-29,380.69
2015-06-30,361.232
2015-07-31,377.855
2015-08-31,355.38
2015-09-30,342.004
2015-10-30,359.229
2015-11-30,373.48
2015-12-31,348.446
2016-01-29,329.363
2016-02-29,341.447
2016-03-31,391.531
2016-04-29,407.225
2016-05-31,370.442
2016-06-30,342.985
2016-07-29,370.683
2016-08-31,370.365
2016-09-30,395.846
2016-10-31,379.71
2016-11-30,375.39
2016-12-30,368.305
2017-01-31,406.863
2017-02-28,398.094
2017-03-31,393.397
2017-04-28,423.745
2017-05-31,467.79
2017-06-30,468.515
2017-07-31,475.402
2017-08-31,423.278
2017-09-29,450.311
2017-10-31,440.429
2017-11-30,436.997
2017-12-29,443.961
2018-01-31,504.062
2018-02-28,468.614
2018-03-30,464.273
2018-04-30,422.238
2018-05-31,393.031
2018-06-29,397.616
2018-07-31,417.733
2018-08-31,391.122
2018-09-28,400.665
2018-10-31,383.224
2018-11-30,373.77
2018-12-31,343.434
2019-01-31,377.141
2019-02-28,385.715
2019-03-29,367.555
2019-04-30,396.214
2019-05-31,354.149
2019-06-28,371.797
2019-07-31,380.516
2019-08-30,390.535
2019-09-30,394.87
2019-10-31,409.781
2019-11-29,391.344
2019-12-31,377.802
2020-01-31,397.833
2020-02-28,354.338
2020-03-31,272.562
2020-04-30,340.797
2020-05-29,335.056
2020-06-30,333.297
2020-07-31,355.015
2020-08-31,359.003
2020-09-30,351.464
2020-10-30,374.482
2020-11-30,462.784
2020-12-31,561.845
2021-01-29,594.213
2021-02-26,504.304
2021-03-31,479.037
2021-04-30,544.678
2021-05-31,607.175
2021-06-30,581.177
2021-07-30,605.292
2021-08-31,675.01
2021-09-30,596.15
2021-10-29,611.019
2021-11-30,583.547
2021-12-31,631.339
2022-01-31,605.094
2022-02-28,566.672
2022-03-31,536.191
2022-04-29,495.164
2022-05-31,489.5
2022-06-30,481.32
2022-07-29,540.6
2022-08-31,472.869
2022-09-30,422.52
2022-10-31,386.302
2022-11-30,436.976
2022-12-30,413.982
2023-01-31,418.061
2023-02-28,429.408
2023-03-31,428.663
2023-04-28,440.488
2023-05-31,383.719
2023-06-30,408.823
2023-07-31,423.839
2023-08-31,418.611
2023-09-29,416.184
2023-10-31,442.189
2023-11-30,487.07
2023-12-29,473.676
2024-01-31,419.235
2024-02-29,369.897
2024-03-29,373.295
2024-04-30,390.581
2024-05-31,437.481
2024-06-28,419.649
2024-07-31,425.715
2024-08-30,454.009
2024-09-30,442.038
2024-10-31,434.038
2024-11-29,423.949
2024-12-31,385.361
2025-01-31,409.528
2025-02-28,402.518
2025-03-31,375.867
2025-04-30,409.142
2025-05-30,428.019
2025-06-30,419.397
2025-07-31,410.184
2025-08-29,391.24
2025-09-30,398.866
