Date,NETHERLANDS IMI VALUE IMI (Large+Mid+Small Cap)
2013-12-31,917.454
2014-01-31,872.465
2014-02-28,927.214
2014-03-31,929.496
2014-04-30,924.64
2014-05-30,922.399
2014-06-30,925.739
2014-07-31,858.371
2014-08-29,864.566
2014-09-30,842.614
2014-10-31,792.934
2014-11-28,824.535
2014-12-31,797.324
2015-01-30,770.678
2015-02-27,839.812
2015-03-31,840.086
2015-04-30,864.261
2015-05-29,874.329
2015-06-30,858.315
2015-07-31,897.386
2015-08-31,813.541
2015-09-30,747.845
2015-10-30,808.46
2015-11-30,778.366
2015-12-31,766.693
2016-01-29,696.981
2016-02-29,697.581
2016-03-31,742.31
2016-04-29,772.361
2016-05-31,765.056
2016-06-30,653.546
2016-07-29,692.361
2016-08-31,757.874
2016-09-30,757.084
2016-10-31,783.826
2016-11-30,788.101
2016-12-30,815.851
2017-01-31,841.49
2017-02-28,822.913
2017-03-31,884.697
2017-04-28,936.856
2017-05-31,971.164
2017-06-30,986.721
2017-07-31,1068.767
2017-08-31,1048.925
2017-09-29,1090.462
2017-10-31,1097.011
2017-11-30,1097.592
2017-12-29,1128.329
2018-01-31,1197.635
2018-02-28,1132.131
2018-03-30,1104.104
2018-04-30,1142.419
2018-05-31,1037.841
2018-06-29,1031.459
2018-07-31,1084.169
2018-08-31,1044.781
2018-09-28,1042.009
2018-10-31,953.823
2018-11-30,953.02
2018-12-31,866.646
2019-01-31,942.068
2019-02-28,997.993
2019-03-29,953.086
2019-04-30,1017.159
2019-05-31,917.025
2019-06-28,987.82
2019-07-31,955.123
2019-08-30,862.289
2019-09-30,910.197
2019-10-31,972.228
2019-11-29,983.858
2019-12-31,1006.318
2020-01-31,948.464
2020-02-28,850.106
2020-03-31,614.01
2020-04-30,656.699
2020-05-29,706.41
2020-06-30,757.722
2020-07-31,787.551
2020-08-31,862.943
2020-09-30,815.488
2020-10-30,774.809
2020-11-30,961.197
2020-12-31,983.062
2021-01-29,968.7
2021-02-26,1033.633
2021-03-31,1105.675
2021-04-30,1148.483
2021-05-31,1206.519
2021-06-30,1162.547
2021-07-30,1157.565
2021-08-31,1226.624
2021-09-30,1201.572
2021-10-29,1235.231
2021-11-30,1159.693
2021-12-31,1210.253
2022-01-31,1210.134
2022-02-28,1102.828
2022-03-31,1075.616
2022-04-29,1010.126
2022-05-31,1053.077
2022-06-30,934.11
2022-07-29,940.899
2022-08-31,895.887
2022-09-30,842.816
2022-10-31,916.8
2022-11-30,1024.914
2022-12-30,1029.573
2023-01-31,1133.12
2023-02-28,1123.678
2023-03-31,1080.794
2023-04-28,1132.834
2023-05-31,1076.086
2023-06-30,1160.342
2023-07-31,1202.608
2023-08-31,1174.68
2023-09-29,1096.865
2023-10-31,1063.767
2023-11-30,1146.666
2023-12-29,1215.486
2024-01-31,1196.282
2024-02-29,1201.682
2024-03-29,1283.924
2024-04-30,1320.989
2024-05-31,1390.233
2024-06-28,1349.326
2024-07-31,1412.228
2024-08-30,1475.545
2024-09-30,1512.551
2024-10-31,1418.204
2024-11-29,1387.087
2024-12-31,1336.631
2025-01-31,1391.767
2025-02-28,1472.178
2025-03-31,1536.024
2025-04-30,1627.266
2025-05-30,1747.605
2025-06-30,1797.794
2025-07-31,1796.426
2025-08-29,1887.92
2025-09-30,1948.837
2025-10-31,1910.072
