Date,NETHERLANDS IMI VALUE IMI (Large+Mid+Small Cap)
2005-07-29,569.855
2005-08-31,565.016
2005-09-30,574.796
2005-10-31,561.041
2005-11-30,592.677
2005-12-30,617.814
2006-01-31,643.253
2006-02-28,670.039
2006-03-31,704.178
2006-04-28,729.698
2006-05-31,698.405
2006-06-30,697.152
2006-07-31,712.892
2006-08-31,748.169
2006-09-29,771.895
2006-10-31,777.713
2006-11-30,788.801
2006-12-29,830.361
2007-01-31,830.952
2007-02-28,848.671
2007-03-30,910.537
2007-04-30,1009.535
2007-05-31,1000.0
2007-06-29,984.311
2007-07-31,976.122
2007-08-31,947.014
2007-09-28,1032.403
2007-10-31,1053.639
2007-11-30,996.064
2007-12-31,1000.278
2008-01-31,883.247
2008-02-29,919.779
2008-03-31,950.98
2008-04-30,995.423
2008-05-30,994.946
2008-06-30,862.413
2008-07-31,846.391
2008-08-29,840.533
2008-09-30,659.654
2008-10-31,416.584
2008-11-28,385.914
2008-12-31,441.366
2009-01-30,392.752
2009-02-27,324.306
2009-03-31,339.553
2009-04-30,420.044
2009-05-29,477.402
2009-06-30,463.374
2009-07-31,547.624
2009-08-31,595.196
2009-09-30,658.736
2009-10-30,608.592
2009-11-30,623.755
2009-12-31,654.144
2010-01-29,633.323
2010-02-26,592.151
2010-03-31,653.717
2010-04-30,649.197
2010-05-31,567.782
2010-06-30,562.095
2010-07-30,655.542
2010-08-31,616.554
2010-09-30,708.752
2010-10-29,734.544
2010-11-30,641.542
2010-12-31,716.742
2011-01-31,776.114
2011-02-28,814.225
2011-03-31,830.061
2011-04-29,872.303
2011-05-31,816.04
2011-06-30,786.265
2011-07-29,718.464
2011-08-31,614.898
2011-09-30,528.354
2011-10-31,607.285
2011-11-30,548.096
2011-12-30,537.53
2012-01-31,577.138
2012-02-29,597.045
2012-03-30,593.592
2012-04-30,540.331
2012-05-31,479.76
2012-06-29,521.414
2012-07-31,527.818
2012-08-31,567.883
2012-09-28,576.563
2012-10-31,601.884
2012-11-30,613.413
2012-12-31,637.479
2013-01-31,696.677
2013-02-28,618.649
2013-03-29,616.641
2013-04-30,647.171
2013-05-31,682.947
2013-06-28,652.728
2013-07-31,739.019
2013-08-30,733.327
2013-09-30,784.507
2013-10-31,847.048
2013-11-29,862.257
2013-12-31,886.777
2014-01-31,843.292
2014-02-28,896.211
2014-03-31,898.416
2014-04-30,892.436
2014-05-30,889.342
2014-06-30,892.562
2014-07-31,827.602
2014-08-29,833.136
2014-09-30,811.982
2014-10-31,763.985
2014-11-28,794.336
2014-12-31,768.122
2015-01-30,742.391
2015-02-27,808.988
2015-03-31,809.252
2015-04-30,831.615
2015-05-29,839.793
2015-06-30,824.376
2015-07-31,861.859
2015-08-31,780.099
2015-09-30,717.073
2015-10-30,775.194
2015-11-30,746.198
2015-12-31,735.008
2016-01-29,668.177
2016-02-29,668.752
2016-03-31,711.632
2016-04-29,738.414
2016-05-31,730.645
2016-06-30,623.963
2016-07-29,660.904
2016-08-31,721.748
2016-09-30,720.996
2016-10-31,746.432
2016-11-30,750.39
2016-12-30,776.812
2017-01-31,801.197
2017-02-28,783.51
2017-03-31,842.335
2017-04-28,891.188
2017-05-31,921.683
2017-06-30,935.874
2017-07-31,1013.496
2017-08-31,992.923
2017-09-29,1032.242
2017-10-31,1038.407
2017-11-30,1038.846
2017-12-29,1067.937
2018-01-31,1133.503
2018-02-28,1071.506
2018-03-30,1044.732
2018-04-30,1078.134
2018-05-31,978.539
2018-06-29,971.934
2018-07-31,1021.543
2018-08-31,982.554
2018-09-28,979.842
2018-10-31,896.889
2018-11-30,896.016
2018-12-31,814.802
2019-01-31,885.686
2019-02-28,937.601
2019-03-29,895.142
2019-04-30,952.571
2019-05-31,857.339
2019-06-28,923.527
2019-07-31,892.905
2019-08-30,803.881
2019-09-30,848.236
2019-10-31,906.017
2019-11-29,916.711
2019-12-31,937.638
2020-01-31,883.71
2020-02-28,792.068
2020-03-31,572.09
2020-04-30,611.124
2020-05-29,657.26
2020-06-30,704.991
2020-07-31,732.707
2020-08-31,801.045
2020-09-30,756.994
2020-10-30,719.233
2020-11-30,892.251
2020-12-31,912.532
2021-01-29,899.2
2021-02-26,959.074
2021-03-31,1025.812
2021-04-30,1064.298
2021-05-31,1117.007
2021-06-30,1076.144
2021-07-30,1071.366
2021-08-31,1134.226
2021-09-30,1110.892
2021-10-29,1139.911
2021-11-30,1070.202
2021-12-31,1116.86
2022-01-31,1116.751
2022-02-28,1017.725
2022-03-31,992.38
2022-04-29,929.22
2022-05-31,966.57
2022-06-30,857.196
2022-07-29,863.275
2022-08-31,820.387
2022-09-30,771.521
2022-10-31,839.247
2022-11-30,938.215
2022-12-30,942.48
2023-01-31,1036.998
2023-02-28,1028.357
2023-03-31,988.847
2023-04-28,1033.826
2023-05-31,981.641
2023-06-30,1057.816
2023-07-31,1096.149
2023-08-31,1068.889
2023-09-29,997.94
2023-10-31,967.827
2023-11-30,1043.249
2023-12-29,1105.863
2024-01-31,1088.345
2024-02-29,1093.258
2024-03-29,1167.899
2024-04-30,1198.321
2024-05-31,1259.833
2024-06-28,1222.727
2024-07-31,1279.438
2024-08-30,1334.874
2024-09-30,1368.249
2024-10-31,1282.903
2024-11-29,1254.722
2024-12-31,1209.067
2025-01-31,1258.481
2025-02-28,1331.191
2025-03-31,1388.751
2025-04-30,1467.714
2025-05-30,1574.775
2025-06-30,1619.961
2025-07-31,1618.269
2025-08-29,1698.667
2025-09-30,1753.26
