Date,NETHERLANDS IMI VALUE IMI (Large+Mid+Small Cap)
2002-08-13,370.744
2002-08-14,363.941
2002-08-15,376.494
2002-08-16,381.1
2002-08-19,388.289
2002-08-20,382.286
2002-08-21,384.679
2002-08-22,394.51
2002-08-23,390.853
2002-08-26,382.739
2002-08-27,398.914
2002-08-28,382.955
2002-08-29,374.206
2002-08-30,380.172
2002-09-02,375.577
2002-09-03,362.725
2002-09-04,360.604
2002-09-05,357.081
2002-09-06,366.968
2002-09-09,357.835
2002-09-10,364.604
2002-09-11,372.192
2002-09-12,357.105
2002-09-13,348.741
2002-09-16,348.037
2002-09-17,341.447
2002-09-18,330.466
2002-09-19,328.219
2002-09-20,326.135
2002-09-23,317.552
2002-09-24,312.642
2002-09-25,314.165
2002-09-26,333.816
2002-09-27,331.909
2002-09-30,317.127
2002-10-01,327.863
2002-10-02,340.052
2002-10-03,335.816
2002-10-04,327.136
2002-10-07,323.874
2002-10-08,315.773
2002-10-09,316.479
2002-10-10,325.125
2002-10-11,339.294
2002-10-14,337.08
2002-10-15,356.957
2002-10-16,351.349
2002-10-17,358.359
2002-10-18,359.066
2002-10-21,358.959
2002-10-22,353.175
2002-10-23,340.871
2002-10-24,347.613
2002-10-25,342.943
2002-10-28,349.901
2002-10-29,332.399
2002-10-30,345.522
2002-10-31,357.671
2002-11-01,355.891
2002-11-04,366.438
2002-11-05,369.839
2002-11-06,364.289
2002-11-07,356.525
2002-11-08,356.131
2002-11-11,355.862
2002-11-12,355.877
2002-11-13,352.405
2002-11-14,357.163
2002-11-15,361.644
2002-11-18,365.6
2002-11-19,364.575
2002-11-20,358.583
2002-11-21,371.169
2002-11-22,370.006
2002-11-25,368.862
2002-11-26,360.82
2002-11-27,368.841
2002-11-28,373.556
2002-11-29,374.8
2002-12-02,372.733
2002-12-03,365.219
2002-12-04,359.227
2002-12-05,356.559
2002-12-06,358.232
2002-12-09,351.622
2002-12-10,351.747
2002-12-11,356.282
2002-12-12,354.038
2002-12-13,350.184
2002-12-16,361.6
2002-12-17,360.16
2002-12-18,352.992
2002-12-19,348.634
2002-12-20,352.913
2002-12-23,358.693
2002-12-24,360.883
2002-12-25,360.883
2002-12-26,361.793
2002-12-27,351.933
2002-12-30,356.521
2002-12-31,358.618
2003-01-01,358.618
2003-01-02,369.702
2003-01-03,368.932
2003-01-06,374.662
2003-01-07,370.574
2003-01-08,363.265
2003-01-09,371.408
2003-01-10,374.429
2003-01-13,376.022
2003-01-14,375.78
2003-01-15,371.322
2003-01-16,370.665
2003-01-17,362.59
2003-01-20,354.609
2003-01-21,348.787
2003-01-22,340.965
2003-01-23,340.433
2003-01-24,338.726
2003-01-27,325.793
2003-01-28,327.268
2003-01-29,330.629
2003-01-30,337.42
2003-01-31,338.171
2003-02-03,342.677
2003-02-04,333.893
2003-02-05,338.719
2003-02-06,329.488
2003-02-07,323.009
2003-02-10,318.504
2003-02-11,325.229
2003-02-12,316.359
2003-02-13,317.882
2003-02-14,325.805
2003-02-17,330.799
2003-02-18,332.804
2003-02-19,327.234
2003-02-20,324.633
2003-02-21,327.123
2003-02-24,312.699
2003-02-25,301.5
2003-02-26,297.217
2003-02-27,301.017
2003-02-28,310.618
2003-03-03,313.707
2003-03-04,307.407
2003-03-05,305.369
2003-03-06,299.285
2003-03-07,289.697
2003-03-10,283.366
2003-03-11,284.569
2003-03-12,270.113
2003-03-13,287.287
2003-03-14,299.827
2003-03-17,309.467
2003-03-18,303.684
2003-03-19,306.54
2003-03-20,303.247
2003-03-21,313.489
2003-03-24,301.733
2003-03-25,311.355
2003-03-26,311.492
2003-03-27,305.842
2003-03-28,309.672
2003-03-31,299.706
2003-04-01,306.366
2003-04-02,313.303
2003-04-03,315.413
2003-04-04,315.747
2003-04-07,327.09
2003-04-08,322.489
2003-04-09,322.153
2003-04-10,319.803
2003-04-11,321.724
2003-04-14,324.941
2003-04-15,333.033
2003-04-16,333.379
2003-04-17,336.227
2003-04-18,336.227
2003-04-21,334.778
2003-04-22,337.431
2003-04-23,341.831
2003-04-24,335.403
2003-04-25,329.436
2003-04-28,338.016
2003-04-29,334.108
2003-04-30,336.083
2003-05-01,339.17
2003-05-02,340.113
2003-05-05,348.746
2003-05-06,356.525
2003-05-07,353.312
2003-05-08,347.755
2003-05-09,353.818
2003-05-12,357.776
2003-05-13,357.102
2003-05-14,357.965
2003-05-15,359.817
2003-05-16,365.921
2003-05-19,355.342
2003-05-20,355.988
2003-05-21,350.366
2003-05-22,356.197
2003-05-23,354.945
2003-05-26,356.375
2003-05-27,358.844
2003-05-28,363.528
2003-05-29,366.427
2003-05-30,365.438
2003-06-02,369.623
2003-06-03,367.973
2003-06-04,375.075
2003-06-05,378.419
2003-06-06,382.966
2003-06-09,379.518
2003-06-10,379.952
2003-06-11,391.236
2003-06-12,398.196
2003-06-13,388.493
2003-06-16,398.655
2003-06-17,397.075
2003-06-18,395.578
2003-06-19,387.29
2003-06-20,389.57
2003-06-23,378.422
2003-06-24,376.834
2003-06-25,381.867
2003-06-26,375.664
2003-06-27,378.056
2003-06-30,373.794
2003-07-01,370.681
2003-07-02,377.177
2003-07-03,377.548
2003-07-04,373.913
2003-07-07,381.965
2003-07-08,380.265
2003-07-09,375.482
2003-07-10,369.93
2003-07-11,374.07
2003-07-14,379.95
2003-07-15,378.061
2003-07-16,375.776
2003-07-17,371.873
2003-07-18,379.339
2003-07-21,379.034
2003-07-22,383.25
2003-07-23,383.306
2003-07-24,389.585
2003-07-25,384.751
2003-07-28,387.881
2003-07-29,384.185
2003-07-30,380.071
2003-07-31,383.5
2003-08-01,377.237
2003-08-04,377.173
2003-08-05,380.527
2003-08-06,376.453
2003-08-07,380.583
2003-08-08,383.448
2003-08-11,388.232
2003-08-12,389.469
2003-08-13,388.246
2003-08-14,393.215
2003-08-15,395.052
2003-08-18,394.694
2003-08-19,391.994
2003-08-20,391.21
2003-08-21,390.358
2003-08-22,389.27
2003-08-25,387.047
2003-08-26,382.412
2003-08-27,386.643
2003-08-28,388.67
2003-08-29,387.868
2003-09-01,395.32
2003-09-02,392.679
2003-09-03,397.092
2003-09-04,398.442
2003-09-05,401.307
2003-09-08,407.089
2003-09-09,404.858
2003-09-10,399.178
2003-09-11,398.408
2003-09-12,399.526
2003-09-15,400.211
2003-09-16,399.788
2003-09-17,402.665
2003-09-18,403.191
2003-09-19,403.788
2003-09-22,399.528
2003-09-23,394.894
2003-09-24,394.947
2003-09-25,393.714
2003-09-26,386.052
2003-09-29,386.98
2003-09-30,384.202
2003-10-01,392.146
2003-10-02,393.293
2003-10-03,402.234
2003-10-06,400.566
2003-10-07,401.121
2003-10-08,400.881
2003-10-09,406.114
2003-10-10,408.099
2003-10-13,411.636
2003-10-14,410.747
2003-10-15,412.77
2003-10-16,412.18
2003-10-17,411.287
2003-10-20,410.96
2003-10-21,412.126
2003-10-22,407.913
2003-10-23,400.488
2003-10-24,400.073
2003-10-27,401.564
2003-10-28,399.753
2003-10-29,402.016
2003-10-30,404.769
2003-10-31,405.914
2003-11-03,411.475
2003-11-04,411.413
2003-11-05,407.885
2003-11-06,408.285
2003-11-07,415.286
2003-11-10,412.763
2003-11-11,410.518
2003-11-12,412.992
2003-11-13,416.916
2003-11-14,419.357
2003-11-17,409.784
2003-11-18,412.002
2003-11-19,412.18
2003-11-20,410.82
2003-11-21,410.103
2003-11-24,412.88
2003-11-25,413.019
2003-11-26,416.814
2003-11-27,417.797
2003-11-28,418.373
2003-12-01,424.453
2003-12-02,428.57
2003-12-03,431.677
2003-12-04,429.382
2003-12-05,430.922
2003-12-08,431.086
2003-12-09,433.328
2003-12-10,430.912
2003-12-11,430.913
2003-12-12,434.573
2003-12-15,436.08
2003-12-16,437.127
2003-12-17,439.013
2003-12-18,444.202
2003-12-19,448.567
2003-12-22,448.774
2003-12-23,449.821
2003-12-24,451.782
2003-12-25,451.782
2003-12-26,451.601
2003-12-29,456.159
2003-12-30,461.827
2003-12-31,466.885
2004-01-01,466.885
2004-01-02,470.319
2004-01-05,474.525
2004-01-06,476.939
2004-01-07,469.776
2004-01-08,473.427
2004-01-09,462.345
2004-01-12,458.158
2004-01-13,458.474
2004-01-14,458.306
2004-01-15,460.883
2004-01-16,456.231
2004-01-19,457.371
2004-01-20,461.123
2004-01-21,467.774
2004-01-22,471.26
2004-01-23,469.983
2004-01-26,463.745
2004-01-27,468.799
2004-01-28,470.749
2004-01-29,457.753
2004-01-30,456.846
2004-02-02,459.248
2004-02-03,459.497
2004-02-04,454.993
2004-02-05,456.077
2004-02-06,458.003
2004-02-09,462.62
2004-02-10,464.632
2004-02-11,465.291
2004-02-12,471.523
2004-02-13,466.872
2004-02-16,469.086
2004-02-17,475.202
2004-02-18,473.776
2004-02-19,470.56
2004-02-20,465.526
2004-02-23,464.809
2004-02-24,463.244
2004-02-25,459.522
2004-02-26,459.054
2004-02-27,461.171
2004-03-01,466.098
2004-03-02,464.091
2004-03-03,458.954
2004-03-04,461.862
2004-03-05,465.444
2004-03-08,466.836
2004-03-09,464.034
2004-03-10,458.16
2004-03-11,446.18
2004-03-12,445.345
2004-03-15,437.712
2004-03-16,441.612
2004-03-17,443.305
2004-03-18,438.229
2004-03-19,435.808
2004-03-22,428.59
2004-03-23,425.809
2004-03-24,421.74
2004-03-25,428.111
2004-03-26,427.58
2004-03-29,434.889
2004-03-30,436.101
2004-03-31,437.929
2004-04-01,444.29
2004-04-02,446.241
2004-04-05,444.138
2004-04-06,445.403
2004-04-07,449.135
2004-04-08,446.796
2004-04-09,446.796
2004-04-12,445.541
2004-04-13,445.029
2004-04-14,441.738
2004-04-15,444.256
2004-04-16,451.362
2004-04-19,450.697
2004-04-20,449.892
2004-04-21,445.345
2004-04-22,446.299
2004-04-23,447.344
2004-04-26,446.503
2004-04-27,448.499
2004-04-28,441.622
2004-04-29,443.022
2004-04-30,443.067
2004-05-03,444.634
2004-05-04,450.229
2004-05-05,455.584
2004-05-06,447.583
2004-05-07,439.94
2004-05-10,428.233
2004-05-11,431.376
2004-05-12,427.052
2004-05-13,431.221
2004-05-14,429.047
2004-05-17,426.741
2004-05-18,427.557
2004-05-19,438.198
2004-05-20,431.217
2004-05-21,434.06
2004-05-24,436.613
2004-05-25,440.793
2004-05-26,444.384
2004-05-27,453.475
2004-05-28,449.76
2004-05-31,451.103
2004-06-01,445.763
2004-06-02,451.242
2004-06-03,451.207
2004-06-04,453.736
2004-06-07,461.208
2004-06-08,460.575
2004-06-09,451.809
2004-06-10,453.451
2004-06-11,449.769
2004-06-14,447.052
2004-06-15,449.456
2004-06-16,452.105
2004-06-17,454.217
2004-06-18,459.975
2004-06-21,458.564
2004-06-22,452.206
2004-06-23,453.19
2004-06-24,461.949
2004-06-25,461.016
2004-06-28,466.614
2004-06-29,461.471
2004-06-30,459.925
2004-07-01,460.505
2004-07-02,461.259
2004-07-05,458.699
2004-07-06,454.744
2004-07-07,456.964
2004-07-08,459.684
2004-07-09,461.522
2004-07-12,459.133
2004-07-13,456.26
2004-07-14,457.411
2004-07-15,452.423
2004-07-16,455.13
2004-07-19,452.144
2004-07-20,452.084
2004-07-21,450.042
2004-07-22,443.336
2004-07-23,437.803
2004-07-26,433.835
2004-07-27,436.469
2004-07-28,437.195
2004-07-29,446.603
2004-07-30,444.887
2004-08-02,439.818
2004-08-03,445.269
2004-08-04,441.716
2004-08-05,443.268
2004-08-06,438.288
2004-08-09,435.644
2004-08-10,441.632
2004-08-11,434.093
2004-08-12,434.501
2004-08-13,437.383
2004-08-16,443.639
2004-08-17,443.566
2004-08-18,443.936
2004-08-19,446.712
2004-08-20,446.571
2004-08-23,448.792
2004-08-24,444.148
2004-08-25,443.664
2004-08-26,447.631
2004-08-27,448.581
2004-08-30,447.809
2004-08-31,448.876
2004-09-01,452.254
2004-09-02,455.366
2004-09-03,454.662
2004-09-06,457.185
2004-09-07,457.779
2004-09-08,459.015
2004-09-09,456.467
2004-09-10,463.264
2004-09-13,466.444
2004-09-14,466.009
2004-09-15,461.016
2004-09-16,460.242
2004-09-17,465.786
2004-09-20,463.956
2004-09-21,471.413
2004-09-22,462.003
2004-09-23,458.834
2004-09-24,457.03
2004-09-27,456.347
2004-09-28,457.9
2004-09-29,458.593
2004-09-30,462.067
2004-10-01,470.41
2004-10-04,469.287
2004-10-05,472.454
2004-10-06,473.79
2004-10-07,474.747
2004-10-08,476.712
2004-10-11,475.225
2004-10-12,467.06
2004-10-13,465.408
2004-10-14,466.942
2004-10-15,468.423
2004-10-18,468.914
2004-10-19,473.061
2004-10-20,469.645
2004-10-21,472.14
2004-10-22,473.794
2004-10-25,471.472
2004-10-26,472.729
2004-10-27,480.506
2004-10-28,483.88
2004-10-29,481.969
2004-11-01,483.334
2004-11-02,484.488
2004-11-03,489.69
2004-11-04,491.145
2004-11-05,494.931
2004-11-08,496.63
2004-11-09,495.326
2004-11-10,497.582
2004-11-11,501.862
2004-11-12,504.229
2004-11-15,503.194
2004-11-16,500.506
2004-11-17,506.585
2004-11-18,505.708
2004-11-19,506.605
2004-11-22,503.093
2004-11-23,504.454
2004-11-24,506.266
2004-11-25,515.783
2004-11-26,516.531
2004-11-29,516.723
2004-11-30,514.691
2004-12-01,521.699
2004-12-02,520.983
2004-12-03,523.882
2004-12-06,524.353
2004-12-07,526.134
2004-12-08,519.523
2004-12-09,514.825
2004-12-10,515.779
2004-12-13,523.34
2004-12-14,524.46
2004-12-15,527.223
2004-12-16,524.138
2004-12-17,518.659
2004-12-20,524.526
2004-12-21,523.999
2004-12-22,528.721
2004-12-23,535.606
2004-12-24,535.732
2004-12-27,538.549
2004-12-28,539.168
2004-12-29,536.626
2004-12-30,538.651
2004-12-31,539.06
2005-01-03,537.22
2005-01-04,530.243
2005-01-05,526.661
2005-01-06,528.003
2005-01-07,525.003
2005-01-10,527.71
2005-01-11,526.385
2005-01-12,527.503
2005-01-13,526.691
2005-01-14,523.353
2005-01-17,525.388
2005-01-18,523.769
2005-01-19,524.48
2005-01-20,519.253
2005-01-21,523.877
2005-01-24,527.513
2005-01-25,526.477
2005-01-26,532.117
2005-01-27,533.02
2005-01-28,530.898
2005-01-31,536.758
2005-02-01,544.759
2005-02-02,546.712
2005-02-03,540.498
2005-02-04,545.828
2005-02-07,542.967
2005-02-08,540.859
2005-02-09,539.647
2005-02-10,543.513
2005-02-11,548.47
2005-02-14,552.585
2005-02-15,556.068
2005-02-16,556.993
2005-02-17,563.191
2005-02-18,565.314
2005-02-21,567.841
2005-02-22,570.124
2005-02-23,563.62
2005-02-24,563.578
2005-02-25,570.96
2005-02-28,575.825
2005-03-01,574.536
2005-03-02,572.892
2005-03-03,574.745
2005-03-04,584.861
2005-03-07,582.169
2005-03-08,585.702
2005-03-09,582.576
2005-03-10,576.956
2005-03-11,579.382
2005-03-14,575.465
2005-03-15,576.079
2005-03-16,572.329
2005-03-17,568.546
2005-03-18,567.493
2005-03-21,561.088
2005-03-22,563.395
2005-03-23,551.754
2005-03-24,551.988
2005-03-25,551.988
2005-03-28,548.114
2005-03-29,549.866
2005-03-30,547.554
2005-03-31,550.251
2005-04-01,548.796
2005-04-04,543.14
2005-04-05,547.029
2005-04-06,549.563
2005-04-07,556.822
2005-04-08,554.252
2005-04-11,557.226
2005-04-12,551.438
2005-04-13,552.289
2005-04-14,546.089
2005-04-15,543.317
2005-04-18,534.59
2005-04-19,538.2
2005-04-20,535.126
2005-04-21,534.171
2005-04-22,538.81
2005-04-25,537.556
2005-04-26,536.366
2005-04-27,527.368
2005-04-28,521.345
2005-04-29,524.409
2005-05-02,523.86
2005-05-03,526.798
2005-05-04,531.506
2005-05-05,536.558
2005-05-06,535.176
2005-05-09,531.649
2005-05-10,530.503
2005-05-11,525.217
2005-05-12,525.255
2005-05-13,521.662
2005-05-16,518.713
2005-05-17,519.964
2005-05-18,529.827
2005-05-19,533.909
2005-05-20,530.352
2005-05-23,534.884
2005-05-24,534.949
2005-05-25,536.064
2005-05-26,537.07
2005-05-27,537.929
2005-05-30,537.034
2005-05-31,527.069
2005-06-01,534.504
2005-06-02,537.192
2005-06-03,534.526
2005-06-06,532.171
2005-06-07,537.207
2005-06-08,540.586
2005-06-09,535.044
2005-06-10,537.434
2005-06-13,537.283
2005-06-14,539.16
2005-06-15,538.916
2005-06-16,543.285
2005-06-17,552.919
2005-06-20,549.31
2005-06-21,550.621
2005-06-22,551.027
2005-06-23,550.407
2005-06-24,549.399
2005-06-27,551.358
2005-06-28,557.582
2005-06-29,556.737
2005-06-30,559.091
2005-07-01,559.971
2005-07-04,561.794
2005-07-05,561.053
2005-07-06,564.802
2005-07-07,555.371
2005-07-08,560.857
2005-07-11,566.378
2005-07-12,569.637
2005-07-13,568.743
2005-07-14,571.799
2005-07-15,567.213
2005-07-18,565.096
2005-07-19,562.71
2005-07-20,561.375
2005-07-21,567.57
2005-07-22,566.339
2005-07-25,563.617
2005-07-26,563.487
2005-07-27,565.038
2005-07-28,567.89
2005-07-29,569.855
2005-08-01,572.521
2005-08-02,574.876
2005-08-03,579.389
2005-08-04,576.962
2005-08-05,568.069
2005-08-08,568.912
2005-08-09,574.63
2005-08-10,584.061
2005-08-11,583.061
2005-08-12,577.269
2005-08-15,574.084
2005-08-16,571.676
2005-08-17,568.782
2005-08-18,561.301
2005-08-19,562.862
2005-08-22,567.734
2005-08-23,562.641
2005-08-24,563.481
2005-08-25,559.682
2005-08-26,560.344
2005-08-29,558.087
2005-08-30,555.105
2005-08-31,565.016
2005-09-01,571.923
2005-09-02,575.299
2005-09-05,576.999
2005-09-06,580.53
2005-09-07,581.082
2005-09-08,579.261
2005-09-09,581.48
2005-09-12,575.373
2005-09-13,571.421
2005-09-14,573.789
2005-09-15,570.392
2005-09-16,574.356
2005-09-19,570.318
2005-09-20,575.431
2005-09-21,571.165
2005-09-22,561.228
2005-09-23,560.31
2005-09-26,567.105
2005-09-27,564.902
2005-09-28,570.386
2005-09-29,568.178
2005-09-30,574.796
2005-10-03,574.85
2005-10-04,578.454
2005-10-05,575.007
2005-10-06,578.532
2005-10-07,575.738
2005-10-10,571.441
2005-10-11,567.126
2005-10-12,562.738
2005-10-13,553.467
2005-10-14,565.032
2005-10-17,562.73
2005-10-18,558.156
2005-10-19,552.108
2005-10-20,554.777
2005-10-21,552.2
2005-10-24,555.615
2005-10-25,560.207
2005-10-26,561.317
2005-10-27,556.623
2005-10-28,553.791
2005-10-31,561.041
2005-11-01,562.662
2005-11-02,570.553
2005-11-03,571.633
2005-11-04,562.48
2005-11-07,564.106
