Date,FINLAND VALUE Standard (Large+Mid Cap)
2001-08-02,209.897
2001-08-03,208.499
2001-08-06,207.582
2001-08-07,205.759
2001-08-08,202.788
2001-08-09,203.477
2001-08-10,202.973
2001-08-13,206.851
2001-08-14,207.952
2001-08-15,210.148
2001-08-16,208.889
2001-08-17,207.318
2001-08-20,203.063
2001-08-21,205.17
2001-08-22,206.634
2001-08-23,205.557
2001-08-24,206.386
2001-08-27,206.415
2001-08-28,203.925
2001-08-29,202.814
2001-08-30,200.388
2001-08-31,201.552
2001-09-03,199.225
2001-09-04,196.033
2001-09-05,197.23
2001-09-06,195.991
2001-09-07,196.523
2001-09-10,190.575
2001-09-11,186.271
2001-09-12,184.688
2001-09-13,185.7
2001-09-14,182.49
2001-09-17,177.775
2001-09-18,179.063
2001-09-19,181.547
2001-09-20,175.605
2001-09-21,170.176
2001-09-24,171.822
2001-09-25,173.963
2001-09-26,174.596
2001-09-27,174.502
2001-09-28,175.625
2001-10-01,177.667
2001-10-02,181.016
2001-10-03,182.009
2001-10-04,185.766
2001-10-05,187.4
2001-10-08,189.384
2001-10-09,190.341
2001-10-10,189.207
2001-10-11,193.141
2001-10-12,194.095
2001-10-15,190.816
2001-10-16,191.676
2001-10-17,193.959
2001-10-18,190.937
2001-10-19,188.613
2001-10-22,188.421
2001-10-23,194.381
2001-10-24,200.91
2001-10-25,200.029
2001-10-26,200.784
2001-10-29,202.167
2001-10-30,201.036
2001-10-31,206.277
2001-11-01,205.611
2001-11-02,207.655
2001-11-05,207.649
2001-11-06,204.272
2001-11-07,205.053
2001-11-08,207.646
2001-11-09,205.645
2001-11-12,205.353
2001-11-13,208.203
2001-11-14,209.67
2001-11-15,210.34
2001-11-16,211.781
2001-11-19,209.073
2001-11-20,209.526
2001-11-21,207.402
2001-11-22,213.272
2001-11-23,213.154
2001-11-26,212.747
2001-11-27,212.414
2001-11-28,211.576
2001-11-29,210.995
2001-11-30,215.96
2001-12-03,213.916
2001-12-04,214.009
2001-12-05,217.627
2001-12-06,218.374
2001-12-07,218.473
2001-12-10,216.008
2001-12-11,217.05
2001-12-12,217.497
2001-12-13,215.624
2001-12-14,216.57
2001-12-17,216.406
2001-12-18,218.987
2001-12-19,215.703
2001-12-20,213.343
2001-12-21,211.968
2001-12-24,209.853
2001-12-25,209.853
2001-12-26,210.032
2001-12-27,214.044
2001-12-28,214.625
2001-12-31,216.718
2002-01-01,216.718
2002-01-02,222.043
2002-01-03,226.498
2002-01-04,227.794
2002-01-07,231.096
2002-01-08,228.427
2002-01-09,226.984
2002-01-10,226.229
2002-01-11,227.088
2002-01-14,222.125
2002-01-15,219.411
2002-01-16,213.864
2002-01-17,217.485
2002-01-18,219.216
2002-01-21,217.528
2002-01-22,219.492
2002-01-23,217.519
2002-01-24,218.482
2002-01-25,215.84
2002-01-28,216.063
2002-01-29,217.228
2002-01-30,214.087
2002-01-31,217.262
2002-02-01,220.119
2002-02-04,221.853
2002-02-05,220.688
2002-02-06,217.919
2002-02-07,218.872
2002-02-08,217.868
2002-02-11,222.182
2002-02-12,225.382
2002-02-13,226.951
2002-02-14,228.36
2002-02-15,230.828
2002-02-18,227.369
2002-02-19,228.135
2002-02-20,225.815
2002-02-21,227.296
2002-02-22,227.986
2002-02-25,227.12
2002-02-26,227.55
2002-02-27,228.106
2002-02-28,227.014
2002-03-01,229.082
2002-03-04,233.929
2002-03-05,232.814
2002-03-06,235.194
2002-03-07,239.579
2002-03-08,239.596
2002-03-11,238.746
2002-03-12,237.138
2002-03-13,237.182
2002-03-14,236.119
2002-03-15,235.45
2002-03-18,236.808
2002-03-19,235.989
2002-03-20,236.532
2002-03-21,237.795
2002-03-22,236.337
2002-03-25,235.918
2002-03-26,234.904
2002-03-27,234.358
2002-03-28,234.264
2002-03-29,234.264
2002-04-01,236.184
2002-04-02,239.859
2002-04-03,239.524
2002-04-04,238.569
2002-04-05,238.884
2002-04-08,236.432
2002-04-09,239.299
2002-04-10,239.365
2002-04-11,239.826
2002-04-12,238.866
2002-04-15,239.069
2002-04-16,242.724
2002-04-17,245.389
2002-04-18,243.261
2002-04-19,241.35
2002-04-22,238.499
2002-04-23,235.151
2002-04-24,234.968
2002-04-25,234.077
2002-04-26,238.726
2002-04-29,239.315
2002-04-30,238.189
2002-05-01,239.537
2002-05-02,242.081
2002-05-03,243.379
2002-05-06,242.901
2002-05-07,242.206
2002-05-08,245.552
2002-05-09,245.498
2002-05-10,245.845
2002-05-13,246.678
2002-05-14,247.254
2002-05-15,249.743
2002-05-16,248.195
2002-05-17,250.937
2002-05-20,250.042
2002-05-21,247.651
2002-05-22,246.68
2002-05-23,246.945
2002-05-24,248.099
2002-05-27,245.721
2002-05-28,248.963
2002-05-29,248.645
2002-05-30,247.55
2002-05-31,247.684
2002-06-03,247.476
2002-06-04,244.562
2002-06-05,245.731
2002-06-06,247.989
2002-06-07,244.777
2002-06-10,245.749
2002-06-11,247.197
2002-06-12,243.919
2002-06-13,242.982
2002-06-14,239.849
2002-06-17,241.343
2002-06-18,244.961
2002-06-19,244.929
2002-06-20,241.223
2002-06-21,242.399
2002-06-24,240.391
2002-06-25,238.898
2002-06-26,237.682
2002-06-27,240.03
2002-06-28,246.126
2002-07-01,246.633
2002-07-02,245.658
2002-07-03,239.432
2002-07-04,241.134
2002-07-05,239.886
2002-07-08,243.955
2002-07-09,245.743
2002-07-10,242.408
2002-07-11,240.967
2002-07-12,237.813
2002-07-15,237.16
2002-07-16,231.228
2002-07-17,234.031
2002-07-18,233.404
2002-07-19,227.791
2002-07-22,222.917
2002-07-23,212.795
2002-07-24,200.909
2002-07-25,205.242
2002-07-26,202.402
2002-07-29,208.7
2002-07-30,213.849
2002-07-31,213.16
2002-08-01,210.537
2002-08-02,203.405
2002-08-05,196.287
2002-08-06,196.183
2002-08-07,196.872
2002-08-08,198.093
2002-08-09,200.671
2002-08-12,200.362
2002-08-13,197.008
2002-08-14,198.739
2002-08-15,200.821
2002-08-16,200.21
2002-08-19,201.352
2002-08-20,203.201
2002-08-21,210.431
2002-08-22,215.682
2002-08-23,215.512
2002-08-26,212.224
2002-08-27,216.65
2002-08-28,213.816
2002-08-29,210.376
2002-08-30,209.223
2002-09-02,211.203
2002-09-03,203.296
2002-09-04,202.6
2002-09-05,203.109
2002-09-06,202.522
2002-09-09,202.55
2002-09-10,204.625
2002-09-11,206.833
2002-09-12,206.3
2002-09-13,205.321
2002-09-16,204.079
2002-09-17,203.212
2002-09-18,198.366
2002-09-19,197.271
2002-09-20,194.49
2002-09-23,191.372
2002-09-24,184.86
2002-09-25,184.16
2002-09-26,188.722
2002-09-27,190.182
2002-09-30,185.907
2002-10-01,184.459
2002-10-02,183.926
2002-10-03,182.39
2002-10-04,183.949
2002-10-07,178.934
2002-10-08,175.009
2002-10-09,177.35
2002-10-10,178.357
2002-10-11,187.873
2002-10-14,188.907
2002-10-15,196.537
2002-10-16,194.434
2002-10-17,199.364
2002-10-18,202.907
2002-10-21,198.55
2002-10-22,203.401
2002-10-23,199.575
2002-10-24,205.847
2002-10-25,200.67
2002-10-28,203.354
2002-10-29,196.353
2002-10-30,196.899
2002-10-31,203.073
2002-11-01,200.919
2002-11-04,207.118
2002-11-05,207.542
2002-11-06,207.817
2002-11-07,210.161
2002-11-08,210.005
2002-11-11,202.481
2002-11-12,202.059
2002-11-13,202.808
2002-11-14,205.046
2002-11-15,204.406
2002-11-18,206.123
2002-11-19,206.934
2002-11-20,205.195
2002-11-21,210.999
2002-11-22,210.566
2002-11-25,213.941
2002-11-26,211.624
2002-11-27,217.259
2002-11-28,223.467
2002-11-29,226.54
2002-12-02,227.617
2002-12-03,219.868
2002-12-04,216.182
2002-12-05,217.141
2002-12-06,218.736
2002-12-09,214.535
2002-12-10,213.787
2002-12-11,215.422
2002-12-12,214.485
2002-12-13,213.273
2002-12-16,214.514
2002-12-17,216.571
2002-12-18,220.782
2002-12-19,215.996
2002-12-20,215.172
2002-12-23,212.992
2002-12-24,213.874
2002-12-25,213.874
2002-12-26,214.413
2002-12-27,213.716
2002-12-30,217.595
2002-12-31,218.449
2003-01-01,218.449
2003-01-02,225.331
2003-01-03,226.882
2003-01-06,228.276
2003-01-07,224.143
2003-01-08,219.894
2003-01-09,221.498
2003-01-10,222.916
2003-01-13,228.199
2003-01-14,231.356
2003-01-15,229.829
2003-01-16,232.834
2003-01-17,232.274
2003-01-20,235.339
2003-01-21,231.764
2003-01-22,229.571
2003-01-23,229.367
2003-01-24,229.171
2003-01-27,223.215
2003-01-28,220.326
2003-01-29,218.034
2003-01-30,207.378
2003-01-31,205.846
2003-02-03,209.398
2003-02-04,211.902
2003-02-05,209.914
2003-02-06,209.774
2003-02-07,209.634
2003-02-10,209.047
2003-02-11,208.405
2003-02-12,206.85
2003-02-13,205.661
2003-02-14,206.241
2003-02-17,209.058
2003-02-18,207.888
2003-02-19,209.372
2003-02-20,207.515
2003-02-21,205.806
2003-02-24,207.287
2003-02-25,203.0
2003-02-26,202.463
2003-02-27,200.456
2003-02-28,203.893
2003-03-03,205.029
2003-03-04,204.295
2003-03-05,202.924
2003-03-06,200.978
2003-03-07,198.679
2003-03-10,198.999
2003-03-11,201.023
2003-03-12,199.552
2003-03-13,197.811
2003-03-14,201.336
2003-03-17,203.497
2003-03-18,209.924
2003-03-19,209.551
2003-03-20,207.646
2003-03-21,211.315
2003-03-24,209.732
2003-03-25,208.636
2003-03-26,207.386
2003-03-27,207.032
2003-03-28,205.315
2003-03-31,201.178
2003-04-01,204.171
2003-04-02,207.753
2003-04-03,208.303
2003-04-04,201.791
2003-04-07,206.299
2003-04-08,204.182
2003-04-09,203.957
2003-04-10,206.995
2003-04-11,207.591
2003-04-14,206.822
2003-04-15,209.391
2003-04-16,211.933
2003-04-17,215.012
2003-04-18,215.012
2003-04-21,214.085
2003-04-22,214.932
2003-04-23,220.855
2003-04-24,222.035
2003-04-25,220.229
2003-04-28,223.035
2003-04-29,224.736
2003-04-30,227.237
2003-05-01,229.324
2003-05-02,229.706
2003-05-05,232.671
2003-05-06,236.624
2003-05-07,236.069
2003-05-08,232.547
2003-05-09,232.074
2003-05-12,231.615
2003-05-13,229.909
2003-05-14,228.415
2003-05-15,229.41
2003-05-16,229.201
2003-05-19,232.783
2003-05-20,229.028
2003-05-21,227.868
2003-05-22,228.496
2003-05-23,229.344
2003-05-26,230.569
2003-05-27,228.336
2003-05-28,229.671
2003-05-29,231.373
2003-05-30,229.12
2003-06-02,232.64
2003-06-03,231.336
2003-06-04,231.408
2003-06-05,231.13
2003-06-06,235.914
2003-06-09,233.773
2003-06-10,231.131
2003-06-11,235.16
2003-06-12,231.486
2003-06-13,229.88
2003-06-16,232.217
2003-06-17,235.547
2003-06-18,233.158
2003-06-19,235.53
2003-06-20,234.27
2003-06-23,228.567
2003-06-24,222.24
2003-06-25,224.107
2003-06-26,222.708
2003-06-27,225.555
2003-06-30,222.812
2003-07-01,220.515
2003-07-02,222.898
2003-07-03,224.962
2003-07-04,224.814
2003-07-07,232.886
2003-07-08,234.87
2003-07-09,238.719
2003-07-10,238.752
2003-07-11,237.267
2003-07-14,240.726
2003-07-15,238.514
2003-07-16,238.387
2003-07-17,220.319
2003-07-18,221.46
2003-07-21,220.666
2003-07-22,219.811
2003-07-23,221.725
2003-07-24,226.085
2003-07-25,225.936
2003-07-28,228.49
2003-07-29,227.486
2003-07-30,225.596
2003-07-31,224.508
2003-08-01,221.731
2003-08-04,220.749
2003-08-05,221.597
2003-08-06,216.563
2003-08-07,215.42
2003-08-08,216.738
2003-08-11,218.453
2003-08-12,219.984
2003-08-13,220.911
2003-08-14,223.467
2003-08-15,223.113
2003-08-18,224.208
2003-08-19,229.591
2003-08-20,230.835
2003-08-21,232.961
2003-08-22,232.371
2003-08-25,229.99
2003-08-26,225.597
2003-08-27,232.273
2003-08-28,233.646
2003-08-29,237.605
2003-09-01,239.78
2003-09-02,236.778
2003-09-03,242.524
2003-09-04,241.243
2003-09-05,241.041
2003-09-08,245.352
2003-09-09,239.993
2003-09-10,232.354
2003-09-11,233.828
2003-09-12,236.469
2003-09-15,236.512
2003-09-16,235.75
2003-09-17,235.948
2003-09-18,235.405
2003-09-19,236.264
2003-09-22,233.547
2003-09-23,233.6
2003-09-24,233.831
2003-09-25,229.801
2003-09-26,230.155
2003-09-29,234.288
2003-09-30,231.802
2003-10-01,234.351
2003-10-02,237.035
2003-10-03,244.283
2003-10-06,243.015
2003-10-07,242.915
2003-10-08,245.241
2003-10-09,249.971
2003-10-10,249.393
2003-10-13,251.051
2003-10-14,248.973
2003-10-15,251.519
2003-10-16,247.158
2003-10-17,250.14
2003-10-20,248.828
2003-10-21,251.335
2003-10-22,249.867
2003-10-23,250.836
2003-10-24,251.603
2003-10-27,249.932
2003-10-28,252.852
2003-10-29,256.738
2003-10-30,257.911
2003-10-31,257.087
2003-11-03,258.996
2003-11-04,257.84
2003-11-05,254.005
2003-11-06,257.749
2003-11-07,261.127
2003-11-10,260.684
2003-11-11,258.142
2003-11-12,263.626
2003-11-13,267.747
2003-11-14,269.201
2003-11-17,263.522
2003-11-18,265.232
2003-11-19,262.587
2003-11-20,264.474
2003-11-21,265.553
2003-11-24,268.875
2003-11-25,266.114
2003-11-26,268.612
2003-11-27,270.186
2003-11-28,270.18
2003-12-01,268.822
2003-12-02,272.968
2003-12-03,273.468
2003-12-04,274.762
2003-12-05,274.84
2003-12-08,274.798
2003-12-09,274.079
2003-12-10,272.065
2003-12-11,269.167
2003-12-12,271.697
2003-12-15,272.323
2003-12-16,266.987
2003-12-17,263.769
2003-12-18,263.359
2003-12-19,263.152
2003-12-22,261.732
2003-12-23,264.762
2003-12-24,265.508
2003-12-25,265.508
2003-12-26,265.402
2003-12-29,263.985
2003-12-30,266.793
2003-12-31,268.56
2004-01-01,268.56
2004-01-02,272.302
2004-01-05,276.818
2004-01-06,278.478
2004-01-07,279.088
2004-01-08,294.606
2004-01-09,297.616
2004-01-12,299.308
2004-01-13,296.522
2004-01-14,297.384
2004-01-15,295.358
2004-01-16,295.109
2004-01-19,296.823
2004-01-20,295.787
2004-01-21,289.835
2004-01-22,299.313
2004-01-23,299.042
2004-01-26,296.061
2004-01-27,299.001
2004-01-28,296.875
2004-01-29,289.416
2004-01-30,290.896
2004-02-02,291.161
2004-02-03,293.327
2004-02-04,290.355
2004-02-05,291.018
2004-02-06,296.621
2004-02-09,300.725
2004-02-10,306.074
2004-02-11,308.196
2004-02-12,314.445
2004-02-13,309.542
2004-02-16,310.503
2004-02-17,313.434
2004-02-18,315.244
2004-02-19,317.643
2004-02-20,312.231
2004-02-23,315.985
2004-02-24,314.161
2004-02-25,309.599
2004-02-26,307.477
2004-02-27,308.358
2004-03-01,311.003
2004-03-02,312.546
2004-03-03,309.531
2004-03-04,314.979
2004-03-05,322.101
2004-03-08,322.145
2004-03-09,317.359
2004-03-10,309.578
2004-03-11,302.547
2004-03-12,299.769
2004-03-15,295.358
2004-03-16,298.206
2004-03-17,299.207
2004-03-18,296.417
2004-03-19,293.997
2004-03-22,288.246
2004-03-23,289.298
2004-03-24,288.43
2004-03-25,292.623
2004-03-26,290.072
2004-03-29,295.363
2004-03-30,295.626
2004-03-31,300.651
2004-04-01,304.689
2004-04-02,309.358
2004-04-05,305.061
2004-04-06,281.095
2004-04-07,279.115
2004-04-08,278.956
2004-04-09,278.956
2004-04-12,278.172
2004-04-13,276.089
2004-04-14,272.18
2004-04-15,268.788
2004-04-16,260.814
2004-04-19,262.727
2004-04-20,264.941
2004-04-21,260.769
2004-04-22,266.949
2004-04-23,266.527
2004-04-26,268.159
2004-04-27,269.008
2004-04-28,263.293
2004-04-29,261.582
2004-04-30,257.555
2004-05-03,258.413
2004-05-04,258.724
2004-05-05,262.312
2004-05-06,257.018
2004-05-07,254.925
2004-05-10,247.4
2004-05-11,250.349
2004-05-12,248.343
2004-05-13,246.667
2004-05-14,243.935
2004-05-17,243.007
2004-05-18,245.604
2004-05-19,250.349
2004-05-20,248.123
2004-05-21,245.446
2004-05-24,247.439
2004-05-25,246.008
2004-05-26,247.542
2004-05-27,254.236
2004-05-28,253.342
2004-05-31,254.488
2004-06-01,253.603
2004-06-02,255.06
2004-06-03,255.033
2004-06-04,258.476
2004-06-07,264.161
2004-06-08,263.293
2004-06-09,260.639
2004-06-10,259.86
2004-06-11,260.279
2004-06-14,257.927
2004-06-15,258.764
2004-06-16,255.342
2004-06-17,255.163
2004-06-18,259.584
2004-06-21,260.259
2004-06-22,258.775
2004-06-23,260.312
2004-06-24,264.435
2004-06-25,263.567
2004-06-28,265.599
2004-06-29,263.813
2004-06-30,266.661
2004-07-01,267.001
2004-07-02,266.838
2004-07-05,265.995
2004-07-06,264.337
2004-07-07,264.996
2004-07-08,268.391
2004-07-09,267.888
2004-07-12,266.58
2004-07-13,263.725
2004-07-14,262.72
2004-07-15,248.729
2004-07-16,249.327
2004-07-19,245.954
2004-07-20,247.878
2004-07-21,247.374
2004-07-22,243.322
2004-07-23,240.029
2004-07-26,241.931
2004-07-27,243.006
2004-07-28,241.293
2004-07-29,245.578
2004-07-30,246.957
2004-08-02,246.157
2004-08-03,249.388
2004-08-04,246.731
2004-08-05,247.157
2004-08-06,244.447
2004-08-09,242.533
2004-08-10,245.323
2004-08-11,242.543
2004-08-12,240.919
2004-08-13,244.099
2004-08-16,245.912
2004-08-17,248.659
2004-08-18,248.738
2004-08-19,251.473
2004-08-20,249.16
2004-08-23,250.316
2004-08-24,248.547
2004-08-25,246.976
2004-08-26,249.126
2004-08-27,248.306
2004-08-30,248.328
2004-08-31,248.09
2004-09-01,249.203
2004-09-02,250.754
2004-09-03,250.901
2004-09-06,252.959
2004-09-07,253.102
2004-09-08,253.938
2004-09-09,261.042
2004-09-10,264.041
2004-09-13,263.636
2004-09-14,263.824
2004-09-15,259.959
2004-09-16,261.483
2004-09-17,263.561
2004-09-20,264.215
2004-09-21,266.343
2004-09-22,263.831
2004-09-23,262.618
2004-09-24,262.576
2004-09-27,261.505
2004-09-28,261.397
2004-09-29,264.81
2004-09-30,266.93
2004-10-01,273.082
2004-10-04,272.509
2004-10-05,272.251
2004-10-06,272.097
2004-10-07,273.07
2004-10-08,274.217
2004-10-11,274.069
2004-10-12,269.369
2004-10-13,272.487
2004-10-14,275.125
2004-10-15,279.499
2004-10-18,278.639
2004-10-19,284.909
2004-10-20,281.145
2004-10-21,282.784
2004-10-22,285.832
2004-10-25,284.317
2004-10-26,283.494
2004-10-27,287.056
2004-10-28,286.185
2004-10-29,287.579
2004-11-01,291.552
2004-11-02,291.679
2004-11-03,294.243
2004-11-04,295.204
2004-11-05,297.632
2004-11-08,297.014
2004-11-09,298.162
2004-11-10,303.207
2004-11-11,305.847
2004-11-12,306.605
2004-11-15,306.316
2004-11-16,304.099
2004-11-17,310.156
2004-11-18,309.148
2004-11-19,308.108
2004-11-22,305.937
2004-11-23,306.917
2004-11-24,309.555
2004-11-25,315.259
2004-11-26,316.519
2004-11-29,316.95
2004-11-30,316.256
2004-12-01,317.063
2004-12-02,318.211
2004-12-03,316.554
2004-12-06,317.88
2004-12-07,319.286
2004-12-08,310.997
2004-12-09,307.802
2004-12-10,307.88
2004-12-13,306.904
2004-12-14,306.463
2004-12-15,308.203
2004-12-16,303.542
2004-12-17,299.291
2004-12-20,306.935
2004-12-21,309.128
2004-12-22,311.983
2004-12-23,314.72
2004-12-24,315.536
2004-12-27,316.218
2004-12-28,314.274
2004-12-29,312.67
2004-12-30,314.022
2004-12-31,313.158
2005-01-03,311.099
2005-01-04,308.451
2005-01-05,306.217
2005-01-06,303.807
2005-01-07,302.306
2005-01-10,305.248
2005-01-11,303.477
2005-01-12,302.589
2005-01-13,301.63
2005-01-14,300.935
2005-01-17,303.843
2005-01-18,301.626
2005-01-19,300.135
2005-01-20,291.769
2005-01-21,292.173
2005-01-24,291.984
2005-01-25,289.983
2005-01-26,293.182
2005-01-27,299.811
2005-01-28,296.797
2005-01-31,301.844
2005-02-01,304.25
2005-02-02,307.803
2005-02-03,307.902
2005-02-04,307.604
2005-02-07,307.123
2005-02-08,307.724
2005-02-09,308.586
2005-02-10,309.603
2005-02-11,312.711
2005-02-14,314.073
2005-02-15,315.667
2005-02-16,315.239
2005-02-17,316.837
2005-02-18,318.866
2005-02-21,317.085
2005-02-22,322.206
2005-02-23,316.712
2005-02-24,318.114
2005-02-25,321.052
2005-02-28,322.826
2005-03-01,322.678
2005-03-02,321.295
2005-03-03,323.753
2005-03-04,330.087
2005-03-07,329.459
2005-03-08,330.783
2005-03-09,331.099
2005-03-10,330.042
2005-03-11,332.692
2005-03-14,329.684
2005-03-15,331.719
2005-03-16,329.813
2005-03-17,330.263
2005-03-18,328.227
2005-03-21,323.435
2005-03-22,322.304
2005-03-23,316.025
2005-03-24,316.412
2005-03-25,316.412
2005-03-28,314.191
2005-03-29,315.874
2005-03-30,315.634
2005-03-31,317.458
2005-04-01,318.24
2005-04-04,310.182
2005-04-05,313.162
2005-04-06,315.614
2005-04-07,321.141
2005-04-08,321.553
2005-04-11,321.84
2005-04-12,318.584
2005-04-13,320.119
2005-04-14,315.958
2005-04-15,310.87
2005-04-18,310.252
2005-04-19,314.722
2005-04-20,318.622
2005-04-21,323.031
2005-04-22,325.962
2005-04-25,324.646
2005-04-26,324.109
2005-04-27,319.781
2005-04-28,318.703
2005-04-29,317.831
2005-05-02,318.565
2005-05-03,318.853
2005-05-04,321.541
2005-05-05,321.157
2005-05-06,327.127
2005-05-09,328.302
2005-05-10,326.869
2005-05-11,324.325
2005-05-12,323.407
2005-05-13,323.703
2005-05-16,324.258
2005-05-17,324.028
2005-05-18,331.418
2005-05-19,332.21
2005-05-20,328.418
2005-05-23,330.952
2005-05-24,331.887
2005-05-25,328.587
2005-05-26,328.932
2005-05-27,331.145
2005-05-30,329.204
2005-05-31,325.407
2005-06-01,329.414
2005-06-02,329.948
2005-06-03,328.81
2005-06-06,326.126
2005-06-07,329.437
2005-06-08,329.84
2005-06-09,324.428
2005-06-10,325.627
2005-06-13,324.93
2005-06-14,328.173
2005-06-15,327.796
2005-06-16,330.2
2005-06-17,333.862
2005-06-20,330.994
2005-06-21,332.74
2005-06-22,334.952
2005-06-23,333.237
2005-06-24,334.247
2005-06-27,328.879
2005-06-28,328.865
2005-06-29,331.536
2005-06-30,329.924
2005-07-01,327.794
2005-07-04,327.445
2005-07-05,327.564
2005-07-06,330.074
2005-07-07,325.925
2005-07-08,330.085
2005-07-11,336.184
2005-07-12,337.799
2005-07-13,337.555
2005-07-14,337.195
2005-07-15,336.98
2005-07-18,336.174
2005-07-19,340.407
2005-07-20,338.268
2005-07-21,328.717
2005-07-22,325.823
2005-07-25,324.369
2005-07-26,323.5
2005-07-27,329.669
2005-07-28,333.353
2005-07-29,334.282
2005-08-01,334.712
2005-08-02,337.356
2005-08-03,340.557
2005-08-04,340.14
2005-08-05,337.73
2005-08-08,340.29
2005-08-09,341.978
2005-08-10,347.847
2005-08-11,345.303
2005-08-12,345.438
2005-08-15,341.711
2005-08-16,338.708
2005-08-17,334.964
2005-08-18,330.666
2005-08-19,334.083
2005-08-22,337.512
2005-08-23,335.291
2005-08-24,334.44
2005-08-25,332.916
2005-08-26,331.391
2005-08-29,330.34
2005-08-30,330.668
2005-08-31,337.559
2005-09-01,344.19
2005-09-02,346.154
2005-09-05,346.978
2005-09-06,348.133
2005-09-07,347.837
2005-09-08,345.44
2005-09-09,348.686
2005-09-12,346.308
2005-09-13,352.786
2005-09-14,354.192
2005-09-15,351.522
2005-09-16,352.124
2005-09-19,352.307
2005-09-20,354.376
2005-09-21,352.224
2005-09-22,349.788
2005-09-23,347.277
2005-09-26,349.313
2005-09-27,347.07
2005-09-28,347.114
2005-09-29,346.811
2005-09-30,352.395
2005-10-03,351.355
2005-10-04,352.353
2005-10-05,348.751
2005-10-06,348.52
2005-10-07,345.284
2005-10-10,346.835
2005-10-11,346.557
2005-10-12,346.226
2005-10-13,337.59
2005-10-14,341.574
2005-10-17,340.353
2005-10-18,338.181
2005-10-19,333.441
2005-10-20,327.146
2005-10-21,323.939
2005-10-24,328.654
2005-10-25,332.526
2005-10-26,334.365
2005-10-27,331.759
2005-10-28,331.004
2005-10-31,337.454
2005-11-01,339.779
2005-11-02,342.157
2005-11-03,344.659
2005-11-04,340.336
2005-11-07,338.414
2005-11-08,336.869
