Date,KOKUSAI INDEX (WORLD ex JP) VALUE Standard (Large+Mid Cap)
2001-07-06,3453.284
2001-07-09,3466.314
2001-07-10,3448.869
2001-07-11,3432.882
2001-07-12,3473.737
2001-07-13,3492.128
2001-07-16,3480.053
2001-07-17,3479.946
2001-07-18,3474.76
2001-07-19,3490.023
2001-07-20,3479.121
2001-07-23,3452.458
2001-07-24,3402.195
2001-07-25,3424.286
2001-07-26,3454.048
2001-07-27,3474.317
2001-07-30,3489.496
2001-07-31,3505.101
2001-08-01,3520.432
2001-08-02,3531.612
2001-08-03,3516.556
2001-08-06,3488.467
2001-08-07,3493.113
2001-08-08,3450.334
2001-08-09,3441.328
2001-08-10,3456.343
2001-08-13,3461.99
2001-08-14,3467.106
2001-08-15,3468.978
2001-08-16,3463.222
2001-08-17,3419.889
2001-08-20,3425.752
2001-08-21,3423.801
2001-08-22,3440.361
2001-08-23,3428.418
2001-08-24,3472.97
2001-08-27,3459.817
2001-08-28,3422.478
2001-08-29,3401.209
2001-08-30,3350.759
2001-08-31,3363.094
2001-09-03,3347.948
2001-09-04,3352.201
2001-09-05,3323.297
2001-09-06,3263.861
2001-09-07,3204.616
2001-09-10,3196.202
2001-09-11,3141.794
2001-09-12,3138.528
2001-09-13,3151.367
2001-09-14,3106.891
2001-09-17,3017.419
2001-09-18,3004.927
2001-09-19,2958.504
2001-09-20,2853.99
2001-09-21,2787.239
2001-09-24,2899.439
2001-09-25,2934.182
2001-09-26,2942.895
2001-09-27,2975.564
2001-09-28,3047.739
2001-10-01,3021.279
2001-10-02,3060.721
2001-10-03,3099.202
2001-10-04,3124.027
2001-10-05,3111.259
2001-10-08,3084.656
2001-10-09,3080.946
2001-10-10,3139.537
2001-10-11,3168.854
2001-10-12,3152.986
2001-10-15,3124.193
2001-10-16,3152.746
2001-10-17,3144.575
2001-10-18,3094.142
2001-10-19,3066.496
2001-10-22,3096.423
2001-10-23,3114.978
2001-10-24,3106.368
2001-10-25,3115.294
2001-10-26,3152.545
2001-10-29,3103.756
2001-10-30,3047.944
2001-10-31,3049.426
2001-11-01,3095.039
2001-11-02,3096.267
2001-11-05,3132.802
2001-11-06,3152.561
2001-11-07,3162.544
2001-11-08,3186.357
2001-11-09,3184.047
2001-11-12,3154.998
2001-11-13,3209.736
2001-11-14,3210.064
2001-11-15,3205.888
2001-11-16,3215.6
2001-11-19,3243.786
2001-11-20,3228.578
2001-11-21,3203.596
2001-11-22,3215.631
2001-11-23,3234.889
2001-11-26,3243.289
2001-11-27,3227.369
2001-11-28,3181.118
2001-11-29,3195.574
2001-11-30,3204.683
2001-12-03,3168.363
2001-12-04,3219.401
2001-12-05,3314.095
2001-12-06,3325.281
2001-12-07,3294.908
2001-12-10,3233.179
2001-12-11,3230.024
2001-12-12,3229.953
2001-12-13,3169.897
2001-12-14,3165.691
2001-12-17,3213.3
2001-12-18,3224.905
2001-12-19,3220.585
2001-12-20,3187.566
2001-12-21,3195.079
2001-12-24,3192.693
2001-12-25,3192.693
2001-12-26,3206.548
2001-12-27,3252.462
2001-12-28,3268.168
2001-12-31,3254.527
2002-01-01,3254.527
2002-01-02,3276.771
2002-01-03,3329.546
2002-01-04,3356.685
2002-01-07,3337.619
2002-01-08,3313.208
2002-01-09,3297.333
2002-01-10,3283.647
2002-01-11,3259.406
2002-01-14,3219.8
2002-01-15,3240.912
2002-01-16,3178.561
2002-01-17,3209.733
2002-01-18,3187.353
2002-01-21,3182.63
2002-01-22,3155.052
2002-01-23,3184.795
2002-01-24,3209.469
2002-01-25,3199.141
2002-01-28,3207.279
2002-01-29,3127.594
2002-01-30,3130.251
2002-01-31,3171.326
2002-02-01,3153.073
2002-02-04,3087.71
2002-02-05,3052.705
2002-02-06,3023.043
2002-02-07,3032.014
2002-02-08,3075.488
2002-02-11,3126.12
2002-02-12,3103.318
2002-02-13,3124.097
2002-02-14,3132.944
2002-02-15,3099.577
2002-02-18,3092.061
2002-02-19,3032.02
2002-02-20,3040.287
2002-02-21,3020.003
2002-02-22,3027.835
2002-02-25,3079.607
2002-02-26,3087.089
2002-02-27,3099.749
2002-02-28,3091.612
2002-03-01,3154.996
2002-03-04,3251.173
2002-03-05,3245.521
2002-03-06,3292.819
2002-03-07,3301.284
2002-03-08,3316.936
2002-03-11,3320.613
2002-03-12,3294.845
2002-03-13,3269.784
2002-03-14,3277.588
2002-03-15,3316.552
2002-03-18,3324.584
2002-03-19,3336.049
2002-03-20,3297.887
2002-03-21,3298.35
2002-03-22,3285.563
2002-03-25,3243.061
2002-03-26,3256.675
2002-03-27,3270.528
2002-03-28,3291.098
2002-03-29,3291.098
2002-04-01,3302.786
2002-04-02,3280.687
2002-04-03,3257.188
2002-04-04,3253.256
2002-04-05,3246.973
2002-04-08,3231.018
2002-04-09,3216.744
2002-04-10,3246.335
2002-04-11,3187.769
2002-04-12,3196.234
2002-04-15,3196.33
2002-04-16,3276.271
2002-04-17,3292.866
2002-04-18,3280.833
2002-04-19,3286.289
2002-04-22,3241.664
2002-04-23,3225.098
2002-04-24,3209.154
2002-04-25,3200.367
2002-04-26,3166.342
2002-04-29,3144.576
2002-04-30,3178.72
2002-05-01,3194.508
2002-05-02,3190.254
2002-05-03,3176.35
2002-05-06,3132.696
2002-05-07,3116.927
2002-05-08,3217.458
2002-05-09,3188.617
2002-05-10,3147.017
2002-05-13,3193.553
2002-05-14,3244.945
2002-05-15,3254.992
2002-05-16,3263.615
2002-05-17,3280.503
2002-05-20,3249.488
2002-05-21,3223.415
2002-05-22,3228.449
2002-05-23,3247.622
2002-05-24,3231.295
2002-05-27,3228.221
2002-05-28,3213.009
2002-05-29,3197.277
2002-05-30,3177.846
2002-05-31,3187.932
2002-06-03,3133.952
2002-06-04,3116.728
2002-06-05,3111.6
2002-06-06,3078.205
2002-06-07,3065.332
2002-06-10,3065.524
2002-06-11,3042.383
2002-06-12,3035.086
2002-06-13,3001.076
2002-06-14,2967.631
2002-06-17,3054.374
2002-06-18,3058.735
2002-06-19,3014.665
2002-06-20,2972.776
2002-06-21,2953.056
2002-06-24,2936.925
2002-06-25,2925.751
2002-06-26,2889.503
2002-06-27,2925.007
2002-06-28,2982.162
2002-07-01,2945.751
2002-07-02,2872.464
2002-07-03,2843.441
2002-07-04,2859.917
2002-07-05,2957.359
2002-07-08,2948.95
2002-07-09,2906.751
2002-07-10,2819.937
2002-07-11,2795.045
2002-07-12,2780.408
2002-07-15,2737.176
2002-07-16,2713.156
2002-07-17,2741.981
2002-07-18,2718.564
2002-07-19,2617.416
2002-07-22,2494.496
2002-07-23,2399.636
2002-07-24,2466.928
2002-07-25,2491.879
2002-07-26,2516.095
2002-07-29,2647.888
2002-07-30,2661.637
2002-07-31,2678.125
2002-08-01,2592.348
2002-08-02,2545.389
2002-08-05,2457.848
2002-08-06,2521.864
2002-08-07,2543.25
2002-08-08,2631.341
2002-08-09,2657.921
2002-08-12,2633.755
2002-08-13,2608.429
2002-08-14,2655.204
2002-08-15,2701.155
2002-08-16,2706.933
2002-08-19,2773.081
2002-08-20,2737.313
2002-08-21,2773.917
2002-08-22,2811.322
2002-08-23,2756.6
2002-08-26,2770.946
2002-08-27,2777.888
2002-08-28,2704.019
2002-08-29,2692.389
2002-08-30,2692.012
2002-09-02,2679.462
2002-09-03,2575.75
2002-09-04,2601.249
2002-09-05,2564.916
2002-09-06,2615.238
2002-09-09,2614.067
2002-09-10,2640.48
2002-09-11,2658.168
2002-09-12,2587.119
2002-09-13,2570.773
2002-09-16,2563.268
2002-09-17,2519.403
2002-09-18,2482.137
2002-09-19,2420.958
2002-09-20,2428.118
2002-09-23,2378.785
2002-09-24,2328.003
2002-09-25,2370.464
2002-09-26,2438.621
2002-09-27,2391.151
2002-09-30,2340.357
2002-10-01,2406.476
2002-10-02,2378.803
2002-10-03,2349.819
2002-10-04,2292.314
2002-10-07,2243.907
2002-10-08,2242.89
2002-10-09,2193.779
2002-10-10,2274.411
2002-10-11,2380.39
2002-10-14,2368.96
2002-10-15,2504.384
2002-10-16,2454.043
2002-10-17,2514.054
2002-10-18,2516.772
2002-10-21,2554.873
2002-10-22,2539.418
2002-10-23,2527.052
2002-10-24,2532.944
2002-10-25,2548.471
2002-10-28,2557.501
2002-10-29,2499.269
2002-10-30,2541.827
2002-10-31,2548.228
2002-11-01,2576.035
2002-11-04,2627.024
2002-11-05,2651.716
2002-11-06,2653.735
2002-11-07,2595.759
2002-11-08,2576.166
2002-11-11,2529.417
2002-11-12,2560.666
2002-11-13,2545.411
2002-11-14,2600.05
2002-11-15,2630.694
2002-11-18,2626.92
2002-11-19,2618.791
2002-11-20,2644.764
2002-11-21,2719.936
2002-11-22,2721.762
2002-11-25,2719.256
2002-11-26,2657.462
2002-11-27,2726.877
2002-11-28,2745.009
2002-11-29,2742.838
2002-12-02,2743.044
2002-12-03,2688.333
2002-12-04,2665.002
2002-12-05,2635.104
2002-12-06,2647.725
2002-12-09,2579.019
2002-12-10,2610.827
2002-12-11,2622.916
2002-12-12,2613.502
2002-12-13,2582.864
2002-12-16,2655.482
2002-12-17,2640.678
2002-12-18,2593.527
2002-12-19,2573.924
2002-12-20,2608.753
2002-12-23,2612.883
2002-12-24,2600.728
2002-12-25,2600.728
2002-12-26,2600.344
2002-12-27,2547.562
2002-12-30,2562.59
2002-12-31,2575.867
2003-01-01,2575.867
2003-01-02,2654.566
2003-01-03,2668.56
2003-01-06,2732.632
2003-01-07,2706.385
2003-01-08,2662.087
2003-01-09,2707.405
2003-01-10,2722.51
2003-01-13,2724.46
2003-01-14,2748.528
2003-01-15,2711.147
2003-01-16,2701.889
2003-01-17,2660.342
2003-01-20,2648.389
2003-01-21,2608.115
2003-01-22,2575.377
2003-01-23,2595.011
2003-01-24,2540.11
2003-01-27,2483.1
2003-01-28,2503.076
2003-01-29,2518.628
2003-01-30,2491.112
2003-01-31,2509.317
2003-02-03,2534.611
2003-02-04,2492.524
2003-02-05,2496.647
2003-02-06,2463.917
2003-02-07,2438.156
2003-02-10,2438.45
2003-02-11,2440.96
2003-02-12,2405.709
2003-02-13,2411.443
2003-02-14,2453.622
2003-02-17,2468.371
2003-02-18,2501.489
2003-02-19,2474.134
2003-02-20,2458.352
2003-02-21,2480.465
2003-02-24,2436.85
2003-02-25,2417.488
2003-02-26,2392.018
2003-02-27,2416.342
2003-02-28,2441.773
2003-03-03,2440.421
2003-03-04,2400.48
2003-03-05,2415.183
2003-03-06,2388.812
2003-03-07,2384.206
2003-03-10,2320.735
2003-03-11,2304.233
2003-03-12,2274.84
2003-03-13,2362.017
2003-03-14,2393.939
2003-03-17,2467.44
2003-03-18,2479.525
2003-03-19,2497.661
2003-03-20,2502.432
2003-03-21,2559.175
2003-03-24,2471.436
2003-03-25,2497.83
2003-03-26,2491.501
2003-03-27,2474.844
2003-03-28,2465.269
2003-03-31,2415.087
2003-04-01,2448.274
2003-04-02,2509.694
2003-04-03,2502.876
2003-04-04,2517.744
2003-04-07,2548.972
2003-04-08,2530.243
2003-04-09,2509.908
2003-04-10,2516.835
2003-04-11,2514.349
2003-04-14,2557.165
2003-04-15,2586.046
2003-04-16,2570.639
2003-04-17,2603.538
2003-04-18,2603.538
2003-04-21,2597.875
2003-04-22,2653.801
2003-04-23,2690.619
2003-04-24,2661.267
2003-04-25,2624.682
2003-04-28,2676.745
2003-04-29,2683.019
2003-04-30,2695.264
2003-05-01,2697.1
2003-05-02,2729.311
2003-05-05,2734.479
2003-05-06,2769.731
2003-05-07,2749.682
2003-05-08,2713.531
2003-05-09,2749.272
2003-05-12,2779.612
2003-05-13,2777.803
2003-05-14,2777.612
2003-05-15,2803.829
2003-05-16,2817.923
2003-05-19,2753.099
2003-05-20,2754.17
2003-05-21,2761.169
2003-05-22,2790.412
2003-05-23,2803.943
2003-05-26,2806.804
2003-05-27,2849.082
2003-05-28,2864.282
2003-05-29,2869.579
2003-05-30,2895.161
2003-06-02,2929.54
2003-06-03,2928.227
2003-06-04,2964.057
2003-06-05,2980.088
2003-06-06,2990.586
2003-06-09,2955.606
2003-06-10,2971.185
2003-06-11,3021.934
2003-06-12,3032.742
2003-06-13,3007.26
2003-06-16,3064.097
2003-06-17,3069.949
2003-06-18,3056.489
2003-06-19,3009.071
2003-06-20,3016.852
2003-06-23,2970.127
2003-06-24,2968.258
2003-06-25,2959.887
2003-06-26,2964.768
2003-06-27,2947.138
2003-06-30,2939.746
2003-07-01,2944.385
2003-07-02,2974.653
2003-07-03,2968.417
2003-07-04,2963.728
2003-07-07,3008.069
2003-07-08,3005.396
2003-07-09,2987.686
2003-07-10,2951.9
2003-07-11,2978.303
2003-07-14,3004.38
2003-07-15,2981.442
2003-07-16,2957.977
2003-07-17,2929.401
2003-07-18,2962.644
2003-07-21,2936.297
2003-07-22,2961.553
2003-07-23,2963.491
2003-07-24,2974.719
2003-07-25,3005.575
2003-07-28,3014.349
2003-07-29,2997.921
2003-07-30,2988.635
2003-07-31,2997.471
2003-08-01,2971.053
2003-08-04,2975.662
2003-08-05,2951.538
2003-08-06,2947.586
2003-08-07,2963.461
2003-08-08,2976.847
2003-08-11,2986.409
2003-08-12,3010.548
2003-08-13,3005.065
2003-08-14,3030.903
2003-08-15,3032.332
2003-08-18,3048.425
2003-08-19,3049.539
2003-08-20,3047.693
2003-08-21,3052.361
2003-08-22,3021.727
2003-08-25,3016.693
2003-08-26,3009.338
2003-08-27,3014.912
2003-08-28,3030.998
2003-08-29,3041.5
2003-09-01,3053.162
2003-09-02,3074.455
2003-09-03,3097.296
2003-09-04,3100.295
2003-09-05,3092.712
2003-09-08,3119.61
2003-09-09,3097.432
2003-09-10,3065.486
2003-09-11,3075.258
2003-09-12,3083.931
2003-09-15,3079.05
2003-09-16,3103.042
2003-09-17,3106.883
2003-09-18,3145.606
2003-09-19,3140.537
2003-09-22,3110.439
2003-09-23,3110.898
2003-09-24,3082.134
2003-09-25,3066.579
2003-09-26,3043.877
2003-09-29,3059.558
2003-09-30,3038.844
2003-10-01,3100.933
2003-10-02,3111.066
2003-10-03,3142.664
2003-10-06,3155.785
2003-10-07,3165.798
2003-10-08,3158.545
2003-10-09,3178.694
2003-10-10,3178.078
2003-10-13,3199.523
2003-10-14,3206.339
2003-10-15,3207.955
2003-10-16,3213.799
2003-10-17,3188.998
2003-10-20,3199.79
2003-10-21,3198.608
2003-10-22,3166.045
2003-10-23,3165.481
2003-10-24,3163.981
2003-10-27,3171.49
2003-10-28,3197.58
2003-10-29,3210.759
2003-10-30,3218.857
2003-10-31,3220.745
2003-11-03,3240.464
2003-11-04,3231.806
2003-11-05,3221.113
2003-11-06,3227.938
2003-11-07,3237.546
2003-11-10,3224.112
2003-11-11,3215.584
2003-11-12,3247.274
2003-11-13,3255.267
2003-11-14,3249.252
2003-11-17,3217.778
2003-11-18,3207.602
2003-11-19,3221.069
2003-11-20,3205.347
2003-11-21,3215.311
2003-11-24,3242.8
2003-11-25,3258.931
2003-11-26,3280.042
2003-11-27,3282.886
2003-11-28,3286.675
2003-12-01,3324.545
2003-12-02,3332.47
2003-12-03,3343.872
2003-12-04,3346.054
2003-12-05,3336.359
2003-12-08,3357.852
2003-12-09,3355.447
2003-12-10,3348.549
2003-12-11,3366.006
2003-12-12,3385.413
2003-12-15,3383.593
2003-12-16,3398.643
2003-12-17,3408.941
2003-12-18,3440.321
2003-12-19,3448.139
2003-12-22,3463.093
2003-12-23,3472.574
2003-12-24,3474.572
2003-12-25,3474.572
2003-12-26,3477.931
2003-12-29,3511.389
2003-12-30,3522.761
2003-12-31,3539.875
2004-01-01,3539.875
2004-01-02,3547.208
2004-01-05,3588.109
2004-01-06,3593.735
2004-01-07,3580.864
2004-01-08,3604.525
2004-01-09,3587.947
2004-01-12,3591.955
2004-01-13,3582.073
2004-01-14,3601.084
2004-01-15,3599.657
2004-01-16,3605.288
2004-01-19,3605.937
2004-01-20,3620.972
2004-01-21,3657.207
2004-01-22,3659.839
2004-01-23,3646.409
2004-01-26,3653.576
2004-01-27,3641.331
2004-01-28,3616.486
2004-01-29,3589.657
2004-01-30,3582.001
2004-02-02,3590.66
2004-02-03,3594.358
2004-02-04,3571.344
2004-02-05,3581.139
2004-02-06,3621.316
2004-02-09,3634.121
2004-02-10,3644.631
2004-02-11,3678.855
2004-02-12,3682.686
2004-02-13,3667.97
2004-02-16,3673.706
2004-02-17,3706.924
2004-02-18,3696.017
2004-02-19,3691.156
2004-02-20,3662.958
2004-02-23,3666.809
2004-02-24,3658.064
2004-02-25,3660.027
2004-02-26,3653.338
2004-02-27,3661.094
2004-03-01,3696.484
2004-03-02,3677.811
2004-03-03,3662.005
2004-03-04,3679.596
2004-03-05,3711.601
2004-03-08,3695.895
2004-03-09,3674.721
2004-03-10,3615.819
2004-03-11,3548.549
2004-03-12,3568.802
2004-03-15,3523.14
2004-03-16,3556.686
2004-03-17,3589.065
2004-03-18,3588.137
2004-03-19,3567.053
2004-03-22,3514.917
2004-03-23,3511.836
2004-03-24,3488.889
2004-03-25,3528.765
2004-03-26,3526.799
2004-03-29,3571.96
2004-03-30,3589.552
2004-03-31,3597.387
2004-04-01,3631.786
2004-04-02,3639.389
2004-04-05,3652.272
2004-04-06,3655.399
2004-04-07,3645.469
2004-04-08,3642.611
2004-04-09,3642.611
2004-04-12,3650.499
2004-04-13,3607.909
2004-04-14,3576.38
2004-04-15,3577.708
2004-04-16,3614.013
2004-04-19,3612.268
2004-04-20,3580.174
2004-04-21,3571.051
2004-04-22,3610.118
2004-04-23,3605.494
2004-04-26,3607.933
2004-04-27,3620.252
2004-04-28,3568.966
2004-04-29,3548.733
2004-04-30,3536.262
2004-05-03,3562.043
2004-05-04,3588.666
2004-05-05,3600.728
2004-05-06,3564.658
2004-05-07,3500.814
2004-05-10,3427.879
2004-05-11,3451.624
2004-05-12,3459.105
2004-05-13,3462.903
2004-05-14,3463.62
2004-05-17,3435.017
2004-05-18,3452.121
2004-05-19,3478.194
2004-05-20,3461.703
2004-05-21,3482.486
2004-05-24,3491.12
2004-05-25,3536.337
2004-05-26,3549.113
2004-05-27,3583.765
2004-05-28,3570.719
2004-05-31,3573.418
2004-06-01,3568.386
2004-06-02,3589.647
2004-06-03,3574.002
2004-06-04,3594.189
2004-06-07,3646.164
2004-06-08,3643.833
2004-06-09,3605.591
2004-06-10,3623.165
2004-06-11,3612.057
2004-06-14,3578.939
2004-06-15,3600.945
2004-06-16,3614.107
2004-06-17,3622.503
2004-06-18,3642.953
2004-06-21,3633.333
2004-06-22,3626.896
2004-06-23,3651.294
2004-06-24,3664.651
2004-06-25,3641.922
2004-06-28,3658.028
2004-06-29,3647.334
2004-06-30,3656.372
2004-07-01,3633.641
2004-07-02,3636.656
2004-07-05,3634.904
2004-07-06,3620.617
2004-07-07,3633.337
2004-07-08,3624.69
2004-07-09,3633.869
2004-07-12,3638.492
2004-07-13,3631.76
2004-07-14,3631.006
2004-07-15,3606.68
2004-07-16,3617.448
2004-07-19,3616.953
2004-07-20,3620.421
2004-07-21,3590.548
2004-07-22,3577.33
2004-07-23,3550.717
2004-07-26,3541.401
2004-07-27,3561.707
2004-07-28,3573.314
2004-07-29,3600.86
2004-07-30,3601.408
2004-08-02,3612.01
2004-08-03,3614.476
2004-08-04,3602.908
2004-08-05,3571.709
2004-08-06,3540.04
2004-08-09,3535.221
2004-08-10,3573.216
2004-08-11,3554.706
2004-08-12,3529.551
2004-08-13,3539.261
2004-08-16,3580.999
2004-08-17,3580.758
2004-08-18,3602.34
2004-08-19,3606.828
2004-08-20,3621.078
2004-08-23,3614.073
2004-08-24,3608.833
2004-08-25,3626.559
2004-08-26,3635.467
2004-08-27,3644.676
2004-08-30,3629.657
2004-08-31,3646.489
2004-09-01,3660.273
2004-09-02,3686.151
2004-09-03,3682.294
2004-09-06,3688.407
2004-09-07,3709.895
2004-09-08,3700.554
2004-09-09,3698.553
2004-09-10,3721.229
2004-09-13,3727.747
2004-09-14,3730.858
2004-09-15,3700.857
2004-09-16,3720.52
2004-09-17,3739.77
2004-09-20,3721.024
2004-09-21,3758.751
2004-09-22,3720.562
2004-09-23,3700.163
2004-09-24,3708.703
2004-09-27,3692.325
2004-09-28,3716.089
2004-09-29,3725.049
2004-09-30,3725.71
2004-10-01,3777.856
2004-10-04,3783.496
2004-10-05,3791.756
2004-10-06,3810.74
2004-10-07,3792.082
2004-10-08,3791.339
2004-10-11,3792.056
2004-10-12,3770.9
2004-10-13,3746.025
2004-10-14,3736.31
2004-10-15,3754.247
2004-10-18,3755.957
2004-10-19,3739.799
2004-10-20,3733.996
2004-10-21,3745.328
2004-10-22,3734.546
2004-10-25,3728.694
2004-10-26,3766.618
2004-10-27,3802.071
2004-10-28,3813.523
2004-10-29,3818.414
2004-11-01,3834.372
2004-11-02,3836.253
2004-11-03,3880.85
2004-11-04,3932.025
2004-11-05,3946.356
2004-11-08,3948.09
2004-11-09,3942.097
2004-11-10,3949.406
2004-11-11,3981.61
2004-11-12,4013.694
2004-11-15,4005.461
2004-11-16,3986.381
2004-11-17,4016.479
2004-11-18,4013.059
2004-11-19,3992.71
2004-11-22,4001.127
2004-11-23,4011.51
2004-11-24,4027.188
2004-11-25,4048.902
2004-11-26,4053.765
2004-11-29,4043.084
2004-11-30,4032.561
2004-12-01,4081.986
2004-12-02,4075.053
2004-12-03,4081.378
2004-12-06,4081.237
2004-12-07,4057.346
2004-12-08,4041.334
2004-12-09,4041.452
2004-12-10,4046.601
2004-12-13,4094.488
2004-12-14,4102.915
2004-12-15,4131.603
2004-12-16,4111.698
2004-12-17,4088.835
2004-12-20,4124.269
2004-12-21,4138.759
2004-12-22,4156.827
2004-12-23,4171.884
2004-12-24,4179.914
2004-12-27,4174.22
2004-12-28,4187.898
2004-12-29,4183.089
2004-12-30,4190.042
2004-12-31,4185.526
2005-01-03,4156.632
2005-01-04,4117.453
2005-01-05,4093.054
2005-01-06,4100.752
2005-01-07,4087.45
2005-01-10,4101.265
2005-01-11,4082.213
2005-01-12,4097.314
2005-01-13,4077.304
2005-01-14,4085.457
2005-01-17,4089.198
2005-01-18,4111.48
2005-01-19,4092.948
2005-01-20,4061.889
2005-01-21,4055.061
2005-01-24,4058.247
2005-01-25,4062.11
2005-01-26,4086.841
2005-01-27,4087.323
2005-01-28,4069.767
2005-01-31,4108.962
2005-02-01,4140.276
2005-02-02,4157.853
2005-02-03,4145.456
2005-02-04,4188.545
2005-02-07,4182.093
2005-02-08,4177.55
2005-02-09,4162.285
2005-02-10,4191.48
2005-02-11,4218.641
2005-02-14,4235.133
2005-02-15,4246.448
2005-02-16,4241.381
2005-02-17,4236.974
2005-02-18,4239.987
2005-02-21,4234.742
2005-02-22,4202.657
2005-02-23,4207.464
2005-02-24,4226.624
2005-02-25,4273.352
2005-02-28,4268.578
2005-03-01,4277.352
2005-03-02,4269.637
2005-03-03,4271.801
2005-03-04,4330.677
2005-03-07,4324.141
2005-03-08,4330.91
2005-03-09,4289.711
2005-03-10,4284.696
2005-03-11,4283.502
2005-03-14,4291.814
2005-03-15,4280.661
2005-03-16,4253.381
2005-03-17,4252.233
2005-03-18,4247.519
2005-03-21,4215.567
2005-03-22,4190.306
2005-03-23,4151.856
2005-03-24,4151.202
2005-03-25,4151.202
2005-03-28,4146.815
2005-03-29,4136.614
2005-03-30,4170.117
2005-03-31,4183.593
2005-04-01,4175.813
2005-04-04,4153.678
2005-04-05,4172.782
2005-04-06,4191.344
2005-04-07,4215.776
2005-04-08,4191.051
2005-04-11,4203.576
2005-04-12,4204.125
2005-04-13,4182.726
2005-04-14,4138.844
2005-04-15,4084.531
2005-04-18,4074.716
2005-04-19,4107.298
2005-04-20,4069.776
2005-04-21,4112.742
2005-04-22,4115.221
2005-04-25,4133.705
2005-04-26,4104.33
2005-04-27,4094.481
2005-04-28,4057.57
2005-04-29,4092.745
2005-05-02,4102.075
2005-05-03,4106.757
2005-05-04,4156.762
2005-05-05,4156.932
2005-05-06,4147.45
2005-05-09,4157.134
2005-05-10,4124.711
2005-05-11,4122.891
2005-05-12,4087.484
2005-05-13,4054.848
2005-05-16,4066.348
2005-05-17,4089.031
2005-05-18,4135.539
2005-05-19,4155.847
2005-05-20,4141.646
2005-05-23,4164.564
2005-05-24,4163.514
2005-05-25,4154.105
2005-05-26,4167.817
2005-05-27,4175.801
2005-05-30,4177.611
2005-05-31,4143.738
2005-06-01,4178.973
2005-06-02,4183.08
2005-06-03,4164.982
2005-06-06,4166.722
2005-06-07,4183.957
2005-06-08,4186.441
2005-06-09,4178.975
