Date,USA LARGE GROWTH Large Cap
2002-05-17,797.37
2002-05-20,784.236
2002-05-21,770.347
2002-05-22,774.19
2002-05-23,782.953
2002-05-24,771.76
2002-05-27,771.76
2002-05-28,763.842
2002-05-29,756.199
2002-05-30,755.85
2002-05-31,754.71
2002-06-03,736.069
2002-06-04,739.151
2002-06-05,748.72
2002-06-06,734.642
2002-06-07,728.186
2002-06-10,731.41
2002-06-11,718.284
2002-06-12,723.885
2002-06-13,716.142
2002-06-14,714.767
2002-06-17,736.2
2002-06-18,734.409
2002-06-19,721.062
2002-06-20,709.046
2002-06-21,692.853
2002-06-24,700.255
2002-06-25,685.787
2002-06-26,688.905
2002-06-27,701.886
2002-06-28,694.766
2002-07-01,676.863
2002-07-02,661.966
2002-07-03,671.693
2002-07-04,671.693
2002-07-05,698.199
2002-07-08,686.718
2002-07-09,668.389
2002-07-10,646.349
2002-07-11,656.043
2002-07-12,653.58
2002-07-15,653.193
2002-07-16,642.331
2002-07-17,649.12
2002-07-18,630.586
2002-07-19,606.874
2002-07-22,588.798
2002-07-23,574.549
2002-07-24,608.652
2002-07-25,599.493
2002-07-26,609.604
2002-07-29,644.151
2002-07-30,645.343
2002-07-31,650.077
2002-08-01,629.983
2002-08-02,616.921
2002-08-05,594.495
2002-08-06,613.198
2002-08-07,628.651
2002-08-08,648.622
2002-08-09,648.724
2002-08-12,645.015
2002-08-13,631.635
2002-08-14,660.593
2002-08-15,669.782
2002-08-16,670.858
2002-08-19,686.431
2002-08-20,677.689
2002-08-21,686.473
2002-08-22,696.82
2002-08-23,680.515
2002-08-26,683.769
2002-08-27,669.875
2002-08-28,658.039
2002-08-29,657.988
2002-08-30,655.346
2002-09-02,655.346
2002-09-03,627.8
2002-09-04,640.37
2002-09-05,628.655
2002-09-06,640.28
2002-09-09,647.494
2002-09-10,654.794
2002-09-11,653.883
2002-09-12,637.078
2002-09-13,639.726
2002-09-16,641.698
2002-09-17,629.691
2002-09-18,626.083
2002-09-19,607.412
2002-09-20,607.533
2002-09-23,597.545
2002-09-24,590.151
2002-09-25,606.164
2002-09-26,614.36
2002-09-27,594.223
2002-09-30,583.774
2002-10-01,608.466
2002-10-02,596.242
2002-10-03,590.221
2002-10-04,578.273
2002-10-07,568.729
2002-10-08,581.838
2002-10-09,567.466
2002-10-10,585.134
2002-10-11,608.855
2002-10-14,613.67
2002-10-15,643.772
2002-10-16,624.896
2002-10-17,638.727
2002-10-18,644.18
2002-10-21,652.028
2002-10-22,644.815
2002-10-23,648.675
2002-10-24,637.361
2002-10-25,650.459
2002-10-28,643.081
2002-10-29,638.621
2002-10-30,643.16
2002-10-31,640.703
2002-11-01,649.949
2002-11-04,656.997
2002-11-05,661.924
2002-11-06,667.449
2002-11-07,654.536
2002-11-08,647.699
2002-11-11,634.617
2002-11-12,641.505
2002-11-13,643.22
2002-11-14,660.323
2002-11-15,661.557
2002-11-18,653.29
2002-11-19,649.119
2002-11-20,661.741
2002-11-21,674.402
2002-11-22,671.052
2002-11-25,671.464
2002-11-26,657.944
2002-11-27,676.503
2002-11-28,676.503
2002-11-29,673.878
2002-12-02,673.052
2002-12-03,663.375
2002-12-04,662.212
2002-12-05,653.029
2002-12-06,655.761
2002-12-09,640.717
2002-12-10,650.214
2002-12-11,650.25
2002-12-12,647.626
2002-12-13,636.358
2002-12-16,649.721
2002-12-17,643.124
2002-12-18,633.757
2002-12-19,628.117
2002-12-20,634.919
2002-12-23,637.767
2002-12-24,635.0
2002-12-25,635.0
2002-12-26,630.145
2002-12-27,621.376
2002-12-30,624.307
2002-12-31,623.906
2003-01-01,623.906
2003-01-02,645.001
2003-01-03,644.817
2003-01-06,655.736
2003-01-07,653.779
2003-01-08,645.021
2003-01-09,658.699
2003-01-10,659.505
2003-01-13,658.894
2003-01-14,663.285
2003-01-15,652.91
2003-01-16,649.823
2003-01-17,637.415
2003-01-20,637.415
2003-01-21,630.653
2003-01-22,626.086
2003-01-23,635.236
2003-01-24,615.576
2003-01-27,606.072
2003-01-28,613.526
2003-01-29,616.888
2003-01-30,601.815
2003-01-31,607.812
2003-02-03,610.25
2003-02-04,601.223
2003-02-05,598.793
2003-02-06,596.009
2003-02-07,589.064
2003-02-10,594.187
2003-02-11,590.969
2003-02-12,584.678
2003-02-13,583.815
2003-02-14,597.034
2003-02-17,597.034
2003-02-18,610.909
2003-02-19,606.922
2003-02-20,601.642
2003-02-21,609.707
2003-02-24,598.787
2003-02-25,602.226
2003-02-26,594.416
2003-02-27,600.406
2003-02-28,603.949
2003-03-03,597.094
2003-03-04,588.695
2003-03-05,594.746
2003-03-06,590.608
2003-03-07,595.716
2003-03-10,581.993
2003-03-11,578.684
2003-03-12,583.13
2003-03-13,604.302
2003-03-14,603.73
2003-03-17,627.335
2003-03-18,630.508
2003-03-19,635.405
2003-03-20,636.118
2003-03-21,650.454
2003-03-24,627.3
2003-03-25,635.2
2003-03-26,631.402
2003-03-27,629.962
2003-03-28,625.859
2003-03-31,614.896
2003-04-01,621.028
2003-04-02,639.56
2003-04-03,637.326
2003-04-04,638.001
2003-04-07,638.138
2003-04-08,636.746
2003-04-09,627.179
2003-04-10,630.958
2003-04-11,628.619
2003-04-14,640.931
2003-04-15,643.604
2003-04-16,638.019
2003-04-17,648.312
2003-04-18,648.312
2003-04-21,646.825
2003-04-22,658.811
2003-04-23,661.523
2003-04-24,655.484
2003-04-25,646.025
2003-04-28,657.747
2003-04-29,661.213
2003-04-30,657.463
2003-05-01,658.108
2003-05-02,668.118
2003-05-05,667.133
2003-05-06,673.557
2003-05-07,669.346
2003-05-08,663.217
2003-05-09,674.46
2003-05-12,683.124
2003-05-13,680.245
2003-05-14,677.012
2003-05-15,682.467
2003-05-16,678.922
2003-05-19,661.544
2003-05-20,660.534
2003-05-21,660.406
2003-05-22,665.629
2003-05-23,663.469
2003-05-26,663.469
2003-05-27,676.48
2003-05-28,678.697
2003-05-29,678.094
2003-05-30,685.545
2003-06-02,684.551
2003-06-03,689.584
2003-06-04,699.59
2003-06-05,700.801
2003-06-06,697.348
2003-06-09,690.987
2003-06-10,697.551
2003-06-11,704.824
2003-06-12,705.731
2003-06-13,699.156
2003-06-16,716.914
2003-06-17,719.901
2003-06-18,720.646
2003-06-19,710.259
2003-06-20,709.141
2003-06-23,698.694
2003-06-24,698.965
2003-06-25,692.97
2003-06-26,702.398
2003-06-27,695.674
2003-06-30,694.042
2003-07-01,700.345
2003-07-02,709.865
2003-07-03,703.56
2003-07-04,703.56
2003-07-07,719.846
2003-07-08,723.369
2003-07-09,718.885
2003-07-10,710.257
2003-07-11,717.94
2003-07-14,722.644
2003-07-15,722.374
2003-07-16,720.327
2003-07-17,709.707
2003-07-18,715.114
2003-07-21,704.965
2003-07-22,710.635
2003-07-23,713.519
2003-07-24,707.198
2003-07-25,719.878
2003-07-28,717.481
2003-07-29,713.029
2003-07-30,712.953
2003-07-31,714.874
2003-08-01,707.308
2003-08-04,709.706
2003-08-05,696.112
2003-08-06,694.92
2003-08-07,700.867
2003-08-08,702.023
2003-08-11,705.275
2003-08-12,712.241
2003-08-13,707.255
2003-08-14,710.419
2003-08-15,711.189
2003-08-18,718.737
2003-08-19,720.126
2003-08-20,717.235
2003-08-21,718.009
2003-08-22,714.084
2003-08-25,715.914
2003-08-26,718.6
2003-08-27,719.223
2003-08-28,722.978
2003-08-29,726.132
2003-09-01,726.132
2003-09-02,735.777
2003-09-03,738.442
2003-09-04,741.468
2003-09-05,736.754
2003-09-08,745.371
2003-09-09,739.728
2003-09-10,730.596
2003-09-11,735.772
2003-09-12,737.219
2003-09-15,734.355
2003-09-16,746.218
2003-09-17,743.052
2003-09-18,751.53
2003-09-19,748.551
2003-09-22,738.542
2003-09-23,745.255
2003-09-24,728.309
2003-09-25,724.229
2003-09-26,719.701
2003-09-29,727.847
2003-09-30,717.766
2003-10-01,735.197
2003-10-02,736.128
2003-10-03,744.582
2003-10-06,746.014
2003-10-07,750.104
2003-10-08,746.202
2003-10-09,750.439
2003-10-10,750.287
2003-10-13,755.369
2003-10-14,758.672
2003-10-15,757.568
2003-10-16,760.447
2003-10-17,751.872
2003-10-20,756.838
2003-10-21,760.584
2003-10-22,747.455
2003-10-23,748.2
2003-10-24,743.266
2003-10-27,745.394
2003-10-28,760.107
2003-10-29,758.827
2003-10-30,757.463
2003-10-31,760.493
2003-11-03,767.167
2003-11-04,761.852
2003-11-05,760.985
2003-11-06,766.554
2003-11-07,761.484
2003-11-10,756.39
2003-11-11,756.279
2003-11-12,766.811
2003-11-13,766.79
2003-11-14,761.87
2003-11-17,756.874
2003-11-18,749.893
2003-11-19,757.493
2003-11-20,749.552
2003-11-21,750.681
2003-11-24,765.255
2003-11-25,763.34
2003-11-26,765.664
2003-11-27,765.664
2003-11-28,765.503
2003-12-01,773.965
2003-12-02,768.768
2003-12-03,766.192
2003-12-04,770.868
2003-12-05,763.728
2003-12-08,767.957
2003-12-09,758.633
2003-12-10,758.648
2003-12-11,767.078
2003-12-12,768.473
2003-12-15,763.055
2003-12-16,767.165
2003-12-17,766.893
2003-12-18,775.957
2003-12-19,774.338
2003-12-22,775.845
2003-12-23,778.194
2003-12-24,777.122
2003-12-25,777.122
2003-12-26,778.526
2003-12-29,789.143
2003-12-30,788.741
2003-12-31,789.828
2004-01-01,789.828
2004-01-02,786.757
2004-01-05,797.371
2004-01-06,800.014
2004-01-07,804.398
2004-01-08,807.414
2004-01-09,801.276
2004-01-12,805.608
2004-01-13,801.285
2004-01-14,806.786
2004-01-15,807.344
2004-01-16,813.093
2004-01-19,813.093
2004-01-20,810.511
2004-01-21,814.942
2004-01-22,813.991
2004-01-23,814.523
2004-01-26,825.612
2004-01-27,814.752
2004-01-28,802.457
2004-01-29,807.794
2004-01-30,806.249
2004-02-02,809.924
2004-02-03,813.332
2004-02-04,806.255
2004-02-05,805.822
2004-02-06,817.558
2004-02-09,814.816
2004-02-10,819.32
2004-02-11,825.464
2004-02-12,820.302
2004-02-13,815.588
2004-02-16,815.588
2004-02-17,822.861
2004-02-18,819.879
2004-02-19,814.994
2004-02-20,814.617
2004-02-23,809.835
2004-02-24,810.367
2004-02-25,813.767
2004-02-26,814.356
2004-02-27,812.474
2004-03-01,819.703
2004-03-02,812.702
2004-03-03,813.832
2004-03-04,817.62
2004-03-05,816.958
2004-03-08,809.176
2004-03-09,805.717
2004-03-10,795.532
2004-03-11,784.428
2004-03-12,794.003
2004-03-15,782.065
2004-03-16,786.326
2004-03-17,794.172
2004-03-18,791.875
2004-03-19,782.269
2004-03-22,773.901
2004-03-23,772.46
2004-03-24,773.105
2004-03-25,788.176
2004-03-26,785.536
2004-03-29,796.658
2004-03-30,799.052
2004-03-31,797.735
2004-04-01,802.396
2004-04-02,812.683
2004-04-05,819.529
2004-04-06,815.657
2004-04-07,809.761
2004-04-08,808.84
2004-04-09,808.84
2004-04-12,813.749
2004-04-13,804.816
2004-04-14,806.599
2004-04-15,807.236
2004-04-16,808.323
2004-04-19,811.681
2004-04-20,797.435
2004-04-21,802.277
2004-04-22,812.051
2004-04-23,816.379
2004-04-26,811.865
2004-04-27,813.013
2004-04-28,801.953
2004-04-29,796.703
2004-04-30,790.442
2004-05-03,796.825
2004-05-04,797.368
2004-05-05,799.315
2004-05-06,794.511
2004-05-07,788.762
2004-05-10,783.302
2004-05-11,789.992
2004-05-12,789.246
2004-05-13,787.963
2004-05-14,785.019
2004-05-17,777.434
2004-05-18,782.915
2004-05-19,780.479
2004-05-20,781.474
2004-05-21,783.26
2004-05-24,783.163
2004-05-25,796.348
2004-05-26,798.137
2004-05-27,804.443
2004-05-28,803.52
2004-05-31,803.52
2004-06-01,804.389
2004-06-02,806.769
2004-06-03,800.614
2004-06-04,805.126
2004-06-07,817.911
2004-06-08,820.377
2004-06-09,812.017
2004-06-10,814.39
2004-06-11,814.39
2004-06-14,807.622
2004-06-15,811.893
2004-06-16,811.498
2004-06-17,808.574
2004-06-18,809.11
2004-06-21,804.44
2004-06-22,807.212
2004-06-23,813.788
2004-06-24,810.899
2004-06-25,805.895
2004-06-28,805.377
2004-06-29,808.4
2004-06-30,811.459
2004-07-01,802.301
2004-07-02,799.031
2004-07-05,799.031
2004-07-06,790.021
2004-07-07,791.845
2004-07-08,785.335
2004-07-09,787.285
2004-07-12,787.178
2004-07-13,788.088
2004-07-14,783.404
2004-07-15,779.421
2004-07-16,773.445
2004-07-19,771.168
2004-07-20,778.855
2004-07-21,767.365
2004-07-22,771.004
2004-07-23,759.525
2004-07-26,757.93
2004-07-27,765.496
2004-07-28,763.393
2004-07-29,766.853
2004-07-30,768.315
2004-08-02,772.252
2004-08-03,765.757
2004-08-04,765.136
2004-08-05,752.236
2004-08-06,739.893
2004-08-09,739.13
2004-08-10,750.072
2004-08-11,746.091
2004-08-12,737.588
2004-08-13,738.955
2004-08-16,747.509
2004-08-17,751.109
2004-08-18,761.427
2004-08-19,758.037
2004-08-20,761.839
2004-08-23,761.52
2004-08-24,760.969
2004-08-25,767.96
2004-08-26,767.095
2004-08-27,769.593
2004-08-30,762.179
2004-08-31,764.426
2004-09-01,766.237
2004-09-02,774.815
2004-09-03,769.036
2004-09-06,769.036
2004-09-07,772.691
2004-09-08,770.308
2004-09-09,771.649
2004-09-10,776.919
2004-09-13,779.297
2004-09-14,782.151
2004-09-15,776.215
2004-09-16,775.821
2004-09-17,778.808
2004-09-20,774.915
2004-09-21,777.852
2004-09-22,766.467
2004-09-23,765.376
2004-09-24,764.472
2004-09-27,759.558
2004-09-28,762.975
2004-09-29,768.706
2004-09-30,769.345
2004-10-01,781.331
2004-10-04,783.507
2004-10-05,783.676
2004-10-06,787.976
2004-10-07,778.187
2004-10-08,770.033
2004-10-11,772.53
2004-10-12,769.867
2004-10-13,766.764
2004-10-14,759.096
2004-10-15,761.643
2004-10-18,768.565
2004-10-19,762.71
2004-10-20,764.288
2004-10-21,765.719
2004-10-22,754.979
2004-10-25,752.768
2004-10-26,763.943
2004-10-27,776.886
2004-10-28,778.658
2004-10-29,778.818
2004-11-01,778.212
2004-11-02,779.582
2004-11-03,788.341
2004-11-04,798.13
2004-11-05,803.294
2004-11-08,802.884
2004-11-09,802.5
2004-11-10,799.229
2004-11-11,806.768
2004-11-12,813.651
2004-11-15,816.603
2004-11-16,810.062
2004-11-17,814.709
2004-11-18,815.663
2004-11-19,804.835
2004-11-22,808.078
2004-11-23,806.171
2004-11-24,809.408
2004-11-25,809.408
2004-11-26,809.174
2004-11-29,807.631
2004-11-30,802.155
2004-12-01,816.586
2004-12-02,819.022
2004-12-03,820.242
2004-12-06,820.1
2004-12-07,811.102
2004-12-08,816.439
2004-12-09,822.477
2004-12-10,820.246
2004-12-13,825.699
2004-12-14,830.084
2004-12-15,829.583
2004-12-16,828.72
2004-12-17,824.023
2004-12-20,823.36
2004-12-21,830.596
2004-12-22,833.545
2004-12-23,833.9
2004-12-24,833.9
2004-12-27,831.22
2004-12-28,837.647
2004-12-29,837.427
2004-12-30,838.079
2004-12-31,836.383
2005-01-03,831.077
2005-01-04,819.659
2005-01-05,817.411
2005-01-06,818.873
2005-01-07,820.469
2005-01-10,824.562
2005-01-11,819.529
2005-01-12,823.651
2005-01-13,814.718
2005-01-14,819.409
2005-01-17,819.409
2005-01-18,825.256
2005-01-19,817.735
2005-01-20,810.015
2005-01-21,804.856
2005-01-24,799.178
2005-01-25,803.718
2005-01-26,807.824
2005-01-27,807.08
2005-01-28,806.554
2005-01-31,811.577
2005-02-01,815.852
2005-02-02,818.104
2005-02-03,813.925
2005-02-04,821.859
2005-02-07,820.349
2005-02-08,820.024
2005-02-09,811.801
2005-02-10,815.162
2005-02-11,821.794
2005-02-14,821.564
2005-02-15,825.286
2005-02-16,824.771
2005-02-17,818.311
2005-02-18,817.267
2005-02-21,817.267
2005-02-22,806.197
2005-02-23,809.506
2005-02-24,815.05
2005-02-25,820.335
2005-02-28,814.709
2005-03-01,820.819
2005-03-02,820.094
2005-03-03,819.544
2005-03-04,825.561
2005-03-07,829.174
2005-03-08,824.81
2005-03-09,820.0
2005-03-10,822.19
2005-03-11,813.76
2005-03-14,817.426
2005-03-15,811.223
2005-03-16,804.287
2005-03-17,805.203
2005-03-18,803.998
2005-03-21,801.231
2005-03-22,795.193
2005-03-23,797.805
2005-03-24,797.061
2005-03-25,797.061
2005-03-28,798.985
2005-03-29,793.988
2005-03-30,804.419
2005-03-31,800.386
2005-04-01,792.555
2005-04-04,797.27
2005-04-05,802.702
2005-04-06,801.643
2005-04-07,807.977
2005-04-08,801.38
2005-04-11,800.244
2005-04-12,804.143
2005-04-13,795.294
2005-04-14,787.966
2005-04-15,776.815
2005-04-18,776.305
2005-04-19,779.314
2005-04-20,770.713
2005-04-21,787.474
2005-04-22,778.839
2005-04-25,784.808
2005-04-26,778.685
2005-04-27,782.663
2005-04-28,776.031
2005-04-29,783.688
2005-05-02,787.27
2005-05-03,788.579
2005-05-04,797.921
2005-05-05,796.003
2005-05-06,796.202
2005-05-09,800.251
2005-05-10,792.792
2005-05-11,797.171
2005-05-12,793.289
2005-05-13,792.992
2005-05-16,800.656
2005-05-17,805.609
2005-05-18,813.161
2005-05-19,816.853
2005-05-20,815.775
2005-05-23,818.225
2005-05-24,819.612
2005-05-25,816.551
2005-05-26,822.343
2005-05-27,822.899
2005-05-30,822.899
2005-05-31,817.56
2005-06-01,825.06
2005-06-02,827.957
2005-06-03,820.396
2005-06-06,821.406
2005-06-07,820.792
2005-06-08,818.212
2005-06-09,823.092
2005-06-10,818.291
2005-06-13,820.51
2005-06-14,821.824
2005-06-15,822.56
2005-06-16,824.313
2005-06-17,826.092
2005-06-20,826.966
2005-06-21,826.748
2005-06-22,826.388
2005-06-23,817.388
2005-06-24,810.834
2005-06-27,809.467
2005-06-28,818.347
2005-06-29,815.8
2005-06-30,810.338
2005-07-01,810.983
2005-07-04,810.983
2005-07-05,817.899
2005-07-06,812.335
2005-07-07,814.436
2005-07-08,825.275
2005-07-11,830.961
2005-07-12,833.807
2005-07-13,834.312
2005-07-14,837.84
2005-07-15,839.214
2005-07-18,835.669
2005-07-19,843.065
2005-07-20,847.31
2005-07-21,844.143
2005-07-22,845.662
2005-07-25,841.689
2005-07-26,844.26
2005-07-27,849.911
2005-07-28,854.61
2005-07-29,848.213
2005-08-01,850.314
2005-08-02,857.155
2005-08-03,857.976
2005-08-04,851.211
2005-08-05,847.297
2005-08-08,843.484
2005-08-09,849.578
2005-08-10,845.435
2005-08-11,850.924
2005-08-12,845.267
2005-08-15,848.501
2005-08-16,838.124
2005-08-17,839.968
2005-08-18,839.271
2005-08-19,838.62
2005-08-22,839.853
2005-08-23,837.418
2005-08-24,831.556
2005-08-25,833.302
2005-08-26,829.3
2005-08-29,835.303
2005-08-30,831.662
2005-08-31,838.056
2005-09-01,836.362
2005-09-02,834.533
2005-09-05,834.533
2005-09-06,846.437
2005-09-07,848.356
2005-09-08,845.07
2005-09-09,849.346
2005-09-12,849.139
2005-09-13,842.824
2005-09-14,836.992
2005-09-15,837.147
2005-09-16,842.27
2005-09-19,836.858
2005-09-20,830.175
2005-09-21,822.578
2005-09-22,827.426
2005-09-23,828.43
2005-09-26,826.438
2005-09-27,825.888
2005-09-28,826.189
2005-09-29,833.248
2005-09-30,836.777
2005-10-03,835.361
2005-10-04,829.947
2005-10-05,819.011
2005-10-06,815.626
2005-10-07,817.082
2005-10-10,814.033
2005-10-11,811.387
2005-10-12,807.684
2005-10-13,809.98
2005-10-14,816.481
2005-10-17,817.392
2005-10-18,812.432
2005-10-19,826.555
2005-10-20,817.711
2005-10-21,818.777
2005-10-24,830.33
2005-10-25,826.526
2005-10-26,821.782
2005-10-27,812.697
2005-10-28,825.26
2005-10-31,833.063
2005-11-01,829.118
