Date,CANADA Standard (Large+Mid Cap)
1977-05-31,148.055
1977-06-30,154.383
1977-07-29,153.908
1977-08-31,147.619
1977-09-30,148.458
1977-10-31,138.389
1977-11-30,146.589
1977-12-30,155.357
1978-01-31,144.16
1978-02-28,143.921
1978-03-31,150.507
1978-04-28,153.418
1978-05-31,162.204
1978-06-30,161.331
1978-07-31,170.436
1978-08-31,173.901
1978-09-29,180.15
1978-10-31,172.071
1978-11-30,182.142
1978-12-29,187.392
1979-01-31,191.86
1979-02-28,196.521
1979-03-30,216.473
1979-04-30,222.574
1979-05-31,228.583
1979-06-29,244.608
1979-07-31,233.169
1979-08-31,257.014
1979-09-28,273.815
1979-10-31,245.62
1979-11-30,267.619
1979-12-31,285.096
1980-01-31,326.91
1980-02-29,370.653
1980-03-31,288.971
1980-04-30,298.789
1980-05-30,324.868
1980-06-30,348.641
1980-07-31,363.078
1980-08-29,369.217
1980-09-30,367.06
1980-10-31,356.461
1980-11-28,370.904
1980-12-31,349.551
1981-01-30,346.515
1981-02-27,338.948
1981-03-31,365.138
1981-04-30,357.483
1981-05-29,370.481
1981-06-30,370.654
1981-07-31,345.834
1981-08-31,346.796
1981-09-30,296.532
1981-10-30,289.296
1981-11-30,327.682
1981-12-31,311.901
1982-01-29,284.711
1982-02-26,262.909
1982-03-31,247.406
1982-04-30,245.613
1982-05-31,240.828
1982-06-30,208.447
1982-07-30,222.188
1982-08-31,262.13
1982-09-30,258.961
1982-10-29,288.539
1982-11-30,292.974
1982-12-31,319.721
1983-01-31,329.77
1983-02-28,341.995
1983-03-31,350.752
1983-04-29,387.492
1983-05-31,397.167
1983-06-30,405.784
1983-07-29,408.172
1983-08-31,410.313
1983-09-30,416.146
1983-10-31,392.105
1983-11-30,426.518
1983-12-30,426.654
1984-01-31,406.415
1984-02-29,402.347
1984-03-30,390.41
1984-04-30,380.347
1984-05-31,364.188
1984-06-29,357.469
1984-07-31,347.012
1984-08-31,397.838
1984-09-28,394.322
1984-10-31,387.353
1984-11-30,387.803
1984-12-31,394.268
1985-01-31,425.941
1985-02-28,408.307
1985-03-29,418.898
1985-04-30,421.277
1985-05-31,434.659
1985-06-28,432.275
1985-07-31,452.968
1985-08-30,448.156
1985-09-30,420.124
1985-10-31,427.743
1985-11-29,455.563
1985-12-31,457.35
1986-01-31,437.635
1986-02-28,442.956
1986-03-31,482.787
1986-04-30,491.844
1986-05-30,498.207
1986-06-30,488.763
1986-07-31,466.191
1986-08-29,485.388
1986-09-30,482.026
1986-10-31,492.634
1986-11-28,497.939
1986-12-31,506.676
1987-01-30,578.326
1987-02-27,606.454
1987-03-31,663.601
1987-04-30,646.563
1987-05-29,643.554
1987-06-30,663.641
1987-07-31,720.017
1987-08-31,720.146
1987-09-30,710.205
1987-10-30,553.785
1987-11-30,540.182
1987-12-31,581.004
1988-01-29,573.46
1988-02-29,611.66
1988-03-31,639.752
1988-04-29,650.398
1988-05-31,626.628
1988-06-30,679.827
1988-07-29,667.478
1988-08-31,633.001
1988-09-30,646.992
1988-10-31,668.837
1988-11-30,666.333
1988-12-30,685.742
1989-01-31,742.717
1989-02-28,719.57
1989-03-31,728.084
1989-04-28,747.867
1989-05-31,753.645
1989-06-30,772.018
1989-07-31,832.128
1989-08-31,845.502
1989-09-29,832.485
1989-10-31,833.041
1989-11-30,841.906
1989-12-29,859.147
1990-01-31,780.431
1990-02-28,782.372
1990-03-30,789.7
1990-04-30,730.926
1990-05-31,785.046
1990-06-29,782.526
1990-07-31,799.009
1990-08-31,758.652
1990-09-28,725.363
1990-10-31,703.349
1990-11-30,722.692
1990-12-31,754.264
1991-01-31,754.54
1991-02-28,805.338
1991-03-29,804.37
1991-04-30,813.624
1991-05-31,843.256
1991-06-28,823.095
1991-07-31,836.807
1991-08-30,847.038
1991-09-30,825.521
1991-10-31,862.67
1991-11-29,841.681
1991-12-31,844.947
1992-01-31,856.72
1992-02-28,850.172
1992-03-31,803.927
1992-04-30,793.574
1992-05-29,798.202
1992-06-30,801.313
1992-07-31,819.876
1992-08-31,802.436
1992-09-30,743.556
1992-10-30,762.562
1992-11-30,728.627
1992-12-31,748.169
1993-01-29,734.21
1993-02-26,775.5
1993-03-31,796.684
1993-04-30,825.056
1993-05-31,837.32
1993-06-30,831.745
1993-07-30,826.085
1993-08-31,832.554
1993-09-30,792.004
1993-10-29,866.506
1993-11-30,847.025
1993-12-31,885.893
1994-01-31,942.203
1994-02-28,896.64
1994-03-31,858.153
1994-04-29,848.952
2000-12-29,2319.254
2001-01-31,2432.939
2001-02-28,2045.501
2001-03-30,1858.976
2001-04-30,1991.653
2001-05-31,2028.982
2001-06-29,1952.276
2001-07-31,1943.584
2001-08-31,1838.407
2001-09-28,1667.555
2001-10-31,1669.882
2001-11-30,1823.667
2001-12-31,1853.024
2002-01-31,1839.669
2002-02-28,1820.756
2002-03-29,1886.592
2002-04-30,1872.031
2002-05-31,1913.117
2002-06-28,1805.303
2002-07-31,1602.597
2002-08-30,1622.85
2002-09-30,1492.735
2002-10-31,1538.213
2002-11-29,1628.53
2002-12-31,1616.177
2003-01-31,1661.775
2003-02-28,1720.461
2003-03-31,1698.68
2003-04-30,1806.891
2003-05-30,1962.052
2003-06-30,2014.731
2003-07-31,2021.503
2003-08-29,2127.623
2003-09-30,2164.844
2003-10-31,2311.168
2003-11-28,2380.493
2003-12-31,2510.825
2004-01-30,2537.856
2004-02-27,2593.58
2004-03-31,2581.926
2004-04-30,2367.307
2004-05-31,2431.264
2004-06-30,2535.426
2004-07-30,2538.187
2004-08-31,2539.792
2004-09-30,2732.967
2004-10-29,2905.68
2004-11-30,3025.252
2004-12-31,3082.727
2005-01-31,2960.568
2005-02-28,3151.4
2005-03-31,3196.434
2005-04-29,3023.63
2005-05-31,3090.857
2005-06-30,3279.956
2005-07-29,3460.132
2005-08-31,3665.634
2005-09-30,3886.844
2005-10-31,3606.843
2005-11-30,3802.611
2005-12-30,3972.441
2006-01-31,4321.595
2006-02-28,4243.663
2006-03-31,4309.897
2006-04-28,4520.335
2006-05-31,4401.322
2006-06-30,4332.821
2006-07-31,4346.225
2006-08-31,4522.474
2006-09-29,4387.911
2006-10-31,4598.778
2006-11-30,4731.96
2006-12-29,4701.402
2007-01-31,4689.05
2007-02-28,4723.754
2007-03-30,4855.609
2007-04-30,5150.662
2007-05-31,5593.021
2007-06-29,5586.466
2007-07-31,5573.546
2007-08-31,5576.625
2007-09-28,6125.073
2007-10-31,6700.419
2007-11-30,5957.727
2007-12-31,6123.025
2008-01-31,5734.094
2008-02-29,6089.879
2008-03-31,5756.995
2008-04-30,6165.443
2008-05-30,6635.27
2008-06-30,6398.735
2008-07-31,5954.126
2008-08-29,5839.006
2008-09-30,5010.726
2008-10-31,3660.681
2008-11-28,3453.988
2008-12-31,3358.364
2009-01-30,3241.113
2009-02-27,2964.089
2009-03-31,3243.895
2009-04-30,3696.839
2009-05-29,4482.9
2009-06-30,4241.012
2009-07-31,4751.088
2009-08-31,4683.546
2009-09-30,5024.543
2009-10-30,4767.144
2009-11-30,5122.283
2009-12-31,5284.788
2010-01-29,4895.375
2010-02-26,5178.393
2010-03-31,5609.732
2010-04-30,5692.582
2010-05-31,5303.15
2010-06-30,5029.586
2010-07-30,5391.622
2010-08-31,5288.658
2010-09-30,5702.259
2010-10-29,5882.808
2010-11-30,5945.569
2010-12-31,6405.832
2011-01-31,6434.461
2011-02-28,6904.17
2011-03-31,6905.507
2011-04-29,6989.742
2011-05-31,6778.772
2011-06-30,6589.677
2011-07-29,6450.865
2011-08-31,6223.584
2011-09-30,5348.256
2011-10-31,5908.688
2011-11-30,5751.249
2011-12-30,5627.019
2012-01-31,5963.589
2012-02-29,6177.206
2012-03-30,5996.437
2012-04-30,6029.206
2012-05-31,5384.137
2012-06-29,5542.459
2012-07-31,5666.178
2012-08-31,5909.868
2012-09-28,6131.751
2012-10-31,6112.338
2012-11-30,6085.954
2012-12-31,6183.942
2013-01-31,6299.33
2013-02-28,6211.805
2013-03-29,6249.642
2013-04-30,6162.062
2013-05-31,6132.648
2013-06-28,5794.979
2013-07-31,6131.38
2013-08-30,6076.032
2013-09-30,6318.274
2013-10-31,6529.593
2013-11-29,6473.37
2013-12-31,6581.97
2014-01-31,6314.128
2014-02-28,6596.228
2014-03-31,6697.44
2014-04-30,6895.885
2014-05-30,6952.386
2014-06-30,7371.817
2014-07-31,7369.966
2014-08-29,7537.945
2014-09-30,7053.539
2014-10-31,6855.521
2014-11-28,6858.506
2014-12-31,6728.041
2015-01-30,6171.601
2015-02-27,6540.258
2015-03-31,6332.418
2015-04-30,6776.015
2015-05-29,6471.511
2015-06-30,6285.098
2015-07-31,6058.628
2015-08-31,5670.004
2015-09-30,5406.462
2015-10-30,5636.934
2015-11-30,5526.458
2015-12-31,5140.819
2016-01-29,5015.176
2016-02-29,5208.152
2016-03-31,5731.439
2016-04-29,6119.819
2016-05-31,5911.283
2016-06-30,5938.156
2016-07-29,6142.21
2016-08-31,6164.205
2016-09-30,6237.171
2016-10-31,6185.108
2016-11-30,6335.137
2016-12-30,6451.331
2017-01-31,6695.358
2017-02-28,6591.78
2017-03-31,6624.468
2017-04-28,6487.564
2017-05-31,6475.502
2017-06-30,6678.852
2017-07-31,6946.032
2017-08-31,6958.598
2017-09-29,7220.082
2017-10-31,7208.888
2017-11-30,7257.1
2017-12-29,7541.878
2018-01-31,7615.521
2018-02-28,7060.116
2018-03-30,6999.683
2018-04-30,7175.418
2018-05-31,7320.536
2018-06-29,7341.637
2018-07-31,7522.41
2018-08-31,7415.535
2018-09-28,7413.238
2018-10-31,6838.696
2018-11-30,6862.077
2018-12-31,6293.2
2019-01-31,7117.495
2019-02-28,7318.178
2019-03-29,7274.739
2019-04-30,7500.529
2019-05-31,7203.966
2019-06-28,7646.147
2019-07-31,7605.552
2019-08-30,7520.769
2019-09-30,7695.862
2019-10-31,7683.822
2019-11-29,7876.315
2019-12-31,8086.611
2020-01-31,8058.205
2020-02-28,7473.451
2020-03-31,5873.457
2020-04-30,6603.99
2020-05-29,6821.778
2020-06-30,7073.833
2020-07-31,7502.489
2020-08-31,7907.481
2020-09-30,7524.661
2020-10-30,7279.964
2020-11-30,8288.375
2020-12-31,8589.02
2021-01-29,8502.413
2021-02-26,8979.655
2021-03-31,9430.366
2021-04-30,9852.15
2021-05-31,10392.86
2021-06-30,10394.453
2021-07-30,10388.672
2021-08-31,10413.784
2021-09-30,10148.524
2021-10-29,10927.24
2021-11-30,10397.079
2021-12-31,10896.572
2022-01-31,10809.0
2022-02-28,10831.608
2022-03-31,11415.165
2022-04-29,10587.227
2022-05-31,10746.573
2022-06-30,9636.149
2022-07-29,10113.86
2022-08-31,9709.826
2022-09-30,8890.801
2022-10-31,9478.15
2022-11-30,10058.328
2022-12-30,9570.731
2023-01-31,10440.93
2023-02-28,9990.336
2023-03-31,10005.861
2023-04-28,10310.127
2023-05-31,9751.617
2023-06-30,10397.252
2023-07-31,10741.091
2023-08-31,10298.357
2023-09-29,9999.016
2023-10-31,9441.686
2023-11-30,10429.738
2023-12-29,11143.831
2024-01-31,11064.189
2024-02-29,11142.758
2024-03-29,11609.896
2024-04-30,11221.094
2024-05-31,11610.015
2024-06-28,11383.91
2024-07-31,11946.328
2024-08-30,12436.209
2024-09-30,12773.582
2024-10-31,12483.292
2024-11-29,13317.474
2024-12-31,12563.692
2025-01-31,12923.323
2025-02-28,12968.95
2025-03-31,12727.197
2025-04-30,13288.86
2025-05-30,14062.448
