Date,BELGIUM IMI IMI (Large+Mid+Small Cap)
2016-08-31,918.601
2016-09-30,956.592
2016-10-31,884.501
2016-11-30,838.028
2016-12-30,859.958
2017-01-31,863.018
2017-02-28,879.248
2017-03-31,912.204
2017-04-28,941.068
2017-05-31,985.007
2017-06-30,955.864
2017-07-31,1025.028
2017-08-31,1016.02
2017-09-29,1040.689
2017-10-31,1052.722
2017-11-30,1033.577
2017-12-29,1030.8
2018-01-31,1099.903
2018-02-28,1055.468
2018-03-30,1037.575
2018-04-30,1008.338
2018-05-31,962.33
2018-06-29,977.721
2018-07-31,1004.392
2018-08-31,962.949
2018-09-28,936.776
2018-10-31,836.946
2018-11-30,851.164
2018-12-31,781.955
2019-01-31,854.845
2019-02-28,872.495
2019-03-29,898.414
2019-04-30,931.597
2019-05-31,865.614
2019-06-28,918.005
2019-07-31,970.18
2019-08-30,932.827
2019-09-30,951.325
2019-10-31,934.31
2019-11-29,949.821
2019-12-31,979.509
2020-01-31,950.37
2020-02-28,813.216
2020-03-31,698.656
2020-04-30,743.57
2020-05-29,768.45
2020-06-30,797.823
2020-07-31,835.325
2020-08-31,855.946
2020-09-30,822.851
2020-10-30,766.357
2020-11-30,934.6
2020-12-31,958.42
2021-01-29,942.786
2021-02-26,939.793
2021-03-31,942.384
2021-04-30,1002.925
2021-05-31,1047.782
2021-06-30,1027.037
2021-07-30,1021.482
2021-08-31,1034.218
2021-09-30,981.233
2021-10-29,1016.993
2021-11-30,953.137
2021-12-31,1013.133
2022-01-31,962.858
2022-02-28,951.943
2022-03-31,965.116
2022-04-29,912.347
2022-05-31,886.591
2022-06-30,823.998
2022-07-29,829.499
2022-08-31,772.279
2022-09-30,711.294
2022-10-31,761.497
2022-11-30,828.586
2022-12-30,857.509
2023-01-31,895.863
2023-02-28,894.421
2023-03-31,911.071
2023-04-28,923.997
2023-05-31,831.982
2023-06-30,859.461
2023-07-31,919.827
2023-08-31,888.665
2023-09-29,848.388
2023-10-31,816.744
2023-11-30,882.779
2023-12-29,918.346
2024-01-31,893.445
2024-02-29,885.408
2024-03-29,919.135
2024-04-30,914.845
2024-05-31,948.907
2024-06-28,925.584
2024-07-31,984.421
2024-08-30,1016.733
2024-09-30,1058.653
2024-10-31,1009.195
2024-11-29,978.512
2024-12-31,955.283
2025-01-31,974.625
2025-02-28,1011.862
2025-03-31,1020.226
2025-04-30,1096.542
2025-05-30,1128.884
2025-06-30,1142.451
2025-07-31,1144.263
2025-08-29,1209.546
2025-09-30,1222.061
2025-10-31,1236.71
2025-11-28,1288.418
2025-12-31,1303.543
