Date,BELGIUM IMI IMI (Large+Mid+Small Cap)
2002-07-17,327.599
2002-07-18,333.77
2002-07-19,320.686
2002-07-22,302.309
2002-07-23,286.928
2002-07-24,282.214
2002-07-25,299.625
2002-07-26,296.895
2002-07-29,311.754
2002-07-30,315.018
2002-07-31,314.402
2002-08-01,300.175
2002-08-02,296.268
2002-08-05,288.088
2002-08-06,287.734
2002-08-07,292.715
2002-08-08,300.877
2002-08-09,305.249
2002-08-12,303.119
2002-08-13,301.644
2002-08-14,298.481
2002-08-15,307.592
2002-08-16,308.196
2002-08-19,315.807
2002-08-20,309.437
2002-08-21,313.856
2002-08-22,321.554
2002-08-23,322.47
2002-08-26,320.794
2002-08-27,333.527
2002-08-28,320.804
2002-08-29,313.008
2002-08-30,314.896
2002-09-02,312.498
2002-09-03,307.241
2002-09-04,307.447
2002-09-05,303.368
2002-09-06,308.072
2002-09-09,303.024
2002-09-10,307.704
2002-09-11,314.957
2002-09-12,308.505
2002-09-13,301.86
2002-09-16,297.514
2002-09-17,294.61
2002-09-18,282.528
2002-09-19,279.393
2002-09-20,276.646
2002-09-23,266.27
2002-09-24,258.207
2002-09-25,264.738
2002-09-26,273.985
2002-09-27,272.261
2002-09-30,265.036
2002-10-01,268.494
2002-10-02,275.187
2002-10-03,271.195
2002-10-04,262.253
2002-10-07,260.34
2002-10-08,252.854
2002-10-09,250.986
2002-10-10,255.899
2002-10-11,270.424
2002-10-14,270.789
2002-10-15,286.125
2002-10-16,285.384
2002-10-17,286.675
2002-10-18,286.478
2002-10-21,286.794
2002-10-22,290.392
2002-10-23,282.132
2002-10-24,282.351
2002-10-25,280.744
2002-10-28,285.278
2002-10-29,277.637
2002-10-30,281.388
2002-10-31,286.429
2002-11-01,287.253
2002-11-04,293.695
2002-11-05,299.19
2002-11-06,296.85
2002-11-07,296.357
2002-11-08,293.992
2002-11-11,292.263
2002-11-12,291.109
2002-11-13,288.892
2002-11-14,296.144
2002-11-15,299.163
2002-11-18,303.011
2002-11-19,303.924
2002-11-20,301.767
2002-11-21,308.045
2002-11-22,303.8
2002-11-25,301.551
2002-11-26,293.586
2002-11-27,299.297
2002-11-28,299.142
2002-11-29,298.537
2002-12-02,298.312
2002-12-03,293.322
2002-12-04,289.982
2002-12-05,286.598
2002-12-06,291.429
2002-12-09,284.522
2002-12-10,288.905
2002-12-11,292.68
2002-12-12,291.328
2002-12-13,288.371
2002-12-16,294.823
2002-12-17,298.342
2002-12-18,294.273
2002-12-19,291.752
2002-12-20,294.661
2002-12-23,299.522
2002-12-24,301.519
2002-12-25,301.519
2002-12-26,302.28
2002-12-27,297.213
2002-12-30,301.206
2002-12-31,307.476
2003-01-01,307.476
2003-01-02,310.687
2003-01-03,307.844
2003-01-06,310.429
2003-01-07,306.867
2003-01-08,299.199
2003-01-09,304.172
2003-01-10,302.757
2003-01-13,306.354
2003-01-14,307.568
2003-01-15,308.076
2003-01-16,305.301
2003-01-17,302.191
2003-01-20,299.982
2003-01-21,297.008
2003-01-22,291.922
2003-01-23,292.752
2003-01-24,293.609
2003-01-27,285.452
2003-01-28,285.77
2003-01-29,283.367
2003-01-30,285.255
2003-01-31,291.517
2003-02-03,291.555
2003-02-04,288.333
2003-02-05,288.616
2003-02-06,282.564
2003-02-07,278.586
2003-02-10,273.404
2003-02-11,279.24
2003-02-12,274.467
2003-02-13,274.757
2003-02-14,279.262
2003-02-17,282.356
2003-02-18,285.026
2003-02-19,281.559
2003-02-20,280.613
2003-02-21,279.319
2003-02-24,270.508
2003-02-25,262.1
2003-02-26,256.082
2003-02-27,254.962
2003-02-28,261.584
2003-03-03,263.657
2003-03-04,259.768
2003-03-05,257.836
2003-03-06,253.26
2003-03-07,247.025
2003-03-10,240.611
2003-03-11,235.919
2003-03-12,229.518
2003-03-13,247.92
2003-03-14,262.342
2003-03-17,268.649
2003-03-18,260.236
2003-03-19,261.59
2003-03-20,262.051
2003-03-21,269.19
2003-03-24,261.041
2003-03-25,263.8
2003-03-26,265.652
2003-03-27,261.841
2003-03-28,262.114
2003-03-31,259.245
2003-04-01,261.07
2003-04-02,268.403
2003-04-03,272.102
2003-04-04,276.67
2003-04-07,286.197
2003-04-08,281.86
2003-04-09,283.74
2003-04-10,283.699
2003-04-11,283.942
2003-04-14,288.599
2003-04-15,296.683
2003-04-16,298.133
2003-04-17,299.125
2003-04-18,299.125
2003-04-21,297.835
2003-04-22,300.961
2003-04-23,304.614
2003-04-24,299.083
2003-04-25,295.429
2003-04-28,298.698
2003-04-29,298.814
2003-04-30,304.197
2003-05-01,306.991
2003-05-02,304.728
2003-05-05,309.968
2003-05-06,316.96
2003-05-07,319.54
2003-05-08,315.39
2003-05-09,321.025
2003-05-12,323.891
2003-05-13,320.987
2003-05-14,322.192
2003-05-15,321.877
2003-05-16,328.639
2003-05-19,321.481
2003-05-20,325.298
2003-05-21,321.412
2003-05-22,325.213
2003-05-23,328.173
2003-05-26,330.576
2003-05-27,331.102
2003-05-28,329.077
2003-05-29,332.816
2003-05-30,335.851
2003-06-02,337.326
2003-06-03,338.241
2003-06-04,340.398
2003-06-05,343.96
2003-06-06,345.632
2003-06-09,343.591
2003-06-10,343.408
2003-06-11,348.944
2003-06-12,348.832
2003-06-13,345.231
2003-06-16,350.75
2003-06-17,350.024
2003-06-18,347.692
2003-06-19,342.223
2003-06-20,344.392
2003-06-23,337.864
2003-06-24,333.847
2003-06-25,337.377
2003-06-26,331.917
2003-06-27,333.554
2003-06-30,334.925
2003-07-01,331.049
2003-07-02,334.131
2003-07-03,333.789
2003-07-04,330.151
2003-07-07,334.928
2003-07-08,335.201
2003-07-09,333.905
2003-07-10,331.809
2003-07-11,334.91
2003-07-14,338.372
2003-07-15,335.894
2003-07-16,331.883
2003-07-17,332.448
2003-07-18,333.459
2003-07-21,333.697
2003-07-22,335.982
2003-07-23,337.354
2003-07-24,342.064
2003-07-25,342.209
2003-07-28,343.588
2003-07-29,343.29
2003-07-30,341.754
2003-07-31,341.957
2003-08-01,341.118
2003-08-04,343.415
2003-08-05,345.667
2003-08-06,342.441
2003-08-07,345.632
2003-08-08,343.924
2003-08-11,344.849
2003-08-12,345.67
2003-08-13,344.932
2003-08-14,347.325
2003-08-15,350.451
2003-08-18,349.464
2003-08-19,351.653
2003-08-20,349.444
2003-08-21,347.398
2003-08-22,343.605
2003-08-25,343.955
2003-08-26,340.109
2003-08-27,341.824
2003-08-28,338.971
2003-08-29,336.853
2003-09-01,341.653
2003-09-02,337.446
2003-09-03,342.288
2003-09-04,343.942
2003-09-05,347.006
2003-09-08,352.24
2003-09-09,352.586
2003-09-10,349.304
2003-09-11,350.167
2003-09-12,353.646
2003-09-15,355.33
2003-09-16,354.422
2003-09-17,356.803
2003-09-18,358.176
2003-09-19,358.763
2003-09-22,361.312
2003-09-23,359.303
2003-09-24,358.832
2003-09-25,359.376
2003-09-26,356.938
2003-09-29,357.504
2003-09-30,357.325
2003-10-01,363.499
2003-10-02,362.975
2003-10-03,365.186
2003-10-06,366.183
2003-10-07,369.513
2003-10-08,369.996
2003-10-09,370.167
2003-10-10,371.569
2003-10-13,370.951
2003-10-14,370.411
2003-10-15,373.096
2003-10-16,374.119
2003-10-17,371.505
2003-10-20,373.986
2003-10-21,374.329
2003-10-22,374.272
2003-10-23,370.148
2003-10-24,370.123
2003-10-27,371.65
2003-10-28,370.884
2003-10-29,369.225
2003-10-30,372.494
2003-10-31,374.231
2003-11-03,370.887
2003-11-04,371.489
2003-11-05,371.919
2003-11-06,372.116
2003-11-07,376.374
2003-11-10,376.795
2003-11-11,376.869
2003-11-12,379.302
2003-11-13,381.464
2003-11-14,385.779
2003-11-17,380.19
2003-11-18,381.87
2003-11-19,382.229
2003-11-20,380.528
2003-11-21,382.746
2003-11-24,382.207
2003-11-25,383.114
2003-11-26,385.707
2003-11-27,385.997
2003-11-28,387.524
2003-12-01,389.791
2003-12-02,394.486
2003-12-03,397.76
2003-12-04,396.093
2003-12-05,397.339
2003-12-08,396.982
2003-12-09,397.976
2003-12-10,397.596
2003-12-11,393.974
2003-12-12,396.809
2003-12-15,398.506
2003-12-16,398.807
2003-12-17,400.437
2003-12-18,403.502
2003-12-19,403.906
2003-12-22,407.703
2003-12-23,410.052
2003-12-24,410.577
2003-12-25,410.577
2003-12-26,410.413
2003-12-29,414.239
2003-12-30,417.057
2003-12-31,420.861
2004-01-01,420.861
2004-01-02,424.911
2004-01-05,430.043
2004-01-06,434.909
2004-01-07,433.799
2004-01-08,438.952
2004-01-09,442.916
2004-01-12,441.294
2004-01-13,442.346
2004-01-14,443.333
2004-01-15,443.278
2004-01-16,440.365
2004-01-19,440.103
2004-01-20,445.0
2004-01-21,449.716
2004-01-22,453.749
2004-01-23,452.731
2004-01-26,448.221
2004-01-27,451.081
2004-01-28,451.507
2004-01-29,440.543
2004-01-30,442.82
2004-02-02,447.453
2004-02-03,449.598
2004-02-04,446.451
2004-02-05,450.344
2004-02-06,456.29
2004-02-09,458.536
2004-02-10,458.495
2004-02-11,459.289
2004-02-12,466.669
2004-02-13,463.762
2004-02-16,466.251
2004-02-17,471.239
2004-02-18,474.466
2004-02-19,471.898
2004-02-20,465.158
2004-02-23,467.58
2004-02-24,468.955
2004-02-25,463.766
2004-02-26,459.526
2004-02-27,461.529
2004-03-01,462.178
2004-03-02,457.885
2004-03-03,450.275
2004-03-04,456.635
2004-03-05,466.584
2004-03-08,464.634
2004-03-09,460.546
2004-03-10,452.705
2004-03-11,440.951
2004-03-12,440.486
2004-03-15,432.793
2004-03-16,437.262
2004-03-17,438.934
2004-03-18,439.541
2004-03-19,436.195
2004-03-22,429.683
2004-03-23,429.164
2004-03-24,425.08
2004-03-25,428.109
2004-03-26,428.026
2004-03-29,431.26
2004-03-30,432.636
2004-03-31,437.976
2004-04-01,446.539
2004-04-02,443.587
2004-04-05,439.727
2004-04-06,442.72
2004-04-07,447.335
2004-04-08,447.354
2004-04-09,447.354
2004-04-12,446.098
2004-04-13,445.438
2004-04-14,442.023
2004-04-15,442.263
2004-04-16,449.421
2004-04-19,447.311
2004-04-20,445.378
2004-04-21,442.947
2004-04-22,443.993
2004-04-23,444.373
2004-04-26,443.968
2004-04-27,443.92
2004-04-28,437.489
2004-04-29,437.889
2004-04-30,438.691
2004-05-03,440.115
2004-05-04,444.469
2004-05-05,447.668
2004-05-06,439.685
2004-05-07,431.726
2004-05-10,418.422
2004-05-11,422.575
2004-05-12,423.641
2004-05-13,425.652
2004-05-14,427.238
2004-05-17,426.976
2004-05-18,428.953
2004-05-19,436.93
2004-05-20,433.632
2004-05-21,437.189
2004-05-24,437.433
2004-05-25,439.103
2004-05-26,441.86
2004-05-27,451.527
2004-05-28,448.426
2004-05-31,448.793
2004-06-01,447.03
2004-06-02,451.789
2004-06-03,455.519
2004-06-04,458.541
2004-06-07,463.947
2004-06-08,462.498
2004-06-09,455.238
2004-06-10,455.681
2004-06-11,451.03
2004-06-14,451.646
2004-06-15,453.254
2004-06-16,451.783
2004-06-17,454.183
2004-06-18,460.157
2004-06-21,457.967
2004-06-22,455.962
2004-06-23,455.302
2004-06-24,459.842
2004-06-25,457.462
2004-06-28,460.277
2004-06-29,458.125
2004-06-30,461.489
2004-07-01,461.271
2004-07-02,464.844
2004-07-05,462.299
2004-07-06,459.567
2004-07-07,465.606
2004-07-08,466.176
2004-07-09,467.59
2004-07-12,466.675
2004-07-13,467.143
2004-07-14,468.866
2004-07-15,465.475
2004-07-16,468.61
2004-07-19,463.955
2004-07-20,464.477
2004-07-21,461.834
2004-07-22,456.525
2004-07-23,449.467
2004-07-26,448.952
2004-07-27,451.349
2004-07-28,450.688
2004-07-29,458.601
2004-07-30,455.078
2004-08-02,455.949
2004-08-03,461.418
2004-08-04,459.333
2004-08-05,462.746
2004-08-06,465.388
2004-08-09,460.206
2004-08-10,466.427
2004-08-11,459.73
2004-08-12,461.514
2004-08-13,463.249
2004-08-16,466.238
2004-08-17,467.056
2004-08-18,465.06
2004-08-19,470.231
2004-08-20,469.063
2004-08-23,468.741
2004-08-24,465.278
2004-08-25,467.966
2004-08-26,471.414
2004-08-27,471.77
2004-08-30,471.859
2004-08-31,475.674
2004-09-01,481.072
2004-09-02,482.126
2004-09-03,483.17
2004-09-06,485.193
2004-09-07,485.381
2004-09-08,487.854
2004-09-09,488.163
2004-09-10,494.156
2004-09-13,493.519
2004-09-14,495.562
2004-09-15,493.082
2004-09-16,493.222
2004-09-17,497.12
2004-09-20,494.811
2004-09-21,502.165
2004-09-22,499.474
2004-09-23,497.192
2004-09-24,498.909
2004-09-27,499.104
2004-09-28,501.704
2004-09-29,506.118
2004-09-30,510.994
2004-10-01,515.61
2004-10-04,516.827
2004-10-05,520.121
2004-10-06,521.732
2004-10-07,520.799
2004-10-08,524.157
2004-10-11,522.361
2004-10-12,514.377
2004-10-13,516.609
2004-10-14,521.138
2004-10-15,523.946
2004-10-18,527.525
2004-10-19,530.601
2004-10-20,531.775
2004-10-21,533.435
2004-10-22,535.171
2004-10-25,534.56
2004-10-26,534.689
2004-10-27,539.408
2004-10-28,542.664
2004-10-29,542.337
2004-11-01,547.491
2004-11-02,549.39
2004-11-03,556.103
2004-11-04,557.45
2004-11-05,561.309
2004-11-08,561.495
2004-11-09,560.676
2004-11-10,563.601
2004-11-11,566.606
2004-11-12,567.056
2004-11-15,565.445
2004-11-16,563.165
2004-11-17,566.65
2004-11-18,564.268
2004-11-19,570.115
2004-11-22,570.651
2004-11-23,572.883
2004-11-24,578.88
2004-11-25,582.858
2004-11-26,585.186
2004-11-29,583.549
2004-11-30,581.311
2004-12-01,589.137
2004-12-02,590.972
2004-12-03,593.973
2004-12-06,596.661
2004-12-07,599.486
2004-12-08,591.445
2004-12-09,589.457
2004-12-10,588.221
2004-12-13,595.569
2004-12-14,595.983
2004-12-15,602.395
2004-12-16,597.952
2004-12-17,592.677
2004-12-20,601.207
2004-12-21,601.031
2004-12-22,605.918
2004-12-23,610.662
2004-12-24,611.14
2004-12-27,616.015
2004-12-28,614.497
2004-12-29,612.942
2004-12-30,614.816
2004-12-31,613.274
2005-01-03,614.989
2005-01-04,611.056
2005-01-05,606.97
2005-01-06,606.248
2005-01-07,602.594
2005-01-10,605.249
2005-01-11,603.792
2005-01-12,608.723
2005-01-13,602.594
2005-01-14,597.108
2005-01-17,599.846
2005-01-18,596.619
2005-01-19,597.062
2005-01-20,591.949
2005-01-21,597.242
2005-01-24,597.788
2005-01-25,599.701
2005-01-26,606.062
2005-01-27,604.162
2005-01-28,598.938
2005-01-31,602.546
2005-02-01,603.719
2005-02-02,608.502
2005-02-03,607.994
2005-02-04,612.04
2005-02-07,608.703
2005-02-08,607.042
2005-02-09,608.616
2005-02-10,612.468
2005-02-11,618.784
2005-02-14,620.631
2005-02-15,625.853
2005-02-16,625.373
2005-02-17,627.877
2005-02-18,628.385
2005-02-21,624.252
2005-02-22,628.456
2005-02-23,621.758
2005-02-24,621.472
2005-02-25,624.946
2005-02-28,635.934
2005-03-01,634.025
2005-03-02,627.03
2005-03-03,626.681
2005-03-04,638.202
2005-03-07,641.761
2005-03-08,649.912
2005-03-09,647.965
2005-03-10,643.612
2005-03-11,646.598
2005-03-14,638.534
2005-03-15,639.078
2005-03-16,640.463
2005-03-17,638.151
2005-03-18,637.654
2005-03-21,633.647
2005-03-22,632.627
2005-03-23,620.187
2005-03-24,628.154
2005-03-25,628.154
2005-03-28,623.745
2005-03-29,624.298
2005-03-30,626.658
2005-03-31,628.413
2005-04-01,628.989
2005-04-04,620.272
2005-04-05,623.865
2005-04-06,629.293
2005-04-07,632.955
2005-04-08,631.561
2005-04-11,637.335
2005-04-12,631.503
2005-04-13,636.418
2005-04-14,627.137
2005-04-15,628.248
2005-04-18,617.566
2005-04-19,623.693
2005-04-20,621.143
2005-04-21,623.193
2005-04-22,625.495
2005-04-25,623.483
2005-04-26,621.985
2005-04-27,612.258
2005-04-28,606.428
2005-04-29,608.912
2005-05-02,608.714
2005-05-03,611.107
2005-05-04,618.608
2005-05-05,622.571
2005-05-06,619.286
2005-05-09,616.62
2005-05-10,616.307
2005-05-11,612.187
2005-05-12,607.883
2005-05-13,601.339
2005-05-16,598.702
2005-05-17,597.948
2005-05-18,605.078
2005-05-19,607.673
2005-05-20,604.01
2005-05-23,607.532
2005-05-24,607.689
2005-05-25,609.469
2005-05-26,604.885
2005-05-27,607.07
2005-05-30,605.642
2005-05-31,599.392
2005-06-01,599.841
2005-06-02,600.608
2005-06-03,601.717
2005-06-06,598.188
2005-06-07,599.512
2005-06-08,600.106
2005-06-09,597.84
2005-06-10,597.767
2005-06-13,593.756
2005-06-14,595.615
2005-06-15,600.068
2005-06-16,602.556
2005-06-17,607.561
2005-06-20,599.227
2005-06-21,603.689
2005-06-22,607.236
2005-06-23,602.371
2005-06-24,599.634
2005-06-27,596.559
2005-06-28,594.452
2005-06-29,599.128
2005-06-30,602.155
2005-07-01,598.033
2005-07-04,595.549
2005-07-05,593.194
2005-07-06,595.349
2005-07-07,590.841
2005-07-08,593.905
2005-07-11,606.294
2005-07-12,610.389
2005-07-13,608.099
2005-07-14,614.377
2005-07-15,610.705
2005-07-18,609.863
2005-07-19,612.961
2005-07-20,613.657
2005-07-21,622.74
2005-07-22,618.707
2005-07-25,616.412
2005-07-26,616.615
2005-07-27,620.833
2005-07-28,625.851
2005-07-29,628.14
2005-08-01,632.802
2005-08-02,636.18
2005-08-03,645.181
2005-08-04,644.825
2005-08-05,641.316
2005-08-08,643.777
2005-08-09,651.466
2005-08-10,657.324
2005-08-11,657.687
2005-08-12,654.144
2005-08-15,649.368
2005-08-16,648.1
2005-08-17,645.779
2005-08-18,634.018
2005-08-19,636.037
2005-08-22,641.041
2005-08-23,634.253
2005-08-24,634.588
2005-08-25,635.743
2005-08-26,634.757
2005-08-29,632.037
2005-08-30,628.576
2005-08-31,637.068
2005-09-01,646.191
2005-09-02,649.217
2005-09-05,650.91
2005-09-06,652.677
2005-09-07,653.303
2005-09-08,648.771
2005-09-09,651.279
2005-09-12,646.303
2005-09-13,643.168
2005-09-14,647.411
2005-09-15,643.002
2005-09-16,645.1
2005-09-19,643.335
2005-09-20,646.513
2005-09-21,646.946
2005-09-22,642.592
2005-09-23,640.998
2005-09-26,645.529
2005-09-27,641.931
2005-09-28,646.544
2005-09-29,643.024
2005-09-30,647.458
2005-10-03,643.897
2005-10-04,649.434
2005-10-05,648.014
2005-10-06,652.964
2005-10-07,650.309
2005-10-10,646.737
2005-10-11,645.118
2005-10-12,644.686
2005-10-13,634.409
2005-10-14,643.883
2005-10-17,638.621
2005-10-18,632.65
2005-10-19,626.13
2005-10-20,629.159
2005-10-21,627.863
2005-10-24,631.074
2005-10-25,637.482
2005-10-26,636.576
2005-10-27,633.357
2005-10-28,628.97
2005-10-31,630.386
2005-11-01,631.802
2005-11-02,637.135
2005-11-03,639.201
2005-11-04,628.576
2005-11-07,632.812
2005-11-08,631.703
