Date,KOKUSAI INDEX (WORLD ex JP) GROWTH Standard (Large+Mid Cap)
1986-02-28,385.18
1986-03-31,411.293
1986-04-30,427.565
1986-05-30,427.812
1986-06-30,436.144
1986-07-31,419.614
1986-08-29,448.088
1986-09-30,409.972
1986-10-31,427.561
1986-11-28,442.251
1986-12-31,441.898
1987-01-30,485.28
1987-02-27,513.459
1987-03-31,527.804
1987-04-30,530.434
1987-05-29,530.569
1987-06-30,552.482
1987-07-31,579.082
1987-08-31,599.647
1987-09-30,593.003
1987-10-30,458.387
1987-11-30,425.978
1987-12-31,454.771
1988-01-29,448.722
1988-02-29,471.934
1988-03-31,469.013
1988-04-29,471.919
1988-05-31,469.023
1988-06-30,479.589
1988-07-29,477.791
1988-08-31,459.295
1988-09-30,480.624
1988-10-31,505.238
1988-11-30,501.689
1988-12-30,508.279
1989-01-31,538.626
1989-02-28,525.796
1989-03-31,534.362
1989-04-28,559.928
1989-05-31,561.146
1989-06-30,568.093
1989-07-31,631.744
1989-08-31,634.319
1989-09-29,638.893
1989-10-31,617.745
1989-11-30,639.202
1989-12-29,669.582
1990-01-31,639.429
1990-02-28,632.83
1990-03-30,649.683
1990-04-30,635.946
1990-05-31,699.564
1990-06-29,717.029
1990-07-31,730.411
1990-08-31,662.634
1990-09-28,610.956
1990-10-31,635.759
1990-11-30,655.61
1990-12-31,662.333
1991-01-31,687.956
1991-02-28,743.141
1991-03-29,738.97
1991-04-30,739.2
1991-05-31,763.72
1991-06-28,721.22
1991-07-31,762.485
1991-08-30,780.052
1991-09-30,776.54
1991-10-31,781.183
1991-11-29,765.384
1991-12-31,852.519
1992-01-31,841.526
1992-02-28,845.202
1992-03-31,824.293
1992-04-30,841.643
1992-05-29,865.22
1992-06-30,850.033
1992-07-31,858.175
1992-08-31,847.11
1992-09-30,843.513
1992-10-30,832.124
1992-11-30,849.937
1992-12-31,859.335
1993-01-29,848.353
1993-02-26,848.678
1993-03-31,868.652
1993-04-30,857.452
1993-05-31,878.74
1993-06-30,864.014
1993-07-30,852.189
1993-08-31,900.948
1993-09-30,889.708
1993-10-29,933.956
1993-11-30,924.074
1993-12-31,963.934
1994-01-31,993.294
1994-02-28,962.479
1994-03-31,919.33
1994-04-29,941.253
1994-05-31,935.603
1994-06-30,909.747
1994-07-29,947.307
1994-08-31,991.975
1994-09-30,970.975
1994-10-31,995.763
1994-11-30,959.167
1994-12-30,972.087
1995-01-31,972.071
1995-02-28,1009.103
1995-03-31,1046.796
1995-04-28,1075.871
1995-05-31,1110.748
1995-06-30,1137.536
1995-07-31,1181.781
1995-08-31,1160.53
1995-09-29,1208.488
1995-10-31,1213.744
1995-11-30,1241.254
1995-12-29,1262.097
1996-01-31,1300.193
1996-02-29,1319.898
1996-03-29,1330.217
1996-04-30,1346.97
1996-05-31,1380.159
1996-06-28,1393.784
1996-07-31,1346.211
1996-08-30,1377.556
1996-09-30,1445.652
1996-10-31,1475.871
1996-11-29,1565.498
1996-12-31,1556.975
1997-01-31,1623.047
1997-02-28,1633.569
1997-03-31,1597.28
1997-04-30,1667.84
1997-05-30,1751.532
1997-06-30,1845.026
1997-07-31,1951.796
1997-08-29,1809.85
1997-09-30,1929.382
1997-10-31,1826.084
1997-11-28,1888.828
1997-12-31,1920.713
1998-01-30,1986.097
1998-02-27,2147.17
1998-03-31,2250.906
1998-04-30,2262.225
1998-05-29,2250.532
1998-06-30,2355.902
1998-07-31,2351.996
1998-08-31,2076.808
1998-09-30,2131.986
1998-10-30,2304.859
1998-11-30,2459.905
1998-12-31,2647.296
1999-01-29,2749.598
1999-02-26,2632.258
1999-03-31,2704.767
1999-04-30,2686.946
1999-05-31,2597.154
1999-06-30,2745.087
1999-07-30,2673.174
1999-08-31,2716.221
1999-09-30,2692.924
1999-10-29,2872.734
1999-11-30,3025.225
1999-12-31,3382.091
2000-01-31,3173.406
2000-02-29,3296.042
2000-03-31,3503.975
2000-04-28,3292.329
2000-05-31,3112.628
2000-06-30,3297.186
2000-07-31,3168.107
2000-08-31,3254.794
2000-09-29,2967.34
2000-10-31,2866.981
2000-11-30,2631.235
2000-12-29,2606.27
2001-01-31,2689.389
2001-02-28,2333.412
2001-03-30,2124.659
2001-04-30,2305.382
2001-05-31,2251.511
2001-06-29,2182.493
2001-07-31,2168.563
2001-08-31,2034.167
2001-09-28,1869.662
2001-10-31,1952.739
2001-11-30,2106.214
2001-12-31,2130.168
2002-01-31,2073.728
2002-02-28,2072.741
2002-03-29,2115.12
2002-04-30,2006.125
2002-05-31,1980.631
2002-06-28,1864.109
2002-07-31,1734.776
2002-08-30,1736.198
2002-09-30,1557.22
2002-10-31,1697.973
2002-11-29,1756.429
2002-12-31,1686.483
2003-01-31,1630.231
2003-02-28,1610.502
2003-03-31,1631.671
2003-04-30,1760.402
2003-05-30,1831.152
2003-06-30,1848.41
2003-07-31,1880.018
2003-08-29,1904.345
2003-09-30,1908.748
2003-10-31,2026.083
2003-11-28,2065.208
2003-12-31,2162.353
2004-01-30,2205.328
2004-02-27,2239.047
2004-03-31,2186.326
2004-04-30,2150.633
2004-05-31,2188.176
2004-06-30,2211.236
2004-07-30,2112.727
2004-08-31,2102.561
2004-09-30,2156.458
2004-10-29,2207.534
2004-11-30,2317.138
2004-12-31,2399.676
2005-01-31,2335.726
2005-02-28,2398.133
2005-03-31,2353.455
2005-04-29,2303.987
2005-05-31,2370.823
2005-06-30,2384.426
2005-07-29,2491.869
2005-08-31,2496.053
2005-09-30,2529.763
2005-10-31,2470.785
2005-11-30,2544.068
2005-12-30,2573.738
2006-01-31,2688.6
2006-02-28,2664.753
2006-03-31,2730.551
2006-04-28,2795.982
2006-05-31,2702.719
2006-06-30,2699.574
2006-07-31,2678.381
2006-08-31,2755.742
2006-09-29,2789.521
2006-10-31,2897.552
2006-11-30,2980.646
2006-12-29,3020.594
2007-01-31,3072.135
2007-02-28,3040.818
2007-03-30,3112.92
2007-04-30,3270.648
2007-05-31,3367.289
2007-06-29,3352.478
2007-07-31,3304.095
2007-08-31,3323.8
2007-09-28,3516.809
2007-10-31,3669.451
2007-11-30,3547.258
2007-12-31,3532.663
2008-01-31,3224.22
2008-02-29,3255.095
2008-03-31,3224.784
2008-04-30,3395.262
2008-05-30,3505.398
2008-06-30,3280.612
2008-07-31,3183.056
2008-08-29,3138.223
2008-09-30,2703.164
2008-10-31,2173.292
2008-11-28,1996.118
2008-12-31,2053.865
2009-01-30,1932.049
2009-02-27,1785.998
2009-03-31,1922.79
2009-04-30,2100.802
2009-05-29,2277.754
2009-06-30,2277.146
2009-07-31,2464.865
2009-08-31,2514.609
2009-09-30,2642.505
2009-10-30,2626.285
2009-11-30,2753.171
2009-12-31,2825.325
2010-01-29,2673.427
2010-02-26,2730.212
2010-03-31,2901.285
2010-04-30,2907.216
2010-05-31,2628.982
2010-06-30,2542.208
2010-07-30,2747.141
2010-08-31,2649.5
2010-09-30,2939.213
2010-10-29,3070.669
2010-11-30,3027.339
2010-12-31,3230.769
2011-01-31,3269.924
2011-02-28,3369.084
2011-03-31,3379.268
2011-04-29,3537.921
2011-05-31,3481.334
2011-06-30,3418.323
2011-07-29,3382.394
2011-08-31,3160.853
2011-09-30,2839.008
2011-10-31,3184.652
2011-11-30,3125.304
2011-12-30,3087.752
2012-01-31,3276.049
2012-02-29,3447.185
2012-03-30,3500.839
2012-04-30,3489.645
2012-05-31,3188.403
2012-06-29,3313.303
2012-07-31,3375.498
2012-08-31,3477.409
2012-09-28,3562.834
2012-10-31,3509.074
2012-11-30,3580.627
2012-12-31,3608.076
2013-01-31,3769.577
2013-02-28,3785.029
2013-03-29,3871.591
2013-04-30,3935.387
2013-05-31,3958.867
2013-06-28,3836.613
2013-07-31,4061.079
2013-08-30,3996.74
2013-09-30,4199.325
2013-10-31,4355.56
2013-11-29,4441.012
2013-12-31,4551.154
2014-01-31,4383.1
2014-02-28,4644.197
2014-03-31,4601.245
2014-04-30,4635.593
2014-05-30,4752.379
2014-06-30,4819.282
2014-07-31,4730.788
2014-08-29,4878.751
2014-09-30,4743.446
2014-10-31,4807.001
2014-11-28,4951.682
2014-12-31,4867.743
2015-01-30,4815.428
2015-02-27,5125.786
2015-03-31,5059.005
2015-04-30,5139.981
2015-05-29,5181.676
2015-06-30,5082.684
2015-07-31,5237.55
2015-08-31,4880.09
2015-09-30,4720.633
2015-10-30,5093.921
2015-11-30,5084.969
2015-12-31,4998.16
2016-01-29,4692.272
2016-02-29,4658.959
2016-03-31,4981.015
2016-04-29,4995.368
2016-05-31,5051.319
2016-06-30,4995.522
2016-07-29,5228.655
2016-08-31,5196.254
2016-09-30,5225.813
2016-10-31,5048.831
2016-11-30,5078.583
2016-12-30,5150.922
2017-01-31,5333.526
2017-02-28,5516.298
2017-03-31,5610.473
2017-04-28,5751.077
2017-05-31,5931.009
2017-06-30,5892.311
2017-07-31,6042.436
2017-08-31,6113.454
2017-09-29,6205.872
2017-10-31,6360.396
2017-11-30,6493.571
2017-12-29,6584.568
2018-01-31,7005.654
2018-02-28,6763.312
2018-03-30,6613.311
2018-04-30,6688.73
2018-05-31,6867.263
2018-06-29,6888.362
2018-07-31,7087.796
2018-08-31,7309.518
2018-09-28,7308.689
2018-10-31,6640.482
2018-11-30,6676.271
2018-12-31,6181.734
2019-01-31,6719.109
2019-02-28,6960.283
2019-03-29,7134.463
2019-04-30,7444.15
2019-05-31,7042.466
2019-06-28,7548.865
2019-07-31,7634.818
2019-08-30,7553.684
2019-09-30,7569.45
2019-10-31,7785.036
2019-11-29,8077.425
2019-12-31,8321.585
2020-01-31,8478.498
2020-02-28,7872.074
2020-03-31,7040.768
2020-04-30,7982.687
2020-05-29,8495.703
2020-06-30,8901.355
2020-07-31,9560.454
2020-08-31,10394.792
2020-09-30,9959.461
2020-10-30,9618.7
2020-11-30,10631.416
2020-12-31,11174.114
2021-01-29,11076.394
2021-02-26,11143.075
2021-03-31,11250.727
2021-04-30,12030.599
2021-05-31,12005.177
2021-06-30,12581.257
2021-07-30,12987.466
2021-08-31,13406.807
2021-09-30,12644.172
2021-10-29,13581.758
2021-11-30,13485.421
2021-12-31,13767.191
2022-01-31,12508.86
2022-02-28,12060.268
2022-03-31,12481.466
2022-04-29,10989.273
2022-05-31,10708.495
2022-06-30,9811.392
2022-07-29,10965.618
2022-08-31,10371.378
2022-09-30,9325.828
2022-10-31,9760.151
2022-11-30,10389.905
2022-12-30,9727.529
2023-01-31,10685.137
2023-02-28,10507.449
2023-03-31,11238.923
2023-04-28,11432.205
2023-05-31,11700.011
2023-06-30,12447.959
2023-07-31,12822.286
2023-08-31,12578.51
2023-09-29,11867.43
2023-10-31,11590.998
2023-11-30,12892.818
2023-12-29,13455.096
2024-01-31,13730.123
2024-02-29,14575.421
2024-03-29,14849.596
2024-04-30,14277.953
2024-05-31,15129.894
2024-06-28,15899.098
2024-07-31,15692.766
2024-08-30,16082.976
2024-09-30,16420.905
2024-10-31,16143.491
2024-11-29,17051.419
2024-12-31,17135.569
2025-01-31,17603.695
2025-02-28,17113.466
2025-03-31,15773.429
2025-04-30,16247.319
2025-05-30,17696.23
2025-06-30,18571.529
2025-07-31,19014.922
2025-08-29,19317.467
