Date,EM (EMERGING MARKETS) Standard (Large+Mid Cap)
2001-07-16,91.141
2001-07-17,91.169
2001-07-18,90.618
2001-07-19,90.799
2001-07-20,90.709
2001-07-23,90.673
2001-07-24,90.084
2001-07-25,90.143
2001-07-26,91.033
2001-07-27,91.433
2001-07-30,91.683
2001-07-31,91.959
2001-08-01,92.499
2001-08-02,93.596
2001-08-03,93.581
2001-08-06,92.937
2001-08-07,92.354
2001-08-08,92.464
2001-08-09,91.646
2001-08-10,92.01
2001-08-13,92.367
2001-08-14,93.307
2001-08-15,93.246
2001-08-16,93.034
2001-08-17,91.656
2001-08-20,90.739
2001-08-21,90.821
2001-08-22,91.134
2001-08-23,91.038
2001-08-24,91.188
2001-08-27,92.309
2001-08-28,92.008
2001-08-29,92.168
2001-08-30,91.628
2001-08-31,91.037
2001-09-03,90.191
2001-09-04,90.706
2001-09-05,90.074
2001-09-06,88.915
2001-09-07,88.602
2001-09-10,87.848
2001-09-11,84.965
2001-09-12,82.738
2001-09-13,81.685
2001-09-14,79.719
2001-09-17,78.412
2001-09-18,78.821
2001-09-19,79.411
2001-09-20,77.166
2001-09-21,75.121
2001-09-24,75.962
2001-09-25,75.667
2001-09-26,75.735
2001-09-27,75.747
2001-09-28,76.934
2001-10-01,76.599
2001-10-02,76.006
2001-10-03,75.616
2001-10-04,77.11
2001-10-05,77.374
2001-10-08,76.48
2001-10-09,77.807
2001-10-10,78.713
2001-10-11,80.87
2001-10-12,80.461
2001-10-15,80.127
2001-10-16,80.896
2001-10-17,81.542
2001-10-18,80.628
2001-10-19,80.826
2001-10-22,81.167
2001-10-23,81.738
2001-10-24,82.741
2001-10-25,82.711
2001-10-26,83.133
2001-10-29,82.895
2001-10-30,81.328
2001-10-31,81.705
2001-11-01,82.087
2001-11-02,82.655
2001-11-05,84.189
2001-11-06,84.443
2001-11-07,84.296
2001-11-08,85.386
2001-11-09,85.732
2001-11-12,85.625
2001-11-13,86.746
2001-11-14,88.133
2001-11-15,89.25
2001-11-16,89.311
2001-11-19,90.832
2001-11-20,89.669
2001-11-21,89.706
2001-11-22,90.136
2001-11-23,91.197
2001-11-26,92.857
2001-11-27,92.482
2001-11-28,90.441
2001-11-29,89.815
2001-11-30,90.229
2001-12-03,91.45
2001-12-04,92.428
2001-12-05,95.15
2001-12-06,96.635
2001-12-07,97.231
2001-12-10,96.224
2001-12-11,95.708
2001-12-12,96.877
2001-12-13,95.262
2001-12-14,94.744
2001-12-17,94.688
2001-12-18,94.61
2001-12-19,94.476
2001-12-20,94.545
2001-12-21,93.671
2001-12-24,94.208
2001-12-25,94.698
2001-12-26,94.935
2001-12-27,95.628
2001-12-28,96.71
2001-12-31,97.385
2002-01-01,97.401
2002-01-02,98.825
2002-01-03,100.1
2002-01-04,102.079
2002-01-07,103.024
2002-01-08,102.293
2002-01-09,102.288
2002-01-10,100.748
2002-01-11,100.036
2002-01-14,99.955
2002-01-15,98.972
2002-01-16,97.9
2002-01-17,98.559
2002-01-18,98.435
2002-01-21,99.174
2002-01-22,98.939
2002-01-23,99.776
2002-01-24,100.199
2002-01-25,100.851
2002-01-28,101.213
2002-01-29,100.643
2002-01-30,99.211
2002-01-31,100.671
2002-02-01,100.452
2002-02-04,99.971
2002-02-05,100.084
2002-02-06,100.579
2002-02-07,99.59
2002-02-08,99.8
2002-02-11,99.636
2002-02-12,100.038
2002-02-13,100.693
2002-02-14,102.841
2002-02-15,102.749
2002-02-18,102.772
2002-02-19,101.655
2002-02-20,100.562
2002-02-21,100.523
2002-02-22,100.456
2002-02-25,100.688
2002-02-26,101.177
2002-02-27,102.998
2002-02-28,102.303
2002-03-01,103.517
2002-03-04,105.923
2002-03-05,106.484
2002-03-06,106.994
2002-03-07,106.695
2002-03-08,106.67
2002-03-11,107.263
2002-03-12,107.307
2002-03-13,106.983
2002-03-14,106.991
2002-03-15,106.783
2002-03-18,107.415
2002-03-19,107.838
2002-03-20,108.024
2002-03-21,107.861
2002-03-22,108.258
2002-03-25,107.372
2002-03-26,107.557
2002-03-27,108.208
2002-03-28,108.435
2002-03-29,108.425
2002-04-01,108.069
2002-04-02,109.116
2002-04-03,109.017
2002-04-04,108.829
2002-04-05,109.463
2002-04-08,108.656
2002-04-09,108.273
2002-04-10,108.239
2002-04-11,108.379
2002-04-12,108.83
2002-04-15,109.527
2002-04-16,110.359
2002-04-17,112.465
2002-04-18,112.503
2002-04-19,112.303
2002-04-22,112.352
2002-04-23,112.428
2002-04-24,112.362
2002-04-25,110.754
2002-04-26,110.726
2002-04-29,109.187
2002-04-30,109.12
2002-05-01,109.094
2002-05-02,109.177
2002-05-03,109.537
2002-05-06,108.042
2002-05-07,108.148
2002-05-08,109.614
2002-05-09,108.94
2002-05-10,108.106
2002-05-13,108.166
2002-05-14,109.167
2002-05-15,110.428
2002-05-16,110.631
2002-05-17,111.752
2002-05-20,110.907
2002-05-21,109.445
2002-05-22,110.248
2002-05-23,109.425
2002-05-24,110.484
2002-05-27,110.387
2002-05-28,110.082
2002-05-29,109.487
2002-05-30,108.822
2002-05-31,107.355
2002-06-03,107.911
2002-06-04,107.952
2002-06-05,107.433
2002-06-06,106.991
2002-06-07,105.519
2002-06-10,106.34
2002-06-11,105.895
2002-06-12,105.285
2002-06-13,105.341
2002-06-14,104.275
2002-06-17,103.939
2002-06-18,104.25
2002-06-19,101.972
2002-06-20,101.233
2002-06-21,100.565
2002-06-24,99.769
2002-06-25,99.505
2002-06-26,96.034
2002-06-27,97.375
2002-06-28,99.272
2002-07-01,98.971
2002-07-02,98.425
2002-07-03,98.346
2002-07-04,99.742
2002-07-05,101.348
2002-07-08,101.945
2002-07-09,102.92
2002-07-10,101.831
2002-07-11,99.868
2002-07-12,101.975
2002-07-15,101.328
2002-07-16,100.553
2002-07-17,100.963
2002-07-18,101.391
2002-07-19,99.891
2002-07-22,96.619
2002-07-23,96.497
2002-07-24,93.95
2002-07-25,94.009
2002-07-26,90.948
2002-07-29,91.304
2002-07-30,92.781
2002-07-31,91.683
2002-08-01,91.325
2002-08-02,91.261
2002-08-05,87.937
2002-08-06,87.445
2002-08-07,89.493
2002-08-08,90.714
2002-08-09,91.131
2002-08-12,90.898
2002-08-13,90.951
2002-08-14,91.757
2002-08-15,92.285
2002-08-16,92.827
2002-08-19,92.978
2002-08-20,93.629
2002-08-21,94.151
2002-08-22,94.368
2002-08-23,93.902
2002-08-26,93.731
2002-08-27,93.826
2002-08-28,92.801
2002-08-29,92.325
2002-08-30,93.084
2002-09-02,93.005
2002-09-03,91.495
2002-09-04,90.759
2002-09-05,90.21
2002-09-06,90.067
2002-09-09,90.478
2002-09-10,91.994
2002-09-11,92.762
2002-09-12,92.789
2002-09-13,91.173
2002-09-16,89.485
2002-09-17,90.929
2002-09-18,88.774
2002-09-19,88.034
2002-09-20,87.739
2002-09-23,85.704
2002-09-24,84.936
2002-09-25,84.132
2002-09-26,84.934
2002-09-27,84.454
2002-09-30,83.038
2002-10-01,83.948
2002-10-02,84.135
2002-10-03,83.866
2002-10-04,84.152
2002-10-07,82.01
2002-10-08,82.125
2002-10-09,80.979
2002-10-10,79.553
2002-10-11,79.924
2002-10-14,80.695
2002-10-15,82.836
2002-10-16,83.56
2002-10-17,84.93
2002-10-18,86.461
2002-10-21,86.202
2002-10-22,85.574
2002-10-23,87.44
2002-10-24,87.403
2002-10-25,87.427
2002-10-28,88.558
2002-10-29,87.527
2002-10-30,87.25
2002-10-31,88.433
2002-11-01,88.099
2002-11-04,89.838
2002-11-05,89.488
2002-11-06,90.58
2002-11-07,91.269
2002-11-08,91.432
2002-11-11,90.199
2002-11-12,89.687
2002-11-13,89.494
2002-11-14,89.775
2002-11-15,91.4
2002-11-18,91.779
2002-11-19,91.105
2002-11-20,91.097
2002-11-21,92.379
2002-11-22,92.946
2002-11-25,93.597
2002-11-26,92.929
2002-11-27,93.263
2002-11-28,93.78
2002-11-29,94.519
2002-12-02,95.167
2002-12-03,95.31
2002-12-04,93.878
2002-12-05,93.853
2002-12-06,93.57
2002-12-09,93.777
2002-12-10,93.053
2002-12-11,92.877
2002-12-12,93.488
2002-12-13,93.36
2002-12-16,92.988
2002-12-17,93.763
2002-12-18,93.654
2002-12-19,93.846
2002-12-20,94.427
2002-12-23,93.599
2002-12-24,92.939
2002-12-25,92.834
2002-12-26,93.025
2002-12-27,92.587
2002-12-30,91.332
2002-12-31,91.375
2003-01-01,91.41
2003-01-02,92.048
2003-01-03,93.895
2003-01-06,94.976
2003-01-07,94.356
2003-01-08,94.578
2003-01-09,94.361
2003-01-10,94.818
2003-01-13,96.158
2003-01-14,96.319
2003-01-15,96.441
2003-01-16,95.808
2003-01-17,94.546
2003-01-20,94.211
2003-01-21,93.421
2003-01-22,92.707
2003-01-23,93.233
2003-01-24,92.026
2003-01-27,90.432
2003-01-28,90.866
2003-01-29,90.514
2003-01-30,90.786
2003-01-31,90.972
2003-02-03,91.433
2003-02-04,91.336
2003-02-05,91.307
2003-02-06,90.159
2003-02-07,89.152
2003-02-10,88.403
2003-02-11,88.717
2003-02-12,89.072
2003-02-13,87.698
2003-02-14,87.667
2003-02-17,89.899
2003-02-18,90.075
2003-02-19,89.63
2003-02-20,89.833
2003-02-21,90.076
2003-02-24,90.456
2003-02-25,88.717
2003-02-26,88.495
2003-02-27,88.514
2003-02-28,88.416
2003-03-03,89.497
2003-03-04,88.517
2003-03-05,87.479
2003-03-06,86.841
2003-03-07,86.29
2003-03-10,85.535
2003-03-11,84.924
2003-03-12,84.926
2003-03-13,85.738
2003-03-14,86.674
2003-03-17,84.988
2003-03-18,87.201
2003-03-19,87.193
2003-03-20,88.576
2003-03-21,88.927
2003-03-24,88.031
2003-03-25,87.632
2003-03-26,87.873
2003-03-27,87.465
2003-03-28,87.477
2003-03-31,85.891
2003-04-01,86.381
2003-04-02,87.18
2003-04-03,87.697
2003-04-04,88.74
2003-04-07,90.761
2003-04-08,90.303
2003-04-09,89.592
2003-04-10,89.66
2003-04-11,89.991
2003-04-14,90.568
2003-04-15,91.976
2003-04-16,93.099
2003-04-17,93.194
2003-04-18,94.086
2003-04-21,94.121
2003-04-22,93.015
2003-04-23,93.095
2003-04-24,91.835
2003-04-25,90.488
2003-04-28,91.114
2003-04-29,93.16
2003-04-30,93.529
2003-05-01,93.568
2003-05-02,94.041
2003-05-05,94.927
2003-05-06,94.908
2003-05-07,95.847
2003-05-08,95.226
2003-05-09,95.946
2003-05-12,97.037
2003-05-13,97.021
2003-05-14,96.81
2003-05-15,96.882
2003-05-16,96.183
2003-05-19,95.389
2003-05-20,95.178
2003-05-21,95.316
2003-05-22,95.915
2003-05-23,97.508
2003-05-26,98.7
2003-05-27,98.167
2003-05-28,99.387
2003-05-29,100.022
2003-05-30,100.216
2003-06-02,101.5
2003-06-03,101.099
2003-06-04,101.655
2003-06-05,102.564
2003-06-06,103.127
2003-06-09,103.54
2003-06-10,103.327
2003-06-11,103.424
2003-06-12,104.598
2003-06-13,104.974
2003-06-16,105.46
2003-06-17,107.353
2003-06-18,106.731
2003-06-19,107.285
2003-06-20,106.97
2003-06-23,105.499
2003-06-24,104.876
2003-06-25,105.837
2003-06-26,105.807
2003-06-27,106.144
2003-06-30,105.897
2003-07-01,107.208
2003-07-02,108.679
2003-07-03,109.307
2003-07-04,109.819
2003-07-07,111.397
2003-07-08,111.966
2003-07-09,111.391
2003-07-10,110.472
2003-07-11,110.356
2003-07-14,112.607
2003-07-15,112.159
2003-07-16,111.645
2003-07-17,110.33
2003-07-18,109.798
2003-07-21,109.528
2003-07-22,109.956
2003-07-23,109.733
2003-07-24,110.859
2003-07-25,111.76
2003-07-28,113.052
2003-07-29,112.71
2003-07-30,112.045
2003-07-31,112.482
2003-08-01,112.682
2003-08-04,112.293
2003-08-05,111.726
2003-08-06,110.739
2003-08-07,111.599
2003-08-08,111.572
2003-08-11,112.445
2003-08-12,112.589
2003-08-13,114.113
2003-08-14,115.203
2003-08-15,115.616
2003-08-18,116.452
2003-08-19,116.881
2003-08-20,117.061
2003-08-21,118.657
2003-08-22,119.113
2003-08-25,118.646
2003-08-26,118.002
2003-08-27,118.567
2003-08-28,118.725
2003-08-29,120.009
2003-09-01,121.105
2003-09-02,121.041
2003-09-03,121.984
2003-09-04,122.366
2003-09-05,122.994
2003-09-08,123.452
2003-09-09,123.067
2003-09-10,122.66
2003-09-11,122.839
2003-09-12,122.821
2003-09-15,121.728
2003-09-16,122.748
2003-09-17,123.111
2003-09-18,122.963
2003-09-19,122.53
2003-09-22,121.259
2003-09-23,121.777
2003-09-24,122.688
2003-09-25,121.515
2003-09-26,120.565
2003-09-29,120.676
2003-09-30,120.883
2003-10-01,122.176
2003-10-02,123.907
2003-10-03,124.981
2003-10-06,126.128
2003-10-07,126.82
2003-10-08,127.665
2003-10-09,129.306
2003-10-10,130.649
2003-10-13,131.505
2003-10-14,130.946
2003-10-15,130.662
2003-10-16,131.883
2003-10-17,131.264
2003-10-20,131.749
2003-10-21,131.413
2003-10-22,131.063
2003-10-23,128.434
2003-10-24,128.433
2003-10-27,128.549
2003-10-28,130.507
2003-10-29,131.064
2003-10-30,131.416
2003-10-31,131.168
2003-11-03,133.213
2003-11-04,133.853
2003-11-05,133.884
2003-11-06,132.723
2003-11-07,133.591
2003-11-10,132.833
2003-11-11,131.405
2003-11-12,132.334
2003-11-13,133.971
2003-11-14,133.998
2003-11-17,131.635
2003-11-18,131.789
2003-11-19,129.71
2003-11-20,128.709
2003-11-21,129.539
2003-11-24,128.681
2003-11-25,130.112
2003-11-26,131.325
2003-11-27,131.239
2003-11-28,132.764
2003-12-01,135.323
2003-12-02,135.775
2003-12-03,136.087
2003-12-04,135.306
2003-12-05,134.824
2003-12-08,134.552
2003-12-09,135.981
2003-12-10,135.547
2003-12-11,136.106
2003-12-12,137.036
2003-12-15,138.077
2003-12-16,136.834
2003-12-17,135.657
2003-12-18,136.882
2003-12-19,137.52
2003-12-22,138.427
2003-12-23,138.451
2003-12-24,139.011
2003-12-25,139.029
2003-12-26,139.329
2003-12-29,140.279
2003-12-30,142.007
2003-12-31,142.377
2004-01-01,142.494
2004-01-02,144.969
2004-01-05,148.739
2004-01-06,148.31
2004-01-07,147.955
2004-01-08,148.604
2004-01-09,150.602
2004-01-12,150.373
2004-01-13,150.541
2004-01-14,149.404
2004-01-15,147.673
2004-01-16,147.832
2004-01-19,148.996
2004-01-20,150.499
2004-01-21,149.99
2004-01-22,150.047
2004-01-23,150.776
2004-01-26,151.386
2004-01-27,151.926
2004-01-28,151.09
2004-01-29,147.992
2004-01-30,147.349
2004-02-02,147.217
2004-02-03,147.385
2004-02-04,146.875
2004-02-05,146.226
2004-02-06,148.281
2004-02-09,150.85
2004-02-10,151.171
2004-02-11,152.183
2004-02-12,153.829
2004-02-13,154.76
2004-02-16,154.639
2004-02-17,155.969
2004-02-18,155.81
2004-02-19,154.316
2004-02-20,153.343
2004-02-23,152.668
2004-02-24,151.737
2004-02-25,151.904
2004-02-26,152.44
2004-02-27,154.106
2004-03-01,156.545
2004-03-02,157.568
2004-03-03,155.676
2004-03-04,156.659
2004-03-05,157.595
2004-03-08,157.062
2004-03-09,156.724
2004-03-10,153.847
2004-03-11,151.589
2004-03-12,150.784
2004-03-15,149.985
2004-03-16,150.106
2004-03-17,151.901
2004-03-18,153.398
2004-03-19,154.116
2004-03-22,151.456
2004-03-23,150.474
2004-03-24,150.681
2004-03-25,149.837
2004-03-26,150.908
2004-03-29,152.983
2004-03-30,154.191
2004-03-31,156.032
2004-04-01,157.11
2004-04-02,157.737
2004-04-05,158.849
2004-04-06,159.709
2004-04-07,160.289
2004-04-08,160.625
2004-04-09,159.985
2004-04-12,161.078
2004-04-13,160.172
2004-04-14,157.924
2004-04-15,156.726
2004-04-16,156.36
2004-04-19,156.145
2004-04-20,156.334
2004-04-21,154.684
2004-04-22,153.369
2004-04-23,155.131
2004-04-26,153.893
2004-04-27,152.923
2004-04-28,150.276
2004-04-29,145.968
2004-04-30,143.256
2004-05-03,143.077
2004-05-04,145.29
2004-05-05,144.86
2004-05-06,142.499
2004-05-07,140.837
2004-05-10,134.166
2004-05-11,135.162
2004-05-12,137.119
2004-05-13,135.534
2004-05-14,133.014
2004-05-17,128.722
2004-05-18,130.965
2004-05-19,136.439
2004-05-20,134.749
2004-05-21,136.46
2004-05-24,137.704
2004-05-25,137.479
2004-05-26,138.7
2004-05-27,140.987
2004-05-28,141.321
2004-05-31,140.398
2004-06-01,140.532
2004-06-02,140.006
2004-06-03,136.816
2004-06-04,137.519
2004-06-07,141.57
2004-06-08,141.524
2004-06-09,140.155
2004-06-10,139.003
2004-06-11,136.586
2004-06-14,134.314
2004-06-15,135.27
2004-06-16,135.244
2004-06-17,136.497
2004-06-18,135.985
2004-06-21,136.692
2004-06-22,136.133
2004-06-23,137.021
2004-06-24,139.49
2004-06-25,140.603
2004-06-28,139.845
2004-06-29,139.664
2004-06-30,140.996
2004-07-01,141.337
2004-07-02,140.327
2004-07-05,140.196
2004-07-06,140.135
2004-07-07,141.005
2004-07-08,139.415
2004-07-09,140.136
2004-07-12,140.403
2004-07-13,140.53
2004-07-14,139.245
2004-07-15,138.728
2004-07-16,139.981
2004-07-19,140.616
2004-07-20,139.396
2004-07-21,139.949
2004-07-22,138.547
2004-07-23,137.759
2004-07-26,136.824
2004-07-27,137.266
2004-07-28,137.307
2004-07-29,137.05
2004-07-30,138.415
2004-08-02,137.707
2004-08-03,138.018
2004-08-04,137.661
2004-08-05,138.726
2004-08-06,137.89
2004-08-09,138.288
2004-08-10,138.509
2004-08-11,137.252
2004-08-12,137.702
2004-08-13,138.105
2004-08-16,138.285
2004-08-17,138.904
2004-08-18,139.499
2004-08-19,141.539
2004-08-20,141.587
2004-08-23,141.407
2004-08-24,141.548
2004-08-25,142.203
2004-08-26,143.434
2004-08-27,143.609
2004-08-30,143.85
2004-08-31,144.155
2004-09-01,145.361
2004-09-02,146.065
2004-09-03,145.077
2004-09-06,145.823
2004-09-07,145.949
2004-09-08,146.175
2004-09-09,146.485
2004-09-10,147.863
2004-09-13,149.122
2004-09-14,150.249
2004-09-15,149.721
2004-09-16,151.098
2004-09-17,151.291
2004-09-20,152.22
2004-09-21,153.24
2004-09-22,151.969
2004-09-23,151.77
2004-09-24,151.517
2004-09-27,150.797
2004-09-28,151.272
2004-09-29,151.681
2004-09-30,152.472
2004-10-01,154.697
2004-10-04,157.977
2004-10-05,157.932
2004-10-06,157.982
2004-10-07,158.34
2004-10-08,158.408
2004-10-11,157.878
2004-10-12,155.221
2004-10-13,153.808
2004-10-14,152.867
2004-10-15,153.481
2004-10-18,153.787
2004-10-19,154.507
2004-10-20,152.504
2004-10-21,153.358
2004-10-22,154.076
2004-10-25,152.837
2004-10-26,153.364
2004-10-27,154.607
2004-10-28,155.506
2004-10-29,156.115
2004-11-01,156.65
2004-11-02,157.688
2004-11-03,159.916
2004-11-04,160.212
2004-11-05,161.431
2004-11-08,160.6
2004-11-09,161.073
2004-11-10,161.917
2004-11-11,162.152
2004-11-12,163.884
2004-11-15,165.154
2004-11-16,164.731
2004-11-17,167.281
2004-11-18,167.477
2004-11-19,166.542
2004-11-22,165.084
2004-11-23,166.114
2004-11-24,167.443
2004-11-25,168.188
2004-11-26,168.497
2004-11-29,169.598
2004-11-30,170.567
2004-12-01,170.767
2004-12-02,171.756
2004-12-03,171.526
2004-12-06,171.833
2004-12-07,170.771
2004-12-08,168.358
2004-12-09,167.068
2004-12-10,166.017
2004-12-13,167.206
2004-12-14,168.913
2004-12-15,171.074
2004-12-16,171.845
2004-12-17,171.675
2004-12-20,173.001
2004-12-21,173.851
2004-12-22,173.991
2004-12-23,174.73
2004-12-24,175.214
2004-12-27,175.638
2004-12-28,176.182
2004-12-29,176.832
2004-12-30,177.658
2004-12-31,178.759
2005-01-03,178.835
2005-01-04,175.767
2005-01-05,173.231
2005-01-06,170.944
2005-01-07,171.178
2005-01-10,171.501
2005-01-11,172.136
2005-01-12,172.298
2005-01-13,173.206
2005-01-14,174.248
2005-01-17,175.436
2005-01-18,174.3
2005-01-19,174.615
2005-01-20,173.187
2005-01-21,173.575
2005-01-24,174.178
2005-01-25,174.356
2005-01-26,175.989
2005-01-27,176.368
2005-01-28,176.978
2005-01-31,179.213
2005-02-01,179.086
2005-02-02,179.618
2005-02-03,180.543
2005-02-04,181.653
2005-02-07,182.249
2005-02-08,181.637
2005-02-09,182.469
2005-02-10,182.32
2005-02-11,183.17
2005-02-14,185.578
2005-02-15,186.137
2005-02-16,186.064
2005-02-17,186.569
2005-02-18,187.447
2005-02-21,187.856
2005-02-22,189.182
2005-02-23,189.025
2005-02-24,191.093
2005-02-25,192.511
2005-02-28,194.849
2005-03-01,194.261
2005-03-02,192.123
2005-03-03,192.702
2005-03-04,193.774
2005-03-07,194.556
2005-03-08,194.378
2005-03-09,194.52
2005-03-10,192.672
2005-03-11,193.763
2005-03-14,191.22
2005-03-15,187.978
2005-03-16,187.52
2005-03-17,186.94
2005-03-18,186.924
2005-03-21,185.53
2005-03-22,184.697
2005-03-23,181.433
2005-03-24,181.02
2005-03-25,181.786
2005-03-28,180.784
2005-03-29,178.594
2005-03-30,179.112
2005-03-31,181.972
2005-04-01,184.454
2005-04-04,182.697
2005-04-05,182.904
2005-04-06,183.764
2005-04-07,184.473
2005-04-08,184.411
2005-04-11,184.031
2005-04-12,183.621
2005-04-13,184.207
2005-04-14,180.559
2005-04-15,178.158
2005-04-18,175.052
2005-04-19,177.277
2005-04-20,177.619
2005-04-21,178.152
2005-04-22,178.904
2005-04-25,179.812
2005-04-26,180.442
2005-04-27,178.928
2005-04-28,176.826
2005-04-29,177.087
2005-05-02,177.746
2005-05-03,177.868
2005-05-04,180.896
2005-05-05,182.626
2005-05-06,183.668
2005-05-09,183.489
2005-05-10,182.519
2005-05-11,181.248
2005-05-12,180.178
2005-05-13,179.358
2005-05-16,179.135
2005-05-17,178.888
2005-05-18,180.418
2005-05-19,182.269
2005-05-20,181.798
2005-05-23,181.334
2005-05-24,182.02
2005-05-25,181.506
2005-05-26,181.833
2005-05-27,184.003
2005-05-30,184.778
2005-05-31,183.251
2005-06-01,182.731
2005-06-02,184.377
2005-06-03,185.855
2005-06-06,185.683
2005-06-07,185.228
2005-06-08,185.851
2005-06-09,184.822
2005-06-10,186.056
2005-06-13,186.384
2005-06-14,186.872
2005-06-15,188.358
2005-06-16,189.202
2005-06-17,190.86
2005-06-20,190.627
2005-06-21,190.0
2005-06-22,191.695
2005-06-23,191.074
2005-06-24,190.05
2005-06-27,189.698
2005-06-28,190.023
2005-06-29,189.56
2005-06-30,189.477
2005-07-01,190.567
2005-07-04,189.84
2005-07-05,188.953
2005-07-06,189.807
2005-07-07,188.841
2005-07-08,189.345
2005-07-11,192.75
2005-07-12,195.455
2005-07-13,195.908
2005-07-14,197.349
2005-07-15,195.787
2005-07-18,196.194
2005-07-19,197.034
2005-07-20,197.976
2005-07-21,199.384
2005-07-22,200.374
2005-07-25,200.261
2005-07-26,198.862
2005-07-27,199.812
2005-07-28,201.98
2005-07-29,202.721
2005-08-01,204.238
2005-08-02,206.813
2005-08-03,208.062
2005-08-04,208.249
2005-08-05,207.25
2005-08-08,207.303
2005-08-09,207.726
2005-08-10,209.672
2005-08-11,210.024
2005-08-12,209.297
2005-08-15,209.192
2005-08-16,208.169
2005-08-17,207.513
2005-08-18,204.945
2005-08-19,203.607
2005-08-22,206.424
2005-08-23,205.484
2005-08-24,203.68
2005-08-25,204.103
2005-08-26,203.88
2005-08-29,202.118
2005-08-30,202.499
2005-08-31,204.457
2005-09-01,208.069
2005-09-02,210.518
2005-09-05,210.848
2005-09-06,211.401
2005-09-07,212.022
2005-09-08,212.514
2005-09-09,213.865
2005-09-12,214.681
2005-09-13,213.932
2005-09-14,214.628
2005-09-15,215.411
2005-09-16,216.206
2005-09-19,217.095
2005-09-20,218.619
2005-09-21,219.831
2005-09-22,218.139
2005-09-23,216.478
2005-09-26,218.041
2005-09-27,218.902
2005-09-28,219.756
2005-09-29,221.603
2005-09-30,223.495
2005-10-03,223.573
2005-10-04,224.331
2005-10-05,220.635
2005-10-06,215.381
2005-10-07,215.606
2005-10-10,217.237
2005-10-11,218.514
2005-10-12,215.278
2005-10-13,210.408
2005-10-14,209.05
2005-10-17,210.218
2005-10-18,208.51
2005-10-19,204.244
2005-10-20,204.9
2005-10-21,205.634
2005-10-24,207.339
2005-10-25,207.339
2005-10-26,208.26
2005-10-27,205.699
2005-10-28,204.914
2005-10-31,208.887
2005-11-01,211.999
2005-11-02,214.72
2005-11-03,216.314
2005-11-04,215.648
2005-11-07,215.53
