Date,SPAIN SMID VALUE SMID (Small+Mid Cap)
2002-03-26,185.479
2002-03-27,185.434
2002-03-28,186.865
2002-03-29,186.865
2002-04-01,188.397
2002-04-02,188.476
2002-04-03,188.267
2002-04-04,188.037
2002-04-05,188.472
2002-04-08,186.412
2002-04-09,187.352
2002-04-10,189.852
2002-04-11,190.258
2002-04-12,189.845
2002-04-15,190.542
2002-04-16,193.601
2002-04-17,194.849
2002-04-18,195.383
2002-04-19,196.641
2002-04-22,197.281
2002-04-23,197.341
2002-04-24,199.5
2002-04-25,200.601
2002-04-26,200.398
2002-04-29,201.013
2002-04-30,201.481
2002-05-01,202.622
2002-05-02,200.926
2002-05-03,203.446
2002-05-06,204.163
2002-05-07,202.344
2002-05-08,202.207
2002-05-09,202.285
2002-05-10,202.74
2002-05-13,203.288
2002-05-14,202.622
2002-05-15,203.363
2002-05-16,203.41
2002-05-17,205.55
2002-05-20,205.064
2002-05-21,205.411
2002-05-22,207.913
2002-05-23,208.402
2002-05-24,209.723
2002-05-27,208.938
2002-05-28,212.642
2002-05-29,213.421
2002-05-30,213.127
2002-05-31,211.897
2002-06-03,212.286
2002-06-04,211.563
2002-06-05,207.625
2002-06-06,209.419
2002-06-07,209.127
2002-06-10,208.677
2002-06-11,210.601
2002-06-12,209.779
2002-06-13,207.653
2002-06-14,205.138
2002-06-17,205.21
2002-06-18,206.185
2002-06-19,204.767
2002-06-20,204.668
2002-06-21,204.232
2002-06-24,200.809
2002-06-25,200.763
2002-06-26,203.877
2002-06-27,205.782
2002-06-28,211.998
2002-07-01,210.994
2002-07-02,207.987
2002-07-03,204.594
2002-07-04,207.097
2002-07-05,210.678
2002-07-08,212.397
2002-07-09,215.902
2002-07-10,212.587
2002-07-11,208.682
2002-07-12,210.692
2002-07-15,210.236
2002-07-16,212.461
2002-07-17,215.434
2002-07-18,217.574
2002-07-19,213.09
2002-07-22,207.386
2002-07-23,200.605
2002-07-24,198.466
2002-07-25,203.024
2002-07-26,198.828
2002-07-29,203.978
2002-07-30,204.418
2002-07-31,206.184
2002-08-01,203.87
2002-08-02,201.964
2002-08-05,200.302
2002-08-06,195.052
2002-08-07,194.395
2002-08-08,195.767
2002-08-09,195.419
2002-08-12,194.717
2002-08-13,196.041
2002-08-14,198.181
2002-08-15,196.705
2002-08-16,198.433
2002-08-19,200.571
2002-08-20,197.306
2002-08-21,199.341
2002-08-22,199.657
2002-08-23,199.57
2002-08-26,199.32
2002-08-27,201.392
2002-08-28,198.116
2002-08-29,197.05
2002-08-30,196.585
2002-09-02,195.166
2002-09-03,195.896
2002-09-04,195.631
2002-09-05,192.299
2002-09-06,193.34
2002-09-09,191.565
2002-09-10,191.154
2002-09-11,192.118
2002-09-12,191.254
2002-09-13,189.493
2002-09-16,188.163
2002-09-17,185.163
2002-09-18,183.78
2002-09-19,182.652
2002-09-20,183.127
2002-09-23,180.079
2002-09-24,176.242
2002-09-25,177.129
2002-09-26,178.574
2002-09-27,180.191
2002-09-30,179.347
2002-10-01,176.08
2002-10-02,180.156
2002-10-03,178.474
2002-10-04,178.911
2002-10-07,179.203
2002-10-08,178.903
2002-10-09,178.033
2002-10-10,179.88
2002-10-11,184.399
2002-10-14,185.062
2002-10-15,186.74
2002-10-16,184.369
2002-10-17,186.047
2002-10-18,188.037
2002-10-21,190.157
2002-10-22,192.603
2002-10-23,189.824
2002-10-24,190.809
2002-10-25,191.94
2002-10-28,194.753
2002-10-29,193.096
2002-10-30,192.28
2002-10-31,196.924
2002-11-01,198.147
2002-11-04,202.675
2002-11-05,202.14
2002-11-06,200.364
2002-11-07,197.134
2002-11-08,199.495
2002-11-11,197.214
2002-11-12,198.792
2002-11-13,198.618
2002-11-14,199.147
2002-11-15,199.604
2002-11-18,201.794
2002-11-19,202.015
2002-11-20,200.212
2002-11-21,202.997
2002-11-22,201.732
2002-11-25,203.222
2002-11-26,201.197
2002-11-27,204.101
2002-11-28,205.866
2002-11-29,204.242
2002-12-02,204.059
2002-12-03,202.383
2002-12-04,203.818
2002-12-05,202.219
2002-12-06,203.704
2002-12-09,200.961
2002-12-10,202.504
2002-12-11,202.111
2002-12-12,201.389
2002-12-13,200.589
2002-12-16,202.5
2002-12-17,203.426
2002-12-18,201.425
2002-12-19,201.355
2002-12-20,201.854
2002-12-23,200.56
2002-12-24,201.39
2002-12-25,201.39
2002-12-26,201.898
2002-12-27,199.681
2002-12-30,200.188
2002-12-31,200.973
2003-01-01,200.973
2003-01-02,204.47
2003-01-03,206.2
2003-01-06,207.467
2003-01-07,206.006
2003-01-08,204.059
2003-01-09,207.425
2003-01-10,207.928
2003-01-13,209.137
2003-01-14,210.167
2003-01-15,209.041
2003-01-16,210.473
2003-01-17,211.355
2003-01-20,208.904
2003-01-21,207.983
2003-01-22,210.383
2003-01-23,215.069
2003-01-24,215.083
2003-01-27,208.232
2003-01-28,207.718
2003-01-29,207.91
2003-01-30,207.606
2003-01-31,206.636
2003-02-03,207.332
2003-02-04,208.708
2003-02-05,210.134
2003-02-06,208.705
2003-02-07,207.573
2003-02-10,206.105
2003-02-11,207.559
2003-02-12,206.064
2003-02-13,208.737
2003-02-14,209.559
2003-02-17,210.159
2003-02-18,211.923
2003-02-19,211.081
2003-02-20,212.26
2003-02-21,212.364
2003-02-24,212.031
2003-02-25,209.579
2003-02-26,207.298
2003-02-27,207.697
2003-02-28,211.674
2003-03-03,214.591
2003-03-04,211.187
2003-03-05,212.198
2003-03-06,211.548
2003-03-07,212.749
2003-03-10,212.275
2003-03-11,211.367
2003-03-12,208.841
2003-03-13,208.667
2003-03-14,211.983
2003-03-17,210.998
2003-03-18,211.832
2003-03-19,214.289
2003-03-20,211.662
2003-03-21,215.236
2003-03-24,212.945
2003-03-25,216.928
2003-03-26,217.59
2003-03-27,216.228
2003-03-28,215.83
2003-03-31,217.557
2003-04-01,219.051
2003-04-02,220.474
2003-04-03,221.241
2003-04-04,220.955
2003-04-07,220.955
2003-04-08,222.474
2003-04-09,224.309
2003-04-10,226.202
2003-04-11,224.68
2003-04-14,224.222
2003-04-15,225.914
2003-04-16,226.01
2003-04-17,227.049
2003-04-18,227.049
2003-04-21,226.071
2003-04-22,228.007
2003-04-23,228.952
2003-04-24,227.809
2003-04-25,227.831
2003-04-28,230.183
2003-04-29,229.574
2003-04-30,234.56
2003-05-01,236.714
2003-05-02,235.908
2003-05-05,237.276
2003-05-06,241.763
2003-05-07,240.545
2003-05-08,240.982
2003-05-09,243.466
2003-05-12,245.577
2003-05-13,244.684
2003-05-14,243.454
2003-05-15,243.222
2003-05-16,244.078
2003-05-19,243.603
2003-05-20,245.994
2003-05-21,244.712
2003-05-22,246.867
2003-05-23,250.087
2003-05-26,252.318
2003-05-27,253.206
2003-05-28,256.493
2003-05-29,258.974
2003-05-30,258.679
2003-06-02,261.273
2003-06-03,261.78
2003-06-04,263.028
2003-06-05,268.046
2003-06-06,269.641
2003-06-09,271.384
2003-06-10,268.48
2003-06-11,271.887
2003-06-12,271.32
2003-06-13,272.097
2003-06-16,273.624
2003-06-17,274.317
2003-06-18,272.965
2003-06-19,270.408
2003-06-20,271.779
2003-06-23,267.16
2003-06-24,266.039
2003-06-25,268.077
2003-06-26,264.53
2003-06-27,265.885
2003-06-30,267.059
2003-07-01,267.777
2003-07-02,268.581
2003-07-03,268.175
2003-07-04,269.888
2003-07-07,269.894
2003-07-08,268.698
2003-07-09,269.282
2003-07-10,270.214
2003-07-11,270.355
2003-07-14,271.292
2003-07-15,269.743
2003-07-16,269.477
2003-07-17,269.271
2003-07-18,268.729
2003-07-21,270.042
2003-07-22,271.657
2003-07-23,273.868
2003-07-24,276.701
2003-07-25,277.889
2003-07-28,277.872
2003-07-29,278.08
2003-07-30,276.172
2003-07-31,274.115
2003-08-01,272.541
2003-08-04,274.315
2003-08-05,275.674
2003-08-06,275.23
2003-08-07,275.854
2003-08-08,273.783
2003-08-11,274.146
2003-08-12,273.95
2003-08-13,274.543
2003-08-14,273.881
2003-08-15,273.687
2003-08-18,273.708
2003-08-19,272.394
2003-08-20,273.277
2003-08-21,270.885
2003-08-22,269.135
2003-08-25,269.774
2003-08-26,268.523
2003-08-27,268.928
2003-08-28,271.322
2003-08-29,271.654
2003-09-01,272.764
2003-09-02,270.903
2003-09-03,272.386
2003-09-04,274.091
2003-09-05,278.111
2003-09-08,280.794
2003-09-09,281.645
2003-09-10,281.748
2003-09-11,280.973
2003-09-12,284.456
2003-09-15,284.189
2003-09-16,284.736
2003-09-17,287.481
2003-09-18,287.806
2003-09-19,287.783
2003-09-22,285.534
2003-09-23,286.411
2003-09-24,286.52
2003-09-25,286.904
2003-09-26,283.054
2003-09-29,284.498
2003-09-30,286.103
2003-10-01,288.562
2003-10-02,288.277
2003-10-03,288.895
2003-10-06,291.266
2003-10-07,293.84
2003-10-08,296.27
2003-10-09,295.155
2003-10-10,296.464
2003-10-13,294.508
2003-10-14,293.978
2003-10-15,293.585
2003-10-16,294.38
2003-10-17,293.415
2003-10-20,294.602
2003-10-21,295.452
2003-10-22,296.252
2003-10-23,294.512
2003-10-24,296.116
2003-10-27,294.393
2003-10-28,293.692
2003-10-29,294.59
2003-10-30,297.458
2003-10-31,297.08
2003-11-03,295.381
2003-11-04,296.637
2003-11-05,295.946
2003-11-06,295.802
2003-11-07,298.652
2003-11-10,298.93
2003-11-11,299.504
2003-11-12,304.047
2003-11-13,306.588
2003-11-14,310.762
2003-11-17,306.69
2003-11-18,309.151
2003-11-19,310.366
2003-11-20,309.57
2003-11-21,310.82
2003-11-24,309.512
2003-11-25,311.587
2003-11-26,313.91
2003-11-27,314.448
2003-11-28,315.705
2003-12-01,317.485
2003-12-02,320.988
2003-12-03,321.482
2003-12-04,319.781
2003-12-05,322.64
2003-12-08,324.673
2003-12-09,325.801
2003-12-10,326.152
2003-12-11,325.058
2003-12-12,327.676
2003-12-15,330.541
2003-12-16,331.59
2003-12-17,334.295
2003-12-18,334.326
2003-12-19,333.704
2003-12-22,335.274
2003-12-23,335.639
2003-12-24,336.585
2003-12-25,336.585
2003-12-26,336.45
2003-12-29,337.09
2003-12-30,337.555
2003-12-31,339.791
2004-01-01,339.791
2004-01-02,342.349
2004-01-05,345.246
2004-01-06,347.317
2004-01-07,347.846
2004-01-08,348.205
2004-01-09,353.289
2004-01-12,353.198
2004-01-13,354.586
2004-01-14,352.799
2004-01-15,351.652
2004-01-16,347.435
2004-01-19,350.178
2004-01-20,355.902
2004-01-21,357.897
2004-01-22,360.728
2004-01-23,360.829
2004-01-26,355.899
2004-01-27,360.979
2004-01-28,362.798
2004-01-29,356.248
2004-01-30,356.814
2004-02-02,356.722
2004-02-03,359.639
2004-02-04,357.65
2004-02-05,363.015
2004-02-06,367.452
2004-02-09,366.941
2004-02-10,369.732
2004-02-11,370.105
2004-02-12,376.582
2004-02-13,378.605
2004-02-16,378.217
2004-02-17,382.123
2004-02-18,380.054
2004-02-19,377.18
2004-02-20,372.344
2004-02-23,372.806
2004-02-24,372.93
2004-02-25,370.606
2004-02-26,367.851
2004-02-27,368.061
2004-03-01,369.038
2004-03-02,365.746
2004-03-03,361.469
2004-03-04,363.961
2004-03-05,372.568
2004-03-08,371.802
2004-03-09,374.524
2004-03-10,368.574
2004-03-11,364.213
2004-03-12,359.358
2004-03-15,350.496
2004-03-16,357.915
2004-03-17,359.026
2004-03-18,361.827
2004-03-19,361.585
2004-03-22,358.829
2004-03-23,357.217
2004-03-24,355.263
2004-03-25,357.653
2004-03-26,356.372
2004-03-29,360.355
2004-03-30,362.009
2004-03-31,368.23
2004-04-01,373.197
2004-04-02,370.751
2004-04-05,365.538
2004-04-06,366.93
2004-04-07,370.745
2004-04-08,372.856
2004-04-09,372.856
2004-04-12,371.809
2004-04-13,369.765
2004-04-14,366.876
2004-04-15,367.173
2004-04-16,371.664
2004-04-19,371.323
2004-04-20,368.712
2004-04-21,364.218
2004-04-22,368.56
2004-04-23,367.826
2004-04-26,371.466
2004-04-27,371.662
2004-04-28,367.42
2004-04-29,368.864
2004-04-30,370.104
2004-05-03,370.939
2004-05-04,375.827
2004-05-05,379.098
2004-05-06,374.1
2004-05-07,369.622
2004-05-10,358.508
2004-05-11,357.801
2004-05-12,359.325
2004-05-13,356.901
2004-05-14,354.805
2004-05-17,352.722
2004-05-18,352.602
2004-05-19,361.341
2004-05-20,355.943
2004-05-21,358.993
2004-05-24,359.297
2004-05-25,361.726
2004-05-26,364.519
2004-05-27,370.972
2004-05-28,369.476
2004-05-31,368.507
2004-06-01,365.343
2004-06-02,369.247
2004-06-03,369.219
2004-06-04,374.096
2004-06-07,377.118
2004-06-08,377.596
2004-06-09,373.936
2004-06-10,372.785
2004-06-11,367.626
2004-06-14,366.675
2004-06-15,367.666
2004-06-16,368.872
2004-06-17,369.411
2004-06-18,372.925
2004-06-21,371.866
2004-06-22,370.276
2004-06-23,371.233
2004-06-24,374.188
2004-06-25,371.98
2004-06-28,377.37
2004-06-29,375.191
2004-06-30,379.356
2004-07-01,379.351
2004-07-02,382.236
2004-07-05,380.838
2004-07-06,379.808
2004-07-07,383.187
2004-07-08,384.141
2004-07-09,383.015
2004-07-12,383.937
2004-07-13,380.227
2004-07-14,377.682
2004-07-15,375.713
2004-07-16,377.903
2004-07-19,377.747
2004-07-20,375.721
2004-07-21,371.465
2004-07-22,370.388
2004-07-23,363.607
2004-07-26,363.26
2004-07-27,360.383
2004-07-28,356.905
2004-07-29,361.567
2004-07-30,361.136
2004-08-02,359.988
2004-08-03,363.593
2004-08-04,361.025
2004-08-05,363.187
2004-08-06,364.921
2004-08-09,363.525
2004-08-10,366.398
2004-08-11,361.842
2004-08-12,361.918
2004-08-13,363.048
2004-08-16,362.784
2004-08-17,364.334
2004-08-18,363.544
2004-08-19,367.381
2004-08-20,364.941
2004-08-23,365.6
2004-08-24,364.993
2004-08-25,363.692
2004-08-26,365.329
2004-08-27,365.127
2004-08-30,366.333
2004-08-31,369.494
2004-09-01,372.41
2004-09-02,374.324
2004-09-03,373.852
2004-09-06,377.139
2004-09-07,377.777
2004-09-08,378.294
2004-09-09,377.231
2004-09-10,380.993
2004-09-13,382.521
2004-09-14,383.136
2004-09-15,378.048
2004-09-16,377.949
2004-09-17,378.747
2004-09-20,377.332
2004-09-21,383.906
2004-09-22,381.632
2004-09-23,382.28
2004-09-24,384.478
2004-09-27,384.848
2004-09-28,386.03
2004-09-29,390.705
2004-09-30,393.016
2004-10-01,396.914
2004-10-04,393.909
2004-10-05,393.041
2004-10-06,391.188
2004-10-07,390.085
2004-10-08,393.834
2004-10-11,393.434
2004-10-12,391.13
2004-10-13,390.511
2004-10-14,392.215
2004-10-15,393.233
2004-10-18,394.246
2004-10-19,396.654
2004-10-20,399.129
2004-10-21,399.584
2004-10-22,399.818
2004-10-25,400.77
2004-10-26,402.451
2004-10-27,406.375
2004-10-28,409.724
2004-10-29,407.836
2004-11-01,408.621
2004-11-02,410.774
2004-11-03,414.629
2004-11-04,418.516
2004-11-05,422.362
2004-11-08,425.001
2004-11-09,423.306
2004-11-10,426.966
2004-11-11,428.61
2004-11-12,429.099
2004-11-15,424.707
2004-11-16,427.079
2004-11-17,432.416
2004-11-18,432.823
2004-11-19,435.727
2004-11-22,436.045
2004-11-23,436.961
2004-11-24,442.474
2004-11-25,446.135
2004-11-26,445.189
2004-11-29,444.062
2004-11-30,442.805
2004-12-01,447.228
2004-12-02,447.505
2004-12-03,452.183
2004-12-06,454.077
2004-12-07,453.409
2004-12-08,447.989
2004-12-09,445.303
2004-12-10,445.952
2004-12-13,450.395
2004-12-14,452.293
2004-12-15,457.548
2004-12-16,456.5
2004-12-17,456.582
2004-12-20,463.38
2004-12-21,462.973
2004-12-22,468.191
2004-12-23,472.5
2004-12-24,473.725
2004-12-27,475.469
2004-12-28,476.31
2004-12-29,477.928
2004-12-30,479.934
2004-12-31,478.614
2005-01-03,479.342
2005-01-04,475.513
2005-01-05,471.483
2005-01-06,467.772
2005-01-07,462.205
2005-01-10,464.504
2005-01-11,467.324
2005-01-12,475.54
2005-01-13,477.097
2005-01-14,474.311
2005-01-17,475.812
2005-01-18,474.702
2005-01-19,477.977
2005-01-20,475.498
2005-01-21,479.597
2005-01-24,479.919
2005-01-25,483.56
2005-01-26,489.983
2005-01-27,490.324
2005-01-28,492.453
2005-01-31,498.677
2005-02-01,499.366
2005-02-02,503.054
2005-02-03,502.198
2005-02-04,509.338
2005-02-07,501.985
2005-02-08,501.784
2005-02-09,503.09
2005-02-10,508.071
2005-02-11,511.97
2005-02-14,515.751
2005-02-15,519.055
2005-02-16,521.49
2005-02-17,528.094
2005-02-18,527.885
2005-02-21,524.247
2005-02-22,524.237
2005-02-23,523.581
2005-02-24,529.21
2005-02-25,529.762
2005-02-28,533.369
2005-03-01,534.364
2005-03-02,527.586
2005-03-03,526.406
2005-03-04,536.457
2005-03-07,536.068
2005-03-08,537.013
2005-03-09,534.929
2005-03-10,531.872
2005-03-11,535.439
2005-03-14,527.507
2005-03-15,527.661
2005-03-16,525.247
2005-03-17,524.219
2005-03-18,521.336
2005-03-21,517.233
2005-03-22,520.096
2005-03-23,511.885
2005-03-24,513.46
2005-03-25,513.46
2005-03-28,509.856
2005-03-29,512.042
2005-03-30,516.883
2005-03-31,517.339
2005-04-01,518.611
2005-04-04,508.378
2005-04-05,512.159
2005-04-06,516.154
2005-04-07,519.945
2005-04-08,519.734
2005-04-11,523.281
2005-04-12,520.44
2005-04-13,525.335
2005-04-14,519.479
2005-04-15,516.302
2005-04-18,511.093
2005-04-19,514.407
2005-04-20,514.995
2005-04-21,518.14
2005-04-22,518.749
2005-04-25,517.517
2005-04-26,517.779
2005-04-27,512.778
2005-04-28,510.773
2005-04-29,509.572
2005-05-02,512.351
2005-05-03,515.801
2005-05-04,517.491
2005-05-05,516.168
2005-05-06,518.234
2005-05-09,515.607
2005-05-10,516.872
2005-05-11,517.638
2005-05-12,517.909
2005-05-13,519.171
2005-05-16,518.639
2005-05-17,517.009
2005-05-18,525.356
2005-05-19,526.313
2005-05-20,523.524
2005-05-23,527.563
2005-05-24,527.685
2005-05-25,529.305
2005-05-26,530.46
2005-05-27,528.703
2005-05-30,532.824
2005-05-31,525.017
2005-06-01,527.051
2005-06-02,524.292
2005-06-03,523.689
2005-06-06,524.446
2005-06-07,527.81
2005-06-08,526.0
2005-06-09,520.906
2005-06-10,524.829
2005-06-13,522.03
2005-06-14,522.065
2005-06-15,521.229
2005-06-16,524.173
2005-06-17,532.896
2005-06-20,526.027
2005-06-21,526.489
2005-06-22,528.617
2005-06-23,528.723
2005-06-24,527.374
2005-06-27,528.816
2005-06-28,527.492
2005-06-29,530.555
2005-06-30,530.53
2005-07-01,528.345
2005-07-04,524.004
2005-07-05,523.531
2005-07-06,525.101
2005-07-07,516.781
2005-07-08,523.284
2005-07-11,532.647
2005-07-12,540.02
2005-07-13,536.996
2005-07-14,537.141
2005-07-15,531.392
2005-07-18,533.775
2005-07-19,533.931
2005-07-20,536.605
2005-07-21,541.334
2005-07-22,543.459
2005-07-25,538.909
2005-07-26,536.716
2005-07-27,539.865
2005-07-28,541.695
2005-07-29,542.218
2005-08-01,547.297
2005-08-02,546.103
2005-08-03,551.655
2005-08-04,552.665
2005-08-05,550.671
2005-08-08,556.446
2005-08-09,557.072
2005-08-10,563.987
2005-08-11,566.035
2005-08-12,563.685
2005-08-15,561.066
2005-08-16,560.637
2005-08-17,554.535
2005-08-18,546.903
2005-08-19,548.989
2005-08-22,555.187
2005-08-23,548.844
2005-08-24,548.758
2005-08-25,545.986
2005-08-26,545.496
2005-08-29,542.819
2005-08-30,539.118
2005-08-31,547.465
2005-09-01,558.698
2005-09-02,562.385
2005-09-05,563.659
2005-09-06,565.705
2005-09-07,567.593
2005-09-08,566.128
2005-09-09,567.25
2005-09-12,560.343
2005-09-13,554.954
2005-09-14,555.593
2005-09-15,554.34
2005-09-16,556.81
2005-09-19,552.805
2005-09-20,554.429
2005-09-21,552.89
2005-09-22,548.401
2005-09-23,547.929
2005-09-26,548.902
2005-09-27,547.385
2005-09-28,549.395
2005-09-29,550.448
2005-09-30,556.743
2005-10-03,552.628
2005-10-04,559.334
2005-10-05,559.65
2005-10-06,564.366
2005-10-07,562.553
2005-10-10,562.25
2005-10-11,559.032
2005-10-12,556.784
2005-10-13,542.939
2005-10-14,548.161
2005-10-17,544.895
2005-10-18,537.872
2005-10-19,528.978
2005-10-20,527.29
2005-10-21,527.368
2005-10-24,535.33
2005-10-25,539.516
2005-10-26,537.478
2005-10-27,535.38
2005-10-28,533.89
2005-10-31,537.56
2005-11-01,541.428
2005-11-02,542.071
2005-11-03,541.905
2005-11-04,529.11
2005-11-07,530.503
2005-11-08,528.516
