Date,SPAIN SMID VALUE SMID (Small+Mid Cap)
2017-01-31,504.13
2017-02-28,502.014
2017-03-31,545.905
2017-04-28,568.932
2017-05-31,614.129
2017-06-30,580.874
2017-07-31,601.944
2017-08-31,602.77
2017-09-29,582.266
2017-10-31,592.034
2017-11-30,599.835
2017-12-29,605.662
2018-01-31,651.038
2018-02-28,613.377
2018-03-30,616.155
2018-04-30,636.718
2018-05-31,586.37
2018-06-29,595.991
2018-07-31,606.448
2018-08-31,593.947
2018-09-28,590.94
2018-10-31,530.09
2018-11-30,531.292
2018-12-31,515.313
2019-01-31,548.571
2019-02-28,553.306
2019-03-29,540.579
2019-04-30,560.291
2019-05-31,529.621
2019-06-28,533.441
2019-07-31,498.736
2019-08-30,484.039
2019-09-30,499.508
2019-10-31,521.9
2019-11-29,530.745
2019-12-31,545.929
2020-01-31,509.235
2020-02-28,476.364
2020-03-31,368.757
2020-04-30,391.416
2020-05-29,389.326
2020-06-30,407.288
2020-07-31,423.559
2020-08-31,441.373
2020-09-30,418.212
2020-10-30,395.991
2020-11-30,494.597
2020-12-31,515.42
2021-01-29,502.501
2021-02-26,543.053
2021-03-31,554.288
2021-04-30,566.787
2021-05-31,607.231
2021-06-30,569.843
2021-07-30,563.104
2021-08-31,575.698
2021-09-30,584.735
2021-10-29,584.564
2021-11-30,537.196
2021-12-31,570.704
2022-01-31,570.924
2022-02-28,577.783
2022-03-31,586.603
2022-04-29,585.246
2022-05-31,624.701
2022-06-30,569.519
2022-07-29,534.588
2022-08-31,519.17
2022-09-30,466.014
2022-10-31,512.725
2022-11-30,565.408
2022-12-30,581.457
2023-01-31,633.734
2023-02-28,627.794
2023-03-31,604.541
2023-04-28,609.147
2023-05-31,574.461
2023-06-30,614.07
2023-07-31,644.543
2023-08-31,632.745
2023-09-29,635.315
2023-10-31,610.035
2023-11-30,669.71
2023-12-29,663.82
2024-01-31,655.514
2024-02-29,653.263
2024-03-29,705.801
2024-04-30,714.361
2024-05-31,768.15
2024-06-28,733.852
2024-07-31,750.65
2024-08-30,767.022
2024-09-30,773.601
2024-10-31,727.638
2024-11-29,717.464
2024-12-31,708.572
2025-01-31,754.755
2025-02-28,813.385
2025-03-31,860.314
2025-04-30,897.941
2025-05-30,963.904
2025-06-30,1001.843
2025-07-31,1062.532
2025-08-29,1111.384
2025-09-30,1145.873
2025-10-31,1136.029
2025-11-28,1141.305
2025-12-31,1184.59
