Date,EM (EMERGING MARKETS) MID GROWTH Mid Cap
2001-08-30,229.324
2001-08-31,228.366
2001-09-03,226.945
2001-09-04,227.59
2001-09-05,226.061
2001-09-06,224.975
2001-09-07,224.4
2001-09-10,221.422
2001-09-11,214.931
2001-09-12,210.858
2001-09-13,206.798
2001-09-14,199.197
2001-09-17,192.566
2001-09-18,193.498
2001-09-19,195.279
2001-09-20,190.72
2001-09-21,186.017
2001-09-24,187.033
2001-09-25,187.13
2001-09-26,187.373
2001-09-27,187.417
2001-09-28,188.798
2001-10-01,188.015
2001-10-02,186.096
2001-10-03,184.898
2001-10-04,188.019
2001-10-05,187.858
2001-10-08,185.635
2001-10-09,187.778
2001-10-10,188.343
2001-10-11,192.641
2001-10-12,192.02
2001-10-15,192.106
2001-10-16,193.983
2001-10-17,194.978
2001-10-18,194.292
2001-10-19,194.771
2001-10-22,195.944
2001-10-23,196.747
2001-10-24,197.938
2001-10-25,197.768
2001-10-26,199.668
2001-10-29,199.289
2001-10-30,195.866
2001-10-31,196.261
2001-11-01,197.035
2001-11-02,198.138
2001-11-05,200.582
2001-11-06,201.675
2001-11-07,202.379
2001-11-08,203.404
2001-11-09,202.164
2001-11-12,203.142
2001-11-13,203.705
2001-11-14,206.698
2001-11-15,209.856
2001-11-16,211.209
2001-11-19,214.614
2001-11-20,212.068
2001-11-21,212.402
2001-11-22,213.244
2001-11-23,215.491
2001-11-26,220.33
2001-11-27,219.855
2001-11-28,214.909
2001-11-29,213.732
2001-11-30,214.913
2001-12-03,218.028
2001-12-04,219.056
2001-12-05,222.5
2001-12-06,226.574
2001-12-07,228.551
2001-12-10,228.606
2001-12-11,228.515
2001-12-12,231.845
2001-12-13,230.099
2001-12-14,229.792
2001-12-17,229.005
2001-12-18,225.758
2001-12-19,224.702
2001-12-20,225.778
2001-12-21,224.294
2001-12-24,225.422
2001-12-25,228.094
2001-12-26,229.986
2001-12-27,230.117
2001-12-28,232.188
2001-12-31,234.94
2002-01-01,235.099
2002-01-02,237.308
2002-01-03,238.775
2002-01-04,242.532
2002-01-07,245.154
2002-01-08,243.758
2002-01-09,246.182
2002-01-10,246.729
2002-01-11,243.752
2002-01-14,244.171
2002-01-15,242.63
2002-01-16,239.753
2002-01-17,241.012
2002-01-18,241.823
2002-01-21,244.523
2002-01-22,246.152
2002-01-23,247.18
2002-01-24,249.008
2002-01-25,250.836
2002-01-28,250.744
2002-01-29,247.395
2002-01-30,246.079
2002-01-31,248.086
2002-02-01,247.669
2002-02-04,246.533
2002-02-05,248.17
2002-02-06,251.403
2002-02-07,249.59
2002-02-08,250.799
2002-02-11,249.776
2002-02-12,250.438
2002-02-13,252.298
2002-02-14,254.204
2002-02-15,255.464
2002-02-18,256.67
2002-02-19,254.507
2002-02-20,251.753
2002-02-21,250.135
2002-02-22,248.607
2002-02-25,247.973
2002-02-26,250.214
2002-02-27,255.876
2002-02-28,254.893
2002-03-01,256.468
2002-03-04,261.539
2002-03-05,261.935
2002-03-06,262.801
2002-03-07,262.76
2002-03-08,262.32
2002-03-11,264.468
2002-03-12,262.651
2002-03-13,262.911
2002-03-14,264.159
2002-03-15,263.6
2002-03-18,266.363
2002-03-19,268.763
2002-03-20,270.822
2002-03-21,270.401
2002-03-22,271.853
2002-03-25,271.71
2002-03-26,272.44
2002-03-27,271.925
2002-03-28,271.154
2002-03-29,271.791
2002-04-01,270.032
2002-04-02,271.786
2002-04-03,270.93
2002-04-04,270.015
2002-04-05,272.281
2002-04-08,271.987
2002-04-09,270.517
2002-04-10,272.015
2002-04-11,272.391
2002-04-12,274.647
2002-04-15,274.906
2002-04-16,275.537
2002-04-17,279.743
2002-04-18,278.14
2002-04-19,278.861
2002-04-22,277.332
2002-04-23,275.624
2002-04-24,274.133
2002-04-25,271.696
2002-04-26,272.283
2002-04-29,268.263
2002-04-30,266.907
2002-05-01,267.088
2002-05-02,266.242
2002-05-03,267.572
2002-05-06,265.467
2002-05-07,265.96
2002-05-08,267.629
2002-05-09,266.378
2002-05-10,266.789
2002-05-13,266.377
2002-05-14,267.151
2002-05-15,269.02
2002-05-16,268.655
2002-05-17,269.433
2002-05-20,266.832
2002-05-21,263.726
2002-05-22,264.26
2002-05-23,263.054
2002-05-24,267.236
2002-05-27,267.421
2002-05-28,266.983
2002-05-29,266.214
2002-05-30,264.739
2002-05-31,263.219
2002-06-03,263.387
2002-06-04,263.672
2002-06-05,263.297
2002-06-06,263.815
2002-06-07,258.606
2002-06-10,259.73
2002-06-11,256.715
2002-06-12,256.013
2002-06-13,256.856
2002-06-14,254.123
2002-06-17,251.681
2002-06-18,253.145
2002-06-19,247.441
2002-06-20,245.195
2002-06-21,243.553
2002-06-24,240.261
2002-06-25,237.961
2002-06-26,230.958
2002-06-27,233.336
2002-06-28,238.051
2002-07-01,237.369
2002-07-02,234.951
2002-07-03,234.155
2002-07-04,236.615
2002-07-05,240.939
2002-07-08,243.073
2002-07-09,245.965
2002-07-10,242.97
2002-07-11,238.385
2002-07-12,243.895
2002-07-15,242.139
2002-07-16,241.267
2002-07-17,242.974
2002-07-18,244.468
2002-07-19,241.942
2002-07-22,233.55
2002-07-23,234.074
2002-07-24,227.123
2002-07-25,228.182
2002-07-26,221.434
2002-07-29,222.46
2002-07-30,224.15
2002-07-31,222.399
2002-08-01,222.127
2002-08-02,222.483
2002-08-05,214.783
2002-08-06,213.1
2002-08-07,217.142
2002-08-08,219.548
2002-08-09,220.62
2002-08-12,220.666
2002-08-13,221.065
2002-08-14,223.226
2002-08-15,223.937
2002-08-16,225.9
2002-08-19,225.458
2002-08-20,225.989
2002-08-21,227.198
2002-08-22,227.288
2002-08-23,226.346
2002-08-26,225.723
2002-08-27,226.094
2002-08-28,223.733
2002-08-29,222.19
2002-08-30,223.673
2002-09-02,221.61
2002-09-03,219.558
2002-09-04,218.655
2002-09-05,217.641
2002-09-06,216.904
2002-09-09,217.233
2002-09-10,219.997
2002-09-11,221.292
2002-09-12,221.229
2002-09-13,217.466
2002-09-16,213.061
2002-09-17,217.251
2002-09-18,213.416
2002-09-19,212.063
2002-09-20,210.145
2002-09-23,205.607
2002-09-24,203.014
2002-09-25,202.252
2002-09-26,203.17
2002-09-27,202.586
2002-09-30,200.366
2002-10-01,201.081
2002-10-02,200.776
2002-10-03,199.488
2002-10-04,199.011
2002-10-07,194.223
2002-10-08,194.322
2002-10-09,191.585
2002-10-10,190.576
2002-10-11,190.75
2002-10-14,191.355
2002-10-15,196.004
2002-10-16,197.742
2002-10-17,200.972
2002-10-18,204.942
2002-10-21,204.887
2002-10-22,204.175
2002-10-23,209.458
2002-10-24,209.965
2002-10-25,209.215
2002-10-28,210.576
2002-10-29,208.991
2002-10-30,208.838
2002-10-31,211.604
2002-11-01,211.522
2002-11-04,214.699
2002-11-05,214.71
2002-11-06,217.239
2002-11-07,219.434
2002-11-08,220.18
2002-11-11,217.091
2002-11-12,216.275
2002-11-13,214.874
2002-11-14,217.546
2002-11-15,221.725
2002-11-18,222.466
2002-11-19,220.493
2002-11-20,220.408
2002-11-21,223.438
2002-11-22,226.07
2002-11-25,227.657
2002-11-26,225.44
2002-11-27,226.942
2002-11-28,226.949
2002-11-29,228.896
2002-12-02,230.628
2002-12-03,228.845
2002-12-04,226.712
2002-12-05,226.997
2002-12-06,227.221
2002-12-09,226.003
2002-12-10,225.576
2002-12-11,224.517
2002-12-12,224.207
2002-12-13,224.914
2002-12-16,228.72
2002-12-17,228.304
2002-12-18,228.283
2002-12-19,229.278
2002-12-20,230.513
2002-12-23,229.221
2002-12-24,228.602
2002-12-25,228.6
2002-12-26,228.671
2002-12-27,228.514
2002-12-30,227.316
2002-12-31,227.408
2003-01-01,227.225
2003-01-02,228.731
2003-01-03,231.826
2003-01-06,234.167
2003-01-07,232.865
2003-01-08,233.309
2003-01-09,235.386
2003-01-10,236.733
2003-01-13,238.865
2003-01-14,238.62
2003-01-15,238.285
2003-01-16,236.654
2003-01-17,234.403
2003-01-20,234.068
2003-01-21,231.856
2003-01-22,230.735
2003-01-23,230.967
2003-01-24,228.319
2003-01-27,225.5
2003-01-28,226.307
2003-01-29,226.479
2003-01-30,226.442
2003-01-31,227.319
2003-02-03,228.473
2003-02-04,229.012
2003-02-05,229.026
2003-02-06,227.545
2003-02-07,225.526
2003-02-10,223.766
2003-02-11,224.838
2003-02-12,225.709
2003-02-13,223.898
2003-02-14,223.944
2003-02-17,228.263
2003-02-18,228.48
2003-02-19,227.568
2003-02-20,227.693
2003-02-21,228.294
2003-02-24,228.106
2003-02-25,225.085
2003-02-26,224.695
2003-02-27,224.764
2003-02-28,226.528
2003-03-03,228.015
2003-03-04,226.85
2003-03-05,226.155
2003-03-06,225.066
2003-03-07,224.546
2003-03-10,221.771
2003-03-11,221.67
2003-03-12,220.85
2003-03-13,221.107
2003-03-14,223.158
2003-03-17,220.464
2003-03-18,224.308
2003-03-19,224.962
2003-03-20,227.415
2003-03-21,227.703
2003-03-24,224.764
2003-03-25,224.527
2003-03-26,225.889
2003-03-27,224.842
2003-03-28,223.976
2003-03-31,221.5
2003-04-01,222.851
2003-04-02,223.809
2003-04-03,225.501
2003-04-04,228.807
2003-04-07,232.345
2003-04-08,232.366
2003-04-09,232.081
2003-04-10,232.977
2003-04-11,233.827
2003-04-14,233.758
2003-04-15,235.2
2003-04-16,237.321
2003-04-17,238.539
2003-04-18,239.48
2003-04-21,239.449
2003-04-22,237.996
2003-04-23,238.878
2003-04-24,237.064
2003-04-25,235.814
2003-04-28,236.141
2003-04-29,239.84
2003-04-30,238.893
2003-05-01,238.983
2003-05-02,239.273
2003-05-05,241.825
2003-05-06,240.782
2003-05-07,242.392
2003-05-08,241.946
2003-05-09,244.181
2003-05-12,245.863
2003-05-13,248.187
2003-05-14,247.579
2003-05-15,245.453
2003-05-16,244.774
2003-05-19,242.3
2003-05-20,241.91
2003-05-21,242.344
2003-05-22,242.148
2003-05-23,246.472
2003-05-26,249.147
2003-05-27,248.633
2003-05-28,249.067
2003-05-29,251.429
2003-05-30,252.834
2003-06-02,255.512
2003-06-03,254.986
2003-06-04,256.678
2003-06-05,260.099
2003-06-06,261.236
2003-06-09,261.156
2003-06-10,260.508
2003-06-11,261.403
2003-06-12,265.151
2003-06-13,266.192
2003-06-16,267.919
2003-06-17,271.197
2003-06-18,269.421
2003-06-19,270.715
2003-06-20,270.17
2003-06-23,266.316
2003-06-24,266.826
2003-06-25,269.294
2003-06-26,269.912
2003-06-27,271.268
2003-06-30,270.823
2003-07-01,274.532
2003-07-02,277.014
2003-07-03,278.933
2003-07-04,280.241
2003-07-07,283.743
2003-07-08,284.792
2003-07-09,283.874
2003-07-10,282.662
2003-07-11,282.964
2003-07-14,288.311
2003-07-15,285.716
2003-07-16,283.998
2003-07-17,280.353
2003-07-18,279.656
2003-07-21,279.02
2003-07-22,279.708
2003-07-23,280.023
2003-07-24,281.54
2003-07-25,285.482
2003-07-28,288.589
2003-07-29,287.073
2003-07-30,286.342
2003-07-31,286.739
2003-08-01,286.864
2003-08-04,285.126
2003-08-05,282.819
2003-08-06,281.518
2003-08-07,284.852
2003-08-08,285.327
2003-08-11,285.796
2003-08-12,286.329
2003-08-13,289.018
2003-08-14,290.955
2003-08-15,291.369
2003-08-18,294.448
2003-08-19,294.054
2003-08-20,294.619
2003-08-21,298.566
2003-08-22,298.658
2003-08-25,295.997
2003-08-26,297.274
2003-08-27,299.539
2003-08-28,299.703
2003-08-29,301.882
2003-09-01,303.565
2003-09-02,304.665
2003-09-03,306.251
2003-09-04,306.65
2003-09-05,307.451
2003-09-08,308.142
2003-09-09,305.191
2003-09-10,305.668
2003-09-11,306.807
2003-09-12,306.643
2003-09-15,304.749
2003-09-16,307.043
2003-09-17,308.422
2003-09-18,309.259
2003-09-19,310.47
2003-09-22,308.318
2003-09-23,310.089
2003-09-24,312.852
2003-09-25,310.41
2003-09-26,309.931
2003-09-29,310.556
2003-09-30,311.718
2003-10-01,315.623
2003-10-02,319.162
2003-10-03,321.983
2003-10-06,324.709
2003-10-07,327.149
2003-10-08,328.901
2003-10-09,333.693
2003-10-10,336.257
2003-10-13,339.764
2003-10-14,337.497
2003-10-15,337.793
2003-10-16,340.779
2003-10-17,337.396
2003-10-20,337.091
2003-10-21,336.684
2003-10-22,335.875
2003-10-23,330.553
2003-10-24,333.242
2003-10-27,333.326
2003-10-28,337.132
2003-10-29,338.209
2003-10-30,339.834
2003-10-31,341.609
2003-11-03,345.909
2003-11-04,348.548
2003-11-05,347.556
2003-11-06,345.191
2003-11-07,346.398
2003-11-10,345.911
2003-11-11,344.092
2003-11-12,345.84
2003-11-13,347.652
2003-11-14,349.928
2003-11-17,346.402
2003-11-18,346.802
2003-11-19,342.369
2003-11-20,341.101
2003-11-21,342.534
2003-11-24,343.464
2003-11-25,347.47
2003-11-26,351.579
2003-11-27,352.957
2003-11-28,355.821
2003-12-01,363.472
2003-12-02,365.108
2003-12-03,365.228
2003-12-04,365.019
2003-12-05,365.139
2003-12-08,365.022
2003-12-09,366.316
2003-12-10,364.975
2003-12-11,365.121
2003-12-12,368.35
2003-12-15,372.284
2003-12-16,369.46
2003-12-17,365.054
2003-12-18,366.376
2003-12-19,364.484
2003-12-22,366.004
2003-12-23,366.311
2003-12-24,368.363
2003-12-25,367.514
2003-12-26,368.331
2003-12-29,371.853
2003-12-30,375.886
2003-12-31,377.526
2004-01-01,377.674
2004-01-02,382.769
2004-01-05,391.073
2004-01-06,388.399
2004-01-07,389.189
2004-01-08,390.046
2004-01-09,393.185
2004-01-12,390.669
2004-01-13,391.382
2004-01-14,387.337
2004-01-15,382.325
2004-01-16,381.395
2004-01-19,383.574
2004-01-20,386.249
2004-01-21,385.344
2004-01-22,385.021
2004-01-23,387.32
2004-01-26,386.799
2004-01-27,389.023
2004-01-28,389.891
2004-01-29,381.994
2004-01-30,382.352
2004-02-02,381.893
2004-02-03,381.6
2004-02-04,378.034
2004-02-05,378.834
2004-02-06,383.791
2004-02-09,388.259
2004-02-10,387.157
2004-02-11,389.406
2004-02-12,394.922
2004-02-13,396.088
2004-02-16,395.605
2004-02-17,401.038
2004-02-18,403.534
2004-02-19,398.521
2004-02-20,396.335
2004-02-23,396.13
2004-02-24,394.828
2004-02-25,396.035
2004-02-26,397.317
2004-02-27,400.729
2004-03-01,404.863
2004-03-02,407.254
2004-03-03,403.646
2004-03-04,404.486
2004-03-05,407.459
2004-03-08,407.239
2004-03-09,407.026
2004-03-10,402.075
2004-03-11,397.738
2004-03-12,396.142
2004-03-15,393.762
2004-03-16,393.826
2004-03-17,397.262
2004-03-18,403.259
2004-03-19,404.394
2004-03-22,395.462
2004-03-23,393.691
2004-03-24,393.209
2004-03-25,392.653
2004-03-26,394.242
2004-03-29,399.945
2004-03-30,403.641
2004-03-31,409.211
2004-04-01,413.107
2004-04-02,414.483
2004-04-05,417.048
2004-04-06,417.595
2004-04-07,417.453
2004-04-08,417.834
2004-04-09,417.327
2004-04-12,420.374
2004-04-13,415.537
2004-04-14,410.437
2004-04-15,407.697
2004-04-16,410.626
2004-04-19,409.881
2004-04-20,407.882
2004-04-21,403.72
2004-04-22,401.128
2004-04-23,404.676
2004-04-26,399.388
2004-04-27,398.545
2004-04-28,391.75
2004-04-29,377.916
2004-04-30,371.062
2004-05-03,367.74
2004-05-04,375.006
2004-05-05,374.625
2004-05-06,368.525
2004-05-07,365.229
2004-05-10,348.936
2004-05-11,350.405
2004-05-12,353.564
2004-05-13,348.163
2004-05-14,342.488
2004-05-17,330.879
2004-05-18,337.975
2004-05-19,350.772
2004-05-20,346.644
2004-05-21,353.084
2004-05-24,355.124
2004-05-25,355.3
2004-05-26,358.535
2004-05-27,363.881
2004-05-28,366.235
2004-05-31,362.81
2004-06-01,363.731
2004-06-02,363.746
2004-06-03,355.843
2004-06-04,357.887
2004-06-07,368.302
2004-06-08,367.512
2004-06-09,364.615
2004-06-10,364.732
2004-06-11,362.054
2004-06-14,356.677
2004-06-15,359.643
2004-06-16,358.956
2004-06-17,359.486
2004-06-18,358.712
2004-06-21,359.346
2004-06-22,357.389
2004-06-23,359.713
2004-06-24,365.648
2004-06-25,366.801
2004-06-28,366.877
2004-06-29,370.229
2004-06-30,372.278
2004-07-01,372.973
2004-07-02,373.649
2004-07-05,374.042
2004-07-06,372.481
2004-07-07,374.212
2004-07-08,369.777
2004-07-09,370.607
2004-07-12,371.765
2004-07-13,371.337
2004-07-14,369.158
2004-07-15,368.374
2004-07-16,371.421
2004-07-19,372.098
2004-07-20,369.375
2004-07-21,368.591
2004-07-22,365.625
2004-07-23,363.239
2004-07-26,360.524
2004-07-27,362.246
2004-07-28,363.613
2004-07-29,361.663
2004-07-30,364.543
2004-08-02,361.612
2004-08-03,360.514
2004-08-04,360.135
2004-08-05,362.353
2004-08-06,361.621
2004-08-09,362.477
2004-08-10,363.999
2004-08-11,360.122
2004-08-12,359.417
2004-08-13,358.564
2004-08-16,357.633
2004-08-17,360.139
2004-08-18,362.683
2004-08-19,366.418
2004-08-20,367.295
2004-08-23,365.655
2004-08-24,367.525
2004-08-25,369.612
2004-08-26,372.06
2004-08-27,370.36
2004-08-30,372.331
2004-08-31,375.624
2004-09-01,380.161
2004-09-02,381.639
2004-09-03,380.271
2004-09-06,382.366
2004-09-07,383.331
2004-09-08,383.807
2004-09-09,384.108
2004-09-10,384.493
2004-09-13,386.806
2004-09-14,390.219
2004-09-15,389.87
2004-09-16,393.841
2004-09-17,394.626
2004-09-20,398.601
2004-09-21,399.473
2004-09-22,395.707
2004-09-23,396.513
2004-09-24,395.042
2004-09-27,393.175
2004-09-28,393.767
2004-09-29,394.301
2004-09-30,397.114
2004-10-01,403.259
2004-10-04,411.086
2004-10-05,408.098
2004-10-06,406.475
2004-10-07,407.415
2004-10-08,409.185
2004-10-11,409.639
2004-10-12,404.153
2004-10-13,401.893
2004-10-14,398.899
2004-10-15,400.163
2004-10-18,402.123
2004-10-19,403.451
2004-10-20,398.775
2004-10-21,399.917
2004-10-22,399.62
2004-10-25,396.928
2004-10-26,397.754
2004-10-27,404.12
2004-10-28,408.392
2004-10-29,409.463
2004-11-01,412.488
2004-11-02,416.708
2004-11-03,422.704
2004-11-04,424.783
2004-11-05,424.912
2004-11-08,422.789
2004-11-09,423.91
2004-11-10,426.404
2004-11-11,425.69
2004-11-12,431.091
2004-11-15,435.202
2004-11-16,433.612
2004-11-17,438.259
2004-11-18,439.348
2004-11-19,437.711
2004-11-22,435.576
2004-11-23,438.582
2004-11-24,445.36
2004-11-25,447.671
2004-11-26,448.465
2004-11-29,451.555
2004-11-30,455.019
2004-12-01,455.615
2004-12-02,456.8
2004-12-03,458.283
2004-12-06,457.836
2004-12-07,453.734
2004-12-08,447.479
2004-12-09,444.145
2004-12-10,443.225
2004-12-13,449.38
2004-12-14,451.687
2004-12-15,455.709
2004-12-16,458.651
2004-12-17,458.46
2004-12-20,462.238
2004-12-21,463.03
2004-12-22,464.075
2004-12-23,464.383
2004-12-24,466.027
2004-12-27,466.525
2004-12-28,468.95
2004-12-29,471.737
2004-12-30,476.003
2004-12-31,478.582
2005-01-03,476.458
2005-01-04,467.649
2005-01-05,462.388
2005-01-06,453.19
2005-01-07,453.255
2005-01-10,453.94
2005-01-11,457.057
2005-01-12,457.286
2005-01-13,460.344
2005-01-14,460.547
2005-01-17,461.663
2005-01-18,457.727
2005-01-19,459.158
2005-01-20,454.72
2005-01-21,456.485
2005-01-24,458.643
2005-01-25,458.669
2005-01-26,463.485
2005-01-27,462.951
2005-01-28,465.383
2005-01-31,471.786
2005-02-01,470.398
2005-02-02,471.956
2005-02-03,472.787
2005-02-04,476.717
2005-02-07,477.845
2005-02-08,475.005
2005-02-09,476.229
2005-02-10,477.527
2005-02-11,481.372
2005-02-14,487.637
2005-02-15,488.468
2005-02-16,488.224
2005-02-17,491.895
2005-02-18,494.524
2005-02-21,493.068
2005-02-22,495.473
2005-02-23,498.057
2005-02-24,502.582
2005-02-25,503.858
2005-02-28,507.549
2005-03-01,508.201
2005-03-02,502.888
2005-03-03,502.993
2005-03-04,507.59
2005-03-07,511.353
2005-03-08,512.267
2005-03-09,513.112
2005-03-10,506.377
2005-03-11,507.62
2005-03-14,498.763
2005-03-15,490.29
2005-03-16,488.994
2005-03-17,487.722
2005-03-18,487.685
2005-03-21,483.57
2005-03-22,479.293
2005-03-23,470.97
2005-03-24,469.274
2005-03-25,471.543
2005-03-28,466.485
2005-03-29,461.703
2005-03-30,464.96
2005-03-31,473.596
2005-04-01,479.935
2005-04-04,473.735
2005-04-05,473.051
2005-04-06,475.196
2005-04-07,477.341
2005-04-08,474.782
2005-04-11,473.627
2005-04-12,471.305
2005-04-13,473.069
2005-04-14,462.94
2005-04-15,456.674
2005-04-18,449.207
2005-04-19,459.191
2005-04-20,459.438
2005-04-21,460.878
2005-04-22,461.252
2005-04-25,462.188
2005-04-26,465.261
2005-04-27,462.149
2005-04-28,456.037
2005-04-29,458.747
2005-05-02,460.609
2005-05-03,462.624
2005-05-04,470.623
2005-05-05,475.122
2005-05-06,478.064
2005-05-09,474.678
2005-05-10,470.782
2005-05-11,466.893
2005-05-12,464.358
2005-05-13,462.147
2005-05-16,460.231
2005-05-17,458.645
2005-05-18,460.99
2005-05-19,465.666
2005-05-20,463.307
2005-05-23,461.421
2005-05-24,463.187
2005-05-25,463.215
2005-05-26,463.743
2005-05-27,471.535
2005-05-30,474.034
2005-05-31,470.401
2005-06-01,468.449
2005-06-02,473.798
2005-06-03,478.588
2005-06-06,477.658
2005-06-07,477.457
2005-06-08,479.641
2005-06-09,476.083
2005-06-10,476.697
2005-06-13,476.779
2005-06-14,475.982
2005-06-15,479.15
2005-06-16,481.145
2005-06-17,485.633
2005-06-20,482.874
2005-06-21,479.719
2005-06-22,484.086
2005-06-23,483.67
2005-06-24,482.357
2005-06-27,480.236
2005-06-28,482.064
2005-06-29,481.381
2005-06-30,480.311
2005-07-01,481.571
2005-07-04,479.314
2005-07-05,476.652
2005-07-06,477.927
2005-07-07,476.008
2005-07-08,476.613
2005-07-11,485.271
2005-07-12,493.706
2005-07-13,496.312
2005-07-14,502.426
2005-07-15,499.767
2005-07-18,500.477
2005-07-19,503.424
2005-07-20,505.677
2005-07-21,511.126
2005-07-22,512.47
2005-07-25,513.457
2005-07-26,509.091
2005-07-27,513.7
2005-07-28,520.026
2005-07-29,519.731
2005-08-01,525.109
2005-08-02,530.275
2005-08-03,535.067
2005-08-04,537.599
2005-08-05,535.762
2005-08-08,535.263
2005-08-09,537.928
2005-08-10,540.533
2005-08-11,540.218
2005-08-12,538.601
2005-08-15,538.064
2005-08-16,536.289
2005-08-17,534.521
2005-08-18,530.289
2005-08-19,527.008
2005-08-22,534.598
2005-08-23,530.663
2005-08-24,525.653
2005-08-25,526.631
2005-08-26,525.139
2005-08-29,519.243
2005-08-30,520.514
2005-08-31,525.047
2005-09-01,533.493
2005-09-02,541.282
2005-09-05,542.304
2005-09-06,541.074
2005-09-07,544.67
2005-09-08,547.314
2005-09-09,549.947
2005-09-12,552.958
2005-09-13,549.256
2005-09-14,551.662
2005-09-15,551.39
2005-09-16,552.064
2005-09-19,553.366
2005-09-20,559.792
2005-09-21,561.189
2005-09-22,557.993
2005-09-23,553.044
2005-09-26,556.185
2005-09-27,557.537
2005-09-28,560.809
2005-09-29,567.266
2005-09-30,572.6
2005-10-03,575.695
2005-10-04,578.169
2005-10-05,568.58
2005-10-06,555.914
2005-10-07,554.866
2005-10-10,559.156
2005-10-11,563.274
2005-10-12,555.359
2005-10-13,541.797
2005-10-14,536.911
2005-10-17,537.521
2005-10-18,532.551
2005-10-19,521.121
2005-10-20,526.756
2005-10-21,530.717
2005-10-24,534.028
2005-10-25,532.525
2005-10-26,530.74
2005-10-27,525.167
2005-10-28,524.342
2005-10-31,533.753
2005-11-01,541.944
2005-11-02,550.582
2005-11-03,557.297
2005-11-04,555.969
2005-11-07,552.474
2005-11-08,549.782
