Date,DENMARK IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-21,227.231
2001-05-22,224.515
2001-05-23,222.902
2001-05-24,222.08
2001-05-25,227.602
2001-05-28,229.899
2001-05-29,226.531
2001-05-30,227.723
2001-05-31,228.203
2001-06-01,224.773
2001-06-04,225.085
2001-06-05,225.171
2001-06-06,225.751
2001-06-07,223.659
2001-06-08,221.519
2001-06-11,219.257
2001-06-12,221.42
2001-06-13,224.294
2001-06-14,224.426
2001-06-15,225.471
2001-06-18,225.805
2001-06-19,225.966
2001-06-20,223.347
2001-06-21,222.761
2001-06-22,223.823
2001-06-25,226.414
2001-06-26,222.887
2001-06-27,224.09
2001-06-28,226.168
2001-06-29,225.723
2001-07-02,223.5
2001-07-03,222.873
2001-07-04,221.573
2001-07-05,220.726
2001-07-06,218.54
2001-07-09,220.974
2001-07-10,223.82
2001-07-11,224.242
2001-07-12,220.241
2001-07-13,219.238
2001-07-16,220.939
2001-07-17,217.274
2001-07-18,222.245
2001-07-19,223.878
2001-07-20,222.454
2001-07-23,220.962
2001-07-24,220.747
2001-07-25,221.204
2001-07-26,220.481
2001-07-27,221.499
2001-07-30,223.423
2001-07-31,223.952
2001-08-01,227.614
2001-08-02,228.019
2001-08-03,227.963
2001-08-06,225.29
2001-08-07,223.281
2001-08-08,219.855
2001-08-09,220.004
2001-08-10,221.87
2001-08-13,223.995
2001-08-14,224.722
2001-08-15,228.424
2001-08-16,226.527
2001-08-17,227.378
2001-08-20,225.355
2001-08-21,227.193
2001-08-22,228.587
2001-08-23,227.975
2001-08-24,228.668
2001-08-27,226.739
2001-08-28,225.879
2001-08-29,225.523
2001-08-30,222.551
2001-08-31,220.651
2001-09-03,217.225
2001-09-04,214.427
2001-09-05,213.262
2001-09-06,212.81
2001-09-07,214.401
2001-09-10,212.198
2001-09-11,209.687
2001-09-12,210.042
2001-09-13,212.912
2001-09-14,214.547
2001-09-17,209.687
2001-09-18,204.745
2001-09-19,209.899
2001-09-20,204.5
2001-09-21,194.181
2001-09-24,199.056
2001-09-25,197.582
2001-09-26,201.061
2001-09-27,203.792
2001-09-28,207.889
2001-10-01,203.823
2001-10-02,207.416
2001-10-03,205.554
2001-10-04,208.444
2001-10-05,207.912
2001-10-08,208.369
2001-10-09,209.289
2001-10-10,210.165
2001-10-11,214.992
2001-10-12,210.988
2001-10-15,211.429
2001-10-16,210.67
2001-10-17,212.645
2001-10-18,210.112
2001-10-19,205.179
2001-10-22,207.319
2001-10-23,207.325
2001-10-24,206.56
2001-10-25,204.431
2001-10-26,208.071
2001-10-29,207.071
2001-10-30,203.216
2001-10-31,203.114
2001-11-01,203.527
2001-11-02,202.29
2001-11-05,200.223
2001-11-06,200.236
2001-11-07,205.963
2001-11-08,204.238
2001-11-09,201.088
2001-11-12,199.244
2001-11-13,197.448
2001-11-14,200.007
2001-11-15,199.505
2001-11-16,203.462
2001-11-19,203.682
2001-11-20,204.482
2001-11-21,200.87
2001-11-22,202.172
2001-11-23,203.68
2001-11-26,205.08
2001-11-27,204.072
2001-11-28,201.636
2001-11-29,201.497
2001-11-30,206.344
2001-12-03,204.683
2001-12-04,206.369
2001-12-05,203.937
2001-12-06,203.662
2001-12-07,201.528
2001-12-10,199.943
2001-12-11,200.548
2001-12-12,201.595
2001-12-13,201.968
2001-12-14,200.267
2001-12-17,201.665
2001-12-18,204.116
2001-12-19,205.989
2001-12-20,208.157
2001-12-21,206.22
2001-12-24,204.217
2001-12-25,204.217
2001-12-26,204.387
2001-12-27,210.438
2001-12-28,208.376
2001-12-31,210.416
2002-01-01,210.416
2002-01-02,214.532
2002-01-03,216.239
2002-01-04,214.417
2002-01-07,211.724
2002-01-08,207.853
2002-01-09,205.299
2002-01-10,210.148
2002-01-11,209.084
2002-01-14,209.238
2002-01-15,207.174
2002-01-16,207.965
2002-01-17,211.676
2002-01-18,210.612
2002-01-21,208.738
2002-01-22,209.668
2002-01-23,209.085
2002-01-24,208.455
2002-01-25,202.781
2002-01-28,203.426
2002-01-29,201.924
2002-01-30,203.861
2002-01-31,207.683
2002-02-01,209.13
2002-02-04,210.705
2002-02-05,208.004
2002-02-06,207.714
2002-02-07,209.973
2002-02-08,212.953
2002-02-11,213.699
2002-02-12,209.63
2002-02-13,209.767
2002-02-14,209.659
2002-02-15,211.82
2002-02-18,209.009
2002-02-19,208.5
2002-02-20,205.18
2002-02-21,198.517
2002-02-22,202.325
2002-02-25,205.093
2002-02-26,205.454
2002-02-27,207.714
2002-02-28,207.444
2002-03-01,207.0
2002-03-04,208.993
2002-03-05,211.913
2002-03-06,208.472
2002-03-07,207.182
2002-03-08,207.955
2002-03-11,205.333
2002-03-12,204.517
2002-03-13,204.415
2002-03-14,205.818
2002-03-15,206.843
2002-03-18,209.102
2002-03-19,209.983
2002-03-20,208.253
2002-03-21,208.2
2002-03-22,212.235
2002-03-25,214.293
2002-03-26,215.492
2002-03-27,213.39
2002-03-28,213.286
2002-03-29,213.286
2002-04-01,215.043
2002-04-02,214.326
2002-04-03,211.94
2002-04-04,213.627
2002-04-05,213.994
2002-04-08,214.916
2002-04-09,214.869
2002-04-10,215.369
2002-04-11,215.566
2002-04-12,220.225
2002-04-15,222.834
2002-04-16,222.755
2002-04-17,227.545
2002-04-18,228.327
2002-04-19,231.192
2002-04-22,231.545
2002-04-23,230.425
2002-04-24,231.852
2002-04-25,232.84
2002-04-26,232.839
2002-04-29,235.127
2002-04-30,239.68
2002-05-01,237.442
2002-05-02,239.216
2002-05-03,242.506
2002-05-06,240.219
2002-05-07,241.004
2002-05-08,248.271
2002-05-09,248.216
2002-05-10,246.742
2002-05-13,247.428
2002-05-14,243.685
2002-05-15,244.058
2002-05-16,243.409
2002-05-17,247.218
2002-05-20,247.301
2002-05-21,248.133
2002-05-22,250.142
2002-05-23,249.882
2002-05-24,250.828
2002-05-27,249.394
2002-05-28,249.664
2002-05-29,250.774
2002-05-30,254.109
2002-05-31,251.591
2002-06-03,254.519
2002-06-04,253.6
2002-06-05,252.009
2002-06-06,258.068
2002-06-07,253.861
2002-06-10,254.543
2002-06-11,255.896
2002-06-12,256.606
2002-06-13,254.653
2002-06-14,250.397
2002-06-17,252.075
2002-06-18,253.022
2002-06-19,247.057
2002-06-20,249.194
2002-06-21,251.65
2002-06-24,246.155
2002-06-25,249.962
2002-06-26,250.292
2002-06-27,252.548
2002-06-28,256.577
2002-07-01,255.479
2002-07-02,253.548
2002-07-03,248.606
2002-07-04,249.638
2002-07-05,255.381
2002-07-08,259.476
2002-07-09,258.707
2002-07-10,255.047
2002-07-11,252.225
2002-07-12,254.059
2002-07-15,252.681
2002-07-16,252.236
2002-07-17,253.758
2002-07-18,258.482
2002-07-19,255.167
2002-07-22,243.432
2002-07-23,235.193
2002-07-24,223.172
2002-07-25,238.39
2002-07-26,232.515
2002-07-29,243.76
2002-07-30,245.009
2002-07-31,244.249
2002-08-01,241.284
2002-08-02,242.729
2002-08-05,235.947
2002-08-06,228.527
2002-08-07,231.416
2002-08-08,229.98
2002-08-09,229.78
2002-08-12,232.803
2002-08-13,234.001
2002-08-14,232.193
2002-08-15,237.14
2002-08-16,233.79
2002-08-19,238.52
2002-08-20,240.278
2002-08-21,247.274
2002-08-22,239.862
2002-08-23,241.266
2002-08-26,239.707
2002-08-27,245.32
2002-08-28,247.899
2002-08-29,247.729
2002-08-30,246.58
2002-09-02,246.322
2002-09-03,241.976
2002-09-04,238.784
2002-09-05,238.491
2002-09-06,243.382
2002-09-09,236.323
2002-09-10,236.814
2002-09-11,241.585
2002-09-12,236.981
2002-09-13,236.813
2002-09-16,233.041
2002-09-17,232.584
2002-09-18,225.752
2002-09-19,228.549
2002-09-20,230.374
2002-09-23,225.995
2002-09-24,218.754
2002-09-25,216.068
2002-09-26,217.445
2002-09-27,220.015
2002-09-30,214.86
2002-10-01,210.832
2002-10-02,216.77
2002-10-03,214.717
2002-10-04,214.068
2002-10-07,213.482
2002-10-08,214.06
2002-10-09,209.957
2002-10-10,209.218
2002-10-11,221.918
2002-10-14,220.542
2002-10-15,228.764
2002-10-16,224.809
2002-10-17,223.263
2002-10-18,224.132
2002-10-21,221.146
2002-10-22,222.472
2002-10-23,215.551
2002-10-24,215.905
2002-10-25,216.67
2002-10-28,222.476
2002-10-29,213.0
2002-10-30,220.126
2002-10-31,219.038
2002-11-01,218.792
2002-11-04,226.031
2002-11-05,228.72
2002-11-06,227.635
2002-11-07,227.672
2002-11-08,229.889
2002-11-11,227.107
2002-11-12,228.359
2002-11-13,226.413
2002-11-14,228.491
2002-11-15,226.062
2002-11-18,228.651
2002-11-19,228.382
2002-11-20,224.647
2002-11-21,227.16
2002-11-22,228.623
2002-11-25,227.066
2002-11-26,226.313
2002-11-27,227.049
2002-11-28,228.614
2002-11-29,233.007
2002-12-02,228.88
2002-12-03,228.471
2002-12-04,229.134
2002-12-05,228.534
2002-12-06,225.952
2002-12-09,222.683
2002-12-10,225.413
2002-12-11,228.779
2002-12-12,232.379
2002-12-13,232.634
2002-12-16,232.831
2002-12-17,238.047
2002-12-18,234.445
2002-12-19,232.806
2002-12-20,231.547
2002-12-23,232.037
2002-12-24,233.01
2002-12-25,233.01
2002-12-26,233.588
2002-12-27,234.359
2002-12-30,234.327
2002-12-31,235.196
2003-01-01,235.196
2003-01-02,240.177
2003-01-03,243.463
2003-01-06,247.101
2003-01-07,244.32
2003-01-08,240.515
2003-01-09,243.919
2003-01-10,246.986
2003-01-13,249.743
2003-01-14,249.693
2003-01-15,247.583
2003-01-16,249.305
2003-01-17,248.867
2003-01-20,248.925
2003-01-21,249.767
2003-01-22,248.62
2003-01-23,250.078
2003-01-24,248.511
2003-01-27,242.775
2003-01-28,242.123
2003-01-29,239.376
2003-01-30,237.572
2003-01-31,235.768
2003-02-03,237.06
2003-02-04,236.147
2003-02-05,238.053
2003-02-06,240.51
2003-02-07,236.083
2003-02-10,232.688
2003-02-11,233.622
2003-02-12,232.503
2003-02-13,233.104
2003-02-14,237.482
2003-02-17,238.175
2003-02-18,239.571
2003-02-19,240.764
2003-02-20,232.048
2003-02-21,231.726
2003-02-24,233.795
2003-02-25,231.328
2003-02-26,225.041
2003-02-27,223.33
2003-02-28,226.856
2003-03-03,227.406
2003-03-04,223.428
2003-03-05,225.862
2003-03-06,222.781
2003-03-07,226.826
2003-03-10,226.084
2003-03-11,222.134
2003-03-12,221.99
2003-03-13,222.03
2003-03-14,227.812
2003-03-17,227.904
2003-03-18,233.085
2003-03-19,234.82
2003-03-20,234.559
2003-03-21,234.105
2003-03-24,234.088
2003-03-25,237.769
2003-03-26,237.718
2003-03-27,240.612
2003-03-28,240.846
2003-03-31,241.276
2003-04-01,243.871
2003-04-02,246.735
2003-04-03,245.816
2003-04-04,246.555
2003-04-07,250.518
2003-04-08,249.227
2003-04-09,251.141
2003-04-10,252.523
2003-04-11,252.285
2003-04-14,256.915
2003-04-15,261.747
2003-04-16,264.834
2003-04-17,266.106
2003-04-18,266.106
2003-04-21,264.968
2003-04-22,262.976
2003-04-23,267.462
2003-04-24,266.323
2003-04-25,265.038
2003-04-28,269.394
2003-04-29,273.499
2003-04-30,274.964
2003-05-01,272.478
2003-05-02,271.559
2003-05-05,277.72
2003-05-06,278.811
2003-05-07,276.728
2003-05-08,279.36
2003-05-09,279.726
2003-05-12,280.46
2003-05-13,281.876
2003-05-14,285.082
2003-05-15,287.34
2003-05-16,289.222
2003-05-19,289.057
2003-05-20,290.599
2003-05-21,293.184
2003-05-22,294.854
2003-05-23,297.887
2003-05-26,301.638
2003-05-27,300.615
2003-05-28,300.695
2003-05-29,302.922
2003-05-30,304.494
2003-06-02,307.001
2003-06-03,300.211
2003-06-04,298.851
2003-06-05,303.197
2003-06-06,307.19
2003-06-09,308.847
2003-06-10,306.951
2003-06-11,312.194
2003-06-12,307.94
2003-06-13,307.878
2003-06-16,311.846
2003-06-17,310.268
2003-06-18,307.059
2003-06-19,302.64
2003-06-20,306.201
2003-06-23,300.282
2003-06-24,299.096
2003-06-25,303.322
2003-06-26,298.93
2003-06-27,303.607
2003-06-30,301.375
2003-07-01,300.368
2003-07-02,301.492
2003-07-03,300.444
2003-07-04,298.89
2003-07-07,296.595
2003-07-08,291.414
2003-07-09,289.619
2003-07-10,292.293
2003-07-11,291.699
2003-07-14,293.393
2003-07-15,294.624
2003-07-16,292.608
2003-07-17,290.431
2003-07-18,289.069
2003-07-21,289.388
2003-07-22,287.537
2003-07-23,291.666
2003-07-24,294.299
2003-07-25,293.936
2003-07-28,294.868
2003-07-29,295.709
2003-07-30,293.422
2003-07-31,289.948
2003-08-01,287.612
2003-08-04,286.89
2003-08-05,291.673
2003-08-06,292.991
2003-08-07,298.162
2003-08-08,297.07
2003-08-11,299.295
2003-08-12,301.175
2003-08-13,304.305
2003-08-14,305.474
2003-08-15,310.174
2003-08-18,306.873
2003-08-19,309.371
2003-08-20,316.287
2003-08-21,306.772
2003-08-22,300.147
2003-08-25,297.906
2003-08-26,300.544
2003-08-27,302.777
2003-08-28,303.598
2003-08-29,304.982
2003-09-01,308.337
2003-09-02,305.998
2003-09-03,312.879
2003-09-04,314.269
2003-09-05,316.572
2003-09-08,317.558
2003-09-09,315.764
2003-09-10,313.222
2003-09-11,319.812
2003-09-12,323.437
2003-09-15,325.519
2003-09-16,320.72
2003-09-17,322.323
2003-09-18,321.93
2003-09-19,324.049
2003-09-22,322.184
2003-09-23,322.327
2003-09-24,322.3
2003-09-25,320.412
2003-09-26,318.515
2003-09-29,317.422
2003-09-30,316.56
2003-10-01,323.85
2003-10-02,327.344
2003-10-03,328.296
2003-10-06,330.52
2003-10-07,332.594
2003-10-08,335.105
2003-10-09,333.551
2003-10-10,333.651
2003-10-13,334.667
2003-10-14,336.389
2003-10-15,337.442
2003-10-16,338.51
2003-10-17,338.416
2003-10-20,337.605
2003-10-21,339.061
2003-10-22,337.778
2003-10-23,336.028
2003-10-24,339.238
2003-10-27,340.703
2003-10-28,341.756
2003-10-29,345.169
2003-10-30,345.497
2003-10-31,339.877
2003-11-03,341.022
2003-11-04,343.571
2003-11-05,339.972
2003-11-06,337.539
2003-11-07,342.003
2003-11-10,343.055
2003-11-11,340.098
2003-11-12,343.522
2003-11-13,347.761
2003-11-14,348.26
2003-11-17,345.275
2003-11-18,347.888
2003-11-19,345.706
2003-11-20,344.18
2003-11-21,344.481
2003-11-24,341.803
2003-11-25,343.049
2003-11-26,345.657
2003-11-27,345.702
2003-11-28,346.1
2003-12-01,352.179
2003-12-02,355.887
2003-12-03,358.122
2003-12-04,358.809
2003-12-05,361.384
2003-12-08,363.229
2003-12-09,366.247
2003-12-10,364.862
2003-12-11,367.214
2003-12-12,370.406
2003-12-15,372.123
2003-12-16,371.747
2003-12-17,371.396
2003-12-18,371.358
2003-12-19,368.433
2003-12-22,371.346
2003-12-23,373.733
2003-12-24,374.749
2003-12-25,374.749
2003-12-26,374.62
2003-12-29,376.665
2003-12-30,377.525
2003-12-31,379.939
2004-01-01,379.939
2004-01-02,387.473
2004-01-05,390.234
2004-01-06,396.226
2004-01-07,392.628
2004-01-08,396.033
2004-01-09,399.921
2004-01-12,397.41
2004-01-13,398.391
2004-01-14,397.579
2004-01-15,398.92
2004-01-16,394.309
2004-01-19,393.862
2004-01-20,399.669
2004-01-21,399.167
2004-01-22,405.762
2004-01-23,407.151
2004-01-26,404.839
2004-01-27,412.391
2004-01-28,407.7
2004-01-29,399.967
2004-01-30,398.397
2004-02-02,398.869
2004-02-03,403.433
2004-02-04,403.163
2004-02-05,414.945
2004-02-06,420.182
2004-02-09,418.387
2004-02-10,415.1
2004-02-11,414.176
2004-02-12,419.612
2004-02-13,414.442
2004-02-16,413.851
2004-02-17,414.197
2004-02-18,414.176
2004-02-19,408.922
2004-02-20,404.082
2004-02-23,407.021
2004-02-24,408.85
2004-02-25,402.258
2004-02-26,403.323
2004-02-27,399.806
2004-03-01,408.023
2004-03-02,403.227
2004-03-03,398.622
2004-03-04,398.663
2004-03-05,407.559
2004-03-08,406.168
2004-03-09,407.054
2004-03-10,399.547
2004-03-11,394.094
2004-03-12,393.524
2004-03-15,393.998
2004-03-16,398.725
2004-03-17,396.276
2004-03-18,400.41
2004-03-19,399.153
2004-03-22,396.076
2004-03-23,397.993
2004-03-24,392.067
2004-03-25,389.241
2004-03-26,388.612
2004-03-29,393.435
2004-03-30,390.436
2004-03-31,392.704
2004-04-01,394.678
2004-04-02,392.522
2004-04-05,388.457
2004-04-06,386.679
2004-04-07,391.236
2004-04-08,389.178
2004-04-09,389.178
2004-04-12,388.058
2004-04-13,386.021
2004-04-14,383.704
2004-04-15,381.518
2004-04-16,388.083
2004-04-19,386.761
2004-04-20,385.955
2004-04-21,380.842
2004-04-22,380.576
2004-04-23,378.761
2004-04-26,380.872
2004-04-27,385.21
2004-04-28,380.104
2004-04-29,379.397
2004-04-30,383.068
2004-05-03,382.314
2004-05-04,392.99
2004-05-05,394.344
2004-05-06,384.93
2004-05-07,379.582
2004-05-10,374.617
2004-05-11,374.729
2004-05-12,377.019
2004-05-13,379.953
2004-05-14,380.49
2004-05-17,381.68
2004-05-18,383.299
2004-05-19,386.423
2004-05-20,383.004
2004-05-21,385.446
2004-05-24,382.833
2004-05-25,384.637
2004-05-26,385.016
2004-05-27,391.4
2004-05-28,387.355
2004-05-31,387.355
2004-06-01,390.302
2004-06-02,390.336
2004-06-03,390.84
2004-06-04,394.095
2004-06-07,398.936
2004-06-08,397.845
2004-06-09,384.082
2004-06-10,387.959
2004-06-11,386.486
2004-06-14,385.447
2004-06-15,386.298
2004-06-16,386.378
2004-06-17,386.602
2004-06-18,393.059
2004-06-21,394.327
2004-06-22,393.261
2004-06-23,394.175
2004-06-24,396.083
2004-06-25,393.841
2004-06-28,398.167
2004-06-29,397.459
2004-06-30,400.462
2004-07-01,401.727
2004-07-02,404.599
2004-07-05,405.454
2004-07-06,404.053
2004-07-07,408.272
2004-07-08,408.992
2004-07-09,407.442
2004-07-12,407.389
2004-07-13,406.052
2004-07-14,406.629
2004-07-15,404.68
2004-07-16,407.57
2004-07-19,408.271
2004-07-20,405.91
2004-07-21,399.386
2004-07-22,399.646
2004-07-23,394.046
2004-07-26,394.612
2004-07-27,391.13
2004-07-28,389.853
2004-07-29,392.985
2004-07-30,393.083
2004-08-02,393.163
2004-08-03,396.038
2004-08-04,394.085
2004-08-05,396.481
2004-08-06,402.65
2004-08-09,399.557
2004-08-10,404.041
2004-08-11,398.187
2004-08-12,399.485
2004-08-13,401.626
2004-08-16,403.411
2004-08-17,403.304
2004-08-18,404.231
2004-08-19,406.887
2004-08-20,406.309
2004-08-23,406.089
2004-08-24,402.334
2004-08-25,402.567
2004-08-26,405.029
2004-08-27,403.272
2004-08-30,406.13
2004-08-31,409.808
2004-09-01,412.888
2004-09-02,414.423
2004-09-03,413.531
2004-09-06,417.924
2004-09-07,416.969
2004-09-08,420.884
2004-09-09,422.557
2004-09-10,428.34
2004-09-13,427.287
2004-09-14,422.825
2004-09-15,415.399
2004-09-16,415.0
2004-09-17,417.4
2004-09-20,415.725
2004-09-21,423.158
2004-09-22,420.42
2004-09-23,423.98
2004-09-24,421.712
2004-09-27,423.149
2004-09-28,423.87
2004-09-29,428.76
2004-09-30,435.198
2004-10-01,435.585
2004-10-04,434.384
2004-10-05,436.864
2004-10-06,437.564
2004-10-07,434.443
2004-10-08,437.656
2004-10-11,437.441
2004-10-12,433.642
2004-10-13,433.717
2004-10-14,438.559
2004-10-15,440.654
2004-10-18,441.332
2004-10-19,445.085
2004-10-20,445.414
2004-10-21,448.255
2004-10-22,450.371
2004-10-25,450.233
2004-10-26,455.125
2004-10-27,458.232
2004-10-28,457.312
2004-10-29,458.611
2004-11-01,462.645
2004-11-02,465.563
2004-11-03,468.089
2004-11-04,472.567
2004-11-05,476.164
2004-11-08,474.59
2004-11-09,473.026
2004-11-10,475.671
2004-11-11,478.819
2004-11-12,482.892
2004-11-15,485.555
2004-11-16,485.971
2004-11-17,489.325
2004-11-18,488.86
2004-11-19,491.109
2004-11-22,489.645
2004-11-23,494.524
2004-11-24,502.308
2004-11-25,508.486
2004-11-26,509.459
2004-11-29,508.342
2004-11-30,506.331
2004-12-01,512.897
2004-12-02,513.882
2004-12-03,515.92
2004-12-06,516.363
2004-12-07,517.909
2004-12-08,511.304
2004-12-09,508.325
2004-12-10,508.707
2004-12-13,516.642
2004-12-14,503.429
2004-12-15,509.614
2004-12-16,500.276
2004-12-17,495.664
2004-12-20,505.248
2004-12-21,506.133
2004-12-22,510.303
2004-12-23,517.416
2004-12-24,518.639
2004-12-27,522.134
2004-12-28,519.397
2004-12-29,519.719
2004-12-30,523.863
2004-12-31,522.47
2005-01-03,524.148
2005-01-04,519.066
2005-01-05,517.258
2005-01-06,513.901
2005-01-07,511.121
2005-01-10,511.577
2005-01-11,512.409
2005-01-12,515.288
2005-01-13,513.354
2005-01-14,510.464
2005-01-17,509.248
2005-01-18,507.901
2005-01-19,510.282
2005-01-20,502.963
2005-01-21,504.506
2005-01-24,502.766
2005-01-25,506.785
2005-01-26,510.063
2005-01-27,503.172
2005-01-28,505.606
2005-01-31,508.464
2005-02-01,514.406
2005-02-02,517.335
2005-02-03,513.305
2005-02-04,516.603
2005-02-07,516.641
2005-02-08,516.071
2005-02-09,515.488
2005-02-10,521.263
2005-02-11,524.86
2005-02-14,530.245
2005-02-15,531.124
2005-02-16,528.485
2005-02-17,534.893
2005-02-18,535.999
2005-02-21,532.151
2005-02-22,535.635
2005-02-23,535.159
2005-02-24,535.477
2005-02-25,535.526
2005-02-28,543.321
2005-03-01,544.448
2005-03-02,541.099
2005-03-03,542.285
2005-03-04,547.777
2005-03-07,548.837
2005-03-08,552.248
2005-03-09,550.904
2005-03-10,547.506
2005-03-11,551.187
2005-03-14,548.014
2005-03-15,550.637
2005-03-16,549.941
2005-03-17,551.779
2005-03-18,546.503
2005-03-21,537.798
2005-03-22,539.901
2005-03-23,526.218
2005-03-24,524.335
2005-03-25,524.335
2005-03-28,520.66
2005-03-29,526.645
2005-03-30,523.584
2005-03-31,534.408
2005-04-01,539.577
2005-04-04,533.908
2005-04-05,542.861
2005-04-06,545.655
2005-04-07,550.735
2005-04-08,547.67
2005-04-11,550.6
2005-04-12,548.424
2005-04-13,547.942
2005-04-14,544.412
2005-04-15,543.057
2005-04-18,545.351
2005-04-19,553.645
2005-04-20,549.542
2005-04-21,552.56
2005-04-22,551.371
2005-04-25,553.702
2005-04-26,550.251
2005-04-27,539.293
2005-04-28,531.264
2005-04-29,536.093
2005-05-02,537.299
2005-05-03,544.145
2005-05-04,545.447
2005-05-05,544.755
2005-05-06,546.215
2005-05-09,542.43
2005-05-10,546.373
2005-05-11,546.773
2005-05-12,540.1
2005-05-13,539.198
2005-05-16,538.133
2005-05-17,538.626
2005-05-18,539.474
2005-05-19,537.817
2005-05-20,540.35
2005-05-23,544.249
2005-05-24,547.599
2005-05-25,548.55
2005-05-26,545.215
2005-05-27,549.94
2005-05-30,548.131
2005-05-31,544.197
2005-06-01,538.819
2005-06-02,538.857
2005-06-03,538.08
2005-06-06,536.395
2005-06-07,540.212
2005-06-08,544.946
2005-06-09,539.047
2005-06-10,541.935
2005-06-13,539.904
2005-06-14,542.45
2005-06-15,547.382
2005-06-16,551.808
2005-06-17,566.508
2005-06-20,558.4
2005-06-21,556.439
2005-06-22,556.922
2005-06-23,555.622
2005-06-24,556.722
2005-06-27,554.723
2005-06-28,548.313
2005-06-29,550.816
2005-06-30,553.874
2005-07-01,548.112
2005-07-04,548.123
2005-07-05,553.522
2005-07-06,552.512
2005-07-07,549.049
2005-07-08,553.924
2005-07-11,562.448
2005-07-12,567.013
2005-07-13,562.637
2005-07-14,563.278
2005-07-15,562.053
2005-07-18,562.096
2005-07-19,561.839
2005-07-20,557.269
2005-07-21,564.165
2005-07-22,565.284
2005-07-25,564.53
2005-07-26,563.646
2005-07-27,571.863
2005-07-28,576.054
2005-07-29,578.228
2005-08-01,582.138
2005-08-02,583.865
2005-08-03,586.766
2005-08-04,585.834
2005-08-05,582.913
2005-08-08,585.967
2005-08-09,589.385
2005-08-10,586.324
2005-08-11,586.252
2005-08-12,583.213
2005-08-15,579.309
2005-08-16,580.441
2005-08-17,604.012
2005-08-18,594.013
2005-08-19,598.415
2005-08-22,599.559
2005-08-23,599.435
2005-08-24,594.813
2005-08-25,592.473
2005-08-26,592.045
2005-08-29,589.074
2005-08-30,590.82
2005-08-31,597.792
2005-09-01,601.688
2005-09-02,607.841
2005-09-05,604.978
2005-09-06,607.246
2005-09-07,603.721
2005-09-08,601.694
2005-09-09,602.763
2005-09-12,597.461
2005-09-13,595.223
2005-09-14,597.527
2005-09-15,605.603
2005-09-16,611.595
2005-09-19,606.512
2005-09-20,611.491
2005-09-21,617.038
2005-09-22,609.463
2005-09-23,605.208
2005-09-26,605.414
2005-09-27,603.069
2005-09-28,604.796
2005-09-29,607.927
2005-09-30,609.859
2005-10-03,599.539
2005-10-04,603.646
2005-10-05,607.178
2005-10-06,617.15
2005-10-07,616.105
2005-10-10,612.79
2005-10-11,607.878
2005-10-12,607.883
2005-10-13,594.038
2005-10-14,600.511
2005-10-17,602.677
2005-10-18,597.206
2005-10-19,588.588
2005-10-20,592.212
2005-10-21,588.243
2005-10-24,597.622
2005-10-25,608.333
2005-10-26,610.95
2005-10-27,611.009
2005-10-28,610.28
2005-10-31,610.908
2005-11-01,618.009
2005-11-02,619.777
2005-11-03,622.935
2005-11-04,614.057
2005-11-07,610.697
