Date,AUSTRALIA SMID GROWTH SMID (Small+Mid Cap)
2001-07-20,220.97
2001-07-23,220.852
2001-07-24,219.728
2001-07-25,218.009
2001-07-26,216.424
2001-07-27,216.476
2001-07-30,217.673
2001-07-31,218.31
2001-08-01,223.385
2001-08-02,226.655
2001-08-03,226.737
2001-08-06,227.599
2001-08-07,226.569
2001-08-08,227.528
2001-08-09,226.852
2001-08-10,226.091
2001-08-13,227.672
2001-08-14,227.265
2001-08-15,230.868
2001-08-16,229.105
2001-08-17,233.219
2001-08-20,228.725
2001-08-21,229.477
2001-08-22,232.182
2001-08-23,230.133
2001-08-24,230.058
2001-08-27,230.961
2001-08-28,233.416
2001-08-29,232.46
2001-08-30,232.703
2001-08-31,226.896
2001-09-03,227.02
2001-09-04,226.453
2001-09-05,225.091
2001-09-06,227.345
2001-09-07,225.541
2001-09-10,221.861
2001-09-11,224.462
2001-09-12,215.056
2001-09-13,214.659
2001-09-14,209.644
2001-09-17,191.634
2001-09-18,190.774
2001-09-19,193.186
2001-09-20,189.503
2001-09-21,185.538
2001-09-24,184.75
2001-09-25,187.418
2001-09-26,187.313
2001-09-27,187.265
2001-09-28,194.42
2001-10-01,196.281
2001-10-02,198.992
2001-10-03,200.598
2001-10-04,201.426
2001-10-05,206.846
2001-10-08,206.954
2001-10-09,205.356
2001-10-10,204.943
2001-10-11,205.615
2001-10-12,206.119
2001-10-15,209.85
2001-10-16,210.729
2001-10-17,212.867
2001-10-18,209.849
2001-10-19,208.891
2001-10-22,210.261
2001-10-23,211.949
2001-10-24,212.775
2001-10-25,214.119
2001-10-26,213.773
2001-10-29,215.126
2001-10-30,215.723
2001-10-31,213.957
2001-11-01,217.029
2001-11-02,218.045
2001-11-05,216.918
2001-11-06,221.647
2001-11-07,221.028
2001-11-08,222.281
2001-11-09,219.219
2001-11-12,221.898
2001-11-13,221.503
2001-11-14,222.589
2001-11-15,220.805
2001-11-16,222.011
2001-11-19,224.096
2001-11-20,223.255
2001-11-21,222.092
2001-11-22,220.707
2001-11-23,221.727
2001-11-26,221.978
2001-11-27,223.902
2001-11-28,223.79
2001-11-29,220.92
2001-11-30,221.061
2001-12-03,218.185
2001-12-04,216.873
2001-12-05,217.844
2001-12-06,218.694
2001-12-07,218.114
2001-12-10,216.586
2001-12-11,216.258
2001-12-12,215.926
2001-12-13,216.635
2001-12-14,216.53
2001-12-17,215.622
2001-12-18,215.571
2001-12-19,215.246
2001-12-20,212.323
2001-12-21,214.225
2001-12-24,215.738
2001-12-25,215.738
2001-12-26,215.59
2001-12-27,217.553
2001-12-28,219.574
2001-12-31,220.565
2002-01-01,220.565
2002-01-02,222.837
2002-01-03,221.252
2002-01-04,223.608
2002-01-07,223.008
2002-01-08,224.876
2002-01-09,225.332
2002-01-10,224.445
2002-01-11,224.25
2002-01-14,222.097
2002-01-15,221.292
2002-01-16,221.699
2002-01-17,218.927
2002-01-18,219.171
2002-01-21,220.595
2002-01-22,222.119
2002-01-23,222.554
2002-01-24,222.022
2002-01-25,221.309
2002-01-28,220.688
2002-01-29,220.734
2002-01-30,216.492
2002-01-31,219.286
2002-02-01,219.933
2002-02-04,221.246
2002-02-05,220.566
2002-02-06,219.655
2002-02-07,218.841
2002-02-08,221.823
2002-02-11,223.529
2002-02-12,222.311
2002-02-13,222.11
2002-02-14,224.849
2002-02-15,224.784
2002-02-18,225.509
2002-02-19,224.424
2002-02-20,222.957
2002-02-21,222.851
2002-02-22,222.322
2002-02-25,220.921
2002-02-26,221.492
2002-02-27,219.54
2002-02-28,218.857
2002-03-01,220.084
2002-03-04,221.195
2002-03-05,222.092
2002-03-06,223.397
2002-03-07,227.15
2002-03-08,226.659
2002-03-11,226.904
2002-03-12,225.572
2002-03-13,225.365
2002-03-14,227.425
2002-03-15,227.28
2002-03-18,227.815
2002-03-19,227.318
2002-03-20,230.4
2002-03-21,230.617
2002-03-22,231.223
2002-03-25,229.915
2002-03-26,226.735
2002-03-27,227.81
2002-03-28,231.021
2002-03-29,231.021
2002-04-01,231.432
2002-04-02,229.512
2002-04-03,228.363
2002-04-04,228.516
2002-04-05,228.234
2002-04-08,226.243
2002-04-09,225.858
2002-04-10,227.18
2002-04-11,227.726
2002-04-12,226.864
2002-04-15,225.557
2002-04-16,226.267
2002-04-17,228.748
2002-04-18,229.49
2002-04-19,229.948
2002-04-22,229.526
2002-04-23,227.629
2002-04-24,226.679
2002-04-25,227.642
2002-04-26,228.677
2002-04-29,225.586
2002-04-30,223.006
2002-05-01,224.245
2002-05-02,224.458
2002-05-03,224.113
2002-05-06,222.889
2002-05-07,221.588
2002-05-08,222.944
2002-05-09,222.677
2002-05-10,222.404
2002-05-13,221.066
2002-05-14,221.191
2002-05-15,224.152
2002-05-16,227.091
2002-05-17,231.389
2002-05-20,229.645
2002-05-21,229.614
2002-05-22,231.972
2002-05-23,230.77
2002-05-24,231.884
2002-05-27,232.291
2002-05-28,233.227
2002-05-29,234.641
2002-05-30,235.506
2002-05-31,236.801
2002-06-03,238.968
2002-06-04,238.007
2002-06-05,235.362
2002-06-06,237.157
2002-06-07,236.983
2002-06-10,235.413
2002-06-11,231.649
2002-06-12,231.963
2002-06-13,230.963
2002-06-14,225.766
2002-06-17,224.304
2002-06-18,227.822
2002-06-19,227.705
2002-06-20,229.65
2002-06-21,230.286
2002-06-24,230.329
2002-06-25,227.624
2002-06-26,221.924
2002-06-27,223.401
2002-06-28,223.873
2002-07-01,221.95
2002-07-02,221.484
2002-07-03,219.15
2002-07-04,218.764
2002-07-05,219.026
2002-07-08,222.564
2002-07-09,224.352
2002-07-10,221.245
2002-07-11,214.957
2002-07-12,215.493
2002-07-15,215.534
2002-07-16,212.302
2002-07-17,206.066
2002-07-18,207.478
2002-07-19,205.53
2002-07-22,203.292
2002-07-23,200.684
2002-07-24,193.674
2002-07-25,198.3
2002-07-26,195.605
2002-07-29,197.457
2002-07-30,202.099
2002-07-31,202.547
2002-08-01,199.877
2002-08-02,197.741
2002-08-05,192.817
2002-08-06,188.958
2002-08-07,193.762
2002-08-08,194.426
2002-08-09,197.153
2002-08-12,198.788
2002-08-13,198.033
2002-08-14,197.023
2002-08-15,201.548
2002-08-16,205.245
2002-08-19,205.021
2002-08-20,208.599
2002-08-21,207.812
2002-08-22,207.52
2002-08-23,208.185
2002-08-26,209.888
2002-08-27,214.18
2002-08-28,213.703
2002-08-29,212.047
2002-08-30,213.28
2002-09-02,213.848
2002-09-03,211.579
2002-09-04,207.661
2002-09-05,206.701
2002-09-06,206.087
2002-09-09,207.814
2002-09-10,206.408
2002-09-11,207.592
2002-09-12,209.237
2002-09-13,209.13
2002-09-16,207.843
2002-09-17,209.11
2002-09-18,207.917
2002-09-19,206.951
2002-09-20,204.302
2002-09-23,200.577
2002-09-24,199.023
2002-09-25,196.814
2002-09-26,197.445
2002-09-27,199.55
2002-09-30,198.124
2002-10-01,196.512
2002-10-02,196.16
2002-10-03,194.921
2002-10-04,193.588
2002-10-07,192.387
2002-10-08,191.763
2002-10-09,191.457
2002-10-10,190.226
2002-10-11,192.498
2002-10-14,192.467
2002-10-15,193.565
2002-10-16,194.644
2002-10-17,193.858
2002-10-18,193.593
2002-10-21,194.309
2002-10-22,195.56
2002-10-23,196.923
2002-10-24,198.157
2002-10-25,197.332
2002-10-28,198.783
2002-10-29,198.545
2002-10-30,195.553
2002-10-31,197.347
2002-11-01,197.697
2002-11-04,200.819
2002-11-05,201.561
2002-11-06,201.202
2002-11-07,202.427
2002-11-08,200.43
2002-11-11,195.538
2002-11-12,195.605
2002-11-13,193.163
2002-11-14,194.455
2002-11-15,195.825
2002-11-18,196.242
2002-11-19,194.435
2002-11-20,193.571
2002-11-21,197.295
2002-11-22,199.23
2002-11-25,196.462
2002-11-26,196.706
2002-11-27,195.77
2002-11-28,199.55
2002-11-29,201.626
2002-12-02,202.944
2002-12-03,200.711
2002-12-04,198.013
2002-12-05,198.766
2002-12-06,199.121
2002-12-09,200.396
2002-12-10,198.319
2002-12-11,196.379
2002-12-12,197.964
2002-12-13,198.01
2002-12-16,197.902
2002-12-17,200.564
2002-12-18,200.321
2002-12-19,201.172
2002-12-20,200.617
2002-12-23,203.695
2002-12-24,203.86
2002-12-25,203.86
2002-12-26,203.86
2002-12-27,203.417
2002-12-30,203.991
2002-12-31,205.441
2003-01-01,205.441
2003-01-02,206.076
2003-01-03,207.824
2003-01-06,213.695
2003-01-07,213.387
2003-01-08,212.458
2003-01-09,212.753
2003-01-10,214.52
2003-01-13,215.656
2003-01-14,218.087
2003-01-15,217.815
2003-01-16,217.662
2003-01-17,218.963
2003-01-20,219.308
2003-01-21,217.457
2003-01-22,215.23
2003-01-23,216.685
2003-01-24,217.139
2003-01-27,216.35
2003-01-28,212.627
2003-01-29,213.118
2003-01-30,211.226
2003-01-31,211.454
2003-02-03,208.295
2003-02-04,210.974
2003-02-05,210.34
2003-02-06,208.589
2003-02-07,208.429
2003-02-10,206.489
2003-02-11,203.99
2003-02-12,205.485
2003-02-13,205.098
2003-02-14,203.895
2003-02-17,204.973
2003-02-18,205.007
2003-02-19,206.097
2003-02-20,204.484
2003-02-21,204.113
2003-02-24,206.625
2003-02-25,203.336
2003-02-26,206.752
2003-02-27,207.498
2003-02-28,208.549
2003-03-03,210.974
2003-03-04,209.469
2003-03-05,209.503
2003-03-06,207.9
2003-03-07,206.236
2003-03-10,205.837
2003-03-11,200.283
2003-03-12,195.531
2003-03-13,194.913
2003-03-14,198.238
2003-03-17,198.067
2003-03-18,202.579
2003-03-19,204.021
2003-03-20,205.046
2003-03-21,204.505
2003-03-24,204.939
2003-03-25,205.686
2003-03-26,207.972
2003-03-27,208.725
2003-03-28,208.928
2003-03-31,209.544
2003-04-01,207.776
2003-04-02,206.989
2003-04-03,208.079
2003-04-04,211.756
2003-04-07,214.879
2003-04-08,214.84
2003-04-09,215.315
2003-04-10,218.233
2003-04-11,218.835
2003-04-14,217.474
2003-04-15,218.108
2003-04-16,221.406
2003-04-17,221.375
2003-04-18,221.375
2003-04-21,220.854
2003-04-22,225.215
2003-04-23,225.764
2003-04-24,226.187
2003-04-25,225.237
2003-04-28,225.097
2003-04-29,227.334
2003-04-30,231.103
2003-05-01,234.336
2003-05-02,231.746
2003-05-05,234.139
2003-05-06,235.316
2003-05-07,236.133
2003-05-08,238.212
2003-05-09,239.493
2003-05-12,241.581
2003-05-13,241.267
2003-05-14,238.266
2003-05-15,235.786
2003-05-16,237.248
2003-05-19,240.445
2003-05-20,238.79
2003-05-21,239.653
2003-05-22,239.396
2003-05-23,239.843
2003-05-26,241.292
2003-05-27,239.568
2003-05-28,236.12
2003-05-29,234.989
2003-05-30,236.667
2003-06-02,239.15
2003-06-03,238.974
2003-06-04,241.904
2003-06-05,244.468
2003-06-06,244.028
2003-06-09,243.13
2003-06-10,243.482
2003-06-11,245.245
2003-06-12,246.74
2003-06-13,248.807
2003-06-16,249.86
2003-06-17,252.498
2003-06-18,250.967
2003-06-19,249.982
2003-06-20,249.857
2003-06-23,248.612
2003-06-24,247.405
2003-06-25,250.796
2003-06-26,246.931
2003-06-27,247.479
2003-06-30,248.396
2003-07-01,251.187
2003-07-02,252.463
2003-07-03,254.931
2003-07-04,253.055
2003-07-07,253.925
2003-07-08,249.116
2003-07-09,245.575
2003-07-10,247.412
2003-07-11,247.894
2003-07-14,250.093
2003-07-15,248.217
2003-07-16,251.161
2003-07-17,248.995
2003-07-18,246.335
2003-07-21,248.845
2003-07-22,247.631
2003-07-23,251.393
2003-07-24,255.373
2003-07-25,256.5
2003-07-28,257.909
2003-07-29,257.985
2003-07-30,253.204
2003-07-31,253.777
2003-08-01,257.347
2003-08-04,255.421
2003-08-05,253.765
2003-08-06,254.892
2003-08-07,256.662
2003-08-08,257.833
2003-08-11,259.259
2003-08-12,259.22
2003-08-13,259.647
2003-08-14,258.819
2003-08-15,259.385
2003-08-18,258.846
2003-08-19,260.268
2003-08-20,263.931
2003-08-21,261.07
2003-08-22,260.309
2003-08-25,262.069
2003-08-26,258.08
2003-08-27,255.79
2003-08-28,258.057
2003-08-29,262.923
2003-09-01,263.697
2003-09-02,263.328
2003-09-03,263.386
2003-09-04,264.695
2003-09-05,265.515
2003-09-08,267.265
2003-09-09,272.444
2003-09-10,273.058
2003-09-11,270.67
2003-09-12,271.925
2003-09-15,273.914
2003-09-16,274.644
2003-09-17,276.093
2003-09-18,278.579
2003-09-19,283.491
2003-09-22,286.024
2003-09-23,284.326
2003-09-24,286.217
2003-09-25,285.659
2003-09-26,282.893
2003-09-29,280.507
2003-09-30,283.477
2003-10-01,284.624
2003-10-02,288.517
2003-10-03,290.134
2003-10-06,290.956
2003-10-07,295.457
2003-10-08,299.786
2003-10-09,300.773
2003-10-10,302.18
2003-10-13,303.288
2003-10-14,304.322
2003-10-15,303.231
2003-10-16,305.192
2003-10-17,305.714
2003-10-20,305.772
2003-10-21,310.21
2003-10-22,312.374
2003-10-23,307.643
2003-10-24,307.684
2003-10-27,307.554
2003-10-28,308.84
2003-10-29,311.902
2003-10-30,314.003
2003-10-31,315.582
2003-11-03,311.836
2003-11-04,310.404
2003-11-05,313.891
2003-11-06,315.001
2003-11-07,315.971
2003-11-10,320.245
2003-11-11,318.546
2003-11-12,317.392
2003-11-13,320.454
2003-11-14,318.924
2003-11-17,314.197
2003-11-18,316.097
2003-11-19,315.639
2003-11-20,315.657
2003-11-21,314.317
2003-11-24,310.934
2003-11-25,313.205
2003-11-26,316.47
2003-11-27,315.552
2003-11-28,318.326
2003-12-01,318.544
2003-12-02,323.556
2003-12-03,327.818
2003-12-04,327.565
2003-12-05,328.514
2003-12-08,330.651
2003-12-09,328.404
2003-12-10,328.425
2003-12-11,322.123
2003-12-12,327.303
2003-12-15,330.714
2003-12-16,329.983
2003-12-17,329.844
2003-12-18,327.447
2003-12-19,326.915
2003-12-22,327.544
2003-12-23,329.47
2003-12-24,334.329
2003-12-25,334.329
2003-12-26,333.654
2003-12-29,336.079
2003-12-30,341.026
2003-12-31,344.272
2004-01-01,344.272
2004-01-02,345.29
2004-01-05,348.219
2004-01-06,353.335
2004-01-07,350.984
2004-01-08,350.792
2004-01-09,352.625
2004-01-12,350.763
2004-01-13,350.871
2004-01-14,350.353
2004-01-15,347.437
2004-01-16,344.836
2004-01-19,341.077
2004-01-20,349.093
2004-01-21,352.774
2004-01-22,357.181
2004-01-23,357.53
2004-01-26,356.425
2004-01-27,356.133
2004-01-28,351.567
2004-01-29,341.459
2004-01-30,342.209
2004-02-02,341.186
2004-02-03,343.172
2004-02-04,340.513
2004-02-05,342.601
2004-02-06,346.519
2004-02-09,351.159
2004-02-10,354.195
2004-02-11,357.054
2004-02-12,363.707
2004-02-13,365.489
2004-02-16,366.858
2004-02-17,370.276
2004-02-18,372.459
2004-02-19,370.193
2004-02-20,362.982
2004-02-23,359.283
2004-02-24,360.744
2004-02-25,359.813
2004-02-26,356.474
2004-02-27,360.387
2004-03-01,364.044
2004-03-02,363.073
2004-03-03,351.013
2004-03-04,352.838
2004-03-05,358.823
2004-03-08,357.358
2004-03-09,360.804
2004-03-10,352.71
2004-03-11,343.462
2004-03-12,339.554
2004-03-15,341.231
2004-03-16,346.514
2004-03-17,345.777
2004-03-18,352.038
2004-03-19,353.825
2004-03-22,353.275
2004-03-23,352.222
2004-03-24,350.63
2004-03-25,348.277
2004-03-26,353.256
2004-03-29,355.342
2004-03-30,359.211
2004-03-31,363.262
2004-04-01,368.716
2004-04-02,365.2
2004-04-05,364.149
2004-04-06,367.353
2004-04-07,369.089
2004-04-08,366.699
2004-04-09,366.699
2004-04-12,368.575
2004-04-13,363.288
2004-04-14,351.009
2004-04-15,351.646
2004-04-16,356.468
2004-04-19,358.858
2004-04-20,356.792
2004-04-21,352.485
2004-04-22,349.825
2004-04-23,353.927
2004-04-26,354.462
2004-04-27,354.674
2004-04-28,351.478
2004-04-29,343.003
2004-04-30,343.477
2004-05-03,339.674
2004-05-04,344.409
2004-05-05,347.726
2004-05-06,344.616
2004-05-07,332.627
2004-05-10,320.784
2004-05-11,321.951
2004-05-12,326.549
2004-05-13,321.31
2004-05-14,320.443
2004-05-17,320.785
2004-05-18,319.745
2004-05-19,327.447
2004-05-20,324.044
2004-05-21,329.655
2004-05-24,328.217
2004-05-25,330.633
2004-05-26,334.778
2004-05-27,343.642
2004-05-28,341.844
2004-05-31,344.04
2004-06-01,342.187
2004-06-02,338.789
2004-06-03,333.322
2004-06-04,335.359
2004-06-07,343.156
2004-06-08,340.817
2004-06-09,336.501
2004-06-10,339.723
2004-06-11,337.776
2004-06-14,337.605
2004-06-15,334.686
2004-06-16,335.383
2004-06-17,335.186
2004-06-18,340.778
2004-06-21,341.685
2004-06-22,338.578
2004-06-23,340.637
2004-06-24,345.659
2004-06-25,345.807
2004-06-28,345.987
2004-06-29,342.008
2004-06-30,346.097
2004-07-01,350.989
2004-07-02,356.129
2004-07-05,357.649
2004-07-06,362.197
2004-07-07,366.307
2004-07-08,366.852
2004-07-09,365.737
2004-07-12,368.515
2004-07-13,366.55
2004-07-14,363.655
2004-07-15,363.245
2004-07-16,368.371
2004-07-19,369.867
2004-07-20,367.726
2004-07-21,362.459
2004-07-22,362.445
2004-07-23,357.9
2004-07-26,356.946
2004-07-27,355.609
2004-07-28,354.514
2004-07-29,353.3
2004-07-30,358.229
2004-08-02,362.792
2004-08-03,362.689
2004-08-04,360.959
2004-08-05,360.671
2004-08-06,367.325
2004-08-09,365.633
2004-08-10,364.657
2004-08-11,363.325
2004-08-12,362.732
2004-08-13,362.761
2004-08-16,363.414
2004-08-17,362.323
2004-08-18,362.314
2004-08-19,369.959
2004-08-20,372.843
2004-08-23,373.192
2004-08-24,367.971
2004-08-25,370.208
2004-08-26,370.106
2004-08-27,373.535
2004-08-30,371.361
2004-08-31,377.459
2004-09-01,377.837
2004-09-02,374.543
2004-09-03,371.265
2004-09-06,372.092
2004-09-07,373.277
2004-09-08,374.344
2004-09-09,370.8
2004-09-10,377.392
2004-09-13,377.675
2004-09-14,384.425
2004-09-15,379.225
2004-09-16,381.145
2004-09-17,380.312
2004-09-20,381.332
2004-09-21,383.152
2004-09-22,387.47
2004-09-23,391.662
2004-09-24,390.616
2004-09-27,391.755
2004-09-28,395.436
2004-09-29,395.86
2004-09-30,402.25
2004-10-01,400.843
2004-10-04,401.199
2004-10-05,403.746
2004-10-06,405.892
2004-10-07,406.975
2004-10-08,409.434
2004-10-11,410.749
2004-10-12,411.507
2004-10-13,410.316
2004-10-14,414.199
2004-10-15,414.863
2004-10-18,412.358
2004-10-19,413.931
2004-10-20,418.607
2004-10-21,422.828
2004-10-22,425.645
2004-10-25,427.642
2004-10-26,429.997
2004-10-27,436.785
2004-10-28,439.517
2004-10-29,441.902
2004-11-01,444.578
2004-11-02,444.229
2004-11-03,451.824
2004-11-04,455.75
2004-11-05,458.067
2004-11-08,455.338
2004-11-09,457.514
2004-11-10,459.738
2004-11-11,461.457
2004-11-12,464.291
2004-11-15,467.039
2004-11-16,468.669
2004-11-17,472.476
2004-11-18,471.82
2004-11-19,475.628
2004-11-22,470.781
2004-11-23,474.793
2004-11-24,479.0
2004-11-25,484.28
2004-11-26,481.461
2004-11-29,480.233
2004-11-30,473.354
2004-12-01,469.72
2004-12-02,473.081
2004-12-03,472.953
2004-12-06,475.203
2004-12-07,472.528
2004-12-08,452.336
2004-12-09,449.156
2004-12-10,449.521
2004-12-13,454.79
2004-12-14,456.715
2004-12-15,462.074
2004-12-16,460.709
2004-12-17,465.208
2004-12-20,471.517
2004-12-21,474.862
2004-12-22,478.175
2004-12-23,478.164
2004-12-24,483.338
2004-12-27,486.629
2004-12-28,486.88
2004-12-29,485.175
2004-12-30,488.892
2004-12-31,493.892
2005-01-03,489.45
2005-01-04,486.186
2005-01-05,483.006
2005-01-06,480.005
2005-01-07,481.846
2005-01-10,484.39
2005-01-11,487.161
2005-01-12,492.33
2005-01-13,492.74
2005-01-14,489.552
2005-01-17,490.164
2005-01-18,487.149
2005-01-19,489.21
2005-01-20,486.941
2005-01-21,490.285
2005-01-24,491.851
2005-01-25,488.776
2005-01-26,495.04
2005-01-27,499.1
2005-01-28,497.772
2005-01-31,503.778
2005-02-01,504.573
2005-02-02,505.366
2005-02-03,503.723
2005-02-04,504.742
2005-02-07,509.188
2005-02-08,502.646
2005-02-09,503.604
2005-02-10,507.343
2005-02-11,511.363
2005-02-14,513.402
2005-02-15,511.053
2005-02-16,508.511
2005-02-17,512.767
2005-02-18,513.361
2005-02-21,514.611
2005-02-22,517.224
2005-02-23,507.578
2005-02-24,508.648
2005-02-25,508.751
2005-02-28,519.345
2005-03-01,517.821
2005-03-02,517.018
2005-03-03,519.136
2005-03-04,527.106
2005-03-07,529.125
2005-03-08,537.607
2005-03-09,535.359
2005-03-10,533.634
2005-03-11,536.892
2005-03-14,535.273
2005-03-15,536.775
2005-03-16,544.673
2005-03-17,541.849
2005-03-18,542.917
2005-03-21,542.73
2005-03-22,540.756
2005-03-23,521.853
2005-03-24,514.041
2005-03-25,514.041
2005-03-28,512.21
2005-03-29,507.211
2005-03-30,504.36
2005-03-31,510.451
2005-04-01,512.687
2005-04-04,506.403
2005-04-05,509.357
2005-04-06,506.561
2005-04-07,509.607
2005-04-08,512.407
2005-04-11,512.124
2005-04-12,512.539
2005-04-13,515.686
2005-04-14,504.165
2005-04-15,490.866
2005-04-18,478.429
2005-04-19,489.274
2005-04-20,495.014
2005-04-21,493.604
2005-04-22,500.611
2005-04-25,498.02
2005-04-26,494.85
2005-04-27,490.35
2005-04-28,488.619
2005-04-29,487.67
2005-05-02,487.535
2005-05-03,481.349
2005-05-04,476.495
2005-05-05,479.983
2005-05-06,476.888
2005-05-09,475.204
2005-05-10,476.723
2005-05-11,479.29
2005-05-12,475.848
2005-05-13,471.808
2005-05-16,463.499
2005-05-17,458.689
2005-05-18,462.771
2005-05-19,471.023
2005-05-20,470.02
2005-05-23,478.031
2005-05-24,484.63
2005-05-25,484.258
2005-05-26,482.522
2005-05-27,484.852
2005-05-30,482.397
2005-05-31,480.397
2005-06-01,479.636
2005-06-02,487.835
2005-06-03,492.148
2005-06-06,499.33
2005-06-07,500.319
2005-06-08,505.211
2005-06-09,504.024
2005-06-10,502.745
2005-06-13,502.251
2005-06-14,507.373
2005-06-15,511.054
2005-06-16,516.993
2005-06-17,527.646
2005-06-20,528.827
2005-06-21,527.797
2005-06-22,524.068
2005-06-23,519.102
2005-06-24,512.77
2005-06-27,514.569
2005-06-28,518.262
2005-06-29,514.684
2005-06-30,517.896
2005-07-01,508.442
2005-07-04,508.773
2005-07-05,502.743
2005-07-06,501.354
2005-07-07,494.75
2005-07-08,496.655
2005-07-11,503.544
2005-07-12,510.504
2005-07-13,507.408
2005-07-14,511.427
2005-07-15,506.978
2005-07-18,511.533
2005-07-19,509.365
2005-07-20,513.971
2005-07-21,526.121
2005-07-22,533.485
2005-07-25,534.619
2005-07-26,530.711
2005-07-27,528.637
2005-07-28,527.305
2005-07-29,531.179
2005-08-01,531.723
2005-08-02,535.735
2005-08-03,538.453
2005-08-04,538.616
2005-08-05,536.666
2005-08-08,538.626
2005-08-09,535.872
2005-08-10,541.767
2005-08-11,553.301
2005-08-12,553.997
2005-08-15,550.815
2005-08-16,555.123
2005-08-17,550.55
2005-08-18,541.34
2005-08-19,541.24
2005-08-22,555.282
2005-08-23,555.746
2005-08-24,553.632
2005-08-25,553.925
2005-08-26,554.015
2005-08-29,544.187
2005-08-30,544.442
2005-08-31,548.53
2005-09-01,563.791
2005-09-02,561.58
2005-09-05,563.872
2005-09-06,565.623
2005-09-07,569.502
2005-09-08,569.66
2005-09-09,568.888
2005-09-12,569.737
2005-09-13,570.598
2005-09-14,573.853
2005-09-15,569.239
2005-09-16,573.386
2005-09-19,572.134
2005-09-20,579.423
2005-09-21,580.345
2005-09-22,574.584
2005-09-23,573.692
2005-09-26,578.377
2005-09-27,576.751
2005-09-28,577.224
2005-09-29,583.099
2005-09-30,583.299
2005-10-03,582.256
2005-10-04,580.677
2005-10-05,562.186
2005-10-06,548.877
2005-10-07,551.85
2005-10-10,557.628
2005-10-11,550.571
2005-10-12,552.267
2005-10-13,541.955
2005-10-14,542.879
2005-10-17,545.249
2005-10-18,545.137
2005-10-19,534.453
2005-10-20,534.0
2005-10-21,529.065
2005-10-24,527.012
2005-10-25,535.997
2005-10-26,544.073
2005-10-27,545.372
2005-10-28,533.347
2005-10-31,542.027
2005-11-01,540.887
2005-11-02,538.097
2005-11-03,542.175
2005-11-04,538.009
2005-11-07,537.046
