Date,KOKUSAI INDEX (WORLD ex JP) SMID GROWTH SMID (Small+Mid Cap)
2002-06-27,396.136
2002-06-28,400.207
2002-07-01,391.197
2002-07-02,379.466
2002-07-03,377.247
2002-07-04,378.044
2002-07-05,390.983
2002-07-08,387.169
2002-07-09,380.626
2002-07-10,371.024
2002-07-11,368.612
2002-07-12,368.967
2002-07-15,365.954
2002-07-16,364.029
2002-07-17,367.188
2002-07-18,362.124
2002-07-19,353.159
2002-07-22,342.077
2002-07-23,332.651
2002-07-24,340.675
2002-07-25,339.35
2002-07-26,339.289
2002-07-29,355.066
2002-07-30,358.236
2002-07-31,355.107
2002-08-01,346.545
2002-08-02,338.908
2002-08-05,328.315
2002-08-06,335.324
2002-08-07,337.91
2002-08-08,345.171
2002-08-09,346.819
2002-08-12,345.761
2002-08-13,340.479
2002-08-14,348.496
2002-08-15,354.556
2002-08-16,357.856
2002-08-19,364.226
2002-08-20,360.711
2002-08-21,366.363
2002-08-22,370.884
2002-08-23,364.064
2002-08-26,365.922
2002-08-27,361.243
2002-08-28,353.397
2002-08-29,354.976
2002-08-30,353.122
2002-09-02,352.426
2002-09-03,342.521
2002-09-04,346.983
2002-09-05,341.312
2002-09-06,348.63
2002-09-09,349.371
2002-09-10,352.515
2002-09-11,353.709
2002-09-12,346.841
2002-09-13,346.514
2002-09-16,344.275
2002-09-17,339.181
2002-09-18,336.542
2002-09-19,328.469
2002-09-20,328.838
2002-09-23,321.803
2002-09-24,317.237
2002-09-25,324.929
2002-09-26,329.564
2002-09-27,326.014
2002-09-30,321.778
2002-10-01,325.898
2002-10-02,322.096
2002-10-03,318.261
2002-10-04,311.351
2002-10-07,304.98
2002-10-08,306.695
2002-10-09,301.632
2002-10-10,307.909
2002-10-11,318.619
2002-10-14,321.059
2002-10-15,334.143
2002-10-16,327.293
2002-10-17,337.209
2002-10-18,337.824
2002-10-21,343.379
2002-10-22,339.232
2002-10-23,341.549
2002-10-24,339.645
2002-10-25,343.423
2002-10-28,342.605
2002-10-29,337.745
2002-10-30,342.495
2002-10-31,343.537
2002-11-01,349.263
2002-11-04,354.866
2002-11-05,354.716
2002-11-06,358.695
2002-11-07,352.252
2002-11-08,347.74
2002-11-11,340.116
2002-11-12,344.641
2002-11-13,344.567
2002-11-14,351.781
2002-11-15,354.175
2002-11-18,353.805
2002-11-19,350.817
2002-11-20,356.241
2002-11-21,365.19
2002-11-22,365.907
2002-11-25,366.489
2002-11-26,359.179
2002-11-27,367.961
2002-11-28,369.955
2002-11-29,369.29
2002-12-02,370.084
2002-12-03,363.418
2002-12-04,360.552
2002-12-05,358.056
2002-12-06,358.961
2002-12-09,349.971
2002-12-10,353.942
2002-12-11,355.144
2002-12-12,355.535
2002-12-13,350.01
2002-12-16,355.787
2002-12-17,353.832
2002-12-18,348.308
2002-12-19,346.544
2002-12-20,350.322
2002-12-23,352.007
2002-12-24,351.189
2002-12-25,351.182
2002-12-26,351.429
2002-12-27,346.752
2002-12-30,346.822
2002-12-31,348.698
2003-01-01,348.693
2003-01-02,357.149
2003-01-03,357.734
2003-01-06,362.636
2003-01-07,360.791
2003-01-08,355.164
2003-01-09,360.978
2003-01-10,363.035
2003-01-13,362.648
2003-01-14,363.759
2003-01-15,360.574
2003-01-16,360.298
2003-01-17,355.215
2003-01-20,354.666
2003-01-21,350.22
2003-01-22,348.169
2003-01-23,351.71
2003-01-24,346.261
2003-01-27,339.444
2003-01-28,342.54
2003-01-29,344.014
2003-01-30,340.698
2003-01-31,342.59
2003-02-03,343.408
2003-02-04,340.038
2003-02-05,339.387
2003-02-06,336.823
2003-02-07,333.716
2003-02-10,334.479
2003-02-11,334.282
2003-02-12,329.482
2003-02-13,327.683
2003-02-14,331.038
2003-02-17,331.875
2003-02-18,337.287
2003-02-19,334.94
2003-02-20,334.587
2003-02-21,337.568
2003-02-24,332.844
2003-02-25,331.81
2003-02-26,329.405
2003-02-27,331.65
2003-02-28,334.759
2003-03-03,333.876
2003-03-04,329.784
2003-03-05,329.73
2003-03-06,328.518
2003-03-07,328.942
2003-03-10,322.828
2003-03-11,320.449
2003-03-12,318.623
2003-03-13,328.517
2003-03-14,330.433
2003-03-17,339.63
2003-03-18,342.423
2003-03-19,342.417
2003-03-20,344.3
2003-03-21,349.688
2003-03-24,339.977
2003-03-25,344.372
2003-03-26,343.938
2003-03-27,343.65
2003-03-28,343.375
2003-03-31,339.115
2003-04-01,340.203
2003-04-02,348.153
2003-04-03,347.743
2003-04-04,346.272
2003-04-07,349.292
2003-04-08,346.896
2003-04-09,344.037
2003-04-10,345.697
2003-04-11,345.804
2003-04-14,350.238
2003-04-15,352.897
2003-04-16,350.701
2003-04-17,356.26
2003-04-18,356.251
2003-04-21,356.169
2003-04-22,362.107
2003-04-23,365.678
2003-04-24,364.041
2003-04-25,360.111
2003-04-28,365.387
2003-04-29,367.618
2003-04-30,369.896
2003-05-01,371.064
2003-05-02,376.756
2003-05-05,379.437
2003-05-06,383.57
2003-05-07,381.805
2003-05-08,378.314
2003-05-09,382.514
2003-05-12,387.312
2003-05-13,387.247
2003-05-14,387.529
2003-05-15,390.651
2003-05-16,391.519
2003-05-19,383.351
2003-05-20,382.395
2003-05-21,383.621
2003-05-22,388.404
2003-05-23,389.987
2003-05-26,390.501
2003-05-27,397.61
2003-05-28,398.81
2003-05-29,400.507
2003-05-30,406.361
2003-06-02,407.92
2003-06-03,406.428
2003-06-04,413.152
2003-06-05,419.14
2003-06-06,419.032
2003-06-09,412.794
2003-06-10,415.361
2003-06-11,421.913
2003-06-12,423.027
2003-06-13,418.783
2003-06-16,425.87
2003-06-17,427.075
2003-06-18,425.344
2003-06-19,419.341
2003-06-20,418.5
2003-06-23,410.69
2003-06-24,409.18
2003-06-25,411.538
2003-06-26,413.704
2003-06-27,412.712
2003-06-30,411.991
2003-07-01,413.37
2003-07-02,419.409
2003-07-03,418.677
2003-07-04,418.168
2003-07-07,424.89
2003-07-08,428.842
2003-07-09,428.877
2003-07-10,423.33
2003-07-11,425.829
2003-07-14,430.429
2003-07-15,428.163
2003-07-16,424.908
2003-07-17,417.164
2003-07-18,420.236
2003-07-21,417.313
2003-07-22,420.907
2003-07-23,423.706
2003-07-24,423.826
2003-07-25,427.108
2003-07-28,429.534
2003-07-29,428.518
2003-07-30,426.203
2003-07-31,427.099
2003-08-01,425.152
2003-08-04,424.205
2003-08-05,419.56
2003-08-06,416.483
2003-08-07,417.455
2003-08-08,417.893
2003-08-11,420.947
2003-08-12,425.462
2003-08-13,426.938
2003-08-14,428.726
2003-08-15,429.679
2003-08-18,434.438
2003-08-19,437.469
2003-08-20,438.671
2003-08-21,442.002
2003-08-22,438.332
2003-08-25,436.591
2003-08-26,435.953
2003-08-27,438.941
2003-08-28,443.717
2003-08-29,447.072
2003-09-01,448.229
2003-09-02,451.693
2003-09-03,454.703
2003-09-04,456.401
2003-09-05,455.655
2003-09-08,460.784
2003-09-09,457.925
2003-09-10,449.429
2003-09-11,451.97
2003-09-12,454.113
2003-09-15,453.611
2003-09-16,458.465
2003-09-17,459.646
2003-09-18,464.03
2003-09-19,465.025
2003-09-22,460.387
2003-09-23,463.134
2003-09-24,456.924
2003-09-25,451.5
2003-09-26,445.167
2003-09-29,448.996
2003-09-30,446.255
2003-10-01,453.669
2003-10-02,456.883
2003-10-03,463.645
2003-10-06,466.576
2003-10-07,469.52
2003-10-08,468.75
2003-10-09,472.048
2003-10-10,473.524
2003-10-13,477.164
2003-10-14,478.605
2003-10-15,477.822
2003-10-16,480.365
2003-10-17,474.088
2003-10-20,475.82
2003-10-21,479.481
2003-10-22,473.749
2003-10-23,471.517
2003-10-24,470.951
2003-10-27,473.855
2003-10-28,480.745
2003-10-29,484.317
2003-10-30,484.538
2003-10-31,484.252
2003-11-03,488.034
2003-11-04,487.46
2003-11-05,487.757
2003-11-06,489.423
2003-11-07,491.257
2003-11-10,486.437
2003-11-11,483.594
2003-11-12,491.889
2003-11-13,493.983
2003-11-14,489.812
2003-11-17,484.044
2003-11-18,481.987
2003-11-19,482.748
2003-11-20,480.513
2003-11-21,481.989
2003-11-24,489.707
2003-11-25,492.285
2003-11-26,495.932
2003-11-27,496.322
2003-11-28,499.131
2003-12-01,504.946
2003-12-02,505.375
2003-12-03,502.434
2003-12-04,500.601
2003-12-05,497.35
2003-12-08,498.983
2003-12-09,493.85
2003-12-10,489.758
2003-12-11,495.689
2003-12-12,498.617
2003-12-15,494.636
2003-12-16,493.278
2003-12-17,494.437
2003-12-18,500.726
2003-12-19,499.571
2003-12-22,500.948
2003-12-23,504.191
2003-12-24,504.684
2003-12-25,504.687
2003-12-26,505.57
2003-12-29,511.229
2003-12-30,513.095
2003-12-31,513.072
2004-01-01,513.076
2004-01-02,514.471
2004-01-05,521.707
2004-01-06,524.381
2004-01-07,524.819
2004-01-08,529.291
2004-01-09,530.323
2004-01-12,532.518
2004-01-13,530.499
2004-01-14,533.125
2004-01-15,533.316
2004-01-16,537.123
2004-01-19,537.51
2004-01-20,542.858
2004-01-21,543.522
2004-01-22,541.819
2004-01-23,541.406
2004-01-26,542.913
2004-01-27,541.041
2004-01-28,535.28
2004-01-29,529.637
2004-01-30,531.672
2004-02-02,532.318
2004-02-03,533.344
2004-02-04,526.828
2004-02-05,529.797
2004-02-06,540.308
2004-02-09,542.61
2004-02-10,545.101
2004-02-11,548.81
2004-02-12,550.185
2004-02-13,547.021
2004-02-16,547.502
2004-02-17,553.818
2004-02-18,553.14
2004-02-19,547.897
2004-02-20,542.7
2004-02-23,537.277
2004-02-24,537.537
2004-02-25,539.559
2004-02-26,541.262
2004-02-27,542.92
2004-03-01,550.667
2004-03-02,547.849
2004-03-03,544.102
2004-03-04,548.372
2004-03-05,553.128
2004-03-08,548.058
2004-03-09,543.065
2004-03-10,532.363
2004-03-11,524.734
2004-03-12,530.854
2004-03-15,521.212
2004-03-16,524.337
2004-03-17,530.41
2004-03-18,530.526
2004-03-19,528.143
2004-03-22,519.155
2004-03-23,519.053
2004-03-24,517.062
2004-03-25,526.335
2004-03-26,526.542
2004-03-29,533.884
2004-03-30,537.124
2004-03-31,539.246
2004-04-01,545.039
2004-04-02,549.407
2004-04-05,552.051
2004-04-06,550.009
2004-04-07,551.293
2004-04-08,550.38
2004-04-09,550.381
2004-04-12,552.239
2004-04-13,543.683
2004-04-14,539.037
2004-04-15,537.113
2004-04-16,539.932
2004-04-19,542.61
2004-04-20,536.392
2004-04-21,536.832
2004-04-22,543.651
2004-04-23,543.83
2004-04-26,543.16
2004-04-27,542.986
2004-04-28,532.925
2004-04-29,526.795
2004-04-30,521.803
2004-05-03,525.588
2004-05-04,529.654
2004-05-05,532.338
2004-05-06,525.336
2004-05-07,516.144
2004-05-10,503.619
2004-05-11,510.128
2004-05-12,509.733
2004-05-13,509.956
2004-05-14,506.988
2004-05-17,501.481
2004-05-18,506.085
2004-05-19,511.005
2004-05-20,507.518
2004-05-21,512.167
2004-05-24,515.465
2004-05-25,523.432
2004-05-26,526.361
2004-05-27,531.501
2004-05-28,532.508
2004-05-31,532.876
2004-06-01,532.792
2004-06-02,533.936
2004-06-03,528.097
2004-06-04,532.254
2004-06-07,541.319
2004-06-08,540.815
2004-06-09,533.286
2004-06-10,533.949
2004-06-11,532.359
2004-06-14,526.344
2004-06-15,531.192
2004-06-16,532.681
2004-06-17,531.847
2004-06-18,533.634
2004-06-21,531.876
2004-06-22,533.739
2004-06-23,538.325
2004-06-24,540.053
2004-06-25,542.648
2004-06-28,541.575
2004-06-29,541.847
2004-06-30,545.074
2004-07-01,540.098
2004-07-02,539.292
2004-07-05,538.628
2004-07-06,532.011
2004-07-07,533.935
2004-07-08,529.005
2004-07-09,530.187
2004-07-12,528.521
2004-07-13,527.363
2004-07-14,526.118
2004-07-15,525.82
2004-07-16,524.687
2004-07-19,522.964
2004-07-20,526.198
2004-07-21,517.35
2004-07-22,516.204
2004-07-23,509.505
2004-07-26,504.14
2004-07-27,508.555
2004-07-28,507.074
2004-07-29,513.092
2004-07-30,514.281
2004-08-02,514.092
2004-08-03,510.216
2004-08-04,506.739
2004-08-05,500.733
2004-08-06,493.693
2004-08-09,491.785
2004-08-10,498.62
2004-08-11,493.524
2004-08-12,488.244
2004-08-13,489.933
2004-08-16,496.495
2004-08-17,498.538
2004-08-18,503.996
2004-08-19,504.859
2004-08-20,508.344
2004-08-23,506.878
2004-08-24,505.008
2004-08-25,508.75
2004-08-26,509.108
2004-08-27,511.232
2004-08-30,506.595
2004-08-31,509.168
2004-09-01,513.143
2004-09-02,517.185
2004-09-03,513.829
2004-09-06,515.139
2004-09-07,518.078
2004-09-08,517.043
2004-09-09,519.872
2004-09-10,525.87
2004-09-13,529.753
2004-09-14,530.7
2004-09-15,525.241
2004-09-16,528.34
2004-09-17,530.198
2004-09-20,528.876
2004-09-21,534.606
2004-09-22,529.275
2004-09-23,529.127
2004-09-24,529.775
2004-09-27,525.418
2004-09-28,528.831
2004-09-29,531.55
2004-09-30,534.755
2004-10-01,542.304
2004-10-04,545.078
2004-10-05,544.644
2004-10-06,547.171
2004-10-07,543.367
2004-10-08,540.749
2004-10-11,540.461
2004-10-12,536.534
2004-10-13,533.55
2004-10-14,532.372
2004-10-15,534.698
2004-10-18,536.685
2004-10-19,535.888
2004-10-20,537.954
2004-10-21,543.977
2004-10-22,540.716
2004-10-25,541.112
2004-10-26,544.812
2004-10-27,552.464
2004-10-28,552.51
2004-10-29,553.341
2004-11-01,555.289
2004-11-02,556.351
2004-11-03,563.246
2004-11-04,568.193
2004-11-05,572.558
2004-11-08,571.305
2004-11-09,572.004
2004-11-10,573.607
2004-11-11,578.517
2004-11-12,584.273
2004-11-15,584.55
2004-11-16,581.939
2004-11-17,587.29
2004-11-18,586.795
2004-11-19,583.328
2004-11-22,585.417
2004-11-23,588.077
2004-11-24,592.782
2004-11-25,595.19
2004-11-26,595.84
2004-11-29,596.145
2004-11-30,594.235
2004-12-01,600.849
2004-12-02,599.98
2004-12-03,602.293
2004-12-06,602.174
2004-12-07,596.465
2004-12-08,594.351
2004-12-09,594.62
2004-12-10,595.492
2004-12-13,601.027
2004-12-14,604.443
2004-12-15,609.007
2004-12-16,605.602
2004-12-17,605.03
2004-12-20,606.5
2004-12-21,609.654
2004-12-22,611.237
2004-12-23,613.487
2004-12-24,614.566
2004-12-27,613.717
2004-12-28,618.303
2004-12-29,618.389
2004-12-30,620.225
2004-12-31,620.21
2005-01-03,612.884
2005-01-04,603.43
2005-01-05,597.766
2005-01-06,598.225
2005-01-07,596.068
2005-01-10,599.367
2005-01-11,596.93
2005-01-12,600.478
2005-01-13,599.326
2005-01-14,601.796
2005-01-17,602.813
2005-01-18,606.207
2005-01-19,603.598
2005-01-20,599.526
2005-01-21,598.438
2005-01-24,595.267
2005-01-25,595.901
2005-01-26,602.633
2005-01-27,604.32
2005-01-28,601.629
2005-01-31,608.316
2005-02-01,611.578
2005-02-02,615.084
2005-02-03,613.713
2005-02-04,620.548
2005-02-07,618.938
2005-02-08,618.968
2005-02-09,613.081
2005-02-10,615.823
2005-02-11,621.881
2005-02-14,624.101
2005-02-15,625.724
2005-02-16,625.812
2005-02-17,624.538
2005-02-18,624.875
2005-02-21,624.27
2005-02-22,619.283
2005-02-23,619.749
2005-02-24,624.789
2005-02-25,631.415
2005-02-28,630.68
2005-03-01,632.337
2005-03-02,631.26
2005-03-03,631.395
2005-03-04,638.42
2005-03-07,639.177
2005-03-08,637.978
2005-03-09,633.148
2005-03-10,630.665
2005-03-11,631.498
2005-03-14,632.007
2005-03-15,630.128
2005-03-16,627.129
2005-03-17,626.999
2005-03-18,625.337
2005-03-21,622.667
2005-03-22,620.987
2005-03-23,613.311
2005-03-24,614.669
2005-03-25,614.665
2005-03-28,612.917
2005-03-29,607.846
2005-03-30,613.248
2005-03-31,616.557
2005-04-01,616.366
2005-04-04,613.807
2005-04-05,616.763
2005-04-06,618.737
2005-04-07,622.535
2005-04-08,618.701
2005-04-11,619.403
2005-04-12,619.66
2005-04-13,615.022
2005-04-14,606.534
2005-04-15,596.71
2005-04-18,595.523
2005-04-19,603.341
2005-04-20,598.321
2005-04-21,606.024
2005-04-22,603.633
2005-04-25,606.72
2005-04-26,600.916
2005-04-27,596.941
2005-04-28,588.318
2005-04-29,590.649
2005-05-02,593.169
2005-05-03,593.421
2005-05-04,600.104
2005-05-05,601.514
2005-05-06,601.849
2005-05-09,604.374
2005-05-10,600.472
2005-05-11,600.52
2005-05-12,595.269
2005-05-13,592.419
2005-05-16,595.295
2005-05-17,597.99
2005-05-18,605.928
2005-05-19,609.353
2005-05-20,608.311
2005-05-23,612.423
2005-05-24,613.5
2005-05-25,611.149
2005-05-26,615.944
2005-05-27,617.456
2005-05-30,617.466
2005-05-31,615.879
2005-06-01,619.67
2005-06-02,622.224
2005-06-03,621.005
2005-06-06,622.143
2005-06-07,623.588
2005-06-08,623.216
2005-06-09,624.699
2005-06-10,624.252
2005-06-13,625.625
2005-06-14,627.623
2005-06-15,630.093
2005-06-16,635.129
2005-06-17,638.805
2005-06-20,636.686
2005-06-21,635.909
2005-06-22,636.867
2005-06-23,632.498
2005-06-24,628.06
2005-06-27,627.365
2005-06-28,632.89
2005-06-29,633.899
2005-06-30,632.883
2005-07-01,633.017
2005-07-04,632.507
2005-07-05,637.173
2005-07-06,637.058
2005-07-07,635.639
2005-07-08,643.36
2005-07-11,651.18
2005-07-12,654.18
2005-07-13,651.691
2005-07-14,650.9
2005-07-15,650.341
2005-07-18,649.075
2005-07-19,653.494
2005-07-20,657.107
2005-07-21,655.861
2005-07-22,660.71
2005-07-25,657.685
2005-07-26,658.336
2005-07-27,660.529
2005-07-28,666.977
2005-07-29,666.705
2005-08-01,670.252
2005-08-02,674.387
2005-08-03,675.257
2005-08-04,671.7
2005-08-05,665.804
2005-08-08,665.874
2005-08-09,667.336
2005-08-10,670.517
2005-08-11,674.594
2005-08-12,672.307
2005-08-15,672.031
2005-08-16,665.509
2005-08-17,664.049
2005-08-18,659.636
2005-08-19,661.573
2005-08-22,665.075
2005-08-23,663.63
2005-08-24,663.141
2005-08-25,663.906
2005-08-26,660.645
2005-08-29,662.264
2005-08-30,660.544
2005-08-31,670.986
2005-09-01,677.593
2005-09-02,675.926
2005-09-05,676.084
2005-09-06,681.754
2005-09-07,685.048
2005-09-08,682.884
2005-09-09,688.327
2005-09-12,686.721
2005-09-13,681.838
2005-09-14,681.04
2005-09-15,679.036
2005-09-16,682.502
2005-09-19,680.207
2005-09-20,676.927
2005-09-21,671.955
2005-09-22,669.626
2005-09-23,670.611
2005-09-26,674.36
2005-09-27,673.393
2005-09-28,675.214
2005-09-29,680.242
2005-09-30,684.768
2005-10-03,685.856
2005-10-04,682.065
2005-10-05,669.944
2005-10-06,663.878
2005-10-07,666.009
2005-10-10,661.88
2005-10-11,659.055
2005-10-12,652.469
2005-10-13,645.622
2005-10-14,653.095
2005-10-17,654.686
2005-10-18,645.668
2005-10-19,647.652
2005-10-20,642.758
2005-10-21,645.352
2005-10-24,654.709
2005-10-25,656.437
2005-10-26,654.439
2005-10-27,644.207
2005-10-28,649.059
2005-10-31,658.119
2005-11-01,658.638
2005-11-02,668.946
2005-11-03,673.744
