Date,NEW ZEALAND SMID CAP SMID (Small+Mid Cap)
2002-08-23,239.755
2002-08-26,239.963
2002-08-27,243.421
2002-08-28,243.952
2002-08-29,243.335
2002-08-30,242.696
2002-09-02,244.958
2002-09-03,246.311
2002-09-04,242.685
2002-09-05,241.918
2002-09-06,240.975
2002-09-09,240.426
2002-09-10,240.909
2002-09-11,243.075
2002-09-12,246.555
2002-09-13,245.484
2002-09-16,243.245
2002-09-17,243.518
2002-09-18,242.967
2002-09-19,243.519
2002-09-20,242.12
2002-09-23,240.03
2002-09-24,238.539
2002-09-25,237.916
2002-09-26,239.962
2002-09-27,238.344
2002-09-30,240.49
2002-10-01,241.104
2002-10-02,244.357
2002-10-03,244.465
2002-10-04,243.268
2002-10-07,245.968
2002-10-08,245.88
2002-10-09,247.476
2002-10-10,244.643
2002-10-11,247.549
2002-10-14,248.732
2002-10-15,248.316
2002-10-16,247.338
2002-10-17,248.003
2002-10-18,249.654
2002-10-21,252.466
2002-10-22,255.037
2002-10-23,255.945
2002-10-24,255.193
2002-10-25,254.929
2002-10-28,256.081
2002-10-29,254.32
2002-10-30,252.894
2002-10-31,255.831
2002-11-01,260.756
2002-11-04,263.41
2002-11-05,252.999
2002-11-06,255.179
2002-11-07,252.876
2002-11-08,252.907
2002-11-11,250.563
2002-11-12,251.541
2002-11-13,254.375
2002-11-14,255.662
2002-11-15,254.799
2002-11-18,255.555
2002-11-19,254.659
2002-11-20,253.24
2002-11-21,254.237
2002-11-22,254.847
2002-11-25,253.185
2002-11-26,252.041
2002-11-27,249.597
2002-11-28,252.173
2002-11-29,254.471
2002-12-02,255.088
2002-12-03,254.576
2002-12-04,254.535
2002-12-05,255.677
2002-12-06,256.125
2002-12-09,256.309
2002-12-10,256.072
2002-12-11,257.241
2002-12-12,260.219
2002-12-13,264.859
2002-12-16,265.071
2002-12-17,268.611
2002-12-18,265.316
2002-12-19,265.48
2002-12-20,265.935
2002-12-23,268.322
2002-12-24,269.569
2002-12-25,269.569
2002-12-26,269.856
2002-12-27,271.902
2002-12-30,275.27
2002-12-31,275.752
2003-01-01,275.752
2003-01-02,276.069
2003-01-03,276.734
2003-01-06,282.83
2003-01-07,284.589
2003-01-08,282.468
2003-01-09,284.157
2003-01-10,288.061
2003-01-13,291.525
2003-01-14,291.849
2003-01-15,293.314
2003-01-16,296.091
2003-01-17,300.646
2003-01-20,299.887
2003-01-21,295.246
2003-01-22,292.79
2003-01-23,295.448
2003-01-24,299.731
2003-01-27,299.668
2003-01-28,297.555
2003-01-29,298.228
2003-01-30,294.26
2003-01-31,294.052
2003-02-03,293.438
2003-02-04,298.891
2003-02-05,295.818
2003-02-06,295.899
2003-02-07,292.09
2003-02-10,296.38
2003-02-11,295.879
2003-02-12,293.199
2003-02-13,291.343
2003-02-14,290.256
2003-02-17,293.942
2003-02-18,292.63
2003-02-19,295.694
2003-02-20,295.187
2003-02-21,293.444
2003-02-24,294.543
2003-02-25,292.64
2003-02-26,293.876
2003-02-27,293.414
2003-02-28,292.477
2003-03-03,296.036
2003-03-04,297.52
2003-03-05,299.648
2003-03-06,298.756
2003-03-07,296.193
2003-03-10,294.627
2003-03-11,289.345
2003-03-12,287.933
2003-03-13,284.807
2003-03-14,289.055
2003-03-17,288.392
2003-03-18,289.171
2003-03-19,287.426
2003-03-20,288.153
2003-03-21,285.731
2003-03-24,289.052
2003-03-25,286.736
2003-03-26,284.87
2003-03-27,286.392
2003-03-28,285.2
2003-03-31,289.296
2003-04-01,287.777
2003-04-02,285.818
2003-04-03,284.638
2003-04-04,283.442
2003-04-07,284.641
2003-04-08,285.987
2003-04-09,288.187
2003-04-10,286.98
2003-04-11,287.488
2003-04-14,290.066
2003-04-15,296.27
2003-04-16,297.122
2003-04-17,296.661
2003-04-18,296.661
2003-04-21,295.702
2003-04-22,297.003
2003-04-23,297.727
2003-04-24,299.149
2003-04-25,298.124
2003-04-28,297.317
2003-04-29,297.373
2003-04-30,301.087
2003-05-01,301.896
2003-05-02,295.413
2003-05-05,298.428
2003-05-06,301.335
2003-05-07,300.506
2003-05-08,305.566
2003-05-09,305.974
2003-05-12,306.973
2003-05-13,307.94
2003-05-14,308.194
2003-05-15,307.531
2003-05-16,312.509
2003-05-19,314.935
2003-05-20,313.264
2003-05-21,309.919
2003-05-22,311.748
2003-05-23,314.193
2003-05-26,318.222
2003-05-27,320.612
2003-05-28,315.121
2003-05-29,317.54
2003-05-30,318.54
2003-06-02,320.223
2003-06-03,321.391
2003-06-04,323.418
2003-06-05,326.754
2003-06-06,326.153
2003-06-09,325.781
2003-06-10,325.933
2003-06-11,326.915
2003-06-12,327.32
2003-06-13,329.54
2003-06-16,334.142
2003-06-17,338.116
2003-06-18,339.77
2003-06-19,340.959
2003-06-20,343.344
2003-06-23,342.438
2003-06-24,340.406
2003-06-25,342.598
2003-06-26,339.77
2003-06-27,339.602
2003-06-30,348.929
2003-07-01,350.966
2003-07-02,352.002
2003-07-03,353.871
2003-07-04,352.241
2003-07-07,352.005
2003-07-08,346.138
2003-07-09,336.552
2003-07-10,337.777
2003-07-11,340.702
2003-07-14,341.115
2003-07-15,335.513
2003-07-16,334.022
2003-07-17,330.816
2003-07-18,324.077
2003-07-21,329.148
2003-07-22,329.066
2003-07-23,335.351
2003-07-24,343.36
2003-07-25,344.713
2003-07-28,346.28
2003-07-29,347.373
2003-07-30,340.789
2003-07-31,338.193
2003-08-01,343.731
2003-08-04,342.87
2003-08-05,340.522
2003-08-06,341.456
2003-08-07,341.906
2003-08-08,347.354
2003-08-11,352.145
2003-08-12,352.382
2003-08-13,355.207
2003-08-14,354.108
2003-08-15,354.735
2003-08-18,354.978
2003-08-19,354.237
2003-08-20,355.615
2003-08-21,349.53
2003-08-22,348.989
2003-08-25,350.021
2003-08-26,346.315
2003-08-27,341.828
2003-08-28,342.417
2003-08-29,348.525
2003-09-01,348.153
2003-09-02,342.579
2003-09-03,341.221
2003-09-04,339.502
2003-09-05,343.668
2003-09-08,344.773
2003-09-09,350.031
2003-09-10,348.861
2003-09-11,349.846
2003-09-12,350.764
2003-09-15,355.411
2003-09-16,353.729
2003-09-17,353.559
2003-09-18,356.985
2003-09-19,359.849
2003-09-22,364.781
2003-09-23,362.855
2003-09-24,364.366
2003-09-25,366.106
2003-09-26,362.959
2003-09-29,362.064
2003-09-30,368.494
2003-10-01,370.844
2003-10-02,373.516
2003-10-03,374.224
2003-10-06,373.972
2003-10-07,375.976
2003-10-08,375.265
2003-10-09,377.299
2003-10-10,375.377
2003-10-13,373.918
2003-10-14,372.408
2003-10-15,373.585
2003-10-16,374.69
2003-10-17,377.45
2003-10-20,378.075
2003-10-21,382.009
2003-10-22,384.757
2003-10-23,384.66
2003-10-24,385.599
2003-10-27,386.072
2003-10-28,387.212
2003-10-29,392.098
2003-10-30,392.791
2003-10-31,393.575
2003-11-03,393.133
2003-11-04,392.633
2003-11-05,397.987
2003-11-06,393.381
2003-11-07,393.54
2003-11-10,397.913
2003-11-11,404.496
2003-11-12,402.276
2003-11-13,403.912
2003-11-14,404.152
2003-11-17,403.113
2003-11-18,407.229
2003-11-19,410.943
2003-11-20,415.211
2003-11-21,410.781
2003-11-24,407.69
2003-11-25,405.998
2003-11-26,410.737
2003-11-27,406.969
2003-11-28,408.282
2003-12-01,412.922
2003-12-02,414.997
2003-12-03,416.475
2003-12-04,415.111
2003-12-05,414.312
2003-12-08,416.385
2003-12-09,416.746
2003-12-10,418.514
2003-12-11,416.035
2003-12-12,420.568
2003-12-15,423.677
2003-12-16,425.126
2003-12-17,423.75
2003-12-18,421.999
2003-12-19,419.587
2003-12-22,420.774
2003-12-23,420.906
2003-12-24,425.909
2003-12-25,425.909
2003-12-26,426.336
2003-12-29,427.425
2003-12-30,435.201
2003-12-31,436.953
2004-01-01,436.953
2004-01-02,438.018
2004-01-05,446.16
2004-01-06,451.297
2004-01-07,451.77
2004-01-08,450.126
2004-01-09,456.634
2004-01-12,457.378
2004-01-13,457.573
2004-01-14,453.62
2004-01-15,447.71
2004-01-16,444.967
2004-01-19,438.138
2004-01-20,448.795
2004-01-21,453.77
2004-01-22,455.32
2004-01-23,457.024
2004-01-26,454.734
2004-01-27,459.395
2004-01-28,458.184
2004-01-29,445.855
2004-01-30,442.89
2004-02-02,443.613
2004-02-03,446.935
2004-02-04,444.38
2004-02-05,448.697
2004-02-06,450.455
2004-02-09,455.952
2004-02-10,458.83
2004-02-11,453.904
2004-02-12,453.73
2004-02-13,457.841
2004-02-16,460.177
2004-02-17,458.273
2004-02-18,458.537
2004-02-19,454.098
2004-02-20,445.233
2004-02-23,441.882
2004-02-24,445.264
2004-02-25,447.017
2004-02-26,443.602
2004-02-27,442.919
2004-03-01,444.253
2004-03-02,444.664
2004-03-03,436.341
2004-03-04,439.538
2004-03-05,445.286
2004-03-08,444.055
2004-03-09,450.615
2004-03-10,438.007
2004-03-11,425.018
2004-03-12,426.371
2004-03-15,422.239
2004-03-16,429.817
2004-03-17,428.723
2004-03-18,435.382
2004-03-19,435.698
2004-03-22,441.395
2004-03-23,442.206
2004-03-24,438.948
2004-03-25,437.749
2004-03-26,444.129
2004-03-29,446.539
2004-03-30,454.36
2004-03-31,460.79
2004-04-01,463.175
2004-04-02,458.96
2004-04-05,451.819
2004-04-06,461.099
2004-04-07,463.416
2004-04-08,461.922
2004-04-09,461.922
2004-04-12,464.448
2004-04-13,458.148
2004-04-14,443.281
2004-04-15,447.351
2004-04-16,450.938
2004-04-19,454.599
2004-04-20,450.571
2004-04-21,446.101
2004-04-22,444.857
2004-04-23,450.515
2004-04-26,451.533
2004-04-27,451.606
2004-04-28,449.756
2004-04-29,446.531
2004-04-30,447.569
2004-05-03,445.283
2004-05-04,452.341
2004-05-05,453.259
2004-05-06,449.827
2004-05-07,437.095
2004-05-10,422.622
2004-05-11,418.313
2004-05-12,425.719
2004-05-13,418.616
2004-05-14,419.27
2004-05-17,423.075
2004-05-18,421.05
2004-05-19,432.688
2004-05-20,428.36
2004-05-21,431.64
2004-05-24,430.565
2004-05-25,431.875
2004-05-26,434.653
2004-05-27,448.135
2004-05-28,444.483
2004-05-31,445.011
2004-06-01,446.386
2004-06-02,443.025
2004-06-03,443.37
2004-06-04,441.758
2004-06-07,448.461
2004-06-08,447.494
2004-06-09,441.648
2004-06-10,449.496
2004-06-11,446.292
2004-06-14,446.204
2004-06-15,444.635
2004-06-16,445.142
2004-06-17,443.756
2004-06-18,446.809
2004-06-21,447.324
2004-06-22,448.137
2004-06-23,447.5
2004-06-24,452.488
2004-06-25,454.598
2004-06-28,459.452
2004-06-29,454.264
2004-06-30,462.667
2004-07-01,465.969
2004-07-02,471.252
2004-07-05,471.724
2004-07-06,473.623
2004-07-07,481.248
2004-07-08,480.053
2004-07-09,478.95
2004-07-12,480.906
2004-07-13,478.855
2004-07-14,474.926
2004-07-15,473.279
2004-07-16,481.734
2004-07-19,484.487
2004-07-20,485.075
2004-07-21,470.846
2004-07-22,477.395
2004-07-23,470.502
2004-07-26,473.576
2004-07-27,469.165
2004-07-28,468.263
2004-07-29,472.99
2004-07-30,477.616
2004-08-02,480.694
2004-08-03,485.038
2004-08-04,485.124
2004-08-05,485.654
2004-08-06,488.208
2004-08-09,487.411
2004-08-10,488.496
2004-08-11,490.058
2004-08-12,496.202
2004-08-13,500.953
2004-08-16,498.193
2004-08-17,495.378
2004-08-18,494.76
2004-08-19,501.173
2004-08-20,502.651
2004-08-23,499.827
2004-08-24,488.682
2004-08-25,486.23
2004-08-26,485.135
2004-08-27,487.902
2004-08-30,488.585
2004-08-31,491.615
2004-09-01,491.99
2004-09-02,481.249
2004-09-03,479.433
2004-09-06,482.999
2004-09-07,482.325
2004-09-08,482.891
2004-09-09,491.417
2004-09-10,499.572
2004-09-13,492.57
2004-09-14,499.12
2004-09-15,495.138
2004-09-16,498.332
2004-09-17,497.157
2004-09-20,499.648
2004-09-21,504.598
2004-09-22,505.887
2004-09-23,509.675
2004-09-24,510.337
2004-09-27,510.403
2004-09-28,516.068
2004-09-29,516.501
2004-09-30,524.472
2004-10-01,523.954
2004-10-04,520.187
2004-10-05,524.63
2004-10-06,526.862
2004-10-07,525.929
2004-10-08,530.469
2004-10-11,531.52
2004-10-12,528.48
2004-10-13,523.021
2004-10-14,531.671
2004-10-15,532.561
2004-10-18,532.101
2004-10-19,531.73
2004-10-20,532.793
2004-10-21,530.405
2004-10-22,528.296
2004-10-25,533.852
2004-10-26,529.246
2004-10-27,531.659
2004-10-28,526.781
2004-10-29,527.468
2004-11-01,531.608
2004-11-02,538.179
2004-11-03,542.778
2004-11-04,548.055
2004-11-05,548.284
2004-11-08,547.957
2004-11-09,550.626
2004-11-10,542.046
2004-11-11,545.879
2004-11-12,553.004
2004-11-15,558.798
2004-11-16,558.951
2004-11-17,563.064
2004-11-18,562.437
2004-11-19,569.71
2004-11-22,569.037
2004-11-23,570.84
2004-11-24,573.656
2004-11-25,584.956
2004-11-26,586.609
2004-11-29,586.301
2004-11-30,587.277
2004-12-01,588.524
2004-12-02,593.215
2004-12-03,594.432
2004-12-06,596.614
2004-12-07,597.803
2004-12-08,580.197
2004-12-09,577.086
2004-12-10,577.219
2004-12-13,585.242
2004-12-14,584.08
2004-12-15,590.104
2004-12-16,584.884
2004-12-17,586.09
2004-12-20,590.985
2004-12-21,586.617
2004-12-22,591.639
2004-12-23,591.979
2004-12-24,596.685
2004-12-27,598.681
2004-12-28,600.553
2004-12-29,600.525
2004-12-30,604.793
2004-12-31,612.764
2005-01-03,605.511
2005-01-04,598.385
2005-01-05,599.027
2005-01-06,595.801
2005-01-07,593.631
2005-01-10,589.813
2005-01-11,595.086
2005-01-12,595.578
2005-01-13,596.476
2005-01-14,589.61
2005-01-17,587.073
2005-01-18,591.039
2005-01-19,597.057
2005-01-20,596.119
2005-01-21,602.816
2005-01-24,606.497
2005-01-25,605.258
2005-01-26,613.534
2005-01-27,608.588
2005-01-28,606.793
2005-01-31,603.454
2005-02-01,609.384
2005-02-02,607.063
2005-02-03,606.469
2005-02-04,612.931
2005-02-07,611.121
2005-02-08,607.223
2005-02-09,616.252
2005-02-10,619.056
2005-02-11,621.113
2005-02-14,626.851
2005-02-15,623.454
2005-02-16,620.712
2005-02-17,626.881
2005-02-18,630.902
2005-02-21,638.033
2005-02-22,637.331
2005-02-23,627.972
2005-02-24,625.778
2005-02-25,625.534
2005-02-28,641.292
2005-03-01,636.865
2005-03-02,638.545
2005-03-03,640.469
2005-03-04,647.144
2005-03-07,647.768
2005-03-08,656.036
2005-03-09,652.267
2005-03-10,648.401
2005-03-11,641.715
2005-03-14,641.211
2005-03-15,644.864
2005-03-16,646.652
2005-03-17,638.174
2005-03-18,640.548
2005-03-21,639.038
2005-03-22,637.166
2005-03-23,616.242
2005-03-24,605.609
2005-03-25,605.609
2005-03-28,599.936
2005-03-29,595.964
2005-03-30,594.326
2005-03-31,596.985
2005-04-01,593.58
2005-04-04,590.741
2005-04-05,593.151
2005-04-06,597.623
2005-04-07,601.735
2005-04-08,602.043
2005-04-11,604.782
2005-04-12,602.533
2005-04-13,608.367
2005-04-14,606.089
2005-04-15,595.275
2005-04-18,577.987
2005-04-19,585.547
2005-04-20,586.194
2005-04-21,580.954
2005-04-22,586.081
2005-04-25,583.279
2005-04-26,578.02
2005-04-27,580.276
2005-04-28,585.794
2005-04-29,592.018
2005-05-02,592.013
2005-05-03,589.391
2005-05-04,592.236
2005-05-05,585.961
2005-05-06,579.455
2005-05-09,570.798
2005-05-10,577.566
2005-05-11,580.041
2005-05-12,574.926
2005-05-13,573.52
2005-05-16,571.344
2005-05-17,576.189
2005-05-18,576.364
2005-05-19,580.377
2005-05-20,582.465
2005-05-23,591.657
2005-05-24,594.094
2005-05-25,595.237
2005-05-26,586.027
2005-05-27,590.216
2005-05-30,589.089
2005-05-31,582.25
2005-06-01,569.802
2005-06-02,579.0
2005-06-03,583.896
2005-06-06,589.675
2005-06-07,593.952
2005-06-08,598.487
2005-06-09,597.332
2005-06-10,594.244
2005-06-13,594.233
2005-06-14,601.765
2005-06-15,607.232
2005-06-16,614.949
2005-06-17,620.752
2005-06-20,616.201
2005-06-21,618.684
2005-06-22,621.06
2005-06-23,614.132
2005-06-24,605.53
2005-06-27,614.094
2005-06-28,612.409
2005-06-29,617.657
2005-06-30,628.541
2005-07-01,614.401
2005-07-04,614.586
2005-07-05,615.211
2005-07-06,617.721
2005-07-07,611.169
2005-07-08,609.598
2005-07-11,620.686
2005-07-12,630.034
2005-07-13,618.293
2005-07-14,619.637
2005-07-15,616.524
2005-07-18,622.695
2005-07-19,616.271
2005-07-20,617.415
2005-07-21,625.444
2005-07-22,627.478
2005-07-25,627.882
2005-07-26,629.342
2005-07-27,629.087
2005-07-28,635.011
2005-07-29,637.433
2005-08-01,641.395
2005-08-02,642.343
2005-08-03,645.543
2005-08-04,643.561
2005-08-05,638.943
2005-08-08,641.892
2005-08-09,639.995
2005-08-10,641.5
2005-08-11,653.014
2005-08-12,656.57
2005-08-15,655.963
2005-08-16,659.636
2005-08-17,662.805
2005-08-18,655.322
2005-08-19,650.796
2005-08-22,658.62
2005-08-23,659.89
2005-08-24,660.505
2005-08-25,657.016
2005-08-26,649.717
2005-08-29,643.417
2005-08-30,640.759
2005-08-31,644.43
2005-09-01,657.953
2005-09-02,662.631
2005-09-05,667.423
2005-09-06,661.65
2005-09-07,661.393
2005-09-08,664.832
2005-09-09,668.184
2005-09-12,664.343
2005-09-13,661.577
2005-09-14,676.447
2005-09-15,675.486
2005-09-16,676.753
2005-09-19,671.203
2005-09-20,669.955
2005-09-21,669.311
2005-09-22,658.591
2005-09-23,651.948
2005-09-26,651.688
2005-09-27,653.379
2005-09-28,659.487
2005-09-29,665.924
2005-09-30,673.418
2005-10-03,672.948
2005-10-04,680.772
2005-10-05,676.373
2005-10-06,670.258
2005-10-07,668.746
2005-10-10,673.213
2005-10-11,666.065
2005-10-12,669.656
2005-10-13,650.098
2005-10-14,653.867
2005-10-17,657.711
2005-10-18,648.979
2005-10-19,641.489
2005-10-20,643.439
2005-10-21,634.885
2005-10-24,635.292
2005-10-25,641.957
2005-10-26,645.051
2005-10-27,647.548
2005-10-28,644.683
2005-10-31,643.705
2005-11-01,646.194
2005-11-02,639.072
2005-11-03,642.519
2005-11-04,632.451
2005-11-07,629.934
